Value,AFRICA_2024_DynamicWorld_2024_36PTV_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PTV_M_R,AFRICA_2024_GLC_FCS30D_2022_36PTV_M_R,AFRICA_2024_GSW_Yearly_2021_36PTV_M_R,AFRICA_2024_GWL_FCS30D_2022_36PTV_M_R,AFRICA_2024_WorldCover_2021_36PTV_M_R
414,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
415,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water
416,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest
417,Cropland,NULL,Cropland,Water,Non_Wetland,NULL
418,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland
419,Cropland,NULL,Cropland,Water,Non_Wetland,Cropland
420,Cropland,NULL,Cropland,Water,Non_Wetland,Wetland
421,Cropland,NULL,Cropland,Water,Non_Wetland,Water
422,Cropland,NULL,Cropland,Water,Non_Wetland,Forest
423,Cropland,NULL,Wetland,NULL,Wetland,NULL
424,Cropland,NULL,Wetland,NULL,Wetland,Grassland
425,Cropland,NULL,Wetland,NULL,Wetland,Forest
426,Cropland,NULL,Wetland,Non_Water,Wetland,NULL
427,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland
428,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland
429,Cropland,NULL,Wetland,Non_Water,Wetland,Forest
430,Cropland,NULL,Wetland,Water,Wetland,Forest
431,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
432,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
433,Cropland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
434,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
435,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
436,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
437,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
438,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
439,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL
440,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
441,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
442,Cropland,NULL,Bareland,Water,Non_Wetland,Cropland
443,Cropland,NULL,Bareland,Water,Non_Wetland,Wetland
444,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
445,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
446,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
447,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
448,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
449,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
450,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
451,Cropland,NULL,Built-up,Water,Non_Wetland,Cropland
452,Cropland,NULL,Water,Non_Water,Water,Grassland
453,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
454,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
455,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
456,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
457,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
458,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL
459,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
460,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland
461,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland
462,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
463,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
464,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
465,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
466,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
467,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL
468,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
469,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
470,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Wetland
471,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Forest
472,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
473,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
474,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
475,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
476,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water
477,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
478,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
479,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
480,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
481,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
482,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
483,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
484,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland
485,Cropland,Cropland,Shrubland,Water,Non_Wetland,Wetland
486,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
487,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
488,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
489,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland
490,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
491,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
492,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
493,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL
494,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
495,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
496,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
497,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
498,Cropland,Cropland,Grassland,Water,Non_Wetland,Grassland
499,Cropland,Cropland,Grassland,Water,Non_Wetland,Cropland
500,Cropland,Cropland,Grassland,Water,Non_Wetland,Wetland
501,Cropland,Cropland,Grassland,Water,Non_Wetland,Water
502,Cropland,Cropland,Grassland,Water,Non_Wetland,Forest
503,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
504,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
505,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
506,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
507,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
508,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
509,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
510,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
511,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
512,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
513,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
514,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL
515,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland
516,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
517,Cropland,Cropland,Cropland,Water,Non_Wetland,Wetland
518,Cropland,Cropland,Cropland,Water,Non_Wetland,Forest
519,Cropland,Cropland,Wetland,NULL,Wetland,NULL
520,Cropland,Cropland,Wetland,NULL,Wetland,Cropland
521,Cropland,Cropland,Wetland,NULL,Wetland,Forest
522,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL
523,Cropland,Cropland,Wetland,Non_Water,Wetland,Cropland
524,Cropland,Cropland,Wetland,Non_Water,Wetland,Wetland
525,Cropland,Cropland,Wetland,Non_Water,Wetland,Forest
526,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
527,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
528,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
529,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
530,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
531,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL
532,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Forest
533,Cropland,Cropland,Bareland,Water,Non_Wetland,Grassland
534,Cropland,Cropland,Bareland,Water,Non_Wetland,Cropland
535,Cropland,Cropland,Bareland,Water,Non_Wetland,Wetland
536,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
537,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
538,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
539,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
540,Cropland,Cropland,Water,Non_Water,Water,Cropland
541,Cropland,Cropland,Water,Water,Water,Wetland
542,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
543,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
544,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
545,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
546,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL
547,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
548,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
549,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
550,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
551,Cropland,Cropland,Forest,Water,Non_Wetland,NULL
552,Cropland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
553,Cropland,Wetland,NULL,Non_Water,Non_Wetland,Forest
554,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL
555,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Forest
556,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
557,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
558,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
559,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
560,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
561,Cropland,Wetland,Shrubland,Water,Non_Wetland,Wetland
562,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL
563,Cropland,Wetland,Grassland,NULL,Non_Wetland,Forest
564,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,NULL
565,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
566,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,Cropland
567,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
568,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,Forest
569,Cropland,Wetland,Grassland,Water,Non_Wetland,Forest
570,Cropland,Wetland,Cropland,NULL,Non_Wetland,Grassland
571,Cropland,Wetland,Cropland,NULL,Non_Wetland,Wetland
572,Cropland,Wetland,Cropland,NULL,Non_Wetland,Forest
573,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,NULL
574,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
575,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
576,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
577,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Forest
578,Cropland,Wetland,Cropland,Water,Non_Wetland,NULL
579,Cropland,Wetland,Cropland,Water,Non_Wetland,Grassland
580,Cropland,Wetland,Cropland,Water,Non_Wetland,Cropland
581,Cropland,Wetland,Cropland,Water,Non_Wetland,Wetland
582,Cropland,Wetland,Cropland,Water,Non_Wetland,Forest
583,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL
584,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland
585,Cropland,Wetland,Wetland,Non_Water,Wetland,Forest
586,Cropland,Wetland,Wetland,Water,Wetland,Wetland
587,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL
588,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
589,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Forest
590,Cropland,Bareland,NULL,NULL,Non_Wetland,Grassland
591,Cropland,Bareland,NULL,NULL,Non_Wetland,Cropland
592,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
593,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
594,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
595,Cropland,Bareland,Grassland,NULL,Non_Wetland,Cropland
596,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
597,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
598,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland
599,Cropland,Bareland,Bareland,NULL,Non_Wetland,Cropland
600,Cropland,Bareland,Built-up,NULL,Non_Wetland,Grassland
601,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
602,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
603,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
604,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
605,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
606,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
607,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
608,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
609,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
610,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
611,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
612,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
613,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
614,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
615,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
616,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
617,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
618,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
619,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
620,Cropland,Water,Shrubland,Water,Non_Wetland,Wetland
621,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
622,Cropland,Water,Grassland,NULL,Non_Wetland,Cropland
623,Cropland,Water,Grassland,Non_Water,Non_Wetland,Grassland
624,Cropland,Water,Grassland,Non_Water,Non_Wetland,Cropland
625,Cropland,Water,Grassland,Water,Non_Wetland,Grassland
626,Cropland,Water,Grassland,Water,Non_Wetland,Cropland
627,Cropland,Water,Grassland,Water,Non_Wetland,Wetland
628,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
629,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
630,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
631,Cropland,Water,Cropland,Non_Water,Non_Wetland,Grassland
632,Cropland,Water,Cropland,Non_Water,Non_Wetland,Cropland
633,Cropland,Water,Cropland,Water,Non_Wetland,Grassland
634,Cropland,Water,Cropland,Water,Non_Wetland,Cropland
635,Cropland,Water,Cropland,Water,Non_Wetland,Wetland
636,Cropland,Water,Bareland,Water,Non_Wetland,Cropland
637,Cropland,Water,Bareland,Water,Non_Wetland,Wetland
638,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
639,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
640,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
641,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
642,Cropland,Forest,NULL,Non_Water,Non_Wetland,Forest
643,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
644,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
645,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
646,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
647,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
648,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
649,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
650,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
651,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Forest
652,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
653,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
654,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
655,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
656,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Forest
657,Cropland,Forest,Wetland,Non_Water,Wetland,Wetland
658,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
659,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
660,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
661,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
662,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
663,Wetland,NULL,NULL,NULL,Non_Wetland,NULL
664,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
665,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
666,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland
667,Wetland,NULL,NULL,Non_Water,Non_Wetland,Cropland
668,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland
669,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest
670,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
671,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
672,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
673,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
674,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
675,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
676,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
677,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
678,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
679,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water
680,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
681,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
682,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
683,Wetland,NULL,Shrubland,Water,Non_Wetland,Water
684,Wetland,NULL,Shrubland,Water,Non_Wetland,Forest
685,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL
686,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
687,Wetland,NULL,Grassland,NULL,Non_Wetland,Cropland
688,Wetland,NULL,Grassland,NULL,Non_Wetland,Water
689,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
690,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL
691,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
692,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
693,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
694,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Water
695,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Forest
696,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland
697,Wetland,NULL,Grassland,Water,Non_Wetland,Cropland
698,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland
699,Wetland,NULL,Grassland,Water,Non_Wetland,Water
700,Wetland,NULL,Grassland,Water,Non_Wetland,Forest
701,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
702,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
703,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
704,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland
705,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
706,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL
707,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
708,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
709,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
710,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Water
711,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Forest
712,Wetland,NULL,Cropland,Water,Non_Wetland,NULL
713,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland
714,Wetland,NULL,Cropland,Water,Non_Wetland,Cropland
715,Wetland,NULL,Cropland,Water,Non_Wetland,Wetland
716,Wetland,NULL,Cropland,Water,Non_Wetland,Water
717,Wetland,NULL,Cropland,Water,Non_Wetland,Forest
718,Wetland,NULL,Wetland,NULL,Wetland,NULL
719,Wetland,NULL,Wetland,NULL,Wetland,Grassland
720,Wetland,NULL,Wetland,NULL,Wetland,Cropland
721,Wetland,NULL,Wetland,NULL,Wetland,Water
722,Wetland,NULL,Wetland,NULL,Wetland,Forest
723,Wetland,NULL,Wetland,Non_Water,Wetland,NULL
724,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland
725,Wetland,NULL,Wetland,Non_Water,Wetland,Cropland
726,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
727,Wetland,NULL,Wetland,Non_Water,Wetland,Water
728,Wetland,NULL,Wetland,Non_Water,Wetland,Forest
729,Wetland,NULL,Wetland,Water,Wetland,Wetland
730,Wetland,NULL,Wetland,Water,Wetland,Water
731,Wetland,NULL,Wetland,Water,Wetland,Forest
732,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
733,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
734,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland
735,Wetland,NULL,Bareland,Water,Non_Wetland,Water
736,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
737,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
738,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
739,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
740,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL
741,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
742,Wetland,NULL,Forest,Non_Water,Non_Wetland,Cropland
743,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
744,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
745,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Wetland
746,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
747,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
748,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
749,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
750,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
751,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
752,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
753,Wetland,Cropland,Shrubland,Water,Non_Wetland,Grassland
754,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland
755,Wetland,Cropland,Grassland,NULL,Non_Wetland,Cropland
756,Wetland,Cropland,Grassland,NULL,Non_Wetland,Forest
757,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,NULL
758,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
759,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
760,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
761,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
762,Wetland,Cropland,Grassland,Water,Non_Wetland,NULL
763,Wetland,Cropland,Grassland,Water,Non_Wetland,Grassland
764,Wetland,Cropland,Grassland,Water,Non_Wetland,Cropland
765,Wetland,Cropland,Grassland,Water,Non_Wetland,Wetland
766,Wetland,Cropland,Grassland,Water,Non_Wetland,Water
767,Wetland,Cropland,Grassland,Water,Non_Wetland,Forest
768,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
769,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland
770,Wetland,Cropland,Cropland,NULL,Non_Wetland,Wetland
771,Wetland,Cropland,Cropland,NULL,Non_Wetland,Forest
772,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
773,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
774,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
775,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
776,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
777,Wetland,Cropland,Cropland,Water,Non_Wetland,NULL
778,Wetland,Cropland,Cropland,Water,Non_Wetland,Grassland
779,Wetland,Cropland,Cropland,Water,Non_Wetland,Cropland
780,Wetland,Cropland,Cropland,Water,Non_Wetland,Wetland
781,Wetland,Cropland,Cropland,Water,Non_Wetland,Water
782,Wetland,Cropland,Cropland,Water,Non_Wetland,Forest
783,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL
784,Wetland,Cropland,Wetland,Non_Water,Wetland,Cropland
785,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland
786,Wetland,Cropland,Wetland,Non_Water,Wetland,Forest
787,Wetland,Cropland,Wetland,Water,Wetland,Wetland
788,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
789,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL
790,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
791,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
792,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Forest
793,Wetland,Cropland,Forest,Water,Non_Wetland,Wetland
794,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest
795,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL
796,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
797,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Forest
798,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL
799,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
800,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
801,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
802,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
803,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
804,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
805,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
806,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
807,Wetland,Wetland,Shrubland,Water,Non_Wetland,Cropland
808,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
809,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water
810,Wetland,Wetland,Shrubland,Water,Non_Wetland,Forest
811,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL
812,Wetland,Wetland,Grassland,NULL,Non_Wetland,Cropland
813,Wetland,Wetland,Grassland,NULL,Non_Wetland,Forest
814,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL
815,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
816,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Cropland
817,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
818,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Water
819,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Forest
820,Wetland,Wetland,Grassland,Water,Non_Wetland,Grassland
821,Wetland,Wetland,Grassland,Water,Non_Wetland,Cropland
822,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland
823,Wetland,Wetland,Grassland,Water,Non_Wetland,Water
824,Wetland,Wetland,Grassland,Water,Non_Wetland,Forest
825,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL
826,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland
827,Wetland,Wetland,Cropland,NULL,Non_Wetland,Forest
