Value,AFRICA_2024_DynamicWorld_2024_36PYU_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PYU_M_R,AFRICA_2024_GLC_FCS30D_2022_36PYU_M_R,AFRICA_2024_GSW_Yearly_2021_36PYU_M_R,AFRICA_2024_GWL_FCS30D_2022_36PYU_M_R,AFRICA_2024_WorldCover_2021_36PYU_M_R
425,Grassland,Cropland,Bareland,NULL,Non_Wetland,Wetland
426,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
427,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland
428,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
429,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
430,Grassland,Cropland,Forest,Water,Non_Wetland,Grassland
431,Grassland,Cropland,Forest,Water,Non_Wetland,Wetland
432,Grassland,Cropland,Forest,Water,Non_Wetland,Forest
433,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland
434,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland
435,Grassland,Wetland,NULL,NULL,Non_Wetland,Forest
436,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Grassland
437,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
438,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Forest
439,Grassland,Wetland,NULL,Water,Non_Wetland,Grassland
440,Grassland,Wetland,NULL,Water,Non_Wetland,Wetland
441,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL
442,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
443,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
444,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Forest
445,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
446,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
447,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
448,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
449,Grassland,Wetland,Shrubland,Water,Non_Wetland,Grassland
450,Grassland,Wetland,Shrubland,Water,Non_Wetland,Cropland
451,Grassland,Wetland,Shrubland,Water,Non_Wetland,Wetland
452,Grassland,Wetland,Shrubland,Water,Non_Wetland,Forest
453,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland
454,Grassland,Wetland,Cropland,NULL,Non_Wetland,Wetland
455,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
456,Grassland,Wetland,Wetland,NULL,Wetland,NULL
457,Grassland,Wetland,Wetland,NULL,Wetland,Grassland
458,Grassland,Wetland,Wetland,NULL,Wetland,Wetland
459,Grassland,Wetland,Wetland,NULL,Wetland,Forest
460,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL
461,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland
462,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland
463,Grassland,Wetland,Wetland,Non_Water,Wetland,Forest
464,Grassland,Wetland,Wetland,Water,Wetland,Grassland
465,Grassland,Wetland,Wetland,Water,Wetland,Wetland
466,Grassland,Wetland,Water,NULL,Water,Wetland
467,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL
468,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland
469,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland
470,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest
471,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL
472,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
473,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
474,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Forest
475,Grassland,Wetland,Forest,Water,Non_Wetland,NULL
476,Grassland,Wetland,Forest,Water,Non_Wetland,Grassland
477,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland
478,Grassland,Wetland,Forest,Water,Non_Wetland,Forest
479,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland
480,Grassland,Water,Wetland,Non_Water,Wetland,Forest
481,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
482,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
483,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
484,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
485,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland
486,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland
487,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
488,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
489,Grassland,Forest,Shrubland,Water,Non_Wetland,Grassland
490,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
491,Grassland,Forest,Wetland,NULL,Wetland,Grassland
492,Grassland,Forest,Wetland,Water,Wetland,Wetland
493,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
494,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
495,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland
496,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
497,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland
498,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest
499,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
500,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
501,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
502,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland
503,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
504,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
505,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland
506,Cropland,NULL,NULL,Non_Water,Non_Wetland,Cropland
507,Cropland,NULL,NULL,Non_Water,Non_Wetland,Wetland
508,Cropland,NULL,NULL,Non_Water,Non_Wetland,Forest
509,Cropland,NULL,NULL,Water,Non_Wetland,Grassland
510,Cropland,NULL,NULL,Water,Non_Wetland,Cropland
511,Cropland,NULL,NULL,Water,Non_Wetland,Wetland
512,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
513,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
514,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
515,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
516,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
517,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
518,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
519,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
520,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
521,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
522,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
523,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
524,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland
525,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland
526,Cropland,NULL,Shrubland,Water,Non_Wetland,Water
527,Cropland,NULL,Shrubland,Water,Non_Wetland,Forest
528,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
529,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
530,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland
531,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
532,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
533,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
534,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
535,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
536,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Forest
537,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland
538,Cropland,NULL,Grassland,Water,Non_Wetland,Bareland
539,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
540,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
541,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
542,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland
543,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
544,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
545,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
546,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
547,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
548,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
549,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest
550,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland
551,Cropland,NULL,Cropland,Water,Non_Wetland,Cropland
552,Cropland,NULL,Cropland,Water,Non_Wetland,Wetland
553,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland
554,Cropland,NULL,Cropland,Water,Non_Wetland,Forest
555,Cropland,NULL,Wetland,NULL,Wetland,NULL
556,Cropland,NULL,Wetland,NULL,Wetland,Grassland
557,Cropland,NULL,Wetland,NULL,Wetland,Wetland
558,Cropland,NULL,Wetland,NULL,Wetland,Forest
559,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland
560,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland
561,Cropland,NULL,Wetland,Non_Water,Wetland,Forest
562,Cropland,NULL,Wetland,Water,Wetland,Grassland
563,Cropland,NULL,Wetland,Water,Wetland,Wetland
564,Cropland,NULL,Wetland,Water,Wetland,Water
565,Cropland,NULL,Wetland,Water,Wetland,Forest
566,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
567,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
568,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
569,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
570,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
571,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
572,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
573,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
574,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
575,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
576,Cropland,NULL,Bareland,Water,Non_Wetland,Wetland
577,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland
578,Cropland,NULL,Bareland,Water,Non_Wetland,Water
579,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
580,Cropland,NULL,Built-up,Water,Non_Wetland,Wetland
581,Cropland,NULL,Built-up,Water,Non_Wetland,Water
582,Cropland,NULL,Water,Non_Water,Water,Grassland
583,Cropland,NULL,Water,Non_Water,Water,Cropland
584,Cropland,NULL,Water,Non_Water,Water,Wetland
585,Cropland,NULL,Water,Non_Water,Water,Bareland
586,Cropland,NULL,Water,Water,Water,Wetland
587,Cropland,NULL,Water,Water,Water,Bareland
588,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
589,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
590,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
591,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
592,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
593,Cropland,NULL,Forest,NULL,Non_Wetland,Water
594,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
595,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL
596,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
597,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland
598,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland
599,Cropland,NULL,Forest,Non_Water,Non_Wetland,Bareland
600,Cropland,NULL,Forest,Non_Water,Non_Wetland,Water
601,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
602,Cropland,NULL,Forest,Water,Non_Wetland,Grassland
603,Cropland,NULL,Forest,Water,Non_Wetland,Wetland
604,Cropland,NULL,Forest,Water,Non_Wetland,Bareland
605,Cropland,NULL,Forest,Water,Non_Wetland,Water
606,Cropland,NULL,Forest,Water,Non_Wetland,Forest
607,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
608,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
609,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland
610,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
611,Cropland,Cropland,NULL,Water,Non_Wetland,Wetland
612,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
613,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
614,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
615,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
616,Cropland,Cropland,Shrubland,Water,Non_Wetland,Wetland
617,Cropland,Cropland,Shrubland,Water,Non_Wetland,Water
618,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
619,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
620,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
621,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
622,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
623,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
624,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
625,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
626,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland
627,Cropland,Cropland,Wetland,Water,Wetland,Wetland
628,Cropland,Cropland,Wetland,Water,Wetland,Water
629,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
630,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
631,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
632,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
633,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
634,Cropland,Cropland,Bareland,Water,Non_Wetland,Wetland
635,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
636,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
637,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
638,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
639,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
640,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Water
641,Cropland,Cropland,Forest,Water,Non_Wetland,Wetland
642,Cropland,Cropland,Forest,Water,Non_Wetland,Water
643,Cropland,Wetland,NULL,NULL,Non_Wetland,Wetland
644,Cropland,Wetland,NULL,Water,Non_Wetland,Wetland
645,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
646,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
647,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
648,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
649,Cropland,Wetland,Shrubland,Water,Non_Wetland,Grassland
650,Cropland,Wetland,Shrubland,Water,Non_Wetland,Wetland
651,Cropland,Wetland,Bareland,Water,Non_Wetland,Wetland
652,Cropland,Wetland,Bareland,Water,Non_Wetland,Water
653,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland
654,Cropland,Wetland,Forest,NULL,Non_Wetland,Wetland
655,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
656,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Forest
657,Cropland,Wetland,Forest,Water,Non_Wetland,Grassland
658,Cropland,Wetland,Forest,Water,Non_Wetland,Wetland
659,Cropland,Bareland,NULL,NULL,Non_Wetland,Grassland
660,Cropland,Bareland,NULL,NULL,Non_Wetland,Bareland
661,Cropland,Bareland,NULL,Non_Water,Non_Wetland,Grassland
662,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
663,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
664,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
665,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
666,Cropland,Bareland,Shrubland,Water,Non_Wetland,Grassland
667,Cropland,Bareland,Shrubland,Water,Non_Wetland,Wetland
668,Cropland,Bareland,Shrubland,Water,Non_Wetland,Bareland
669,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
670,Cropland,Bareland,Grassland,NULL,Non_Wetland,Cropland
671,Cropland,Bareland,Grassland,NULL,Non_Wetland,Wetland
672,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
673,Cropland,Bareland,Grassland,NULL,Non_Wetland,Forest
674,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
675,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,Cropland
676,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,Wetland
677,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
678,Cropland,Bareland,Grassland,Water,Non_Wetland,Grassland
679,Cropland,Bareland,Grassland,Water,Non_Wetland,Wetland
680,Cropland,Bareland,Grassland,Water,Non_Wetland,Bareland
681,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
682,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland
683,Cropland,Bareland,Cropland,NULL,Non_Wetland,Wetland
684,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland
685,Cropland,Bareland,Cropland,NULL,Non_Wetland,Forest
686,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
687,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,Cropland
688,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,Wetland
689,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
690,Cropland,Bareland,Cropland,Water,Non_Wetland,Grassland
691,Cropland,Bareland,Cropland,Water,Non_Wetland,Wetland
692,Cropland,Bareland,Cropland,Water,Non_Wetland,Bareland
693,Cropland,Bareland,Wetland,Non_Water,Wetland,Bareland
694,Cropland,Bareland,Wetland,Water,Wetland,Grassland
695,Cropland,Bareland,Wetland,Water,Wetland,Bareland
696,Cropland,Bareland,Bareland,NULL,Non_Wetland,Grassland
697,Cropland,Bareland,Bareland,NULL,Non_Wetland,Cropland
698,Cropland,Bareland,Bareland,NULL,Non_Wetland,Wetland
699,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
700,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
701,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,Wetland
702,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
703,Cropland,Bareland,Bareland,Water,Non_Wetland,Grassland
704,Cropland,Bareland,Bareland,Water,Non_Wetland,Cropland
705,Cropland,Bareland,Bareland,Water,Non_Wetland,Wetland
706,Cropland,Bareland,Bareland,Water,Non_Wetland,Bareland
707,Cropland,Bareland,Bareland,Water,Non_Wetland,Water
708,Cropland,Bareland,Built-up,NULL,Non_Wetland,Grassland
709,Cropland,Bareland,Built-up,NULL,Non_Wetland,Bareland
710,Cropland,Bareland,Built-up,Water,Non_Wetland,Wetland
711,Cropland,Bareland,Built-up,Water,Non_Wetland,Bareland
712,Cropland,Bareland,Water,NULL,Water,Grassland
713,Cropland,Bareland,Water,NULL,Water,Bareland
714,Cropland,Bareland,Water,Non_Water,Water,Grassland
715,Cropland,Bareland,Water,Non_Water,Water,Bareland
716,Cropland,Bareland,Water,Water,Water,Grassland
717,Cropland,Bareland,Water,Water,Water,Wetland
718,Cropland,Bareland,Water,Water,Water,Bareland
719,Cropland,Bareland,Forest,NULL,Non_Wetland,Grassland
720,Cropland,Bareland,Forest,NULL,Non_Wetland,Cropland
721,Cropland,Bareland,Forest,NULL,Non_Wetland,Bareland
722,Cropland,Bareland,Forest,NULL,Non_Wetland,Forest
723,Cropland,Bareland,Forest,Non_Water,Non_Wetland,Grassland
724,Cropland,Bareland,Forest,Water,Non_Wetland,Wetland
725,Cropland,Bareland,Forest,Water,Non_Wetland,Bareland
726,Cropland,Bareland,Forest,Water,Non_Wetland,Water
727,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
728,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
729,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
730,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
731,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
732,Cropland,Water,NULL,NULL,Non_Wetland,Grassland
733,Cropland,Water,NULL,Non_Water,Non_Wetland,Grassland
734,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
735,Cropland,Water,Shrubland,NULL,Non_Wetland,Cropland
736,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland
737,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
738,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
739,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
740,Cropland,Water,Shrubland,Water,Non_Wetland,Grassland
741,Cropland,Water,Shrubland,Water,Non_Wetland,Wetland
742,Cropland,Water,Shrubland,Water,Non_Wetland,Bareland
743,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
744,Cropland,Water,Grassland,NULL,Non_Wetland,Cropland
745,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland
746,Cropland,Water,Grassland,NULL,Non_Wetland,Forest
747,Cropland,Water,Grassland,Non_Water,Non_Wetland,Grassland
748,Cropland,Water,Grassland,Non_Water,Non_Wetland,Bareland
749,Cropland,Water,Grassland,Water,Non_Wetland,Grassland
750,Cropland,Water,Grassland,Water,Non_Wetland,Wetland
751,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
752,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
753,Cropland,Water,Cropland,NULL,Non_Wetland,Wetland
754,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
755,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
756,Cropland,Water,Cropland,Non_Water,Non_Wetland,Grassland
757,Cropland,Water,Cropland,Non_Water,Non_Wetland,Cropland
758,Cropland,Water,Cropland,Non_Water,Non_Wetland,Bareland
759,Cropland,Water,Cropland,Non_Water,Non_Wetland,Forest
760,Cropland,Water,Cropland,Water,Non_Wetland,Grassland
761,Cropland,Water,Cropland,Water,Non_Wetland,Wetland
762,Cropland,Water,Cropland,Water,Non_Wetland,Bareland
763,Cropland,Water,Cropland,Water,Non_Wetland,Forest
764,Cropland,Water,Wetland,NULL,Wetland,Cropland
765,Cropland,Water,Wetland,Water,Wetland,Wetland
766,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
767,Cropland,Water,Bareland,NULL,Non_Wetland,Cropland
768,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
769,Cropland,Water,Bareland,Non_Water,Non_Wetland,Grassland
770,Cropland,Water,Bareland,Non_Water,Non_Wetland,Bareland
771,Cropland,Water,Bareland,Water,Non_Wetland,Grassland
772,Cropland,Water,Bareland,Water,Non_Wetland,Wetland
773,Cropland,Water,Bareland,Water,Non_Wetland,Bareland
774,Cropland,Water,Water,Non_Water,Water,Bareland
775,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
776,Cropland,Water,Forest,NULL,Non_Wetland,Cropland
777,Cropland,Water,Forest,NULL,Non_Wetland,Bareland
778,Cropland,Water,Forest,NULL,Non_Wetland,Forest
779,Cropland,Water,Forest,Non_Water,Non_Wetland,Grassland
780,Cropland,Water,Forest,Water,Non_Wetland,Wetland
781,Cropland,Water,Forest,Water,Non_Wetland,Bareland
782,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
783,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
784,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
785,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
786,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
787,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
788,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
789,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
790,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland
791,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
792,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
793,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
794,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
795,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
796,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland
797,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
798,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
799,Cropland,Forest,Cropland,Water,Non_Wetland,Bareland
800,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
801,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
802,Cropland,Forest,Bareland,NULL,Non_Wetland,Cropland
803,Cropland,Forest,Bareland,NULL,Non_Wetland,Bareland
804,Cropland,Forest,Bareland,Water,Non_Wetland,Grassland
805,Cropland,Forest,Built-up,NULL,Non_Wetland,Cropland
806,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
807,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
808,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
809,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland
810,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
811,Cropland,Forest,Forest,Non_Water,Non_Wetland,Grassland
812,Wetland,NULL,NULL,NULL,Non_Wetland,NULL
813,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
814,Wetland,NULL,NULL,NULL,Non_Wetland,Cropland
815,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland
816,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
817,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL
818,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland
819,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland
820,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest
821,Wetland,NULL,NULL,Water,Non_Wetland,Grassland
822,Wetland,NULL,NULL,Water,Non_Wetland,Wetland
823,Wetland,NULL,NULL,Water,Non_Wetland,Water
824,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
825,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
826,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
827,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
828,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
829,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
830,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
831,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
832,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
833,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
834,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL
835,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
836,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
837,Wetland,NULL,Shrubland,Water,Non_Wetland,Forest
838,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
839,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
840,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Forest
841,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
842,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
843,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
844,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland
845,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
