Value,AFRICA_2024_DynamicWorld_2024_37PEK_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PEK_M_R,AFRICA_2024_GLC_FCS30D_2022_37PEK_M_R,AFRICA_2024_GSW_Yearly_2021_37PEK_M_R,AFRICA_2024_GWL_FCS30D_2022_37PEK_M_R,AFRICA_2024_WorldCover_2021_37PEK_M_R
422,NULL,Forest,NULL,NULL,Non_Wetland,Cropland
423,NULL,Forest,NULL,NULL,Non_Wetland,Wetland
424,NULL,Forest,NULL,NULL,Non_Wetland,Built-up
425,NULL,Forest,NULL,NULL,Non_Wetland,Forest
426,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL
427,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
428,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland
429,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland
430,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland
431,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up
432,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
433,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL
434,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
435,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
436,NULL,Forest,Shrubland,Water,Non_Wetland,NULL
437,NULL,Forest,Shrubland,Water,Non_Wetland,Cropland
438,NULL,Forest,Shrubland,Water,Non_Wetland,Wetland
439,NULL,Forest,Grassland,NULL,Non_Wetland,NULL
440,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
441,NULL,Forest,Grassland,NULL,Non_Wetland,Cropland
442,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland
443,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up
444,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
445,NULL,Forest,Grassland,Non_Water,Non_Wetland,Cropland
446,NULL,Forest,Grassland,Water,Non_Wetland,NULL
447,NULL,Forest,Cropland,NULL,Non_Wetland,NULL
448,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland
449,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland
450,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland
451,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland
452,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up
453,NULL,Forest,Cropland,NULL,Non_Wetland,Forest
454,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL
455,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland
456,NULL,Forest,Cropland,Water,Non_Wetland,Wetland
457,NULL,Forest,Wetland,NULL,Wetland,NULL
458,NULL,Forest,Wetland,NULL,Wetland,Cropland
459,NULL,Forest,Wetland,NULL,Wetland,Wetland
460,NULL,Forest,Wetland,NULL,Wetland,Forest
461,NULL,Forest,Wetland,Non_Water,Wetland,Cropland
462,NULL,Forest,Wetland,Non_Water,Wetland,Wetland
463,NULL,Forest,Wetland,Water,Wetland,Cropland
464,NULL,Forest,Wetland,Water,Wetland,Wetland
465,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
466,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
467,NULL,Forest,Bareland,NULL,Non_Wetland,NULL
468,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
469,NULL,Forest,Bareland,NULL,Non_Wetland,Cropland
470,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland
471,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland
472,NULL,Forest,Bareland,NULL,Non_Wetland,Built-up
473,NULL,Forest,Bareland,NULL,Non_Wetland,Forest
474,NULL,Forest,Built-up,NULL,Non_Wetland,NULL
475,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland
476,NULL,Forest,Built-up,NULL,Non_Wetland,Cropland
477,NULL,Forest,Built-up,NULL,Non_Wetland,Wetland
478,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up
479,NULL,Forest,Built-up,NULL,Non_Wetland,Forest
480,NULL,Forest,Forest,NULL,Non_Wetland,NULL
481,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
482,NULL,Forest,Forest,NULL,Non_Wetland,Cropland
483,NULL,Forest,Forest,NULL,Non_Wetland,Wetland
484,NULL,Forest,Forest,NULL,Non_Wetland,Bareland
485,NULL,Forest,Forest,NULL,Non_Wetland,Built-up
486,NULL,Forest,Forest,NULL,Non_Wetland,Forest
487,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL
488,NULL,Forest,Forest,Water,Non_Wetland,Wetland
489,Grassland,NULL,NULL,NULL,Non_Wetland,NULL
490,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland
491,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland
492,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland
493,Grassland,NULL,NULL,NULL,Non_Wetland,Forest
494,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL
495,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland
496,Grassland,NULL,NULL,Water,Non_Wetland,Wetland
497,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL
498,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland
499,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland
500,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland
501,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland
502,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest
503,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
504,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
505,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
506,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland
507,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL
508,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland
509,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland
510,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland
511,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest
512,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL
513,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
514,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland
515,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland
516,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL
517,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland
518,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland
519,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland
520,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland
521,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up
522,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest
523,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL
524,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
525,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
526,Grassland,NULL,Cropland,Water,Non_Wetland,Cropland
527,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland
528,Grassland,NULL,Wetland,NULL,Wetland,NULL
529,Grassland,NULL,Wetland,NULL,Wetland,Grassland
530,Grassland,NULL,Wetland,NULL,Wetland,Cropland
531,Grassland,NULL,Wetland,NULL,Wetland,Wetland
532,Grassland,NULL,Wetland,Non_Water,Wetland,NULL
533,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland
534,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland
535,Grassland,NULL,Wetland,Non_Water,Wetland,Forest
536,Grassland,NULL,Wetland,Water,Wetland,NULL
537,Grassland,NULL,Wetland,Water,Wetland,Grassland
538,Grassland,NULL,Wetland,Water,Wetland,Cropland
539,Grassland,NULL,Wetland,Water,Wetland,Wetland
540,Grassland,NULL,Wetland,Water,Wetland,Water
541,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
542,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL
543,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland
544,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland
545,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland
546,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland
547,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest
548,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
549,Grassland,NULL,Bareland,Water,Non_Wetland,NULL
550,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland
551,Grassland,NULL,Bareland,Water,Non_Wetland,Cropland
552,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland
553,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL
554,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland
555,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland
556,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland
557,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up
558,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest
559,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Wetland
560,Grassland,NULL,Built-up,Water,Non_Wetland,Wetland
561,Grassland,NULL,Water,Non_Water,Water,Wetland
562,Grassland,NULL,Water,Water,Water,Wetland
563,Grassland,NULL,Forest,NULL,Non_Wetland,NULL
564,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
565,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland
566,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland
567,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland
568,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
569,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL
570,Grassland,NULL,Forest,Non_Water,Non_Wetland,Cropland
571,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland
572,Grassland,NULL,Forest,Water,Non_Wetland,Wetland
573,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL
574,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland
575,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland
576,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland
577,Grassland,Cropland,NULL,NULL,Non_Wetland,Built-up
578,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest
579,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL
580,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
581,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Wetland
582,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Forest
583,Grassland,Cropland,NULL,Water,Non_Wetland,NULL
584,Grassland,Cropland,NULL,Water,Non_Wetland,Wetland
585,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL
586,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
587,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
588,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
589,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
590,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
591,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest
592,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
593,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
594,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
595,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
596,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland
597,Grassland,Cropland,Shrubland,Water,Non_Wetland,Cropland
598,Grassland,Cropland,Shrubland,Water,Non_Wetland,Wetland
599,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL
600,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
601,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland
602,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland
603,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland
604,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up
605,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest
606,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
607,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
608,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
609,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
610,Grassland,Cropland,Grassland,Water,Non_Wetland,NULL
611,Grassland,Cropland,Grassland,Water,Non_Wetland,Grassland
612,Grassland,Cropland,Grassland,Water,Non_Wetland,Cropland
613,Grassland,Cropland,Grassland,Water,Non_Wetland,Wetland
614,Grassland,Cropland,Grassland,Water,Non_Wetland,Bareland
615,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL
616,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
617,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
618,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland
619,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland
620,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up
621,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest
622,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
623,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
624,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
625,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
626,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
627,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
628,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL
629,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland
630,Grassland,Cropland,Cropland,Water,Non_Wetland,Cropland
631,Grassland,Cropland,Cropland,Water,Non_Wetland,Wetland
632,Grassland,Cropland,Cropland,Water,Non_Wetland,Bareland
633,Grassland,Cropland,Wetland,NULL,Wetland,NULL
634,Grassland,Cropland,Wetland,NULL,Wetland,Grassland
635,Grassland,Cropland,Wetland,NULL,Wetland,Cropland
636,Grassland,Cropland,Wetland,NULL,Wetland,Wetland
637,Grassland,Cropland,Wetland,NULL,Wetland,Forest
638,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL
639,Grassland,Cropland,Wetland,Non_Water,Wetland,Cropland
640,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland
641,Grassland,Cropland,Wetland,Non_Water,Wetland,Forest
642,Grassland,Cropland,Wetland,Water,Wetland,NULL
643,Grassland,Cropland,Wetland,Water,Wetland,Grassland
644,Grassland,Cropland,Wetland,Water,Wetland,Cropland
645,Grassland,Cropland,Wetland,Water,Wetland,Wetland
646,Grassland,Cropland,Wetland,Water,Wetland,Water
647,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
648,Grassland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,Cropland
649,Grassland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
650,Grassland,Cropland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
651,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL
652,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland
653,Grassland,Cropland,Bareland,NULL,Non_Wetland,Cropland
654,Grassland,Cropland,Bareland,NULL,Non_Wetland,Wetland
655,Grassland,Cropland,Bareland,NULL,Non_Wetland,Built-up
656,Grassland,Cropland,Bareland,NULL,Non_Wetland,Forest
657,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,NULL
658,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
659,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
660,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
661,Grassland,Cropland,Bareland,Water,Non_Wetland,NULL
662,Grassland,Cropland,Bareland,Water,Non_Wetland,Grassland
663,Grassland,Cropland,Bareland,Water,Non_Wetland,Cropland
664,Grassland,Cropland,Bareland,Water,Non_Wetland,Wetland
665,Grassland,Cropland,Bareland,Water,Non_Wetland,Water
666,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL
667,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland
668,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland
669,Grassland,Cropland,Built-up,NULL,Non_Wetland,Wetland
670,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up
671,Grassland,Cropland,Built-up,NULL,Non_Wetland,Forest
672,Grassland,Cropland,Built-up,Non_Water,Non_Wetland,NULL
673,Grassland,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
674,Grassland,Cropland,Built-up,Non_Water,Non_Wetland,Wetland
675,Grassland,Cropland,Built-up,Water,Non_Wetland,Wetland
676,Grassland,Cropland,Water,NULL,Water,Wetland
677,Grassland,Cropland,Water,Non_Water,Water,Grassland
678,Grassland,Cropland,Water,Non_Water,Water,Cropland
679,Grassland,Cropland,Water,Non_Water,Water,Wetland
680,Grassland,Cropland,Water,Water,Water,Wetland
681,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL
682,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
683,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland
684,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland
685,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland
686,Grassland,Cropland,Forest,NULL,Non_Wetland,Built-up
687,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
688,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL
689,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
690,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
691,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
692,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Forest
693,Grassland,Cropland,Forest,Water,Non_Wetland,Grassland
694,Grassland,Cropland,Forest,Water,Non_Wetland,Cropland
695,Grassland,Cropland,Forest,Water,Non_Wetland,Wetland
696,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL
697,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
698,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL
699,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
700,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
701,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Forest
702,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
703,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
704,Grassland,Wetland,Shrubland,Water,Non_Wetland,Wetland
705,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL
706,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland
707,Grassland,Wetland,Grassland,NULL,Non_Wetland,Cropland
708,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
709,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Cropland
710,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
711,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL
712,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland
713,Grassland,Wetland,Cropland,NULL,Non_Wetland,Cropland
714,Grassland,Wetland,Cropland,NULL,Non_Wetland,Wetland
715,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
716,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
717,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
718,Grassland,Wetland,Cropland,Water,Non_Wetland,Cropland
719,Grassland,Wetland,Cropland,Water,Non_Wetland,Wetland
720,Grassland,Wetland,Wetland,NULL,Wetland,Grassland
721,Grassland,Wetland,Wetland,NULL,Wetland,Wetland
722,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL
723,Grassland,Wetland,Wetland,Non_Water,Wetland,Cropland
724,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland
725,Grassland,Wetland,Wetland,Water,Wetland,Cropland
726,Grassland,Wetland,Wetland,Water,Wetland,Wetland
727,Grassland,Wetland,Wetland,Water,Wetland,Water
728,Grassland,Wetland,Bareland,NULL,Non_Wetland,NULL
729,Grassland,Wetland,Bareland,NULL,Non_Wetland,Grassland
730,Grassland,Wetland,Bareland,NULL,Non_Wetland,Cropland
731,Grassland,Wetland,Bareland,NULL,Non_Wetland,Wetland
732,Grassland,Wetland,Bareland,NULL,Non_Wetland,Forest
733,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
734,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Cropland
735,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
736,Grassland,Wetland,Bareland,Water,Non_Wetland,Cropland
737,Grassland,Wetland,Built-up,Water,Non_Wetland,Wetland
738,Grassland,Wetland,Water,Non_Water,Water,Cropland
739,Grassland,Wetland,Water,Non_Water,Water,Wetland
740,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL
741,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Cropland
742,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
743,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL
744,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland
745,Grassland,Built-up,NULL,NULL,Non_Wetland,Cropland
746,Grassland,Built-up,NULL,NULL,Non_Wetland,Built-up
747,Grassland,Built-up,NULL,NULL,Non_Wetland,Forest
748,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL
749,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
750,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Forest
751,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL
752,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland
753,Grassland,Built-up,Grassland,NULL,Non_Wetland,Cropland
754,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL
755,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland
756,Grassland,Built-up,Cropland,NULL,Non_Wetland,Cropland
757,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up
758,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest
759,Grassland,Built-up,Bareland,NULL,Non_Wetland,NULL
760,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL
761,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland
762,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL
763,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland
764,Grassland,Built-up,Forest,NULL,Non_Wetland,Cropland
765,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest
766,Grassland,Water,NULL,NULL,Non_Wetland,Grassland
767,Grassland,Water,Grassland,NULL,Non_Wetland,Wetland
768,Grassland,Water,Cropland,NULL,Non_Wetland,NULL
769,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland
770,Grassland,Water,Cropland,NULL,Non_Wetland,Cropland
771,Grassland,Water,Cropland,Water,Non_Wetland,Grassland
772,Grassland,Water,Wetland,NULL,Wetland,NULL
773,Grassland,Water,Wetland,NULL,Wetland,Cropland
774,Grassland,Water,Wetland,NULL,Wetland,Wetland
775,Grassland,Water,Wetland,Non_Water,Wetland,NULL
776,Grassland,Water,Wetland,Non_Water,Wetland,Cropland
777,Grassland,Water,Wetland,Non_Water,Wetland,Wetland
778,Grassland,Water,Wetland,Water,Wetland,NULL
779,Grassland,Water,Wetland,Water,Wetland,Grassland
780,Grassland,Water,Wetland,Water,Wetland,Cropland
781,Grassland,Water,Wetland,Water,Wetland,Wetland
782,Grassland,Water,Wetland,Water,Wetland,Water
783,Grassland,Water,Bareland,NULL,Non_Wetland,NULL
784,Grassland,Water,Bareland,NULL,Non_Wetland,Grassland
785,Grassland,Water,Bareland,NULL,Non_Wetland,Cropland
786,Grassland,Water,Built-up,NULL,Non_Wetland,Cropland
787,Grassland,Water,Water,Water,Water,Water
788,Grassland,Water,Forest,NULL,Non_Wetland,NULL
789,Grassland,Water,Forest,NULL,Non_Wetland,Grassland
790,Grassland,Water,Forest,NULL,Non_Wetland,Cropland
791,Grassland,Water,Forest,NULL,Non_Wetland,Wetland
792,Grassland,Forest,NULL,NULL,Non_Wetland,NULL
793,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
794,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland
795,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland
796,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
797,Grassland,Forest,NULL,Water,Non_Wetland,NULL
798,Grassland,Forest,NULL,Water,Non_Wetland,Cropland
799,Grassland,Forest,NULL,Water,Non_Wetland,Forest
800,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
801,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
802,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland
803,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland
804,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
805,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
806,Grassland,Forest,Shrubland,Water,Non_Wetland,Cropland
807,Grassland,Forest,Shrubland,Water,Non_Wetland,Wetland
808,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL
809,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
810,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland
811,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL
812,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
813,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland
814,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland
815,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
816,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL
817,Grassland,Forest,Wetland,NULL,Wetland,Wetland
818,Grassland,Forest,Wetland,Non_Water,Wetland,Cropland
819,Grassland,Forest,Wetland,Water,Wetland,Cropland
820,Grassland,Forest,Wetland,Water,Wetland,Wetland
821,Grassland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
822,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL
823,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland
824,Grassland,Forest,Bareland,NULL,Non_Wetland,Cropland
825,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland
826,Grassland,Forest,Bareland,NULL,Non_Wetland,Forest
827,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL
828,Grassland,Forest,Built-up,NULL,Non_Wetland,Wetland
829,Grassland,Forest,Built-up,Non_Water,Non_Wetland,Forest
830,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
831,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
832,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
833,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland
834,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
835,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL
836,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest
837,Grassland,Forest,Forest,Water,Non_Wetland,NULL
838,Grassland,Forest,Forest,Water,Non_Wetland,Wetland
839,Grassland,Forest,Forest,Water,Non_Wetland,Forest
840,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
841,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
842,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
843,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland
844,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
