Value,AFRICA_2024_DynamicWorld_2024_37NEF_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NEF_M_R,AFRICA_2024_GLC_FCS30D_2022_37NEF_M_R,AFRICA_2024_GSW_Yearly_2021_37NEF_M_R,AFRICA_2024_GWL_FCS30D_2022_37NEF_M_R,AFRICA_2024_WorldCover_2021_37NEF_M_R
428,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
429,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
430,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Forest
431,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
432,Cropland,NULL,Bareland,Water,Non_Wetland,Cropland
433,Cropland,NULL,Bareland,Water,Non_Wetland,Water
434,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
435,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
436,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
437,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
438,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
439,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
440,Cropland,NULL,Built-up,Water,Non_Wetland,Grassland
441,Cropland,NULL,Built-up,Water,Non_Wetland,Cropland
442,Cropland,NULL,Water,Water,Water,Grassland
443,Cropland,NULL,Water,Water,Water,Cropland
444,Cropland,NULL,Water,Water,Water,Water
445,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
446,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
447,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
448,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
449,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
450,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
451,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
452,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
453,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up
454,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
455,Cropland,Cropland,NULL,Water,Non_Wetland,Cropland
456,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
457,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
458,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
459,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
460,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
461,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water
462,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
463,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
464,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
465,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL
466,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
467,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland
468,Cropland,Cropland,Shrubland,Water,Non_Wetland,Water
469,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
470,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
471,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
472,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
473,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
474,Cropland,Cropland,Grassland,NULL,Non_Wetland,Water
475,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
476,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
477,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
478,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
479,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
480,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
481,Cropland,Cropland,Cropland,Water,Non_Wetland,Water
482,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
483,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
484,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
485,Cropland,Cropland,Bareland,NULL,Non_Wetland,Water
486,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
487,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
488,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
489,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
490,Cropland,Cropland,Water,Water,Water,Water
491,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
492,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
493,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
494,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
495,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
496,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland
497,Cropland,Cropland,Forest,Water,Non_Wetland,Forest
498,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
499,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
500,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
501,Cropland,Bareland,Grassland,NULL,Non_Wetland,Cropland
502,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
503,Cropland,Bareland,Grassland,NULL,Non_Wetland,Water
504,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
505,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland
506,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland
507,Cropland,Bareland,Cropland,NULL,Non_Wetland,Water
508,Cropland,Bareland,Bareland,NULL,Non_Wetland,Grassland
509,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
510,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL
511,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
512,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
513,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
514,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
515,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
516,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
517,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
518,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
519,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
520,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
521,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
522,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
523,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
524,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
525,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
526,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
527,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
528,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
529,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
530,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
531,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
532,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
533,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
534,Cropland,Water,NULL,NULL,Non_Wetland,Grassland
535,Cropland,Water,NULL,NULL,Non_Wetland,Bareland
536,Cropland,Water,NULL,Water,Non_Wetland,Grassland
537,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL
538,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
539,Cropland,Water,Shrubland,NULL,Non_Wetland,Cropland
540,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland
541,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
542,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL
543,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
544,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Forest
545,Cropland,Water,Shrubland,Water,Non_Wetland,Grassland
546,Cropland,Water,Shrubland,Water,Non_Wetland,Bareland
547,Cropland,Water,Shrubland,Water,Non_Wetland,Water
548,Cropland,Water,Grassland,NULL,Non_Wetland,NULL
549,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
550,Cropland,Water,Grassland,NULL,Non_Wetland,Cropland
551,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland
552,Cropland,Water,Grassland,Non_Water,Non_Wetland,Grassland
553,Cropland,Water,Grassland,Water,Non_Wetland,Grassland
554,Cropland,Water,Grassland,Water,Non_Wetland,Bareland
555,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
556,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
557,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
558,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
559,Cropland,Water,Cropland,Non_Water,Non_Wetland,Grassland
560,Cropland,Water,Cropland,Non_Water,Non_Wetland,Cropland
561,Cropland,Water,Cropland,Water,Non_Wetland,Bareland
562,Cropland,Water,Wetland,NULL,Wetland,Forest
563,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
564,Cropland,Water,Bareland,NULL,Non_Wetland,Cropland
565,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
566,Cropland,Water,Bareland,NULL,Non_Wetland,Forest
567,Cropland,Water,Bareland,Non_Water,Non_Wetland,Grassland
568,Cropland,Water,Bareland,Water,Non_Wetland,Grassland
569,Cropland,Water,Bareland,Water,Non_Wetland,Bareland
570,Cropland,Water,Bareland,Water,Non_Wetland,Forest
571,Cropland,Water,Forest,NULL,Non_Wetland,NULL
572,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
573,Cropland,Water,Forest,NULL,Non_Wetland,Bareland
574,Cropland,Water,Forest,NULL,Non_Wetland,Forest
575,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
576,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
577,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
578,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland
579,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
580,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
581,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
582,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
583,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland
584,Cropland,Forest,Shrubland,NULL,Non_Wetland,Built-up
585,Cropland,Forest,Shrubland,NULL,Non_Wetland,Water
586,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
587,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
588,Cropland,Forest,Shrubland,Water,Non_Wetland,Cropland
589,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
590,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
591,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
592,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland
593,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
594,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Cropland
595,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
596,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
597,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
598,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland
599,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
600,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
601,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Forest
602,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
603,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL
604,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
605,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
606,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL
607,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland
608,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
609,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
610,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
611,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland
612,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
613,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
614,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
615,Wetland,NULL,Wetland,NULL,Wetland,Forest
616,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
617,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
618,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
619,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
620,Wetland,Water,NULL,NULL,Non_Wetland,Forest
621,Wetland,Water,NULL,Non_Water,Non_Wetland,Grassland
622,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
623,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
624,Wetland,Water,Shrubland,Water,Non_Wetland,Forest
625,Wetland,Water,Grassland,NULL,Non_Wetland,Forest
626,Wetland,Water,Cropland,NULL,Non_Wetland,Forest
627,Wetland,Water,Wetland,NULL,Wetland,Forest
628,Wetland,Water,Wetland,Non_Water,Wetland,Forest
629,Wetland,Water,Wetland,Water,Wetland,Forest
630,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
631,Wetland,Water,Bareland,NULL,Non_Wetland,Forest
632,Wetland,Water,Bareland,Non_Water,Non_Wetland,Forest
633,Wetland,Water,Bareland,Water,Non_Wetland,Grassland
634,Wetland,Water,Bareland,Water,Non_Wetland,Bareland
635,Wetland,Water,Forest,NULL,Non_Wetland,NULL
636,Wetland,Water,Forest,NULL,Non_Wetland,Forest
637,Wetland,Water,Forest,Water,Non_Wetland,Grassland
638,Wetland,Water,Forest,Water,Non_Wetland,Forest
639,Wetland,Forest,NULL,NULL,Non_Wetland,Forest
640,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
641,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
642,Wetland,Forest,Wetland,NULL,Wetland,Forest
643,Wetland,Forest,Wetland,Non_Water,Wetland,Forest
644,Wetland,Forest,Bareland,NULL,Non_Wetland,Forest
645,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
646,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
647,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
648,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
649,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
650,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up
651,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
652,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
653,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
654,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
655,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
656,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
657,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
658,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
659,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
660,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
661,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
662,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
663,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
664,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
665,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
666,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
667,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
668,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
669,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
670,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL
671,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
672,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
673,Bareland,NULL,Grassland,Water,Non_Wetland,NULL
674,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
675,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland
676,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
677,Bareland,NULL,Grassland,Water,Non_Wetland,Forest
678,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
679,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
680,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
681,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
682,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
683,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
684,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
685,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
686,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
687,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
688,Bareland,NULL,Wetland,NULL,Wetland,Grassland
689,Bareland,NULL,Wetland,NULL,Wetland,Cropland
690,Bareland,NULL,Wetland,NULL,Wetland,Water
691,Bareland,NULL,Wetland,NULL,Wetland,Forest
692,Bareland,NULL,Wetland,Water,Wetland,Bareland
693,Bareland,NULL,Wetland,Water,Wetland,Water
694,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
695,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
696,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
697,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
698,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
699,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
700,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
701,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
702,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
703,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
704,Bareland,NULL,Bareland,Water,Non_Wetland,Water
705,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
706,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
707,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
708,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
709,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
710,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland
711,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
712,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
713,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
714,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
715,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
716,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
717,Bareland,NULL,Forest,Water,Non_Wetland,Bareland
718,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL
719,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
720,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
721,Bareland,Cropland,NULL,NULL,Non_Wetland,Built-up
722,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
723,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
724,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
725,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
726,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
727,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
728,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
729,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
730,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
731,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
732,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
733,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
734,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
735,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
736,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
737,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
738,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
739,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
740,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
741,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
742,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
743,Bareland,Bareland,Shrubland,Water,Non_Wetland,Forest
744,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
745,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
746,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
747,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water
748,Bareland,Bareland,Grassland,NULL,Non_Wetland,Forest
749,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
750,Bareland,Bareland,Grassland,Water,Non_Wetland,Grassland
751,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
752,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
753,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
754,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
755,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
756,Bareland,Bareland,Wetland,Water,Wetland,Bareland
757,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
758,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
759,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
760,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
761,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
762,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
763,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
764,Bareland,Bareland,Water,NULL,Water,Water
765,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
766,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
767,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
768,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
769,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
770,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
771,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
772,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
773,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
774,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
775,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
776,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
777,Bareland,Water,NULL,NULL,Non_Wetland,Grassland
778,Bareland,Water,NULL,NULL,Non_Wetland,Bareland
779,Bareland,Water,NULL,NULL,Non_Wetland,Water
780,Bareland,Water,NULL,NULL,Non_Wetland,Forest
781,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL
782,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
783,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland
784,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
785,Bareland,Water,Shrubland,NULL,Non_Wetland,Water
786,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
787,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
788,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
789,Bareland,Water,Shrubland,Water,Non_Wetland,NULL
790,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland
791,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
792,Bareland,Water,Shrubland,Water,Non_Wetland,Water
793,Bareland,Water,Shrubland,Water,Non_Wetland,Forest
794,Bareland,Water,Grassland,NULL,Non_Wetland,NULL
795,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
796,Bareland,Water,Grassland,NULL,Non_Wetland,Cropland
797,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
798,Bareland,Water,Grassland,NULL,Non_Wetland,Water
799,Bareland,Water,Grassland,NULL,Non_Wetland,Forest
800,Bareland,Water,Grassland,Non_Water,Non_Wetland,Grassland
801,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland
802,Bareland,Water,Grassland,Water,Non_Wetland,Grassland
803,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
804,Bareland,Water,Grassland,Water,Non_Wetland,Forest
805,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
806,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
807,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
808,Bareland,Water,Cropland,NULL,Non_Wetland,Water
809,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
810,Bareland,Water,Cropland,Non_Water,Non_Wetland,Grassland
811,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland
812,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
813,Bareland,Water,Cropland,Water,Non_Wetland,Water
814,Bareland,Water,Wetland,NULL,Wetland,Grassland
815,Bareland,Water,Wetland,NULL,Wetland,Bareland
816,Bareland,Water,Wetland,NULL,Wetland,Water
817,Bareland,Water,Wetland,Non_Water,Wetland,Water
818,Bareland,Water,Wetland,Water,Wetland,Grassland
819,Bareland,Water,Wetland,Water,Wetland,Bareland
820,Bareland,Water,Wetland,Water,Wetland,Water
821,Bareland,Water,Bareland,NULL,Non_Wetland,NULL
822,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
823,Bareland,Water,Bareland,NULL,Non_Wetland,Cropland
824,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
825,Bareland,Water,Bareland,NULL,Non_Wetland,Water
826,Bareland,Water,Bareland,NULL,Non_Wetland,Forest
827,Bareland,Water,Bareland,Non_Water,Non_Wetland,Grassland
828,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
829,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water
830,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
831,Bareland,Water,Bareland,Water,Non_Wetland,Cropland
832,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
833,Bareland,Water,Bareland,Water,Non_Wetland,Water
834,Bareland,Water,Bareland,Water,Non_Wetland,Forest
835,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
836,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
837,Bareland,Water,Built-up,Water,Non_Wetland,Grassland
838,Bareland,Water,Water,Water,Water,Bareland
839,Bareland,Water,Forest,NULL,Non_Wetland,NULL
840,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
841,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
842,Bareland,Water,Forest,NULL,Non_Wetland,Forest
843,Bareland,Water,Forest,Non_Water,Non_Wetland,Grassland
844,Bareland,Water,Forest,Water,Non_Wetland,Bareland
845,Bareland,Forest,NULL,NULL,Non_Wetland,Cropland
846,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
847,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
848,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland
849,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland
850,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest
851,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL
852,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
853,Bareland,Forest,Grassland,NULL,Non_Wetland,Cropland
