Value,AFRICA_2024_DynamicWorld_2024_35NQD_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_35NQD_M_R,AFRICA_2024_GLC_FCS30D_2022_35NQD_M_R,AFRICA_2024_GSW_Yearly_2021_35NQD_M_R,AFRICA_2024_GWL_FCS30D_2022_35NQD_M_R,AFRICA_2024_WorldCover_2021_35NQD_M_R
437,NULL,Water,Shrubland,Water,Non_Wetland,Forest
438,NULL,Water,Grassland,NULL,Non_Wetland,NULL
439,NULL,Water,Grassland,NULL,Non_Wetland,Water
440,NULL,Water,Grassland,NULL,Non_Wetland,Forest
441,NULL,Water,Cropland,NULL,Non_Wetland,NULL
442,NULL,Water,Cropland,NULL,Non_Wetland,Grassland
443,NULL,Water,Cropland,NULL,Non_Wetland,Cropland
444,NULL,Water,Cropland,NULL,Non_Wetland,Bareland
445,NULL,Water,Cropland,NULL,Non_Wetland,Built-up
446,NULL,Water,Cropland,NULL,Non_Wetland,Water
447,NULL,Water,Cropland,NULL,Non_Wetland,Forest
448,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland
449,NULL,Water,Cropland,Non_Water,Non_Wetland,Water
450,NULL,Water,Cropland,Non_Water,Non_Wetland,Forest
451,NULL,Water,Cropland,Water,Non_Wetland,NULL
452,NULL,Water,Cropland,Water,Non_Wetland,Grassland
453,NULL,Water,Cropland,Water,Non_Wetland,Bareland
454,NULL,Water,Cropland,Water,Non_Wetland,Water
455,NULL,Water,Cropland,Water,Non_Wetland,Forest
456,NULL,Water,Wetland,NULL,Wetland,NULL
457,NULL,Water,Wetland,NULL,Wetland,Grassland
458,NULL,Water,Wetland,NULL,Wetland,Cropland
459,NULL,Water,Wetland,NULL,Wetland,Wetland
460,NULL,Water,Wetland,NULL,Wetland,Bareland
461,NULL,Water,Wetland,NULL,Wetland,Water
462,NULL,Water,Wetland,NULL,Wetland,Forest
463,NULL,Water,Wetland,Non_Water,Wetland,NULL
464,NULL,Water,Wetland,Non_Water,Wetland,Grassland
465,NULL,Water,Wetland,Non_Water,Wetland,Wetland
466,NULL,Water,Wetland,Non_Water,Wetland,Bareland
467,NULL,Water,Wetland,Non_Water,Wetland,Water
468,NULL,Water,Wetland,Non_Water,Wetland,Forest
469,NULL,Water,Wetland,Water,Wetland,NULL
470,NULL,Water,Wetland,Water,Wetland,Grassland
471,NULL,Water,Wetland,Water,Wetland,Cropland
472,NULL,Water,Wetland,Water,Wetland,Wetland
473,NULL,Water,Wetland,Water,Wetland,Bareland
474,NULL,Water,Wetland,Water,Wetland,Water
475,NULL,Water,Wetland,Water,Wetland,Forest
476,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL
477,NULL,Water,Bareland,NULL,Non_Wetland,NULL
478,NULL,Water,Bareland,NULL,Non_Wetland,Grassland
479,NULL,Water,Bareland,NULL,Non_Wetland,Wetland
480,NULL,Water,Bareland,NULL,Non_Wetland,Bareland
481,NULL,Water,Bareland,NULL,Non_Wetland,Water
482,NULL,Water,Bareland,NULL,Non_Wetland,Forest
483,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL
484,NULL,Water,Bareland,Non_Water,Non_Wetland,Grassland
485,NULL,Water,Bareland,Non_Water,Non_Wetland,Bareland
486,NULL,Water,Bareland,Non_Water,Non_Wetland,Water
487,NULL,Water,Bareland,Non_Water,Non_Wetland,Forest
488,NULL,Water,Bareland,Water,Non_Wetland,NULL
489,NULL,Water,Bareland,Water,Non_Wetland,Grassland
490,NULL,Water,Bareland,Water,Non_Wetland,Wetland
491,NULL,Water,Bareland,Water,Non_Wetland,Bareland
492,NULL,Water,Bareland,Water,Non_Wetland,Water
493,NULL,Water,Bareland,Water,Non_Wetland,Forest
494,NULL,Water,Built-up,NULL,Non_Wetland,NULL
495,NULL,Water,Built-up,NULL,Non_Wetland,Grassland
496,NULL,Water,Built-up,NULL,Non_Wetland,Wetland
497,NULL,Water,Built-up,NULL,Non_Wetland,Bareland
498,NULL,Water,Built-up,NULL,Non_Wetland,Built-up
499,NULL,Water,Built-up,NULL,Non_Wetland,Water
500,NULL,Water,Built-up,NULL,Non_Wetland,Forest
501,NULL,Water,Built-up,Non_Water,Non_Wetland,NULL
502,NULL,Water,Built-up,Non_Water,Non_Wetland,Grassland
503,NULL,Water,Built-up,Non_Water,Non_Wetland,Bareland
504,NULL,Water,Built-up,Non_Water,Non_Wetland,Water
505,NULL,Water,Built-up,Non_Water,Non_Wetland,Forest
506,NULL,Water,Built-up,Water,Non_Wetland,NULL
507,NULL,Water,Built-up,Water,Non_Wetland,Grassland
508,NULL,Water,Built-up,Water,Non_Wetland,Cropland
509,NULL,Water,Built-up,Water,Non_Wetland,Bareland
510,NULL,Water,Built-up,Water,Non_Wetland,Built-up
511,NULL,Water,Built-up,Water,Non_Wetland,Water
512,NULL,Water,Built-up,Water,Non_Wetland,Forest
513,NULL,Water,Water,NULL,Water,NULL
514,NULL,Water,Water,NULL,Water,Grassland
515,NULL,Water,Water,NULL,Water,Wetland
516,NULL,Water,Water,NULL,Water,Bareland
517,NULL,Water,Water,NULL,Water,Built-up
518,NULL,Water,Water,NULL,Water,Water
519,NULL,Water,Water,NULL,Water,Forest
520,NULL,Water,Water,Non_Water,Water,NULL
521,NULL,Water,Water,Non_Water,Water,Grassland
522,NULL,Water,Water,Non_Water,Water,Wetland
523,NULL,Water,Water,Non_Water,Water,Bareland
524,NULL,Water,Water,Non_Water,Water,Water
525,NULL,Water,Water,Non_Water,Water,Forest
526,NULL,Water,Water,Water,Water,NULL
527,NULL,Water,Water,Water,Water,Grassland
528,NULL,Water,Water,Water,Water,Wetland
529,NULL,Water,Water,Water,Water,Bareland
530,NULL,Water,Water,Water,Water,Water
531,NULL,Water,Water,Water,Water,Forest
532,NULL,Water,Forest,NULL,Non_Wetland,NULL
533,NULL,Water,Forest,NULL,Non_Wetland,Grassland
534,NULL,Water,Forest,NULL,Non_Wetland,Cropland
535,NULL,Water,Forest,NULL,Non_Wetland,Wetland
536,NULL,Water,Forest,NULL,Non_Wetland,Bareland
537,NULL,Water,Forest,NULL,Non_Wetland,Built-up
538,NULL,Water,Forest,NULL,Non_Wetland,Water
539,NULL,Water,Forest,NULL,Non_Wetland,Forest
540,NULL,Water,Forest,Non_Water,Non_Wetland,NULL
541,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland
542,NULL,Water,Forest,Non_Water,Non_Wetland,Wetland
543,NULL,Water,Forest,Non_Water,Non_Wetland,Bareland
544,NULL,Water,Forest,Non_Water,Non_Wetland,Water
545,NULL,Water,Forest,Non_Water,Non_Wetland,Forest
546,NULL,Water,Forest,Water,Non_Wetland,NULL
547,NULL,Water,Forest,Water,Non_Wetland,Grassland
548,NULL,Water,Forest,Water,Non_Wetland,Wetland
549,NULL,Water,Forest,Water,Non_Wetland,Bareland
550,NULL,Water,Forest,Water,Non_Wetland,Water
551,NULL,Water,Forest,Water,Non_Wetland,Forest
552,NULL,Forest,NULL,NULL,Non_Wetland,NULL
553,NULL,Forest,NULL,NULL,Non_Wetland,Grassland
554,NULL,Forest,NULL,NULL,Non_Wetland,Cropland
555,NULL,Forest,NULL,NULL,Non_Wetland,Wetland
556,NULL,Forest,NULL,NULL,Non_Wetland,Bareland
557,NULL,Forest,NULL,NULL,Non_Wetland,Built-up
558,NULL,Forest,NULL,NULL,Non_Wetland,Forest
559,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL
560,NULL,Forest,NULL,Non_Water,Non_Wetland,Forest
561,NULL,Forest,NULL,Water,Non_Wetland,NULL
562,NULL,Forest,NULL,Water,Non_Wetland,Forest
563,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL
564,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
565,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland
566,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland
567,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up
568,NULL,Forest,Shrubland,NULL,Non_Wetland,Water
569,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
570,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL
571,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
572,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
573,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Forest
574,NULL,Forest,Shrubland,Water,Non_Wetland,NULL
575,NULL,Forest,Shrubland,Water,Non_Wetland,Grassland
576,NULL,Forest,Shrubland,Water,Non_Wetland,Water
577,NULL,Forest,Shrubland,Water,Non_Wetland,Forest
578,NULL,Forest,Grassland,NULL,Non_Wetland,NULL
579,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
580,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
581,NULL,Forest,Cropland,NULL,Non_Wetland,NULL
582,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland
583,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland
584,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland
585,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland
586,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up
587,NULL,Forest,Cropland,NULL,Non_Wetland,Forest
588,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL
589,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland
590,NULL,Forest,Cropland,Non_Water,Non_Wetland,Cropland
591,NULL,Forest,Cropland,Non_Water,Non_Wetland,Forest
592,NULL,Forest,Cropland,Water,Non_Wetland,NULL
593,NULL,Forest,Cropland,Water,Non_Wetland,Forest
594,NULL,Forest,Wetland,NULL,Wetland,NULL
595,NULL,Forest,Wetland,NULL,Wetland,Grassland
596,NULL,Forest,Wetland,NULL,Wetland,Wetland
597,NULL,Forest,Wetland,NULL,Wetland,Bareland
598,NULL,Forest,Wetland,NULL,Wetland,Water
599,NULL,Forest,Wetland,NULL,Wetland,Forest
600,NULL,Forest,Wetland,Non_Water,Wetland,NULL
601,NULL,Forest,Wetland,Non_Water,Wetland,Grassland
602,NULL,Forest,Wetland,Non_Water,Wetland,Water
603,NULL,Forest,Wetland,Non_Water,Wetland,Forest
604,NULL,Forest,Wetland,Water,Wetland,NULL
605,NULL,Forest,Wetland,Water,Wetland,Grassland
606,NULL,Forest,Wetland,Water,Wetland,Water
607,NULL,Forest,Wetland,Water,Wetland,Forest
608,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
609,NULL,Forest,Bareland,NULL,Non_Wetland,NULL
610,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
611,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland
612,NULL,Forest,Bareland,NULL,Non_Wetland,Water
613,NULL,Forest,Bareland,NULL,Non_Wetland,Forest
614,NULL,Forest,Bareland,Non_Water,Non_Wetland,Forest
615,NULL,Forest,Bareland,Water,Non_Wetland,Forest
616,NULL,Forest,Built-up,NULL,Non_Wetland,NULL
617,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland
618,NULL,Forest,Built-up,NULL,Non_Wetland,Cropland
619,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland
620,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up
621,NULL,Forest,Built-up,NULL,Non_Wetland,Water
622,NULL,Forest,Built-up,NULL,Non_Wetland,Forest
623,NULL,Forest,Built-up,Non_Water,Non_Wetland,NULL
624,NULL,Forest,Built-up,Non_Water,Non_Wetland,Grassland
625,NULL,Forest,Built-up,Non_Water,Non_Wetland,Cropland
626,NULL,Forest,Built-up,Non_Water,Non_Wetland,Built-up
627,NULL,Forest,Built-up,Non_Water,Non_Wetland,Forest
628,NULL,Forest,Built-up,Water,Non_Wetland,NULL
629,NULL,Forest,Built-up,Water,Non_Wetland,Cropland
630,NULL,Forest,Built-up,Water,Non_Wetland,Forest
631,NULL,Forest,Water,NULL,Water,NULL
632,NULL,Forest,Water,NULL,Water,Grassland
633,NULL,Forest,Water,NULL,Water,Water
634,NULL,Forest,Water,NULL,Water,Forest
635,NULL,Forest,Water,Non_Water,Water,NULL
636,NULL,Forest,Water,Non_Water,Water,Forest
637,NULL,Forest,Water,Water,Water,NULL
638,NULL,Forest,Water,Water,Water,Water
639,NULL,Forest,Water,Water,Water,Forest
640,NULL,Forest,Forest,NULL,Non_Wetland,NULL
641,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
642,NULL,Forest,Forest,NULL,Non_Wetland,Cropland
643,NULL,Forest,Forest,NULL,Non_Wetland,Wetland
644,NULL,Forest,Forest,NULL,Non_Wetland,Bareland
645,NULL,Forest,Forest,NULL,Non_Wetland,Built-up
646,NULL,Forest,Forest,NULL,Non_Wetland,Water
647,NULL,Forest,Forest,NULL,Non_Wetland,Forest
648,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL
649,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland
650,NULL,Forest,Forest,Non_Water,Non_Wetland,Cropland
651,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland
652,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest
653,NULL,Forest,Forest,Water,Non_Wetland,NULL
654,NULL,Forest,Forest,Water,Non_Wetland,Grassland
655,NULL,Forest,Forest,Water,Non_Wetland,Cropland
656,NULL,Forest,Forest,Water,Non_Wetland,Wetland
657,NULL,Forest,Forest,Water,Non_Wetland,Water
658,NULL,Forest,Forest,Water,Non_Wetland,Forest
659,Grassland,NULL,NULL,NULL,Non_Wetland,NULL
660,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland
661,Grassland,NULL,NULL,NULL,Non_Wetland,Forest
662,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL
663,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland
664,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL
665,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland
666,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland
667,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest
668,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland
669,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland
670,Grassland,NULL,Forest,NULL,Non_Wetland,NULL
671,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
672,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
673,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland
674,Grassland,NULL,Forest,Water,Non_Wetland,Grassland
675,Grassland,Water,Forest,NULL,Non_Wetland,Grassland
676,Grassland,Forest,NULL,NULL,Non_Wetland,NULL
677,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
678,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
679,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
680,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL
681,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
682,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
683,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
684,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
685,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
686,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland
687,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
688,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
689,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
690,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
691,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
692,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
693,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
694,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
695,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
696,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
697,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
698,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
699,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
700,Cropland,Water,Forest,NULL,Non_Wetland,Forest
701,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
702,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
703,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
704,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
705,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
706,Wetland,NULL,Wetland,NULL,Wetland,Grassland
707,Wetland,NULL,Wetland,NULL,Wetland,Forest
708,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
709,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
710,Wetland,Water,NULL,NULL,Non_Wetland,Forest
711,Wetland,Water,Shrubland,NULL,Non_Wetland,Water
712,Wetland,Water,Wetland,NULL,Wetland,Water
713,Wetland,Water,Wetland,NULL,Wetland,Forest
714,Wetland,Water,Water,NULL,Water,Water
715,Wetland,Water,Water,NULL,Water,Forest
716,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
717,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
718,Bareland,Water,Forest,NULL,Non_Wetland,Forest
719,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
720,Water,NULL,NULL,NULL,Non_Wetland,NULL
721,Water,NULL,NULL,NULL,Non_Wetland,Grassland
722,Water,NULL,NULL,NULL,Non_Wetland,Wetland
723,Water,NULL,NULL,NULL,Non_Wetland,Built-up
724,Water,NULL,NULL,NULL,Non_Wetland,Forest
725,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
726,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
727,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
728,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
729,Water,NULL,Cropland,NULL,Non_Wetland,NULL
730,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
731,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
732,Water,NULL,Cropland,NULL,Non_Wetland,Built-up
733,Water,NULL,Cropland,NULL,Non_Wetland,Forest
734,Water,NULL,Wetland,NULL,Wetland,Grassland
735,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
736,Water,NULL,Bareland,NULL,Non_Wetland,Forest
737,Water,NULL,Built-up,NULL,Non_Wetland,NULL
738,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
739,Water,NULL,Built-up,NULL,Non_Wetland,Built-up
740,Water,NULL,Forest,NULL,Non_Wetland,NULL
741,Water,NULL,Forest,NULL,Non_Wetland,Grassland
742,Water,NULL,Forest,NULL,Non_Wetland,Cropland
743,Water,NULL,Forest,NULL,Non_Wetland,Wetland
744,Water,NULL,Forest,NULL,Non_Wetland,Built-up
745,Water,NULL,Forest,NULL,Non_Wetland,Forest
746,Water,NULL,Forest,Non_Water,Non_Wetland,NULL
747,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
748,Water,Water,NULL,NULL,Non_Wetland,Water
749,Water,Water,NULL,NULL,Non_Wetland,Forest
750,Water,Water,NULL,Water,Non_Wetland,Grassland
751,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
752,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
753,Water,Water,Shrubland,NULL,Non_Wetland,Water
754,Water,Water,Shrubland,NULL,Non_Wetland,Forest
755,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
756,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
757,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
758,Water,Water,Shrubland,Water,Non_Wetland,Grassland
759,Water,Water,Shrubland,Water,Non_Wetland,Cropland
760,Water,Water,Shrubland,Water,Non_Wetland,Bareland
761,Water,Water,Shrubland,Water,Non_Wetland,Water
762,Water,Water,Cropland,NULL,Non_Wetland,Water
763,Water,Water,Cropland,NULL,Non_Wetland,Forest
764,Water,Water,Wetland,NULL,Wetland,NULL
765,Water,Water,Wetland,NULL,Wetland,Grassland
766,Water,Water,Wetland,NULL,Wetland,Cropland
767,Water,Water,Wetland,NULL,Wetland,Wetland
768,Water,Water,Wetland,NULL,Wetland,Bareland
769,Water,Water,Wetland,NULL,Wetland,Water
770,Water,Water,Wetland,NULL,Wetland,Forest
771,Water,Water,Wetland,Non_Water,Wetland,Grassland
772,Water,Water,Wetland,Non_Water,Wetland,Wetland
773,Water,Water,Wetland,Non_Water,Wetland,Water
774,Water,Water,Wetland,Non_Water,Wetland,Forest
775,Water,Water,Wetland,Water,Wetland,Grassland
776,Water,Water,Wetland,Water,Wetland,Wetland
777,Water,Water,Wetland,Water,Wetland,Water
778,Water,Water,Wetland,Water,Wetland,Forest
779,Water,Water,Bareland,NULL,Non_Wetland,Water
780,Water,Water,Bareland,NULL,Non_Wetland,Forest
781,Water,Water,Bareland,Non_Water,Non_Wetland,Water
782,Water,Water,Bareland,Water,Non_Wetland,Water
783,Water,Water,Built-up,NULL,Non_Wetland,Grassland
784,Water,Water,Built-up,NULL,Non_Wetland,Bareland
785,Water,Water,Built-up,NULL,Non_Wetland,Water
786,Water,Water,Built-up,Non_Water,Non_Wetland,Water
787,Water,Water,Built-up,Non_Water,Non_Wetland,Forest
788,Water,Water,Built-up,Water,Non_Wetland,Grassland
789,Water,Water,Built-up,Water,Non_Wetland,Bareland
790,Water,Water,Built-up,Water,Non_Wetland,Water
791,Water,Water,Water,NULL,Water,Grassland
792,Water,Water,Water,NULL,Water,Wetland
793,Water,Water,Water,NULL,Water,Bareland
794,Water,Water,Water,NULL,Water,Water
795,Water,Water,Water,NULL,Water,Forest
796,Water,Water,Water,Non_Water,Water,Wetland
797,Water,Water,Water,Non_Water,Water,Water
798,Water,Water,Water,Non_Water,Water,Forest
799,Water,Water,Water,Water,Water,Wetland
800,Water,Water,Water,Water,Water,Water
801,Water,Water,Water,Water,Water,Forest
802,Water,Water,Forest,NULL,Non_Wetland,NULL
803,Water,Water,Forest,NULL,Non_Wetland,Grassland
804,Water,Water,Forest,NULL,Non_Wetland,Bareland
805,Water,Water,Forest,NULL,Non_Wetland,Water
806,Water,Water,Forest,NULL,Non_Wetland,Forest
807,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
808,Water,Water,Forest,Non_Water,Non_Wetland,Water
809,Water,Water,Forest,Non_Water,Non_Wetland,Forest
810,Water,Water,Forest,Water,Non_Wetland,Grassland
811,Water,Water,Forest,Water,Non_Wetland,Bareland
812,Water,Water,Forest,Water,Non_Wetland,Water
813,Water,Water,Forest,Water,Non_Wetland,Forest
814,Water,Forest,NULL,NULL,Non_Wetland,NULL
815,Water,Forest,NULL,NULL,Non_Wetland,Grassland
816,Water,Forest,NULL,NULL,Non_Wetland,Wetland
817,Water,Forest,NULL,NULL,Non_Wetland,Forest
818,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
819,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
820,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
821,Water,Forest,Cropland,NULL,Non_Wetland,NULL
822,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
823,Water,Forest,Cropland,NULL,Non_Wetland,Cropland
824,Water,Forest,Cropland,NULL,Non_Wetland,Wetland
825,Water,Forest,Cropland,NULL,Non_Wetland,Built-up
826,Water,Forest,Cropland,NULL,Non_Wetland,Forest
827,Water,Forest,Wetland,NULL,Wetland,NULL
828,Water,Forest,Wetland,NULL,Wetland,Grassland
829,Water,Forest,Wetland,NULL,Wetland,Forest
830,Water,Forest,Wetland,Non_Water,Wetland,Forest
831,Water,Forest,Wetland,Water,Wetland,Forest
832,Water,Forest,Bareland,NULL,Non_Wetland,NULL
833,Water,Forest,Bareland,NULL,Non_Wetland,Grassland
834,Water,Forest,Bareland,NULL,Non_Wetland,Wetland
835,Water,Forest,Bareland,NULL,Non_Wetland,Forest
836,Water,Forest,Built-up,NULL,Non_Wetland,Grassland
837,Water,Forest,Built-up,NULL,Non_Wetland,Forest
838,Water,Forest,Water,Water,Water,Forest
839,Water,Forest,Forest,NULL,Non_Wetland,NULL
840,Water,Forest,Forest,NULL,Non_Wetland,Grassland
841,Water,Forest,Forest,NULL,Non_Wetland,Wetland
842,Water,Forest,Forest,NULL,Non_Wetland,Built-up
843,Water,Forest,Forest,NULL,Non_Wetland,Forest
844,Water,Forest,Forest,Non_Water,Non_Wetland,NULL
845,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland
846,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
847,Forest,NULL,NULL,NULL,Non_Wetland,NULL
848,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
849,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
850,Forest,NULL,NULL,NULL,Non_Wetland,Forest
851,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
852,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
853,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
854,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
855,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
856,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
857,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
858,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
859,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
860,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
861,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
862,Forest,NULL,Wetland,NULL,Wetland,Grassland
863,Forest,NULL,Wetland,NULL,Wetland,Forest
864,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
865,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
866,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
867,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
868,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
869,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
870,Forest,NULL,Forest,NULL,Non_Wetland,NULL
871,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
872,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
873,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
874,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
875,Forest,NULL,Forest,NULL,Non_Wetland,Forest
876,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
877,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
878,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
879,Forest,NULL,Forest,Water,Non_Wetland,Grassland
880,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
881,Forest,Wetland,Wetland,NULL,Wetland,Forest
882,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
883,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
884,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up
885,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
886,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
887,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
888,Forest,Water,NULL,NULL,Non_Wetland,Grassland
889,Forest,Water,NULL,NULL,Non_Wetland,Forest
890,Forest,Water,NULL,Water,Non_Wetland,Grassland
891,Forest,Water,Shrubland,NULL,Non_Wetland,Water
892,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
893,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
894,Forest,Water,Shrubland,Water,Non_Wetland,Forest
895,Forest,Water,Wetland,NULL,Wetland,NULL
896,Forest,Water,Wetland,NULL,Wetland,Grassland
897,Forest,Water,Wetland,NULL,Wetland,Bareland
898,Forest,Water,Wetland,NULL,Wetland,Water
899,Forest,Water,Wetland,NULL,Wetland,Forest
900,Forest,Water,Wetland,Non_Water,Wetland,Grassland
901,Forest,Water,Wetland,Non_Water,Wetland,Water
