Value,AFRICA_2024_DynamicWorld_2024_36NUP_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36NUP_M_R,AFRICA_2024_GLC_FCS30D_2022_36NUP_M_R,AFRICA_2024_GSW_Yearly_2021_36NUP_M_R,AFRICA_2024_GWL_FCS30D_2022_36NUP_M_R,AFRICA_2024_WorldCover_2021_36NUP_M_R
431,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
432,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
433,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
434,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
435,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
436,Cropland,Cropland,Wetland,NULL,Wetland,Forest
437,Cropland,Cropland,Wetland,Non_Water,Wetland,Grassland
438,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
439,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
440,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
441,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
442,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
443,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
444,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Water
445,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Forest
446,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
447,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
448,Cropland,Wetland,Shrubland,Water,Non_Wetland,Grassland
449,Cropland,Wetland,Shrubland,Water,Non_Wetland,Wetland
450,Cropland,Wetland,Shrubland,Water,Non_Wetland,Water
451,Cropland,Wetland,Grassland,NULL,Non_Wetland,Wetland
452,Cropland,Wetland,Grassland,Water,Non_Wetland,Grassland
453,Cropland,Wetland,Wetland,NULL,Wetland,Wetland
454,Cropland,Wetland,Bareland,Water,Non_Wetland,Grassland
455,Cropland,Wetland,Water,NULL,Water,Wetland
456,Cropland,Wetland,Water,Water,Water,Wetland
457,Cropland,Wetland,Water,Water,Water,Water
458,Cropland,Wetland,Forest,NULL,Non_Wetland,Wetland
459,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
460,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
461,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
462,Cropland,Built-up,Grassland,NULL,Non_Wetland,Wetland
463,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
464,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
465,Cropland,Built-up,Forest,NULL,Non_Wetland,Wetland
466,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
467,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland
468,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
469,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
470,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
471,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland
472,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
473,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
474,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
475,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
476,Cropland,Forest,Shrubland,Water,Non_Wetland,Grassland
477,Cropland,Forest,Shrubland,Water,Non_Wetland,Wetland
478,Cropland,Forest,Shrubland,Water,Non_Wetland,Water
479,Cropland,Forest,Shrubland,Water,Non_Wetland,Forest
480,Cropland,Forest,Grassland,NULL,Non_Wetland,Wetland
481,Cropland,Forest,Wetland,NULL,Wetland,Grassland
482,Cropland,Forest,Wetland,NULL,Wetland,Wetland
483,Cropland,Forest,Wetland,NULL,Wetland,Forest
484,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
485,Cropland,Forest,Built-up,NULL,Non_Wetland,Wetland
486,Cropland,Forest,Water,NULL,Water,Wetland
487,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
488,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
489,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
490,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
491,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest
492,Cropland,Forest,Forest,Water,Non_Wetland,Grassland
493,Cropland,Forest,Forest,Water,Non_Wetland,Wetland
494,Cropland,Forest,Forest,Water,Non_Wetland,Forest
495,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
496,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland
497,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
498,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland
499,Wetland,NULL,NULL,Water,Non_Wetland,Wetland
500,Wetland,NULL,NULL,Water,Non_Wetland,Forest
501,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
502,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
503,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
504,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland
505,Wetland,NULL,Shrubland,NULL,Non_Wetland,Built-up
506,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water
507,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
508,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
509,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
510,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
511,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
512,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
513,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
514,Wetland,NULL,Shrubland,Water,Non_Wetland,Bareland
515,Wetland,NULL,Shrubland,Water,Non_Wetland,Water
516,Wetland,NULL,Shrubland,Water,Non_Wetland,Forest
517,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
518,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
519,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
520,Wetland,NULL,Wetland,NULL,Wetland,Wetland
521,Wetland,NULL,Wetland,NULL,Wetland,Forest
522,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
523,Wetland,NULL,Wetland,Water,Wetland,Water
524,Wetland,NULL,Wetland,Water,Wetland,Forest
525,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
526,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
527,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland
528,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland
529,Wetland,NULL,Built-up,NULL,Non_Wetland,Built-up
530,Wetland,NULL,Built-up,NULL,Non_Wetland,Forest
531,Wetland,NULL,Water,NULL,Water,Wetland
532,Wetland,NULL,Water,Water,Water,Grassland
533,Wetland,NULL,Water,Water,Water,Wetland
534,Wetland,NULL,Water,Water,Water,Bareland
535,Wetland,NULL,Water,Water,Water,Water
536,Wetland,NULL,Water,Water,Water,Forest
537,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
538,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
539,Wetland,NULL,Forest,NULL,Non_Wetland,Built-up
540,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
541,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
542,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
543,Wetland,NULL,Forest,Water,Non_Wetland,Forest
544,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland
545,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
546,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
547,Wetland,Cropland,Bareland,NULL,Non_Wetland,Grassland
548,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
549,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland
550,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL
551,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland
552,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland
553,Wetland,Wetland,NULL,NULL,Non_Wetland,Water
554,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest
555,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
556,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Forest
557,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland
558,Wetland,Wetland,NULL,Water,Non_Wetland,Bareland
559,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL
560,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
561,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
562,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
563,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Built-up
564,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water
565,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
566,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
567,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
568,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
569,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
570,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
571,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
572,Wetland,Wetland,Shrubland,Water,Non_Wetland,Bareland
573,Wetland,Wetland,Shrubland,Water,Non_Wetland,Built-up
574,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water
575,Wetland,Wetland,Shrubland,Water,Non_Wetland,Forest
576,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
577,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
578,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland
579,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland
580,Wetland,Wetland,Wetland,NULL,Wetland,NULL
581,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
582,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
583,Wetland,Wetland,Wetland,NULL,Wetland,Forest
584,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
585,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest
586,Wetland,Wetland,Wetland,Water,Wetland,Grassland
587,Wetland,Wetland,Wetland,Water,Wetland,Wetland
588,Wetland,Wetland,Wetland,Water,Wetland,Water
589,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
590,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
591,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland
592,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
593,Wetland,Wetland,Built-up,Water,Non_Wetland,Wetland
594,Wetland,Wetland,Water,NULL,Water,Wetland
595,Wetland,Wetland,Water,Non_Water,Water,Wetland
596,Wetland,Wetland,Water,Water,Water,Grassland
597,Wetland,Wetland,Water,Water,Water,Wetland
598,Wetland,Wetland,Water,Water,Water,Bareland
599,Wetland,Wetland,Water,Water,Water,Water
600,Wetland,Wetland,Water,Water,Water,Forest
601,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL
602,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
603,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
604,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
605,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
606,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest
607,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
608,Wetland,Wetland,Forest,Water,Non_Wetland,Bareland
609,Wetland,Water,NULL,NULL,Non_Wetland,Wetland
610,Wetland,Water,NULL,NULL,Non_Wetland,Forest
611,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland
612,Wetland,Water,NULL,Non_Water,Non_Wetland,Forest
613,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
614,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
615,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
616,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
617,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Forest
618,Wetland,Water,Wetland,NULL,Wetland,Wetland
619,Wetland,Water,Wetland,NULL,Wetland,Forest
620,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
621,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
622,Wetland,Water,Forest,NULL,Non_Wetland,Forest
623,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland
624,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest
625,Wetland,Forest,NULL,NULL,Non_Wetland,NULL
626,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland
627,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland
628,Wetland,Forest,NULL,NULL,Non_Wetland,Forest
629,Wetland,Forest,NULL,Non_Water,Non_Wetland,Forest
630,Wetland,Forest,NULL,Water,Non_Wetland,Grassland
631,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
632,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
633,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland
634,Wetland,Forest,Shrubland,NULL,Non_Wetland,Bareland
635,Wetland,Forest,Shrubland,NULL,Non_Wetland,Built-up
636,Wetland,Forest,Shrubland,NULL,Non_Wetland,Water
637,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
638,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
639,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
640,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
641,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
642,Wetland,Forest,Shrubland,Water,Non_Wetland,Grassland
643,Wetland,Forest,Shrubland,Water,Non_Wetland,Wetland
644,Wetland,Forest,Shrubland,Water,Non_Wetland,Water
645,Wetland,Forest,Shrubland,Water,Non_Wetland,Forest
646,Wetland,Forest,Wetland,NULL,Wetland,Grassland
647,Wetland,Forest,Wetland,NULL,Wetland,Wetland
648,Wetland,Forest,Wetland,NULL,Wetland,Forest
649,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland
650,Wetland,Forest,Bareland,NULL,Non_Wetland,Grassland
651,Wetland,Forest,Built-up,NULL,Non_Wetland,Wetland
652,Wetland,Forest,Water,NULL,Water,Wetland
653,Wetland,Forest,Water,NULL,Water,Bareland
654,Wetland,Forest,Water,NULL,Water,Forest
655,Wetland,Forest,Water,Water,Water,Grassland
656,Wetland,Forest,Water,Water,Water,Wetland
657,Wetland,Forest,Water,Water,Water,Water
658,Wetland,Forest,Water,Water,Water,Forest
659,Wetland,Forest,Forest,NULL,Non_Wetland,NULL
660,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
661,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland
662,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
663,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland
664,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest
665,Wetland,Forest,Forest,Water,Non_Wetland,Grassland
666,Wetland,Forest,Forest,Water,Non_Wetland,Wetland
667,Wetland,Forest,Forest,Water,Non_Wetland,Bareland
668,Wetland,Forest,Forest,Water,Non_Wetland,Forest
669,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
670,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
671,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
672,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
673,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
674,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
675,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
676,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
677,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
678,Bareland,NULL,Shrubland,Water,Non_Wetland,Forest
679,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
680,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
681,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
682,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
683,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
684,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
685,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
686,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
687,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
688,Bareland,NULL,Cropland,Water,Non_Wetland,Built-up
689,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
690,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
691,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
692,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
693,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
694,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
695,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
696,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest
697,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
698,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
699,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up
700,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
701,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
702,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
703,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
704,Bareland,Cropland,Bareland,Water,Non_Wetland,Grassland
705,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
706,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
707,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
708,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
709,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
710,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
711,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
712,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
713,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
714,Bareland,Built-up,Cropland,Water,Non_Wetland,Built-up
715,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
716,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
717,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
718,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
719,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
720,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
721,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
722,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
723,Bareland,Forest,Shrubland,NULL,Non_Wetland,Wetland
724,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
725,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
726,Water,NULL,NULL,NULL,Non_Wetland,Grassland
727,Water,NULL,NULL,NULL,Non_Wetland,Wetland
728,Water,NULL,NULL,NULL,Non_Wetland,Bareland
729,Water,NULL,NULL,NULL,Non_Wetland,Built-up
730,Water,NULL,NULL,NULL,Non_Wetland,Forest
731,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland
732,Water,NULL,NULL,Water,Non_Wetland,Bareland
733,Water,NULL,NULL,Water,Non_Wetland,Forest
734,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
735,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
736,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
737,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up
738,Water,NULL,Shrubland,NULL,Non_Wetland,Water
739,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
740,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
741,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
742,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
743,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
744,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
745,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
746,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
747,Water,NULL,Shrubland,Water,Non_Wetland,Built-up
748,Water,NULL,Shrubland,Water,Non_Wetland,Water
749,Water,NULL,Shrubland,Water,Non_Wetland,Forest
750,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
751,Water,NULL,Grassland,NULL,Non_Wetland,Wetland
752,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
753,Water,NULL,Grassland,NULL,Non_Wetland,Water
754,Water,NULL,Grassland,NULL,Non_Wetland,Forest
755,Water,NULL,Grassland,Water,Non_Wetland,Grassland
756,Water,NULL,Grassland,Water,Non_Wetland,Bareland
757,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
758,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
759,Water,NULL,Cropland,NULL,Non_Wetland,Water
760,Water,NULL,Cropland,NULL,Non_Wetland,Forest
761,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland
762,Water,NULL,Cropland,Water,Non_Wetland,Grassland
763,Water,NULL,Cropland,Water,Non_Wetland,Bareland
764,Water,NULL,Cropland,Water,Non_Wetland,Water
765,Water,NULL,Wetland,NULL,Wetland,Grassland
766,Water,NULL,Wetland,NULL,Wetland,Wetland
767,Water,NULL,Wetland,NULL,Wetland,Bareland
768,Water,NULL,Wetland,NULL,Wetland,Forest
769,Water,NULL,Wetland,Non_Water,Wetland,Wetland
770,Water,NULL,Wetland,Water,Wetland,Wetland
771,Water,NULL,Wetland,Water,Wetland,Forest
772,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
773,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
774,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
775,Water,NULL,Bareland,NULL,Non_Wetland,Built-up
776,Water,NULL,Bareland,NULL,Non_Wetland,Water
777,Water,NULL,Bareland,NULL,Non_Wetland,Forest
778,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
779,Water,NULL,Bareland,Water,Non_Wetland,Grassland
780,Water,NULL,Bareland,Water,Non_Wetland,Wetland
781,Water,NULL,Bareland,Water,Non_Wetland,Bareland
782,Water,NULL,Bareland,Water,Non_Wetland,Water
783,Water,NULL,Bareland,Water,Non_Wetland,Forest
784,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
785,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
786,Water,NULL,Built-up,NULL,Non_Wetland,Built-up
787,Water,NULL,Built-up,NULL,Non_Wetland,Water
788,Water,NULL,Built-up,NULL,Non_Wetland,Forest
789,Water,NULL,Built-up,Water,Non_Wetland,Grassland
790,Water,NULL,Built-up,Water,Non_Wetland,Bareland
791,Water,NULL,Built-up,Water,Non_Wetland,Water
792,Water,NULL,Water,NULL,Water,Grassland
793,Water,NULL,Water,NULL,Water,Wetland
794,Water,NULL,Water,Water,Water,Grassland
795,Water,NULL,Water,Water,Water,Wetland
796,Water,NULL,Water,Water,Water,Bareland
797,Water,NULL,Water,Water,Water,Water
798,Water,NULL,Water,Water,Water,Forest
799,Water,NULL,Forest,NULL,Non_Wetland,Grassland
800,Water,NULL,Forest,NULL,Non_Wetland,Wetland
801,Water,NULL,Forest,NULL,Non_Wetland,Bareland
802,Water,NULL,Forest,NULL,Non_Wetland,Built-up
803,Water,NULL,Forest,NULL,Non_Wetland,Forest
804,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland
805,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
806,Water,NULL,Forest,Water,Non_Wetland,Wetland
807,Water,NULL,Forest,Water,Non_Wetland,Bareland
808,Water,NULL,Forest,Water,Non_Wetland,Forest
809,Water,Cropland,NULL,NULL,Non_Wetland,Wetland
810,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
811,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland
812,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
813,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland
814,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland
815,Water,Cropland,Wetland,NULL,Wetland,Water
816,Water,Cropland,Wetland,Water,Wetland,Wetland
817,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
818,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland
819,Water,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
820,Water,Cropland,Bareland,Water,Non_Wetland,Grassland
821,Water,Cropland,Water,NULL,Water,Bareland
822,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
823,Water,Cropland,Forest,NULL,Non_Wetland,Wetland
824,Water,Wetland,NULL,NULL,Non_Wetland,Grassland
825,Water,Wetland,NULL,NULL,Non_Wetland,Wetland
826,Water,Wetland,NULL,NULL,Non_Wetland,Forest
827,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland
828,Water,Wetland,NULL,Non_Water,Non_Wetland,Forest
829,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL
830,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland
831,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland
832,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest
833,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
834,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water
835,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
836,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland
837,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland
838,Water,Wetland,Shrubland,Water,Non_Wetland,Water
839,Water,Wetland,Cropland,NULL,Non_Wetland,Wetland
840,Water,Wetland,Wetland,NULL,Wetland,NULL
841,Water,Wetland,Wetland,NULL,Wetland,Grassland
842,Water,Wetland,Wetland,NULL,Wetland,Wetland
843,Water,Wetland,Wetland,NULL,Wetland,Forest
844,Water,Wetland,Wetland,Non_Water,Wetland,Wetland
845,Water,Wetland,Wetland,Water,Wetland,Wetland
846,Water,Wetland,Wetland,Water,Wetland,Water
847,Water,Wetland,Bareland,NULL,Non_Wetland,Grassland
848,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland
849,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
850,Water,Wetland,Built-up,Water,Non_Wetland,Wetland
851,Water,Wetland,Water,NULL,Water,Wetland
852,Water,Wetland,Water,Water,Water,Wetland
853,Water,Wetland,Water,Water,Water,Water
854,Water,Wetland,Forest,NULL,Non_Wetland,NULL
855,Water,Wetland,Forest,NULL,Non_Wetland,Grassland
856,Water,Wetland,Forest,NULL,Non_Wetland,Wetland
857,Water,Wetland,Forest,NULL,Non_Wetland,Forest
858,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland
859,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest
860,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
861,Water,Bareland,Shrubland,Water,Non_Wetland,Wetland
862,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland
863,Water,Built-up,NULL,Water,Non_Wetland,Built-up
864,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland
865,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest
866,Water,Built-up,Shrubland,Water,Non_Wetland,Bareland
867,Water,Built-up,Grassland,NULL,Non_Wetland,Wetland
868,Water,Built-up,Grassland,Water,Non_Wetland,Wetland
