Value,AFRICA_2024_DynamicWorld_2024_36PWC_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PWC_M_R,AFRICA_2024_GLC_FCS30D_2022_36PWC_M_R,AFRICA_2024_GSW_Yearly_2021_36PWC_M_R,AFRICA_2024_GWL_FCS30D_2022_36PWC_M_R,AFRICA_2024_WorldCover_2021_36PWC_M_R
409,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL
410,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
411,Bareland,Built-up,Bareland,NULL,Non_Wetland,Cropland
412,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
413,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
414,Bareland,Built-up,Bareland,Water,Non_Wetland,Bareland
415,Bareland,Built-up,Bareland,Water,Non_Wetland,Water
416,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL
417,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
418,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland
419,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
420,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
421,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
422,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
423,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
424,Bareland,Water,Grassland,Water,Non_Wetland,Cropland
425,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
426,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
427,Bareland,Water,Cropland,Water,Non_Wetland,Cropland
428,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
429,Bareland,Water,Cropland,Water,Non_Wetland,Water
430,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
431,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
432,Bareland,Water,Bareland,Water,Non_Wetland,Cropland
433,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
434,Bareland,Water,Bareland,Water,Non_Wetland,Water
435,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
436,Bareland,Water,Built-up,Water,Non_Wetland,Bareland
437,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
438,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
439,Water,NULL,Shrubland,Water,Non_Wetland,Water
440,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
441,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
442,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
443,Water,NULL,Grassland,NULL,Non_Wetland,Water
444,Water,NULL,Grassland,Non_Water,Non_Wetland,Cropland
445,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland
446,Water,NULL,Grassland,Water,Non_Wetland,Cropland
447,Water,NULL,Grassland,Water,Non_Wetland,Wetland
448,Water,NULL,Grassland,Water,Non_Wetland,Bareland
449,Water,NULL,Grassland,Water,Non_Wetland,Water
450,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
451,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
452,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
453,Water,NULL,Cropland,NULL,Non_Wetland,Water
454,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
455,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland
456,Water,NULL,Cropland,Water,Non_Wetland,Grassland
457,Water,NULL,Cropland,Water,Non_Wetland,Cropland
458,Water,NULL,Cropland,Water,Non_Wetland,Wetland
459,Water,NULL,Cropland,Water,Non_Wetland,Bareland
460,Water,NULL,Cropland,Water,Non_Wetland,Water
461,Water,NULL,Cropland,Water,Non_Wetland,Forest
462,Water,NULL,Wetland,Water,Wetland,Bareland
463,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
464,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
465,Water,NULL,Bareland,NULL,Non_Wetland,Water
466,Water,NULL,Bareland,NULL,Non_Wetland,Forest
467,Water,NULL,Bareland,Water,Non_Wetland,Cropland
468,Water,NULL,Bareland,Water,Non_Wetland,Wetland
469,Water,NULL,Bareland,Water,Non_Wetland,Bareland
470,Water,NULL,Bareland,Water,Non_Wetland,Water
471,Water,NULL,Built-up,NULL,Non_Wetland,Cropland
472,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
473,Water,NULL,Built-up,Water,Non_Wetland,Bareland
474,Water,NULL,Built-up,Water,Non_Wetland,Water
475,Water,NULL,Water,Water,Water,Cropland
476,Water,NULL,Water,Water,Water,Bareland
477,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
478,Water,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
479,Water,Cropland,Grassland,Water,Non_Wetland,Cropland
480,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
481,Water,Cropland,Cropland,Water,Non_Wetland,Cropland
482,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
483,Water,Bareland,Shrubland,Water,Non_Wetland,Cropland
484,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland
485,Water,Bareland,Shrubland,Water,Non_Wetland,Water
486,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland
487,Water,Bareland,Grassland,NULL,Non_Wetland,Cropland
488,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
489,Water,Bareland,Grassland,NULL,Non_Wetland,Water
490,Water,Bareland,Grassland,Non_Water,Non_Wetland,Cropland
491,Water,Bareland,Grassland,Water,Non_Wetland,Cropland
492,Water,Bareland,Grassland,Water,Non_Wetland,Wetland
493,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
494,Water,Bareland,Grassland,Water,Non_Wetland,Water
495,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
496,Water,Bareland,Cropland,Non_Water,Non_Wetland,Cropland
497,Water,Bareland,Cropland,Water,Non_Wetland,Cropland
498,Water,Bareland,Cropland,Water,Non_Wetland,Wetland
499,Water,Bareland,Cropland,Water,Non_Wetland,Bareland
500,Water,Bareland,Cropland,Water,Non_Wetland,Water
501,Water,Bareland,Wetland,Water,Wetland,Water
502,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
503,Water,Bareland,Bareland,NULL,Non_Wetland,Water
504,Water,Bareland,Bareland,Water,Non_Wetland,Cropland
505,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
506,Water,Bareland,Bareland,Water,Non_Wetland,Water
507,Water,Bareland,Water,Water,Water,Bareland
508,Water,Water,Shrubland,NULL,Non_Wetland,Water
509,Water,Water,Shrubland,Water,Non_Wetland,Cropland
510,Water,Water,Shrubland,Water,Non_Wetland,Wetland
511,Water,Water,Shrubland,Water,Non_Wetland,Bareland
512,Water,Water,Shrubland,Water,Non_Wetland,Water
513,Water,Water,Grassland,NULL,Non_Wetland,Grassland
514,Water,Water,Grassland,NULL,Non_Wetland,Cropland
515,Water,Water,Grassland,NULL,Non_Wetland,Bareland
516,Water,Water,Grassland,NULL,Non_Wetland,Water
517,Water,Water,Grassland,Non_Water,Non_Wetland,Cropland
518,Water,Water,Grassland,Water,Non_Wetland,Cropland
519,Water,Water,Grassland,Water,Non_Wetland,Wetland
520,Water,Water,Grassland,Water,Non_Wetland,Bareland
521,Water,Water,Grassland,Water,Non_Wetland,Water
522,Water,Water,Cropland,NULL,Non_Wetland,Cropland
523,Water,Water,Cropland,NULL,Non_Wetland,Water
524,Water,Water,Cropland,Water,Non_Wetland,Cropland
525,Water,Water,Cropland,Water,Non_Wetland,Wetland
526,Water,Water,Cropland,Water,Non_Wetland,Bareland
527,Water,Water,Cropland,Water,Non_Wetland,Water
528,Water,Water,Wetland,Water,Wetland,Bareland
529,Water,Water,Wetland,Water,Wetland,Water
530,Water,Water,Bareland,NULL,Non_Wetland,Cropland
531,Water,Water,Bareland,NULL,Non_Wetland,Bareland
532,Water,Water,Bareland,NULL,Non_Wetland,Water
533,Water,Water,Bareland,Water,Non_Wetland,Cropland
534,Water,Water,Bareland,Water,Non_Wetland,Wetland
535,Water,Water,Bareland,Water,Non_Wetland,Bareland
536,Water,Water,Bareland,Water,Non_Wetland,Water
537,Water,Water,Built-up,NULL,Non_Wetland,Cropland
538,Water,Water,Built-up,NULL,Non_Wetland,Bareland
539,Water,Water,Built-up,NULL,Non_Wetland,Water
540,Water,Water,Built-up,Water,Non_Wetland,Cropland
541,Water,Water,Built-up,Water,Non_Wetland,Bareland
542,Water,Water,Built-up,Water,Non_Wetland,Water
543,Water,Water,Water,Water,Water,Cropland
544,Water,Water,Water,Water,Water,Bareland
545,Water,Water,Water,Water,Water,Water
546,Forest,NULL,NULL,NULL,Non_Wetland,NULL
547,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
548,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
549,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
550,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
551,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
552,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
553,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
554,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
555,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL
556,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
557,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
558,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
559,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
560,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
561,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
562,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
563,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
564,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
565,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
566,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
567,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
568,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
569,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
570,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
571,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
572,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
573,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
574,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
575,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
