Value,AFRICA_2024_DynamicWorld_2024_37QEU_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37QEU_M_R,AFRICA_2024_GLC_FCS30D_2022_37QEU_M_R,AFRICA_2024_GSW_Yearly_2021_37QEU_M_R,AFRICA_2024_GWL_FCS30D_2022_37QEU_M_R,AFRICA_2024_WorldCover_2021_37QEU_M_R
442,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
443,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
444,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
445,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
446,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
447,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
448,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
449,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
450,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL
451,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
452,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
453,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
454,Bareland,NULL,Grassland,Water,Non_Wetland,NULL
455,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
456,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
457,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
458,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
459,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
460,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
461,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
462,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
463,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
464,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL
465,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
466,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
467,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
468,Bareland,NULL,Wetland,NULL,NULL,Bareland
469,Bareland,NULL,Wetland,NULL,Wetland,NULL
470,Bareland,NULL,Wetland,NULL,Wetland,Grassland
471,Bareland,NULL,Wetland,NULL,Wetland,Bareland
472,Bareland,NULL,Wetland,NULL,Wetland,Water
473,Bareland,NULL,Wetland,NULL,Wetland,Forest
474,Bareland,NULL,Wetland,Non_Water,NULL,Bareland
475,Bareland,NULL,Wetland,Non_Water,NULL,Water
476,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland
477,Bareland,NULL,Wetland,Water,NULL,Bareland
478,Bareland,NULL,Wetland,Water,Wetland,Grassland
479,Bareland,NULL,Wetland,Water,Wetland,Bareland
480,Bareland,NULL,Wetland,Water,Wetland,Water
481,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
482,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
483,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
484,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
485,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
486,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
487,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
488,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
489,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
490,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
491,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
492,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
493,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL
494,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
495,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
496,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
497,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
498,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
499,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
500,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
501,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
502,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest
503,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
504,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
505,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
506,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
507,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
508,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
509,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL
510,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
511,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
512,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
513,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
514,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest
515,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
516,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
517,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
518,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
519,Bareland,Cropland,Wetland,NULL,Wetland,Grassland
520,Bareland,Cropland,Wetland,NULL,Wetland,Bareland
521,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
522,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
523,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
524,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL
525,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
526,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
527,Bareland,Cropland,Bareland,NULL,Non_Wetland,Forest
528,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL
529,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL
530,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland
531,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
532,Bareland,Bareland,NULL,NULL,Non_Wetland,Water
533,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland
534,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland
535,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL
536,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
537,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
538,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water
539,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
540,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
541,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water
542,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL
543,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
544,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
545,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
546,Bareland,Bareland,Grassland,NULL,Non_Wetland,Built-up
547,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water
548,Bareland,Bareland,Grassland,NULL,Non_Wetland,Forest
549,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
550,Bareland,Bareland,Grassland,Water,Non_Wetland,Grassland
551,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
552,Bareland,Bareland,Grassland,Water,Non_Wetland,Water
553,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL
554,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
555,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
556,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water
557,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest
558,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
559,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
560,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water
561,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
562,Bareland,Bareland,Cropland,Water,Non_Wetland,Water
563,Bareland,Bareland,Wetland,NULL,NULL,NULL
564,Bareland,Bareland,Wetland,NULL,NULL,Bareland
565,Bareland,Bareland,Wetland,NULL,NULL,Water
566,Bareland,Bareland,Wetland,NULL,Wetland,NULL
567,Bareland,Bareland,Wetland,NULL,Wetland,Grassland
568,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
569,Bareland,Bareland,Wetland,NULL,Wetland,Water
570,Bareland,Bareland,Wetland,NULL,Wetland,Forest
571,Bareland,Bareland,Wetland,Non_Water,NULL,Bareland
572,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
573,Bareland,Bareland,Wetland,Non_Water,Wetland,Water
574,Bareland,Bareland,Wetland,Water,NULL,Bareland
575,Bareland,Bareland,Wetland,Water,NULL,Water
576,Bareland,Bareland,Wetland,Water,Wetland,Grassland
577,Bareland,Bareland,Wetland,Water,Wetland,Wetland
578,Bareland,Bareland,Wetland,Water,Wetland,Bareland
579,Bareland,Bareland,Wetland,Water,Wetland,Water
580,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
581,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
582,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Water
583,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
584,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
585,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL
586,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
587,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland
588,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
589,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up
590,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
591,Bareland,Bareland,Bareland,NULL,Non_Wetland,Forest
592,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
593,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
594,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
595,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL
596,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
597,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water
598,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
599,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
600,Bareland,Bareland,Built-up,Water,Non_Wetland,Water
601,Bareland,Bareland,Water,NULL,NULL,Bareland
602,Bareland,Bareland,Water,NULL,Water,Bareland
603,Bareland,Bareland,Water,Non_Water,Water,Bareland
604,Bareland,Bareland,Water,Water,NULL,Bareland
605,Bareland,Bareland,Water,Water,NULL,Water
606,Bareland,Bareland,Water,Water,Water,Bareland
607,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland
608,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
609,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
610,Bareland,Water,NULL,NULL,Non_Wetland,Bareland
611,Bareland,Water,NULL,NULL,Non_Wetland,Water
612,Bareland,Water,NULL,Water,Non_Wetland,Water
613,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
614,Bareland,Water,Grassland,NULL,Non_Wetland,NULL
615,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
616,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
617,Bareland,Water,Grassland,NULL,Non_Wetland,Water
618,Bareland,Water,Grassland,Non_Water,Non_Wetland,Grassland
619,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland
620,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
621,Bareland,Water,Grassland,Water,Non_Wetland,Water
622,Bareland,Water,Cropland,NULL,Non_Wetland,NULL
623,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
624,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
625,Bareland,Water,Cropland,NULL,Non_Wetland,Water
626,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL
627,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland
628,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
629,Bareland,Water,Cropland,Water,Non_Wetland,Water
630,Bareland,Water,Wetland,NULL,NULL,Bareland
631,Bareland,Water,Wetland,NULL,NULL,Water
632,Bareland,Water,Wetland,NULL,Wetland,Grassland
633,Bareland,Water,Wetland,NULL,Wetland,Bareland
634,Bareland,Water,Wetland,NULL,Wetland,Water
635,Bareland,Water,Wetland,NULL,Wetland,Forest
636,Bareland,Water,Wetland,Non_Water,NULL,Bareland
637,Bareland,Water,Wetland,Non_Water,NULL,Water
638,Bareland,Water,Wetland,Non_Water,Wetland,Grassland
639,Bareland,Water,Wetland,Non_Water,Wetland,Bareland
640,Bareland,Water,Wetland,Non_Water,Wetland,Water
641,Bareland,Water,Wetland,Water,NULL,Bareland
642,Bareland,Water,Wetland,Water,NULL,Water
643,Bareland,Water,Wetland,Water,Wetland,NULL
644,Bareland,Water,Wetland,Water,Wetland,Grassland
645,Bareland,Water,Wetland,Water,Wetland,Bareland
646,Bareland,Water,Wetland,Water,Wetland,Water
647,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
648,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
649,Bareland,Water,Bareland,NULL,Non_Wetland,Water
650,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
651,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water
652,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
653,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
654,Bareland,Water,Bareland,Water,Non_Wetland,Water
655,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
656,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland
657,Bareland,Water,Built-up,Non_Water,Non_Wetland,Water
658,Bareland,Water,Built-up,Water,Non_Wetland,Bareland
659,Bareland,Water,Built-up,Water,Non_Wetland,Water
660,Bareland,Water,Water,NULL,NULL,Bareland
661,Bareland,Water,Water,NULL,Water,Bareland
662,Bareland,Water,Water,Non_Water,Water,Water
663,Bareland,Water,Water,Water,NULL,Bareland
664,Bareland,Water,Water,Water,NULL,Water
665,Bareland,Water,Water,Water,Water,Bareland
666,Bareland,Forest,NULL,NULL,Non_Wetland,Forest
667,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland
668,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL
669,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
670,Bareland,Forest,Grassland,NULL,Non_Wetland,Cropland
671,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
672,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest
673,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL
674,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL
675,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland
676,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
677,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
678,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Cropland
679,Bareland,Forest,Wetland,NULL,Wetland,Grassland
680,Bareland,Forest,Wetland,NULL,Wetland,Bareland
681,Bareland,Forest,Wetland,NULL,Wetland,Forest
682,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
683,Bareland,Forest,Bareland,NULL,Non_Wetland,Cropland
684,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland
685,Bareland,Forest,Bareland,NULL,Non_Wetland,Forest
686,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL
687,Water,NULL,NULL,NULL,Non_Wetland,NULL
688,Water,NULL,NULL,NULL,Non_Wetland,Cropland
689,Water,NULL,NULL,NULL,Non_Wetland,Bareland
690,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland
691,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
692,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
693,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
694,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
695,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL
696,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
697,Water,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
698,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
699,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
700,Water,NULL,Grassland,NULL,Non_Wetland,NULL
701,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
702,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
703,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
704,Water,NULL,Grassland,NULL,Non_Wetland,Forest
705,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL
706,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
707,Water,NULL,Grassland,Non_Water,Non_Wetland,Cropland
708,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland
709,Water,NULL,Grassland,Water,Non_Wetland,NULL
710,Water,NULL,Grassland,Water,Non_Wetland,Grassland
711,Water,NULL,Grassland,Water,Non_Wetland,Cropland
712,Water,NULL,Grassland,Water,Non_Wetland,Bareland
713,Water,NULL,Cropland,NULL,Non_Wetland,NULL
714,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
715,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
716,Water,NULL,Cropland,NULL,Non_Wetland,Water
717,Water,NULL,Cropland,NULL,Non_Wetland,Forest
718,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL
719,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
720,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland
721,Water,NULL,Cropland,Water,Non_Wetland,NULL
722,Water,NULL,Cropland,Water,Non_Wetland,Grassland
723,Water,NULL,Cropland,Water,Non_Wetland,Bareland
724,Water,NULL,Wetland,NULL,Wetland,Grassland
725,Water,NULL,Wetland,NULL,Wetland,Wetland
726,Water,NULL,Wetland,NULL,Wetland,Bareland
727,Water,NULL,Wetland,Non_Water,NULL,NULL
728,Water,NULL,Wetland,Non_Water,NULL,Bareland
729,Water,NULL,Wetland,Non_Water,Wetland,NULL
730,Water,NULL,Wetland,Non_Water,Wetland,Grassland
731,Water,NULL,Wetland,Non_Water,Wetland,Bareland
732,Water,NULL,Wetland,Water,NULL,Bareland
733,Water,NULL,Wetland,Water,Wetland,NULL
734,Water,NULL,Wetland,Water,Wetland,Bareland
735,Water,NULL,Wetland,Water,Wetland,Water
736,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
737,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
738,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
739,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
740,Water,NULL,Bareland,NULL,Non_Wetland,NULL
741,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
742,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
743,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
744,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
745,Water,NULL,Bareland,NULL,Non_Wetland,Forest
746,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL
747,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
748,Water,NULL,Bareland,Non_Water,Non_Wetland,Cropland
749,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
750,Water,NULL,Bareland,Water,Non_Wetland,NULL
751,Water,NULL,Bareland,Water,Non_Wetland,Grassland
752,Water,NULL,Bareland,Water,Non_Wetland,Cropland
753,Water,NULL,Bareland,Water,Non_Wetland,Bareland
754,Water,NULL,Built-up,NULL,Non_Wetland,NULL
755,Water,NULL,Built-up,NULL,Non_Wetland,Cropland
756,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
757,Water,NULL,Built-up,NULL,Non_Wetland,Forest
758,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL
759,Water,NULL,Built-up,Non_Water,Non_Wetland,Cropland
760,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland
761,Water,NULL,Built-up,Water,Non_Wetland,Bareland
762,Water,NULL,Water,Water,NULL,Bareland
763,Water,NULL,Forest,NULL,Non_Wetland,NULL
764,Water,NULL,Forest,NULL,Non_Wetland,Cropland
765,Water,NULL,Forest,NULL,Non_Wetland,Bareland
766,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland
767,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
768,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
769,Water,Bareland,Grassland,NULL,Non_Wetland,Water
770,Water,Bareland,Grassland,Water,Non_Wetland,Water
771,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
772,Water,Bareland,Cropland,NULL,Non_Wetland,Water
773,Water,Bareland,Cropland,Water,Non_Wetland,Bareland
774,Water,Bareland,Wetland,NULL,NULL,Bareland
775,Water,Bareland,Wetland,NULL,NULL,Water
776,Water,Bareland,Wetland,NULL,Wetland,Wetland
777,Water,Bareland,Wetland,NULL,Wetland,Bareland
778,Water,Bareland,Wetland,NULL,Wetland,Water
779,Water,Bareland,Wetland,Non_Water,NULL,Bareland
780,Water,Bareland,Wetland,Non_Water,Wetland,Water
781,Water,Bareland,Wetland,Water,NULL,Bareland
782,Water,Bareland,Wetland,Water,NULL,Water
783,Water,Bareland,Wetland,Water,Wetland,Wetland
784,Water,Bareland,Wetland,Water,Wetland,Bareland
785,Water,Bareland,Wetland,Water,Wetland,Water
786,Water,Bareland,Bareland,NULL,Non_Wetland,NULL
787,Water,Bareland,Bareland,NULL,Non_Wetland,Cropland
788,Water,Bareland,Bareland,NULL,Non_Wetland,Wetland
789,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
790,Water,Bareland,Bareland,NULL,Non_Wetland,Water
791,Water,Bareland,Bareland,NULL,Non_Wetland,Forest
792,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
793,Water,Bareland,Bareland,Water,Non_Wetland,Wetland
794,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
795,Water,Bareland,Bareland,Water,Non_Wetland,Water
796,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland
797,Water,Bareland,Built-up,Water,Non_Wetland,Bareland
798,Water,Bareland,Water,Water,NULL,Bareland
799,Water,Water,NULL,NULL,Non_Wetland,Water
800,Water,Water,NULL,Non_Water,Non_Wetland,Bareland
801,Water,Water,NULL,Water,Non_Wetland,Water
802,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
803,Water,Water,Shrubland,NULL,Non_Wetland,Water
804,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL
805,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
806,Water,Water,Shrubland,Water,Non_Wetland,Bareland
807,Water,Water,Shrubland,Water,Non_Wetland,Water
808,Water,Water,Grassland,NULL,Non_Wetland,Grassland
809,Water,Water,Grassland,NULL,Non_Wetland,Bareland
810,Water,Water,Grassland,NULL,Non_Wetland,Water
811,Water,Water,Grassland,Non_Water,Non_Wetland,NULL
812,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
813,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
814,Water,Water,Grassland,Water,Non_Wetland,NULL
815,Water,Water,Grassland,Water,Non_Wetland,Water
816,Water,Water,Cropland,NULL,Non_Wetland,NULL
817,Water,Water,Cropland,NULL,Non_Wetland,Grassland
818,Water,Water,Cropland,NULL,Non_Wetland,Wetland
819,Water,Water,Cropland,NULL,Non_Wetland,Bareland
820,Water,Water,Cropland,NULL,Non_Wetland,Water
821,Water,Water,Cropland,Non_Water,Non_Wetland,NULL
822,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
823,Water,Water,Cropland,Non_Water,Non_Wetland,Water
824,Water,Water,Cropland,Water,Non_Wetland,Bareland
825,Water,Water,Cropland,Water,Non_Wetland,Water
826,Water,Water,Wetland,NULL,NULL,Grassland
827,Water,Water,Wetland,NULL,NULL,Bareland
828,Water,Water,Wetland,NULL,NULL,Water
829,Water,Water,Wetland,NULL,Wetland,NULL
830,Water,Water,Wetland,NULL,Wetland,Grassland
831,Water,Water,Wetland,NULL,Wetland,Wetland
832,Water,Water,Wetland,NULL,Wetland,Bareland
833,Water,Water,Wetland,NULL,Wetland,Water
834,Water,Water,Wetland,Non_Water,NULL,NULL
835,Water,Water,Wetland,Non_Water,NULL,Bareland
836,Water,Water,Wetland,Non_Water,Wetland,NULL
837,Water,Water,Wetland,Non_Water,Wetland,Grassland
838,Water,Water,Wetland,Non_Water,Wetland,Bareland
839,Water,Water,Wetland,Non_Water,Wetland,Water
840,Water,Water,Wetland,Water,NULL,NULL
841,Water,Water,Wetland,Water,NULL,Bareland
842,Water,Water,Wetland,Water,NULL,Water
843,Water,Water,Wetland,Water,Wetland,NULL
844,Water,Water,Wetland,Water,Wetland,Grassland
845,Water,Water,Wetland,Water,Wetland,Wetland
846,Water,Water,Wetland,Water,Wetland,Bareland
847,Water,Water,Wetland,Water,Wetland,Water
848,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
849,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
850,Water,Water,Bareland,NULL,Non_Wetland,Grassland
851,Water,Water,Bareland,NULL,Non_Wetland,Bareland
852,Water,Water,Bareland,NULL,Non_Wetland,Water
853,Water,Water,Bareland,Non_Water,Non_Wetland,NULL
854,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
855,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
856,Water,Water,Bareland,Water,Non_Wetland,Cropland
857,Water,Water,Bareland,Water,Non_Wetland,Bareland
858,Water,Water,Bareland,Water,Non_Wetland,Water
859,Water,Water,Built-up,NULL,Non_Wetland,Grassland
860,Water,Water,Built-up,NULL,Non_Wetland,Bareland
861,Water,Water,Built-up,NULL,Non_Wetland,Water
862,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
863,Water,Water,Built-up,Water,Non_Wetland,Bareland
864,Water,Water,Built-up,Water,Non_Wetland,Water
865,Water,Water,Water,NULL,NULL,Bareland
866,Water,Water,Water,NULL,NULL,Water
867,Water,Water,Water,NULL,Water,Water
868,Water,Water,Water,Non_Water,NULL,Water
869,Water,Water,Water,Water,NULL,Bareland
870,Water,Water,Water,Water,NULL,Water
871,Water,Water,Water,Water,Water,Water
872,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
873,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Bareland
874,Permanent_ice_and_snow,Bareland,Bareland,Water,Non_Wetland,Bareland
875,Permanent_ice_and_snow,Water,Wetland,Water,NULL,Water
876,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Water
877,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Bareland
878,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Water
879,Permanent_ice_and_snow,Water,Bareland,Water,Non_Wetland,Bareland
880,Permanent_ice_and_snow,Water,Bareland,Water,Non_Wetland,Water
881,Permanent_ice_and_snow,Water,Water,Water,NULL,Water
882,Forest,NULL,NULL,NULL,Non_Wetland,NULL
883,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
884,Forest,NULL,NULL,NULL,Non_Wetland,Forest
885,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
