Value,AFRICA_2024_DynamicWorld_2024_37PFR_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PFR_M_R,AFRICA_2024_GLC_FCS30D_2022_37PFR_M_R,AFRICA_2024_GSW_Yearly_2021_37PFR_M_R,AFRICA_2024_GWL_FCS30D_2022_37PFR_M_R,AFRICA_2024_WorldCover_2021_37PFR_M_R
419,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
420,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
421,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL
422,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL
423,Bareland,Wetland,Bareland,NULL,Non_Wetland,Bareland
424,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL
425,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland
426,Bareland,Bareland,NULL,NULL,Non_Wetland,Cropland
427,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
428,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland
429,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL
430,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
431,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
432,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Wetland
433,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
434,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
435,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
436,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL
437,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
438,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
439,Bareland,Bareland,Grassland,NULL,Non_Wetland,Wetland
440,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
441,Bareland,Bareland,Grassland,NULL,Non_Wetland,Forest
442,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL
443,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
444,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
445,Bareland,Bareland,Cropland,NULL,Non_Wetland,Wetland
446,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
447,Bareland,Bareland,Wetland,NULL,Wetland,Grassland
448,Bareland,Bareland,Wetland,NULL,Wetland,Cropland
449,Bareland,Bareland,Wetland,NULL,Wetland,Wetland
450,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
451,Bareland,Bareland,Wetland,NULL,Wetland,Water
452,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
453,Bareland,Bareland,Wetland,Water,Wetland,Cropland
454,Bareland,Bareland,Wetland,Water,Wetland,Wetland
455,Bareland,Bareland,Wetland,Water,Wetland,Bareland
456,Bareland,Bareland,Wetland,Water,Wetland,Water
457,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
458,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL
459,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
460,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland
461,Bareland,Bareland,Bareland,NULL,Non_Wetland,Wetland
462,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
463,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
464,Bareland,Bareland,Bareland,NULL,Non_Wetland,Forest
465,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
466,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL
467,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
468,Bareland,Bareland,Bareland,Water,Non_Wetland,Wetland
469,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
470,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
471,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL
472,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
473,Bareland,Bareland,Built-up,NULL,Non_Wetland,Cropland
474,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
475,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
476,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
477,Bareland,Bareland,Water,NULL,Water,Bareland
478,Bareland,Bareland,Water,NULL,Water,Water
479,Bareland,Bareland,Water,Non_Water,Water,Bareland
480,Bareland,Bareland,Water,Water,Water,Wetland
481,Bareland,Bareland,Water,Water,Water,Bareland
482,Bareland,Bareland,Water,Water,Water,Water
483,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland
484,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL
485,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
486,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
487,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
488,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
489,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
490,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL
491,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
492,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
493,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up
494,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
495,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
496,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL
497,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
498,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
499,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
500,Bareland,Built-up,Bareland,Water,Non_Wetland,Bareland
501,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL
502,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
503,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
504,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
505,Bareland,Water,Grassland,NULL,Non_Wetland,NULL
506,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
507,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
508,Bareland,Water,Wetland,NULL,Wetland,Wetland
509,Bareland,Water,Wetland,NULL,Wetland,Bareland
510,Bareland,Water,Wetland,NULL,Wetland,Water
511,Bareland,Water,Wetland,Non_Water,Wetland,Bareland
512,Bareland,Water,Wetland,Water,Wetland,Wetland
513,Bareland,Water,Wetland,Water,Wetland,Bareland
514,Bareland,Water,Wetland,Water,Wetland,Water
515,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
516,Bareland,Water,Bareland,NULL,Non_Wetland,NULL
517,Bareland,Water,Bareland,NULL,Non_Wetland,Wetland
518,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
519,Bareland,Water,Bareland,NULL,Non_Wetland,Water
520,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
521,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
522,Bareland,Water,Bareland,Water,Non_Wetland,Water
523,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
524,Bareland,Water,Water,NULL,Water,Wetland
525,Bareland,Water,Water,Water,Water,Bareland
526,Bareland,Water,Water,Water,Water,Water
527,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland
528,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL
529,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
530,Bareland,Forest,Grassland,NULL,Non_Wetland,Cropland
531,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
532,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL
533,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland
534,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
535,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland
536,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
537,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
538,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
539,Water,NULL,Grassland,NULL,Non_Wetland,NULL
540,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
541,Water,NULL,Grassland,NULL,Non_Wetland,Wetland
542,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
543,Water,NULL,Grassland,NULL,Non_Wetland,Water
544,Water,NULL,Grassland,NULL,Non_Wetland,Forest
545,Water,NULL,Grassland,Water,Non_Wetland,Bareland
546,Water,NULL,Cropland,NULL,Non_Wetland,NULL
547,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
548,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
549,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
550,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland
551,Water,NULL,Wetland,NULL,Wetland,NULL
552,Water,NULL,Wetland,NULL,Wetland,Grassland
553,Water,NULL,Wetland,NULL,Wetland,Cropland
554,Water,NULL,Wetland,NULL,Wetland,Wetland
555,Water,NULL,Wetland,NULL,Wetland,Bareland
556,Water,NULL,Wetland,NULL,Wetland,Water
557,Water,NULL,Wetland,Non_Water,Wetland,Bareland
558,Water,NULL,Wetland,Water,Wetland,NULL
559,Water,NULL,Wetland,Water,Wetland,Cropland
560,Water,NULL,Wetland,Water,Wetland,Wetland
561,Water,NULL,Wetland,Water,Wetland,Bareland
562,Water,NULL,Wetland,Water,Wetland,Water
563,Water,NULL,Bareland,NULL,Non_Wetland,NULL
564,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
565,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
566,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
567,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
568,Water,NULL,Bareland,NULL,Non_Wetland,Water
569,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
570,Water,NULL,Bareland,Water,Non_Wetland,NULL
571,Water,NULL,Bareland,Water,Non_Wetland,Wetland
572,Water,NULL,Bareland,Water,Non_Wetland,Bareland
573,Water,NULL,Bareland,Water,Non_Wetland,Water
574,Water,NULL,Built-up,NULL,Non_Wetland,NULL
575,Water,NULL,Built-up,NULL,Non_Wetland,Cropland
576,Water,NULL,Built-up,NULL,Non_Wetland,Wetland
577,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
578,Water,NULL,Built-up,NULL,Non_Wetland,Water
579,Water,NULL,Built-up,Water,Non_Wetland,Bareland
580,Water,NULL,Water,NULL,Water,Grassland
581,Water,NULL,Water,NULL,Water,Wetland
582,Water,NULL,Water,NULL,Water,Bareland
583,Water,NULL,Water,NULL,Water,Water
584,Water,NULL,Water,Water,Water,NULL
585,Water,NULL,Water,Water,Water,Wetland
586,Water,NULL,Water,Water,Water,Bareland
587,Water,NULL,Water,Water,Water,Water
588,Water,Cropland,Grassland,NULL,Non_Wetland,NULL
589,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
590,Water,Cropland,Cropland,NULL,Non_Wetland,NULL
591,Water,Cropland,Wetland,NULL,Wetland,NULL
592,Water,Cropland,Wetland,NULL,Wetland,Wetland
593,Water,Cropland,Wetland,NULL,Wetland,Bareland
594,Water,Cropland,Bareland,NULL,Non_Wetland,NULL
595,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland
596,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
597,Water,Cropland,Bareland,Water,Non_Wetland,Bareland
598,Water,Cropland,Water,NULL,Water,Bareland
599,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland
600,Water,Wetland,Shrubland,Water,Non_Wetland,Bareland
601,Water,Wetland,Grassland,NULL,Non_Wetland,NULL
602,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland
603,Water,Wetland,Grassland,NULL,Non_Wetland,Bareland
604,Water,Wetland,Grassland,Water,Non_Wetland,Wetland
605,Water,Wetland,Cropland,NULL,Non_Wetland,NULL
606,Water,Wetland,Cropland,NULL,Non_Wetland,Wetland
607,Water,Wetland,Cropland,NULL,Non_Wetland,Bareland
608,Water,Wetland,Wetland,NULL,Wetland,NULL
609,Water,Wetland,Wetland,NULL,Wetland,Cropland
610,Water,Wetland,Wetland,NULL,Wetland,Wetland
611,Water,Wetland,Wetland,NULL,Wetland,Bareland
612,Water,Wetland,Wetland,Water,Wetland,Bareland
613,Water,Wetland,Bareland,NULL,Non_Wetland,NULL
614,Water,Wetland,Bareland,NULL,Non_Wetland,Cropland
615,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland
616,Water,Wetland,Bareland,NULL,Non_Wetland,Bareland
617,Water,Wetland,Bareland,NULL,Non_Wetland,Water
618,Water,Wetland,Bareland,Water,Non_Wetland,NULL
619,Water,Wetland,Bareland,Water,Non_Wetland,Wetland
620,Water,Wetland,Bareland,Water,Non_Wetland,Bareland
621,Water,Wetland,Built-up,NULL,Non_Wetland,Wetland
622,Water,Wetland,Built-up,NULL,Non_Wetland,Bareland
623,Water,Wetland,Built-up,Water,Non_Wetland,Bareland
624,Water,Wetland,Water,NULL,Water,Bareland
625,Water,Wetland,Water,NULL,Water,Water
626,Water,Wetland,Water,Water,Water,NULL
627,Water,Wetland,Water,Water,Water,Wetland
628,Water,Wetland,Water,Water,Water,Bareland
629,Water,Wetland,Water,Water,Water,Water
630,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL
631,Water,Bareland,Shrubland,NULL,Non_Wetland,Wetland
632,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
633,Water,Bareland,Shrubland,NULL,Non_Wetland,Water
634,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
635,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland
636,Water,Bareland,Grassland,NULL,Non_Wetland,Cropland
637,Water,Bareland,Grassland,NULL,Non_Wetland,Wetland
638,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
639,Water,Bareland,Grassland,NULL,Non_Wetland,Water
640,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
641,Water,Bareland,Grassland,Water,Non_Wetland,Water
642,Water,Bareland,Cropland,NULL,Non_Wetland,Water
643,Water,Bareland,Wetland,NULL,Wetland,Grassland
644,Water,Bareland,Wetland,NULL,Wetland,Wetland
645,Water,Bareland,Wetland,NULL,Wetland,Bareland
646,Water,Bareland,Wetland,NULL,Wetland,Water
647,Water,Bareland,Wetland,Non_Water,Wetland,Bareland
648,Water,Bareland,Wetland,Water,Wetland,Wetland
649,Water,Bareland,Wetland,Water,Wetland,Bareland
650,Water,Bareland,Wetland,Water,Wetland,Water
651,Water,Bareland,Bareland,NULL,Non_Wetland,NULL
652,Water,Bareland,Bareland,NULL,Non_Wetland,Cropland
653,Water,Bareland,Bareland,NULL,Non_Wetland,Wetland
654,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
655,Water,Bareland,Bareland,NULL,Non_Wetland,Water
656,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
657,Water,Bareland,Bareland,Non_Water,Non_Wetland,Water
658,Water,Bareland,Bareland,Water,Non_Wetland,Wetland
659,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
660,Water,Bareland,Bareland,Water,Non_Wetland,Water
661,Water,Bareland,Built-up,NULL,Non_Wetland,Wetland
662,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland
663,Water,Bareland,Built-up,NULL,Non_Wetland,Water
664,Water,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
665,Water,Bareland,Built-up,Water,Non_Wetland,Bareland
666,Water,Bareland,Built-up,Water,Non_Wetland,Water
667,Water,Bareland,Water,NULL,Water,NULL
668,Water,Bareland,Water,NULL,Water,Wetland
669,Water,Bareland,Water,NULL,Water,Bareland
670,Water,Bareland,Water,NULL,Water,Water
671,Water,Bareland,Water,Water,Water,NULL
672,Water,Bareland,Water,Water,Water,Wetland
673,Water,Bareland,Water,Water,Water,Bareland
674,Water,Bareland,Water,Water,Water,Water
675,Water,Water,Shrubland,NULL,Non_Wetland,NULL
676,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
677,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
678,Water,Water,Shrubland,NULL,Non_Wetland,Water
679,Water,Water,Shrubland,Water,Non_Wetland,Bareland
680,Water,Water,Shrubland,Water,Non_Wetland,Water
681,Water,Water,Grassland,NULL,Non_Wetland,NULL
682,Water,Water,Grassland,NULL,Non_Wetland,Cropland
683,Water,Water,Grassland,NULL,Non_Wetland,Wetland
684,Water,Water,Grassland,NULL,Non_Wetland,Bareland
685,Water,Water,Grassland,NULL,Non_Wetland,Water
686,Water,Water,Grassland,Water,Non_Wetland,Cropland
687,Water,Water,Grassland,Water,Non_Wetland,Wetland
688,Water,Water,Grassland,Water,Non_Wetland,Bareland
689,Water,Water,Grassland,Water,Non_Wetland,Water
690,Water,Water,Cropland,NULL,Non_Wetland,NULL
691,Water,Water,Cropland,NULL,Non_Wetland,Wetland
692,Water,Water,Cropland,NULL,Non_Wetland,Bareland
693,Water,Water,Cropland,NULL,Non_Wetland,Water
694,Water,Water,Cropland,Water,Non_Wetland,NULL
695,Water,Water,Cropland,Water,Non_Wetland,Water
696,Water,Water,Wetland,NULL,Wetland,NULL
697,Water,Water,Wetland,NULL,Wetland,Cropland
698,Water,Water,Wetland,NULL,Wetland,Wetland
699,Water,Water,Wetland,NULL,Wetland,Bareland
700,Water,Water,Wetland,NULL,Wetland,Water
701,Water,Water,Wetland,Non_Water,Wetland,Wetland
702,Water,Water,Wetland,Non_Water,Wetland,Bareland
703,Water,Water,Wetland,Non_Water,Wetland,Water
704,Water,Water,Wetland,Water,Wetland,NULL
705,Water,Water,Wetland,Water,Wetland,Cropland
706,Water,Water,Wetland,Water,Wetland,Wetland
707,Water,Water,Wetland,Water,Wetland,Bareland
708,Water,Water,Wetland,Water,Wetland,Water
709,Water,Water,Bareland,NULL,Non_Wetland,NULL
710,Water,Water,Bareland,NULL,Non_Wetland,Cropland
711,Water,Water,Bareland,NULL,Non_Wetland,Wetland
712,Water,Water,Bareland,NULL,Non_Wetland,Bareland
713,Water,Water,Bareland,NULL,Non_Wetland,Water
714,Water,Water,Bareland,Non_Water,Non_Wetland,Water
715,Water,Water,Bareland,Water,Non_Wetland,NULL
716,Water,Water,Bareland,Water,Non_Wetland,Cropland
717,Water,Water,Bareland,Water,Non_Wetland,Wetland
718,Water,Water,Bareland,Water,Non_Wetland,Bareland
719,Water,Water,Bareland,Water,Non_Wetland,Water
720,Water,Water,Built-up,NULL,Non_Wetland,NULL
721,Water,Water,Built-up,NULL,Non_Wetland,Cropland
722,Water,Water,Built-up,NULL,Non_Wetland,Wetland
723,Water,Water,Built-up,NULL,Non_Wetland,Bareland
724,Water,Water,Built-up,NULL,Non_Wetland,Water
725,Water,Water,Built-up,Water,Non_Wetland,NULL
726,Water,Water,Built-up,Water,Non_Wetland,Wetland
727,Water,Water,Built-up,Water,Non_Wetland,Bareland
728,Water,Water,Built-up,Water,Non_Wetland,Water
729,Water,Water,Water,NULL,Water,NULL
730,Water,Water,Water,NULL,Water,Wetland
731,Water,Water,Water,NULL,Water,Bareland
732,Water,Water,Water,NULL,Water,Water
733,Water,Water,Water,Water,Water,NULL
734,Water,Water,Water,Water,Water,Wetland
735,Water,Water,Water,Water,Water,Bareland
736,Water,Water,Water,Water,Water,Water
737,Water,Forest,Grassland,NULL,Non_Wetland,NULL
738,Water,Forest,Grassland,NULL,Non_Wetland,Bareland
739,Water,Forest,Wetland,NULL,Wetland,NULL
740,Water,Forest,Wetland,NULL,Wetland,Wetland
741,Water,Forest,Wetland,NULL,Wetland,Bareland
742,Water,Forest,Bareland,NULL,Non_Wetland,NULL
743,Water,Forest,Bareland,NULL,Non_Wetland,Wetland
744,Water,Forest,Bareland,NULL,Non_Wetland,Bareland
745,Water,Forest,Bareland,Water,Non_Wetland,Bareland
746,Water,Forest,Water,NULL,Water,Bareland
747,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Wetland
748,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland
749,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,Bareland
750,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Wetland
751,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Bareland
752,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Water
753,Permanent_ice_and_snow,Bareland,Bareland,Water,Non_Wetland,Bareland
754,Permanent_ice_and_snow,Bareland,Water,Water,Water,Bareland
755,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Bareland
756,Permanent_ice_and_snow,Water,Built-up,NULL,Non_Wetland,Bareland
757,Forest,NULL,NULL,NULL,Non_Wetland,NULL
758,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
759,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
760,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
761,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
762,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
763,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
764,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
765,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
766,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
767,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
768,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
769,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
770,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
771,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
772,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
773,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
774,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
775,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
776,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
777,Forest,NULL,Wetland,NULL,Wetland,NULL
778,Forest,NULL,Wetland,NULL,Wetland,Wetland
779,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
780,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
781,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
782,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
783,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
784,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
785,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
786,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
787,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
788,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
789,Forest,NULL,Forest,NULL,Non_Wetland,NULL
790,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
791,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
792,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
793,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
794,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
795,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
796,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
797,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
798,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland
799,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
800,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
801,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland
802,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland
803,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
804,Forest,Forest,NULL,NULL,Non_Wetland,NULL
805,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
806,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
807,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
808,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
809,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
810,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
811,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
812,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
813,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
814,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
815,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
816,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
817,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
818,Forest,Forest,Wetland,NULL,Wetland,NULL
819,Forest,Forest,Wetland,NULL,Wetland,Wetland
820,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
821,Forest,Forest,Forest,NULL,Non_Wetland,Forest
