Value,AFRICA_2024_DynamicWorld_2024_37NBJ_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NBJ_M_R,AFRICA_2024_GLC_FCS30D_2022_37NBJ_M_R,AFRICA_2024_GSW_Yearly_2021_37NBJ_M_R,AFRICA_2024_GWL_FCS30D_2022_37NBJ_M_R,AFRICA_2024_WorldCover_2021_37NBJ_M_R
421,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL
422,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland
423,Grassland,Cropland,Bareland,NULL,Non_Wetland,Cropland
424,Grassland,Cropland,Bareland,NULL,Non_Wetland,Wetland
425,Grassland,Cropland,Bareland,NULL,Non_Wetland,Bareland
426,Grassland,Cropland,Bareland,NULL,Non_Wetland,Built-up
427,Grassland,Cropland,Bareland,NULL,Non_Wetland,Forest
428,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
429,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
430,Grassland,Cropland,Bareland,Water,Non_Wetland,Cropland
431,Grassland,Cropland,Bareland,Water,Non_Wetland,Wetland
432,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL
433,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland
434,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland
435,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up
436,Grassland,Cropland,Built-up,NULL,Non_Wetland,Forest
437,Grassland,Cropland,Water,NULL,Water,Wetland
438,Grassland,Cropland,Water,Water,Water,Wetland
439,Grassland,Cropland,Water,Water,Water,Water
440,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL
441,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
442,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland
443,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland
444,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland
445,Grassland,Cropland,Forest,NULL,Non_Wetland,Built-up
446,Grassland,Cropland,Forest,NULL,Non_Wetland,Water
447,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
448,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL
449,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
450,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
451,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
452,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Forest
453,Grassland,Cropland,Forest,Water,Non_Wetland,Grassland
454,Grassland,Cropland,Forest,Water,Non_Wetland,Cropland
455,Grassland,Cropland,Forest,Water,Non_Wetland,Wetland
456,Grassland,Cropland,Forest,Water,Non_Wetland,Water
457,Grassland,Cropland,Forest,Water,Non_Wetland,Forest
458,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL
459,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
460,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
461,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland
462,Grassland,Wetland,Cropland,NULL,Non_Wetland,Cropland
463,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL
464,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland
465,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL
466,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland
467,Grassland,Built-up,NULL,NULL,Non_Wetland,Cropland
468,Grassland,Built-up,NULL,NULL,Non_Wetland,Forest
469,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
470,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
471,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Forest
472,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland
473,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL
474,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland
475,Grassland,Built-up,Cropland,NULL,Non_Wetland,Cropland
476,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest
477,Grassland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
478,Grassland,Built-up,Bareland,NULL,Non_Wetland,Built-up
479,Grassland,Built-up,Built-up,NULL,Non_Wetland,Cropland
480,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up
481,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL
482,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland
483,Grassland,Built-up,Forest,NULL,Non_Wetland,Cropland
484,Grassland,Built-up,Forest,NULL,Non_Wetland,Wetland
485,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up
486,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest
487,Grassland,Water,NULL,NULL,Non_Wetland,Cropland
488,Grassland,Water,NULL,NULL,Non_Wetland,Forest
489,Grassland,Water,NULL,Water,Non_Wetland,Cropland
490,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL
491,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland
492,Grassland,Water,Shrubland,NULL,Non_Wetland,Cropland
493,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland
494,Grassland,Water,Shrubland,NULL,Non_Wetland,Forest
495,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Cropland
496,Grassland,Water,Shrubland,Water,Non_Wetland,Cropland
497,Grassland,Water,Shrubland,Water,Non_Wetland,Wetland
498,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland
499,Grassland,Water,Cropland,NULL,Non_Wetland,Cropland
500,Grassland,Water,Cropland,Water,Non_Wetland,Cropland
501,Grassland,Water,Wetland,NULL,Wetland,Grassland
502,Grassland,Water,Wetland,NULL,Wetland,Cropland
503,Grassland,Water,Wetland,NULL,Wetland,Forest
504,Grassland,Water,Wetland,Non_Water,Wetland,Cropland
505,Grassland,Water,Wetland,Water,Wetland,Cropland
506,Grassland,Water,Wetland,Water,Wetland,Wetland
507,Grassland,Water,Bareland,NULL,Non_Wetland,Grassland
508,Grassland,Water,Bareland,NULL,Non_Wetland,Cropland
509,Grassland,Water,Bareland,NULL,Non_Wetland,Wetland
510,Grassland,Water,Bareland,NULL,Non_Wetland,Forest
511,Grassland,Water,Built-up,NULL,Non_Wetland,Grassland
512,Grassland,Water,Built-up,NULL,Non_Wetland,Cropland
513,Grassland,Water,Water,Water,Water,Cropland
514,Grassland,Water,Forest,NULL,Non_Wetland,NULL
515,Grassland,Water,Forest,NULL,Non_Wetland,Grassland
516,Grassland,Water,Forest,NULL,Non_Wetland,Cropland
517,Grassland,Water,Forest,NULL,Non_Wetland,Wetland
518,Grassland,Water,Forest,NULL,Non_Wetland,Forest
519,Grassland,Water,Forest,Non_Water,Non_Wetland,Cropland
520,Grassland,Water,Forest,Water,Non_Wetland,Grassland
521,Grassland,Water,Forest,Water,Non_Wetland,Cropland
522,Grassland,Water,Forest,Water,Non_Wetland,Forest
523,Grassland,Forest,NULL,NULL,Non_Wetland,NULL
524,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
525,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland
526,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland
527,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
528,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
529,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
530,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland
531,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
532,Grassland,Forest,Shrubland,Water,Non_Wetland,Cropland
533,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
534,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL
535,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
536,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland
537,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland
538,Grassland,Forest,Cropland,NULL,Non_Wetland,Built-up
539,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
540,Grassland,Forest,Cropland,Water,Non_Wetland,Cropland
541,Grassland,Forest,Wetland,NULL,Wetland,NULL
542,Grassland,Forest,Wetland,NULL,Wetland,Grassland
543,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL
544,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland
545,Grassland,Forest,Bareland,NULL,Non_Wetland,Cropland
546,Grassland,Forest,Bareland,NULL,Non_Wetland,Forest
547,Grassland,Forest,Bareland,Water,Non_Wetland,Cropland
548,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland
549,Grassland,Forest,Built-up,NULL,Non_Wetland,Forest
550,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
551,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
552,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
553,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland
554,Grassland,Forest,Forest,NULL,Non_Wetland,Built-up
555,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
556,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL
557,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland
558,Grassland,Forest,Forest,Non_Water,Non_Wetland,Cropland
559,Grassland,Forest,Forest,Water,Non_Wetland,Grassland
560,Grassland,Forest,Forest,Water,Non_Wetland,Cropland
561,Grassland,Forest,Forest,Water,Non_Wetland,Wetland
562,Grassland,Forest,Forest,Water,Non_Wetland,Forest
563,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
564,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
565,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
566,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland
567,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
568,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up
569,Cropland,NULL,NULL,NULL,Non_Wetland,Water
570,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
571,Cropland,NULL,NULL,Non_Water,Non_Wetland,Wetland
572,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
573,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
574,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
575,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
576,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
577,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
578,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
579,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
580,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
581,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
582,Cropland,NULL,Shrubland,Water,Non_Wetland,Cropland
583,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
584,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
585,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
586,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
587,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
588,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
589,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
590,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
591,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland
592,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
593,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
594,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
595,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
596,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
597,Cropland,NULL,Wetland,NULL,Wetland,Cropland
598,Cropland,NULL,Wetland,NULL,Wetland,Wetland
599,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
600,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
601,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
602,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
603,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland
604,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
605,Cropland,NULL,Bareland,NULL,Non_Wetland,Built-up
606,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
607,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
608,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
609,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
610,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
611,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
612,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
613,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
614,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
615,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
616,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
617,Cropland,NULL,Forest,NULL,Non_Wetland,Water
618,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
619,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
620,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland
621,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland
622,Cropland,NULL,Forest,Water,Non_Wetland,Grassland
623,Cropland,NULL,Forest,Water,Non_Wetland,Cropland
624,Cropland,NULL,Forest,Water,Non_Wetland,Wetland
625,Cropland,NULL,Forest,Water,Non_Wetland,Forest
626,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
627,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
628,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
629,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland
630,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
631,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up
632,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
633,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
634,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
635,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Wetland
636,Cropland,Cropland,NULL,Water,Non_Wetland,NULL
637,Cropland,Cropland,NULL,Water,Non_Wetland,Grassland
638,Cropland,Cropland,NULL,Water,Non_Wetland,Cropland
639,Cropland,Cropland,NULL,Water,Non_Wetland,Wetland
640,Cropland,Cropland,NULL,Water,Non_Wetland,Water
641,Cropland,Cropland,NULL,Water,Non_Wetland,Forest
642,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
643,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
644,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
645,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
646,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
647,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
648,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
649,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
650,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
651,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
652,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
653,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
654,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland
655,Cropland,Cropland,Shrubland,Water,Non_Wetland,Wetland
656,Cropland,Cropland,Shrubland,Water,Non_Wetland,Water
657,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
658,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
659,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
660,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland
661,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
662,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
663,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
664,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
665,Cropland,Cropland,Grassland,Water,Non_Wetland,Cropland
666,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
667,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
668,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
669,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
670,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
671,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
672,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
673,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
674,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
675,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland
676,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
677,Cropland,Cropland,Cropland,Water,Non_Wetland,Wetland
678,Cropland,Cropland,Cropland,Water,Non_Wetland,Water
679,Cropland,Cropland,Wetland,NULL,Wetland,NULL
680,Cropland,Cropland,Wetland,NULL,Wetland,Grassland
681,Cropland,Cropland,Wetland,NULL,Wetland,Cropland
682,Cropland,Cropland,Wetland,NULL,Wetland,Wetland
683,Cropland,Cropland,Wetland,NULL,Wetland,Forest
684,Cropland,Cropland,Wetland,Non_Water,Wetland,Cropland
685,Cropland,Cropland,Wetland,Non_Water,Wetland,Wetland
686,Cropland,Cropland,Wetland,Non_Water,Wetland,Forest
687,Cropland,Cropland,Wetland,Water,Wetland,Cropland
688,Cropland,Cropland,Wetland,Water,Wetland,Wetland
689,Cropland,Cropland,Wetland,Water,Wetland,Water
690,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
691,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
692,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
693,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
694,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
695,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
696,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
697,Cropland,Cropland,Bareland,NULL,Non_Wetland,Wetland
698,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
699,Cropland,Cropland,Bareland,NULL,Non_Wetland,Built-up
700,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
701,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
702,Cropland,Cropland,Bareland,Water,Non_Wetland,Cropland
703,Cropland,Cropland,Bareland,Water,Non_Wetland,Water
704,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
705,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
706,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
707,Cropland,Cropland,Built-up,NULL,Non_Wetland,Wetland
708,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
709,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
710,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
711,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
712,Cropland,Cropland,Built-up,Water,Non_Wetland,Cropland
713,Cropland,Cropland,Water,NULL,Water,Cropland
714,Cropland,Cropland,Water,Water,Water,Wetland
715,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
716,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
717,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
718,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
719,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
720,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
721,Cropland,Cropland,Forest,NULL,Non_Wetland,Water
722,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
723,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL
724,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
725,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
726,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
727,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
728,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland
729,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland
730,Cropland,Cropland,Forest,Water,Non_Wetland,Wetland
731,Cropland,Cropland,Forest,Water,Non_Wetland,Water
732,Cropland,Cropland,Forest,Water,Non_Wetland,Forest
733,Cropland,Wetland,NULL,NULL,Non_Wetland,Cropland
734,Cropland,Wetland,NULL,NULL,Non_Wetland,Forest
735,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
736,Cropland,Wetland,Cropland,NULL,Non_Wetland,Cropland
737,Cropland,Wetland,Forest,NULL,Non_Wetland,Cropland
738,Cropland,Wetland,Forest,NULL,Non_Wetland,Wetland
739,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest
740,Cropland,Wetland,Forest,Water,Non_Wetland,Forest
741,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL
742,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
743,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
744,Cropland,Built-up,NULL,NULL,Non_Wetland,Wetland
745,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up
746,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
747,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
748,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
749,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
750,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
751,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
752,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
753,Cropland,Built-up,Shrubland,Water,Non_Wetland,Grassland
754,Cropland,Built-up,Shrubland,Water,Non_Wetland,Water
755,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
756,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
757,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
758,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
759,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
760,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
761,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
762,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
763,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
764,Cropland,Built-up,Cropland,NULL,Non_Wetland,Wetland
765,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
766,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
767,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
768,Cropland,Built-up,Wetland,NULL,Wetland,Forest
769,Cropland,Built-up,Wetland,Non_Water,Wetland,Water
770,Cropland,Built-up,Wetland,Water,Wetland,Water
771,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
772,Cropland,Built-up,Bareland,NULL,Non_Wetland,Cropland
773,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
774,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
775,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
776,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
777,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
778,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
779,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
780,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
781,Cropland,Built-up,Forest,NULL,Non_Wetland,Wetland
782,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland
783,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
784,Cropland,Built-up,Forest,NULL,Non_Wetland,Water
785,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
786,Cropland,Built-up,Forest,Water,Non_Wetland,Forest
787,Cropland,Water,NULL,NULL,Non_Wetland,Cropland
788,Cropland,Water,NULL,NULL,Non_Wetland,Bareland
789,Cropland,Water,NULL,NULL,Non_Wetland,Forest
790,Cropland,Water,NULL,Non_Water,Non_Wetland,Cropland
791,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
792,Cropland,Water,Shrubland,NULL,Non_Wetland,Cropland
793,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
794,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Cropland
795,Cropland,Water,Shrubland,Water,Non_Wetland,Cropland
796,Cropland,Water,Shrubland,Water,Non_Wetland,Wetland
797,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
798,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
799,Cropland,Water,Cropland,NULL,Non_Wetland,Wetland
800,Cropland,Water,Cropland,Non_Water,Non_Wetland,Cropland
801,Cropland,Water,Cropland,Water,Non_Wetland,Cropland
802,Cropland,Water,Cropland,Water,Non_Wetland,Wetland
803,Cropland,Water,Wetland,NULL,Wetland,Wetland
804,Cropland,Water,Wetland,Non_Water,Wetland,Cropland
805,Cropland,Water,Wetland,Non_Water,Wetland,Wetland
806,Cropland,Water,Wetland,Water,Wetland,Cropland
807,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
808,Cropland,Water,Bareland,NULL,Non_Wetland,Cropland
809,Cropland,Water,Bareland,NULL,Non_Wetland,Wetland
810,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
811,Cropland,Water,Built-up,NULL,Non_Wetland,Grassland
812,Cropland,Water,Built-up,NULL,Non_Wetland,Cropland
813,Cropland,Water,Water,NULL,Water,Cropland
814,Cropland,Water,Water,NULL,Water,Wetland
815,Cropland,Water,Water,NULL,Water,Water
816,Cropland,Water,Forest,NULL,Non_Wetland,NULL
817,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
818,Cropland,Water,Forest,NULL,Non_Wetland,Cropland
819,Cropland,Water,Forest,NULL,Non_Wetland,Wetland
820,Cropland,Water,Forest,NULL,Non_Wetland,Forest
821,Cropland,Water,Forest,Non_Water,Non_Wetland,Cropland
822,Cropland,Water,Forest,Water,Non_Wetland,Cropland
823,Cropland,Water,Forest,Water,Non_Wetland,Wetland
824,Cropland,Water,Forest,Water,Non_Wetland,Water
825,Cropland,Water,Forest,Water,Non_Wetland,Forest
826,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
827,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
828,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
829,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland
830,Cropland,Forest,NULL,NULL,Non_Wetland,Built-up
831,Cropland,Forest,NULL,NULL,Non_Wetland,Water
832,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
833,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
834,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
835,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
836,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland
837,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland
838,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
839,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
840,Cropland,Forest,Shrubland,Water,Non_Wetland,Water
841,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
842,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
843,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland
