Value,AFRICA_2024_DynamicWorld_2024_37NCJ_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NCJ_M_R,AFRICA_2024_GLC_FCS30D_2022_37NCJ_M_R,AFRICA_2024_GSW_Yearly_2021_37NCJ_M_R,AFRICA_2024_GWL_FCS30D_2022_37NCJ_M_R,AFRICA_2024_WorldCover_2021_37NCJ_M_R
425,Grassland,NULL,Wetland,Water,Wetland,Cropland
426,Grassland,NULL,Wetland,Water,Wetland,Wetland
427,Grassland,NULL,Wetland,Water,Wetland,Water
428,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
429,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
430,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL
431,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland
432,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland
433,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland
434,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland
435,Grassland,NULL,Bareland,NULL,Non_Wetland,Water
436,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest
437,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
438,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland
439,Grassland,NULL,Bareland,Water,Non_Wetland,Cropland
440,Grassland,NULL,Bareland,Water,Non_Wetland,Forest
441,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL
442,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland
443,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland
444,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up
445,Grassland,NULL,Built-up,NULL,Non_Wetland,Water
446,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Cropland
447,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Water
448,Grassland,NULL,Water,NULL,Water,Cropland
449,Grassland,NULL,Water,Non_Water,Water,Cropland
450,Grassland,NULL,Water,Water,Water,Grassland
451,Grassland,NULL,Water,Water,Water,Cropland
452,Grassland,NULL,Water,Water,Water,Wetland
453,Grassland,NULL,Forest,NULL,Non_Wetland,NULL
454,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
455,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland
456,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland
457,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up
458,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
459,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL
460,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland
461,Grassland,NULL,Forest,Non_Water,Non_Wetland,Cropland
462,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest
463,Grassland,NULL,Forest,Water,Non_Wetland,NULL
464,Grassland,NULL,Forest,Water,Non_Wetland,Grassland
465,Grassland,NULL,Forest,Water,Non_Wetland,Cropland
466,Grassland,NULL,Forest,Water,Non_Wetland,Wetland
467,Grassland,NULL,Forest,Water,Non_Wetland,Water
468,Grassland,NULL,Forest,Water,Non_Wetland,Forest
469,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL
470,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland
471,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland
472,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland
473,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland
474,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest
475,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
476,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
477,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Wetland
478,Grassland,Cropland,NULL,Water,Non_Wetland,Grassland
479,Grassland,Cropland,NULL,Water,Non_Wetland,Cropland
480,Grassland,Cropland,NULL,Water,Non_Wetland,Water
481,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL
482,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
483,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
484,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
485,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
486,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
487,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water
488,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest
489,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
490,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
491,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
492,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
493,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland
494,Grassland,Cropland,Shrubland,Water,Non_Wetland,Cropland
495,Grassland,Cropland,Shrubland,Water,Non_Wetland,Wetland
496,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL
497,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
498,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland
499,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland
500,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up
501,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
502,Grassland,Cropland,Grassland,Water,Non_Wetland,Cropland
503,Grassland,Cropland,Grassland,Water,Non_Wetland,Water
504,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL
505,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
506,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
507,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland
508,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland
509,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up
510,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water
511,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest
512,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
513,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
514,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
515,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland
516,Grassland,Cropland,Cropland,Water,Non_Wetland,Cropland
517,Grassland,Cropland,Cropland,Water,Non_Wetland,Wetland
518,Grassland,Cropland,Cropland,Water,Non_Wetland,Water
519,Grassland,Cropland,Wetland,NULL,Wetland,NULL
520,Grassland,Cropland,Wetland,NULL,Wetland,Grassland
521,Grassland,Cropland,Wetland,NULL,Wetland,Cropland
522,Grassland,Cropland,Wetland,NULL,Wetland,Wetland
523,Grassland,Cropland,Wetland,NULL,Wetland,Forest
524,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL
525,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland
526,Grassland,Cropland,Wetland,Non_Water,Wetland,Cropland
527,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland
528,Grassland,Cropland,Wetland,Water,Wetland,Cropland
529,Grassland,Cropland,Wetland,Water,Wetland,Wetland
530,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
531,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
532,Grassland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,Cropland
533,Grassland,Cropland,Lichens_and_Mosses,Water,Non_Wetland,Cropland
534,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL
535,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland
536,Grassland,Cropland,Bareland,NULL,Non_Wetland,Cropland
537,Grassland,Cropland,Bareland,NULL,Non_Wetland,Wetland
538,Grassland,Cropland,Bareland,NULL,Non_Wetland,Bareland
539,Grassland,Cropland,Bareland,NULL,Non_Wetland,Forest
540,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
541,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
542,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
543,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
544,Grassland,Cropland,Bareland,Water,Non_Wetland,Cropland
545,Grassland,Cropland,Bareland,Water,Non_Wetland,Water
546,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland
547,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland
548,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland
549,Grassland,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
550,Grassland,Cropland,Built-up,Non_Water,Non_Wetland,Wetland
551,Grassland,Cropland,Water,NULL,Water,Grassland
552,Grassland,Cropland,Water,NULL,Water,Cropland
553,Grassland,Cropland,Water,NULL,Water,Wetland
554,Grassland,Cropland,Water,Non_Water,Water,Cropland
555,Grassland,Cropland,Water,Water,Water,Cropland
556,Grassland,Cropland,Water,Water,Water,Water
557,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL
558,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
559,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland
560,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland
561,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland
562,Grassland,Cropland,Forest,NULL,Non_Wetland,Built-up
563,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
564,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
565,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
566,Grassland,Cropland,Forest,Water,Non_Wetland,Grassland
567,Grassland,Cropland,Forest,Water,Non_Wetland,Cropland
568,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL
569,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
570,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
571,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland
572,Grassland,Wetland,Cropland,NULL,Non_Wetland,Cropland
573,Grassland,Wetland,Wetland,NULL,Wetland,Cropland
574,Grassland,Wetland,Wetland,Non_Water,Wetland,Cropland
575,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland
576,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL
577,Grassland,Bareland,Cropland,NULL,Non_Wetland,Cropland
578,Grassland,Bareland,Wetland,NULL,Wetland,Cropland
579,Grassland,Bareland,Wetland,Non_Water,Wetland,Cropland
580,Grassland,Bareland,Built-up,NULL,Non_Wetland,Cropland
581,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL
582,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland
583,Grassland,Built-up,NULL,NULL,Non_Wetland,Cropland
584,Grassland,Built-up,NULL,NULL,Non_Wetland,Wetland
585,Grassland,Built-up,NULL,NULL,Non_Wetland,Forest
586,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL
587,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
588,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
589,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
590,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland
591,Grassland,Built-up,Grassland,NULL,Non_Wetland,Cropland
592,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up
593,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL
594,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland
595,Grassland,Built-up,Cropland,NULL,Non_Wetland,Cropland
596,Grassland,Built-up,Cropland,NULL,Non_Wetland,Wetland
597,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up
598,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest
599,Grassland,Built-up,Wetland,Water,Wetland,Wetland
600,Grassland,Built-up,Bareland,NULL,Non_Wetland,Cropland
601,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL
602,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland
603,Grassland,Built-up,Built-up,NULL,Non_Wetland,Cropland
604,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL
605,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland
606,Grassland,Built-up,Forest,NULL,Non_Wetland,Cropland
607,Grassland,Built-up,Forest,NULL,Non_Wetland,Wetland
608,Grassland,Built-up,Forest,NULL,Non_Wetland,Bareland
609,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up
610,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest
611,Grassland,Water,NULL,NULL,Non_Wetland,NULL
612,Grassland,Water,NULL,NULL,Non_Wetland,Forest
613,Grassland,Water,NULL,Non_Water,Non_Wetland,Cropland
614,Grassland,Water,NULL,Water,Non_Wetland,Cropland
615,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL
616,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland
617,Grassland,Water,Shrubland,NULL,Non_Wetland,Cropland
618,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland
619,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Cropland
620,Grassland,Water,Shrubland,Water,Non_Wetland,Cropland
621,Grassland,Water,Shrubland,Water,Non_Wetland,Wetland
622,Grassland,Water,Grassland,NULL,Non_Wetland,Cropland
623,Grassland,Water,Grassland,Non_Water,Non_Wetland,Cropland
624,Grassland,Water,Grassland,Water,Non_Wetland,Cropland
625,Grassland,Water,Cropland,NULL,Non_Wetland,NULL
626,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland
627,Grassland,Water,Cropland,NULL,Non_Wetland,Cropland
628,Grassland,Water,Cropland,NULL,Non_Wetland,Wetland
629,Grassland,Water,Cropland,Non_Water,Non_Wetland,Cropland
630,Grassland,Water,Cropland,Non_Water,Non_Wetland,Bareland
631,Grassland,Water,Cropland,Water,Non_Wetland,Cropland
632,Grassland,Water,Wetland,NULL,Wetland,Grassland
633,Grassland,Water,Wetland,NULL,Wetland,Cropland
634,Grassland,Water,Wetland,NULL,Wetland,Wetland
635,Grassland,Water,Wetland,Non_Water,Wetland,Cropland
636,Grassland,Water,Wetland,Non_Water,Wetland,Wetland
637,Grassland,Water,Wetland,Non_Water,Wetland,Water
638,Grassland,Water,Wetland,Water,Wetland,Grassland
639,Grassland,Water,Wetland,Water,Wetland,Cropland
640,Grassland,Water,Wetland,Water,Wetland,Wetland
641,Grassland,Water,Wetland,Water,Wetland,Bareland
642,Grassland,Water,Wetland,Water,Wetland,Water
643,Grassland,Water,Bareland,NULL,Non_Wetland,NULL
644,Grassland,Water,Bareland,NULL,Non_Wetland,Grassland
645,Grassland,Water,Bareland,NULL,Non_Wetland,Cropland
646,Grassland,Water,Bareland,NULL,Non_Wetland,Wetland
647,Grassland,Water,Bareland,NULL,Non_Wetland,Forest
648,Grassland,Water,Bareland,Water,Non_Wetland,Cropland
649,Grassland,Water,Bareland,Water,Non_Wetland,Water
650,Grassland,Water,Built-up,NULL,Non_Wetland,Grassland
651,Grassland,Water,Built-up,Non_Water,Non_Wetland,Cropland
652,Grassland,Water,Water,Non_Water,Water,Cropland
653,Grassland,Water,Water,Water,Water,Cropland
654,Grassland,Water,Forest,NULL,Non_Wetland,NULL
655,Grassland,Water,Forest,NULL,Non_Wetland,Grassland
656,Grassland,Water,Forest,NULL,Non_Wetland,Cropland
657,Grassland,Water,Forest,NULL,Non_Wetland,Forest
658,Grassland,Water,Forest,Non_Water,Non_Wetland,Cropland
659,Grassland,Water,Forest,Water,Non_Wetland,Grassland
660,Grassland,Water,Forest,Water,Non_Wetland,Cropland
661,Grassland,Water,Forest,Water,Non_Wetland,Wetland
662,Grassland,Forest,NULL,NULL,Non_Wetland,NULL
663,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
664,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland
665,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
666,Grassland,Forest,NULL,Water,Non_Wetland,Grassland
667,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
668,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
669,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland
670,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
671,Grassland,Forest,Shrubland,Water,Non_Wetland,Grassland
672,Grassland,Forest,Shrubland,Water,Non_Wetland,Cropland
673,Grassland,Forest,Shrubland,Water,Non_Wetland,Forest
674,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL
675,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL
676,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
677,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland
678,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland
679,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
680,Grassland,Forest,Cropland,Water,Non_Wetland,Cropland
681,Grassland,Forest,Wetland,NULL,Wetland,Cropland
682,Grassland,Forest,Wetland,NULL,Wetland,Wetland
683,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland
684,Grassland,Forest,Wetland,Water,Wetland,Wetland
685,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL
686,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland
687,Grassland,Forest,Bareland,NULL,Non_Wetland,Cropland
688,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland
689,Grassland,Forest,Bareland,NULL,Non_Wetland,Forest
690,Grassland,Forest,Bareland,Water,Non_Wetland,Grassland
691,Grassland,Forest,Bareland,Water,Non_Wetland,Cropland
692,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland
693,Grassland,Forest,Built-up,NULL,Non_Wetland,Forest
694,Grassland,Forest,Water,Water,Water,Cropland
695,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
696,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
697,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
698,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland
699,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
700,Grassland,Forest,Forest,Non_Water,Non_Wetland,Cropland
701,Grassland,Forest,Forest,Water,Non_Wetland,NULL
702,Grassland,Forest,Forest,Water,Non_Wetland,Grassland
703,Grassland,Forest,Forest,Water,Non_Wetland,Cropland
704,Grassland,Forest,Forest,Water,Non_Wetland,Forest
705,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
706,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
707,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
708,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland
709,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
710,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up
711,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
712,Cropland,NULL,NULL,Non_Water,Non_Wetland,Cropland
713,Cropland,NULL,NULL,Non_Water,Non_Wetland,Wetland
714,Cropland,NULL,NULL,Non_Water,Non_Wetland,Bareland
715,Cropland,NULL,NULL,Water,Non_Wetland,Cropland
716,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
717,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
718,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
719,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
720,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
721,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
722,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
723,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
724,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
725,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
726,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
727,Cropland,NULL,Shrubland,Water,Non_Wetland,Cropland
728,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland
729,Cropland,NULL,Shrubland,Water,Non_Wetland,Forest
730,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
731,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
732,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
733,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
734,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
735,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
736,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
737,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
738,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
739,Cropland,NULL,Grassland,Water,Non_Wetland,Cropland
740,Cropland,NULL,Grassland,Water,Non_Wetland,Bareland
741,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
742,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
743,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
744,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland
745,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
746,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
747,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
748,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
749,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
750,Cropland,NULL,Cropland,Water,Non_Wetland,Cropland
751,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland
752,Cropland,NULL,Cropland,Water,Non_Wetland,Forest
753,Cropland,NULL,Wetland,NULL,Wetland,Grassland
754,Cropland,NULL,Wetland,NULL,Wetland,Cropland
755,Cropland,NULL,Wetland,Non_Water,Wetland,Cropland
756,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland
757,Cropland,NULL,Wetland,Water,Wetland,Cropland
758,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
759,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
760,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
761,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
762,Cropland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Cropland
763,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
764,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
765,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
766,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
767,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
768,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
769,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Water
770,Cropland,NULL,Bareland,Water,Non_Wetland,Cropland
771,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
772,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
773,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
774,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
775,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
776,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
777,Cropland,NULL,Water,NULL,Water,Cropland
778,Cropland,NULL,Water,Non_Water,Water,Cropland
779,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
780,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
781,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
782,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
783,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
784,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
785,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
786,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland
787,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland
788,Cropland,NULL,Forest,Water,Non_Wetland,Grassland
789,Cropland,NULL,Forest,Water,Non_Wetland,Cropland
790,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
791,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
792,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
793,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland
794,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
795,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up
796,Cropland,Cropland,NULL,NULL,Non_Wetland,Water
797,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
798,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
799,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
800,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Wetland
801,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Bareland
802,Cropland,Cropland,NULL,Water,Non_Wetland,Grassland
803,Cropland,Cropland,NULL,Water,Non_Wetland,Cropland
804,Cropland,Cropland,NULL,Water,Non_Wetland,Wetland
805,Cropland,Cropland,NULL,Water,Non_Wetland,Bareland
806,Cropland,Cropland,NULL,Water,Non_Wetland,Water
807,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
808,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
809,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
810,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
811,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
812,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
813,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
814,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
815,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
816,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
817,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
818,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
819,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland
820,Cropland,Cropland,Shrubland,Water,Non_Wetland,Wetland
821,Cropland,Cropland,Shrubland,Water,Non_Wetland,Bareland
822,Cropland,Cropland,Shrubland,Water,Non_Wetland,Water
823,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
824,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
825,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
826,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland
827,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
828,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
829,Cropland,Cropland,Grassland,NULL,Non_Wetland,Water
830,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
831,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
832,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
833,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
834,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Water
835,Cropland,Cropland,Grassland,Water,Non_Wetland,Cropland
836,Cropland,Cropland,Grassland,Water,Non_Wetland,Bareland
837,Cropland,Cropland,Grassland,Water,Non_Wetland,Water
838,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
839,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
840,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
841,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
842,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
843,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
844,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water
845,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
846,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
