Value,AFRICA_2024_DynamicWorld_2024_36NUM_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36NUM_M_R,AFRICA_2024_GLC_FCS30D_2022_36NUM_M_R,AFRICA_2024_GSW_Yearly_2021_36NUM_M_R,AFRICA_2024_GWL_FCS30D_2022_36NUM_M_R,AFRICA_2024_WorldCover_2021_36NUM_M_R
425,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
426,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
427,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland
428,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
429,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland
430,Grassland,Forest,Forest,Water,Non_Wetland,Wetland
431,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
432,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
433,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland
434,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
435,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up
436,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
437,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland
438,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
439,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
440,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
441,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
442,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
443,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
444,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
445,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
446,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
447,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland
448,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
449,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland
450,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
451,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
452,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
453,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland
454,Cropland,NULL,Grassland,Water,Non_Wetland,Wetland
455,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
456,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland
457,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
458,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
459,Cropland,NULL,Wetland,NULL,Wetland,Wetland
460,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland
461,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
462,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland
463,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
464,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
465,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
466,Cropland,NULL,Bareland,Water,Non_Wetland,Wetland
467,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland
468,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
469,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
470,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
471,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
472,Cropland,NULL,Built-up,Water,Non_Wetland,Grassland
473,Cropland,NULL,Water,Non_Water,Water,Wetland
474,Cropland,NULL,Water,Water,Water,Wetland
475,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
476,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
477,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
478,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
479,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
480,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
481,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland
482,Cropland,NULL,Forest,Water,Non_Wetland,Grassland
483,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
484,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
485,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
486,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
487,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
488,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
489,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
490,Cropland,Cropland,Built-up,NULL,Non_Wetland,Wetland
491,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
492,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
493,Cropland,Wetland,NULL,NULL,Non_Wetland,Grassland
494,Cropland,Wetland,NULL,NULL,Non_Wetland,Wetland
495,Cropland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
496,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
497,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
498,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Forest
499,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
500,Cropland,Wetland,Shrubland,Water,Non_Wetland,Wetland
501,Cropland,Wetland,Cropland,NULL,Non_Wetland,Grassland
502,Cropland,Wetland,Cropland,NULL,Non_Wetland,Wetland
503,Cropland,Wetland,Wetland,NULL,Wetland,Wetland
504,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland
505,Cropland,Wetland,Wetland,Water,Wetland,Wetland
506,Cropland,Wetland,Bareland,NULL,Non_Wetland,Grassland
507,Cropland,Wetland,Bareland,NULL,Non_Wetland,Wetland
508,Cropland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
509,Cropland,Wetland,Water,NULL,Water,Wetland
510,Cropland,Wetland,Water,Non_Water,Water,Wetland
511,Cropland,Wetland,Water,Water,Water,Wetland
512,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland
513,Cropland,Wetland,Forest,NULL,Non_Wetland,Wetland
514,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest
515,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
516,Cropland,Wetland,Forest,Water,Non_Wetland,Grassland
517,Cropland,Wetland,Forest,Water,Non_Wetland,Wetland
518,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
519,Cropland,Built-up,NULL,NULL,Non_Wetland,Wetland
520,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
521,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
522,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
523,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
524,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
525,Cropland,Built-up,Grassland,NULL,Non_Wetland,Wetland
526,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
527,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
528,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
529,Cropland,Built-up,Wetland,NULL,Wetland,Wetland
530,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
531,Cropland,Built-up,Bareland,NULL,Non_Wetland,Wetland
532,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
533,Cropland,Built-up,Built-up,NULL,Non_Wetland,Wetland
534,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
535,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
536,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
537,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
538,Cropland,Built-up,Built-up,Water,Non_Wetland,Wetland
539,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
540,Cropland,Built-up,Forest,NULL,Non_Wetland,Wetland
541,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
542,Cropland,Water,Shrubland,NULL,Non_Wetland,Wetland
543,Cropland,Water,Cropland,Water,Non_Wetland,Grassland
544,Cropland,Water,Wetland,NULL,Wetland,Wetland
545,Cropland,Water,Wetland,Non_Water,Wetland,Wetland
546,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
547,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
548,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
549,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
550,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland
551,Cropland,Forest,NULL,NULL,Non_Wetland,Built-up
552,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
553,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
554,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
555,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland
556,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
557,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
558,Cropland,Forest,Shrubland,Water,Non_Wetland,Wetland
559,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
560,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland
561,Cropland,Forest,Wetland,NULL,Wetland,Wetland
562,Cropland,Forest,Wetland,Non_Water,Wetland,Wetland
563,Cropland,Forest,Wetland,Water,Wetland,Wetland
564,Cropland,Forest,Bareland,NULL,Non_Wetland,Wetland
565,Cropland,Forest,Water,NULL,Water,Wetland
566,Cropland,Forest,Water,Water,Water,Wetland
567,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
568,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
569,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
570,Cropland,Forest,Forest,NULL,Non_Wetland,Built-up
571,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
572,Cropland,Forest,Forest,Non_Water,Non_Wetland,Wetland
573,Cropland,Forest,Forest,Water,Non_Wetland,Wetland
574,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
575,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland
576,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
577,Wetland,NULL,NULL,Water,Non_Wetland,Wetland
578,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
579,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
580,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
581,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
582,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
583,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
584,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
585,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
586,Wetland,NULL,Shrubland,Water,Non_Wetland,Bareland
587,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
588,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
589,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland
590,Wetland,NULL,Wetland,NULL,Wetland,Grassland
591,Wetland,NULL,Wetland,NULL,Wetland,Wetland
592,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
593,Wetland,NULL,Wetland,Water,Wetland,Wetland
594,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
595,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
596,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
597,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland
598,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland
599,Wetland,NULL,Built-up,NULL,Non_Wetland,Wetland
600,Wetland,NULL,Water,NULL,Water,Wetland
601,Wetland,NULL,Water,Water,Water,Wetland
602,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
603,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
604,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
605,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland
606,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
607,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
608,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
609,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
610,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
611,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL
612,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland
613,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland
614,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest
615,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
616,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland
617,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL
618,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
619,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
620,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
621,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
622,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
623,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
624,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL
625,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland
626,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland
627,Wetland,Wetland,Cropland,Water,Non_Wetland,Wetland
628,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
629,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
630,Wetland,Wetland,Wetland,NULL,Wetland,Forest
631,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
632,Wetland,Wetland,Wetland,Water,Wetland,Grassland
633,Wetland,Wetland,Wetland,Water,Wetland,Wetland
634,Wetland,Wetland,Wetland,Water,Wetland,Forest
635,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland
636,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
637,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
638,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
639,Wetland,Wetland,Water,NULL,Water,Wetland
640,Wetland,Wetland,Water,NULL,Water,Forest
641,Wetland,Wetland,Water,Non_Water,Water,Wetland
642,Wetland,Wetland,Water,Water,Water,Grassland
643,Wetland,Wetland,Water,Water,Water,Wetland
644,Wetland,Wetland,Water,Water,Water,Water
645,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL
646,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
647,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
648,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
649,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
650,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland
651,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
652,Wetland,Wetland,Forest,Water,Non_Wetland,Forest
653,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
654,Wetland,Built-up,Wetland,NULL,Wetland,Wetland
655,Wetland,Built-up,Forest,NULL,Non_Wetland,Grassland
656,Wetland,Water,NULL,NULL,Non_Wetland,Wetland
657,Wetland,Water,NULL,Water,Non_Wetland,Wetland
658,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL
659,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
660,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
661,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland
662,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
663,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
664,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland
665,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland
666,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland
667,Wetland,Water,Wetland,NULL,Wetland,Grassland
668,Wetland,Water,Wetland,NULL,Wetland,Wetland
669,Wetland,Water,Wetland,NULL,Wetland,Forest
670,Wetland,Water,Wetland,Non_Water,Wetland,Grassland
671,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
672,Wetland,Water,Wetland,Water,Wetland,Grassland
673,Wetland,Water,Wetland,Water,Wetland,Wetland
674,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland
675,Wetland,Water,Bareland,Water,Non_Wetland,Wetland
676,Wetland,Water,Water,NULL,Water,Wetland
677,Wetland,Water,Water,Non_Water,Water,Wetland
678,Wetland,Water,Water,Water,Water,Wetland
679,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
680,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
681,Wetland,Water,Forest,NULL,Non_Wetland,Forest
682,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland
683,Wetland,Water,Forest,Water,Non_Wetland,Wetland
684,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland
685,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland
686,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
687,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
688,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland
689,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
690,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
691,Wetland,Forest,Shrubland,Water,Non_Wetland,Wetland
692,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland
693,Wetland,Forest,Cropland,NULL,Non_Wetland,Wetland
694,Wetland,Forest,Wetland,NULL,Wetland,Grassland
695,Wetland,Forest,Wetland,NULL,Wetland,Wetland
696,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland
697,Wetland,Forest,Wetland,Water,Wetland,Wetland
698,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland
699,Wetland,Forest,Water,NULL,Water,Wetland
700,Wetland,Forest,Water,Water,Water,Wetland
701,Wetland,Forest,Forest,NULL,Non_Wetland,NULL
702,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
703,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland
704,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
705,Wetland,Forest,Forest,Water,Non_Wetland,Wetland
706,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
707,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
708,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
709,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up
710,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
711,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
712,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
713,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
714,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
715,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
716,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
717,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
718,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland
719,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
720,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
721,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
722,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
723,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
724,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
725,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
726,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
727,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
728,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
729,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
730,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
731,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
732,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
733,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
734,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland
735,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
736,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up
737,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
738,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
739,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
740,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Wetland
741,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
742,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
743,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
744,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL
745,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland
746,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
747,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
748,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
749,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
750,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
751,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
752,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
753,Bareland,Built-up,Built-up,Water,Non_Wetland,Built-up
754,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland
755,Bareland,Built-up,Forest,NULL,Non_Wetland,Wetland
756,Bareland,Water,NULL,NULL,Non_Wetland,NULL
757,Bareland,Water,NULL,NULL,Non_Wetland,Grassland
758,Bareland,Water,NULL,NULL,Non_Wetland,Forest
759,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL
760,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
761,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
762,Bareland,Water,Shrubland,NULL,Non_Wetland,Built-up
763,Bareland,Water,Shrubland,Water,Non_Wetland,Wetland
764,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
765,Bareland,Water,Grassland,Non_Water,Non_Wetland,Wetland
766,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
767,Bareland,Water,Forest,NULL,Non_Wetland,NULL
768,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
769,Bareland,Water,Forest,NULL,Non_Wetland,Wetland
770,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
771,Bareland,Water,Forest,NULL,Non_Wetland,Forest
772,Bareland,Forest,NULL,NULL,Non_Wetland,NULL
773,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland
774,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland
775,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
776,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
777,Bareland,Forest,Shrubland,NULL,Non_Wetland,Wetland
778,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland
779,Bareland,Forest,Shrubland,NULL,Non_Wetland,Built-up
780,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest
781,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
782,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
783,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
784,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland
785,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland
786,Bareland,Forest,Forest,NULL,Non_Wetland,NULL
787,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
788,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland
789,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
790,Water,NULL,NULL,NULL,Non_Wetland,Grassland
791,Water,NULL,NULL,NULL,Non_Wetland,Wetland
792,Water,NULL,NULL,NULL,Non_Wetland,Bareland
793,Water,NULL,NULL,Water,Non_Wetland,Wetland
794,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
795,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
796,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
797,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
798,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up
799,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
800,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL
801,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
802,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
803,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
804,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
805,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
806,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
807,Water,NULL,Shrubland,Water,Non_Wetland,Forest
808,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
809,Water,NULL,Grassland,NULL,Non_Wetland,Wetland
810,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
811,Water,NULL,Grassland,NULL,Non_Wetland,Forest
812,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL
813,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
814,Water,NULL,Grassland,Water,Non_Wetland,Grassland
815,Water,NULL,Grassland,Water,Non_Wetland,Wetland
816,Water,NULL,Grassland,Water,Non_Wetland,Bareland
817,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
818,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
819,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
820,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland
821,Water,NULL,Cropland,Water,Non_Wetland,Wetland
822,Water,NULL,Wetland,NULL,Wetland,Grassland
823,Water,NULL,Wetland,NULL,Wetland,Wetland
824,Water,NULL,Wetland,Non_Water,Wetland,Wetland
825,Water,NULL,Wetland,Water,Wetland,Grassland
826,Water,NULL,Wetland,Water,Wetland,Wetland
827,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
828,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
829,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
830,Water,NULL,Bareland,Water,Non_Wetland,Grassland
831,Water,NULL,Bareland,Water,Non_Wetland,Wetland
832,Water,NULL,Bareland,Water,Non_Wetland,Bareland
833,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
834,Water,NULL,Built-up,NULL,Non_Wetland,Wetland
835,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
836,Water,NULL,Built-up,Non_Water,Non_Wetland,Wetland
837,Water,NULL,Built-up,Water,Non_Wetland,Grassland
838,Water,NULL,Built-up,Water,Non_Wetland,Wetland
839,Water,NULL,Built-up,Water,Non_Wetland,Bareland
840,Water,NULL,Water,NULL,Water,Wetland
841,Water,NULL,Water,Non_Water,Water,Wetland
842,Water,NULL,Water,Water,Water,Wetland
843,Water,NULL,Forest,NULL,Non_Wetland,NULL
844,Water,NULL,Forest,NULL,Non_Wetland,Grassland
845,Water,NULL,Forest,NULL,Non_Wetland,Wetland
846,Water,NULL,Forest,NULL,Non_Wetland,Bareland
847,Water,NULL,Forest,NULL,Non_Wetland,Forest
848,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland
849,Water,NULL,Forest,Water,Non_Wetland,Grassland
850,Water,NULL,Forest,Water,Non_Wetland,Wetland
851,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
852,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland
853,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
854,Water,Cropland,Forest,NULL,Non_Wetland,Wetland
