Value,AFRICA_2024_DynamicWorld_2024_38NLM_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_38NLM_M_R,AFRICA_2024_GLC_FCS30D_2022_38NLM_M_R,AFRICA_2024_GSW_Yearly_2021_38NLM_M_R,AFRICA_2024_GWL_FCS30D_2022_38NLM_M_R,AFRICA_2024_WorldCover_2021_38NLM_M_R
430,NULL,Water,Bareland,NULL,Non_Wetland,Grassland
431,NULL,Water,Bareland,NULL,Non_Wetland,Cropland
432,NULL,Water,Bareland,NULL,Non_Wetland,Wetland
433,NULL,Water,Bareland,NULL,Non_Wetland,Bareland
434,NULL,Water,Bareland,NULL,Non_Wetland,Forest
435,NULL,Water,Bareland,Non_Water,Non_Wetland,Grassland
436,NULL,Water,Bareland,Non_Water,Non_Wetland,Cropland
437,NULL,Water,Bareland,Non_Water,Non_Wetland,Wetland
438,NULL,Water,Bareland,Non_Water,Non_Wetland,Bareland
439,NULL,Water,Bareland,Non_Water,Non_Wetland,Forest
440,NULL,Water,Bareland,Water,Non_Wetland,Grassland
441,NULL,Water,Bareland,Water,Non_Wetland,Wetland
442,NULL,Water,Bareland,Water,Non_Wetland,Bareland
443,NULL,Water,Bareland,Water,Non_Wetland,Forest
444,NULL,Water,Built-up,NULL,Non_Wetland,Cropland
445,NULL,Water,Built-up,NULL,Non_Wetland,Wetland
446,NULL,Water,Built-up,NULL,Non_Wetland,Bareland
447,NULL,Water,Built-up,NULL,Non_Wetland,Forest
448,NULL,Water,Built-up,Non_Water,Non_Wetland,Grassland
449,NULL,Water,Built-up,Non_Water,Non_Wetland,Wetland
450,NULL,Water,Built-up,Non_Water,Non_Wetland,Bareland
451,NULL,Water,Built-up,Non_Water,Non_Wetland,Forest
452,NULL,Water,Built-up,Water,Non_Wetland,Wetland
453,NULL,Water,Built-up,Water,Non_Wetland,Bareland
454,NULL,Water,Built-up,Water,Non_Wetland,Forest
455,NULL,Water,Water,NULL,Water,Grassland
456,NULL,Water,Water,NULL,Water,Cropland
457,NULL,Water,Water,NULL,Water,Wetland
458,NULL,Water,Water,NULL,Water,Bareland
459,NULL,Water,Water,NULL,Water,Forest
460,NULL,Water,Water,Non_Water,Water,Grassland
461,NULL,Water,Water,Non_Water,Water,Cropland
462,NULL,Water,Water,Non_Water,Water,Wetland
463,NULL,Water,Water,Non_Water,Water,Bareland
464,NULL,Water,Water,Non_Water,Water,Forest
465,NULL,Water,Water,Water,Water,Grassland
466,NULL,Water,Water,Water,Water,Cropland
467,NULL,Water,Water,Water,Water,Wetland
468,NULL,Water,Water,Water,Water,Bareland
469,NULL,Water,Water,Water,Water,Forest
470,NULL,Water,Forest,NULL,Non_Wetland,Grassland
471,NULL,Water,Forest,NULL,Non_Wetland,Wetland
472,NULL,Water,Forest,NULL,Non_Wetland,Bareland
473,NULL,Water,Forest,NULL,Non_Wetland,Forest
474,NULL,Water,Forest,Non_Water,Non_Wetland,Bareland
475,NULL,Water,Forest,Non_Water,Non_Wetland,Forest
476,NULL,Water,Forest,Water,Non_Wetland,Bareland
477,NULL,Water,Forest,Water,Non_Wetland,Forest
478,NULL,Forest,NULL,NULL,Non_Wetland,NULL
479,NULL,Forest,NULL,NULL,Non_Wetland,Grassland
480,NULL,Forest,NULL,NULL,Non_Wetland,Cropland
481,NULL,Forest,NULL,NULL,Non_Wetland,Forest
482,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL
483,NULL,Forest,NULL,Non_Water,Non_Wetland,Cropland
484,NULL,Forest,NULL,Non_Water,Non_Wetland,Forest
485,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL
486,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
487,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland
488,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland
489,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
490,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL
491,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
492,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
493,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
494,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Forest
495,NULL,Forest,Grassland,NULL,Non_Wetland,NULL
496,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
497,NULL,Forest,Grassland,NULL,Non_Wetland,Cropland
498,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland
499,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland
500,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
501,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL
502,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland
503,NULL,Forest,Grassland,Non_Water,Non_Wetland,Cropland
504,NULL,Forest,Grassland,Non_Water,Non_Wetland,Wetland
505,NULL,Forest,Grassland,Non_Water,Non_Wetland,Forest
506,NULL,Forest,Grassland,Water,Non_Wetland,Forest
507,NULL,Forest,Cropland,NULL,Non_Wetland,NULL
508,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland
509,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland
510,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland
511,NULL,Forest,Cropland,NULL,Non_Wetland,Forest
512,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL
513,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland
514,NULL,Forest,Cropland,Non_Water,Non_Wetland,Cropland
515,NULL,Forest,Cropland,Non_Water,Non_Wetland,Wetland
516,NULL,Forest,Cropland,Non_Water,Non_Wetland,Forest
517,NULL,Forest,Cropland,Water,Non_Wetland,Cropland
518,NULL,Forest,Cropland,Water,Non_Wetland,Forest
519,NULL,Forest,Wetland,NULL,Wetland,NULL
520,NULL,Forest,Wetland,NULL,Wetland,Grassland
521,NULL,Forest,Wetland,NULL,Wetland,Cropland
522,NULL,Forest,Wetland,NULL,Wetland,Forest
523,NULL,Forest,Wetland,Non_Water,Wetland,NULL
524,NULL,Forest,Wetland,Non_Water,Wetland,Grassland
525,NULL,Forest,Wetland,Non_Water,Wetland,Cropland
526,NULL,Forest,Wetland,Non_Water,Wetland,Wetland
527,NULL,Forest,Wetland,Non_Water,Wetland,Forest
528,NULL,Forest,Wetland,Water,Wetland,Forest
529,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
530,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
531,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
532,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
533,NULL,Forest,Bareland,NULL,Non_Wetland,NULL
534,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
535,NULL,Forest,Bareland,NULL,Non_Wetland,Cropland
536,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland
537,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland
538,NULL,Forest,Bareland,NULL,Non_Wetland,Forest
539,NULL,Forest,Bareland,Non_Water,Non_Wetland,Forest
540,NULL,Forest,Built-up,NULL,Non_Wetland,NULL
541,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland
542,NULL,Forest,Built-up,NULL,Non_Wetland,Wetland
543,NULL,Forest,Built-up,NULL,Non_Wetland,Forest
544,NULL,Forest,Water,NULL,Water,Grassland
545,NULL,Forest,Water,NULL,Water,Forest
546,NULL,Forest,Water,Non_Water,Water,Grassland
547,NULL,Forest,Water,Non_Water,Water,Forest
548,NULL,Forest,Water,Water,Water,Forest
549,NULL,Forest,Forest,NULL,Non_Wetland,NULL
550,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
551,NULL,Forest,Forest,NULL,Non_Wetland,Cropland
552,NULL,Forest,Forest,NULL,Non_Wetland,Forest
553,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL
554,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest
555,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland
556,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL
557,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland
558,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL
559,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland
560,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
561,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL
562,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
563,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
564,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest
565,Grassland,Wetland,Grassland,NULL,Non_Wetland,Cropland
566,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL
567,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland
568,Grassland,Wetland,Cropland,NULL,Non_Wetland,Cropland
569,Grassland,Wetland,Cropland,NULL,Non_Wetland,Wetland
570,Grassland,Wetland,Cropland,NULL,Non_Wetland,Forest
571,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
572,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
573,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland
574,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
575,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
576,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
577,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
578,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
579,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
580,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
581,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
582,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland
583,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
584,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
585,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
586,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL
587,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
588,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
589,Cropland,NULL,Grassland,Water,Non_Wetland,NULL
590,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland
591,Cropland,NULL,Grassland,Water,Non_Wetland,Cropland
592,Cropland,NULL,Grassland,Water,Non_Wetland,Wetland
593,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
594,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
595,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
596,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland
597,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
598,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
599,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL
600,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
601,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest
602,Cropland,NULL,Cropland,Water,Non_Wetland,NULL
603,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland
604,Cropland,NULL,Cropland,Water,Non_Wetland,Cropland
605,Cropland,NULL,Wetland,NULL,Wetland,NULL
606,Cropland,NULL,Wetland,NULL,Wetland,Grassland
607,Cropland,NULL,Wetland,NULL,Wetland,Cropland
608,Cropland,NULL,Wetland,NULL,Wetland,Bareland
609,Cropland,NULL,Wetland,NULL,Wetland,Forest
610,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland
611,Cropland,NULL,Wetland,Water,Wetland,NULL
612,Cropland,NULL,Wetland,Water,Wetland,Grassland
613,Cropland,NULL,Wetland,Water,Wetland,Cropland
614,Cropland,NULL,Wetland,Water,Wetland,Wetland
615,Cropland,NULL,Wetland,Water,Wetland,Water
616,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
617,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
618,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
619,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
620,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland
621,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
622,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
623,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
624,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland
625,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
626,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
627,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
628,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
629,Cropland,NULL,Water,NULL,Water,Grassland
630,Cropland,NULL,Water,NULL,Water,Bareland
631,Cropland,NULL,Water,NULL,Water,Forest
632,Cropland,NULL,Water,Water,Water,NULL
633,Cropland,NULL,Water,Water,Water,Grassland
634,Cropland,NULL,Water,Water,Water,Wetland
635,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
636,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
637,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
638,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
639,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
640,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland
641,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
642,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL
643,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Forest
644,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
645,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
646,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
647,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
648,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
649,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
650,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
651,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland
652,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
653,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
654,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
655,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
656,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
657,Cropland,Cropland,Grassland,Water,Non_Wetland,Grassland
658,Cropland,Cropland,Grassland,Water,Non_Wetland,Bareland
659,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
660,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
661,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
662,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
663,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
664,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
665,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
666,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
667,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
668,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland
669,Cropland,Cropland,Wetland,Non_Water,Wetland,Grassland
670,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
671,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
672,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
673,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
674,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
675,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Forest
676,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
677,Cropland,Cropland,Water,NULL,Water,Grassland
678,Cropland,Cropland,Water,NULL,Water,Cropland
679,Cropland,Cropland,Water,NULL,Water,Bareland
680,Cropland,Cropland,Water,NULL,Water,Forest
681,Cropland,Cropland,Water,Non_Water,Water,Grassland
682,Cropland,Cropland,Water,Water,Water,Bareland
683,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
684,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
685,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
686,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL
687,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL
688,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL
689,Cropland,Wetland,Grassland,NULL,Non_Wetland,Grassland
690,Cropland,Wetland,Grassland,NULL,Non_Wetland,Wetland
691,Cropland,Wetland,Grassland,NULL,Non_Wetland,Forest
692,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL
693,Cropland,Wetland,Cropland,NULL,Non_Wetland,Grassland
694,Cropland,Wetland,Cropland,NULL,Non_Wetland,Cropland
695,Cropland,Wetland,Cropland,NULL,Non_Wetland,Wetland
696,Cropland,Wetland,Cropland,NULL,Non_Wetland,Forest
697,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL
698,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
699,Cropland,Bareland,Grassland,NULL,Non_Wetland,Cropland
700,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
701,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
702,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
703,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland
704,Cropland,Bareland,Water,NULL,Water,Bareland
705,Cropland,Bareland,Water,Water,Water,Bareland
706,Cropland,Water,NULL,NULL,Non_Wetland,Forest
707,Cropland,Water,NULL,Water,Non_Wetland,Grassland
708,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
709,Cropland,Water,Grassland,NULL,Non_Wetland,Cropland
710,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland
711,Cropland,Water,Grassland,NULL,Non_Wetland,Forest
712,Cropland,Water,Grassland,Non_Water,Non_Wetland,Grassland
713,Cropland,Water,Grassland,Non_Water,Non_Wetland,Bareland
714,Cropland,Water,Grassland,Water,Non_Wetland,Cropland
715,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
716,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
717,Cropland,Water,Cropland,Non_Water,Non_Wetland,Grassland
718,Cropland,Water,Cropland,Non_Water,Non_Wetland,Bareland
719,Cropland,Water,Cropland,Water,Non_Wetland,Grassland
720,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
721,Cropland,Water,Bareland,NULL,Non_Wetland,Forest
722,Cropland,Water,Water,NULL,Water,Grassland
723,Cropland,Water,Water,NULL,Water,Forest
724,Cropland,Water,Water,Non_Water,Water,Bareland
725,Cropland,Water,Water,Non_Water,Water,Forest
726,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
727,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
728,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
729,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
730,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
731,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
732,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
733,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
734,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
735,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
736,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
737,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Bareland
738,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Forest
739,Cropland,Forest,Wetland,NULL,Wetland,NULL
740,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
741,Cropland,Forest,Built-up,Non_Water,Non_Wetland,Grassland
742,Cropland,Forest,Water,NULL,Water,Forest
743,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
744,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
745,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
746,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
747,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
748,Wetland,NULL,Wetland,NULL,Wetland,NULL
749,Wetland,NULL,Wetland,NULL,Wetland,Grassland
750,Wetland,Cropland,NULL,NULL,Non_Wetland,Forest
751,Wetland,Cropland,Grassland,NULL,Non_Wetland,Forest
752,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
753,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland
754,Wetland,Cropland,Cropland,NULL,Non_Wetland,Forest
755,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
756,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
757,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
758,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
759,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
760,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL
761,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland
762,Wetland,Wetland,Cropland,NULL,Non_Wetland,Cropland
763,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland
764,Wetland,Wetland,Cropland,NULL,Non_Wetland,Forest
765,Wetland,Water,NULL,Non_Water,Non_Wetland,Cropland
766,Wetland,Water,NULL,Non_Water,Non_Wetland,Forest
767,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland
768,Wetland,Water,Cropland,Non_Water,Non_Wetland,Grassland
769,Wetland,Water,Cropland,Non_Water,Non_Wetland,Cropland
770,Wetland,Water,Cropland,Water,Non_Wetland,Grassland
771,Wetland,Water,Cropland,Water,Non_Wetland,Cropland
772,Wetland,Water,Bareland,NULL,Non_Wetland,Cropland
773,Wetland,Water,Bareland,Non_Water,Non_Wetland,Cropland
774,Wetland,Water,Bareland,Water,Non_Wetland,Grassland
775,Wetland,Water,Bareland,Water,Non_Wetland,Cropland
776,Wetland,Water,Built-up,Non_Water,Non_Wetland,Cropland
777,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest
778,Wetland,Forest,Grassland,NULL,Non_Wetland,Forest
779,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland
780,Wetland,Forest,Cropland,NULL,Non_Wetland,Forest
781,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
782,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
783,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
784,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
785,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
786,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
787,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
788,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
789,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
790,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
791,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
792,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
793,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
794,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
795,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
796,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
797,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
798,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
799,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
800,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
801,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
802,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
803,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
804,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
805,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
806,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
807,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
808,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
809,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
810,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
811,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
812,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
813,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
814,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
815,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
816,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest
817,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
818,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
819,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
820,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
821,Bareland,Cropland,Grassland,Water,Non_Wetland,Grassland
822,Bareland,Cropland,Grassland,Water,Non_Wetland,Bareland
823,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
824,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
825,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
826,Bareland,Cropland,Cropland,Water,Non_Wetland,Bareland
827,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL
828,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
829,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
830,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
831,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
832,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland
833,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
834,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
835,Bareland,Cropland,Built-up,Water,Non_Wetland,Bareland
836,Bareland,Cropland,Water,NULL,Water,Grassland
837,Bareland,Cropland,Water,Non_Water,Water,Grassland
838,Bareland,Cropland,Water,Non_Water,Water,Cropland
839,Bareland,Cropland,Water,Non_Water,Water,Bareland
840,Bareland,Cropland,Water,Non_Water,Water,Forest
841,Bareland,Cropland,Water,Water,Water,Grassland
842,Bareland,Cropland,Water,Water,Water,Bareland
843,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
844,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
845,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
846,Bareland,Bareland,Grassland,NULL,Non_Wetland,Forest
847,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
848,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
849,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
850,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
851,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest
852,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland
853,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
854,Bareland,Bareland,Cropland,Water,Non_Wetland,Forest
855,Bareland,Bareland,Wetland,Water,Wetland,Grassland
856,Bareland,Bareland,Wetland,Water,Wetland,Bareland
857,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
858,Bareland,Bareland,Bareland,NULL,Non_Wetland,Wetland
859,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
860,Bareland,Bareland,Bareland,NULL,Non_Wetland,Forest
