Value,AFRICA_2024_DynamicWorld_2024_36PXA_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PXA_M_R,AFRICA_2024_GLC_FCS30D_2022_36PXA_M_R,AFRICA_2024_GSW_Yearly_2021_36PXA_M_R,AFRICA_2024_GWL_FCS30D_2022_36PXA_M_R,AFRICA_2024_WorldCover_2021_36PXA_M_R
424,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland
425,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
426,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
427,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
428,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
429,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland
430,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
431,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
432,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL
433,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland
434,Cropland,NULL,NULL,Non_Water,Non_Wetland,Cropland
435,Cropland,NULL,NULL,Non_Water,Non_Wetland,Forest
436,Cropland,NULL,NULL,Water,Non_Wetland,Grassland
437,Cropland,NULL,NULL,Water,Non_Wetland,Cropland
438,Cropland,NULL,NULL,Water,Non_Wetland,Forest
439,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
440,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
441,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
442,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
443,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
444,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
445,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
446,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
447,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
448,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
449,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
450,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
451,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Water
452,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
453,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL
454,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
455,Cropland,NULL,Shrubland,Water,Non_Wetland,Cropland
456,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland
457,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland
458,Cropland,NULL,Shrubland,Water,Non_Wetland,Water
459,Cropland,NULL,Shrubland,Water,Non_Wetland,Forest
460,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
461,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
462,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
463,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland
464,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
465,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
466,Cropland,NULL,Grassland,NULL,Non_Wetland,Water
467,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
468,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL
469,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
470,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
471,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
472,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Built-up
473,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Water
474,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Forest
475,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland
476,Cropland,NULL,Grassland,Water,Non_Wetland,Cropland
477,Cropland,NULL,Grassland,Water,Non_Wetland,Bareland
478,Cropland,NULL,Grassland,Water,Non_Wetland,Water
479,Cropland,NULL,Grassland,Water,Non_Wetland,Forest
480,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
481,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
482,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
483,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland
484,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
485,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
486,Cropland,NULL,Cropland,NULL,Non_Wetland,Water
487,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
488,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL
489,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
490,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
491,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
492,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
493,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water
494,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest
495,Cropland,NULL,Cropland,Water,Non_Wetland,NULL
496,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland
497,Cropland,NULL,Cropland,Water,Non_Wetland,Cropland
498,Cropland,NULL,Cropland,Water,Non_Wetland,Wetland
499,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland
500,Cropland,NULL,Cropland,Water,Non_Wetland,Water
501,Cropland,NULL,Cropland,Water,Non_Wetland,Forest
502,Cropland,NULL,Wetland,NULL,Wetland,NULL
503,Cropland,NULL,Wetland,NULL,Wetland,Grassland
504,Cropland,NULL,Wetland,NULL,Wetland,Cropland
505,Cropland,NULL,Wetland,NULL,Wetland,Wetland
506,Cropland,NULL,Wetland,NULL,Wetland,Bareland
507,Cropland,NULL,Wetland,NULL,Wetland,Forest
508,Cropland,NULL,Wetland,Non_Water,Wetland,NULL
509,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland
510,Cropland,NULL,Wetland,Non_Water,Wetland,Cropland
511,Cropland,NULL,Wetland,Non_Water,Wetland,Water
512,Cropland,NULL,Wetland,Non_Water,Wetland,Forest
513,Cropland,NULL,Wetland,Water,Wetland,Grassland
514,Cropland,NULL,Wetland,Water,Wetland,Cropland
515,Cropland,NULL,Wetland,Water,Wetland,Wetland
516,Cropland,NULL,Wetland,Water,Wetland,Bareland
517,Cropland,NULL,Wetland,Water,Wetland,Water
518,Cropland,NULL,Wetland,Water,Wetland,Forest
519,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
520,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
521,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
522,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
523,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland
524,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
525,Cropland,NULL,Bareland,NULL,Non_Wetland,Water
526,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
527,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL
528,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
529,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
530,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
531,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Forest
532,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
533,Cropland,NULL,Bareland,Water,Non_Wetland,Cropland
534,Cropland,NULL,Bareland,Water,Non_Wetland,Wetland
535,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland
536,Cropland,NULL,Bareland,Water,Non_Wetland,Water
537,Cropland,NULL,Bareland,Water,Non_Wetland,Forest
538,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
539,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
540,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
541,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
542,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
543,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
544,Cropland,NULL,Built-up,Water,Non_Wetland,Cropland
545,Cropland,NULL,Water,NULL,Water,Grassland
546,Cropland,NULL,Water,NULL,Water,Bareland
547,Cropland,NULL,Water,Non_Water,Water,Grassland
548,Cropland,NULL,Water,Non_Water,Water,Cropland
549,Cropland,NULL,Water,Non_Water,Water,Forest
550,Cropland,NULL,Water,Water,Water,Grassland
551,Cropland,NULL,Water,Water,Water,Cropland
552,Cropland,NULL,Water,Water,Water,Wetland
553,Cropland,NULL,Water,Water,Water,Bareland
554,Cropland,NULL,Water,Water,Water,Water
555,Cropland,NULL,Water,Water,Water,Forest
556,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
557,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
558,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
559,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
560,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
561,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL
562,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
563,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland
564,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland
565,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
566,Cropland,NULL,Forest,Water,Non_Wetland,NULL
567,Cropland,NULL,Forest,Water,Non_Wetland,Grassland
568,Cropland,NULL,Forest,Water,Non_Wetland,Cropland
569,Cropland,NULL,Forest,Water,Non_Wetland,Wetland
570,Cropland,NULL,Forest,Water,Non_Wetland,Forest
571,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
572,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
573,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
574,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland
575,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
576,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up
577,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
578,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL
579,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
580,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
581,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Wetland
582,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Forest
583,Cropland,Cropland,NULL,Water,Non_Wetland,Grassland
584,Cropland,Cropland,NULL,Water,Non_Wetland,Cropland
585,Cropland,Cropland,NULL,Water,Non_Wetland,Wetland
586,Cropland,Cropland,NULL,Water,Non_Wetland,Bareland
587,Cropland,Cropland,NULL,Water,Non_Wetland,Forest
588,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
589,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
590,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
591,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
592,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
593,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
594,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water
595,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
596,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
597,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
598,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
599,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
600,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
601,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
602,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL
603,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
604,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland
605,Cropland,Cropland,Shrubland,Water,Non_Wetland,Wetland
606,Cropland,Cropland,Shrubland,Water,Non_Wetland,Bareland
607,Cropland,Cropland,Shrubland,Water,Non_Wetland,Water
608,Cropland,Cropland,Shrubland,Water,Non_Wetland,Forest
609,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
610,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
611,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
612,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland
613,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
614,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
615,Cropland,Cropland,Grassland,NULL,Non_Wetland,Water
616,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
617,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
618,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
619,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
620,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
621,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Water
622,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
623,Cropland,Cropland,Grassland,Water,Non_Wetland,Grassland
624,Cropland,Cropland,Grassland,Water,Non_Wetland,Cropland
625,Cropland,Cropland,Grassland,Water,Non_Wetland,Wetland
626,Cropland,Cropland,Grassland,Water,Non_Wetland,Bareland
627,Cropland,Cropland,Grassland,Water,Non_Wetland,Water
628,Cropland,Cropland,Grassland,Water,Non_Wetland,Forest
629,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
630,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
631,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
632,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
633,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
634,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
635,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water
636,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
637,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
638,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
639,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
640,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
641,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
642,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Water
643,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
644,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL
645,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland
646,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
647,Cropland,Cropland,Cropland,Water,Non_Wetland,Wetland
648,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland
649,Cropland,Cropland,Cropland,Water,Non_Wetland,Water
650,Cropland,Cropland,Cropland,Water,Non_Wetland,Forest
651,Cropland,Cropland,Wetland,NULL,Wetland,NULL
652,Cropland,Cropland,Wetland,NULL,Wetland,Grassland
653,Cropland,Cropland,Wetland,NULL,Wetland,Cropland
654,Cropland,Cropland,Wetland,NULL,Wetland,Wetland
655,Cropland,Cropland,Wetland,NULL,Wetland,Bareland
656,Cropland,Cropland,Wetland,NULL,Wetland,Water
657,Cropland,Cropland,Wetland,NULL,Wetland,Forest
658,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL
659,Cropland,Cropland,Wetland,Non_Water,Wetland,Grassland
660,Cropland,Cropland,Wetland,Non_Water,Wetland,Cropland
661,Cropland,Cropland,Wetland,Non_Water,Wetland,Wetland
662,Cropland,Cropland,Wetland,Non_Water,Wetland,Forest
663,Cropland,Cropland,Wetland,Water,Wetland,Grassland
664,Cropland,Cropland,Wetland,Water,Wetland,Cropland
665,Cropland,Cropland,Wetland,Water,Wetland,Wetland
666,Cropland,Cropland,Wetland,Water,Wetland,Bareland
667,Cropland,Cropland,Wetland,Water,Wetland,Water
668,Cropland,Cropland,Wetland,Water,Wetland,Forest
669,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
670,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
671,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
672,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
673,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
674,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
675,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
676,Cropland,Cropland,Bareland,NULL,Non_Wetland,Built-up
677,Cropland,Cropland,Bareland,NULL,Non_Wetland,Water
678,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
679,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
680,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
681,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
682,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Forest
683,Cropland,Cropland,Bareland,Water,Non_Wetland,Grassland
684,Cropland,Cropland,Bareland,Water,Non_Wetland,Cropland
685,Cropland,Cropland,Bareland,Water,Non_Wetland,Bareland
686,Cropland,Cropland,Bareland,Water,Non_Wetland,Water
687,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
688,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
689,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
690,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
691,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
692,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
693,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Grassland
694,Cropland,Cropland,Built-up,Water,Non_Wetland,Grassland
695,Cropland,Cropland,Built-up,Water,Non_Wetland,Wetland
696,Cropland,Cropland,Water,NULL,Water,Cropland
697,Cropland,Cropland,Water,NULL,Water,Bareland
698,Cropland,Cropland,Water,NULL,Water,Water
699,Cropland,Cropland,Water,NULL,Water,Forest
700,Cropland,Cropland,Water,Non_Water,Water,Grassland
701,Cropland,Cropland,Water,Non_Water,Water,Cropland
702,Cropland,Cropland,Water,Non_Water,Water,Bareland
703,Cropland,Cropland,Water,Non_Water,Water,Forest
704,Cropland,Cropland,Water,Water,Water,Grassland
705,Cropland,Cropland,Water,Water,Water,Cropland
706,Cropland,Cropland,Water,Water,Water,Wetland
707,Cropland,Cropland,Water,Water,Water,Bareland
708,Cropland,Cropland,Water,Water,Water,Water
709,Cropland,Cropland,Water,Water,Water,Forest
710,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
711,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
712,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
713,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
714,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
715,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL
716,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
717,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
718,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
719,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
720,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland
721,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland
722,Cropland,Cropland,Forest,Water,Non_Wetland,Wetland
723,Cropland,Cropland,Forest,Water,Non_Wetland,Bareland
724,Cropland,Cropland,Forest,Water,Non_Wetland,Water
725,Cropland,Cropland,Forest,Water,Non_Wetland,Forest
726,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Forest
727,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
728,Cropland,Wetland,Shrubland,Water,Non_Wetland,Cropland
729,Cropland,Wetland,Grassland,NULL,Non_Wetland,Cropland
730,Cropland,Wetland,Grassland,NULL,Non_Wetland,Forest
731,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,Cropland
732,Cropland,Wetland,Cropland,NULL,Non_Wetland,Grassland
733,Cropland,Wetland,Cropland,NULL,Non_Wetland,Cropland
734,Cropland,Wetland,Cropland,NULL,Non_Wetland,Forest
735,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
736,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
737,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Bareland
738,Cropland,Wetland,Cropland,Water,Non_Wetland,Cropland
739,Cropland,Wetland,Wetland,NULL,Wetland,Cropland
740,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Forest
741,Cropland,Bareland,NULL,NULL,Non_Wetland,Grassland
742,Cropland,Bareland,NULL,NULL,Non_Wetland,Cropland
743,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
744,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
745,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
746,Cropland,Bareland,Grassland,NULL,Non_Wetland,Cropland
747,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
748,Cropland,Bareland,Grassland,Water,Non_Wetland,Grassland
749,Cropland,Bareland,Grassland,Water,Non_Wetland,Cropland
750,Cropland,Bareland,Grassland,Water,Non_Wetland,Bareland
751,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
752,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland
753,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland
754,Cropland,Bareland,Cropland,NULL,Non_Wetland,Built-up
755,Cropland,Bareland,Cropland,NULL,Non_Wetland,Forest
756,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,Cropland
757,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
758,Cropland,Bareland,Cropland,Water,Non_Wetland,Cropland
759,Cropland,Bareland,Cropland,Water,Non_Wetland,Bareland
760,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
761,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
762,Cropland,Bareland,Bareland,Water,Non_Wetland,Bareland
763,Cropland,Bareland,Bareland,Water,Non_Wetland,Water
764,Cropland,Bareland,Built-up,NULL,Non_Wetland,Grassland
765,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
766,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
767,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
768,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
769,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
770,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
771,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
772,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
773,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
774,Cropland,Built-up,Shrubland,Water,Non_Wetland,Cropland
775,Cropland,Built-up,Shrubland,Water,Non_Wetland,Bareland
776,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
777,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
778,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
779,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
780,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
781,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
782,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Cropland
783,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Bareland
784,Cropland,Built-up,Grassland,Water,Non_Wetland,Grassland
785,Cropland,Built-up,Grassland,Water,Non_Wetland,Cropland
786,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
787,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
788,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
789,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
790,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
791,Cropland,Built-up,Cropland,NULL,Non_Wetland,Water
792,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
793,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
794,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Cropland
795,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Bareland
796,Cropland,Built-up,Cropland,Water,Non_Wetland,Grassland
797,Cropland,Built-up,Cropland,Water,Non_Wetland,Cropland
798,Cropland,Built-up,Cropland,Water,Non_Wetland,Bareland
799,Cropland,Built-up,Cropland,Water,Non_Wetland,Water
800,Cropland,Built-up,Cropland,Water,Non_Wetland,Forest
801,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
802,Cropland,Built-up,Bareland,NULL,Non_Wetland,Cropland
803,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
804,Cropland,Built-up,Bareland,Water,Non_Wetland,Cropland
805,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
806,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
807,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
808,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
809,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
810,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
811,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
812,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
813,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Forest
814,Cropland,Built-up,Forest,Water,Non_Wetland,Cropland
815,Cropland,Water,NULL,NULL,Non_Wetland,Forest
816,Cropland,Water,NULL,Water,Non_Wetland,Grassland
817,Cropland,Water,NULL,Water,Non_Wetland,Cropland
818,Cropland,Water,Shrubland,NULL,Non_Wetland,Cropland
819,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
820,Cropland,Water,Shrubland,Water,Non_Wetland,Grassland
821,Cropland,Water,Shrubland,Water,Non_Wetland,Cropland
822,Cropland,Water,Shrubland,Water,Non_Wetland,Bareland
823,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
824,Cropland,Water,Grassland,NULL,Non_Wetland,Cropland
825,Cropland,Water,Grassland,NULL,Non_Wetland,Wetland
826,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland
827,Cropland,Water,Grassland,NULL,Non_Wetland,Forest
828,Cropland,Water,Grassland,Non_Water,Non_Wetland,Grassland
829,Cropland,Water,Grassland,Non_Water,Non_Wetland,Cropland
830,Cropland,Water,Grassland,Non_Water,Non_Wetland,Bareland
831,Cropland,Water,Grassland,Non_Water,Non_Wetland,Forest
832,Cropland,Water,Grassland,Water,Non_Wetland,Grassland
833,Cropland,Water,Grassland,Water,Non_Wetland,Cropland
834,Cropland,Water,Grassland,Water,Non_Wetland,Wetland
835,Cropland,Water,Grassland,Water,Non_Wetland,Bareland
836,Cropland,Water,Grassland,Water,Non_Wetland,Forest
837,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
838,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
839,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
840,Cropland,Water,Cropland,NULL,Non_Wetland,Water
841,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
842,Cropland,Water,Cropland,Non_Water,Non_Wetland,Grassland
843,Cropland,Water,Cropland,Non_Water,Non_Wetland,Cropland
844,Cropland,Water,Cropland,Non_Water,Non_Wetland,Bareland
845,Cropland,Water,Cropland,Non_Water,Non_Wetland,Water
