Value,AFRICA_2024_DynamicWorld_2024_37NFJ_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NFJ_M_R,AFRICA_2024_GLC_FCS30D_2022_37NFJ_M_R,AFRICA_2024_GSW_Yearly_2021_37NFJ_M_R,AFRICA_2024_GWL_FCS30D_2022_37NFJ_M_R,AFRICA_2024_WorldCover_2021_37NFJ_M_R
424,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
425,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL
426,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
427,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland
428,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
429,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
430,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Cropland
431,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL
432,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland
433,Grassland,Forest,Water,NULL,Water,Cropland
434,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
435,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
436,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
437,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland
438,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
439,Grassland,Forest,Forest,Non_Water,Non_Wetland,Cropland
440,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
441,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
442,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
443,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland
444,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
445,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up
446,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
447,Cropland,NULL,NULL,Non_Water,Non_Wetland,Cropland
448,Cropland,NULL,NULL,Non_Water,Non_Wetland,Forest
449,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
450,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
451,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
452,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
453,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
454,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
455,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
456,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
457,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
458,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland
459,Cropland,NULL,Shrubland,Water,Non_Wetland,Water
460,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
461,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
462,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
463,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland
464,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
465,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
466,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
467,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland
468,Cropland,NULL,Grassland,Water,Non_Wetland,Bareland
469,Cropland,NULL,Grassland,Water,Non_Wetland,Water
470,Cropland,NULL,Grassland,Water,Non_Wetland,Forest
471,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
472,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
473,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
474,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland
475,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
476,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
477,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
478,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL
479,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
480,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
481,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
482,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest
483,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland
484,Cropland,NULL,Cropland,Water,Non_Wetland,Cropland
485,Cropland,NULL,Cropland,Water,Non_Wetland,Wetland
486,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland
487,Cropland,NULL,Cropland,Water,Non_Wetland,Water
488,Cropland,NULL,Cropland,Water,Non_Wetland,Forest
489,Cropland,NULL,Wetland,NULL,Wetland,Grassland
490,Cropland,NULL,Wetland,NULL,Wetland,Cropland
491,Cropland,NULL,Wetland,NULL,Wetland,Wetland
492,Cropland,NULL,Wetland,NULL,Wetland,Forest
493,Cropland,NULL,Wetland,Water,Wetland,Grassland
494,Cropland,NULL,Wetland,Water,Wetland,Cropland
495,Cropland,NULL,Wetland,Water,Wetland,Wetland
496,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
497,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
498,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
499,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
500,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
501,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
502,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
503,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland
504,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
505,Cropland,NULL,Bareland,NULL,Non_Wetland,Built-up
506,Cropland,NULL,Bareland,NULL,Non_Wetland,Water
507,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
508,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
509,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
510,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
511,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
512,Cropland,NULL,Bareland,Water,Non_Wetland,Cropland
513,Cropland,NULL,Bareland,Water,Non_Wetland,Wetland
514,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland
515,Cropland,NULL,Bareland,Water,Non_Wetland,Water
516,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
517,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
518,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
519,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
520,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
521,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
522,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL
523,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Cropland
524,Cropland,NULL,Water,NULL,Water,NULL
525,Cropland,NULL,Water,NULL,Water,Grassland
526,Cropland,NULL,Water,NULL,Water,Cropland
527,Cropland,NULL,Water,NULL,Water,Bareland
528,Cropland,NULL,Water,NULL,Water,Water
529,Cropland,NULL,Water,NULL,Water,Forest
530,Cropland,NULL,Water,Non_Water,Water,Cropland
531,Cropland,NULL,Water,Non_Water,Water,Bareland
532,Cropland,NULL,Water,Water,Water,Grassland
533,Cropland,NULL,Water,Water,Water,Cropland
534,Cropland,NULL,Water,Water,Water,Bareland
535,Cropland,NULL,Water,Water,Water,Water
536,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
537,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
538,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
539,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
540,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
541,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
542,Cropland,NULL,Forest,NULL,Non_Wetland,Water
543,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
544,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
545,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland
546,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
547,Cropland,NULL,Forest,Water,Non_Wetland,Grassland
548,Cropland,NULL,Forest,Water,Non_Wetland,Cropland
549,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
550,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
551,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
552,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland
553,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
554,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up
555,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
556,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
557,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
558,Cropland,Cropland,NULL,Water,Non_Wetland,Cropland
559,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
560,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
561,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
562,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
563,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
564,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
565,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water
566,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
567,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
568,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
569,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
570,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland
571,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
572,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
573,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
574,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland
575,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
576,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
577,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
578,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
579,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
580,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
581,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
582,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
583,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
584,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water
585,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
586,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
587,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
588,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
589,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
590,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland
591,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
592,Cropland,Cropland,Cropland,Water,Non_Wetland,Wetland
593,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland
594,Cropland,Cropland,Wetland,NULL,Wetland,Grassland
595,Cropland,Cropland,Wetland,NULL,Wetland,Cropland
596,Cropland,Cropland,Wetland,NULL,Wetland,Wetland
597,Cropland,Cropland,Wetland,NULL,Wetland,Forest
598,Cropland,Cropland,Wetland,Non_Water,Wetland,Grassland
599,Cropland,Cropland,Wetland,Non_Water,Wetland,Cropland
600,Cropland,Cropland,Wetland,Water,Wetland,Wetland
601,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
602,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
603,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
604,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
605,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
606,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
607,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
608,Cropland,Cropland,Bareland,NULL,Non_Wetland,Wetland
609,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
610,Cropland,Cropland,Bareland,NULL,Non_Wetland,Built-up
611,Cropland,Cropland,Bareland,NULL,Non_Wetland,Water
612,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
613,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
614,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
615,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
616,Cropland,Cropland,Bareland,Water,Non_Wetland,Grassland
617,Cropland,Cropland,Bareland,Water,Non_Wetland,Cropland
618,Cropland,Cropland,Bareland,Water,Non_Wetland,Bareland
619,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
620,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
621,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
622,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
623,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
624,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
625,Cropland,Cropland,Water,NULL,Water,Grassland
626,Cropland,Cropland,Water,NULL,Water,Cropland
627,Cropland,Cropland,Water,NULL,Water,Wetland
628,Cropland,Cropland,Water,NULL,Water,Bareland
629,Cropland,Cropland,Water,NULL,Water,Water
630,Cropland,Cropland,Water,NULL,Water,Forest
631,Cropland,Cropland,Water,Non_Water,Water,Grassland
632,Cropland,Cropland,Water,Non_Water,Water,Cropland
633,Cropland,Cropland,Water,Water,Water,Cropland
634,Cropland,Cropland,Water,Water,Water,Wetland
635,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
636,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
637,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
638,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
639,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
640,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
641,Cropland,Cropland,Forest,NULL,Non_Wetland,Water
642,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
643,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
644,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
645,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland
646,Cropland,Cropland,Forest,Water,Non_Wetland,Forest
647,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL
648,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
649,Cropland,Bareland,Grassland,NULL,Non_Wetland,Cropland
650,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
651,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
652,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland
653,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland
654,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
655,Cropland,Bareland,Water,Water,Water,Bareland
656,Cropland,Bareland,Forest,NULL,Non_Wetland,Cropland
657,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL
658,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
659,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
660,Cropland,Built-up,NULL,NULL,Non_Wetland,Wetland
661,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up
662,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
663,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
664,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
665,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
666,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
667,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
668,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
669,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
670,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
671,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
672,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
673,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
674,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
675,Cropland,Built-up,Grassland,Water,Non_Wetland,Cropland
676,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
677,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
678,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
679,Cropland,Built-up,Cropland,NULL,Non_Wetland,Wetland
680,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
681,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
682,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
683,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Cropland
684,Cropland,Built-up,Wetland,NULL,Wetland,Forest
685,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
686,Cropland,Built-up,Bareland,NULL,Non_Wetland,Cropland
687,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
688,Cropland,Built-up,Bareland,NULL,Non_Wetland,Forest
689,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL
690,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
691,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
692,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
693,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
694,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
695,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
696,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
697,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
698,Cropland,Built-up,Forest,NULL,Non_Wetland,Wetland
699,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland
700,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
701,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
702,Cropland,Water,NULL,NULL,Non_Wetland,NULL
703,Cropland,Water,NULL,NULL,Non_Wetland,Grassland
704,Cropland,Water,NULL,NULL,Non_Wetland,Cropland
705,Cropland,Water,NULL,NULL,Non_Wetland,Forest
706,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL
707,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
708,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland
709,Cropland,Water,Grassland,NULL,Non_Wetland,NULL
710,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
711,Cropland,Water,Grassland,NULL,Non_Wetland,Cropland
712,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland
713,Cropland,Water,Grassland,NULL,Non_Wetland,Forest
714,Cropland,Water,Grassland,Water,Non_Wetland,Grassland
715,Cropland,Water,Cropland,NULL,Non_Wetland,NULL
716,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
717,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
718,Cropland,Water,Cropland,NULL,Non_Wetland,Wetland
719,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
720,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
721,Cropland,Water,Cropland,Non_Water,Non_Wetland,Grassland
722,Cropland,Water,Cropland,Non_Water,Non_Wetland,Cropland
723,Cropland,Water,Cropland,Non_Water,Non_Wetland,Wetland
724,Cropland,Water,Cropland,Water,Non_Wetland,Grassland
725,Cropland,Water,Cropland,Water,Non_Wetland,Cropland
726,Cropland,Water,Cropland,Water,Non_Wetland,Bareland
727,Cropland,Water,Cropland,Water,Non_Wetland,Forest
728,Cropland,Water,Wetland,NULL,Wetland,Cropland
729,Cropland,Water,Wetland,NULL,Wetland,Wetland
730,Cropland,Water,Wetland,NULL,Wetland,Bareland
731,Cropland,Water,Wetland,NULL,Wetland,Forest
732,Cropland,Water,Bareland,NULL,Non_Wetland,NULL
733,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
734,Cropland,Water,Bareland,NULL,Non_Wetland,Cropland
735,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
736,Cropland,Water,Bareland,NULL,Non_Wetland,Forest
737,Cropland,Water,Bareland,Non_Water,Non_Wetland,Cropland
738,Cropland,Water,Bareland,Non_Water,Non_Wetland,Wetland
739,Cropland,Water,Bareland,Water,Non_Wetland,Cropland
740,Cropland,Water,Bareland,Water,Non_Wetland,Bareland
741,Cropland,Water,Built-up,NULL,Non_Wetland,Bareland
742,Cropland,Water,Built-up,NULL,Non_Wetland,Forest
743,Cropland,Water,Water,NULL,Water,Grassland
744,Cropland,Water,Water,NULL,Water,Cropland
745,Cropland,Water,Water,NULL,Water,Bareland
746,Cropland,Water,Water,NULL,Water,Forest
747,Cropland,Water,Water,Water,Water,Cropland
748,Cropland,Water,Water,Water,Water,Bareland
749,Cropland,Water,Forest,NULL,Non_Wetland,NULL
750,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
751,Cropland,Water,Forest,NULL,Non_Wetland,Cropland
752,Cropland,Water,Forest,NULL,Non_Wetland,Forest
753,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
754,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
755,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
756,Cropland,Forest,NULL,NULL,Non_Wetland,Built-up
757,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
758,Cropland,Forest,NULL,Non_Water,Non_Wetland,Cropland
759,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
760,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
761,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
762,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
763,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
764,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
765,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
766,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
767,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL
768,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Forest
769,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
770,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
771,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
772,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland
773,Cropland,Forest,Cropland,NULL,Non_Wetland,Built-up
774,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
775,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL
776,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Cropland
777,Cropland,Forest,Cropland,Water,Non_Wetland,Cropland
778,Cropland,Forest,Wetland,NULL,Wetland,NULL
779,Cropland,Forest,Wetland,NULL,Wetland,Cropland
780,Cropland,Forest,Wetland,NULL,Wetland,Wetland
781,Cropland,Forest,Wetland,NULL,Wetland,Forest
782,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL
783,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
784,Cropland,Forest,Bareland,NULL,Non_Wetland,Cropland
785,Cropland,Forest,Bareland,NULL,Non_Wetland,Wetland
786,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
787,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Cropland
788,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Forest
789,Cropland,Forest,Bareland,Water,Non_Wetland,Cropland
790,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL
791,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland
792,Cropland,Forest,Built-up,NULL,Non_Wetland,Cropland
793,Cropland,Forest,Built-up,NULL,Non_Wetland,Built-up
794,Cropland,Forest,Built-up,NULL,Non_Wetland,Forest
795,Cropland,Forest,Water,NULL,Water,Cropland
796,Cropland,Forest,Water,NULL,Water,Forest
797,Cropland,Forest,Water,Non_Water,Water,Forest
798,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
799,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
800,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
801,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
802,Cropland,Forest,Forest,NULL,Non_Wetland,Built-up
803,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
804,Cropland,Forest,Forest,Non_Water,Non_Wetland,Grassland
805,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest
806,Wetland,NULL,NULL,NULL,Non_Wetland,NULL
807,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
808,Wetland,NULL,NULL,NULL,Non_Wetland,Cropland
809,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
810,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
811,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
812,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
813,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL
814,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
815,Wetland,NULL,Grassland,NULL,Non_Wetland,Cropland
816,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
817,Wetland,NULL,Grassland,Water,Non_Wetland,Cropland
818,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
819,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
820,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
821,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland
822,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
823,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
824,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
825,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland
826,Wetland,NULL,Cropland,Water,Non_Wetland,Cropland
827,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL
828,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
829,Wetland,NULL,Bareland,NULL,Non_Wetland,Cropland
830,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
831,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
832,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
833,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
834,Wetland,NULL,Bareland,Water,Non_Wetland,Cropland
835,Wetland,NULL,Bareland,Water,Non_Wetland,Bareland
836,Wetland,NULL,Bareland,Water,Non_Wetland,Water
837,Wetland,NULL,Water,NULL,Water,NULL
838,Wetland,NULL,Water,NULL,Water,Grassland
839,Wetland,NULL,Water,NULL,Water,Water
840,Wetland,NULL,Water,Water,Water,Grassland
841,Wetland,NULL,Water,Water,Water,Water
842,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
843,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
844,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
845,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland
846,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
847,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
848,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland
849,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
850,Wetland,Cropland,NULL,Water,Non_Wetland,Cropland
