Value,AFRICA_2024_DynamicWorld_2024_37PFS_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PFS_M_R,AFRICA_2024_GLC_FCS30D_2022_37PFS_M_R,AFRICA_2024_GSW_Yearly_2021_37PFS_M_R,AFRICA_2024_GWL_FCS30D_2022_37PFS_M_R,AFRICA_2024_WorldCover_2021_37PFS_M_R
424,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water
425,Bareland,NULL,Cropland,Water,Non_Wetland,NULL
426,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
427,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland
428,Bareland,NULL,Cropland,Water,Non_Wetland,Wetland
429,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
430,Bareland,NULL,Cropland,Water,Non_Wetland,Water
431,Bareland,NULL,Wetland,NULL,NULL,NULL
432,Bareland,NULL,Wetland,NULL,NULL,Grassland
433,Bareland,NULL,Wetland,NULL,NULL,Bareland
434,Bareland,NULL,Wetland,NULL,NULL,Water
435,Bareland,NULL,Wetland,NULL,Wetland,NULL
436,Bareland,NULL,Wetland,NULL,Wetland,Grassland
437,Bareland,NULL,Wetland,NULL,Wetland,Cropland
438,Bareland,NULL,Wetland,NULL,Wetland,Wetland
439,Bareland,NULL,Wetland,NULL,Wetland,Bareland
440,Bareland,NULL,Wetland,NULL,Wetland,Water
441,Bareland,NULL,Wetland,Non_Water,Wetland,NULL
442,Bareland,NULL,Wetland,Non_Water,Wetland,Cropland
443,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland
444,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland
445,Bareland,NULL,Wetland,Non_Water,Wetland,Water
446,Bareland,NULL,Wetland,Water,NULL,Bareland
447,Bareland,NULL,Wetland,Water,Wetland,NULL
448,Bareland,NULL,Wetland,Water,Wetland,Grassland
449,Bareland,NULL,Wetland,Water,Wetland,Cropland
450,Bareland,NULL,Wetland,Water,Wetland,Wetland
451,Bareland,NULL,Wetland,Water,Wetland,Bareland
452,Bareland,NULL,Wetland,Water,Wetland,Water
453,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
454,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
455,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
456,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
457,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
458,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
459,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
460,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
461,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland
462,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
463,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
464,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
465,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
466,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL
467,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
468,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
469,Bareland,NULL,Bareland,Water,Non_Wetland,NULL
470,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
471,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
472,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland
473,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
474,Bareland,NULL,Bareland,Water,Non_Wetland,Water
475,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
476,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
477,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
478,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland
479,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
480,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
481,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
482,Bareland,NULL,Built-up,Water,Non_Wetland,Wetland
483,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
484,Bareland,NULL,Water,NULL,NULL,Bareland
485,Bareland,NULL,Water,NULL,Water,Bareland
486,Bareland,NULL,Water,Water,NULL,Bareland
487,Bareland,NULL,Water,Water,Water,Bareland
488,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
489,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
490,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL
491,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
492,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
493,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
494,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
495,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
496,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
497,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
498,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
499,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
500,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
501,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
502,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
503,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
504,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
505,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
506,Bareland,Cropland,Wetland,NULL,Wetland,NULL
507,Bareland,Cropland,Wetland,NULL,Wetland,Wetland
508,Bareland,Cropland,Wetland,NULL,Wetland,Bareland
509,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
510,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL
511,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
512,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
513,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
514,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
515,Bareland,Wetland,NULL,NULL,Non_Wetland,Bareland
516,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
517,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL
518,Bareland,Wetland,Grassland,NULL,Non_Wetland,Grassland
519,Bareland,Wetland,Grassland,NULL,Non_Wetland,Wetland
520,Bareland,Wetland,Grassland,NULL,Non_Wetland,Bareland
521,Bareland,Wetland,Grassland,Water,Non_Wetland,Bareland
522,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL
523,Bareland,Wetland,Cropland,NULL,Non_Wetland,Grassland
524,Bareland,Wetland,Cropland,NULL,Non_Wetland,Wetland
525,Bareland,Wetland,Cropland,NULL,Non_Wetland,Bareland
526,Bareland,Wetland,Cropland,NULL,Non_Wetland,Water
527,Bareland,Wetland,Wetland,NULL,Wetland,NULL
528,Bareland,Wetland,Wetland,NULL,Wetland,Grassland
529,Bareland,Wetland,Wetland,NULL,Wetland,Wetland
530,Bareland,Wetland,Wetland,NULL,Wetland,Bareland
531,Bareland,Wetland,Wetland,NULL,Wetland,Water
532,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL
533,Bareland,Wetland,Bareland,NULL,Non_Wetland,Grassland
534,Bareland,Wetland,Bareland,NULL,Non_Wetland,Wetland
535,Bareland,Wetland,Bareland,NULL,Non_Wetland,Bareland
536,Bareland,Wetland,Bareland,NULL,Non_Wetland,Water
537,Bareland,Wetland,Bareland,Water,Non_Wetland,Bareland
538,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL
539,Bareland,Wetland,Built-up,NULL,Non_Wetland,Bareland
540,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL
541,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland
542,Bareland,Bareland,NULL,NULL,Non_Wetland,Cropland
543,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
544,Bareland,Bareland,NULL,NULL,Non_Wetland,Built-up
545,Bareland,Bareland,NULL,NULL,Non_Wetland,Water
546,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland
547,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland
548,Bareland,Bareland,NULL,Water,Non_Wetland,Water
549,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL
550,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
551,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
552,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Wetland
553,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
554,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Built-up
555,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water
556,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
557,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water
558,Bareland,Bareland,Shrubland,Water,Non_Wetland,Grassland
559,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
560,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water
561,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL
562,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
563,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
564,Bareland,Bareland,Grassland,NULL,Non_Wetland,Wetland
565,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
566,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water
567,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
568,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water
569,Bareland,Bareland,Grassland,Water,Non_Wetland,Grassland
570,Bareland,Bareland,Grassland,Water,Non_Wetland,Wetland
571,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
572,Bareland,Bareland,Grassland,Water,Non_Wetland,Water
573,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL
574,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
575,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
576,Bareland,Bareland,Cropland,NULL,Non_Wetland,Wetland
577,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
578,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water
579,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL
580,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
581,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water
582,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL
583,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland
584,Bareland,Bareland,Cropland,Water,Non_Wetland,Wetland
585,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
586,Bareland,Bareland,Cropland,Water,Non_Wetland,Water
587,Bareland,Bareland,Wetland,NULL,NULL,NULL
588,Bareland,Bareland,Wetland,NULL,NULL,Bareland
589,Bareland,Bareland,Wetland,NULL,NULL,Water
590,Bareland,Bareland,Wetland,NULL,Wetland,NULL
591,Bareland,Bareland,Wetland,NULL,Wetland,Grassland
592,Bareland,Bareland,Wetland,NULL,Wetland,Cropland
593,Bareland,Bareland,Wetland,NULL,Wetland,Wetland
594,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
595,Bareland,Bareland,Wetland,NULL,Wetland,Water
596,Bareland,Bareland,Wetland,NULL,Wetland,Forest
597,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL
598,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland
599,Bareland,Bareland,Wetland,Non_Water,Wetland,Wetland
600,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
601,Bareland,Bareland,Wetland,Non_Water,Wetland,Water
602,Bareland,Bareland,Wetland,Water,NULL,Bareland
603,Bareland,Bareland,Wetland,Water,NULL,Water
604,Bareland,Bareland,Wetland,Water,Wetland,NULL
605,Bareland,Bareland,Wetland,Water,Wetland,Grassland
606,Bareland,Bareland,Wetland,Water,Wetland,Wetland
607,Bareland,Bareland,Wetland,Water,Wetland,Bareland
608,Bareland,Bareland,Wetland,Water,Wetland,Water
609,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
610,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
611,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL
612,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
613,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland
614,Bareland,Bareland,Bareland,NULL,Non_Wetland,Wetland
615,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
616,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up
617,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
618,Bareland,Bareland,Bareland,NULL,Non_Wetland,Forest
619,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
620,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water
621,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
622,Bareland,Bareland,Bareland,Water,Non_Wetland,Wetland
623,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
624,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
625,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL
626,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
627,Bareland,Bareland,Built-up,NULL,Non_Wetland,Cropland
628,Bareland,Bareland,Built-up,NULL,Non_Wetland,Wetland
629,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
630,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up
631,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water
632,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
633,Bareland,Bareland,Built-up,Water,Non_Wetland,Grassland
634,Bareland,Bareland,Built-up,Water,Non_Wetland,Wetland
635,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
636,Bareland,Bareland,Built-up,Water,Non_Wetland,Water
637,Bareland,Bareland,Water,NULL,NULL,Bareland
638,Bareland,Bareland,Water,NULL,Water,Wetland
639,Bareland,Bareland,Water,NULL,Water,Bareland
640,Bareland,Bareland,Water,NULL,Water,Water
641,Bareland,Bareland,Water,Water,NULL,Bareland
642,Bareland,Bareland,Water,Water,NULL,Water
643,Bareland,Bareland,Water,Water,Water,Wetland
644,Bareland,Bareland,Water,Water,Water,Bareland
645,Bareland,Bareland,Water,Water,Water,Water
646,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
647,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland
648,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL
649,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
650,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
651,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
652,Bareland,Built-up,Grassland,Water,Non_Wetland,Bareland
653,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL
654,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
655,Bareland,Built-up,Wetland,NULL,Wetland,Bareland
656,Bareland,Built-up,Wetland,Water,NULL,Bareland
657,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
658,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL
659,Bareland,Built-up,Bareland,NULL,Non_Wetland,Wetland
660,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
661,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
662,Bareland,Built-up,Bareland,NULL,Non_Wetland,Water
663,Bareland,Built-up,Bareland,Water,Non_Wetland,Bareland
664,Bareland,Built-up,Bareland,Water,Non_Wetland,Built-up
665,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL
666,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
667,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
668,Bareland,Water,NULL,NULL,Non_Wetland,Bareland
669,Bareland,Water,NULL,Non_Water,Non_Wetland,Water
670,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL
671,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
672,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland
673,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland
674,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
675,Bareland,Water,Shrubland,NULL,Non_Wetland,Water
676,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
677,Bareland,Water,Shrubland,Water,Non_Wetland,Water
678,Bareland,Water,Grassland,NULL,Non_Wetland,NULL
679,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
680,Bareland,Water,Grassland,NULL,Non_Wetland,Cropland
681,Bareland,Water,Grassland,NULL,Non_Wetland,Wetland
682,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
683,Bareland,Water,Grassland,NULL,Non_Wetland,Water
684,Bareland,Water,Grassland,Non_Water,Non_Wetland,Wetland
685,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland
686,Bareland,Water,Grassland,Non_Water,Non_Wetland,Water
687,Bareland,Water,Grassland,Water,Non_Wetland,Grassland
688,Bareland,Water,Grassland,Water,Non_Wetland,Wetland
689,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
690,Bareland,Water,Grassland,Water,Non_Wetland,Water
691,Bareland,Water,Cropland,NULL,Non_Wetland,NULL
692,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
693,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
694,Bareland,Water,Cropland,NULL,Non_Wetland,Wetland
695,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
696,Bareland,Water,Cropland,NULL,Non_Wetland,Water
697,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland
698,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water
699,Bareland,Water,Cropland,Water,Non_Wetland,Grassland
700,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
701,Bareland,Water,Cropland,Water,Non_Wetland,Water
702,Bareland,Water,Wetland,NULL,NULL,NULL
703,Bareland,Water,Wetland,NULL,NULL,Wetland
704,Bareland,Water,Wetland,NULL,NULL,Bareland
705,Bareland,Water,Wetland,NULL,NULL,Water
706,Bareland,Water,Wetland,NULL,Wetland,NULL
707,Bareland,Water,Wetland,NULL,Wetland,Grassland
708,Bareland,Water,Wetland,NULL,Wetland,Cropland
709,Bareland,Water,Wetland,NULL,Wetland,Wetland
710,Bareland,Water,Wetland,NULL,Wetland,Bareland
711,Bareland,Water,Wetland,NULL,Wetland,Water
712,Bareland,Water,Wetland,NULL,Wetland,Forest
713,Bareland,Water,Wetland,Non_Water,Wetland,NULL
714,Bareland,Water,Wetland,Non_Water,Wetland,Grassland
715,Bareland,Water,Wetland,Non_Water,Wetland,Wetland
716,Bareland,Water,Wetland,Non_Water,Wetland,Bareland
717,Bareland,Water,Wetland,Non_Water,Wetland,Water
718,Bareland,Water,Wetland,Water,NULL,Bareland
719,Bareland,Water,Wetland,Water,NULL,Water
720,Bareland,Water,Wetland,Water,Wetland,NULL
721,Bareland,Water,Wetland,Water,Wetland,Grassland
722,Bareland,Water,Wetland,Water,Wetland,Cropland
723,Bareland,Water,Wetland,Water,Wetland,Wetland
724,Bareland,Water,Wetland,Water,Wetland,Bareland
725,Bareland,Water,Wetland,Water,Wetland,Water
726,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL
727,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
728,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
729,Bareland,Water,Bareland,NULL,Non_Wetland,NULL
730,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
731,Bareland,Water,Bareland,NULL,Non_Wetland,Cropland
732,Bareland,Water,Bareland,NULL,Non_Wetland,Wetland
733,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
734,Bareland,Water,Bareland,NULL,Non_Wetland,Water
735,Bareland,Water,Bareland,Non_Water,Non_Wetland,Wetland
736,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
737,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
738,Bareland,Water,Bareland,Water,Non_Wetland,Cropland
739,Bareland,Water,Bareland,Water,Non_Wetland,Wetland
740,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
741,Bareland,Water,Bareland,Water,Non_Wetland,Water
742,Bareland,Water,Built-up,NULL,Non_Wetland,NULL
743,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
744,Bareland,Water,Built-up,NULL,Non_Wetland,Cropland
745,Bareland,Water,Built-up,NULL,Non_Wetland,Wetland
746,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
747,Bareland,Water,Built-up,NULL,Non_Wetland,Water
748,Bareland,Water,Built-up,Water,Non_Wetland,Grassland
749,Bareland,Water,Built-up,Water,Non_Wetland,Wetland
750,Bareland,Water,Built-up,Water,Non_Wetland,Bareland
751,Bareland,Water,Built-up,Water,Non_Wetland,Water
752,Bareland,Water,Water,NULL,NULL,Bareland
753,Bareland,Water,Water,NULL,Water,Bareland
754,Bareland,Water,Water,NULL,Water,Water
755,Bareland,Water,Water,Water,NULL,Bareland
756,Bareland,Water,Water,Water,NULL,Water
757,Bareland,Water,Water,Water,Water,Bareland
758,Bareland,Water,Water,Water,Water,Water
759,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
760,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL
761,Bareland,Forest,Grassland,NULL,Non_Wetland,Cropland
762,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL
763,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland
764,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
765,Bareland,Forest,Cropland,NULL,Non_Wetland,Water
766,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL
767,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Cropland
768,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Bareland
769,Bareland,Forest,Wetland,NULL,Wetland,NULL
770,Bareland,Forest,Wetland,NULL,Wetland,Cropland
771,Bareland,Forest,Wetland,NULL,Wetland,Wetland
772,Bareland,Forest,Wetland,NULL,Wetland,Bareland
773,Bareland,Forest,Wetland,NULL,Wetland,Forest
774,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL
775,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland
776,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
777,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
778,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
779,Water,NULL,Shrubland,Water,Non_Wetland,NULL
780,Water,NULL,Grassland,NULL,Non_Wetland,NULL
781,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
782,Water,NULL,Grassland,NULL,Non_Wetland,Wetland
783,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
784,Water,NULL,Grassland,NULL,Non_Wetland,Water
785,Water,NULL,Grassland,NULL,Non_Wetland,Forest
786,Water,NULL,Cropland,NULL,Non_Wetland,NULL
787,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
788,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
789,Water,NULL,Cropland,NULL,Non_Wetland,Water
790,Water,NULL,Cropland,Water,Non_Wetland,NULL
791,Water,NULL,Cropland,Water,Non_Wetland,Wetland
792,Water,NULL,Cropland,Water,Non_Wetland,Bareland
793,Water,NULL,Cropland,Water,Non_Wetland,Water
794,Water,NULL,Wetland,NULL,NULL,Bareland
795,Water,NULL,Wetland,NULL,Wetland,NULL
796,Water,NULL,Wetland,NULL,Wetland,Grassland
797,Water,NULL,Wetland,NULL,Wetland,Cropland
798,Water,NULL,Wetland,NULL,Wetland,Wetland
799,Water,NULL,Wetland,NULL,Wetland,Bareland
800,Water,NULL,Wetland,NULL,Wetland,Water
801,Water,NULL,Wetland,Water,NULL,NULL
802,Water,NULL,Wetland,Water,NULL,Bareland
803,Water,NULL,Wetland,Water,Wetland,Grassland
804,Water,NULL,Wetland,Water,Wetland,Wetland
805,Water,NULL,Wetland,Water,Wetland,Bareland
806,Water,NULL,Wetland,Water,Wetland,Water
807,Water,NULL,Bareland,NULL,Non_Wetland,NULL
808,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
809,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
810,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
811,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
812,Water,NULL,Bareland,NULL,Non_Wetland,Water
813,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL
814,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
815,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
816,Water,NULL,Bareland,Water,Non_Wetland,NULL
817,Water,NULL,Bareland,Water,Non_Wetland,Wetland
818,Water,NULL,Bareland,Water,Non_Wetland,Bareland
819,Water,NULL,Bareland,Water,Non_Wetland,Water
820,Water,NULL,Built-up,NULL,Non_Wetland,NULL
821,Water,NULL,Built-up,NULL,Non_Wetland,Cropland
822,Water,NULL,Built-up,NULL,Non_Wetland,Wetland
823,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
824,Water,NULL,Built-up,NULL,Non_Wetland,Water
825,Water,NULL,Built-up,Water,Non_Wetland,Wetland
826,Water,NULL,Built-up,Water,Non_Wetland,Bareland
827,Water,NULL,Water,NULL,NULL,NULL
828,Water,NULL,Water,NULL,NULL,Water
829,Water,NULL,Water,Water,NULL,Bareland
830,Water,NULL,Water,Water,NULL,Water
831,Water,Wetland,Cropland,NULL,Non_Wetland,Cropland
832,Water,Wetland,Cropland,NULL,Non_Wetland,Water
833,Water,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
834,Water,Wetland,Cropland,Water,Non_Wetland,Cropland
835,Water,Wetland,Wetland,NULL,Wetland,NULL
836,Water,Wetland,Wetland,NULL,Wetland,Wetland
837,Water,Wetland,Wetland,NULL,Wetland,Bareland
838,Water,Wetland,Wetland,NULL,Wetland,Water
839,Water,Wetland,Wetland,Non_Water,Wetland,Cropland
840,Water,Wetland,Wetland,Non_Water,Wetland,Water
841,Water,Wetland,Wetland,Water,Wetland,NULL
842,Water,Wetland,Wetland,Water,Wetland,Cropland
843,Water,Wetland,Wetland,Water,Wetland,Wetland
844,Water,Wetland,Wetland,Water,Wetland,Bareland
845,Water,Wetland,Wetland,Water,Wetland,Water
846,Water,Wetland,Bareland,NULL,Non_Wetland,NULL
847,Water,Wetland,Bareland,NULL,Non_Wetland,Cropland
848,Water,Wetland,Bareland,NULL,Non_Wetland,Bareland
849,Water,Wetland,Bareland,NULL,Non_Wetland,Water
850,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL
851,Water,Wetland,Bareland,Non_Water,Non_Wetland,Cropland
852,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water
853,Water,Wetland,Bareland,Water,Non_Wetland,NULL
854,Water,Wetland,Bareland,Water,Non_Wetland,Cropland
855,Water,Wetland,Bareland,Water,Non_Wetland,Wetland
856,Water,Wetland,Bareland,Water,Non_Wetland,Bareland
857,Water,Wetland,Bareland,Water,Non_Wetland,Water
858,Water,Bareland,NULL,NULL,Non_Wetland,Water
859,Water,Bareland,NULL,Water,Non_Wetland,Water
860,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL
861,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
862,Water,Bareland,Shrubland,NULL,Non_Wetland,Wetland
863,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
