Value,AFRICA_2024_DynamicWorld_2024_36NTL_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36NTL_M_R,AFRICA_2024_GLC_FCS30D_2022_36NTL_M_R,AFRICA_2024_GSW_Yearly_2021_36NTL_M_R,AFRICA_2024_GWL_FCS30D_2022_36NTL_M_R,AFRICA_2024_WorldCover_2021_36NTL_M_R
441,Water,Water,Forest,Non_Water,Non_Wetland,Forest
442,Water,Water,Forest,Water,Non_Wetland,Grassland
443,Water,Water,Forest,Water,Non_Wetland,Wetland
444,Water,Water,Forest,Water,Non_Wetland,Bareland
445,Water,Water,Forest,Water,Non_Wetland,Water
446,Water,Water,Forest,Water,Non_Wetland,Forest
447,Water,Forest,NULL,NULL,Non_Wetland,NULL
448,Water,Forest,NULL,NULL,Non_Wetland,Forest
449,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
450,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
451,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland
452,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
453,Water,Forest,Shrubland,Water,Non_Wetland,NULL
454,Water,Forest,Cropland,Non_Water,Non_Wetland,Forest
455,Water,Forest,Wetland,NULL,Wetland,Grassland
456,Water,Forest,Wetland,NULL,Wetland,Forest
457,Water,Forest,Bareland,NULL,Non_Wetland,Forest
458,Water,Forest,Water,NULL,Water,Forest
459,Water,Forest,Water,Water,Water,NULL
460,Water,Forest,Forest,NULL,Non_Wetland,NULL
461,Water,Forest,Forest,NULL,Non_Wetland,Grassland
462,Water,Forest,Forest,NULL,Non_Wetland,Wetland
463,Water,Forest,Forest,NULL,Non_Wetland,Forest
464,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland
465,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
466,Forest,NULL,NULL,NULL,Non_Wetland,NULL
467,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
468,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
469,Forest,NULL,NULL,NULL,Non_Wetland,Built-up
470,Forest,NULL,NULL,NULL,Non_Wetland,Forest
471,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
472,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
473,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
474,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
475,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
476,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
477,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
478,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
479,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
480,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
481,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
482,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
483,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
484,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
485,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
486,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
487,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
488,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
489,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
490,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
491,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
492,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
493,Forest,NULL,Wetland,NULL,Wetland,NULL
494,Forest,NULL,Wetland,NULL,Wetland,Grassland
495,Forest,NULL,Wetland,NULL,Wetland,Forest
496,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
497,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
498,Forest,NULL,Bareland,Water,Non_Wetland,NULL
499,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
500,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
501,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
502,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
503,Forest,NULL,Water,NULL,Water,Grassland
504,Forest,NULL,Forest,NULL,Non_Wetland,NULL
505,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
506,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
507,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
508,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
509,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
510,Forest,NULL,Forest,NULL,Non_Wetland,Forest
511,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
512,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
513,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
514,Forest,NULL,Forest,Water,Non_Wetland,Grassland
515,Forest,NULL,Forest,Water,Non_Wetland,Forest
516,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
517,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
518,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
519,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
520,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
521,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
522,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
523,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
524,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
525,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
526,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
527,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
528,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
529,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
530,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
531,Forest,Wetland,Wetland,NULL,Wetland,Wetland
532,Forest,Wetland,Wetland,NULL,Wetland,Forest
533,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest
534,Forest,Wetland,Forest,NULL,Non_Wetland,NULL
535,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
536,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
537,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
538,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
539,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland
540,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up
541,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
542,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
543,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
544,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
545,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
546,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
547,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
548,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
549,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
550,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
551,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up
552,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
553,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL
554,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
555,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
556,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
557,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
558,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
559,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
560,Forest,Water,NULL,NULL,Non_Wetland,NULL
561,Forest,Water,NULL,NULL,Non_Wetland,Grassland
562,Forest,Water,NULL,NULL,Non_Wetland,Forest
563,Forest,Water,NULL,Non_Water,Non_Wetland,Forest
564,Forest,Water,NULL,Water,Non_Wetland,Forest
565,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
566,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
567,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
568,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL
569,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland
570,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
571,Forest,Water,Shrubland,Water,Non_Wetland,Forest
572,Forest,Water,Grassland,NULL,Non_Wetland,Forest
573,Forest,Water,Cropland,NULL,Non_Wetland,Forest
574,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest
575,Forest,Water,Wetland,NULL,Wetland,NULL
576,Forest,Water,Wetland,NULL,Wetland,Grassland
577,Forest,Water,Wetland,NULL,Wetland,Water
578,Forest,Water,Wetland,NULL,Wetland,Forest
579,Forest,Water,Wetland,Non_Water,Wetland,Forest
580,Forest,Water,Wetland,Water,Wetland,Forest
581,Forest,Water,Bareland,NULL,Non_Wetland,NULL
582,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
583,Forest,Water,Bareland,NULL,Non_Wetland,Forest
584,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest
585,Forest,Water,Bareland,Water,Non_Wetland,Forest
586,Forest,Water,Built-up,NULL,Non_Wetland,Grassland
587,Forest,Water,Built-up,NULL,Non_Wetland,Forest
588,Forest,Water,Built-up,Non_Water,Non_Wetland,Forest
589,Forest,Water,Built-up,Water,Non_Wetland,Forest
590,Forest,Water,Water,NULL,Water,Grassland
591,Forest,Water,Water,NULL,Water,Water
592,Forest,Water,Water,NULL,Water,Forest
593,Forest,Water,Water,Non_Water,Water,Forest
594,Forest,Water,Water,Water,Water,Grassland
595,Forest,Water,Water,Water,Water,Water
596,Forest,Water,Water,Water,Water,Forest
597,Forest,Water,Forest,NULL,Non_Wetland,NULL
598,Forest,Water,Forest,NULL,Non_Wetland,Grassland
599,Forest,Water,Forest,NULL,Non_Wetland,Forest
600,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
601,Forest,Water,Forest,Water,Non_Wetland,Grassland
602,Forest,Water,Forest,Water,Non_Wetland,Water
603,Forest,Water,Forest,Water,Non_Wetland,Forest
604,Forest,Forest,NULL,NULL,Non_Wetland,NULL
605,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
606,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
607,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
608,Forest,Forest,NULL,NULL,Non_Wetland,Built-up
609,Forest,Forest,NULL,NULL,Non_Wetland,Forest
610,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland
611,Forest,Forest,NULL,Water,Non_Wetland,Forest
612,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
613,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
614,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
615,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
616,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
617,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
618,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
619,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
620,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
621,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
622,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
623,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
624,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
625,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
626,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
627,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
628,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland
629,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
630,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
631,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
632,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
633,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
634,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
635,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
636,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL
637,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
638,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
639,Forest,Forest,Cropland,Water,Non_Wetland,Grassland
640,Forest,Forest,Wetland,NULL,Wetland,NULL
641,Forest,Forest,Wetland,NULL,Wetland,Grassland
642,Forest,Forest,Wetland,NULL,Wetland,Wetland
643,Forest,Forest,Wetland,NULL,Wetland,Forest
644,Forest,Forest,Wetland,Non_Water,Wetland,Forest
645,Forest,Forest,Wetland,Water,Wetland,NULL
646,Forest,Forest,Wetland,Water,Wetland,Grassland
647,Forest,Forest,Wetland,Water,Wetland,Forest
648,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
649,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
650,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
651,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
652,Forest,Forest,Bareland,Water,Non_Wetland,Grassland
653,Forest,Forest,Bareland,Water,Non_Wetland,Forest
654,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
655,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
656,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
657,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland
658,Forest,Forest,Built-up,Water,Non_Wetland,NULL
659,Forest,Forest,Water,NULL,Water,Grassland
660,Forest,Forest,Water,NULL,Water,Forest
661,Forest,Forest,Water,Non_Water,Water,Forest
662,Forest,Forest,Water,Water,Water,Forest
663,Forest,Forest,Forest,NULL,Non_Wetland,NULL
664,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
665,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
666,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
667,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
668,Forest,Forest,Forest,NULL,Non_Wetland,Forest
669,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
670,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
671,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland
672,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
673,Forest,Forest,Forest,Water,Non_Wetland,NULL
674,Forest,Forest,Forest,Water,Non_Wetland,Grassland
675,Forest,Forest,Forest,Water,Non_Wetland,Forest
