Value,AFRICA_2024_DynamicWorld_2024_38NKN_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_38NKN_M_R,AFRICA_2024_GLC_FCS30D_2022_38NKN_M_R,AFRICA_2024_GSW_Yearly_2021_38NKN_M_R,AFRICA_2024_GWL_FCS30D_2022_38NKN_M_R,AFRICA_2024_WorldCover_2021_38NKN_M_R
422,Cropland,Cropland,Wetland,Non_Water,Wetland,Grassland
423,Cropland,Cropland,Wetland,Non_Water,Wetland,Cropland
424,Cropland,Cropland,Wetland,Non_Water,Wetland,Wetland
425,Cropland,Cropland,Wetland,Non_Water,Wetland,Bareland
426,Cropland,Cropland,Wetland,Non_Water,Wetland,Forest
427,Cropland,Cropland,Wetland,Water,Wetland,Grassland
428,Cropland,Cropland,Wetland,Water,Wetland,Cropland
429,Cropland,Cropland,Wetland,Water,Wetland,Wetland
430,Cropland,Cropland,Wetland,Water,Wetland,Bareland
431,Cropland,Cropland,Wetland,Water,Wetland,Forest
432,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
433,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
434,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
435,Cropland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
436,Cropland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,Cropland
437,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
438,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
439,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
440,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
441,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
442,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
443,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
444,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Forest
445,Cropland,Cropland,Bareland,Water,Non_Wetland,Grassland
446,Cropland,Cropland,Bareland,Water,Non_Wetland,Cropland
447,Cropland,Cropland,Bareland,Water,Non_Wetland,Bareland
448,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
449,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
450,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland
451,Cropland,Cropland,Built-up,Water,Non_Wetland,Grassland
452,Cropland,Cropland,Built-up,Water,Non_Wetland,Cropland
453,Cropland,Cropland,Built-up,Water,Non_Wetland,Bareland
454,Cropland,Cropland,Water,NULL,Water,Grassland
455,Cropland,Cropland,Water,NULL,Water,Cropland
456,Cropland,Cropland,Water,NULL,Water,Wetland
457,Cropland,Cropland,Water,NULL,Water,Bareland
458,Cropland,Cropland,Water,NULL,Water,Forest
459,Cropland,Cropland,Water,Non_Water,Water,Grassland
460,Cropland,Cropland,Water,Non_Water,Water,Cropland
461,Cropland,Cropland,Water,Non_Water,Water,Bareland
462,Cropland,Cropland,Water,Non_Water,Water,Forest
463,Cropland,Cropland,Water,Water,Water,Grassland
464,Cropland,Cropland,Water,Water,Water,Cropland
465,Cropland,Cropland,Water,Water,Water,Wetland
466,Cropland,Cropland,Water,Water,Water,Bareland
467,Cropland,Cropland,Water,Water,Water,Forest
468,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
469,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
470,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
471,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
472,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
473,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland
474,Cropland,Wetland,Wetland,NULL,Wetland,Cropland
475,Cropland,Wetland,Wetland,Water,Wetland,Cropland
476,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
477,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
478,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL
479,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
480,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
481,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
482,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,Cropland
483,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
484,Cropland,Bareland,Grassland,Water,Non_Wetland,Bareland
485,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
486,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland
487,Cropland,Bareland,Cropland,Water,Non_Wetland,Bareland
488,Cropland,Bareland,Wetland,NULL,Wetland,Grassland
489,Cropland,Bareland,Wetland,NULL,Wetland,Cropland
490,Cropland,Bareland,Wetland,NULL,Wetland,Bareland
491,Cropland,Bareland,Wetland,Water,Wetland,Bareland
492,Cropland,Bareland,Bareland,NULL,Non_Wetland,Grassland
493,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
494,Cropland,Bareland,Built-up,NULL,Non_Wetland,Bareland
495,Cropland,Bareland,Water,NULL,Water,Bareland
496,Cropland,Bareland,Water,Non_Water,Water,Bareland
497,Cropland,Bareland,Water,Water,Water,Bareland
498,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
499,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
500,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
501,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
502,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
503,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
504,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
505,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
506,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
507,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
508,Cropland,Water,NULL,Non_Water,Non_Wetland,Wetland
509,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
510,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland
511,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
512,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
513,Cropland,Water,Grassland,NULL,Non_Wetland,Cropland
514,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland
515,Cropland,Water,Grassland,NULL,Non_Wetland,Forest
516,Cropland,Water,Grassland,Non_Water,Non_Wetland,Grassland
517,Cropland,Water,Grassland,Non_Water,Non_Wetland,Cropland
518,Cropland,Water,Grassland,Non_Water,Non_Wetland,Bareland
519,Cropland,Water,Grassland,Water,Non_Wetland,Grassland
520,Cropland,Water,Grassland,Water,Non_Wetland,Bareland
521,Cropland,Water,Grassland,Water,Non_Wetland,Forest
522,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
523,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
524,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
525,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
526,Cropland,Water,Cropland,Non_Water,Non_Wetland,Grassland
527,Cropland,Water,Cropland,Non_Water,Non_Wetland,Cropland
528,Cropland,Water,Cropland,Non_Water,Non_Wetland,Forest
529,Cropland,Water,Cropland,Water,Non_Wetland,Cropland
530,Cropland,Water,Cropland,Water,Non_Wetland,Forest
531,Cropland,Water,Wetland,NULL,Wetland,Grassland
532,Cropland,Water,Wetland,NULL,Wetland,Cropland
533,Cropland,Water,Wetland,NULL,Wetland,Bareland
534,Cropland,Water,Wetland,NULL,Wetland,Forest
535,Cropland,Water,Wetland,Non_Water,Wetland,Grassland
536,Cropland,Water,Wetland,Non_Water,Wetland,Cropland
537,Cropland,Water,Wetland,Non_Water,Wetland,Bareland
538,Cropland,Water,Wetland,Non_Water,Wetland,Forest
539,Cropland,Water,Wetland,Water,Wetland,Grassland
540,Cropland,Water,Wetland,Water,Wetland,Cropland
541,Cropland,Water,Wetland,Water,Wetland,Bareland
542,Cropland,Water,Wetland,Water,Wetland,Forest
543,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
544,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
545,Cropland,Water,Bareland,Non_Water,Non_Wetland,Forest
546,Cropland,Water,Bareland,Water,Non_Wetland,Cropland
547,Cropland,Water,Water,NULL,Water,Grassland
548,Cropland,Water,Water,NULL,Water,Cropland
549,Cropland,Water,Water,NULL,Water,Bareland
550,Cropland,Water,Water,NULL,Water,Forest
551,Cropland,Water,Water,Non_Water,Water,Bareland
552,Cropland,Water,Water,Water,Water,Grassland
553,Cropland,Water,Water,Water,Water,Bareland
554,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
555,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
556,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
557,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
558,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
559,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
560,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
561,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
562,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
563,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
564,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland
565,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
566,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
567,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Cropland
568,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Bareland
569,Cropland,Forest,Grassland,Water,Non_Wetland,Cropland
570,Cropland,Forest,Grassland,Water,Non_Wetland,Bareland
571,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
572,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
573,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
574,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
575,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
576,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Cropland
577,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Forest
578,Cropland,Forest,Cropland,Water,Non_Wetland,Bareland
579,Cropland,Forest,Wetland,NULL,Wetland,NULL
580,Cropland,Forest,Wetland,NULL,Wetland,Grassland
581,Cropland,Forest,Wetland,NULL,Wetland,Cropland
582,Cropland,Forest,Wetland,NULL,Wetland,Forest
583,Cropland,Forest,Wetland,Non_Water,Wetland,Grassland
584,Cropland,Forest,Wetland,Non_Water,Wetland,Cropland
585,Cropland,Forest,Wetland,Non_Water,Wetland,Forest
586,Cropland,Forest,Wetland,Water,Wetland,Grassland
587,Cropland,Forest,Wetland,Water,Wetland,Bareland
588,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
589,Cropland,Forest,Water,NULL,Water,Cropland
590,Cropland,Forest,Water,Non_Water,Water,Grassland
591,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
592,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
593,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
594,Wetland,NULL,NULL,NULL,Non_Wetland,NULL
595,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
596,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
597,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
598,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
599,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL
600,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
601,Wetland,NULL,Grassland,NULL,Non_Wetland,Cropland
602,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
603,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
604,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Forest
605,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland
606,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
607,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
608,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
609,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland
610,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
611,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
612,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
613,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland
614,Wetland,NULL,Cropland,Water,Non_Wetland,Water
615,Wetland,NULL,Cropland,Water,Non_Wetland,Forest
616,Wetland,NULL,Wetland,NULL,Wetland,NULL
617,Wetland,NULL,Wetland,NULL,Wetland,Grassland
618,Wetland,NULL,Wetland,NULL,Wetland,Forest
619,Wetland,NULL,Wetland,Water,Wetland,Grassland
620,Wetland,NULL,Wetland,Water,Wetland,Cropland
621,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
622,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL
623,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
624,Wetland,NULL,Bareland,Water,Non_Wetland,Forest
625,Wetland,NULL,Water,Water,Water,Bareland
626,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
627,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland
628,Wetland,Cropland,NULL,NULL,Non_Wetland,Bareland
629,Wetland,Cropland,NULL,NULL,Non_Wetland,Forest
630,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Forest
631,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
632,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest
633,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
634,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland
635,Wetland,Cropland,Grassland,NULL,Non_Wetland,Cropland
636,Wetland,Cropland,Grassland,NULL,Non_Wetland,Bareland
637,Wetland,Cropland,Grassland,NULL,Non_Wetland,Forest
638,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
639,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
640,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
641,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
642,Wetland,Cropland,Grassland,Water,Non_Wetland,Cropland
643,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL
644,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
645,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland
646,Wetland,Cropland,Cropland,NULL,Non_Wetland,Forest
647,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
648,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
649,Wetland,Cropland,Cropland,Water,Non_Wetland,Bareland
650,Wetland,Cropland,Wetland,NULL,Wetland,Grassland
651,Wetland,Cropland,Wetland,NULL,Wetland,Cropland
652,Wetland,Cropland,Wetland,NULL,Wetland,Bareland
653,Wetland,Cropland,Wetland,NULL,Wetland,Forest
654,Wetland,Cropland,Wetland,Non_Water,Wetland,Grassland
655,Wetland,Cropland,Wetland,Non_Water,Wetland,Forest
656,Wetland,Cropland,Wetland,Water,Wetland,Cropland
657,Wetland,Cropland,Wetland,Water,Wetland,Wetland
658,Wetland,Cropland,Wetland,Water,Wetland,Bareland
659,Wetland,Cropland,Bareland,NULL,Non_Wetland,Forest
660,Wetland,Cropland,Water,NULL,Water,Cropland
661,Wetland,Cropland,Water,NULL,Water,Bareland
662,Wetland,Cropland,Water,NULL,Water,Forest
663,Wetland,Cropland,Water,Non_Water,Water,Bareland
664,Wetland,Cropland,Water,Water,Water,Bareland
665,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
666,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest
667,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
668,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland
669,Wetland,Wetland,Cropland,NULL,Non_Wetland,Forest
670,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Forest
671,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
672,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
673,Wetland,Water,Grassland,NULL,Non_Wetland,NULL
674,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland
675,Wetland,Water,Grassland,NULL,Non_Wetland,Bareland
676,Wetland,Water,Grassland,Non_Water,Non_Wetland,Grassland
677,Wetland,Water,Cropland,NULL,Non_Wetland,NULL
678,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland
679,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland
680,Wetland,Water,Cropland,NULL,Non_Wetland,Forest
681,Wetland,Water,Cropland,Water,Non_Wetland,Grassland
682,Wetland,Water,Cropland,Water,Non_Wetland,Cropland
683,Wetland,Water,Cropland,Water,Non_Wetland,Wetland
684,Wetland,Water,Cropland,Water,Non_Wetland,Water
685,Wetland,Water,Cropland,Water,Non_Wetland,Forest
686,Wetland,Water,Wetland,NULL,Wetland,Grassland
687,Wetland,Water,Wetland,Water,Wetland,Grassland
688,Wetland,Water,Wetland,Water,Wetland,Wetland
689,Wetland,Water,Wetland,Water,Wetland,Bareland
690,Wetland,Water,Wetland,Water,Wetland,Water
691,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
692,Wetland,Water,Bareland,Water,Non_Wetland,Grassland
693,Wetland,Water,Water,Water,Water,Grassland
694,Wetland,Water,Water,Water,Water,Wetland
695,Wetland,Water,Water,Water,Water,Water
696,Wetland,Forest,NULL,NULL,Non_Wetland,Forest
697,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL
698,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland
699,Wetland,Forest,Grassland,NULL,Non_Wetland,Cropland
700,Wetland,Forest,Grassland,NULL,Non_Wetland,Wetland
701,Wetland,Forest,Grassland,NULL,Non_Wetland,Forest
702,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
703,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Forest
704,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL
705,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland
706,Wetland,Forest,Cropland,NULL,Non_Wetland,Forest
707,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Forest
708,Wetland,Forest,Cropland,Water,Non_Wetland,Grassland
709,Wetland,Forest,Cropland,Water,Non_Wetland,Forest
710,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
711,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
712,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
713,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
714,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland
715,Bareland,NULL,NULL,Non_Water,Non_Wetland,Forest
716,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
717,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
718,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
719,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
720,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
721,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
722,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
723,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
724,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland
725,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
726,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
727,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
728,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
729,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
730,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
731,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
732,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
733,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL
734,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
735,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
736,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
737,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Forest
738,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
739,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland
740,Bareland,NULL,Grassland,Water,Non_Wetland,Wetland
741,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
742,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
743,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
744,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
745,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland
746,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
747,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
748,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
749,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
750,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
751,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Forest
752,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
753,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland
754,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
755,Bareland,NULL,Wetland,NULL,Wetland,Grassland
756,Bareland,NULL,Wetland,NULL,Wetland,Cropland
757,Bareland,NULL,Wetland,NULL,Wetland,Bareland
758,Bareland,NULL,Wetland,NULL,Wetland,Forest
759,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland
760,Bareland,NULL,Wetland,Non_Water,Wetland,Cropland
761,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland
762,Bareland,NULL,Wetland,Non_Water,Wetland,Forest
763,Bareland,NULL,Wetland,Water,Wetland,Grassland
764,Bareland,NULL,Wetland,Water,Wetland,Cropland
765,Bareland,NULL,Wetland,Water,Wetland,Bareland
766,Bareland,NULL,Wetland,Water,Wetland,Forest
767,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
768,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
769,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
770,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
771,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
772,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
773,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
774,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
775,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
776,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
777,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
778,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
779,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
780,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
781,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
782,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
783,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
784,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
785,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
786,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
787,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
788,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland
789,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
790,Bareland,NULL,Water,NULL,Water,Grassland
791,Bareland,NULL,Water,NULL,Water,Cropland
792,Bareland,NULL,Water,NULL,Water,Wetland
793,Bareland,NULL,Water,NULL,Water,Bareland
794,Bareland,NULL,Water,NULL,Water,Forest
795,Bareland,NULL,Water,Non_Water,Water,Grassland
796,Bareland,NULL,Water,Non_Water,Water,Cropland
797,Bareland,NULL,Water,Non_Water,Water,Bareland
798,Bareland,NULL,Water,Water,Water,Grassland
799,Bareland,NULL,Water,Water,Water,Cropland
800,Bareland,NULL,Water,Water,Water,Bareland
801,Bareland,NULL,Water,Water,Water,Forest
802,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
803,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
804,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
805,Bareland,NULL,Forest,Water,Non_Wetland,Bareland
806,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
807,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest
808,Bareland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
809,Bareland,Cropland,NULL,Non_Water,Non_Wetland,Forest
810,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
811,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
812,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
813,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
814,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
815,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
816,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
817,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
818,Bareland,Cropland,Shrubland,Water,Non_Wetland,Grassland
819,Bareland,Cropland,Shrubland,Water,Non_Wetland,Cropland
820,Bareland,Cropland,Shrubland,Water,Non_Wetland,Wetland
821,Bareland,Cropland,Shrubland,Water,Non_Wetland,Bareland
822,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
823,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
824,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
825,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
826,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest
827,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
828,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
829,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
830,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
831,Bareland,Cropland,Grassland,Water,Non_Wetland,Grassland
832,Bareland,Cropland,Grassland,Water,Non_Wetland,Cropland
833,Bareland,Cropland,Grassland,Water,Non_Wetland,Wetland
834,Bareland,Cropland,Grassland,Water,Non_Wetland,Bareland
835,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
836,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
837,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
838,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
839,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
840,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
841,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
842,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
843,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
844,Bareland,Cropland,Cropland,Water,Non_Wetland,Grassland
845,Bareland,Cropland,Cropland,Water,Non_Wetland,Cropland
846,Bareland,Cropland,Cropland,Water,Non_Wetland,Wetland
847,Bareland,Cropland,Cropland,Water,Non_Wetland,Bareland
848,Bareland,Cropland,Wetland,NULL,Wetland,Grassland
849,Bareland,Cropland,Wetland,NULL,Wetland,Cropland
850,Bareland,Cropland,Wetland,NULL,Wetland,Wetland
851,Bareland,Cropland,Wetland,NULL,Wetland,Bareland
