Value,AFRICA_2024_DynamicWorld_2024_36NTJ_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36NTJ_M_R,AFRICA_2024_GLC_FCS30D_2022_36NTJ_M_R,AFRICA_2024_GSW_Yearly_2021_36NTJ_M_R,AFRICA_2024_GWL_FCS30D_2022_36NTJ_M_R,AFRICA_2024_WorldCover_2021_36NTJ_M_R
437,Water,Water,Built-up,NULL,Non_Wetland,Wetland
438,Water,Forest,NULL,NULL,Non_Wetland,NULL
439,Water,Forest,NULL,NULL,Non_Wetland,Grassland
440,Water,Forest,NULL,NULL,Non_Wetland,Cropland
441,Water,Forest,NULL,NULL,Non_Wetland,Built-up
442,Water,Forest,NULL,NULL,Non_Wetland,Forest
443,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
444,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
445,Water,Forest,Shrubland,NULL,Non_Wetland,Cropland
446,Water,Forest,Shrubland,NULL,Non_Wetland,Built-up
447,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
448,Water,Forest,Cropland,NULL,Non_Wetland,NULL
449,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
450,Water,Forest,Cropland,NULL,Non_Wetland,Cropland
451,Water,Forest,Cropland,NULL,Non_Wetland,Built-up
452,Water,Forest,Cropland,NULL,Non_Wetland,Forest
453,Water,Forest,Cropland,Non_Water,Non_Wetland,NULL
454,Water,Forest,Wetland,NULL,Wetland,NULL
455,Water,Forest,Wetland,NULL,Wetland,Forest
456,Water,Forest,Bareland,NULL,Non_Wetland,Forest
457,Water,Forest,Built-up,NULL,Non_Wetland,NULL
458,Water,Forest,Built-up,NULL,Non_Wetland,Built-up
459,Water,Forest,Forest,NULL,Non_Wetland,NULL
460,Water,Forest,Forest,NULL,Non_Wetland,Grassland
461,Water,Forest,Forest,NULL,Non_Wetland,Cropland
462,Water,Forest,Forest,NULL,Non_Wetland,Built-up
463,Water,Forest,Forest,NULL,Non_Wetland,Forest
464,Water,Forest,Forest,Non_Water,Non_Wetland,NULL
465,Water,Forest,Forest,Non_Water,Non_Wetland,Cropland
466,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
467,Forest,NULL,NULL,NULL,Non_Wetland,NULL
468,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
469,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
470,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
471,Forest,NULL,NULL,NULL,Non_Wetland,Built-up
472,Forest,NULL,NULL,NULL,Non_Wetland,Forest
473,Forest,NULL,NULL,Non_Water,Non_Wetland,Cropland
474,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
475,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
476,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
477,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
478,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
479,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
480,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
481,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
482,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
483,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
484,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
485,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
486,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
487,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
488,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
489,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
490,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
491,Forest,NULL,Wetland,NULL,Wetland,NULL
492,Forest,NULL,Wetland,NULL,Wetland,Grassland
493,Forest,NULL,Wetland,NULL,Wetland,Wetland
494,Forest,NULL,Wetland,NULL,Wetland,Forest
495,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
496,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
497,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
498,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
499,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
500,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
501,Forest,NULL,Forest,NULL,Non_Wetland,NULL
502,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
503,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
504,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
505,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
506,Forest,NULL,Forest,NULL,Non_Wetland,Forest
507,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
508,Forest,NULL,Forest,Non_Water,Non_Wetland,Cropland
509,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
510,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
511,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
512,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
513,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
514,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
515,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
516,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
517,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
518,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
519,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
520,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
521,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
522,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
523,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
524,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
525,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
526,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
527,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
528,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland
529,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
530,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
531,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
532,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
533,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
534,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
535,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
536,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
537,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up
538,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
539,Forest,Built-up,Wetland,NULL,Wetland,Forest
540,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
541,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
542,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
543,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
544,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
545,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
546,Forest,Forest,NULL,NULL,Non_Wetland,NULL
547,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
548,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
549,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
550,Forest,Forest,NULL,NULL,Non_Wetland,Built-up
551,Forest,Forest,NULL,NULL,Non_Wetland,Forest
552,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
553,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
554,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
555,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
556,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
557,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
558,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
559,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
560,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
561,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
562,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
563,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
564,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL
565,Forest,Forest,Wetland,NULL,Wetland,NULL
566,Forest,Forest,Wetland,NULL,Wetland,Grassland
567,Forest,Forest,Wetland,NULL,Wetland,Wetland
568,Forest,Forest,Wetland,NULL,Wetland,Built-up
569,Forest,Forest,Wetland,NULL,Wetland,Forest
570,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
571,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
572,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
573,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
574,Forest,Forest,Built-up,NULL,Non_Wetland,Cropland
575,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
576,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
577,Forest,Forest,Forest,NULL,Non_Wetland,NULL
578,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
579,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
580,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
581,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
582,Forest,Forest,Forest,NULL,Non_Wetland,Forest
583,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
584,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
585,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
