Value,AFRICA_2024_DynamicWorld_2024_35NQJ_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_35NQJ_M_R,AFRICA_2024_GLC_FCS30D_2022_35NQJ_M_R,AFRICA_2024_GSW_Yearly_2021_35NQJ_M_R,AFRICA_2024_GWL_FCS30D_2022_35NQJ_M_R,AFRICA_2024_WorldCover_2021_35NQJ_M_R
421,Cropland,Forest,Forest,Non_Water,Non_Wetland,Wetland
422,Cropland,Forest,Forest,Water,Non_Wetland,Wetland
423,Wetland,NULL,NULL,NULL,Non_Wetland,NULL
424,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
425,Wetland,NULL,NULL,NULL,Non_Wetland,Cropland
426,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland
427,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland
428,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
429,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland
430,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland
431,Wetland,NULL,NULL,Water,Non_Wetland,Wetland
432,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
433,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
434,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
435,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
436,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland
437,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
438,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
439,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
440,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
441,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
442,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
443,Wetland,NULL,Shrubland,Water,Non_Wetland,Bareland
444,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
445,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland
446,Wetland,NULL,Wetland,NULL,Wetland,NULL
447,Wetland,NULL,Wetland,NULL,Wetland,Grassland
448,Wetland,NULL,Wetland,NULL,Wetland,Cropland
449,Wetland,NULL,Wetland,NULL,Wetland,Wetland
450,Wetland,NULL,Wetland,NULL,Wetland,Forest
451,Wetland,NULL,Wetland,Non_Water,Wetland,NULL
452,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland
453,Wetland,NULL,Wetland,Non_Water,Wetland,Cropland
454,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
455,Wetland,NULL,Wetland,Water,Wetland,Wetland
456,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
457,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
458,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
459,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
460,Wetland,NULL,Water,NULL,Water,Wetland
461,Wetland,NULL,Water,NULL,Water,Bareland
462,Wetland,NULL,Water,Water,Water,Wetland
463,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
464,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
465,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
466,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
467,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
468,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
469,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
470,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland
471,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland
472,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL
473,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
474,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
475,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
476,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
477,Wetland,Cropland,Shrubland,Water,Non_Wetland,Grassland
478,Wetland,Cropland,Shrubland,Water,Non_Wetland,Wetland
479,Wetland,Cropland,Wetland,NULL,Wetland,Grassland
480,Wetland,Cropland,Wetland,NULL,Wetland,Cropland
481,Wetland,Cropland,Wetland,NULL,Wetland,Wetland
482,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
483,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland
484,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland
485,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland
486,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL
487,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
488,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
489,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
490,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
491,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
492,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
493,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland
494,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
495,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
496,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
497,Wetland,Wetland,Wetland,Water,Wetland,Wetland
498,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
499,Wetland,Wetland,Water,NULL,Water,Wetland
500,Wetland,Wetland,Water,Water,Water,Wetland
501,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
502,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
503,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
504,Wetland,Water,NULL,NULL,Non_Wetland,Grassland
505,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
506,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
507,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
508,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
509,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland
510,Wetland,Water,Grassland,Water,Non_Wetland,Grassland
511,Wetland,Water,Wetland,NULL,Wetland,Wetland
512,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
513,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
514,Wetland,Forest,NULL,NULL,Non_Wetland,NULL
515,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland
516,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland
517,Wetland,Forest,NULL,NULL,Non_Wetland,Forest
518,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
519,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
520,Wetland,Forest,Shrubland,NULL,Non_Wetland,Cropland
521,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland
522,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
523,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
524,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
525,Wetland,Forest,Shrubland,Water,Non_Wetland,Wetland
526,Wetland,Forest,Cropland,NULL,Non_Wetland,Wetland
527,Wetland,Forest,Wetland,NULL,Wetland,NULL
528,Wetland,Forest,Wetland,NULL,Wetland,Grassland
529,Wetland,Forest,Wetland,NULL,Wetland,Wetland
530,Wetland,Forest,Wetland,NULL,Wetland,Forest
531,Wetland,Forest,Wetland,Non_Water,Wetland,Grassland
532,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland
533,Wetland,Forest,Wetland,Water,Wetland,Wetland
534,Wetland,Forest,Bareland,NULL,Non_Wetland,Grassland
535,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland
536,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Wetland
537,Wetland,Forest,Built-up,NULL,Non_Wetland,Wetland
538,Wetland,Forest,Forest,NULL,Non_Wetland,NULL
539,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
540,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland
541,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
542,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland
543,Wetland,Forest,Forest,Water,Non_Wetland,Wetland
544,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
545,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
546,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland
547,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
548,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up
549,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
550,Bareland,NULL,NULL,Water,Non_Wetland,Bareland
551,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
552,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
553,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
554,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
555,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
556,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
557,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
558,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
559,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
560,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland
561,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
562,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
563,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
564,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
565,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
566,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
567,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
568,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
569,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
570,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
571,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
572,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
573,Bareland,NULL,Wetland,NULL,Wetland,Grassland
574,Bareland,NULL,Wetland,NULL,Wetland,Wetland
575,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
576,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
577,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
578,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
579,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
580,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland
581,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
582,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
583,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland
584,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
585,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
586,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland
587,Bareland,NULL,Water,Water,Water,Wetland
588,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
589,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
590,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland
591,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up
592,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
593,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
594,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
595,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
596,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
597,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
598,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
599,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
600,Bareland,Cropland,Shrubland,Water,Non_Wetland,Grassland
601,Bareland,Cropland,Shrubland,Water,Non_Wetland,Wetland
602,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
603,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
604,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
605,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
606,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
607,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
608,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
609,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
610,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
611,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
612,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
613,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
614,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
615,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
616,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
617,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
618,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
619,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
620,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
621,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
622,Bareland,Water,Water,NULL,Water,Wetland
623,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland
624,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
625,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
626,Bareland,Forest,Shrubland,NULL,Non_Wetland,Wetland
627,Bareland,Forest,Shrubland,NULL,Non_Wetland,Built-up
628,Bareland,Forest,Wetland,NULL,Wetland,Grassland
629,Bareland,Forest,Wetland,NULL,Wetland,Wetland
630,Bareland,Forest,Forest,NULL,Non_Wetland,NULL
631,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
632,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland
633,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
634,Water,NULL,NULL,NULL,Non_Wetland,Grassland
635,Water,NULL,NULL,NULL,Non_Wetland,Wetland
636,Water,NULL,NULL,NULL,Non_Wetland,Bareland
637,Water,NULL,NULL,NULL,Non_Wetland,Forest
638,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland
639,Water,NULL,NULL,Water,Non_Wetland,Grassland
640,Water,NULL,NULL,Water,Non_Wetland,Wetland
641,Water,NULL,NULL,Water,Non_Wetland,Bareland
642,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
643,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
644,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
645,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
646,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
647,Water,NULL,Shrubland,NULL,Non_Wetland,Water
648,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
649,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
650,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
651,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
652,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
653,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
654,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
655,Water,NULL,Shrubland,Water,Non_Wetland,Forest
656,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
657,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
658,Water,NULL,Grassland,Water,Non_Wetland,Bareland
659,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
660,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
661,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
662,Water,NULL,Cropland,NULL,Non_Wetland,Water
663,Water,NULL,Wetland,NULL,Wetland,NULL
664,Water,NULL,Wetland,NULL,Wetland,Grassland
665,Water,NULL,Wetland,NULL,Wetland,Wetland
666,Water,NULL,Wetland,NULL,Wetland,Forest
667,Water,NULL,Wetland,Non_Water,Wetland,Grassland
668,Water,NULL,Wetland,Non_Water,Wetland,Wetland
669,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
670,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
671,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
672,Water,NULL,Bareland,NULL,Non_Wetland,Water
673,Water,NULL,Bareland,NULL,Non_Wetland,Forest
674,Water,NULL,Bareland,Water,Non_Wetland,Grassland
675,Water,NULL,Bareland,Water,Non_Wetland,Wetland
676,Water,NULL,Bareland,Water,Non_Wetland,Bareland
677,Water,NULL,Bareland,Water,Non_Wetland,Water
678,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
679,Water,NULL,Built-up,NULL,Non_Wetland,Wetland
680,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
681,Water,NULL,Water,NULL,Water,Grassland
682,Water,NULL,Water,NULL,Water,Wetland
683,Water,NULL,Water,NULL,Water,Water
684,Water,NULL,Water,Water,Water,Grassland
685,Water,NULL,Water,Water,Water,Wetland
686,Water,NULL,Water,Water,Water,Bareland
687,Water,NULL,Water,Water,Water,Water
688,Water,NULL,Forest,NULL,Non_Wetland,NULL
689,Water,NULL,Forest,NULL,Non_Wetland,Grassland
690,Water,NULL,Forest,NULL,Non_Wetland,Wetland
691,Water,NULL,Forest,NULL,Non_Wetland,Forest
692,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland
693,Water,Wetland,NULL,NULL,Non_Wetland,Wetland
694,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland
695,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland
696,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland
697,Water,Wetland,Wetland,NULL,Wetland,Wetland
698,Water,Wetland,Wetland,Water,Wetland,Wetland
699,Water,Wetland,Water,NULL,Water,Wetland
700,Water,Wetland,Water,Water,Water,Wetland
701,Water,Wetland,Forest,NULL,Non_Wetland,Grassland
702,Water,Wetland,Forest,NULL,Non_Wetland,Wetland
703,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
704,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
705,Water,Bareland,Bareland,Water,Non_Wetland,Grassland
706,Water,Water,NULL,NULL,Non_Wetland,Grassland
707,Water,Water,NULL,NULL,Non_Wetland,Wetland
708,Water,Water,NULL,NULL,Non_Wetland,Forest
709,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
710,Water,Water,NULL,Non_Water,Non_Wetland,Forest
711,Water,Water,NULL,Water,Non_Wetland,Grassland
712,Water,Water,NULL,Water,Non_Wetland,Wetland
713,Water,Water,Shrubland,NULL,Non_Wetland,NULL
714,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
715,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
716,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
717,Water,Water,Shrubland,NULL,Non_Wetland,Water
718,Water,Water,Shrubland,NULL,Non_Wetland,Forest
719,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL
720,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
721,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
722,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
723,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
724,Water,Water,Shrubland,Water,Non_Wetland,Grassland
725,Water,Water,Shrubland,Water,Non_Wetland,Wetland
726,Water,Water,Shrubland,Water,Non_Wetland,Bareland
727,Water,Water,Shrubland,Water,Non_Wetland,Water
728,Water,Water,Shrubland,Water,Non_Wetland,Forest
729,Water,Water,Grassland,NULL,Non_Wetland,Bareland
730,Water,Water,Cropland,NULL,Non_Wetland,Bareland
731,Water,Water,Cropland,Water,Non_Wetland,Water
732,Water,Water,Wetland,NULL,Wetland,Grassland
733,Water,Water,Wetland,NULL,Wetland,Wetland
734,Water,Water,Wetland,NULL,Wetland,Forest
735,Water,Water,Wetland,Non_Water,Wetland,Grassland
736,Water,Water,Wetland,Non_Water,Wetland,Wetland
737,Water,Water,Wetland,Non_Water,Wetland,Forest
738,Water,Water,Wetland,Water,Wetland,Grassland
739,Water,Water,Wetland,Water,Wetland,Wetland
740,Water,Water,Wetland,Water,Wetland,Forest
741,Water,Water,Bareland,NULL,Non_Wetland,Grassland
742,Water,Water,Bareland,NULL,Non_Wetland,Wetland
743,Water,Water,Bareland,NULL,Non_Wetland,Bareland
744,Water,Water,Bareland,NULL,Non_Wetland,Water
745,Water,Water,Bareland,NULL,Non_Wetland,Forest
746,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
747,Water,Water,Bareland,Water,Non_Wetland,Wetland
748,Water,Water,Bareland,Water,Non_Wetland,Bareland
749,Water,Water,Bareland,Water,Non_Wetland,Water
750,Water,Water,Built-up,NULL,Non_Wetland,Grassland
751,Water,Water,Built-up,NULL,Non_Wetland,Wetland
752,Water,Water,Water,NULL,Water,Grassland
753,Water,Water,Water,NULL,Water,Wetland
754,Water,Water,Water,NULL,Water,Bareland
755,Water,Water,Water,NULL,Water,Water
756,Water,Water,Water,NULL,Water,Forest
757,Water,Water,Water,Non_Water,Water,Wetland
758,Water,Water,Water,Water,Water,Grassland
759,Water,Water,Water,Water,Water,Wetland
760,Water,Water,Water,Water,Water,Bareland
761,Water,Water,Water,Water,Water,Water
762,Water,Water,Forest,NULL,Non_Wetland,Grassland
763,Water,Water,Forest,NULL,Non_Wetland,Wetland
764,Water,Water,Forest,NULL,Non_Wetland,Forest
765,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
766,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
767,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
768,Water,Water,Forest,Non_Water,Non_Wetland,Forest
769,Water,Water,Forest,Water,Non_Wetland,Wetland
770,Water,Water,Forest,Water,Non_Wetland,Water
771,Water,Forest,NULL,NULL,Non_Wetland,Wetland
772,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
773,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland
774,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
775,Water,Forest,Wetland,NULL,Wetland,NULL
776,Water,Forest,Wetland,NULL,Wetland,Grassland
777,Water,Forest,Wetland,NULL,Wetland,Wetland
778,Water,Forest,Wetland,NULL,Wetland,Forest
779,Water,Forest,Wetland,Non_Water,Wetland,Wetland
780,Water,Forest,Bareland,NULL,Non_Wetland,Wetland
781,Water,Forest,Forest,NULL,Non_Wetland,Grassland
782,Water,Forest,Forest,NULL,Non_Wetland,Wetland
783,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland
784,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
785,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland
786,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland
787,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland
788,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland
789,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
790,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland
791,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland
792,Permanent_ice_and_snow,NULL,Cropland,Water,Non_Wetland,Bareland
793,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland
794,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland
795,Permanent_ice_and_snow,Cropland,NULL,NULL,Non_Wetland,Grassland
796,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Grassland
797,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Bareland
798,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,Grassland
799,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Grassland
800,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland
801,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland
802,Forest,NULL,NULL,NULL,Non_Wetland,NULL
803,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
804,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
805,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
806,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
807,Forest,NULL,NULL,NULL,Non_Wetland,Built-up
808,Forest,NULL,NULL,NULL,Non_Wetland,Forest
809,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
810,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland
811,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland
812,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
813,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
814,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
815,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
816,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
817,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
818,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
819,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
820,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
821,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
822,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
823,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
824,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
825,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
826,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
827,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
828,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
829,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
830,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
831,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
832,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
833,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
834,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
835,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
836,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
837,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
838,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
839,Forest,NULL,Wetland,NULL,Wetland,NULL
840,Forest,NULL,Wetland,NULL,Wetland,Grassland
841,Forest,NULL,Wetland,NULL,Wetland,Cropland
842,Forest,NULL,Wetland,NULL,Wetland,Wetland
843,Forest,NULL,Wetland,NULL,Wetland,Forest
844,Forest,NULL,Wetland,Non_Water,Wetland,Grassland
845,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
846,Forest,NULL,Wetland,Water,Wetland,Wetland
847,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
848,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
849,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
850,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
851,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland
852,Forest,NULL,Bareland,Water,Non_Wetland,Water
853,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
854,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
855,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland
856,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
