Value,AFRICA_2024_DynamicWorld_2024_36NWJ_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36NWJ_M_R,AFRICA_2024_GLC_FCS30D_2022_36NWJ_M_R,AFRICA_2024_GSW_Yearly_2021_36NWJ_M_R,AFRICA_2024_GWL_FCS30D_2022_36NWJ_M_R,AFRICA_2024_WorldCover_2021_36NWJ_M_R
433,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
434,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
435,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
436,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
437,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
438,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
439,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
440,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
441,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
442,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
443,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
444,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
445,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL
446,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
447,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
448,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up
449,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
450,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
451,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
452,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
453,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
454,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
455,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
456,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
457,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
458,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
459,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
460,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
461,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
462,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
463,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
464,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
465,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
466,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
467,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
468,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
469,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland
470,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
471,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
472,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
473,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
474,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
475,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
476,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
477,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
478,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
479,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
480,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
481,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
482,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
483,Water,NULL,NULL,NULL,Non_Wetland,NULL
484,Water,NULL,NULL,NULL,Non_Wetland,Grassland
485,Water,NULL,NULL,NULL,Non_Wetland,Cropland
486,Water,NULL,NULL,NULL,Non_Wetland,Wetland
487,Water,NULL,NULL,NULL,Non_Wetland,Built-up
488,Water,NULL,NULL,NULL,Non_Wetland,Water
489,Water,NULL,NULL,NULL,Non_Wetland,Forest
490,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
491,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
492,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
493,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
494,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
495,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up
496,Water,NULL,Shrubland,NULL,Non_Wetland,Water
497,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
498,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
499,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
500,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
501,Water,NULL,Grassland,NULL,Non_Wetland,Wetland
502,Water,NULL,Grassland,NULL,Non_Wetland,Built-up
503,Water,NULL,Grassland,NULL,Non_Wetland,Water
504,Water,NULL,Cropland,NULL,Non_Wetland,NULL
505,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
506,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
507,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
508,Water,NULL,Cropland,NULL,Non_Wetland,Built-up
509,Water,NULL,Cropland,NULL,Non_Wetland,Forest
510,Water,NULL,Wetland,NULL,Wetland,Grassland
511,Water,NULL,Wetland,NULL,Wetland,Water
512,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
513,Water,NULL,Bareland,NULL,Non_Wetland,Water
514,Water,NULL,Bareland,Water,Non_Wetland,Water
515,Water,NULL,Built-up,NULL,Non_Wetland,NULL
516,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
517,Water,NULL,Built-up,NULL,Non_Wetland,Cropland
518,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
519,Water,NULL,Built-up,NULL,Non_Wetland,Built-up
520,Water,NULL,Forest,NULL,Non_Wetland,NULL
521,Water,NULL,Forest,NULL,Non_Wetland,Grassland
522,Water,NULL,Forest,NULL,Non_Wetland,Cropland
523,Water,NULL,Forest,NULL,Non_Wetland,Wetland
524,Water,NULL,Forest,NULL,Non_Wetland,Bareland
525,Water,NULL,Forest,NULL,Non_Wetland,Built-up
526,Water,NULL,Forest,NULL,Non_Wetland,Forest
527,Water,NULL,Forest,Water,Non_Wetland,Grassland
528,Water,Cropland,NULL,NULL,Non_Wetland,NULL
529,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
530,Water,Cropland,NULL,NULL,Non_Wetland,Cropland
531,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL
532,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
533,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
534,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
535,Water,Cropland,Shrubland,NULL,Non_Wetland,Built-up
536,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
537,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
538,Water,Cropland,Cropland,NULL,Non_Wetland,NULL
539,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
540,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
541,Water,Cropland,Wetland,NULL,Wetland,Wetland
542,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland
543,Water,Cropland,Built-up,NULL,Non_Wetland,Cropland
544,Water,Cropland,Forest,NULL,Non_Wetland,NULL
545,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
546,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
547,Water,Cropland,Forest,NULL,Non_Wetland,Forest
548,Water,Built-up,NULL,NULL,Non_Wetland,NULL
549,Water,Built-up,NULL,NULL,Non_Wetland,Grassland
550,Water,Built-up,NULL,NULL,Non_Wetland,Cropland
551,Water,Built-up,NULL,NULL,Non_Wetland,Built-up
552,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL
553,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
554,Water,Built-up,Shrubland,NULL,Non_Wetland,Cropland
555,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up
556,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
557,Water,Built-up,Grassland,NULL,Non_Wetland,Cropland
558,Water,Built-up,Grassland,NULL,Non_Wetland,Built-up
559,Water,Built-up,Cropland,NULL,Non_Wetland,NULL
560,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland
561,Water,Built-up,Cropland,NULL,Non_Wetland,Cropland
562,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up
563,Water,Built-up,Cropland,NULL,Non_Wetland,Forest
564,Water,Built-up,Built-up,NULL,Non_Wetland,NULL
565,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland
566,Water,Built-up,Built-up,NULL,Non_Wetland,Cropland
567,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up
568,Water,Built-up,Built-up,NULL,Non_Wetland,Forest
569,Water,Built-up,Forest,NULL,Non_Wetland,NULL
570,Water,Built-up,Forest,NULL,Non_Wetland,Grassland
571,Water,Built-up,Forest,NULL,Non_Wetland,Cropland
572,Water,Built-up,Forest,NULL,Non_Wetland,Bareland
573,Water,Built-up,Forest,NULL,Non_Wetland,Built-up
574,Water,Built-up,Forest,NULL,Non_Wetland,Forest
575,Water,Water,Shrubland,NULL,Non_Wetland,Water
576,Water,Water,Shrubland,Water,Non_Wetland,Water
577,Water,Water,Cropland,NULL,Non_Wetland,Grassland
578,Water,Water,Wetland,NULL,Wetland,Water
579,Water,Water,Wetland,Water,Wetland,Water
580,Water,Water,Water,NULL,Water,Water
581,Water,Water,Forest,NULL,Non_Wetland,Grassland
582,Water,Forest,NULL,NULL,Non_Wetland,NULL
583,Water,Forest,NULL,NULL,Non_Wetland,Grassland
584,Water,Forest,NULL,NULL,Non_Wetland,Cropland
585,Water,Forest,NULL,NULL,Non_Wetland,Built-up
586,Water,Forest,NULL,NULL,Non_Wetland,Forest
587,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
588,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
589,Water,Forest,Shrubland,NULL,Non_Wetland,Cropland
590,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland
591,Water,Forest,Shrubland,NULL,Non_Wetland,Built-up
592,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
593,Water,Forest,Cropland,NULL,Non_Wetland,NULL
594,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
595,Water,Forest,Cropland,NULL,Non_Wetland,Cropland
596,Water,Forest,Cropland,NULL,Non_Wetland,Wetland
597,Water,Forest,Cropland,NULL,Non_Wetland,Built-up
598,Water,Forest,Cropland,NULL,Non_Wetland,Forest
599,Water,Forest,Wetland,NULL,Wetland,Cropland
600,Water,Forest,Wetland,NULL,Wetland,Wetland
601,Water,Forest,Wetland,NULL,Wetland,Forest
602,Water,Forest,Bareland,NULL,Non_Wetland,Wetland
603,Water,Forest,Bareland,NULL,Non_Wetland,Forest
604,Water,Forest,Built-up,NULL,Non_Wetland,Cropland
605,Water,Forest,Forest,NULL,Non_Wetland,NULL
606,Water,Forest,Forest,NULL,Non_Wetland,Grassland
607,Water,Forest,Forest,NULL,Non_Wetland,Cropland
608,Water,Forest,Forest,NULL,Non_Wetland,Wetland
609,Water,Forest,Forest,NULL,Non_Wetland,Built-up
610,Water,Forest,Forest,NULL,Non_Wetland,Forest
611,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland
612,Forest,NULL,NULL,NULL,Non_Wetland,NULL
613,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
614,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
615,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
616,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
617,Forest,NULL,NULL,NULL,Non_Wetland,Forest
618,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
619,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
620,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
621,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
622,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
623,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
624,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
625,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
626,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
627,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
628,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
629,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
630,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
631,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
632,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
633,Forest,NULL,Wetland,NULL,Wetland,NULL
634,Forest,NULL,Wetland,NULL,Wetland,Wetland
635,Forest,NULL,Wetland,NULL,Wetland,Forest
636,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
637,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
638,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
639,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
640,Forest,NULL,Water,NULL,Water,Grassland
641,Forest,NULL,Forest,NULL,Non_Wetland,NULL
642,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
643,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
644,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
645,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
646,Forest,NULL,Forest,NULL,Non_Wetland,Forest
647,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
648,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
649,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
650,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
651,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
652,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
653,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
654,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
655,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
656,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
657,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up
658,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
659,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
660,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
661,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
662,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
663,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
664,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
665,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
666,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland
667,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up
668,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
669,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
670,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
671,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
672,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
673,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up
674,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
675,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
676,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
677,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up
678,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
679,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL
680,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland
681,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
682,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
683,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
684,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
685,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
686,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
687,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
688,Forest,Forest,NULL,NULL,Non_Wetland,NULL
689,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
690,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
691,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
692,Forest,Forest,NULL,NULL,Non_Wetland,Built-up
693,Forest,Forest,NULL,NULL,Non_Wetland,Forest
694,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
695,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
696,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
697,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
698,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
699,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
700,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
701,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
702,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
703,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
704,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
705,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
706,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
707,Forest,Forest,Wetland,NULL,Wetland,Wetland
708,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
709,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
710,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
711,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
712,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
713,Forest,Forest,Water,NULL,Water,Grassland
714,Forest,Forest,Water,NULL,Water,Forest
715,Forest,Forest,Forest,NULL,Non_Wetland,NULL
716,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
717,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
718,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
719,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
720,Forest,Forest,Forest,NULL,Non_Wetland,Forest
