Value,AFRICA_2024_DynamicWorld_2024_36PZC_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PZC_M_R,AFRICA_2024_GLC_FCS30D_2022_36PZC_M_R,AFRICA_2024_GSW_Yearly_2021_36PZC_M_R,AFRICA_2024_GWL_FCS30D_2022_36PZC_M_R,AFRICA_2024_WorldCover_2021_36PZC_M_R
410,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
411,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
412,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
413,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
414,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
415,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
416,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland
417,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
418,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
419,Cropland,Water,Grassland,NULL,Non_Wetland,Cropland
420,Cropland,Water,Grassland,NULL,Non_Wetland,Forest
421,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
422,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
423,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
424,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
425,Cropland,Water,Bareland,NULL,Non_Wetland,Forest
426,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
427,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
428,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
429,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland
430,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
431,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
432,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
433,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
434,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
435,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
436,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
437,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
438,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland
439,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
440,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
441,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
442,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
443,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland
444,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
445,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
446,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
447,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
448,Cropland,Forest,Bareland,NULL,Non_Wetland,Cropland
449,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland
450,Cropland,Forest,Built-up,NULL,Non_Wetland,Cropland
451,Cropland,Forest,Built-up,NULL,Non_Wetland,Forest
452,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
453,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
454,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
455,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland
456,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
457,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland
458,Wetland,Cropland,Grassland,NULL,Non_Wetland,Cropland
459,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
460,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland
461,Wetland,Cropland,Cropland,NULL,Non_Wetland,Forest
462,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
463,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
464,Wetland,Cropland,Bareland,NULL,Non_Wetland,Grassland
465,Wetland,Cropland,Bareland,NULL,Non_Wetland,Cropland
466,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland
467,Wetland,Water,Cropland,NULL,Non_Wetland,Cropland
468,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
469,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
470,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
471,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
472,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up
473,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
474,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
475,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
476,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
477,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
478,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
479,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
480,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
481,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
482,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
483,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
484,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
485,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
486,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
487,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
488,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
489,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
490,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland
491,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
492,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
493,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
494,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
495,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
496,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
497,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
498,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Forest
499,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
500,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland
501,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
502,Bareland,NULL,Cropland,Water,Non_Wetland,Water
503,Bareland,NULL,Wetland,NULL,Wetland,Grassland
504,Bareland,NULL,Wetland,NULL,Wetland,Bareland
505,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland
506,Bareland,NULL,Wetland,Water,Wetland,Cropland
507,Bareland,NULL,Wetland,Water,Wetland,Bareland
508,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
509,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
510,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
511,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
512,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
513,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
514,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
515,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
516,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
517,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
518,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
519,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
520,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
521,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Forest
522,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
523,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
524,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
525,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
526,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
527,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
528,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
529,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
530,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest
531,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland
532,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
533,Bareland,NULL,Water,NULL,Water,Grassland
534,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
535,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
536,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
537,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
538,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
539,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL
540,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
541,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
542,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
543,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest
544,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
545,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
546,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
547,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
548,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
549,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
550,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
551,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
552,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
553,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
554,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest
555,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
556,Bareland,Cropland,Grassland,Water,Non_Wetland,Cropland
557,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
558,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
559,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
560,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
561,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up
562,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
563,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
564,Bareland,Cropland,Cropland,Water,Non_Wetland,Cropland
565,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
566,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
567,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
568,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
569,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
570,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
571,Bareland,Cropland,Bareland,NULL,Non_Wetland,Forest
572,Bareland,Cropland,Bareland,Water,Non_Wetland,Cropland
573,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland
574,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
575,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
576,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
577,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
578,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL
579,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
580,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
581,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland
582,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
583,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland
584,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
585,Bareland,Bareland,NULL,NULL,Non_Wetland,Forest
586,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
587,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
588,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
589,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL
590,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
591,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
592,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
593,Bareland,Bareland,Grassland,NULL,Non_Wetland,Built-up
594,Bareland,Bareland,Grassland,NULL,Non_Wetland,Forest
595,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
596,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
597,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest
598,Bareland,Bareland,Wetland,Water,Wetland,Bareland
599,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
600,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
601,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
602,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL
603,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
604,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland
605,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
606,Bareland,Bareland,Bareland,NULL,Non_Wetland,Forest
607,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
608,Bareland,Bareland,Bareland,Water,Non_Wetland,Forest
609,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
610,Bareland,Bareland,Built-up,NULL,Non_Wetland,Cropland
611,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
612,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up
613,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
614,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland
615,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
616,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
617,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
618,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
619,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
620,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
621,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
622,Bareland,Built-up,Grassland,NULL,Non_Wetland,Forest
623,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL
624,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
625,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
626,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
627,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up
628,Bareland,Built-up,Cropland,Water,Non_Wetland,Cropland
629,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
630,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
631,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
632,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
633,Bareland,Built-up,Bareland,NULL,Non_Wetland,Cropland
634,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
635,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
636,Bareland,Built-up,Bareland,Water,Non_Wetland,Grassland
637,Bareland,Built-up,Bareland,Water,Non_Wetland,Bareland
638,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL
639,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
640,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland
641,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
642,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
643,Bareland,Built-up,Built-up,NULL,Non_Wetland,Forest
644,Bareland,Water,Grassland,NULL,Non_Wetland,Cropland
645,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
646,Bareland,Water,Grassland,NULL,Non_Wetland,Forest
647,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
648,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
649,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
650,Bareland,Water,Cropland,Water,Non_Wetland,Forest
651,Bareland,Water,Wetland,Water,Wetland,Bareland
652,Bareland,Water,Bareland,NULL,Non_Wetland,Cropland
653,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
654,Bareland,Water,Bareland,NULL,Non_Wetland,Water
655,Bareland,Water,Bareland,NULL,Non_Wetland,Forest
656,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
657,Bareland,Water,Bareland,Water,Non_Wetland,Forest
658,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland
659,Bareland,Forest,NULL,NULL,Non_Wetland,Cropland
660,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland
661,Bareland,Forest,NULL,NULL,Non_Wetland,Forest
662,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
663,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland
664,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
665,Bareland,Forest,Grassland,NULL,Non_Wetland,Cropland
666,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
667,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest
668,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL
669,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
670,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland
671,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
672,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
673,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland
674,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland
675,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
676,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland
677,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
678,Water,NULL,NULL,NULL,Non_Wetland,Grassland
679,Water,NULL,NULL,NULL,Non_Wetland,Bareland
680,Water,NULL,NULL,NULL,Non_Wetland,Forest
681,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
682,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
683,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
684,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
685,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
686,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
687,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
688,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
689,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
690,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
691,Water,NULL,Grassland,NULL,Non_Wetland,Forest
692,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
693,Water,NULL,Grassland,Non_Water,Non_Wetland,Cropland
694,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland
695,Water,NULL,Grassland,Water,Non_Wetland,Grassland
696,Water,NULL,Grassland,Water,Non_Wetland,Cropland
697,Water,NULL,Grassland,Water,Non_Wetland,Bareland
698,Water,NULL,Grassland,Water,Non_Wetland,Water
699,Water,NULL,Cropland,NULL,Non_Wetland,NULL
700,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
701,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
702,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
703,Water,NULL,Cropland,NULL,Non_Wetland,Forest
704,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
705,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland
706,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest
707,Water,NULL,Cropland,Water,Non_Wetland,Grassland
708,Water,NULL,Cropland,Water,Non_Wetland,Cropland
709,Water,NULL,Cropland,Water,Non_Wetland,Bareland
710,Water,NULL,Cropland,Water,Non_Wetland,Forest
711,Water,NULL,Wetland,NULL,Wetland,Cropland
712,Water,NULL,Wetland,NULL,Wetland,Bareland
713,Water,NULL,Wetland,Non_Water,Wetland,Grassland
714,Water,NULL,Wetland,Non_Water,Wetland,Cropland
715,Water,NULL,Wetland,Water,Wetland,Cropland
716,Water,NULL,Wetland,Water,Wetland,Bareland
717,Water,NULL,Wetland,Water,Wetland,Water
718,Water,NULL,Bareland,NULL,Non_Wetland,NULL
719,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
720,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
721,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
722,Water,NULL,Bareland,NULL,Non_Wetland,Water
723,Water,NULL,Bareland,NULL,Non_Wetland,Forest
724,Water,NULL,Bareland,Non_Water,Non_Wetland,Cropland
725,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
726,Water,NULL,Bareland,Water,Non_Wetland,Grassland
727,Water,NULL,Bareland,Water,Non_Wetland,Cropland
728,Water,NULL,Bareland,Water,Non_Wetland,Bareland
729,Water,NULL,Bareland,Water,Non_Wetland,Water
730,Water,NULL,Built-up,NULL,Non_Wetland,Cropland
731,Water,NULL,Built-up,Water,Non_Wetland,Grassland
732,Water,NULL,Built-up,Water,Non_Wetland,Cropland
733,Water,NULL,Built-up,Water,Non_Wetland,Water
734,Water,NULL,Water,NULL,Water,Grassland
735,Water,NULL,Water,NULL,Water,Bareland
736,Water,NULL,Water,NULL,Water,Forest
737,Water,NULL,Water,Water,Water,Grassland
738,Water,NULL,Water,Water,Water,Bareland
739,Water,NULL,Forest,NULL,Non_Wetland,Grassland
740,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
741,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
742,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
743,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
744,Water,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
745,Water,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
746,Water,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
747,Water,Cropland,Grassland,Water,Non_Wetland,Grassland
748,Water,Cropland,Grassland,Water,Non_Wetland,Cropland
749,Water,Cropland,Grassland,Water,Non_Wetland,Bareland
750,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
751,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
752,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
753,Water,Cropland,Cropland,NULL,Non_Wetland,Water
754,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
755,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
756,Water,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
757,Water,Cropland,Cropland,Water,Non_Wetland,Grassland
758,Water,Cropland,Cropland,Water,Non_Wetland,Cropland
759,Water,Cropland,Cropland,Water,Non_Wetland,Water
760,Water,Cropland,Wetland,Water,Wetland,Cropland
761,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
762,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
763,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
764,Water,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
765,Water,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
766,Water,Cropland,Bareland,Water,Non_Wetland,Cropland
767,Water,Cropland,Bareland,Water,Non_Wetland,Bareland
768,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland
769,Water,Cropland,Built-up,NULL,Non_Wetland,Cropland
770,Water,Cropland,Built-up,Non_Water,Non_Wetland,Grassland
771,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland
772,Water,Bareland,Shrubland,Water,Non_Wetland,Water
773,Water,Bareland,Wetland,Water,Wetland,Cropland
774,Water,Bareland,Wetland,Water,Wetland,Bareland
775,Water,Bareland,Wetland,Water,Wetland,Water
776,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
777,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
778,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
779,Water,Bareland,Bareland,Water,Non_Wetland,Water
780,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland
781,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
782,Water,Built-up,Grassland,NULL,Non_Wetland,Cropland
783,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland
784,Water,Built-up,Grassland,NULL,Non_Wetland,Forest
785,Water,Built-up,Grassland,Non_Water,Non_Wetland,Bareland
786,Water,Built-up,Grassland,Water,Non_Wetland,Bareland
787,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland
788,Water,Built-up,Cropland,NULL,Non_Wetland,Cropland
789,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland
790,Water,Built-up,Cropland,Non_Water,Non_Wetland,Cropland
791,Water,Built-up,Cropland,Water,Non_Wetland,Water
792,Water,Built-up,Bareland,NULL,Non_Wetland,Grassland
793,Water,Built-up,Bareland,Water,Non_Wetland,Water
794,Water,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
795,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
796,Water,Water,Grassland,NULL,Non_Wetland,Grassland
797,Water,Water,Grassland,NULL,Non_Wetland,Cropland
798,Water,Water,Grassland,NULL,Non_Wetland,Bareland
799,Water,Water,Grassland,NULL,Non_Wetland,Water
800,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
801,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
802,Water,Water,Grassland,Water,Non_Wetland,Grassland
803,Water,Water,Grassland,Water,Non_Wetland,Cropland
804,Water,Water,Grassland,Water,Non_Wetland,Bareland
805,Water,Water,Cropland,NULL,Non_Wetland,Grassland
806,Water,Water,Cropland,NULL,Non_Wetland,Cropland
807,Water,Water,Cropland,NULL,Non_Wetland,Bareland
808,Water,Water,Cropland,NULL,Non_Wetland,Water
809,Water,Water,Cropland,NULL,Non_Wetland,Forest
810,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
811,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
812,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
813,Water,Water,Cropland,Water,Non_Wetland,Grassland
814,Water,Water,Cropland,Water,Non_Wetland,Cropland
815,Water,Water,Cropland,Water,Non_Wetland,Bareland
816,Water,Water,Cropland,Water,Non_Wetland,Water
817,Water,Water,Cropland,Water,Non_Wetland,Forest
818,Water,Water,Wetland,NULL,Wetland,Cropland
819,Water,Water,Wetland,NULL,Wetland,Bareland
820,Water,Water,Wetland,NULL,Wetland,Water
821,Water,Water,Wetland,Water,Wetland,Grassland
822,Water,Water,Wetland,Water,Wetland,Cropland
823,Water,Water,Wetland,Water,Wetland,Bareland
824,Water,Water,Wetland,Water,Wetland,Water
825,Water,Water,Wetland,Water,Wetland,Forest
826,Water,Water,Bareland,NULL,Non_Wetland,Grassland
827,Water,Water,Bareland,NULL,Non_Wetland,Cropland
828,Water,Water,Bareland,NULL,Non_Wetland,Bareland
829,Water,Water,Bareland,NULL,Non_Wetland,Water
830,Water,Water,Bareland,NULL,Non_Wetland,Forest
831,Water,Water,Bareland,Water,Non_Wetland,Grassland
832,Water,Water,Bareland,Water,Non_Wetland,Cropland
833,Water,Water,Bareland,Water,Non_Wetland,Bareland
834,Water,Water,Bareland,Water,Non_Wetland,Water
835,Water,Water,Bareland,Water,Non_Wetland,Forest
836,Water,Water,Built-up,NULL,Non_Wetland,Grassland
837,Water,Water,Built-up,NULL,Non_Wetland,Bareland
838,Water,Water,Built-up,NULL,Non_Wetland,Water
839,Water,Water,Built-up,Water,Non_Wetland,Water
840,Water,Water,Water,Water,Water,Water
