Value,AFRICA_2024_DynamicWorld_2024_36PVB_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PVB_M_R,AFRICA_2024_GLC_FCS30D_2022_36PVB_M_R,AFRICA_2024_GSW_Yearly_2021_36PVB_M_R,AFRICA_2024_GWL_FCS30D_2022_36PVB_M_R,AFRICA_2024_WorldCover_2021_36PVB_M_R
421,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL
422,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland
423,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland
424,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland
425,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland
426,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
427,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
428,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
429,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
430,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest
431,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland
432,Grassland,NULL,Grassland,Water,Non_Wetland,Cropland
433,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland
434,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL
435,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland
436,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland
437,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland
438,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest
439,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL
440,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
441,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
442,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
443,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest
444,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland
445,Grassland,NULL,Cropland,Water,Non_Wetland,Cropland
446,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland
447,Grassland,NULL,Cropland,Water,Non_Wetland,Forest
448,Grassland,NULL,Wetland,NULL,Wetland,Grassland
449,Grassland,NULL,Wetland,NULL,Wetland,Cropland
450,Grassland,NULL,Wetland,NULL,Wetland,Wetland
451,Grassland,NULL,Wetland,NULL,Wetland,Forest
452,Grassland,NULL,Wetland,Non_Water,Wetland,NULL
453,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland
454,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland
455,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland
456,Grassland,NULL,Wetland,Non_Water,Wetland,Forest
457,Grassland,NULL,Wetland,Water,Wetland,Cropland
458,Grassland,NULL,Wetland,Water,Wetland,Wetland
459,Grassland,NULL,Wetland,Water,Wetland,Water
460,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland
461,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland
462,Grassland,NULL,Forest,NULL,Non_Wetland,NULL
463,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
464,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland
465,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
466,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL
467,Grassland,NULL,Forest,Non_Water,Non_Wetland,Cropland
468,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland
469,Grassland,NULL,Forest,Water,Non_Wetland,Cropland
470,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland
471,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland
472,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland
473,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest
474,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
475,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
476,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Wetland
477,Grassland,Cropland,NULL,Water,Non_Wetland,Cropland
478,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
479,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
480,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
481,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest
482,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
483,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
484,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
485,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland
486,Grassland,Cropland,Shrubland,Water,Non_Wetland,Cropland
487,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
488,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland
489,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland
490,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland
491,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest
492,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
493,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
494,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
495,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
496,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL
497,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
498,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
499,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland
500,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest
501,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
502,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
503,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
504,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
505,Grassland,Cropland,Cropland,Water,Non_Wetland,Cropland
506,Grassland,Cropland,Wetland,NULL,Wetland,NULL
507,Grassland,Cropland,Wetland,NULL,Wetland,Grassland
508,Grassland,Cropland,Wetland,NULL,Wetland,Cropland
509,Grassland,Cropland,Wetland,NULL,Wetland,Wetland
510,Grassland,Cropland,Wetland,NULL,Wetland,Forest
511,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland
512,Grassland,Cropland,Wetland,Non_Water,Wetland,Cropland
513,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland
514,Grassland,Cropland,Wetland,Non_Water,Wetland,Forest
515,Grassland,Cropland,Wetland,Water,Wetland,Cropland
516,Grassland,Cropland,Wetland,Water,Wetland,Wetland
517,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland
518,Grassland,Cropland,Built-up,NULL,Non_Wetland,Wetland
519,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
520,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland
521,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland
522,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
523,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
524,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland
525,Grassland,Wetland,NULL,NULL,Non_Wetland,Cropland
526,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland
527,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Grassland
528,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Cropland
529,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
530,Grassland,Wetland,NULL,Water,Non_Wetland,Cropland
531,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
532,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
533,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
534,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Forest
535,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
536,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
537,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
538,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
539,Grassland,Wetland,Shrubland,Water,Non_Wetland,Grassland
540,Grassland,Wetland,Shrubland,Water,Non_Wetland,Cropland
541,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland
542,Grassland,Wetland,Grassland,NULL,Non_Wetland,Cropland
543,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland
544,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL
545,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
546,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Cropland
547,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
548,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Forest
549,Grassland,Wetland,Grassland,Water,Non_Wetland,Cropland
550,Grassland,Wetland,Grassland,Water,Non_Wetland,Wetland
551,Grassland,Wetland,Grassland,Water,Non_Wetland,Water
552,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland
553,Grassland,Wetland,Cropland,NULL,Non_Wetland,Cropland
554,Grassland,Wetland,Cropland,NULL,Non_Wetland,Wetland
555,Grassland,Wetland,Cropland,NULL,Non_Wetland,Forest
556,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL
557,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
558,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
559,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
560,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Forest
561,Grassland,Wetland,Cropland,Water,Non_Wetland,Grassland
562,Grassland,Wetland,Cropland,Water,Non_Wetland,Cropland
563,Grassland,Wetland,Cropland,Water,Non_Wetland,Wetland
564,Grassland,Wetland,Cropland,Water,Non_Wetland,Water
565,Grassland,Wetland,Wetland,NULL,Wetland,Grassland
566,Grassland,Wetland,Wetland,NULL,Wetland,Cropland
567,Grassland,Wetland,Wetland,NULL,Wetland,Wetland
568,Grassland,Wetland,Wetland,NULL,Wetland,Forest
569,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL
570,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland
571,Grassland,Wetland,Wetland,Non_Water,Wetland,Cropland
572,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland
573,Grassland,Wetland,Wetland,Non_Water,Wetland,Water
574,Grassland,Wetland,Wetland,Non_Water,Wetland,Forest
575,Grassland,Wetland,Wetland,Water,Wetland,Grassland
576,Grassland,Wetland,Wetland,Water,Wetland,Cropland
577,Grassland,Wetland,Wetland,Water,Wetland,Wetland
578,Grassland,Wetland,Wetland,Water,Wetland,Water
579,Grassland,Wetland,Wetland,Water,Wetland,Forest
580,Grassland,Wetland,Bareland,Water,Non_Wetland,Cropland
581,Grassland,Wetland,Bareland,Water,Non_Wetland,Water
582,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland
583,Grassland,Wetland,Forest,NULL,Non_Wetland,Cropland
584,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland
585,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest
586,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
587,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Cropland
588,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
589,Grassland,Built-up,Cropland,Non_Water,Non_Wetland,Cropland
590,Grassland,Water,Cropland,Non_Water,Non_Wetland,Cropland
591,Grassland,Water,Cropland,Non_Water,Non_Wetland,Wetland
592,Grassland,Water,Wetland,Non_Water,Wetland,Cropland
593,Grassland,Water,Wetland,Non_Water,Wetland,Wetland
594,Grassland,Water,Wetland,Water,Wetland,Cropland
595,Grassland,Water,Wetland,Water,Wetland,Wetland
596,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
597,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland
598,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland
599,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
600,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland
601,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland
602,Grassland,Forest,Wetland,NULL,Wetland,Grassland
603,Grassland,Forest,Wetland,NULL,Wetland,Cropland
604,Grassland,Forest,Wetland,NULL,Wetland,Wetland
605,Grassland,Forest,Wetland,NULL,Wetland,Forest
606,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
607,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
608,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
609,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
610,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland
611,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
612,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up
613,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
614,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL
615,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland
616,Cropland,NULL,NULL,Non_Water,Non_Wetland,Cropland
617,Cropland,NULL,NULL,Non_Water,Non_Wetland,Bareland
618,Cropland,NULL,NULL,Non_Water,Non_Wetland,Forest
619,Cropland,NULL,NULL,Water,Non_Wetland,Grassland
620,Cropland,NULL,NULL,Water,Non_Wetland,Cropland
621,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
622,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
623,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
624,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
625,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
626,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
627,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
628,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
629,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
630,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
631,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
632,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
633,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
634,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
635,Cropland,NULL,Shrubland,Water,Non_Wetland,Cropland
636,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland
637,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland
638,Cropland,NULL,Shrubland,Water,Non_Wetland,Water
639,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
640,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
641,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
642,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland
643,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
644,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
645,Cropland,NULL,Grassland,NULL,Non_Wetland,Water
646,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
647,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL
648,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
649,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
650,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
651,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
652,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Built-up
653,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Forest
654,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland
655,Cropland,NULL,Grassland,Water,Non_Wetland,Cropland
656,Cropland,NULL,Grassland,Water,Non_Wetland,Bareland
657,Cropland,NULL,Grassland,Water,Non_Wetland,Built-up
658,Cropland,NULL,Grassland,Water,Non_Wetland,Water
659,Cropland,NULL,Grassland,Water,Non_Wetland,Forest
660,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
661,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
662,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
663,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland
664,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
665,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
666,Cropland,NULL,Cropland,NULL,Non_Wetland,Water
667,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
668,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL
669,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
670,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
671,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
672,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
673,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Built-up
674,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water
675,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest
676,Cropland,NULL,Cropland,Water,Non_Wetland,NULL
677,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland
678,Cropland,NULL,Cropland,Water,Non_Wetland,Cropland
679,Cropland,NULL,Cropland,Water,Non_Wetland,Wetland
680,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland
681,Cropland,NULL,Cropland,Water,Non_Wetland,Water
682,Cropland,NULL,Cropland,Water,Non_Wetland,Forest
683,Cropland,NULL,Wetland,NULL,Wetland,NULL
684,Cropland,NULL,Wetland,NULL,Wetland,Grassland
685,Cropland,NULL,Wetland,NULL,Wetland,Cropland
686,Cropland,NULL,Wetland,NULL,Wetland,Wetland
687,Cropland,NULL,Wetland,NULL,Wetland,Forest
688,Cropland,NULL,Wetland,Non_Water,Wetland,NULL
689,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland
690,Cropland,NULL,Wetland,Non_Water,Wetland,Cropland
691,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland
692,Cropland,NULL,Wetland,Non_Water,Wetland,Forest
693,Cropland,NULL,Wetland,Water,Wetland,Grassland
694,Cropland,NULL,Wetland,Water,Wetland,Cropland
695,Cropland,NULL,Wetland,Water,Wetland,Bareland
696,Cropland,NULL,Wetland,Water,Wetland,Water
697,Cropland,NULL,Wetland,Water,Wetland,Forest
698,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
699,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
700,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
701,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
702,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
703,Cropland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Cropland
704,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
705,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
706,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
707,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland
708,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
709,Cropland,NULL,Bareland,NULL,Non_Wetland,Built-up
710,Cropland,NULL,Bareland,NULL,Non_Wetland,Water
711,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
712,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
713,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
714,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
715,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Water
716,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Forest
717,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
718,Cropland,NULL,Bareland,Water,Non_Wetland,Cropland
719,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland
720,Cropland,NULL,Bareland,Water,Non_Wetland,Water
721,Cropland,NULL,Bareland,Water,Non_Wetland,Forest
722,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
723,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
724,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
725,Cropland,NULL,Built-up,NULL,Non_Wetland,Wetland
726,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
727,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
728,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
729,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL
730,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
731,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Cropland
732,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
733,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Built-up
734,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Forest
735,Cropland,NULL,Built-up,Water,Non_Wetland,NULL
736,Cropland,NULL,Built-up,Water,Non_Wetland,Grassland
737,Cropland,NULL,Built-up,Water,Non_Wetland,Cropland
738,Cropland,NULL,Built-up,Water,Non_Wetland,Bareland
739,Cropland,NULL,Built-up,Water,Non_Wetland,Forest
740,Cropland,NULL,Water,NULL,Water,Cropland
741,Cropland,NULL,Water,Non_Water,Water,Cropland
742,Cropland,NULL,Water,Water,Water,Cropland
743,Cropland,NULL,Water,Water,Water,Bareland
744,Cropland,NULL,Water,Water,Water,Water
745,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
746,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
747,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
748,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
749,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
750,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL
751,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
752,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland
753,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland
754,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
755,Cropland,NULL,Forest,Water,Non_Wetland,Grassland
756,Cropland,NULL,Forest,Water,Non_Wetland,Cropland
757,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
758,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
759,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
760,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland
761,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
762,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up
763,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
764,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
765,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
766,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Wetland
767,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Forest
768,Cropland,Cropland,NULL,Water,Non_Wetland,Grassland
769,Cropland,Cropland,NULL,Water,Non_Wetland,Cropland
770,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
771,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
772,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
773,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
774,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
775,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
776,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
777,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
778,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
779,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
780,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
781,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
782,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Built-up
783,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
784,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
785,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland
786,Cropland,Cropland,Shrubland,Water,Non_Wetland,Wetland
787,Cropland,Cropland,Shrubland,Water,Non_Wetland,Forest
788,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
789,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
790,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
791,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland
792,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
793,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
794,Cropland,Cropland,Grassland,NULL,Non_Wetland,Water
795,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
796,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL
797,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
798,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
799,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
800,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
801,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Built-up
802,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
803,Cropland,Cropland,Grassland,Water,Non_Wetland,Grassland
804,Cropland,Cropland,Grassland,Water,Non_Wetland,Cropland
805,Cropland,Cropland,Grassland,Water,Non_Wetland,Wetland
806,Cropland,Cropland,Grassland,Water,Non_Wetland,Bareland
807,Cropland,Cropland,Grassland,Water,Non_Wetland,Built-up
808,Cropland,Cropland,Grassland,Water,Non_Wetland,Water
809,Cropland,Cropland,Grassland,Water,Non_Wetland,Forest
810,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
811,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
812,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
813,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
814,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
815,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
816,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water
817,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
818,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
819,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
820,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
821,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
822,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
823,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Built-up
824,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Water
825,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
826,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL
827,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland
828,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
829,Cropland,Cropland,Cropland,Water,Non_Wetland,Wetland
830,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland
831,Cropland,Cropland,Cropland,Water,Non_Wetland,Built-up
832,Cropland,Cropland,Cropland,Water,Non_Wetland,Water
833,Cropland,Cropland,Cropland,Water,Non_Wetland,Forest
834,Cropland,Cropland,Wetland,NULL,Wetland,NULL
835,Cropland,Cropland,Wetland,NULL,Wetland,Grassland
836,Cropland,Cropland,Wetland,NULL,Wetland,Cropland
837,Cropland,Cropland,Wetland,NULL,Wetland,Wetland
