Value,AFRICA_2024_DynamicWorld_2024_37NED_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NED_M_R,AFRICA_2024_GLC_FCS30D_2022_37NED_M_R,AFRICA_2024_GSW_Yearly_2021_37NED_M_R,AFRICA_2024_GWL_FCS30D_2022_37NED_M_R,AFRICA_2024_WorldCover_2021_37NED_M_R
427,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
428,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
429,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up
430,Water,NULL,Shrubland,NULL,Non_Wetland,Water
431,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
432,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
433,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
434,Water,NULL,Shrubland,Water,Non_Wetland,NULL
435,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
436,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
437,Water,NULL,Grassland,NULL,Non_Wetland,NULL
438,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
439,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
440,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
441,Water,NULL,Grassland,NULL,Non_Wetland,Forest
442,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
443,Water,NULL,Grassland,Water,Non_Wetland,NULL
444,Water,NULL,Grassland,Water,Non_Wetland,Grassland
445,Water,NULL,Grassland,Water,Non_Wetland,Cropland
446,Water,NULL,Grassland,Water,Non_Wetland,Bareland
447,Water,NULL,Grassland,Water,Non_Wetland,Water
448,Water,NULL,Cropland,NULL,Non_Wetland,NULL
449,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
450,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
451,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
452,Water,NULL,Cropland,NULL,Non_Wetland,Built-up
453,Water,NULL,Cropland,NULL,Non_Wetland,Forest
454,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
455,Water,NULL,Cropland,Water,Non_Wetland,Cropland
456,Water,NULL,Bareland,NULL,Non_Wetland,NULL
457,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
458,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
459,Water,NULL,Bareland,NULL,Non_Wetland,Water
460,Water,NULL,Bareland,NULL,Non_Wetland,Forest
461,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
462,Water,NULL,Bareland,Water,Non_Wetland,Grassland
463,Water,NULL,Bareland,Water,Non_Wetland,Cropland
464,Water,NULL,Bareland,Water,Non_Wetland,Bareland
465,Water,NULL,Bareland,Water,Non_Wetland,Water
466,Water,NULL,Built-up,NULL,Non_Wetland,NULL
467,Water,NULL,Built-up,Non_Water,Non_Wetland,Grassland
468,Water,NULL,Built-up,Water,Non_Wetland,Grassland
469,Water,NULL,Water,NULL,Water,Cropland
470,Water,NULL,Water,NULL,Water,Bareland
471,Water,NULL,Water,Water,Water,Cropland
472,Water,NULL,Water,Water,Water,Bareland
473,Water,NULL,Forest,NULL,Non_Wetland,NULL
474,Water,NULL,Forest,NULL,Non_Wetland,Grassland
475,Water,NULL,Forest,NULL,Non_Wetland,Cropland
476,Water,NULL,Forest,NULL,Non_Wetland,Forest
477,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL
478,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
479,Water,Cropland,Cropland,NULL,Non_Wetland,NULL
480,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
481,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL
482,Water,Wetland,Cropland,NULL,Non_Wetland,NULL
483,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
484,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
485,Water,Built-up,NULL,NULL,Non_Wetland,NULL
486,Water,Built-up,NULL,NULL,Non_Wetland,Grassland
487,Water,Built-up,NULL,NULL,Non_Wetland,Built-up
488,Water,Built-up,NULL,NULL,Non_Wetland,Forest
489,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL
490,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
491,Water,Built-up,Shrubland,NULL,Non_Wetland,Cropland
492,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland
493,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up
494,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest
495,Water,Built-up,Grassland,NULL,Non_Wetland,NULL
496,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
497,Water,Built-up,Grassland,NULL,Non_Wetland,Cropland
498,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland
499,Water,Built-up,Grassland,NULL,Non_Wetland,Built-up
500,Water,Built-up,Grassland,NULL,Non_Wetland,Forest
501,Water,Built-up,Cropland,NULL,Non_Wetland,NULL
502,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland
503,Water,Built-up,Cropland,NULL,Non_Wetland,Cropland
504,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland
505,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up
506,Water,Built-up,Cropland,NULL,Non_Wetland,Forest
507,Water,Built-up,Bareland,NULL,Non_Wetland,NULL
508,Water,Built-up,Bareland,NULL,Non_Wetland,Grassland
509,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland
510,Water,Built-up,Bareland,NULL,Non_Wetland,Built-up
511,Water,Built-up,Built-up,NULL,Non_Wetland,NULL
512,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland
513,Water,Built-up,Built-up,NULL,Non_Wetland,Cropland
514,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland
515,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up
516,Water,Built-up,Built-up,NULL,Non_Wetland,Forest
517,Water,Built-up,Forest,NULL,Non_Wetland,NULL
518,Water,Built-up,Forest,NULL,Non_Wetland,Grassland
519,Water,Built-up,Forest,NULL,Non_Wetland,Forest
520,Water,Water,Shrubland,NULL,Non_Wetland,NULL
521,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
522,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
523,Water,Water,Shrubland,NULL,Non_Wetland,Water
524,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
525,Water,Water,Shrubland,Water,Non_Wetland,Grassland
526,Water,Water,Shrubland,Water,Non_Wetland,Bareland
527,Water,Water,Shrubland,Water,Non_Wetland,Water
528,Water,Water,Grassland,NULL,Non_Wetland,Grassland
529,Water,Water,Grassland,NULL,Non_Wetland,Bareland
530,Water,Water,Grassland,NULL,Non_Wetland,Water
531,Water,Water,Grassland,NULL,Non_Wetland,Forest
532,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
533,Water,Water,Grassland,Water,Non_Wetland,Grassland
534,Water,Water,Grassland,Water,Non_Wetland,Bareland
535,Water,Water,Grassland,Water,Non_Wetland,Water
536,Water,Water,Cropland,NULL,Non_Wetland,NULL
537,Water,Water,Cropland,NULL,Non_Wetland,Grassland
538,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
539,Water,Water,Cropland,Water,Non_Wetland,Bareland
540,Water,Water,Wetland,Water,Wetland,Grassland
541,Water,Water,Wetland,Water,Wetland,Bareland
542,Water,Water,Wetland,Water,Wetland,Water
543,Water,Water,Bareland,NULL,Non_Wetland,Grassland
544,Water,Water,Bareland,NULL,Non_Wetland,Cropland
545,Water,Water,Bareland,NULL,Non_Wetland,Bareland
546,Water,Water,Bareland,NULL,Non_Wetland,Water
547,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
548,Water,Water,Bareland,Non_Water,Non_Wetland,Water
549,Water,Water,Bareland,Water,Non_Wetland,Grassland
550,Water,Water,Bareland,Water,Non_Wetland,Bareland
551,Water,Water,Bareland,Water,Non_Wetland,Water
552,Water,Water,Built-up,NULL,Non_Wetland,Grassland
553,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland
554,Water,Water,Built-up,Water,Non_Wetland,Grassland
555,Water,Water,Built-up,Water,Non_Wetland,Bareland
556,Water,Water,Built-up,Water,Non_Wetland,Water
557,Water,Water,Water,Water,Water,Water
558,Water,Water,Forest,Water,Non_Wetland,Grassland
559,Water,Forest,NULL,NULL,Non_Wetland,NULL
560,Water,Forest,NULL,NULL,Non_Wetland,Grassland
561,Water,Forest,NULL,NULL,Non_Wetland,Forest
562,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
563,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
564,Water,Forest,Shrubland,NULL,Non_Wetland,Cropland
565,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland
566,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
567,Water,Forest,Grassland,NULL,Non_Wetland,NULL
568,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
569,Water,Forest,Grassland,NULL,Non_Wetland,Forest
570,Water,Forest,Cropland,NULL,Non_Wetland,NULL
571,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
572,Water,Forest,Cropland,NULL,Non_Wetland,Cropland
573,Water,Forest,Cropland,NULL,Non_Wetland,Forest
574,Water,Forest,Bareland,NULL,Non_Wetland,NULL
575,Water,Forest,Bareland,NULL,Non_Wetland,Grassland
576,Water,Forest,Bareland,NULL,Non_Wetland,Forest
577,Water,Forest,Built-up,NULL,Non_Wetland,NULL
578,Water,Forest,Built-up,NULL,Non_Wetland,Forest
579,Water,Forest,Forest,NULL,Non_Wetland,NULL
580,Water,Forest,Forest,NULL,Non_Wetland,Grassland
581,Water,Forest,Forest,NULL,Non_Wetland,Cropland
582,Water,Forest,Forest,NULL,Non_Wetland,Forest
583,Forest,NULL,NULL,NULL,Non_Wetland,NULL
584,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
585,Forest,NULL,NULL,NULL,Non_Wetland,Forest
586,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
587,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
588,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
589,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
590,Forest,NULL,Shrubland,Water,Non_Wetland,NULL
591,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
592,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
593,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
594,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
595,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
596,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
597,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
598,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL
599,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
600,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
601,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
602,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
603,Forest,NULL,Forest,NULL,Non_Wetland,NULL
604,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
605,Forest,NULL,Forest,NULL,Non_Wetland,Forest
606,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
607,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
608,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
609,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
610,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
611,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
612,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
613,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
614,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
615,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
616,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
617,Forest,Forest,NULL,NULL,Non_Wetland,NULL
618,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
619,Forest,Forest,NULL,NULL,Non_Wetland,Forest
620,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
621,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
622,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
623,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
624,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
625,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
626,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
627,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
628,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
629,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
630,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
631,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
632,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
633,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
634,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
635,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
636,Forest,Forest,Forest,NULL,Non_Wetland,NULL
637,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
638,Forest,Forest,Forest,NULL,Non_Wetland,Forest
