Value,AFRICA_2024_DynamicWorld_2024_36PVQ_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PVQ_M_R,AFRICA_2024_GLC_FCS30D_2022_36PVQ_M_R,AFRICA_2024_GSW_Yearly_2021_36PVQ_M_R,AFRICA_2024_GWL_FCS30D_2022_36PVQ_M_R,AFRICA_2024_WorldCover_2021_36PVQ_M_R
428,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland
429,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland
430,Grassland,Forest,Wetland,Non_Water,Wetland,Forest
431,Grassland,Forest,Wetland,Water,Wetland,Grassland
432,Grassland,Forest,Wetland,Water,Wetland,Wetland
433,Grassland,Forest,Wetland,Water,Wetland,Forest
434,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL
435,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland
436,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland
437,Grassland,Forest,Bareland,NULL,Non_Wetland,Forest
438,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Grassland
439,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Wetland
440,Grassland,Forest,Bareland,Water,Non_Wetland,Grassland
441,Grassland,Forest,Bareland,Water,Non_Wetland,Wetland
442,Grassland,Forest,Water,NULL,Water,Wetland
443,Grassland,Forest,Water,Water,Water,Wetland
444,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
445,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
446,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland
447,Grassland,Forest,Forest,NULL,Non_Wetland,Water
448,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
449,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland
450,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland
451,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest
452,Grassland,Forest,Forest,Water,Non_Wetland,Grassland
453,Grassland,Forest,Forest,Water,Non_Wetland,Wetland
454,Grassland,Forest,Forest,Water,Non_Wetland,Forest
455,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
456,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland
457,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
458,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland
459,Cropland,NULL,NULL,Non_Water,Non_Wetland,Wetland
460,Cropland,NULL,NULL,Water,Non_Wetland,Wetland
461,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
462,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
463,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
464,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
465,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
466,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water
467,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
468,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
469,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
470,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
471,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
472,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland
473,Cropland,NULL,Shrubland,Water,Non_Wetland,Forest
474,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
475,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
476,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
477,Cropland,NULL,Grassland,NULL,Non_Wetland,Water
478,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
479,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
480,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland
481,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
482,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
483,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland
484,Cropland,NULL,Cropland,Water,Non_Wetland,Water
485,Cropland,NULL,Wetland,NULL,Wetland,Grassland
486,Cropland,NULL,Wetland,NULL,Wetland,Wetland
487,Cropland,NULL,Wetland,NULL,Wetland,Forest
488,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland
489,Cropland,NULL,Wetland,Water,Wetland,Grassland
490,Cropland,NULL,Wetland,Water,Wetland,Wetland
491,Cropland,NULL,Wetland,Water,Wetland,Water
492,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
493,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland
494,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
495,Cropland,NULL,Bareland,NULL,Non_Wetland,Water
496,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
497,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
498,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
499,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
500,Cropland,NULL,Bareland,Water,Non_Wetland,Wetland
501,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
502,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
503,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
504,Cropland,NULL,Water,NULL,Water,Bareland
505,Cropland,NULL,Water,Non_Water,Water,Wetland
506,Cropland,NULL,Water,Water,Water,Wetland
507,Cropland,NULL,Water,Water,Water,Water
508,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
509,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
510,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
511,Cropland,NULL,Forest,NULL,Non_Wetland,Water
512,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
513,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
514,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland
515,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
516,Cropland,NULL,Forest,Water,Non_Wetland,Grassland
517,Cropland,NULL,Forest,Water,Non_Wetland,Wetland
518,Cropland,NULL,Forest,Water,Non_Wetland,Water
519,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Wetland
520,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
521,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
522,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
523,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
524,Cropland,Cropland,Shrubland,Water,Non_Wetland,Wetland
525,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
526,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
527,Cropland,Cropland,Wetland,Non_Water,Wetland,Grassland
528,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
529,Cropland,Cropland,Water,Water,Water,Grassland
530,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
531,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
532,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
533,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
534,Cropland,Cropland,Forest,Water,Non_Wetland,Wetland
535,Cropland,Wetland,NULL,NULL,Non_Wetland,Grassland
536,Cropland,Wetland,NULL,NULL,Non_Wetland,Wetland
537,Cropland,Wetland,NULL,NULL,Non_Wetland,Forest
538,Cropland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
539,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL
540,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
541,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
542,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Forest
543,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
544,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
545,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
546,Cropland,Wetland,Shrubland,Water,Non_Wetland,Grassland
547,Cropland,Wetland,Shrubland,Water,Non_Wetland,Wetland
548,Cropland,Wetland,Shrubland,Water,Non_Wetland,Forest
549,Cropland,Wetland,Grassland,NULL,Non_Wetland,Grassland
550,Cropland,Wetland,Wetland,NULL,Wetland,Wetland
551,Cropland,Wetland,Wetland,NULL,Wetland,Forest
552,Cropland,Wetland,Wetland,Non_Water,Wetland,Grassland
553,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland
554,Cropland,Wetland,Wetland,Non_Water,Wetland,Forest
555,Cropland,Wetland,Wetland,Water,Wetland,Water
556,Cropland,Wetland,Wetland,Water,Wetland,Forest
557,Cropland,Wetland,Bareland,NULL,Non_Wetland,Grassland
558,Cropland,Wetland,Bareland,NULL,Non_Wetland,Wetland
559,Cropland,Wetland,Bareland,NULL,Non_Wetland,Forest
560,Cropland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
561,Cropland,Wetland,Bareland,Water,Non_Wetland,Wetland
562,Cropland,Wetland,Built-up,NULL,Non_Wetland,Grassland
563,Cropland,Wetland,Water,NULL,Water,Wetland
564,Cropland,Wetland,Water,Non_Water,Water,Grassland
565,Cropland,Wetland,Water,Non_Water,Water,Wetland
566,Cropland,Wetland,Water,Water,Water,Wetland
567,Cropland,Wetland,Water,Water,Water,Water
568,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland
569,Cropland,Wetland,Forest,NULL,Non_Wetland,Wetland
570,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest
571,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
572,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
573,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Forest
574,Cropland,Wetland,Forest,Water,Non_Wetland,Grassland
575,Cropland,Wetland,Forest,Water,Non_Wetland,Wetland
576,Cropland,Wetland,Forest,Water,Non_Wetland,Water
577,Cropland,Wetland,Forest,Water,Non_Wetland,Forest
578,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
579,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
580,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
581,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
582,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
583,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
584,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland
585,Cropland,Built-up,Shrubland,Water,Non_Wetland,Grassland
586,Cropland,Built-up,Shrubland,Water,Non_Wetland,Wetland
587,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
588,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
589,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
590,Cropland,Built-up,Forest,NULL,Non_Wetland,Wetland
591,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
592,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
593,Cropland,Water,Shrubland,NULL,Non_Wetland,Wetland
594,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
595,Cropland,Water,Shrubland,Water,Non_Wetland,Grassland
596,Cropland,Water,Forest,NULL,Non_Wetland,Wetland
597,Cropland,Water,Forest,NULL,Non_Wetland,Forest
598,Cropland,Water,Forest,Non_Water,Non_Wetland,Wetland
599,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
600,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland
601,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
602,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
603,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
604,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland
605,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
606,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
607,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
608,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
609,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
610,Cropland,Forest,Wetland,NULL,Wetland,Wetland
611,Cropland,Forest,Wetland,NULL,Wetland,Forest
612,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Grassland
613,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
614,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
615,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
616,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
617,Cropland,Forest,Forest,Non_Water,Non_Wetland,Wetland
618,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest
619,Cropland,Forest,Forest,Water,Non_Wetland,Wetland
620,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
621,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland
622,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
623,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland
624,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland
625,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest
626,Wetland,NULL,NULL,Water,Non_Wetland,Grassland
627,Wetland,NULL,NULL,Water,Non_Wetland,Wetland
628,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
629,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
630,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
631,Wetland,NULL,Shrubland,NULL,Non_Wetland,Built-up
632,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water
633,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
634,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
635,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
636,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
637,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water
638,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
639,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
640,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
641,Wetland,NULL,Shrubland,Water,Non_Wetland,Water
642,Wetland,NULL,Shrubland,Water,Non_Wetland,Forest
643,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
644,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
645,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland
646,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
647,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland
648,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
649,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland
650,Wetland,NULL,Cropland,Water,Non_Wetland,Wetland
651,Wetland,NULL,Wetland,NULL,Wetland,NULL
652,Wetland,NULL,Wetland,NULL,Wetland,Grassland
653,Wetland,NULL,Wetland,NULL,Wetland,Wetland
654,Wetland,NULL,Wetland,NULL,Wetland,Forest
655,Wetland,NULL,Wetland,Non_Water,Wetland,NULL
656,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland
657,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
658,Wetland,NULL,Wetland,Non_Water,Wetland,Forest
659,Wetland,NULL,Wetland,Water,Wetland,Grassland
660,Wetland,NULL,Wetland,Water,Wetland,Wetland
661,Wetland,NULL,Wetland,Water,Wetland,Water
662,Wetland,NULL,Wetland,Water,Wetland,Forest
663,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
664,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
665,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
666,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
667,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
668,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Forest
669,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland
670,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland
671,Wetland,NULL,Bareland,Water,Non_Wetland,Forest
672,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland
673,Wetland,NULL,Water,NULL,Water,Grassland
674,Wetland,NULL,Water,NULL,Water,Wetland
675,Wetland,NULL,Water,NULL,Water,Water
676,Wetland,NULL,Water,Non_Water,Water,Grassland
677,Wetland,NULL,Water,Non_Water,Water,Wetland
678,Wetland,NULL,Water,Non_Water,Water,Forest
679,Wetland,NULL,Water,Water,Water,Grassland
680,Wetland,NULL,Water,Water,Water,Wetland
681,Wetland,NULL,Water,Water,Water,Water
682,Wetland,NULL,Water,Water,Water,Forest
683,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
684,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
685,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
686,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
687,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
688,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
689,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
690,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
691,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
692,Wetland,NULL,Forest,Water,Non_Wetland,Water
693,Wetland,NULL,Forest,Water,Non_Wetland,Forest
694,Wetland,Cropland,NULL,Water,Non_Wetland,Grassland
695,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
696,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
697,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
698,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
699,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland
700,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
701,Wetland,Cropland,Forest,Water,Non_Wetland,Wetland
702,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland
703,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland
704,Wetland,Wetland,NULL,NULL,Non_Wetland,Water
705,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest
706,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Grassland
707,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
708,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Forest
709,Wetland,Wetland,NULL,Water,Non_Wetland,Grassland
710,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland
711,Wetland,Wetland,NULL,Water,Non_Wetland,Water
712,Wetland,Wetland,NULL,Water,Non_Wetland,Forest
713,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL
714,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
715,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
716,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water
717,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
718,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
719,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
720,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
721,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
722,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
723,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
724,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
725,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water
726,Wetland,Wetland,Shrubland,Water,Non_Wetland,Forest
727,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
728,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland
729,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland
730,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
731,Wetland,Wetland,Cropland,Water,Non_Wetland,Grassland
732,Wetland,Wetland,Cropland,Water,Non_Wetland,Wetland
733,Wetland,Wetland,Wetland,NULL,Wetland,NULL
734,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
735,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
736,Wetland,Wetland,Wetland,NULL,Wetland,Water
737,Wetland,Wetland,Wetland,NULL,Wetland,Forest
738,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL
739,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland
740,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
741,Wetland,Wetland,Wetland,Non_Water,Wetland,Water
742,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest
743,Wetland,Wetland,Wetland,Water,Wetland,Grassland
744,Wetland,Wetland,Wetland,Water,Wetland,Wetland
745,Wetland,Wetland,Wetland,Water,Wetland,Water
746,Wetland,Wetland,Wetland,Water,Wetland,Forest
747,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland
748,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
749,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water
750,Wetland,Wetland,Bareland,NULL,Non_Wetland,Forest
751,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
752,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
753,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Forest
754,Wetland,Wetland,Bareland,Water,Non_Wetland,Grassland
755,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
756,Wetland,Wetland,Bareland,Water,Non_Wetland,Water
757,Wetland,Wetland,Bareland,Water,Non_Wetland,Forest
758,Wetland,Wetland,Built-up,Water,Non_Wetland,Forest
759,Wetland,Wetland,Water,NULL,Water,Grassland
760,Wetland,Wetland,Water,NULL,Water,Wetland
761,Wetland,Wetland,Water,NULL,Water,Water
762,Wetland,Wetland,Water,NULL,Water,Forest
763,Wetland,Wetland,Water,Non_Water,Water,Grassland
764,Wetland,Wetland,Water,Non_Water,Water,Wetland
765,Wetland,Wetland,Water,Non_Water,Water,Water
766,Wetland,Wetland,Water,Non_Water,Water,Forest
767,Wetland,Wetland,Water,Water,Water,Grassland
768,Wetland,Wetland,Water,Water,Water,Wetland
769,Wetland,Wetland,Water,Water,Water,Water
770,Wetland,Wetland,Water,Water,Water,Forest
771,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL
772,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
773,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
774,Wetland,Wetland,Forest,NULL,Non_Wetland,Water
775,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
776,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL
777,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
778,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
779,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water
780,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest
781,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland
782,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
783,Wetland,Wetland,Forest,Water,Non_Wetland,Water
784,Wetland,Wetland,Forest,Water,Non_Wetland,Forest
785,Wetland,Built-up,NULL,NULL,Non_Wetland,Forest
786,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
787,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
788,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Forest
789,Wetland,Built-up,Wetland,NULL,Wetland,Wetland
790,Wetland,Built-up,Forest,NULL,Non_Wetland,Wetland
791,Wetland,Water,NULL,NULL,Non_Wetland,Grassland
792,Wetland,Water,NULL,NULL,Non_Wetland,Wetland
793,Wetland,Water,NULL,NULL,Non_Wetland,Forest
794,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland
795,Wetland,Water,NULL,Non_Water,Non_Wetland,Forest
796,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
797,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
798,Wetland,Water,Shrubland,NULL,Non_Wetland,Water
799,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
800,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
801,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
802,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Forest
803,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland
804,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland
805,Wetland,Water,Shrubland,Water,Non_Wetland,Water
806,Wetland,Water,Shrubland,Water,Non_Wetland,Forest
807,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland
808,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland
809,Wetland,Water,Wetland,NULL,Wetland,NULL
810,Wetland,Water,Wetland,NULL,Wetland,Grassland
811,Wetland,Water,Wetland,NULL,Wetland,Wetland
812,Wetland,Water,Wetland,NULL,Wetland,Water
813,Wetland,Water,Wetland,NULL,Wetland,Forest
814,Wetland,Water,Wetland,Non_Water,Wetland,NULL
815,Wetland,Water,Wetland,Non_Water,Wetland,Grassland
816,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
817,Wetland,Water,Wetland,Non_Water,Wetland,Water
818,Wetland,Water,Wetland,Non_Water,Wetland,Forest
819,Wetland,Water,Wetland,Water,Wetland,Grassland
820,Wetland,Water,Wetland,Water,Wetland,Wetland
821,Wetland,Water,Wetland,Water,Wetland,Water
822,Wetland,Water,Wetland,Water,Wetland,Forest
823,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
824,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland
825,Wetland,Water,Bareland,NULL,Non_Wetland,Forest
826,Wetland,Water,Bareland,Non_Water,Non_Wetland,Forest
827,Wetland,Water,Water,NULL,Water,Wetland
828,Wetland,Water,Water,NULL,Water,Water
829,Wetland,Water,Water,NULL,Water,Forest
830,Wetland,Water,Water,Non_Water,Water,Wetland
831,Wetland,Water,Water,Non_Water,Water,Forest
832,Wetland,Water,Water,Water,Water,Wetland
833,Wetland,Water,Water,Water,Water,Water
834,Wetland,Water,Water,Water,Water,Forest
835,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
836,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
837,Wetland,Water,Forest,NULL,Non_Wetland,Water
838,Wetland,Water,Forest,NULL,Non_Wetland,Forest
839,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland
840,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest
841,Wetland,Water,Forest,Water,Non_Wetland,Grassland
842,Wetland,Water,Forest,Water,Non_Wetland,Wetland
843,Wetland,Water,Forest,Water,Non_Wetland,Forest
844,Wetland,Forest,NULL,NULL,Non_Wetland,NULL
845,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland
846,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland
847,Wetland,Forest,NULL,NULL,Non_Wetland,Forest
848,Wetland,Forest,NULL,Non_Water,Non_Wetland,Wetland
849,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
850,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
851,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland
852,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
853,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
854,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
855,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Water
856,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
857,Wetland,Forest,Shrubland,Water,Non_Wetland,Grassland
858,Wetland,Forest,Shrubland,Water,Non_Wetland,Wetland
859,Wetland,Forest,Shrubland,Water,Non_Wetland,Water
860,Wetland,Forest,Shrubland,Water,Non_Wetland,Forest
