Value,AFRICA_2024_DynamicWorld_2024_35PPN_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_35PPN_M_R,AFRICA_2024_GLC_FCS30D_2022_35PPN_M_R,AFRICA_2024_GSW_Yearly_2021_35PPN_M_R,AFRICA_2024_GWL_FCS30D_2022_35PPN_M_R,AFRICA_2024_WorldCover_2021_35PPN_M_R
434,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
435,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
436,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
437,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
438,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
439,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
440,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL
441,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
442,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland
443,Cropland,NULL,Forest,Water,Non_Wetland,NULL
444,Cropland,NULL,Forest,Water,Non_Wetland,Grassland
445,Cropland,NULL,Forest,Water,Non_Wetland,Cropland
446,Cropland,NULL,Forest,Water,Non_Wetland,Wetland
447,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
448,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
449,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
450,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
451,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
452,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
453,Cropland,Cropland,NULL,Water,Non_Wetland,Grassland
454,Cropland,Cropland,NULL,Water,Non_Wetland,Wetland
455,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
456,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
457,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
458,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
459,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
460,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
461,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
462,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
463,Cropland,Cropland,Shrubland,Water,Non_Wetland,Wetland
464,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
465,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
466,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
467,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
468,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
469,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
470,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
471,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
472,Cropland,Cropland,Grassland,Water,Non_Wetland,Grassland
473,Cropland,Cropland,Grassland,Water,Non_Wetland,Wetland
474,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
475,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
476,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
477,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
478,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
479,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
480,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
481,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
482,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
483,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
484,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
485,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
486,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
487,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
488,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL
489,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
490,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
491,Cropland,Bareland,NULL,NULL,Non_Wetland,Cropland
492,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
493,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
494,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
495,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
496,Cropland,Bareland,Bareland,NULL,Non_Wetland,Grassland
497,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
498,Cropland,Bareland,Bareland,Water,Non_Wetland,Bareland
499,Cropland,Bareland,Built-up,NULL,Non_Wetland,Grassland
500,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
501,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
502,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
503,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
504,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
505,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
506,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
507,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
508,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
509,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL
510,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
511,Cropland,Water,Grassland,NULL,Non_Wetland,NULL
512,Cropland,Water,Water,Water,Water,Grassland
513,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
514,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
515,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
516,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
517,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
518,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
519,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
520,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
521,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
522,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
523,Cropland,Forest,Wetland,NULL,Wetland,Forest
524,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL
525,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland
526,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
527,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
528,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
529,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
530,Wetland,NULL,NULL,NULL,Non_Wetland,NULL
531,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
532,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
533,Wetland,NULL,NULL,Non_Water,Non_Wetland,Cropland
534,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
535,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
536,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
537,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL
538,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
539,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
540,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
541,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
542,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
543,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
544,Wetland,NULL,Wetland,NULL,Wetland,NULL
545,Wetland,NULL,Wetland,NULL,Wetland,Forest
546,Wetland,NULL,Wetland,Water,Wetland,Forest
547,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
548,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
549,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
550,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
551,Wetland,NULL,Forest,Non_Water,Non_Wetland,Cropland
552,Wetland,Water,NULL,NULL,Non_Wetland,NULL
553,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL
554,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
555,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
556,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland
557,Wetland,Water,Grassland,Water,Non_Wetland,NULL
558,Wetland,Water,Cropland,NULL,Non_Wetland,NULL
559,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland
560,Wetland,Water,Cropland,NULL,Non_Wetland,Forest
561,Wetland,Water,Wetland,NULL,Wetland,NULL
562,Wetland,Water,Wetland,NULL,Wetland,Forest
563,Wetland,Water,Wetland,Non_Water,Wetland,Forest
564,Wetland,Water,Forest,NULL,Non_Wetland,NULL
565,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
566,Wetland,Water,Forest,NULL,Non_Wetland,Forest
567,Wetland,Forest,NULL,NULL,Non_Wetland,NULL
568,Wetland,Forest,NULL,NULL,Non_Wetland,Forest
569,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
570,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
571,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL
572,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland
573,Wetland,Forest,Cropland,NULL,Non_Wetland,Forest
574,Wetland,Forest,Wetland,NULL,Wetland,NULL
575,Wetland,Forest,Wetland,NULL,Wetland,Forest
576,Wetland,Forest,Forest,NULL,Non_Wetland,NULL
577,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
578,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
579,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
580,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
581,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
582,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland
583,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
584,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up
585,Bareland,NULL,NULL,NULL,Non_Wetland,Water
586,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
587,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland
588,Bareland,NULL,NULL,Non_Water,Non_Wetland,Cropland
589,Bareland,NULL,NULL,Non_Water,Non_Wetland,Wetland
590,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland
591,Bareland,NULL,NULL,Non_Water,Non_Wetland,Water
592,Bareland,NULL,NULL,Non_Water,Non_Wetland,Forest
593,Bareland,NULL,NULL,Water,Non_Wetland,Grassland
594,Bareland,NULL,NULL,Water,Non_Wetland,Cropland
595,Bareland,NULL,NULL,Water,Non_Wetland,Wetland
596,Bareland,NULL,NULL,Water,Non_Wetland,Bareland
597,Bareland,NULL,NULL,Water,Non_Wetland,Water
598,Bareland,NULL,NULL,Water,Non_Wetland,Forest
599,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
600,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
601,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
602,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
603,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
604,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
605,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
606,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
607,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
608,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
609,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
610,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water
611,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
612,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland
613,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland
614,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
615,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
616,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
617,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
618,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
619,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
620,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
621,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
622,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
623,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
624,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
625,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
626,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
627,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Water
628,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
629,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland
630,Bareland,NULL,Grassland,Water,Non_Wetland,Wetland
631,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
632,Bareland,NULL,Grassland,Water,Non_Wetland,Water
633,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
634,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
635,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
636,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland
637,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
638,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
639,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
640,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
641,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
642,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
643,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
644,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland
645,Bareland,NULL,Cropland,Water,Non_Wetland,Wetland
646,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
647,Bareland,NULL,Wetland,NULL,Wetland,NULL
648,Bareland,NULL,Wetland,NULL,Wetland,Grassland
649,Bareland,NULL,Wetland,NULL,Wetland,Cropland
650,Bareland,NULL,Wetland,NULL,Wetland,Wetland
651,Bareland,NULL,Wetland,NULL,Wetland,Bareland
652,Bareland,NULL,Wetland,NULL,Wetland,Water
653,Bareland,NULL,Wetland,NULL,Wetland,Forest
654,Bareland,NULL,Wetland,Non_Water,Wetland,NULL
655,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland
656,Bareland,NULL,Wetland,Non_Water,Wetland,Cropland
657,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland
658,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland
659,Bareland,NULL,Wetland,Non_Water,Wetland,Water
660,Bareland,NULL,Wetland,Non_Water,Wetland,Forest
661,Bareland,NULL,Wetland,Water,Wetland,NULL
662,Bareland,NULL,Wetland,Water,Wetland,Grassland
663,Bareland,NULL,Wetland,Water,Wetland,Cropland
664,Bareland,NULL,Wetland,Water,Wetland,Wetland
665,Bareland,NULL,Wetland,Water,Wetland,Bareland
666,Bareland,NULL,Wetland,Water,Wetland,Water
667,Bareland,NULL,Wetland,Water,Wetland,Forest
668,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
669,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
670,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
671,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
672,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
673,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
674,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
675,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
676,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
677,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland
678,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
679,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
680,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
681,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
682,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
683,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
684,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water
685,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
686,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
687,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland
688,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
689,Bareland,NULL,Bareland,Water,Non_Wetland,Water
690,Bareland,NULL,Bareland,Water,Non_Wetland,Forest
691,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
692,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
693,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
694,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
695,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
696,Bareland,NULL,Built-up,NULL,Non_Wetland,Water
697,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest
698,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
699,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Cropland
700,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Wetland
701,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
702,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland
703,Bareland,NULL,Built-up,Water,Non_Wetland,Cropland
704,Bareland,NULL,Built-up,Water,Non_Wetland,Wetland
705,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
706,Bareland,NULL,Built-up,Water,Non_Wetland,Water
707,Bareland,NULL,Water,NULL,Water,Grassland
708,Bareland,NULL,Water,NULL,Water,Cropland
709,Bareland,NULL,Water,NULL,Water,Wetland
710,Bareland,NULL,Water,NULL,Water,Bareland
711,Bareland,NULL,Water,NULL,Water,Water
712,Bareland,NULL,Water,NULL,Water,Forest
713,Bareland,NULL,Water,Non_Water,Water,Grassland
714,Bareland,NULL,Water,Non_Water,Water,Cropland
715,Bareland,NULL,Water,Non_Water,Water,Wetland
716,Bareland,NULL,Water,Non_Water,Water,Bareland
717,Bareland,NULL,Water,Non_Water,Water,Forest
718,Bareland,NULL,Water,Water,Water,Grassland
719,Bareland,NULL,Water,Water,Water,Cropland
720,Bareland,NULL,Water,Water,Water,Wetland
721,Bareland,NULL,Water,Water,Water,Bareland
722,Bareland,NULL,Water,Water,Water,Water
723,Bareland,NULL,Water,Water,Water,Forest
724,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
725,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
726,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
727,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland
728,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
729,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up
730,Bareland,NULL,Forest,NULL,Non_Wetland,Water
731,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
732,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland
733,Bareland,NULL,Forest,Non_Water,Non_Wetland,Cropland
734,Bareland,NULL,Forest,Non_Water,Non_Wetland,Bareland
735,Bareland,NULL,Forest,Non_Water,Non_Wetland,Forest
736,Bareland,NULL,Forest,Water,Non_Wetland,NULL
737,Bareland,NULL,Forest,Water,Non_Wetland,Grassland
738,Bareland,NULL,Forest,Water,Non_Wetland,Cropland
739,Bareland,NULL,Forest,Water,Non_Wetland,Wetland
740,Bareland,NULL,Forest,Water,Non_Wetland,Bareland
741,Bareland,NULL,Forest,Water,Non_Wetland,Water
742,Bareland,NULL,Forest,Water,Non_Wetland,Forest
743,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL
744,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
745,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
746,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
747,Bareland,Cropland,NULL,NULL,Non_Wetland,Built-up
748,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest
749,Bareland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
750,Bareland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
751,Bareland,Cropland,NULL,Non_Water,Non_Wetland,Bareland
752,Bareland,Cropland,NULL,Water,Non_Wetland,Grassland
753,Bareland,Cropland,NULL,Water,Non_Wetland,Cropland
754,Bareland,Cropland,NULL,Water,Non_Wetland,Wetland
755,Bareland,Cropland,NULL,Water,Non_Wetland,Bareland
756,Bareland,Cropland,NULL,Water,Non_Wetland,Forest
757,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
758,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
759,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
760,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
761,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
762,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
763,Bareland,Cropland,Shrubland,Water,Non_Wetland,Grassland
764,Bareland,Cropland,Shrubland,Water,Non_Wetland,Wetland
765,Bareland,Cropland,Shrubland,Water,Non_Wetland,Bareland
766,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
767,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
768,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
769,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
770,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
771,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest
772,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
773,Bareland,Cropland,Grassland,Water,Non_Wetland,Grassland
774,Bareland,Cropland,Grassland,Water,Non_Wetland,Cropland
775,Bareland,Cropland,Grassland,Water,Non_Wetland,Wetland
776,Bareland,Cropland,Grassland,Water,Non_Wetland,Bareland
777,Bareland,Cropland,Grassland,Water,Non_Wetland,Forest
778,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
779,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
780,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
781,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
782,Bareland,Cropland,Cropland,Water,Non_Wetland,Grassland
783,Bareland,Cropland,Wetland,NULL,Wetland,Grassland
784,Bareland,Cropland,Wetland,NULL,Wetland,Bareland
785,Bareland,Cropland,Wetland,Non_Water,Wetland,Cropland
786,Bareland,Cropland,Wetland,Water,Wetland,Grassland
787,Bareland,Cropland,Wetland,Water,Wetland,Cropland
788,Bareland,Cropland,Wetland,Water,Wetland,Wetland
789,Bareland,Cropland,Wetland,Water,Wetland,Bareland
790,Bareland,Cropland,Wetland,Water,Wetland,Water
791,Bareland,Cropland,Wetland,Water,Wetland,Forest
792,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
793,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
794,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
795,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
796,Bareland,Cropland,Bareland,Water,Non_Wetland,Cropland
797,Bareland,Cropland,Bareland,Water,Non_Wetland,Wetland
798,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland
799,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
800,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
801,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
802,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
803,Bareland,Cropland,Water,Non_Water,Water,Cropland
804,Bareland,Cropland,Water,Water,Water,Grassland
805,Bareland,Cropland,Water,Water,Water,Cropland
806,Bareland,Cropland,Water,Water,Water,Wetland
807,Bareland,Cropland,Water,Water,Water,Bareland
808,Bareland,Cropland,Water,Water,Water,Forest
809,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL
810,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
811,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
812,Bareland,Cropland,Forest,NULL,Non_Wetland,Wetland
813,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland
814,Bareland,Cropland,Forest,Water,Non_Wetland,Grassland
815,Bareland,Cropland,Forest,Water,Non_Wetland,Cropland
816,Bareland,Cropland,Forest,Water,Non_Wetland,Wetland
817,Bareland,Cropland,Forest,Water,Non_Wetland,Bareland
818,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland
819,Bareland,Bareland,NULL,NULL,Non_Wetland,Cropland
820,Bareland,Bareland,NULL,NULL,Non_Wetland,Wetland
821,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
822,Bareland,Bareland,NULL,NULL,Non_Wetland,Water
823,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Grassland
824,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Wetland
825,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland
826,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Water
827,Bareland,Bareland,NULL,Water,Non_Wetland,Grassland
828,Bareland,Bareland,NULL,Water,Non_Wetland,Wetland
829,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland
830,Bareland,Bareland,NULL,Water,Non_Wetland,Water
831,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
832,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
833,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
834,Bareland,Bareland,Shrubland,Water,Non_Wetland,Grassland
835,Bareland,Bareland,Shrubland,Water,Non_Wetland,Wetland
836,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
837,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
838,Bareland,Bareland,Grassland,NULL,Non_Wetland,Wetland
839,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
840,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water
841,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
842,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Wetland
843,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
844,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water
845,Bareland,Bareland,Grassland,Water,Non_Wetland,Grassland
846,Bareland,Bareland,Grassland,Water,Non_Wetland,Wetland
847,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
848,Bareland,Bareland,Grassland,Water,Non_Wetland,Water
849,Bareland,Bareland,Cropland,NULL,Non_Wetland,Wetland
850,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
851,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water
852,Bareland,Bareland,Cropland,Water,Non_Wetland,Water
853,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
854,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland
855,Bareland,Bareland,Wetland,Non_Water,Wetland,Wetland
856,Bareland,Bareland,Wetland,Non_Water,Wetland,Water
857,Bareland,Bareland,Wetland,Water,Wetland,Grassland
858,Bareland,Bareland,Wetland,Water,Wetland,Cropland
859,Bareland,Bareland,Wetland,Water,Wetland,Wetland
860,Bareland,Bareland,Wetland,Water,Wetland,Bareland
