Value,AFRICA_2024_DynamicWorld_2024_35PQN_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_35PQN_M_R,AFRICA_2024_GLC_FCS30D_2022_35PQN_M_R,AFRICA_2024_GSW_Yearly_2021_35PQN_M_R,AFRICA_2024_GWL_FCS30D_2022_35PQN_M_R,AFRICA_2024_WorldCover_2021_35PQN_M_R
423,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
424,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
425,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
426,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
427,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
428,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
429,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
430,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
431,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
432,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
433,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
434,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
435,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
436,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland
437,Cropland,Cropland,Wetland,NULL,Wetland,NULL
438,Cropland,Cropland,Wetland,NULL,Wetland,Grassland
439,Cropland,Cropland,Wetland,NULL,Wetland,Cropland
440,Cropland,Cropland,Wetland,NULL,Wetland,Forest
441,Cropland,Cropland,Wetland,Non_Water,Wetland,Grassland
442,Cropland,Cropland,Wetland,Non_Water,Wetland,Cropland
443,Cropland,Cropland,Wetland,Non_Water,Wetland,Wetland
444,Cropland,Cropland,Wetland,Non_Water,Wetland,Forest
445,Cropland,Cropland,Wetland,Water,Wetland,Grassland
446,Cropland,Cropland,Wetland,Water,Wetland,Wetland
447,Cropland,Cropland,Bareland,NULL,Non_Wetland,Built-up
448,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
449,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
450,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
451,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
452,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
453,Cropland,Cropland,Water,NULL,Water,Cropland
454,Cropland,Cropland,Water,Water,Water,Bareland
455,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
456,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
457,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
458,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
459,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
460,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
461,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
462,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
463,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
464,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
465,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland
466,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland
467,Cropland,Cropland,Forest,Water,Non_Wetland,Wetland
468,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
469,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
470,Cropland,Bareland,Wetland,NULL,Wetland,Wetland
471,Cropland,Bareland,Built-up,NULL,Non_Wetland,Bareland
472,Cropland,Bareland,Forest,NULL,Non_Wetland,Grassland
473,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
474,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
475,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up
476,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
477,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
478,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
479,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
480,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
481,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
482,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
483,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
484,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
485,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
486,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
487,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
488,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
489,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
490,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
491,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
492,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
493,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
494,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
495,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
496,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
497,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
498,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
499,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
500,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
501,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
502,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
503,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
504,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
505,Cropland,Forest,Shrubland,Water,Non_Wetland,Wetland
506,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
507,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
508,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
509,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
510,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
511,Cropland,Forest,Wetland,NULL,Wetland,Wetland
512,Cropland,Forest,Wetland,NULL,Wetland,Forest
513,Cropland,Forest,Wetland,Non_Water,Wetland,Wetland
514,Cropland,Forest,Wetland,Water,Wetland,Wetland
515,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
516,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
517,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
518,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
519,Wetland,NULL,NULL,NULL,Non_Wetland,NULL
520,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
521,Wetland,NULL,NULL,NULL,Non_Wetland,Cropland
522,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland
523,Wetland,NULL,NULL,NULL,Non_Wetland,Water
524,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
525,Wetland,NULL,NULL,Water,Non_Wetland,Grassland
526,Wetland,NULL,NULL,Water,Non_Wetland,Cropland
527,Wetland,NULL,NULL,Water,Non_Wetland,Wetland
528,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
529,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
530,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
531,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
532,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
533,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
534,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
535,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
536,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
537,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
538,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
539,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
540,Wetland,NULL,Grassland,NULL,Non_Wetland,Cropland
541,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
542,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
543,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
544,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland
545,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland
546,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
547,Wetland,NULL,Wetland,NULL,Wetland,Grassland
548,Wetland,NULL,Wetland,NULL,Wetland,Cropland
549,Wetland,NULL,Wetland,NULL,Wetland,Wetland
550,Wetland,NULL,Wetland,NULL,Wetland,Water
551,Wetland,NULL,Wetland,NULL,Wetland,Forest
552,Wetland,NULL,Wetland,Non_Water,Wetland,NULL
553,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland
554,Wetland,NULL,Wetland,Non_Water,Wetland,Cropland
555,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
556,Wetland,NULL,Wetland,Non_Water,Wetland,Forest
557,Wetland,NULL,Wetland,Water,Wetland,Cropland
558,Wetland,NULL,Wetland,Water,Wetland,Wetland
559,Wetland,NULL,Wetland,Water,Wetland,Bareland
560,Wetland,NULL,Wetland,Water,Wetland,Water
561,Wetland,NULL,Bareland,Water,Non_Wetland,Bareland
562,Wetland,NULL,Water,NULL,Water,Wetland
563,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
564,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
565,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
566,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
567,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
568,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL
569,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
570,Wetland,NULL,Forest,Non_Water,Non_Wetland,Cropland
571,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
572,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
573,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
574,Wetland,NULL,Forest,Water,Non_Wetland,Cropland
575,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
576,Wetland,NULL,Forest,Water,Non_Wetland,Forest
577,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
578,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
579,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
580,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Forest
581,Wetland,Cropland,Forest,Water,Non_Wetland,Wetland
582,Wetland,Water,Wetland,NULL,Wetland,Forest
583,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
584,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
585,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
586,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland
587,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
588,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up
589,Bareland,NULL,NULL,NULL,Non_Wetland,Water
590,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland
591,Bareland,NULL,NULL,Non_Water,Non_Wetland,Cropland
592,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland
593,Bareland,NULL,NULL,Non_Water,Non_Wetland,Forest
594,Bareland,NULL,NULL,Water,Non_Wetland,Grassland
595,Bareland,NULL,NULL,Water,Non_Wetland,Cropland
596,Bareland,NULL,NULL,Water,Non_Wetland,Bareland
597,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
598,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
599,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
600,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
601,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
602,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
603,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
604,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
605,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
606,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
607,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
608,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland
609,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland
610,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
611,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
612,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
613,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
614,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
615,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
616,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
617,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
618,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
619,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
620,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
621,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland
622,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
623,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
624,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
625,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
626,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
627,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
628,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
629,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
630,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
631,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
632,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland
633,Bareland,NULL,Cropland,Water,Non_Wetland,Wetland
634,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
635,Bareland,NULL,Cropland,Water,Non_Wetland,Water
636,Bareland,NULL,Wetland,NULL,Wetland,Grassland
637,Bareland,NULL,Wetland,NULL,Wetland,Cropland
638,Bareland,NULL,Wetland,NULL,Wetland,Wetland
639,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland
640,Bareland,NULL,Wetland,Non_Water,Wetland,Cropland
641,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland
642,Bareland,NULL,Wetland,Non_Water,Wetland,Forest
643,Bareland,NULL,Wetland,Water,Wetland,NULL
644,Bareland,NULL,Wetland,Water,Wetland,Grassland
645,Bareland,NULL,Wetland,Water,Wetland,Cropland
646,Bareland,NULL,Wetland,Water,Wetland,Wetland
647,Bareland,NULL,Wetland,Water,Wetland,Bareland
648,Bareland,NULL,Wetland,Water,Wetland,Water
649,Bareland,NULL,Wetland,Water,Wetland,Forest
650,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
651,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
652,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
653,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
654,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
655,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
656,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
657,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
658,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
659,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
660,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
661,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
662,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
663,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland
664,Bareland,NULL,Water,NULL,Water,Grassland
665,Bareland,NULL,Water,NULL,Water,Wetland
666,Bareland,NULL,Water,NULL,Water,Bareland
667,Bareland,NULL,Water,Water,Water,Wetland
668,Bareland,NULL,Water,Water,Water,Bareland
669,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
670,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
671,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
672,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland
673,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
674,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up
675,Bareland,NULL,Forest,NULL,Non_Wetland,Water
676,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland
677,Bareland,NULL,Forest,Non_Water,Non_Wetland,Cropland
678,Bareland,NULL,Forest,Non_Water,Non_Wetland,Wetland
679,Bareland,NULL,Forest,Non_Water,Non_Wetland,Bareland
680,Bareland,NULL,Forest,Non_Water,Non_Wetland,Forest
681,Bareland,NULL,Forest,Water,Non_Wetland,Grassland
682,Bareland,NULL,Forest,Water,Non_Wetland,Cropland
683,Bareland,NULL,Forest,Water,Non_Wetland,Wetland
684,Bareland,NULL,Forest,Water,Non_Wetland,Bareland
685,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL
686,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
687,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
688,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
689,Bareland,Cropland,NULL,NULL,Non_Wetland,Built-up
690,Bareland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
691,Bareland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
692,Bareland,Cropland,NULL,Non_Water,Non_Wetland,Bareland
693,Bareland,Cropland,NULL,Water,Non_Wetland,Grassland
694,Bareland,Cropland,NULL,Water,Non_Wetland,Cropland
695,Bareland,Cropland,NULL,Water,Non_Wetland,Bareland
696,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
697,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
698,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
699,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
700,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
701,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Water
702,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
703,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
704,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
705,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
706,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
707,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
708,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
709,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
710,Bareland,Cropland,Grassland,Water,Non_Wetland,Grassland
711,Bareland,Cropland,Grassland,Water,Non_Wetland,Cropland
712,Bareland,Cropland,Grassland,Water,Non_Wetland,Bareland
713,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
714,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
715,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
716,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
717,Bareland,Cropland,Cropland,Water,Non_Wetland,Grassland
718,Bareland,Cropland,Wetland,NULL,Wetland,Cropland
719,Bareland,Cropland,Wetland,NULL,Wetland,Bareland
720,Bareland,Cropland,Wetland,Non_Water,Wetland,Cropland
721,Bareland,Cropland,Wetland,Water,Wetland,Grassland
722,Bareland,Cropland,Wetland,Water,Wetland,Cropland
723,Bareland,Cropland,Wetland,Water,Wetland,Bareland
724,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
725,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
726,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
727,Bareland,Cropland,Bareland,Water,Non_Wetland,Grassland
728,Bareland,Cropland,Bareland,Water,Non_Wetland,Cropland
729,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland
730,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
731,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
732,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
733,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
734,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,Grassland
735,Bareland,Cropland,Water,Non_Water,Water,Cropland
736,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL
737,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
738,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
739,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland
740,Bareland,Cropland,Forest,NULL,Non_Wetland,Built-up
741,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
742,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
743,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
744,Bareland,Cropland,Forest,Water,Non_Wetland,Bareland
745,Bareland,Bareland,Wetland,Water,Wetland,Bareland
746,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
747,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland
748,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
749,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
750,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
751,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
752,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
753,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
754,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
755,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
756,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
757,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
758,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland
759,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
760,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland
761,Bareland,Water,NULL,NULL,Non_Wetland,Cropland
762,Bareland,Water,NULL,NULL,Non_Wetland,Bareland
763,Bareland,Water,NULL,NULL,Non_Wetland,Water
764,Bareland,Water,NULL,Water,Non_Wetland,Cropland
765,Bareland,Water,NULL,Water,Non_Wetland,Bareland
766,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
767,Bareland,Water,Wetland,Water,Wetland,Bareland
768,Bareland,Water,Wetland,Water,Wetland,Water
769,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
770,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
771,Bareland,Water,Forest,Non_Water,Non_Wetland,Cropland
772,Bareland,Water,Forest,Water,Non_Wetland,Cropland
773,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland
774,Bareland,Forest,NULL,Water,Non_Wetland,Wetland
775,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
776,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
777,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
778,Bareland,Forest,Grassland,NULL,Non_Wetland,Cropland
779,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
780,Bareland,Forest,Wetland,NULL,Wetland,Wetland
781,Bareland,Forest,Wetland,Non_Water,Wetland,Wetland
782,Bareland,Forest,Wetland,Water,Wetland,Wetland
783,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
784,Water,NULL,NULL,NULL,Non_Wetland,Grassland
785,Water,NULL,NULL,NULL,Non_Wetland,Cropland
786,Water,NULL,NULL,NULL,Non_Wetland,Wetland
787,Water,NULL,NULL,NULL,Non_Wetland,Bareland
788,Water,NULL,NULL,NULL,Non_Wetland,Water
789,Water,NULL,NULL,NULL,Non_Wetland,Forest
790,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland
791,Water,NULL,NULL,Non_Water,Non_Wetland,Cropland
792,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland
793,Water,NULL,NULL,Non_Water,Non_Wetland,Forest
794,Water,NULL,NULL,Water,Non_Wetland,Grassland
795,Water,NULL,NULL,Water,Non_Wetland,Cropland
796,Water,NULL,NULL,Water,Non_Wetland,Wetland
797,Water,NULL,NULL,Water,Non_Wetland,Bareland
798,Water,NULL,NULL,Water,Non_Wetland,Water
799,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
800,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
801,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
802,Water,NULL,Shrubland,NULL,Non_Wetland,Water
803,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
804,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL
805,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
806,Water,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
807,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
808,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
809,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
810,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
811,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
812,Water,NULL,Shrubland,Water,Non_Wetland,Water
813,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
814,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
815,Water,NULL,Grassland,NULL,Non_Wetland,Wetland
816,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
817,Water,NULL,Grassland,NULL,Non_Wetland,Water
818,Water,NULL,Grassland,NULL,Non_Wetland,Forest
819,Water,NULL,Grassland,Water,Non_Wetland,Grassland
820,Water,NULL,Grassland,Water,Non_Wetland,Bareland
821,Water,NULL,Grassland,Water,Non_Wetland,Water
822,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
823,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
824,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
825,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
826,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland
827,Water,NULL,Cropland,Water,Non_Wetland,Grassland
828,Water,NULL,Cropland,Water,Non_Wetland,Wetland
829,Water,NULL,Cropland,Water,Non_Wetland,Water
830,Water,NULL,Wetland,NULL,Wetland,Grassland
831,Water,NULL,Wetland,NULL,Wetland,Cropland
832,Water,NULL,Wetland,NULL,Wetland,Wetland
833,Water,NULL,Wetland,NULL,Wetland,Bareland
834,Water,NULL,Wetland,NULL,Wetland,Water
835,Water,NULL,Wetland,NULL,Wetland,Forest
836,Water,NULL,Wetland,Non_Water,Wetland,NULL
837,Water,NULL,Wetland,Non_Water,Wetland,Grassland
838,Water,NULL,Wetland,Non_Water,Wetland,Cropland
839,Water,NULL,Wetland,Non_Water,Wetland,Wetland
840,Water,NULL,Wetland,Non_Water,Wetland,Bareland
841,Water,NULL,Wetland,Non_Water,Wetland,Forest
842,Water,NULL,Wetland,Water,Wetland,Grassland
843,Water,NULL,Wetland,Water,Wetland,Cropland
844,Water,NULL,Wetland,Water,Wetland,Wetland
845,Water,NULL,Wetland,Water,Wetland,Bareland
846,Water,NULL,Wetland,Water,Wetland,Water
847,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
848,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
849,Water,NULL,Bareland,NULL,Non_Wetland,Water
850,Water,NULL,Bareland,Non_Water,Non_Wetland,Water
851,Water,NULL,Bareland,Non_Water,Non_Wetland,Forest
