Value,AFRICA_2024_DynamicWorld_2024_36NTN_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36NTN_M_R,AFRICA_2024_GLC_FCS30D_2022_36NTN_M_R,AFRICA_2024_GSW_Yearly_2021_36NTN_M_R,AFRICA_2024_GWL_FCS30D_2022_36NTN_M_R,AFRICA_2024_WorldCover_2021_36NTN_M_R
849,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Forest
850,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
851,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
852,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
853,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland
854,Bareland,Water,NULL,NULL,Non_Wetland,Built-up
855,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL
856,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
857,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
858,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
859,Bareland,Water,Bareland,Water,Non_Wetland,Wetland
860,Bareland,Water,Water,Water,Water,Wetland
861,Bareland,Water,Forest,NULL,Non_Wetland,NULL
862,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
863,Bareland,Water,Forest,NULL,Non_Wetland,Forest
864,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland
865,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
866,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
867,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland
868,Bareland,Forest,Shrubland,NULL,Non_Wetland,Built-up
869,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest
870,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
871,Bareland,Forest,Forest,NULL,Non_Wetland,NULL
872,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
873,Bareland,Forest,Forest,NULL,Non_Wetland,Built-up
874,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
875,Bareland,Forest,Forest,Non_Water,Non_Wetland,Grassland
876,Water,NULL,NULL,NULL,Non_Wetland,NULL
877,Water,NULL,NULL,NULL,Non_Wetland,Grassland
878,Water,NULL,NULL,NULL,Non_Wetland,Wetland
879,Water,NULL,NULL,NULL,Non_Wetland,Forest
880,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland
881,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
882,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
883,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
884,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
885,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
886,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
887,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
888,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
889,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
890,Water,NULL,Shrubland,Water,Non_Wetland,Forest
891,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
892,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
893,Water,NULL,Grassland,Water,Non_Wetland,Grassland
894,Water,NULL,Grassland,Water,Non_Wetland,Bareland
895,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
896,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
897,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
898,Water,NULL,Wetland,NULL,Wetland,Grassland
899,Water,NULL,Wetland,NULL,Wetland,Wetland
900,Water,NULL,Wetland,NULL,Wetland,Forest
901,Water,NULL,Wetland,Non_Water,Wetland,Wetland
902,Water,NULL,Wetland,Water,Wetland,Wetland
903,Water,NULL,Bareland,NULL,Non_Wetland,NULL
904,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
905,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
906,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
907,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland
908,Water,NULL,Bareland,Water,Non_Wetland,Grassland
909,Water,NULL,Bareland,Water,Non_Wetland,Wetland
910,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
911,Water,NULL,Built-up,NULL,Non_Wetland,Forest
912,Water,NULL,Built-up,Non_Water,Non_Wetland,Grassland
913,Water,NULL,Built-up,Water,Non_Wetland,Grassland
914,Water,NULL,Water,NULL,Water,Wetland
915,Water,NULL,Water,Non_Water,Water,Wetland
916,Water,NULL,Water,Water,Water,Grassland
917,Water,NULL,Water,Water,Water,Wetland
918,Water,NULL,Water,Water,Water,Water
919,Water,NULL,Water,Water,Water,Forest
920,Water,NULL,Forest,NULL,Non_Wetland,NULL
921,Water,NULL,Forest,NULL,Non_Wetland,Grassland
922,Water,NULL,Forest,NULL,Non_Wetland,Wetland
923,Water,NULL,Forest,NULL,Non_Wetland,Forest
924,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
925,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland
926,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
927,Water,NULL,Forest,Water,Non_Wetland,Grassland
928,Water,NULL,Forest,Water,Non_Wetland,Wetland
929,Water,Cropland,NULL,NULL,Non_Wetland,Wetland
930,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
931,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland
932,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
933,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
934,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland
935,Water,Cropland,Wetland,NULL,Wetland,Wetland
936,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
937,Water,Cropland,Built-up,NULL,Non_Wetland,Forest
938,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
939,Water,Cropland,Forest,NULL,Non_Wetland,Wetland
940,Water,Wetland,NULL,NULL,Non_Wetland,Grassland
941,Water,Wetland,NULL,NULL,Non_Wetland,Wetland
942,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland
943,Water,Wetland,NULL,Water,Non_Wetland,Wetland
944,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL
945,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland
946,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland
947,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest
948,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
949,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
950,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
951,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
952,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland
953,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland
954,Water,Wetland,Cropland,NULL,Non_Wetland,Wetland
955,Water,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
956,Water,Wetland,Wetland,NULL,Wetland,NULL
957,Water,Wetland,Wetland,NULL,Wetland,Grassland
958,Water,Wetland,Wetland,NULL,Wetland,Wetland
959,Water,Wetland,Wetland,NULL,Wetland,Water
960,Water,Wetland,Wetland,NULL,Wetland,Forest
961,Water,Wetland,Wetland,Non_Water,Wetland,Grassland
962,Water,Wetland,Wetland,Non_Water,Wetland,Wetland
963,Water,Wetland,Wetland,Water,Wetland,Grassland
964,Water,Wetland,Wetland,Water,Wetland,Wetland
965,Water,Wetland,Wetland,Water,Wetland,Water
966,Water,Wetland,Bareland,NULL,Non_Wetland,Grassland
967,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland
968,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
969,Water,Wetland,Bareland,Water,Non_Wetland,Wetland
970,Water,Wetland,Water,NULL,Water,Grassland
971,Water,Wetland,Water,NULL,Water,Wetland
972,Water,Wetland,Water,Non_Water,Water,Wetland
973,Water,Wetland,Water,Water,Water,Grassland
974,Water,Wetland,Water,Water,Water,Wetland
975,Water,Wetland,Water,Water,Water,Water
976,Water,Wetland,Forest,NULL,Non_Wetland,NULL
977,Water,Wetland,Forest,NULL,Non_Wetland,Grassland
978,Water,Wetland,Forest,NULL,Non_Wetland,Wetland
979,Water,Wetland,Forest,NULL,Non_Wetland,Forest
980,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland
981,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland
982,Water,Wetland,Forest,Water,Non_Wetland,Grassland
983,Water,Wetland,Forest,Water,Non_Wetland,Wetland
984,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
985,Water,Bareland,Grassland,NULL,Non_Wetland,Water
986,Water,Bareland,Wetland,Water,Wetland,Water
987,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
988,Water,Bareland,Bareland,Water,Non_Wetland,Water
989,Water,Bareland,Built-up,Water,Non_Wetland,Bareland
990,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
991,Water,Water,NULL,NULL,Non_Wetland,NULL
992,Water,Water,NULL,NULL,Non_Wetland,Grassland
993,Water,Water,NULL,NULL,Non_Wetland,Wetland
994,Water,Water,NULL,NULL,Non_Wetland,Water
995,Water,Water,NULL,NULL,Non_Wetland,Forest
996,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
997,Water,Water,NULL,Non_Water,Non_Wetland,Wetland
998,Water,Water,NULL,Non_Water,Non_Wetland,Forest
999,Water,Water,NULL,Water,Non_Wetland,Grassland
1000,Water,Water,NULL,Water,Non_Wetland,Wetland
1001,Water,Water,NULL,Water,Non_Wetland,Water
1002,Water,Water,NULL,Water,Non_Wetland,Forest
1003,Water,Water,Shrubland,NULL,Non_Wetland,NULL
1004,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1005,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
1006,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1007,Water,Water,Shrubland,NULL,Non_Wetland,Water
1008,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1009,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL
1010,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1011,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1012,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1013,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1014,Water,Water,Shrubland,Water,Non_Wetland,NULL
1015,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1016,Water,Water,Shrubland,Water,Non_Wetland,Wetland
1017,Water,Water,Shrubland,Water,Non_Wetland,Water
1018,Water,Water,Shrubland,Water,Non_Wetland,Forest
1019,Water,Water,Grassland,NULL,Non_Wetland,NULL
1020,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1021,Water,Water,Grassland,NULL,Non_Wetland,Wetland
1022,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1023,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland
1024,Water,Water,Grassland,Non_Water,Non_Wetland,Water
1025,Water,Water,Grassland,Water,Non_Wetland,Wetland
1026,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1027,Water,Water,Cropland,NULL,Non_Wetland,Wetland
1028,Water,Water,Cropland,NULL,Non_Wetland,Water
1029,Water,Water,Cropland,NULL,Non_Wetland,Forest
1030,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1031,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
1032,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1033,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
1034,Water,Water,Cropland,Water,Non_Wetland,Grassland
1035,Water,Water,Cropland,Water,Non_Wetland,Wetland
1036,Water,Water,Cropland,Water,Non_Wetland,Bareland
1037,Water,Water,Cropland,Water,Non_Wetland,Water
1038,Water,Water,Cropland,Water,Non_Wetland,Forest
1039,Water,Water,Wetland,NULL,Wetland,NULL
1040,Water,Water,Wetland,NULL,Wetland,Grassland
1041,Water,Water,Wetland,NULL,Wetland,Wetland
1042,Water,Water,Wetland,NULL,Wetland,Bareland
1043,Water,Water,Wetland,NULL,Wetland,Water
1044,Water,Water,Wetland,NULL,Wetland,Forest
1045,Water,Water,Wetland,Non_Water,Wetland,NULL
1046,Water,Water,Wetland,Non_Water,Wetland,Grassland
1047,Water,Water,Wetland,Non_Water,Wetland,Wetland
1048,Water,Water,Wetland,Non_Water,Wetland,Water
1049,Water,Water,Wetland,Non_Water,Wetland,Forest
1050,Water,Water,Wetland,Water,Wetland,Grassland
1051,Water,Water,Wetland,Water,Wetland,Wetland
1052,Water,Water,Wetland,Water,Wetland,Bareland
1053,Water,Water,Wetland,Water,Wetland,Water
1054,Water,Water,Wetland,Water,Wetland,Forest
1055,Water,Water,Bareland,NULL,Non_Wetland,NULL
1056,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1057,Water,Water,Bareland,NULL,Non_Wetland,Wetland
1058,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1059,Water,Water,Bareland,NULL,Non_Wetland,Water
1060,Water,Water,Bareland,NULL,Non_Wetland,Forest
1061,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1062,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
1063,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1064,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1065,Water,Water,Bareland,Water,Non_Wetland,Grassland
1066,Water,Water,Bareland,Water,Non_Wetland,Wetland
1067,Water,Water,Bareland,Water,Non_Wetland,Bareland
1068,Water,Water,Bareland,Water,Non_Wetland,Water
1069,Water,Water,Bareland,Water,Non_Wetland,Forest
1070,Water,Water,Built-up,NULL,Non_Wetland,NULL
1071,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1072,Water,Water,Built-up,NULL,Non_Wetland,Wetland
1073,Water,Water,Built-up,NULL,Non_Wetland,Forest
1074,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland
1075,Water,Water,Built-up,Non_Water,Non_Wetland,Water
1076,Water,Water,Built-up,Non_Water,Non_Wetland,Forest
1077,Water,Water,Built-up,Water,Non_Wetland,Grassland
1078,Water,Water,Built-up,Water,Non_Wetland,Forest
1079,Water,Water,Water,NULL,Water,Grassland
1080,Water,Water,Water,NULL,Water,Wetland
1081,Water,Water,Water,NULL,Water,Bareland
1082,Water,Water,Water,NULL,Water,Water
1083,Water,Water,Water,NULL,Water,Forest
1084,Water,Water,Water,Non_Water,Water,Grassland
1085,Water,Water,Water,Non_Water,Water,Wetland
1086,Water,Water,Water,Non_Water,Water,Water
1087,Water,Water,Water,Non_Water,Water,Forest
1088,Water,Water,Water,Water,Water,Grassland
1089,Water,Water,Water,Water,Water,Wetland
1090,Water,Water,Water,Water,Water,Water
1091,Water,Water,Water,Water,Water,Forest
1092,Water,Water,Forest,NULL,Non_Wetland,NULL
1093,Water,Water,Forest,NULL,Non_Wetland,Grassland
1094,Water,Water,Forest,NULL,Non_Wetland,Wetland
1095,Water,Water,Forest,NULL,Non_Wetland,Water
1096,Water,Water,Forest,NULL,Non_Wetland,Forest
1097,Water,Water,Forest,Non_Water,Non_Wetland,NULL
1098,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1099,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
1100,Water,Water,Forest,Non_Water,Non_Wetland,Water
1101,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1102,Water,Water,Forest,Water,Non_Wetland,NULL
1103,Water,Water,Forest,Water,Non_Wetland,Grassland
1104,Water,Water,Forest,Water,Non_Wetland,Wetland
1105,Water,Water,Forest,Water,Non_Wetland,Water
1106,Water,Water,Forest,Water,Non_Wetland,Forest
1107,Water,Forest,NULL,NULL,Non_Wetland,Grassland
1108,Water,Forest,NULL,NULL,Non_Wetland,Wetland
1109,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
1110,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1111,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland
1112,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1113,Water,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1114,Water,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1115,Water,Forest,Shrubland,Water,Non_Wetland,Grassland
1116,Water,Forest,Shrubland,Water,Non_Wetland,Wetland
1117,Water,Forest,Wetland,NULL,Wetland,Wetland
1118,Water,Forest,Wetland,NULL,Wetland,Forest
1119,Water,Forest,Wetland,Non_Water,Wetland,Wetland
1120,Water,Forest,Wetland,Water,Wetland,Wetland
1121,Water,Forest,Bareland,NULL,Non_Wetland,Wetland
1122,Water,Forest,Water,NULL,Water,Wetland
1123,Water,Forest,Water,Non_Water,Water,Wetland
1124,Water,Forest,Forest,NULL,Non_Wetland,NULL
1125,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1126,Water,Forest,Forest,NULL,Non_Wetland,Wetland
1127,Water,Forest,Forest,NULL,Non_Wetland,Forest
1128,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland
1129,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland
1130,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
1131,Water,Forest,Forest,Water,Non_Wetland,Forest
1132,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland
1133,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Grassland
1134,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL
1135,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland
1136,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1137,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1138,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
1139,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
1140,Forest,NULL,NULL,NULL,Non_Wetland,Built-up
1141,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1142,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL
1143,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
1144,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland
1145,Forest,NULL,NULL,Water,Non_Wetland,Grassland
1146,Forest,NULL,NULL,Water,Non_Wetland,Wetland
1147,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1148,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1149,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1150,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1151,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1152,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1153,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1154,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1155,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1156,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1157,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1158,Forest,NULL,Shrubland,Water,Non_Wetland,NULL
1159,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1160,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
1161,Forest,NULL,Shrubland,Water,Non_Wetland,Water
1162,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
1163,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1164,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1165,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1166,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
1167,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1168,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1169,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
1170,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1171,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1172,Forest,NULL,Wetland,NULL,Wetland,NULL
1173,Forest,NULL,Wetland,NULL,Wetland,Grassland
1174,Forest,NULL,Wetland,NULL,Wetland,Wetland
1175,Forest,NULL,Wetland,NULL,Wetland,Forest
1176,Forest,NULL,Wetland,Non_Water,Wetland,Grassland
1177,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
1178,Forest,NULL,Wetland,Water,Wetland,Wetland
1179,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1180,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1181,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
1182,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1183,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1184,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
1185,Forest,NULL,Bareland,Water,Non_Wetland,Wetland
1186,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1187,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1188,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1189,Forest,NULL,Built-up,Water,Non_Wetland,Grassland
1190,Forest,NULL,Water,NULL,Water,Wetland
1191,Forest,NULL,Water,Non_Water,Water,Wetland
1192,Forest,NULL,Water,Water,Water,Wetland
1193,Forest,NULL,Water,Water,Water,Water
1194,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1195,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1196,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1197,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1198,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
1199,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1200,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
1201,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1202,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
1203,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1204,Forest,NULL,Forest,Water,Non_Wetland,NULL
1205,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1206,Forest,NULL,Forest,Water,Non_Wetland,Wetland
1207,Forest,NULL,Forest,Water,Non_Wetland,Forest
1208,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
1209,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1210,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland
1211,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
1212,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland
1213,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1214,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1215,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1216,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1217,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1218,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
1219,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1220,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
1221,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1222,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1223,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1224,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1225,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1226,Forest,Cropland,Wetland,NULL,Wetland,Wetland
1227,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1228,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1229,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
1230,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up
1231,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1232,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL
1233,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1234,Forest,Wetland,NULL,NULL,Non_Wetland,NULL
1235,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland
1236,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland
1237,Forest,Wetland,NULL,NULL,Non_Wetland,Forest
1238,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland
1239,Forest,Wetland,NULL,Water,Non_Wetland,Wetland
1240,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
1241,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1242,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1243,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
1244,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
1245,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1246,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1247,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland
1248,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland
1249,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland
1250,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland
1251,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland
1252,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
1253,Forest,Wetland,Wetland,NULL,Wetland,NULL
1254,Forest,Wetland,Wetland,NULL,Wetland,Grassland
1255,Forest,Wetland,Wetland,NULL,Wetland,Wetland
1256,Forest,Wetland,Wetland,NULL,Wetland,Forest
1257,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland
1258,Forest,Wetland,Wetland,Water,Wetland,Wetland
1259,Forest,Wetland,Wetland,Water,Wetland,Water
1260,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland
1261,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest
1262,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1263,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland
1264,Forest,Wetland,Water,NULL,Water,Wetland
1265,Forest,Wetland,Water,Non_Water,Water,Wetland
1266,Forest,Wetland,Water,Water,Water,Wetland
1267,Forest,Wetland,Water,Water,Water,Water
1268,Forest,Wetland,Forest,NULL,Non_Wetland,NULL
1269,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
1270,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
1271,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
1272,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1273,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1274,Forest,Wetland,Forest,Water,Non_Wetland,NULL
1275,Forest,Wetland,Forest,Water,Non_Wetland,Grassland
1276,Forest,Wetland,Forest,Water,Non_Wetland,Wetland
1277,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
1278,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
1279,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
1280,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
1281,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1282,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1283,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
1284,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1285,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1286,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
1287,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1288,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1289,Forest,Water,NULL,NULL,Non_Wetland,NULL
1290,Forest,Water,NULL,NULL,Non_Wetland,Wetland
1291,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
1292,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1293,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland
