Value,AFRICA_2024_DynamicWorld_2024_37PCM_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PCM_M_R,AFRICA_2024_GLC_FCS30D_2022_37PCM_M_R,AFRICA_2024_GSW_Yearly_2021_37PCM_M_R,AFRICA_2024_GWL_FCS30D_2022_37PCM_M_R,AFRICA_2024_WorldCover_2021_37PCM_M_R
426,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
427,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest
428,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
429,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
430,Grassland,Cropland,Shrubland,Water,Non_Wetland,Cropland
431,Grassland,Cropland,Shrubland,Water,Non_Wetland,Wetland
432,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL
433,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
434,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland
435,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland
436,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland
437,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up
438,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest
439,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
440,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL
441,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
442,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
443,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland
444,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland
445,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up
446,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water
447,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest
448,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
449,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
450,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
451,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
452,Grassland,Cropland,Cropland,Water,Non_Wetland,Cropland
453,Grassland,Cropland,Cropland,Water,Non_Wetland,Wetland
454,Grassland,Cropland,Wetland,NULL,Wetland,Cropland
455,Grassland,Cropland,Wetland,NULL,Wetland,Wetland
456,Grassland,Cropland,Wetland,Non_Water,Wetland,Cropland
457,Grassland,Cropland,Wetland,Water,Wetland,Cropland
458,Grassland,Cropland,Wetland,Water,Wetland,Wetland
459,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
460,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL
461,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland
462,Grassland,Cropland,Bareland,NULL,Non_Wetland,Cropland
463,Grassland,Cropland,Bareland,NULL,Non_Wetland,Wetland
464,Grassland,Cropland,Bareland,NULL,Non_Wetland,Bareland
465,Grassland,Cropland,Bareland,NULL,Non_Wetland,Built-up
466,Grassland,Cropland,Bareland,NULL,Non_Wetland,Water
467,Grassland,Cropland,Bareland,NULL,Non_Wetland,Forest
468,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
469,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
470,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Water
471,Grassland,Cropland,Bareland,Water,Non_Wetland,Cropland
472,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL
473,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland
474,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland
475,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland
476,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up
477,Grassland,Cropland,Built-up,NULL,Non_Wetland,Forest
478,Grassland,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
479,Grassland,Cropland,Water,NULL,Water,Cropland
480,Grassland,Cropland,Water,NULL,Water,Wetland
481,Grassland,Cropland,Water,Non_Water,Water,Cropland
482,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL
483,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
484,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland
485,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland
486,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland
487,Grassland,Cropland,Forest,NULL,Non_Wetland,Built-up
488,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
489,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
490,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
491,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
492,Grassland,Cropland,Forest,Water,Non_Wetland,Cropland
493,Grassland,Cropland,Forest,Water,Non_Wetland,Wetland
494,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL
495,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland
496,Grassland,Built-up,NULL,NULL,Non_Wetland,Cropland
497,Grassland,Built-up,NULL,NULL,Non_Wetland,Forest
498,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL
499,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
500,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
501,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
502,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Forest
503,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL
504,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland
505,Grassland,Built-up,Grassland,NULL,Non_Wetland,Cropland
506,Grassland,Built-up,Grassland,NULL,Non_Wetland,Forest
507,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL
508,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland
509,Grassland,Built-up,Cropland,NULL,Non_Wetland,Cropland
510,Grassland,Built-up,Cropland,NULL,Non_Wetland,Wetland
511,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up
512,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest
513,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL
514,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland
515,Grassland,Built-up,Built-up,NULL,Non_Wetland,Cropland
516,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up
517,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL
518,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland
519,Grassland,Built-up,Forest,NULL,Non_Wetland,Cropland
520,Grassland,Built-up,Forest,NULL,Non_Wetland,Wetland
521,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up
522,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest
523,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland
524,Grassland,Water,Cropland,NULL,Non_Wetland,Cropland
525,Grassland,Water,Bareland,NULL,Non_Wetland,Cropland
526,Grassland,Water,Bareland,NULL,Non_Wetland,Forest
527,Grassland,Water,Forest,NULL,Non_Wetland,Cropland
528,Grassland,Water,Forest,NULL,Non_Wetland,Bareland
529,Grassland,Water,Forest,NULL,Non_Wetland,Forest
530,Grassland,Forest,NULL,NULL,Non_Wetland,NULL
531,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
532,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland
533,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland
534,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
535,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL
536,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
537,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
538,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland
539,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland
540,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
541,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL
542,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
543,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland
544,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland
545,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest
546,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL
547,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
548,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland
549,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland
550,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
551,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Cropland
552,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL
553,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland
554,Grassland,Forest,Bareland,NULL,Non_Wetland,Bareland
555,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
556,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
557,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
558,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland
559,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
560,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL
561,Grassland,Forest,Forest,Non_Water,Non_Wetland,Cropland
562,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland
563,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest
564,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
565,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
566,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
567,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland
568,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
569,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
570,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
571,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
572,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
573,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
574,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
575,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
576,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water
577,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
578,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
579,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
580,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
581,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL
582,Cropland,NULL,Shrubland,Water,Non_Wetland,Cropland
583,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
584,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
585,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
586,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland
587,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
588,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
589,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
590,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL
591,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
592,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
593,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
594,Cropland,NULL,Grassland,Water,Non_Wetland,Cropland
595,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
596,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
597,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
598,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland
599,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
600,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
601,Cropland,NULL,Cropland,NULL,Non_Wetland,Water
602,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
603,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL
604,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
605,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
606,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
607,Cropland,NULL,Cropland,Water,Non_Wetland,Cropland
608,Cropland,NULL,Wetland,Non_Water,Wetland,Bareland
609,Cropland,NULL,Wetland,Water,Wetland,Cropland
610,Cropland,NULL,Wetland,Water,Wetland,Bareland
611,Cropland,NULL,Wetland,Water,Wetland,Water
612,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
613,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
614,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
615,Cropland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Cropland
616,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
617,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
618,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
619,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
620,Cropland,NULL,Bareland,NULL,Non_Wetland,Water
621,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
622,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL
623,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
624,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
625,Cropland,NULL,Bareland,Water,Non_Wetland,NULL
626,Cropland,NULL,Bareland,Water,Non_Wetland,Cropland
627,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland
628,Cropland,NULL,Bareland,Water,Non_Wetland,Water
629,Cropland,NULL,Bareland,Water,Non_Wetland,Forest
630,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
631,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
632,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
633,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
634,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
635,Cropland,NULL,Water,Water,Water,Bareland
636,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
637,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
638,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
639,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
640,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
641,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
642,Cropland,NULL,Forest,NULL,Non_Wetland,Water
643,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
644,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL
645,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland
646,Cropland,NULL,Forest,Water,Non_Wetland,NULL
647,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
648,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
649,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
650,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland
651,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
652,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up
653,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
654,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
655,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Wetland
656,Cropland,Cropland,NULL,Water,Non_Wetland,Cropland
657,Cropland,Cropland,NULL,Water,Non_Wetland,Wetland
658,Cropland,Cropland,NULL,Water,Non_Wetland,Bareland
659,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
660,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
661,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
662,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
663,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
664,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
665,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
666,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
667,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
668,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
669,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland
670,Cropland,Cropland,Shrubland,Water,Non_Wetland,Wetland
671,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
672,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
673,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
674,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland
675,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
676,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
677,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
678,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
679,Cropland,Cropland,Grassland,Water,Non_Wetland,Cropland
680,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
681,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
682,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
683,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
684,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
685,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
686,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water
687,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
688,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
689,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
690,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
691,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland
692,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
693,Cropland,Cropland,Cropland,Water,Non_Wetland,Wetland
694,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland
695,Cropland,Cropland,Wetland,NULL,Wetland,Cropland
696,Cropland,Cropland,Wetland,NULL,Wetland,Wetland
697,Cropland,Cropland,Wetland,NULL,Wetland,Bareland
698,Cropland,Cropland,Wetland,NULL,Wetland,Forest
699,Cropland,Cropland,Wetland,Non_Water,Wetland,Cropland
700,Cropland,Cropland,Wetland,Non_Water,Wetland,Wetland
701,Cropland,Cropland,Wetland,Water,Wetland,Cropland
702,Cropland,Cropland,Wetland,Water,Wetland,Wetland
703,Cropland,Cropland,Wetland,Water,Wetland,Bareland
704,Cropland,Cropland,Wetland,Water,Wetland,Water
705,Cropland,Cropland,Wetland,Water,Wetland,Forest
706,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
707,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
708,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
709,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
710,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
711,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
712,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
713,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
714,Cropland,Cropland,Bareland,NULL,Non_Wetland,Wetland
715,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
716,Cropland,Cropland,Bareland,NULL,Non_Wetland,Built-up
717,Cropland,Cropland,Bareland,NULL,Non_Wetland,Water
718,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
719,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
720,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
721,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
722,Cropland,Cropland,Bareland,Water,Non_Wetland,Cropland
723,Cropland,Cropland,Bareland,Water,Non_Wetland,Wetland
724,Cropland,Cropland,Bareland,Water,Non_Wetland,Bareland
725,Cropland,Cropland,Bareland,Water,Non_Wetland,Water
726,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
727,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
728,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
729,Cropland,Cropland,Built-up,NULL,Non_Wetland,Wetland
730,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
731,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
732,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
733,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
734,Cropland,Cropland,Water,NULL,Water,Cropland
735,Cropland,Cropland,Water,NULL,Water,Wetland
736,Cropland,Cropland,Water,Non_Water,Water,Cropland
737,Cropland,Cropland,Water,Water,Water,Cropland
738,Cropland,Cropland,Water,Water,Water,Bareland
739,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
740,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
741,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
742,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
743,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
744,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
745,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
746,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
747,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
748,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland
749,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland
750,Cropland,Cropland,Forest,Water,Non_Wetland,Wetland
751,Cropland,Cropland,Forest,Water,Non_Wetland,Bareland
752,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland
753,Cropland,Bareland,Bareland,NULL,Non_Wetland,Cropland
754,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
755,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
756,Cropland,Bareland,Bareland,Water,Non_Wetland,Bareland
757,Cropland,Bareland,Water,Water,Water,Cropland
758,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL
759,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
760,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
761,Cropland,Built-up,NULL,NULL,Non_Wetland,Wetland
762,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up
763,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
764,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
765,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
766,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
767,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
768,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
769,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
770,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
771,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
772,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
773,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
774,Cropland,Built-up,Grassland,NULL,Non_Wetland,Wetland
775,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
776,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
777,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
778,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
779,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
780,Cropland,Built-up,Cropland,NULL,Non_Wetland,Wetland
781,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
782,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
783,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
784,Cropland,Built-up,Wetland,Water,Wetland,Cropland
785,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
786,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
787,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL
788,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
789,Cropland,Built-up,Bareland,NULL,Non_Wetland,Cropland
790,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
791,Cropland,Built-up,Bareland,NULL,Non_Wetland,Built-up
792,Cropland,Built-up,Bareland,NULL,Non_Wetland,Forest
793,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL
794,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
795,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
796,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
797,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
798,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
799,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
800,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
801,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
802,Cropland,Built-up,Forest,NULL,Non_Wetland,Wetland
803,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland
804,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
805,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
806,Cropland,Water,NULL,NULL,Non_Wetland,NULL
807,Cropland,Water,NULL,NULL,Non_Wetland,Grassland
808,Cropland,Water,NULL,NULL,Non_Wetland,Cropland
809,Cropland,Water,NULL,NULL,Non_Wetland,Forest
810,Cropland,Water,NULL,Water,Non_Wetland,Wetland
811,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL
812,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
813,Cropland,Water,Shrubland,NULL,Non_Wetland,Cropland
814,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland
815,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
816,Cropland,Water,Grassland,NULL,Non_Wetland,Cropland
817,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland
818,Cropland,Water,Grassland,NULL,Non_Wetland,Forest
819,Cropland,Water,Cropland,NULL,Non_Wetland,NULL
820,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
821,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
822,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
823,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
824,Cropland,Water,Cropland,Water,Non_Wetland,Cropland
825,Cropland,Water,Wetland,Water,Wetland,Cropland
826,Cropland,Water,Wetland,Water,Wetland,Water
827,Cropland,Water,Bareland,NULL,Non_Wetland,NULL
828,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
829,Cropland,Water,Bareland,NULL,Non_Wetland,Cropland
830,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
831,Cropland,Water,Bareland,NULL,Non_Wetland,Water
832,Cropland,Water,Bareland,NULL,Non_Wetland,Forest
833,Cropland,Water,Bareland,Non_Water,Non_Wetland,Grassland
834,Cropland,Water,Bareland,Water,Non_Wetland,Cropland
835,Cropland,Water,Bareland,Water,Non_Wetland,Water
836,Cropland,Water,Built-up,NULL,Non_Wetland,Cropland
837,Cropland,Water,Built-up,NULL,Non_Wetland,Bareland
838,Cropland,Water,Forest,NULL,Non_Wetland,NULL
839,Cropland,Water,Forest,NULL,Non_Wetland,Cropland
840,Cropland,Water,Forest,NULL,Non_Wetland,Bareland
841,Cropland,Water,Forest,NULL,Non_Wetland,Forest
842,Cropland,Water,Forest,Water,Non_Wetland,Cropland
