Value,AFRICA_2024_DynamicWorld_2024_35PPR_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_35PPR_M_R,AFRICA_2024_GLC_FCS30D_2022_35PPR_M_R,AFRICA_2024_GSW_Yearly_2021_35PPR_M_R,AFRICA_2024_GWL_FCS30D_2022_35PPR_M_R,AFRICA_2024_WorldCover_2021_35PPR_M_R
427,Wetland,NULL,Bareland,Water,Non_Wetland,Bareland
428,Wetland,NULL,Built-up,NULL,Non_Wetland,Forest
429,Wetland,NULL,Water,Water,Water,Wetland
430,Wetland,NULL,Water,Water,Water,Bareland
431,Wetland,NULL,Water,Water,Water,Forest
432,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
433,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
434,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
435,Wetland,NULL,Forest,Water,Non_Wetland,Forest
436,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland
437,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
438,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
439,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
440,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Forest
441,Wetland,Wetland,Grassland,Water,Non_Wetland,Grassland
442,Wetland,Wetland,Grassland,Water,Non_Wetland,Forest
443,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
444,Wetland,Forest,NULL,NULL,Non_Wetland,NULL
445,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland
446,Wetland,Forest,NULL,NULL,Non_Wetland,Forest
447,Wetland,Forest,NULL,Non_Water,Non_Wetland,NULL
448,Wetland,Forest,NULL,Non_Water,Non_Wetland,Forest
449,Wetland,Forest,NULL,Water,Non_Wetland,Forest
450,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
451,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
452,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
453,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL
454,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland
455,Wetland,Forest,Grassland,NULL,Non_Wetland,Forest
456,Wetland,Forest,Grassland,Non_Water,Non_Wetland,NULL
457,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
458,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Forest
459,Wetland,Forest,Grassland,Water,Non_Wetland,Grassland
460,Wetland,Forest,Grassland,Water,Non_Wetland,Forest
461,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL
462,Wetland,Forest,Cropland,NULL,Non_Wetland,Forest
463,Wetland,Forest,Cropland,Water,Non_Wetland,Forest
464,Wetland,Forest,Wetland,NULL,Wetland,Forest
465,Wetland,Forest,Wetland,Non_Water,Wetland,Forest
466,Wetland,Forest,Wetland,Water,Wetland,Grassland
467,Wetland,Forest,Wetland,Water,Wetland,Forest
468,Wetland,Forest,Forest,NULL,Non_Wetland,NULL
469,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
470,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
471,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest
472,Wetland,Forest,Forest,Water,Non_Wetland,Forest
473,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
474,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
475,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
476,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
477,Bareland,NULL,NULL,NULL,Non_Wetland,Water
478,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
479,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL
480,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland
481,Bareland,NULL,NULL,Water,Non_Wetland,Grassland
482,Bareland,NULL,NULL,Water,Non_Wetland,Cropland
483,Bareland,NULL,NULL,Water,Non_Wetland,Wetland
484,Bareland,NULL,NULL,Water,Non_Wetland,Bareland
485,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
486,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
487,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
488,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
489,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
490,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
491,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
492,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland
493,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
494,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
495,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
496,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
497,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
498,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
499,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
500,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
501,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL
502,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
503,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
504,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
505,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
506,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland
507,Bareland,NULL,Grassland,Water,Non_Wetland,Wetland
508,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
509,Bareland,NULL,Grassland,Water,Non_Wetland,Water
510,Bareland,NULL,Grassland,Water,Non_Wetland,Forest
511,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
512,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
513,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
514,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
515,Bareland,NULL,Cropland,Water,Non_Wetland,Forest
516,Bareland,NULL,Wetland,NULL,Wetland,Grassland
517,Bareland,NULL,Wetland,NULL,Wetland,Bareland
518,Bareland,NULL,Wetland,Water,Wetland,NULL
519,Bareland,NULL,Wetland,Water,Wetland,Grassland
520,Bareland,NULL,Wetland,Water,Wetland,Wetland
521,Bareland,NULL,Wetland,Water,Wetland,Bareland
522,Bareland,NULL,Wetland,Water,Wetland,Water
523,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
524,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
525,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
526,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
527,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
528,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
529,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
530,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
531,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
532,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
533,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
534,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland
535,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
536,Bareland,NULL,Bareland,Water,Non_Wetland,Water
537,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
538,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
539,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
540,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
541,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
542,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest
543,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
544,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland
545,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
546,Bareland,NULL,Built-up,Water,Non_Wetland,Forest
547,Bareland,NULL,Water,Water,Water,Wetland
548,Bareland,NULL,Water,Water,Water,Bareland
549,Bareland,NULL,Water,Water,Water,Water
550,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
551,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
552,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
553,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
554,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland
555,Bareland,NULL,Forest,Non_Water,Non_Wetland,Cropland
556,Bareland,NULL,Forest,Water,Non_Wetland,Grassland
557,Bareland,NULL,Forest,Water,Non_Wetland,Bareland
558,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
559,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
560,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
561,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
562,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
563,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
564,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
565,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
566,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
567,Bareland,Cropland,Grassland,Water,Non_Wetland,Grassland
568,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
569,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
570,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
571,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
572,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
573,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
574,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
575,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland
576,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL
577,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland
578,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
579,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL
580,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
581,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
582,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
583,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
584,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
585,Bareland,Bareland,Grassland,Water,Non_Wetland,Grassland
586,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
587,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
588,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
589,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
590,Bareland,Bareland,Bareland,Water,Non_Wetland,Wetland
591,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
592,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
593,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
594,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL
595,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland
596,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
597,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland
598,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
599,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
600,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Forest
601,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
602,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
603,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
604,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
605,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
606,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
607,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
608,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
609,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
610,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
611,Bareland,Water,NULL,NULL,Non_Wetland,Grassland
612,Bareland,Water,NULL,NULL,Non_Wetland,Bareland
613,Bareland,Water,NULL,NULL,Non_Wetland,Water
614,Bareland,Water,NULL,NULL,Non_Wetland,Forest
615,Bareland,Water,NULL,Water,Non_Wetland,Bareland
616,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
617,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
618,Bareland,Water,Grassland,NULL,Non_Wetland,Water
619,Bareland,Water,Grassland,Non_Water,Non_Wetland,Grassland
620,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland
621,Bareland,Water,Grassland,Water,Non_Wetland,Grassland
622,Bareland,Water,Grassland,Water,Non_Wetland,Wetland
623,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
624,Bareland,Water,Wetland,NULL,Wetland,Bareland
625,Bareland,Water,Wetland,NULL,Wetland,Water
626,Bareland,Water,Wetland,Water,Wetland,Grassland
627,Bareland,Water,Wetland,Water,Wetland,Wetland
628,Bareland,Water,Wetland,Water,Wetland,Bareland
629,Bareland,Water,Wetland,Water,Wetland,Water
630,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
631,Bareland,Water,Bareland,NULL,Non_Wetland,Forest
632,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
633,Bareland,Water,Bareland,Water,Non_Wetland,Wetland
634,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
635,Bareland,Water,Bareland,Water,Non_Wetland,Water
636,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
637,Bareland,Water,Built-up,Non_Water,Non_Wetland,Grassland
638,Bareland,Water,Water,Water,Water,Water
639,Bareland,Forest,NULL,NULL,Non_Wetland,NULL
640,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland
641,Bareland,Forest,NULL,NULL,Non_Wetland,Forest
642,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
643,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest
644,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL
645,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
646,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
647,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest
648,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
649,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Forest
650,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL
651,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
652,Bareland,Forest,Wetland,Water,Wetland,Forest
653,Bareland,Forest,Forest,NULL,Non_Wetland,NULL
654,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
655,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
656,Bareland,Forest,Forest,Non_Water,Non_Wetland,Forest
657,Water,NULL,NULL,NULL,Non_Wetland,Grassland
658,Water,NULL,NULL,NULL,Non_Wetland,Wetland
659,Water,NULL,NULL,NULL,Non_Wetland,Bareland
660,Water,NULL,NULL,NULL,Non_Wetland,Water
661,Water,NULL,NULL,NULL,Non_Wetland,Forest
662,Water,NULL,NULL,Water,Non_Wetland,Grassland
663,Water,NULL,NULL,Water,Non_Wetland,Cropland
664,Water,NULL,NULL,Water,Non_Wetland,Wetland
665,Water,NULL,NULL,Water,Non_Wetland,Bareland
666,Water,NULL,NULL,Water,Non_Wetland,Forest
667,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
668,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
669,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
670,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
671,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
672,Water,NULL,Grassland,NULL,Non_Wetland,NULL
673,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
674,Water,NULL,Grassland,NULL,Non_Wetland,Wetland
675,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
676,Water,NULL,Grassland,NULL,Non_Wetland,Water
677,Water,NULL,Grassland,NULL,Non_Wetland,Forest
678,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
679,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland
680,Water,NULL,Grassland,Non_Water,Non_Wetland,Forest
681,Water,NULL,Grassland,Water,Non_Wetland,Grassland
682,Water,NULL,Grassland,Water,Non_Wetland,Cropland
683,Water,NULL,Grassland,Water,Non_Wetland,Wetland
684,Water,NULL,Grassland,Water,Non_Wetland,Bareland
685,Water,NULL,Grassland,Water,Non_Wetland,Forest
686,Water,NULL,Wetland,NULL,Wetland,Grassland
687,Water,NULL,Wetland,NULL,Wetland,Bareland
688,Water,NULL,Wetland,NULL,Wetland,Water
689,Water,NULL,Wetland,NULL,Wetland,Forest
690,Water,NULL,Wetland,Water,Wetland,Grassland
691,Water,NULL,Wetland,Water,Wetland,Cropland
692,Water,NULL,Wetland,Water,Wetland,Wetland
693,Water,NULL,Wetland,Water,Wetland,Bareland
694,Water,NULL,Wetland,Water,Wetland,Water
695,Water,NULL,Wetland,Water,Wetland,Forest
696,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
697,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
698,Water,NULL,Bareland,NULL,Non_Wetland,Forest
699,Water,NULL,Bareland,Water,Non_Wetland,Grassland
700,Water,NULL,Bareland,Water,Non_Wetland,Wetland
701,Water,NULL,Bareland,Water,Non_Wetland,Bareland
702,Water,NULL,Bareland,Water,Non_Wetland,Water
703,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
704,Water,NULL,Built-up,Water,Non_Wetland,Grassland
705,Water,NULL,Water,Water,Water,Wetland
706,Water,NULL,Water,Water,Water,Water
707,Water,NULL,Forest,NULL,Non_Wetland,NULL
708,Water,NULL,Forest,NULL,Non_Wetland,Grassland
709,Water,NULL,Forest,NULL,Non_Wetland,Forest
710,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
711,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland
712,Water,NULL,Forest,Water,Non_Wetland,Wetland
713,Water,NULL,Forest,Water,Non_Wetland,Forest
714,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
715,Water,Cropland,Grassland,Water,Non_Wetland,Grassland
716,Water,Cropland,Wetland,Water,Wetland,Bareland
717,Water,Cropland,Wetland,Water,Wetland,Water
718,Water,Bareland,Wetland,Water,Wetland,Wetland
719,Water,Bareland,Wetland,Water,Wetland,Bareland
720,Water,Bareland,Wetland,Water,Wetland,Water
721,Water,Bareland,Bareland,Water,Non_Wetland,Wetland
722,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
723,Water,Bareland,Bareland,Water,Non_Wetland,Water
724,Water,Bareland,Water,Water,Water,Bareland
725,Water,Bareland,Water,Water,Water,Water
726,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
727,Water,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
728,Water,Water,NULL,NULL,Non_Wetland,Bareland
729,Water,Water,NULL,NULL,Non_Wetland,Water
730,Water,Water,NULL,NULL,Non_Wetland,Forest
731,Water,Water,NULL,Non_Water,Non_Wetland,Water
732,Water,Water,NULL,Water,Non_Wetland,Grassland
733,Water,Water,NULL,Water,Non_Wetland,Cropland
734,Water,Water,NULL,Water,Non_Wetland,Wetland
735,Water,Water,NULL,Water,Non_Wetland,Bareland
736,Water,Water,NULL,Water,Non_Wetland,Water
737,Water,Water,Shrubland,Water,Non_Wetland,Grassland
738,Water,Water,Shrubland,Water,Non_Wetland,Wetland
739,Water,Water,Shrubland,Water,Non_Wetland,Bareland
740,Water,Water,Shrubland,Water,Non_Wetland,Water
741,Water,Water,Grassland,NULL,Non_Wetland,Grassland
742,Water,Water,Grassland,NULL,Non_Wetland,Cropland
743,Water,Water,Grassland,NULL,Non_Wetland,Wetland
744,Water,Water,Grassland,NULL,Non_Wetland,Bareland
745,Water,Water,Grassland,NULL,Non_Wetland,Water
746,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
747,Water,Water,Grassland,Non_Water,Non_Wetland,Water
748,Water,Water,Grassland,Water,Non_Wetland,Grassland
749,Water,Water,Grassland,Water,Non_Wetland,Cropland
750,Water,Water,Grassland,Water,Non_Wetland,Wetland
751,Water,Water,Grassland,Water,Non_Wetland,Bareland
752,Water,Water,Grassland,Water,Non_Wetland,Water
753,Water,Water,Wetland,NULL,Wetland,Grassland
754,Water,Water,Wetland,NULL,Wetland,Wetland
755,Water,Water,Wetland,NULL,Wetland,Bareland
756,Water,Water,Wetland,NULL,Wetland,Water
757,Water,Water,Wetland,Non_Water,Wetland,Water
758,Water,Water,Wetland,Water,Wetland,Grassland
759,Water,Water,Wetland,Water,Wetland,Cropland
760,Water,Water,Wetland,Water,Wetland,Wetland
761,Water,Water,Wetland,Water,Wetland,Bareland
762,Water,Water,Wetland,Water,Wetland,Water
763,Water,Water,Wetland,Water,Wetland,Forest
764,Water,Water,Bareland,NULL,Non_Wetland,Grassland
765,Water,Water,Bareland,NULL,Non_Wetland,Bareland
766,Water,Water,Bareland,NULL,Non_Wetland,Water
767,Water,Water,Bareland,Non_Water,Non_Wetland,Water
768,Water,Water,Bareland,Water,Non_Wetland,Grassland
769,Water,Water,Bareland,Water,Non_Wetland,Cropland
770,Water,Water,Bareland,Water,Non_Wetland,Wetland
771,Water,Water,Bareland,Water,Non_Wetland,Bareland
772,Water,Water,Bareland,Water,Non_Wetland,Water
773,Water,Water,Built-up,NULL,Non_Wetland,Wetland
774,Water,Water,Built-up,NULL,Non_Wetland,Bareland
775,Water,Water,Built-up,NULL,Non_Wetland,Water
776,Water,Water,Built-up,Water,Non_Wetland,Water
777,Water,Water,Water,NULL,Water,Grassland
778,Water,Water,Water,Non_Water,Water,Bareland
779,Water,Water,Water,Water,Water,Grassland
780,Water,Water,Water,Water,Water,Wetland
781,Water,Water,Water,Water,Water,Bareland
782,Water,Water,Water,Water,Water,Water
783,Water,Water,Forest,NULL,Non_Wetland,Bareland
784,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
785,Water,Water,Forest,Water,Non_Wetland,Wetland
786,Water,Water,Forest,Water,Non_Wetland,Bareland
787,Water,Water,Forest,Water,Non_Wetland,Water
788,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
789,Water,Forest,Grassland,NULL,Non_Wetland,Bareland
790,Water,Forest,Grassland,NULL,Non_Wetland,Forest
791,Water,Forest,Grassland,Water,Non_Wetland,Grassland
792,Water,Forest,Grassland,Water,Non_Wetland,Forest
793,Water,Forest,Wetland,Non_Water,Wetland,Forest
794,Water,Forest,Wetland,Water,Wetland,Grassland
795,Water,Forest,Wetland,Water,Wetland,Forest
796,Forest,NULL,NULL,NULL,Non_Wetland,NULL
797,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
798,Forest,NULL,NULL,NULL,Non_Wetland,Forest
799,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL
800,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
801,Forest,NULL,NULL,Water,Non_Wetland,Grassland
802,Forest,NULL,NULL,Water,Non_Wetland,Forest
803,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
804,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
805,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
806,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
807,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
808,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
809,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
810,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
811,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
812,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
813,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL
814,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
815,Forest,NULL,Grassland,Non_Water,Non_Wetland,Cropland
816,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
817,Forest,NULL,Grassland,Water,Non_Wetland,NULL
818,Forest,NULL,Grassland,Water,Non_Wetland,Forest
819,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
820,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
821,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
822,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
823,Forest,NULL,Wetland,NULL,Wetland,NULL
824,Forest,NULL,Wetland,NULL,Wetland,Forest
825,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
826,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
827,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
828,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
829,Forest,NULL,Forest,NULL,Non_Wetland,NULL
830,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
831,Forest,NULL,Forest,NULL,Non_Wetland,Forest
832,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
833,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
834,Forest,NULL,Forest,Non_Water,Non_Wetland,Cropland
835,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
836,Forest,NULL,Forest,Water,Non_Wetland,Forest
837,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
838,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
839,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
840,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
841,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
842,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
843,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
844,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
845,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
846,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest
847,Forest,Wetland,Wetland,NULL,Wetland,Forest
848,Forest,Forest,NULL,NULL,Non_Wetland,NULL
849,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
850,Forest,Forest,NULL,NULL,Non_Wetland,Forest
851,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland
852,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
853,Forest,Forest,NULL,Water,Non_Wetland,Forest
854,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
855,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
856,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
857,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
858,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
859,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
860,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
861,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
862,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
863,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
864,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL
865,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland
866,Forest,Forest,Grassland,Non_Water,Non_Wetland,Cropland
867,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
868,Forest,Forest,Grassland,Water,Non_Wetland,Forest
869,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
870,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
871,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
