Value,AFRICA_2024_DynamicWorld_2024_36NVN_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36NVN_M_R,AFRICA_2024_GLC_FCS30D_2022_36NVN_M_R,AFRICA_2024_GSW_Yearly_2021_36NVN_M_R,AFRICA_2024_GWL_FCS30D_2022_36NVN_M_R,AFRICA_2024_WorldCover_2021_36NVN_M_R
426,Wetland,Forest,Bareland,Water,Non_Wetland,Grassland
427,Wetland,Forest,Bareland,Water,Non_Wetland,Wetland
428,Wetland,Forest,Water,NULL,Water,Grassland
429,Wetland,Forest,Water,NULL,Water,Wetland
430,Wetland,Forest,Water,NULL,Water,Forest
431,Wetland,Forest,Water,Water,Water,Grassland
432,Wetland,Forest,Water,Water,Water,Wetland
433,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
434,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland
435,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
436,Wetland,Forest,Forest,Non_Water,Non_Wetland,Grassland
437,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland
438,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest
439,Wetland,Forest,Forest,Water,Non_Wetland,Grassland
440,Wetland,Forest,Forest,Water,Non_Wetland,Wetland
441,Wetland,Forest,Forest,Water,Non_Wetland,Forest
442,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
443,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
444,Water,NULL,NULL,NULL,Non_Wetland,Grassland
445,Water,NULL,NULL,NULL,Non_Wetland,Wetland
446,Water,NULL,NULL,NULL,Non_Wetland,Bareland
447,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
448,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
449,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
450,Water,NULL,Shrubland,NULL,Non_Wetland,Water
451,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
452,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
453,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
454,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
455,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
456,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
457,Water,NULL,Shrubland,Water,Non_Wetland,Water
458,Water,NULL,Shrubland,Water,Non_Wetland,Forest
459,Water,NULL,Wetland,NULL,Wetland,Grassland
460,Water,NULL,Wetland,NULL,Wetland,Wetland
461,Water,NULL,Wetland,NULL,Wetland,Forest
462,Water,NULL,Wetland,Non_Water,Wetland,Grassland
463,Water,NULL,Wetland,Non_Water,Wetland,Wetland
464,Water,NULL,Wetland,Water,Wetland,Wetland
465,Water,NULL,Wetland,Water,Wetland,Water
466,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
467,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
468,Water,NULL,Bareland,NULL,Non_Wetland,Forest
469,Water,NULL,Bareland,Water,Non_Wetland,Wetland
470,Water,NULL,Bareland,Water,Non_Wetland,Forest
471,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
472,Water,NULL,Built-up,Water,Non_Wetland,Water
473,Water,NULL,Water,NULL,Water,Wetland
474,Water,NULL,Water,Non_Water,Water,Wetland
475,Water,NULL,Water,Water,Water,Wetland
476,Water,NULL,Water,Water,Water,Forest
477,Water,NULL,Forest,NULL,Non_Wetland,Grassland
478,Water,NULL,Forest,NULL,Non_Wetland,Wetland
479,Water,NULL,Forest,NULL,Non_Wetland,Forest
480,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
481,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland
482,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
483,Water,NULL,Forest,Water,Non_Wetland,Grassland
484,Water,NULL,Forest,Water,Non_Wetland,Wetland
485,Water,NULL,Forest,Water,Non_Wetland,Water
486,Water,NULL,Forest,Water,Non_Wetland,Forest
487,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
488,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland
489,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
490,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland
491,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest
492,Water,Wetland,Forest,NULL,Non_Wetland,Grassland
493,Water,Wetland,Forest,NULL,Non_Wetland,Wetland
494,Water,Water,NULL,NULL,Non_Wetland,Grassland
495,Water,Water,NULL,NULL,Non_Wetland,Wetland
496,Water,Water,NULL,NULL,Non_Wetland,Water
497,Water,Water,NULL,NULL,Non_Wetland,Forest
498,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
499,Water,Water,NULL,Non_Water,Non_Wetland,Wetland
500,Water,Water,NULL,Non_Water,Non_Wetland,Water
501,Water,Water,NULL,Non_Water,Non_Wetland,Forest
502,Water,Water,NULL,Water,Non_Wetland,Grassland
503,Water,Water,NULL,Water,Non_Wetland,Wetland
504,Water,Water,NULL,Water,Non_Wetland,Water
505,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
506,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
507,Water,Water,Shrubland,NULL,Non_Wetland,Water
508,Water,Water,Shrubland,NULL,Non_Wetland,Forest
509,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
510,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
511,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
512,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
513,Water,Water,Shrubland,Water,Non_Wetland,Grassland
514,Water,Water,Shrubland,Water,Non_Wetland,Wetland
515,Water,Water,Shrubland,Water,Non_Wetland,Water
516,Water,Water,Shrubland,Water,Non_Wetland,Forest
517,Water,Water,Grassland,NULL,Non_Wetland,Bareland
518,Water,Water,Grassland,Water,Non_Wetland,Water
519,Water,Water,Cropland,NULL,Non_Wetland,Wetland
520,Water,Water,Cropland,NULL,Non_Wetland,Water
521,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
522,Water,Water,Cropland,Water,Non_Wetland,Grassland
523,Water,Water,Cropland,Water,Non_Wetland,Wetland
524,Water,Water,Cropland,Water,Non_Wetland,Water
525,Water,Water,Cropland,Water,Non_Wetland,Forest
526,Water,Water,Wetland,NULL,Wetland,Grassland
527,Water,Water,Wetland,NULL,Wetland,Wetland
528,Water,Water,Wetland,NULL,Wetland,Water
529,Water,Water,Wetland,NULL,Wetland,Forest
530,Water,Water,Wetland,Non_Water,Wetland,Grassland
531,Water,Water,Wetland,Non_Water,Wetland,Wetland
532,Water,Water,Wetland,Non_Water,Wetland,Water
533,Water,Water,Wetland,Non_Water,Wetland,Forest
534,Water,Water,Wetland,Water,Wetland,Grassland
535,Water,Water,Wetland,Water,Wetland,Wetland
536,Water,Water,Wetland,Water,Wetland,Water
537,Water,Water,Wetland,Water,Wetland,Forest
538,Water,Water,Bareland,NULL,Non_Wetland,Grassland
539,Water,Water,Bareland,NULL,Non_Wetland,Wetland
540,Water,Water,Bareland,NULL,Non_Wetland,Water
541,Water,Water,Bareland,NULL,Non_Wetland,Forest
542,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
543,Water,Water,Bareland,Non_Water,Non_Wetland,Water
544,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
545,Water,Water,Bareland,Water,Non_Wetland,Grassland
546,Water,Water,Bareland,Water,Non_Wetland,Wetland
547,Water,Water,Bareland,Water,Non_Wetland,Water
548,Water,Water,Bareland,Water,Non_Wetland,Forest
549,Water,Water,Built-up,NULL,Non_Wetland,Grassland
550,Water,Water,Built-up,NULL,Non_Wetland,Water
551,Water,Water,Built-up,NULL,Non_Wetland,Forest
552,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
553,Water,Water,Built-up,Water,Non_Wetland,Water
554,Water,Water,Water,NULL,Water,Grassland
555,Water,Water,Water,NULL,Water,Wetland
556,Water,Water,Water,NULL,Water,Water
557,Water,Water,Water,NULL,Water,Forest
558,Water,Water,Water,Non_Water,Water,Grassland
559,Water,Water,Water,Non_Water,Water,Wetland
560,Water,Water,Water,Non_Water,Water,Bareland
561,Water,Water,Water,Non_Water,Water,Water
562,Water,Water,Water,Non_Water,Water,Forest
563,Water,Water,Water,Water,Water,Grassland
564,Water,Water,Water,Water,Water,Wetland
565,Water,Water,Water,Water,Water,Bareland
566,Water,Water,Water,Water,Water,Water
567,Water,Water,Water,Water,Water,Forest
568,Water,Water,Forest,NULL,Non_Wetland,Grassland
569,Water,Water,Forest,NULL,Non_Wetland,Wetland
570,Water,Water,Forest,NULL,Non_Wetland,Water
571,Water,Water,Forest,NULL,Non_Wetland,Forest
572,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
573,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
574,Water,Water,Forest,Non_Water,Non_Wetland,Water
575,Water,Water,Forest,Non_Water,Non_Wetland,Forest
576,Water,Water,Forest,Water,Non_Wetland,Grassland
577,Water,Water,Forest,Water,Non_Wetland,Wetland
578,Water,Water,Forest,Water,Non_Wetland,Water
579,Water,Water,Forest,Water,Non_Wetland,Forest
580,Water,Forest,NULL,NULL,Non_Wetland,Wetland
581,Water,Forest,NULL,NULL,Non_Wetland,Forest
582,Water,Forest,NULL,Water,Non_Wetland,Forest
583,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
584,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland
585,Water,Forest,Shrubland,NULL,Non_Wetland,Water
586,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
587,Water,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
588,Water,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
589,Water,Forest,Shrubland,Non_Water,Non_Wetland,Forest
590,Water,Forest,Shrubland,Water,Non_Wetland,Grassland
591,Water,Forest,Shrubland,Water,Non_Wetland,Wetland
592,Water,Forest,Shrubland,Water,Non_Wetland,Water
593,Water,Forest,Shrubland,Water,Non_Wetland,Forest
594,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
595,Water,Forest,Grassland,NULL,Non_Wetland,Wetland
596,Water,Forest,Grassland,Non_Water,Non_Wetland,Wetland
597,Water,Forest,Cropland,Water,Non_Wetland,Forest
598,Water,Forest,Wetland,NULL,Wetland,Grassland
599,Water,Forest,Wetland,NULL,Wetland,Wetland
600,Water,Forest,Wetland,NULL,Wetland,Water
601,Water,Forest,Wetland,NULL,Wetland,Forest
602,Water,Forest,Wetland,Non_Water,Wetland,Wetland
603,Water,Forest,Wetland,Non_Water,Wetland,Forest
604,Water,Forest,Wetland,Water,Wetland,Grassland
605,Water,Forest,Wetland,Water,Wetland,Wetland
606,Water,Forest,Wetland,Water,Wetland,Forest
607,Water,Forest,Bareland,NULL,Non_Wetland,Wetland
608,Water,Forest,Bareland,NULL,Non_Wetland,Forest
609,Water,Forest,Bareland,Non_Water,Non_Wetland,Forest
610,Water,Forest,Bareland,Water,Non_Wetland,Wetland
611,Water,Forest,Bareland,Water,Non_Wetland,Forest
612,Water,Forest,Built-up,NULL,Non_Wetland,Bareland
613,Water,Forest,Water,NULL,Water,Grassland
614,Water,Forest,Water,NULL,Water,Wetland
615,Water,Forest,Water,NULL,Water,Forest
616,Water,Forest,Water,Non_Water,Water,Water
617,Water,Forest,Water,Water,Water,Grassland
618,Water,Forest,Water,Water,Water,Wetland
619,Water,Forest,Forest,NULL,Non_Wetland,Grassland
620,Water,Forest,Forest,NULL,Non_Wetland,Wetland
621,Water,Forest,Forest,NULL,Non_Wetland,Water
622,Water,Forest,Forest,NULL,Non_Wetland,Forest
623,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland
624,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland
625,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
626,Water,Forest,Forest,Water,Non_Wetland,Grassland
627,Water,Forest,Forest,Water,Non_Wetland,Wetland
628,Water,Forest,Forest,Water,Non_Wetland,Water
629,Water,Forest,Forest,Water,Non_Wetland,Forest
630,Forest,NULL,NULL,NULL,Non_Wetland,NULL
631,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
632,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
633,Forest,NULL,NULL,NULL,Non_Wetland,Forest
634,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
635,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland
636,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
637,Forest,NULL,NULL,Water,Non_Wetland,Grassland
638,Forest,NULL,NULL,Water,Non_Wetland,Wetland
639,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
640,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
641,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
642,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
643,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
644,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
645,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
646,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
647,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
648,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
649,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
650,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
651,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
652,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
653,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
654,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
655,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
656,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
657,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
658,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
659,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
660,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland
661,Forest,NULL,Cropland,Water,Non_Wetland,Wetland
662,Forest,NULL,Cropland,Water,Non_Wetland,Forest
663,Forest,NULL,Wetland,NULL,Wetland,Grassland
664,Forest,NULL,Wetland,NULL,Wetland,Wetland
665,Forest,NULL,Wetland,NULL,Wetland,Forest
666,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
667,Forest,NULL,Wetland,Water,Wetland,Grassland
668,Forest,NULL,Wetland,Water,Wetland,Wetland
669,Forest,NULL,Wetland,Water,Wetland,Forest
670,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
671,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
672,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
673,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland
674,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
675,Forest,NULL,Bareland,Water,Non_Wetland,Wetland
676,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
677,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
678,Forest,NULL,Water,NULL,Water,Wetland
679,Forest,NULL,Water,NULL,Water,Forest
680,Forest,NULL,Water,Non_Water,Water,Wetland
681,Forest,NULL,Water,Water,Water,Wetland
682,Forest,NULL,Forest,NULL,Non_Wetland,NULL
683,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
684,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
685,Forest,NULL,Forest,NULL,Non_Wetland,Water
686,Forest,NULL,Forest,NULL,Non_Wetland,Forest
687,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
688,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
689,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
690,Forest,NULL,Forest,Water,Non_Wetland,Grassland
691,Forest,NULL,Forest,Water,Non_Wetland,Wetland
692,Forest,NULL,Forest,Water,Non_Wetland,Forest
693,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
694,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland
695,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
696,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
697,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
698,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
699,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
700,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland
701,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland
702,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
703,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland
704,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
705,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
706,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
707,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland
708,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
709,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
710,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
711,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland
712,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
713,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland
714,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
715,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland
716,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
717,Forest,Water,NULL,NULL,Non_Wetland,Wetland
718,Forest,Water,NULL,NULL,Non_Wetland,Forest
719,Forest,Water,NULL,Water,Non_Wetland,Forest
720,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
721,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland
722,Forest,Water,Shrubland,NULL,Non_Wetland,Water
723,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
724,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland
725,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland
726,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
727,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
728,Forest,Water,Shrubland,Water,Non_Wetland,Wetland
729,Forest,Water,Shrubland,Water,Non_Wetland,Water
730,Forest,Water,Shrubland,Water,Non_Wetland,Forest
731,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest
732,Forest,Water,Cropland,Water,Non_Wetland,Wetland
733,Forest,Water,Wetland,NULL,Wetland,Grassland
734,Forest,Water,Wetland,NULL,Wetland,Wetland
735,Forest,Water,Wetland,NULL,Wetland,Water
736,Forest,Water,Wetland,NULL,Wetland,Forest
737,Forest,Water,Wetland,Non_Water,Wetland,Wetland
738,Forest,Water,Wetland,Water,Wetland,Grassland
739,Forest,Water,Wetland,Water,Wetland,Wetland
740,Forest,Water,Wetland,Water,Wetland,Water
741,Forest,Water,Wetland,Water,Wetland,Forest
742,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
743,Forest,Water,Bareland,NULL,Non_Wetland,Wetland
744,Forest,Water,Bareland,NULL,Non_Wetland,Forest
745,Forest,Water,Bareland,Water,Non_Wetland,Forest
746,Forest,Water,Water,NULL,Water,Forest
747,Forest,Water,Water,Non_Water,Water,Forest
748,Forest,Water,Water,Water,Water,Grassland
749,Forest,Water,Water,Water,Water,Forest
750,Forest,Water,Forest,NULL,Non_Wetland,Grassland
751,Forest,Water,Forest,NULL,Non_Wetland,Wetland
752,Forest,Water,Forest,NULL,Non_Wetland,Forest
753,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland
754,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
755,Forest,Water,Forest,Water,Non_Wetland,Grassland
756,Forest,Water,Forest,Water,Non_Wetland,Wetland
757,Forest,Water,Forest,Water,Non_Wetland,Water
758,Forest,Water,Forest,Water,Non_Wetland,Forest
759,Forest,Forest,NULL,NULL,Non_Wetland,NULL
760,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
761,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
762,Forest,Forest,NULL,NULL,Non_Wetland,Forest
763,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland
764,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
765,Forest,Forest,NULL,Water,Non_Wetland,Grassland
766,Forest,Forest,NULL,Water,Non_Wetland,Wetland
767,Forest,Forest,NULL,Water,Non_Wetland,Forest
768,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
769,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
770,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
771,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
772,Forest,Forest,Shrubland,NULL,Non_Wetland,Water
773,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
774,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
775,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
776,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
777,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water
778,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
779,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
780,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland
781,Forest,Forest,Shrubland,Water,Non_Wetland,Water
782,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
783,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
784,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
785,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
786,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
787,Forest,Forest,Grassland,Water,Non_Wetland,Forest
788,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
789,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
790,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
791,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
792,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland
793,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
794,Forest,Forest,Cropland,Water,Non_Wetland,Water
795,Forest,Forest,Wetland,NULL,Wetland,Grassland
796,Forest,Forest,Wetland,NULL,Wetland,Wetland
797,Forest,Forest,Wetland,NULL,Wetland,Forest
798,Forest,Forest,Wetland,Non_Water,Wetland,Wetland
799,Forest,Forest,Wetland,Non_Water,Wetland,Forest
800,Forest,Forest,Wetland,Water,Wetland,Grassland
801,Forest,Forest,Wetland,Water,Wetland,Wetland
802,Forest,Forest,Wetland,Water,Wetland,Water
803,Forest,Forest,Wetland,Water,Wetland,Forest
804,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
805,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
806,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
807,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
808,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland
809,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
810,Forest,Forest,Bareland,Water,Non_Wetland,Grassland
811,Forest,Forest,Bareland,Water,Non_Wetland,Wetland
812,Forest,Forest,Bareland,Water,Non_Wetland,Forest
813,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
814,Forest,Forest,Water,NULL,Water,Grassland
815,Forest,Forest,Water,NULL,Water,Wetland
816,Forest,Forest,Water,NULL,Water,Forest
817,Forest,Forest,Water,Non_Water,Water,Wetland
818,Forest,Forest,Water,Non_Water,Water,Forest
819,Forest,Forest,Water,Water,Water,Grassland
820,Forest,Forest,Water,Water,Water,Wetland
821,Forest,Forest,Water,Water,Water,Forest
822,Forest,Forest,Forest,NULL,Non_Wetland,NULL
823,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
824,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
825,Forest,Forest,Forest,NULL,Non_Wetland,Water
826,Forest,Forest,Forest,NULL,Non_Wetland,Forest
827,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
828,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
829,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland
830,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
831,Forest,Forest,Forest,Water,Non_Wetland,Grassland
832,Forest,Forest,Forest,Water,Non_Wetland,Wetland
833,Forest,Forest,Forest,Water,Non_Wetland,Water
834,Forest,Forest,Forest,Water,Non_Wetland,Forest
