Value,AFRICA_2024_DynamicWorld_2024_36NYK_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36NYK_M_R,AFRICA_2024_GLC_FCS30D_2022_36NYK_M_R,AFRICA_2024_GSW_Yearly_2021_36NYK_M_R,AFRICA_2024_GWL_FCS30D_2022_36NYK_M_R,AFRICA_2024_WorldCover_2021_36NYK_M_R
418,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
419,Cropland,Forest,Shrubland,Water,Non_Wetland,Forest
420,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
421,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
422,Cropland,Forest,Grassland,NULL,Non_Wetland,Wetland
423,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland
424,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
425,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
426,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
427,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland
428,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
429,Cropland,Forest,Wetland,NULL,Wetland,NULL
430,Cropland,Forest,Wetland,NULL,Wetland,Grassland
431,Cropland,Forest,Wetland,NULL,Wetland,Wetland
432,Cropland,Forest,Wetland,NULL,Wetland,Bareland
433,Cropland,Forest,Wetland,NULL,Wetland,Forest
434,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
435,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
436,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL
437,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
438,Cropland,Forest,Bareland,NULL,Non_Wetland,Wetland
439,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
440,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL
441,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland
442,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland
443,Cropland,Forest,Built-up,NULL,Non_Wetland,Forest
444,Cropland,Forest,Built-up,Non_Water,Non_Wetland,Grassland
445,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
446,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
447,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
448,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
449,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
450,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest
451,Wetland,NULL,NULL,NULL,Non_Wetland,NULL
452,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
453,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
454,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland
455,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
456,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL
457,Wetland,NULL,Wetland,NULL,Wetland,Forest
458,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL
459,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
460,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
461,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
462,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL
463,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
464,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Forest
465,Wetland,NULL,Bareland,Water,Non_Wetland,NULL
466,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland
467,Wetland,NULL,Bareland,Water,Non_Wetland,Forest
468,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL
469,Wetland,NULL,Built-up,NULL,Non_Wetland,Forest
470,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
471,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
472,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
473,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
474,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
475,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
476,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
477,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
478,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
479,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
480,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
481,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
482,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
483,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
484,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
485,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL
486,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
487,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
488,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
489,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
490,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
491,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
492,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
493,Bareland,NULL,Wetland,NULL,Wetland,Bareland
494,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
495,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
496,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland
497,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
498,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
499,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
500,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
501,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL
502,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
503,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
504,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Forest
505,Bareland,NULL,Bareland,Water,Non_Wetland,NULL
506,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
507,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland
508,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
509,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
510,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
511,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
512,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
513,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest
514,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
515,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
516,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
517,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
518,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
519,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland
520,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
521,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest
522,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
523,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
524,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
525,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
526,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
527,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
528,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
529,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
530,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest
531,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
532,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
533,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
534,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up
535,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
536,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL
537,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
538,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
539,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
540,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
541,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
542,Bareland,Cropland,Built-up,NULL,Non_Wetland,Forest
543,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
544,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
545,Bareland,Wetland,Grassland,NULL,Non_Wetland,Grassland
546,Bareland,Wetland,Grassland,NULL,Non_Wetland,Bareland
547,Bareland,Wetland,Bareland,NULL,Non_Wetland,Bareland
548,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
549,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
550,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL
551,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
552,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
553,Bareland,Bareland,Grassland,NULL,Non_Wetland,Forest
554,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
555,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
556,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest
557,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL
558,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
559,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
560,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
561,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
562,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL
563,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
564,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
565,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
566,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL
567,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
568,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
569,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
570,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
571,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
572,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
573,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL
574,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
575,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
576,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
577,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
578,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL
579,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
580,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
581,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
582,Bareland,Water,Grassland,NULL,Non_Wetland,NULL
583,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
584,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
585,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
586,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
587,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
588,Bareland,Water,Bareland,NULL,Non_Wetland,NULL
589,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
590,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
591,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
592,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
593,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
594,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland
595,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest
596,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
597,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
598,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest
599,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
600,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
601,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
602,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland
603,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
604,Water,NULL,NULL,NULL,Non_Wetland,NULL
605,Water,NULL,NULL,NULL,Non_Wetland,Bareland
606,Water,NULL,NULL,NULL,Non_Wetland,Forest
607,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
608,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
609,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
610,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
611,Water,NULL,Grassland,NULL,Non_Wetland,NULL
612,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
613,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
614,Water,NULL,Grassland,NULL,Non_Wetland,Built-up
615,Water,NULL,Grassland,NULL,Non_Wetland,Water
616,Water,NULL,Grassland,NULL,Non_Wetland,Forest
617,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
618,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland
619,Water,NULL,Grassland,Water,Non_Wetland,Grassland
620,Water,NULL,Grassland,Water,Non_Wetland,Bareland
621,Water,NULL,Grassland,Water,Non_Wetland,Water
622,Water,NULL,Cropland,NULL,Non_Wetland,NULL
623,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
624,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
625,Water,NULL,Cropland,NULL,Non_Wetland,Forest
626,Water,NULL,Wetland,NULL,Wetland,NULL
627,Water,NULL,Wetland,NULL,Wetland,Forest
628,Water,NULL,Wetland,Water,Wetland,Grassland
629,Water,NULL,Wetland,Water,Wetland,Bareland
630,Water,NULL,Wetland,Water,Wetland,Water
631,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
632,Water,NULL,Bareland,NULL,Non_Wetland,NULL
633,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
634,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
635,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
636,Water,NULL,Bareland,NULL,Non_Wetland,Built-up
637,Water,NULL,Bareland,NULL,Non_Wetland,Water
638,Water,NULL,Bareland,NULL,Non_Wetland,Forest
639,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL
640,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
641,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
642,Water,NULL,Bareland,Water,Non_Wetland,NULL
643,Water,NULL,Bareland,Water,Non_Wetland,Grassland
644,Water,NULL,Bareland,Water,Non_Wetland,Wetland
645,Water,NULL,Bareland,Water,Non_Wetland,Bareland
646,Water,NULL,Bareland,Water,Non_Wetland,Water
647,Water,NULL,Bareland,Water,Non_Wetland,Forest
648,Water,NULL,Built-up,NULL,Non_Wetland,NULL
649,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
650,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
651,Water,NULL,Built-up,NULL,Non_Wetland,Built-up
652,Water,NULL,Built-up,NULL,Non_Wetland,Water
653,Water,NULL,Built-up,NULL,Non_Wetland,Forest
654,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland
655,Water,NULL,Water,Non_Water,Water,Grassland
656,Water,NULL,Forest,NULL,Non_Wetland,NULL
657,Water,NULL,Forest,NULL,Non_Wetland,Forest
658,Water,Cropland,NULL,NULL,Non_Wetland,NULL
659,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
660,Water,Cropland,NULL,NULL,Non_Wetland,Forest
661,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL
662,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
663,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
664,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
665,Water,Cropland,Grassland,NULL,Non_Wetland,NULL
666,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
667,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
668,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
669,Water,Cropland,Cropland,NULL,Non_Wetland,NULL
670,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
671,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
672,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
673,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
674,Water,Cropland,Bareland,NULL,Non_Wetland,Forest
675,Water,Cropland,Built-up,NULL,Non_Wetland,NULL
676,Water,Cropland,Forest,NULL,Non_Wetland,NULL
677,Water,Cropland,Forest,NULL,Non_Wetland,Forest
678,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland
679,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
680,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
681,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
682,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
683,Water,Bareland,Bareland,Water,Non_Wetland,Water
684,Water,Bareland,Built-up,NULL,Non_Wetland,Grassland
685,Water,Built-up,Grassland,NULL,Non_Wetland,NULL
686,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
687,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland
688,Water,Built-up,Grassland,NULL,Non_Wetland,Forest
689,Water,Built-up,Cropland,NULL,Non_Wetland,Forest
690,Water,Water,NULL,NULL,Non_Wetland,NULL
691,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
692,Water,Water,Shrubland,NULL,Non_Wetland,Water
693,Water,Water,Grassland,NULL,Non_Wetland,NULL
694,Water,Water,Grassland,NULL,Non_Wetland,Grassland
695,Water,Water,Grassland,NULL,Non_Wetland,Bareland
696,Water,Water,Grassland,NULL,Non_Wetland,Water
697,Water,Water,Grassland,NULL,Non_Wetland,Forest
698,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
699,Water,Water,Grassland,Water,Non_Wetland,Grassland
700,Water,Water,Grassland,Water,Non_Wetland,Bareland
701,Water,Water,Grassland,Water,Non_Wetland,Water
702,Water,Water,Wetland,Non_Water,Wetland,Water
703,Water,Water,Wetland,Water,Wetland,Grassland
704,Water,Water,Wetland,Water,Wetland,Bareland
705,Water,Water,Wetland,Water,Wetland,Water
706,Water,Water,Bareland,NULL,Non_Wetland,NULL
707,Water,Water,Bareland,NULL,Non_Wetland,Grassland
708,Water,Water,Bareland,NULL,Non_Wetland,Bareland
709,Water,Water,Bareland,NULL,Non_Wetland,Water
710,Water,Water,Bareland,NULL,Non_Wetland,Forest
711,Water,Water,Bareland,Non_Water,Non_Wetland,NULL
712,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
713,Water,Water,Bareland,Water,Non_Wetland,NULL
714,Water,Water,Bareland,Water,Non_Wetland,Grassland
715,Water,Water,Bareland,Water,Non_Wetland,Wetland
716,Water,Water,Bareland,Water,Non_Wetland,Bareland
717,Water,Water,Bareland,Water,Non_Wetland,Water
718,Water,Water,Built-up,NULL,Non_Wetland,Grassland
719,Water,Water,Built-up,Water,Non_Wetland,Water
720,Water,Water,Water,Water,Water,Water
721,Water,Forest,NULL,NULL,Non_Wetland,Grassland
722,Water,Forest,NULL,NULL,Non_Wetland,Forest
723,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
724,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
725,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
726,Water,Forest,Grassland,NULL,Non_Wetland,NULL
727,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
728,Water,Forest,Grassland,NULL,Non_Wetland,Bareland
729,Water,Forest,Grassland,NULL,Non_Wetland,Forest
730,Water,Forest,Cropland,NULL,Non_Wetland,NULL
731,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
732,Water,Forest,Cropland,NULL,Non_Wetland,Forest
733,Water,Forest,Wetland,NULL,Wetland,NULL
734,Water,Forest,Wetland,NULL,Wetland,Forest
735,Water,Forest,Bareland,NULL,Non_Wetland,NULL
736,Water,Forest,Bareland,NULL,Non_Wetland,Grassland
737,Water,Forest,Bareland,NULL,Non_Wetland,Forest
738,Water,Forest,Forest,NULL,Non_Wetland,NULL
739,Water,Forest,Forest,NULL,Non_Wetland,Forest
740,Forest,NULL,NULL,NULL,Non_Wetland,NULL
741,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
742,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
743,Forest,NULL,NULL,NULL,Non_Wetland,Forest
744,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
745,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
746,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
747,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
748,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
749,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
750,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
751,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
752,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
753,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
754,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
755,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
756,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
757,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL
758,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
759,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
760,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
761,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
762,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
763,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
764,Forest,NULL,Wetland,NULL,Wetland,NULL
765,Forest,NULL,Wetland,NULL,Wetland,Grassland
766,Forest,NULL,Wetland,NULL,Wetland,Forest
767,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
768,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
769,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
770,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
771,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
772,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
773,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
774,Forest,NULL,Bareland,NULL,Non_Wetland,Built-up
775,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
776,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL
777,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
778,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
779,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
780,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
781,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
782,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
783,Forest,NULL,Water,NULL,Water,NULL
784,Forest,NULL,Forest,NULL,Non_Wetland,NULL
785,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
786,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
787,Forest,NULL,Forest,NULL,Non_Wetland,Forest
788,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
789,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
790,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
791,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
792,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
793,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
794,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
795,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
796,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
797,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland
798,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
799,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
800,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
801,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
802,Forest,Cropland,Wetland,NULL,Wetland,Grassland
803,Forest,Cropland,Wetland,NULL,Wetland,Forest
804,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL
805,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
806,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
807,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL
808,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
809,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
810,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
811,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
812,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
813,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
814,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
815,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
816,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
817,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
818,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
819,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland
820,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
821,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
822,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
823,Forest,Built-up,Wetland,NULL,Wetland,Forest
824,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL
825,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest
826,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
827,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
828,Forest,Water,Bareland,NULL,Non_Wetland,Bareland
829,Forest,Forest,NULL,NULL,Non_Wetland,NULL
830,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
831,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
832,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
833,Forest,Forest,NULL,NULL,Non_Wetland,Forest
834,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
835,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
836,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
837,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
838,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
839,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
840,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
841,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
842,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
843,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
844,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
845,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
846,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
847,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
848,Forest,Forest,Grassland,Water,Non_Wetland,NULL
849,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
850,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
851,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
852,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
