Value,AFRICA_2024_DynamicWorld_2024_37PEM_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PEM_M_R,AFRICA_2024_GLC_FCS30D_2022_37PEM_M_R,AFRICA_2024_GSW_Yearly_2021_37PEM_M_R,AFRICA_2024_GWL_FCS30D_2022_37PEM_M_R,AFRICA_2024_WorldCover_2021_37PEM_M_R
427,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
428,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
429,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL
430,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland
431,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland
432,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland
433,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland
434,Grassland,NULL,Bareland,NULL,Non_Wetland,Built-up
435,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest
436,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL
437,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
438,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
439,Grassland,NULL,Bareland,Water,Non_Wetland,NULL
440,Grassland,NULL,Bareland,Water,Non_Wetland,Cropland
441,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland
442,Grassland,NULL,Bareland,Water,Non_Wetland,Bareland
443,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL
444,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland
445,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland
446,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland
447,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland
448,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up
449,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest
450,Grassland,NULL,Built-up,Water,Non_Wetland,Forest
451,Grassland,NULL,Water,NULL,Water,Grassland
452,Grassland,NULL,Water,NULL,Water,Wetland
453,Grassland,NULL,Water,Water,Water,Cropland
454,Grassland,NULL,Water,Water,Water,Wetland
455,Grassland,NULL,Forest,NULL,Non_Wetland,NULL
456,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
457,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland
458,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland
459,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland
460,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up
461,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
462,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest
463,Grassland,NULL,Forest,Water,Non_Wetland,Grassland
464,Grassland,NULL,Forest,Water,Non_Wetland,Cropland
465,Grassland,NULL,Forest,Water,Non_Wetland,Wetland
466,Grassland,NULL,Forest,Water,Non_Wetland,Forest
467,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL
468,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland
469,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland
470,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland
471,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland
472,Grassland,Cropland,NULL,NULL,Non_Wetland,Built-up
473,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest
474,Grassland,Cropland,NULL,Water,Non_Wetland,Cropland
475,Grassland,Cropland,NULL,Water,Non_Wetland,Wetland
476,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL
477,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
478,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
479,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
480,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
481,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
482,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest
483,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
484,Grassland,Cropland,Shrubland,Water,Non_Wetland,Cropland
485,Grassland,Cropland,Shrubland,Water,Non_Wetland,Wetland
486,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL
487,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
488,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland
489,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland
490,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland
491,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up
492,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest
493,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
494,Grassland,Cropland,Grassland,Water,Non_Wetland,Grassland
495,Grassland,Cropland,Grassland,Water,Non_Wetland,Cropland
496,Grassland,Cropland,Grassland,Water,Non_Wetland,Wetland
497,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL
498,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
499,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
500,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland
501,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland
502,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up
503,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest
504,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
505,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
506,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland
507,Grassland,Cropland,Cropland,Water,Non_Wetland,Cropland
508,Grassland,Cropland,Cropland,Water,Non_Wetland,Wetland
509,Grassland,Cropland,Wetland,NULL,Wetland,NULL
510,Grassland,Cropland,Wetland,NULL,Wetland,Grassland
511,Grassland,Cropland,Wetland,NULL,Wetland,Cropland
512,Grassland,Cropland,Wetland,NULL,Wetland,Wetland
513,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL
514,Grassland,Cropland,Wetland,Water,Wetland,Cropland
515,Grassland,Cropland,Wetland,Water,Wetland,Wetland
516,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
517,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
518,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
519,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
520,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL
521,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland
522,Grassland,Cropland,Bareland,NULL,Non_Wetland,Cropland
523,Grassland,Cropland,Bareland,NULL,Non_Wetland,Wetland
524,Grassland,Cropland,Bareland,NULL,Non_Wetland,Bareland
525,Grassland,Cropland,Bareland,NULL,Non_Wetland,Built-up
526,Grassland,Cropland,Bareland,NULL,Non_Wetland,Water
527,Grassland,Cropland,Bareland,NULL,Non_Wetland,Forest
528,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
529,Grassland,Cropland,Bareland,Water,Non_Wetland,Cropland
530,Grassland,Cropland,Bareland,Water,Non_Wetland,Wetland
531,Grassland,Cropland,Bareland,Water,Non_Wetland,Bareland
532,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL
533,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland
534,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland
535,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland
536,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up
537,Grassland,Cropland,Built-up,NULL,Non_Wetland,Forest
538,Grassland,Cropland,Built-up,Water,Non_Wetland,Cropland
539,Grassland,Cropland,Water,NULL,Water,Grassland
540,Grassland,Cropland,Water,NULL,Water,Wetland
541,Grassland,Cropland,Water,Water,Water,Cropland
542,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL
543,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
544,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland
545,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland
546,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland
547,Grassland,Cropland,Forest,NULL,Non_Wetland,Built-up
548,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
549,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
550,Grassland,Cropland,Forest,Water,Non_Wetland,Grassland
551,Grassland,Cropland,Forest,Water,Non_Wetland,Cropland
552,Grassland,Cropland,Forest,Water,Non_Wetland,Wetland
553,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL
554,Grassland,Wetland,NULL,NULL,Non_Wetland,Cropland
555,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland
556,Grassland,Wetland,NULL,Water,Non_Wetland,Cropland
557,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
558,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
559,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
560,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
561,Grassland,Wetland,Shrubland,Water,Non_Wetland,Cropland
562,Grassland,Wetland,Shrubland,Water,Non_Wetland,Wetland
563,Grassland,Wetland,Grassland,NULL,Non_Wetland,Cropland
564,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland
565,Grassland,Wetland,Grassland,Water,Non_Wetland,Cropland
566,Grassland,Wetland,Grassland,Water,Non_Wetland,Wetland
567,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland
568,Grassland,Wetland,Cropland,NULL,Non_Wetland,Cropland
569,Grassland,Wetland,Cropland,NULL,Non_Wetland,Wetland
570,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
571,Grassland,Wetland,Cropland,Water,Non_Wetland,Cropland
572,Grassland,Wetland,Cropland,Water,Non_Wetland,Wetland
573,Grassland,Wetland,Wetland,NULL,Wetland,Cropland
574,Grassland,Wetland,Wetland,NULL,Wetland,Wetland
575,Grassland,Wetland,Wetland,Water,Wetland,Cropland
576,Grassland,Wetland,Wetland,Water,Wetland,Wetland
577,Grassland,Wetland,Bareland,NULL,Non_Wetland,Cropland
578,Grassland,Wetland,Bareland,NULL,Non_Wetland,Wetland
579,Grassland,Wetland,Bareland,Water,Non_Wetland,Cropland
580,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL
581,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland
582,Grassland,Wetland,Forest,NULL,Non_Wetland,Cropland
583,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland
584,Grassland,Wetland,Forest,Water,Non_Wetland,Cropland
585,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland
586,Grassland,Bareland,Bareland,NULL,Non_Wetland,Bareland
587,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL
588,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland
589,Grassland,Built-up,NULL,NULL,Non_Wetland,Cropland
590,Grassland,Built-up,NULL,NULL,Non_Wetland,Forest
591,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL
592,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
593,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
594,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
595,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Forest
596,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL
597,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland
598,Grassland,Built-up,Grassland,NULL,Non_Wetland,Cropland
599,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland
600,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up
601,Grassland,Built-up,Grassland,NULL,Non_Wetland,Forest
602,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL
603,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland
604,Grassland,Built-up,Cropland,NULL,Non_Wetland,Cropland
605,Grassland,Built-up,Cropland,NULL,Non_Wetland,Wetland
606,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland
607,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up
608,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest
609,Grassland,Built-up,Bareland,NULL,Non_Wetland,NULL
610,Grassland,Built-up,Bareland,NULL,Non_Wetland,Grassland
611,Grassland,Built-up,Bareland,NULL,Non_Wetland,Cropland
612,Grassland,Built-up,Bareland,NULL,Non_Wetland,Bareland
613,Grassland,Built-up,Bareland,NULL,Non_Wetland,Forest
614,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL
615,Grassland,Built-up,Built-up,NULL,Non_Wetland,Cropland
616,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up
617,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL
618,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland
619,Grassland,Built-up,Forest,NULL,Non_Wetland,Cropland
620,Grassland,Built-up,Forest,NULL,Non_Wetland,Wetland
621,Grassland,Built-up,Forest,NULL,Non_Wetland,Bareland
622,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up
623,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest
624,Grassland,Water,NULL,NULL,Non_Wetland,NULL
625,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland
626,Grassland,Water,Shrubland,Water,Non_Wetland,Cropland
627,Grassland,Water,Grassland,NULL,Non_Wetland,Cropland
628,Grassland,Water,Wetland,NULL,Wetland,Wetland
629,Grassland,Water,Wetland,NULL,Wetland,Forest
630,Grassland,Water,Bareland,NULL,Non_Wetland,Grassland
631,Grassland,Water,Bareland,NULL,Non_Wetland,Bareland
632,Grassland,Forest,NULL,NULL,Non_Wetland,NULL
633,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
634,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland
635,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland
636,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
637,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
638,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
639,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland
640,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland
641,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
642,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL
643,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL
644,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
645,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland
646,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland
647,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland
648,Grassland,Forest,Grassland,NULL,Non_Wetland,Built-up
649,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest
650,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL
651,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
652,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland
653,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland
654,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland
655,Grassland,Forest,Cropland,NULL,Non_Wetland,Built-up
656,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
657,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Wetland
658,Grassland,Forest,Wetland,NULL,Wetland,NULL
659,Grassland,Forest,Wetland,NULL,Wetland,Grassland
660,Grassland,Forest,Wetland,NULL,Wetland,Wetland
661,Grassland,Forest,Wetland,NULL,Wetland,Forest
662,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland
663,Grassland,Forest,Wetland,Water,Wetland,Wetland
664,Grassland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
665,Grassland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
666,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL
667,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland
668,Grassland,Forest,Bareland,NULL,Non_Wetland,Cropland
669,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland
670,Grassland,Forest,Bareland,NULL,Non_Wetland,Forest
671,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL
672,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland
673,Grassland,Forest,Built-up,NULL,Non_Wetland,Cropland
674,Grassland,Forest,Built-up,NULL,Non_Wetland,Built-up
675,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
676,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
677,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
678,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland
679,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland
680,Grassland,Forest,Forest,NULL,Non_Wetland,Built-up
681,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
682,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland
683,Grassland,Forest,Forest,Water,Non_Wetland,NULL
684,Grassland,Forest,Forest,Water,Non_Wetland,Wetland
685,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
686,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
687,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
688,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland
689,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
690,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up
691,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
692,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL
693,Cropland,NULL,NULL,Water,Non_Wetland,Grassland
694,Cropland,NULL,NULL,Water,Non_Wetland,Cropland
695,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
696,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
697,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
698,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
699,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
700,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
701,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
702,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
703,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
704,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL
705,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
706,Cropland,NULL,Shrubland,Water,Non_Wetland,Cropland
707,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
708,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
709,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
710,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland
711,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
712,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
713,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
714,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
715,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Water
716,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland
717,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
718,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
719,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
720,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland
721,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
722,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
723,Cropland,NULL,Cropland,NULL,Non_Wetland,Water
724,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
725,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL
726,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
727,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
728,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
729,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest
730,Cropland,NULL,Cropland,Water,Non_Wetland,NULL
731,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland
732,Cropland,NULL,Cropland,Water,Non_Wetland,Cropland
733,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland
734,Cropland,NULL,Wetland,NULL,Wetland,NULL
735,Cropland,NULL,Wetland,NULL,Wetland,Cropland
736,Cropland,NULL,Wetland,NULL,Wetland,Wetland
737,Cropland,NULL,Wetland,NULL,Wetland,Forest
738,Cropland,NULL,Wetland,Water,Wetland,Bareland
739,Cropland,NULL,Wetland,Water,Wetland,Water
740,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
741,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
742,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
743,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
744,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
745,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
746,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
747,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
748,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
749,Cropland,NULL,Bareland,NULL,Non_Wetland,Built-up
750,Cropland,NULL,Bareland,NULL,Non_Wetland,Water
751,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
752,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL
753,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
754,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
755,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
756,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Water
757,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Forest
758,Cropland,NULL,Bareland,Water,Non_Wetland,NULL
759,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
760,Cropland,NULL,Bareland,Water,Non_Wetland,Cropland
761,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland
762,Cropland,NULL,Bareland,Water,Non_Wetland,Water
763,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
764,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
765,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
766,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
767,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
768,Cropland,NULL,Built-up,NULL,Non_Wetland,Water
769,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
770,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
771,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Forest
772,Cropland,NULL,Built-up,Water,Non_Wetland,Bareland
773,Cropland,NULL,Water,NULL,Water,NULL
774,Cropland,NULL,Water,NULL,Water,Grassland
775,Cropland,NULL,Water,NULL,Water,Cropland
776,Cropland,NULL,Water,Non_Water,Water,Grassland
777,Cropland,NULL,Water,Water,Water,Bareland
778,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
779,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
780,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
781,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
782,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
783,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
784,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
785,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
786,Cropland,NULL,Forest,Water,Non_Wetland,Grassland
787,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
788,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
789,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
790,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland
791,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
792,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up
793,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
794,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL
795,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
796,Cropland,Cropland,NULL,Water,Non_Wetland,Grassland
797,Cropland,Cropland,NULL,Water,Non_Wetland,Cropland
798,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
799,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
800,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
801,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
802,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
803,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
804,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water
805,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
806,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
807,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
808,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
809,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
810,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland
811,Cropland,Cropland,Shrubland,Water,Non_Wetland,Wetland
812,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
813,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
814,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
815,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland
816,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
817,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
818,Cropland,Cropland,Grassland,NULL,Non_Wetland,Water
819,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
820,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL
821,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
822,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
823,Cropland,Cropland,Grassland,Water,Non_Wetland,Grassland
824,Cropland,Cropland,Grassland,Water,Non_Wetland,Cropland
825,Cropland,Cropland,Grassland,Water,Non_Wetland,Water
826,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
827,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
828,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
829,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
830,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
831,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
832,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water
833,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
834,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
835,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
836,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
837,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
838,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
839,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland
840,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
841,Cropland,Cropland,Cropland,Water,Non_Wetland,Wetland
842,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland
843,Cropland,Cropland,Wetland,NULL,Wetland,NULL
844,Cropland,Cropland,Wetland,NULL,Wetland,Grassland
845,Cropland,Cropland,Wetland,NULL,Wetland,Cropland
