Value,AFRICA_2024_DynamicWorld_2024_35PQR_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_35PQR_M_R,AFRICA_2024_GLC_FCS30D_2022_35PQR_M_R,AFRICA_2024_GSW_Yearly_2021_35PQR_M_R,AFRICA_2024_GWL_FCS30D_2022_35PQR_M_R,AFRICA_2024_WorldCover_2021_35PQR_M_R
420,Bareland,NULL,Bareland,Water,Non_Wetland,Water
421,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
422,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
423,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
424,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
425,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
426,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland
427,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
428,Bareland,NULL,Water,NULL,Water,NULL
429,Bareland,NULL,Water,NULL,Water,Grassland
430,Bareland,NULL,Water,NULL,Water,Bareland
431,Bareland,NULL,Water,Water,Water,Bareland
432,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
433,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
434,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
435,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
436,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland
437,Bareland,NULL,Forest,Non_Water,Non_Wetland,Cropland
438,Bareland,NULL,Forest,Water,Non_Wetland,Grassland
439,Bareland,NULL,Forest,Water,Non_Wetland,Bareland
440,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL
441,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
442,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
443,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
444,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
445,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
446,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
447,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
448,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
449,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
450,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
451,Bareland,Cropland,Grassland,Water,Non_Wetland,Grassland
452,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
453,Bareland,Cropland,Wetland,Water,Wetland,Cropland
454,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
455,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
456,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
457,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
458,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
459,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
460,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland
461,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
462,Bareland,Wetland,Grassland,Water,Non_Wetland,Wetland
463,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland
464,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
465,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
466,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
467,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
468,Bareland,Bareland,Grassland,NULL,Non_Wetland,Wetland
469,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
470,Bareland,Bareland,Grassland,Water,Non_Wetland,Grassland
471,Bareland,Bareland,Grassland,Water,Non_Wetland,Wetland
472,Bareland,Bareland,Wetland,Water,Wetland,Wetland
473,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
474,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
475,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
476,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
477,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
478,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland
479,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
480,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland
481,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland
482,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
483,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
484,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
485,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
486,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
487,Bareland,Built-up,Grassland,NULL,Non_Wetland,Wetland
488,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
489,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
490,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
491,Bareland,Built-up,Grassland,Water,Non_Wetland,Grassland
492,Bareland,Built-up,Grassland,Water,Non_Wetland,Wetland
493,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
494,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
495,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
496,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
497,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
498,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
499,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
500,Bareland,Water,NULL,NULL,Non_Wetland,Bareland
501,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland
502,Bareland,Water,Shrubland,Water,Non_Wetland,Wetland
503,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
504,Bareland,Water,Grassland,NULL,Non_Wetland,Wetland
505,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
506,Bareland,Water,Grassland,Water,Non_Wetland,Grassland
507,Bareland,Water,Grassland,Water,Non_Wetland,Cropland
508,Bareland,Water,Grassland,Water,Non_Wetland,Wetland
509,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
510,Bareland,Water,Wetland,Water,Wetland,Wetland
511,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
512,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
513,Bareland,Water,Bareland,Water,Non_Wetland,Wetland
514,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
515,Bareland,Forest,NULL,NULL,Non_Wetland,NULL
516,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL
517,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
518,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
519,Water,NULL,NULL,NULL,Non_Wetland,Grassland
520,Water,NULL,NULL,NULL,Non_Wetland,Cropland
521,Water,NULL,NULL,NULL,Non_Wetland,Bareland
522,Water,NULL,NULL,NULL,Non_Wetland,Forest
523,Water,NULL,NULL,Water,Non_Wetland,Grassland
524,Water,NULL,NULL,Water,Non_Wetland,Cropland
525,Water,NULL,NULL,Water,Non_Wetland,Wetland
526,Water,NULL,NULL,Water,Non_Wetland,Bareland
527,Water,NULL,NULL,Water,Non_Wetland,Water
528,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
529,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
530,Water,NULL,Shrubland,NULL,Non_Wetland,Water
531,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
532,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
533,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
534,Water,NULL,Grassland,NULL,Non_Wetland,NULL
535,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
536,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
537,Water,NULL,Grassland,NULL,Non_Wetland,Wetland
538,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
539,Water,NULL,Grassland,NULL,Non_Wetland,Water
540,Water,NULL,Grassland,NULL,Non_Wetland,Forest
541,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
542,Water,NULL,Grassland,Non_Water,Non_Wetland,Cropland
543,Water,NULL,Grassland,Non_Water,Non_Wetland,Water
544,Water,NULL,Grassland,Water,Non_Wetland,Grassland
545,Water,NULL,Grassland,Water,Non_Wetland,Cropland
546,Water,NULL,Grassland,Water,Non_Wetland,Wetland
547,Water,NULL,Grassland,Water,Non_Wetland,Bareland
548,Water,NULL,Grassland,Water,Non_Wetland,Water
549,Water,NULL,Grassland,Water,Non_Wetland,Forest
550,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
551,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
552,Water,NULL,Cropland,NULL,Non_Wetland,Forest
553,Water,NULL,Cropland,Water,Non_Wetland,Cropland
554,Water,NULL,Wetland,NULL,Wetland,Forest
555,Water,NULL,Wetland,Water,Wetland,Grassland
556,Water,NULL,Wetland,Water,Wetland,Cropland
557,Water,NULL,Wetland,Water,Wetland,Wetland
558,Water,NULL,Wetland,Water,Wetland,Bareland
559,Water,NULL,Wetland,Water,Wetland,Water
560,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
561,Water,NULL,Bareland,NULL,Non_Wetland,Forest
562,Water,NULL,Bareland,Water,Non_Wetland,Grassland
563,Water,NULL,Bareland,Water,Non_Wetland,Wetland
564,Water,NULL,Bareland,Water,Non_Wetland,Water
565,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
566,Water,NULL,Water,Water,Water,Cropland
567,Water,NULL,Forest,NULL,Non_Wetland,Grassland
568,Water,NULL,Forest,NULL,Non_Wetland,Bareland
569,Water,NULL,Forest,NULL,Non_Wetland,Forest
570,Water,NULL,Forest,Water,Non_Wetland,Cropland
571,Water,NULL,Forest,Water,Non_Wetland,Wetland
572,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
573,Water,Cropland,NULL,NULL,Non_Wetland,Cropland
574,Water,Cropland,NULL,Water,Non_Wetland,Cropland
575,Water,Cropland,NULL,Water,Non_Wetland,Wetland
576,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
577,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
578,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
579,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland
580,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
581,Water,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
582,Water,Cropland,Grassland,Water,Non_Wetland,Grassland
583,Water,Cropland,Grassland,Water,Non_Wetland,Cropland
584,Water,Cropland,Grassland,Water,Non_Wetland,Wetland
585,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
586,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
587,Water,Cropland,Cropland,Water,Non_Wetland,Cropland
588,Water,Cropland,Wetland,Water,Wetland,Cropland
589,Water,Cropland,Wetland,Water,Wetland,Wetland
590,Water,Cropland,Wetland,Water,Wetland,Water
591,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
592,Water,Cropland,Forest,Water,Non_Wetland,Grassland
593,Water,Wetland,NULL,NULL,Non_Wetland,Grassland
594,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland
595,Water,Wetland,Grassland,NULL,Non_Wetland,Cropland
596,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland
597,Water,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
598,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water
599,Water,Wetland,Grassland,Water,Non_Wetland,Grassland
600,Water,Wetland,Grassland,Water,Non_Wetland,Cropland
601,Water,Wetland,Wetland,Water,Wetland,Wetland
602,Water,Wetland,Wetland,Water,Wetland,Water
603,Water,Bareland,NULL,Water,Non_Wetland,Cropland
604,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland
605,Water,Bareland,Grassland,NULL,Non_Wetland,Cropland
606,Water,Bareland,Grassland,Water,Non_Wetland,Grassland
607,Water,Bareland,Grassland,Water,Non_Wetland,Cropland
608,Water,Bareland,Cropland,NULL,Non_Wetland,Cropland
609,Water,Bareland,Wetland,Water,Wetland,Wetland
610,Water,Built-up,NULL,NULL,Non_Wetland,Bareland
611,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
612,Water,Built-up,Grassland,NULL,Non_Wetland,Cropland
613,Water,Built-up,Grassland,Water,Non_Wetland,Grassland
614,Water,Water,NULL,NULL,Non_Wetland,Grassland
615,Water,Water,NULL,NULL,Non_Wetland,Bareland
616,Water,Water,NULL,Water,Non_Wetland,Grassland
617,Water,Water,NULL,Water,Non_Wetland,Wetland
618,Water,Water,NULL,Water,Non_Wetland,Water
619,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
620,Water,Water,Shrubland,NULL,Non_Wetland,Water
621,Water,Water,Shrubland,Water,Non_Wetland,Grassland
622,Water,Water,Shrubland,Water,Non_Wetland,Cropland
623,Water,Water,Shrubland,Water,Non_Wetland,Wetland
624,Water,Water,Shrubland,Water,Non_Wetland,Bareland
625,Water,Water,Shrubland,Water,Non_Wetland,Water
626,Water,Water,Grassland,NULL,Non_Wetland,Grassland
627,Water,Water,Grassland,NULL,Non_Wetland,Cropland
628,Water,Water,Grassland,NULL,Non_Wetland,Wetland
629,Water,Water,Grassland,NULL,Non_Wetland,Water
630,Water,Water,Grassland,NULL,Non_Wetland,Forest
631,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
632,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
633,Water,Water,Grassland,Non_Water,Non_Wetland,Water
634,Water,Water,Grassland,Water,Non_Wetland,Grassland
635,Water,Water,Grassland,Water,Non_Wetland,Cropland
636,Water,Water,Grassland,Water,Non_Wetland,Wetland
637,Water,Water,Grassland,Water,Non_Wetland,Bareland
638,Water,Water,Grassland,Water,Non_Wetland,Water
639,Water,Water,Grassland,Water,Non_Wetland,Forest
640,Water,Water,Cropland,NULL,Non_Wetland,Grassland
641,Water,Water,Cropland,NULL,Non_Wetland,Water
642,Water,Water,Cropland,Water,Non_Wetland,Water
643,Water,Water,Wetland,NULL,Wetland,Water
644,Water,Water,Wetland,Water,Wetland,Grassland
645,Water,Water,Wetland,Water,Wetland,Wetland
646,Water,Water,Wetland,Water,Wetland,Bareland
647,Water,Water,Wetland,Water,Wetland,Water
648,Water,Water,Bareland,NULL,Non_Wetland,Grassland
649,Water,Water,Bareland,Water,Non_Wetland,Water
650,Water,Water,Built-up,NULL,Non_Wetland,Water
651,Water,Water,Water,NULL,Water,Grassland
652,Water,Water,Water,NULL,Water,Bareland
653,Water,Water,Water,Water,Water,Grassland
654,Water,Water,Water,Water,Water,Water
655,Water,Water,Forest,NULL,Non_Wetland,Forest
656,Water,Water,Forest,Water,Non_Wetland,Water
657,Water,Forest,NULL,NULL,Non_Wetland,Forest
658,Water,Forest,Forest,NULL,Non_Wetland,Forest
659,Forest,NULL,NULL,NULL,Non_Wetland,NULL
660,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
661,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
662,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
663,Forest,NULL,NULL,NULL,Non_Wetland,Forest
664,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
665,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
666,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
667,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
668,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
669,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
670,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
671,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
672,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
673,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL
674,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
675,Forest,NULL,Grassland,Non_Water,Non_Wetland,Cropland
676,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
677,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
678,Forest,NULL,Wetland,NULL,Wetland,Grassland
679,Forest,NULL,Wetland,NULL,Wetland,Forest
680,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
681,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
682,Forest,NULL,Forest,NULL,Non_Wetland,NULL
683,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
684,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
685,Forest,NULL,Forest,NULL,Non_Wetland,Forest
686,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
687,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
688,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
689,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
690,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland
691,Forest,Forest,NULL,NULL,Non_Wetland,NULL
692,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
693,Forest,Forest,NULL,NULL,Non_Wetland,Forest
694,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
695,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
696,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
697,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
698,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
699,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
700,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
701,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
702,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL
703,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
704,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
705,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
706,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
707,Forest,Forest,Forest,NULL,Non_Wetland,NULL
708,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
709,Forest,Forest,Forest,NULL,Non_Wetland,Forest
710,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
