Value,AFRICA_2024_DynamicWorld_2024_36PWU_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PWU_M_R,AFRICA_2024_GLC_FCS30D_2022_36PWU_M_R,AFRICA_2024_GSW_Yearly_2021_36PWU_M_R,AFRICA_2024_GWL_FCS30D_2022_36PWU_M_R,AFRICA_2024_WorldCover_2021_36PWU_M_R
417,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
418,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
419,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
420,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
421,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
422,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
423,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
424,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
425,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
426,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
427,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
428,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
429,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
430,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
431,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
432,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
433,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
434,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
435,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
436,Wetland,NULL,Shrubland,Water,Non_Wetland,Bareland
437,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
438,Wetland,NULL,Grassland,NULL,Non_Wetland,Cropland
439,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland
440,Wetland,NULL,Grassland,Water,Non_Wetland,Bareland
441,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
442,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
443,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland
444,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
445,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland
446,Wetland,NULL,Cropland,Water,Non_Wetland,Cropland
447,Wetland,NULL,Cropland,Water,Non_Wetland,Wetland
448,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
449,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
450,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
451,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
452,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
453,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
454,Bareland,NULL,NULL,Non_Water,Non_Wetland,Cropland
455,Bareland,NULL,NULL,Water,Non_Wetland,Grassland
456,Bareland,NULL,NULL,Water,Non_Wetland,Cropland
457,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
458,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
459,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
460,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
461,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
462,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
463,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
464,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
465,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
466,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland
467,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland
468,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
469,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
470,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
471,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
472,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
473,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
474,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
475,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
476,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
477,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
478,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
479,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
480,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland
481,Bareland,NULL,Grassland,Water,Non_Wetland,Wetland
482,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
483,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
484,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
485,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
486,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland
487,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
488,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
489,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
490,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
491,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
492,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
493,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
494,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland
495,Bareland,NULL,Cropland,Water,Non_Wetland,Wetland
496,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
497,Bareland,NULL,Cropland,Water,Non_Wetland,Water
498,Bareland,NULL,Wetland,NULL,Wetland,Water
499,Bareland,NULL,Wetland,Water,Wetland,Wetland
500,Bareland,NULL,Wetland,Water,Wetland,Water
501,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
502,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
503,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
504,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
505,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
506,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
507,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
508,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland
509,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
510,Bareland,NULL,Bareland,Water,Non_Wetland,Water
511,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
512,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
513,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
514,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
515,Bareland,NULL,Water,NULL,Water,Bareland
516,Bareland,NULL,Water,Water,Water,Grassland
517,Bareland,NULL,Water,Water,Water,Wetland
518,Bareland,NULL,Water,Water,Water,Bareland
519,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
520,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
521,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
522,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL
523,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
524,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
525,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
526,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
527,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
528,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
529,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
530,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
531,Bareland,Cropland,Shrubland,Water,Non_Wetland,Cropland
532,Bareland,Cropland,Shrubland,Water,Non_Wetland,Bareland
533,Bareland,Cropland,Shrubland,Water,Non_Wetland,Water
534,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
535,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
536,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
537,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
538,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
539,Bareland,Cropland,Grassland,NULL,Non_Wetland,Water
540,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
541,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
542,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
543,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Water
544,Bareland,Cropland,Grassland,Water,Non_Wetland,Grassland
545,Bareland,Cropland,Grassland,Water,Non_Wetland,Cropland
546,Bareland,Cropland,Grassland,Water,Non_Wetland,Bareland
547,Bareland,Cropland,Grassland,Water,Non_Wetland,Water
548,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
549,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
550,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
551,Bareland,Cropland,Cropland,NULL,Non_Wetland,Wetland
552,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
553,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up
554,Bareland,Cropland,Cropland,NULL,Non_Wetland,Water
555,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
556,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
557,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
558,Bareland,Cropland,Cropland,Water,Non_Wetland,Grassland
559,Bareland,Cropland,Cropland,Water,Non_Wetland,Cropland
560,Bareland,Cropland,Cropland,Water,Non_Wetland,Wetland
561,Bareland,Cropland,Cropland,Water,Non_Wetland,Bareland
562,Bareland,Cropland,Cropland,Water,Non_Wetland,Water
563,Bareland,Cropland,Wetland,NULL,Wetland,Water
564,Bareland,Cropland,Wetland,Water,Wetland,Water
565,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
566,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
567,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
568,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
569,Bareland,Cropland,Bareland,Water,Non_Wetland,Grassland
570,Bareland,Cropland,Bareland,Water,Non_Wetland,Wetland
571,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland
572,Bareland,Cropland,Bareland,Water,Non_Wetland,Water
573,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
574,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
575,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
576,Bareland,Cropland,Water,NULL,Water,Cropland
577,Bareland,Cropland,Water,NULL,Water,Bareland
578,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL
579,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
580,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
581,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
582,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
583,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
584,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water
585,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
586,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
587,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
588,Bareland,Bareland,Wetland,Water,Wetland,Bareland
589,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
590,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
591,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
592,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
593,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland
594,Bareland,Built-up,NULL,NULL,Non_Wetland,Cropland
595,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up
596,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
597,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
598,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
599,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
600,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
601,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
602,Bareland,Built-up,Grassland,Water,Non_Wetland,Grassland
603,Bareland,Built-up,Grassland,Water,Non_Wetland,Bareland
604,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
605,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
606,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
607,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up
608,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
609,Bareland,Built-up,Bareland,NULL,Non_Wetland,Cropland
610,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
611,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
612,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
613,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland
614,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
615,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
616,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
617,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland
618,Bareland,Water,Shrubland,Water,Non_Wetland,Wetland
619,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
620,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
621,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
622,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
623,Bareland,Water,Wetland,Water,Wetland,Wetland
624,Bareland,Water,Wetland,Water,Wetland,Water
625,Bareland,Water,Bareland,Water,Non_Wetland,Wetland
626,Bareland,Water,Bareland,Water,Non_Wetland,Water
627,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland
628,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
629,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland
630,Water,NULL,NULL,NULL,Non_Wetland,Bareland
631,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
632,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
633,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
634,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
635,Water,NULL,Shrubland,NULL,Non_Wetland,Water
636,Water,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
637,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
638,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
639,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
640,Water,NULL,Shrubland,Water,Non_Wetland,Water
641,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
642,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
643,Water,NULL,Grassland,NULL,Non_Wetland,Wetland
644,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
645,Water,NULL,Grassland,NULL,Non_Wetland,Water
646,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
647,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland
648,Water,NULL,Grassland,Water,Non_Wetland,Grassland
649,Water,NULL,Grassland,Water,Non_Wetland,Cropland
650,Water,NULL,Grassland,Water,Non_Wetland,Wetland
651,Water,NULL,Grassland,Water,Non_Wetland,Bareland
652,Water,NULL,Grassland,Water,Non_Wetland,Water
653,Water,NULL,Cropland,NULL,Non_Wetland,NULL
654,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
655,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
656,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
657,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
658,Water,NULL,Cropland,NULL,Non_Wetland,Water
659,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
660,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland
661,Water,NULL,Cropland,Water,Non_Wetland,Grassland
662,Water,NULL,Cropland,Water,Non_Wetland,Cropland
663,Water,NULL,Cropland,Water,Non_Wetland,Wetland
664,Water,NULL,Cropland,Water,Non_Wetland,Bareland
665,Water,NULL,Cropland,Water,Non_Wetland,Water
666,Water,NULL,Wetland,NULL,Wetland,Cropland
667,Water,NULL,Wetland,NULL,Wetland,Bareland
668,Water,NULL,Wetland,NULL,Wetland,Water
669,Water,NULL,Wetland,Water,Wetland,Cropland
670,Water,NULL,Wetland,Water,Wetland,Wetland
671,Water,NULL,Wetland,Water,Wetland,Bareland
672,Water,NULL,Wetland,Water,Wetland,Water
673,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
674,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
675,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
676,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
677,Water,NULL,Bareland,NULL,Non_Wetland,Water
678,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
679,Water,NULL,Bareland,Water,Non_Wetland,Cropland
680,Water,NULL,Bareland,Water,Non_Wetland,Wetland
681,Water,NULL,Bareland,Water,Non_Wetland,Bareland
682,Water,NULL,Bareland,Water,Non_Wetland,Water
683,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
684,Water,NULL,Water,NULL,Water,Cropland
685,Water,NULL,Water,NULL,Water,Bareland
686,Water,NULL,Water,NULL,Water,Water
687,Water,NULL,Water,Water,Water,Wetland
688,Water,NULL,Water,Water,Water,Water
689,Water,Cropland,NULL,Water,Non_Wetland,Grassland
690,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
691,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
692,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
693,Water,Cropland,Shrubland,NULL,Non_Wetland,Water
694,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
695,Water,Cropland,Shrubland,Water,Non_Wetland,Cropland
696,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland
697,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland
698,Water,Cropland,Shrubland,Water,Non_Wetland,Water
699,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
700,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
701,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
702,Water,Cropland,Grassland,NULL,Non_Wetland,Water
703,Water,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
704,Water,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
705,Water,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
706,Water,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
707,Water,Cropland,Grassland,Water,Non_Wetland,Grassland
708,Water,Cropland,Grassland,Water,Non_Wetland,Cropland
709,Water,Cropland,Grassland,Water,Non_Wetland,Wetland
710,Water,Cropland,Grassland,Water,Non_Wetland,Bareland
711,Water,Cropland,Grassland,Water,Non_Wetland,Water
712,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
713,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
714,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland
715,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
716,Water,Cropland,Cropland,NULL,Non_Wetland,Water
717,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
718,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
719,Water,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
720,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
721,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water
722,Water,Cropland,Cropland,Water,Non_Wetland,Grassland
723,Water,Cropland,Cropland,Water,Non_Wetland,Cropland
724,Water,Cropland,Cropland,Water,Non_Wetland,Wetland
725,Water,Cropland,Cropland,Water,Non_Wetland,Bareland
726,Water,Cropland,Cropland,Water,Non_Wetland,Water
727,Water,Cropland,Wetland,NULL,Wetland,Cropland
728,Water,Cropland,Wetland,NULL,Wetland,Bareland
729,Water,Cropland,Wetland,NULL,Wetland,Water
730,Water,Cropland,Wetland,Water,Wetland,Cropland
731,Water,Cropland,Wetland,Water,Wetland,Wetland
732,Water,Cropland,Wetland,Water,Wetland,Bareland
733,Water,Cropland,Wetland,Water,Wetland,Water
734,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
735,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
736,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland
737,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
738,Water,Cropland,Bareland,NULL,Non_Wetland,Water
739,Water,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
740,Water,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
741,Water,Cropland,Bareland,Water,Non_Wetland,Grassland
742,Water,Cropland,Bareland,Water,Non_Wetland,Cropland
743,Water,Cropland,Bareland,Water,Non_Wetland,Wetland
744,Water,Cropland,Bareland,Water,Non_Wetland,Bareland
745,Water,Cropland,Bareland,Water,Non_Wetland,Water
746,Water,Cropland,Water,NULL,Water,Cropland
747,Water,Cropland,Water,NULL,Water,Bareland
748,Water,Cropland,Water,NULL,Water,Water
749,Water,Cropland,Water,Water,Water,Cropland
750,Water,Cropland,Water,Water,Water,Water
751,Water,Bareland,Shrubland,Water,Non_Wetland,Water
752,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
753,Water,Bareland,Grassland,NULL,Non_Wetland,Water
754,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
755,Water,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
756,Water,Bareland,Cropland,Water,Non_Wetland,Bareland
757,Water,Bareland,Water,Water,Water,Water
758,Water,Built-up,Grassland,NULL,Non_Wetland,Cropland
759,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland
760,Water,Built-up,Grassland,Water,Non_Wetland,Cropland
761,Water,Built-up,Grassland,Water,Non_Wetland,Bareland
762,Water,Built-up,Cropland,NULL,Non_Wetland,Cropland
763,Water,Built-up,Cropland,Water,Non_Wetland,Cropland
764,Water,Built-up,Cropland,Water,Non_Wetland,Bareland
765,Water,Built-up,Wetland,NULL,Wetland,Water
766,Water,Built-up,Wetland,Water,Wetland,Cropland
767,Water,Built-up,Wetland,Water,Wetland,Water
768,Water,Built-up,Bareland,NULL,Non_Wetland,Cropland
769,Water,Built-up,Bareland,Water,Non_Wetland,Cropland
770,Water,Built-up,Bareland,Water,Non_Wetland,Bareland
771,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
772,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
773,Water,Water,Shrubland,NULL,Non_Wetland,Water
774,Water,Water,Shrubland,NULL,Non_Wetland,Forest
775,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
776,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
777,Water,Water,Shrubland,Water,Non_Wetland,Grassland
778,Water,Water,Shrubland,Water,Non_Wetland,Cropland
779,Water,Water,Shrubland,Water,Non_Wetland,Wetland
780,Water,Water,Shrubland,Water,Non_Wetland,Bareland
781,Water,Water,Shrubland,Water,Non_Wetland,Water
782,Water,Water,Shrubland,Water,Non_Wetland,Forest
783,Water,Water,Grassland,NULL,Non_Wetland,Grassland
784,Water,Water,Grassland,NULL,Non_Wetland,Cropland
785,Water,Water,Grassland,NULL,Non_Wetland,Bareland
786,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
787,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
788,Water,Water,Grassland,Water,Non_Wetland,Grassland
789,Water,Water,Grassland,Water,Non_Wetland,Cropland
790,Water,Water,Grassland,Water,Non_Wetland,Wetland
791,Water,Water,Grassland,Water,Non_Wetland,Bareland
792,Water,Water,Grassland,Water,Non_Wetland,Water
793,Water,Water,Cropland,NULL,Non_Wetland,Grassland
794,Water,Water,Cropland,NULL,Non_Wetland,Cropland
795,Water,Water,Cropland,NULL,Non_Wetland,Wetland
796,Water,Water,Cropland,NULL,Non_Wetland,Bareland
797,Water,Water,Cropland,NULL,Non_Wetland,Water
798,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
799,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
800,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
801,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
802,Water,Water,Cropland,Non_Water,Non_Wetland,Water
803,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
804,Water,Water,Cropland,Water,Non_Wetland,Grassland
805,Water,Water,Cropland,Water,Non_Wetland,Cropland
806,Water,Water,Cropland,Water,Non_Wetland,Wetland
807,Water,Water,Cropland,Water,Non_Wetland,Bareland
808,Water,Water,Cropland,Water,Non_Wetland,Water
809,Water,Water,Cropland,Water,Non_Wetland,Forest
810,Water,Water,Wetland,NULL,Wetland,Grassland
811,Water,Water,Wetland,NULL,Wetland,Bareland
812,Water,Water,Wetland,NULL,Wetland,Water
813,Water,Water,Wetland,Non_Water,Wetland,Water
814,Water,Water,Wetland,Water,Wetland,Cropland
815,Water,Water,Wetland,Water,Wetland,Wetland
816,Water,Water,Wetland,Water,Wetland,Bareland
817,Water,Water,Wetland,Water,Wetland,Water
818,Water,Water,Wetland,Water,Wetland,Forest
819,Water,Water,Bareland,NULL,Non_Wetland,Grassland
820,Water,Water,Bareland,NULL,Non_Wetland,Cropland
821,Water,Water,Bareland,NULL,Non_Wetland,Bareland
822,Water,Water,Bareland,NULL,Non_Wetland,Water
823,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
824,Water,Water,Bareland,Water,Non_Wetland,Grassland
825,Water,Water,Bareland,Water,Non_Wetland,Cropland
826,Water,Water,Bareland,Water,Non_Wetland,Wetland
827,Water,Water,Bareland,Water,Non_Wetland,Bareland
828,Water,Water,Bareland,Water,Non_Wetland,Water
829,Water,Water,Built-up,Water,Non_Wetland,Grassland
830,Water,Water,Water,NULL,Water,Water
831,Water,Water,Water,Water,Water,Bareland
832,Water,Water,Water,Water,Water,Water
833,Water,Water,Forest,NULL,Non_Wetland,Forest
834,Water,Water,Forest,Non_Water,Non_Wetland,Forest
835,Water,Water,Forest,Water,Non_Wetland,Cropland
836,Water,Water,Forest,Water,Non_Wetland,Water
837,Water,Water,Forest,Water,Non_Wetland,Forest
838,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland
839,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Cropland
840,Forest,NULL,NULL,NULL,Non_Wetland,NULL
841,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
842,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
843,Forest,NULL,NULL,NULL,Non_Wetland,Forest
844,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
845,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
846,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
847,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
848,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
849,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
850,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
851,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
852,Forest,NULL,Shrubland,Water,Non_Wetland,Cropland
853,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
854,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
855,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
856,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
