Value,AFRICA_2024_DynamicWorld_2024_36PXR_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PXR_M_R,AFRICA_2024_GLC_FCS30D_2022_36PXR_M_R,AFRICA_2024_GSW_Yearly_2021_36PXR_M_R,AFRICA_2024_GWL_FCS30D_2022_36PXR_M_R,AFRICA_2024_WorldCover_2021_36PXR_M_R
426,Grassland,Water,NULL,NULL,Non_Wetland,Forest
427,Grassland,Water,NULL,Non_Water,Non_Wetland,Cropland
428,Grassland,Water,NULL,Water,Non_Wetland,Cropland
429,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland
430,Grassland,Water,Shrubland,NULL,Non_Wetland,Cropland
431,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland
432,Grassland,Water,Shrubland,NULL,Non_Wetland,Forest
433,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Cropland
434,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Forest
435,Grassland,Water,Shrubland,Water,Non_Wetland,Cropland
436,Grassland,Water,Cropland,Water,Non_Wetland,Cropland
437,Grassland,Water,Wetland,NULL,Wetland,Grassland
438,Grassland,Water,Wetland,NULL,Wetland,Cropland
439,Grassland,Water,Wetland,NULL,Wetland,Forest
440,Grassland,Water,Bareland,NULL,Non_Wetland,Cropland
441,Grassland,Water,Bareland,Water,Non_Wetland,Grassland
442,Grassland,Water,Bareland,Water,Non_Wetland,Cropland
443,Grassland,Water,Built-up,Water,Non_Wetland,Forest
444,Grassland,Water,Water,NULL,Water,Cropland
445,Grassland,Water,Water,Water,Water,Water
446,Grassland,Water,Forest,NULL,Non_Wetland,Grassland
447,Grassland,Water,Forest,NULL,Non_Wetland,Cropland
448,Grassland,Water,Forest,NULL,Non_Wetland,Forest
449,Grassland,Water,Forest,Water,Non_Wetland,Cropland
450,Grassland,Water,Forest,Water,Non_Wetland,Forest
451,Grassland,Forest,NULL,NULL,Non_Wetland,NULL
452,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
453,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland
454,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland
455,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
456,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
457,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
458,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland
459,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland
460,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
461,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
462,Grassland,Forest,Shrubland,Water,Non_Wetland,Cropland
463,Grassland,Forest,Shrubland,Water,Non_Wetland,Forest
464,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL
465,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
466,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest
467,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL
468,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
469,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland
470,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
471,Grassland,Forest,Wetland,NULL,Wetland,NULL
472,Grassland,Forest,Wetland,NULL,Wetland,Grassland
473,Grassland,Forest,Wetland,NULL,Wetland,Cropland
474,Grassland,Forest,Wetland,NULL,Wetland,Wetland
475,Grassland,Forest,Wetland,NULL,Wetland,Forest
476,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL
477,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland
478,Grassland,Forest,Bareland,NULL,Non_Wetland,Cropland
479,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland
480,Grassland,Forest,Bareland,NULL,Non_Wetland,Forest
481,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland
482,Grassland,Forest,Built-up,NULL,Non_Wetland,Forest
483,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
484,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
485,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
486,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland
487,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
488,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest
489,Grassland,Forest,Forest,Water,Non_Wetland,Cropland
490,Grassland,Forest,Forest,Water,Non_Wetland,Forest
491,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
492,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
493,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
494,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland
495,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
496,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up
497,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
498,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland
499,Cropland,NULL,NULL,Non_Water,Non_Wetland,Wetland
500,Cropland,NULL,NULL,Non_Water,Non_Wetland,Forest
501,Cropland,NULL,NULL,Water,Non_Wetland,Grassland
502,Cropland,NULL,NULL,Water,Non_Wetland,Cropland
503,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
504,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
505,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
506,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
507,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
508,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
509,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
510,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
511,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
512,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
513,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
514,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Water
515,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
516,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
517,Cropland,NULL,Shrubland,Water,Non_Wetland,Cropland
518,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland
519,Cropland,NULL,Shrubland,Water,Non_Wetland,Water
520,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
521,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
522,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
523,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland
524,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
525,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
526,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
527,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland
528,Cropland,NULL,Grassland,Water,Non_Wetland,Wetland
529,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
530,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
531,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
532,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
533,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
534,Cropland,NULL,Cropland,NULL,Non_Wetland,Water
535,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
536,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest
537,Cropland,NULL,Wetland,NULL,Wetland,Grassland
538,Cropland,NULL,Wetland,NULL,Wetland,Cropland
539,Cropland,NULL,Wetland,NULL,Wetland,Bareland
540,Cropland,NULL,Wetland,NULL,Wetland,Forest
541,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
542,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
543,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
544,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
545,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
546,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
547,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland
548,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
549,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
550,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
551,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
552,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
553,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
554,Cropland,NULL,Bareland,Water,Non_Wetland,Cropland
555,Cropland,NULL,Bareland,Water,Non_Wetland,Water
556,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
557,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
558,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
559,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
560,Cropland,NULL,Built-up,Water,Non_Wetland,Cropland
561,Cropland,NULL,Water,NULL,Water,Grassland
562,Cropland,NULL,Water,NULL,Water,Cropland
563,Cropland,NULL,Water,NULL,Water,Wetland
564,Cropland,NULL,Water,Non_Water,Water,NULL
565,Cropland,NULL,Water,Non_Water,Water,Wetland
566,Cropland,NULL,Water,Non_Water,Water,Forest
567,Cropland,NULL,Water,Water,Water,Cropland
568,Cropland,NULL,Water,Water,Water,Wetland
569,Cropland,NULL,Water,Water,Water,Water
570,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
571,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
572,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
573,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
574,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
575,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
576,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
577,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
578,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland
579,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland
580,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
581,Cropland,NULL,Forest,Water,Non_Wetland,Grassland
582,Cropland,NULL,Forest,Water,Non_Wetland,Cropland
583,Cropland,NULL,Forest,Water,Non_Wetland,Wetland
584,Cropland,NULL,Forest,Water,Non_Wetland,Water
585,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
586,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
587,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
588,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland
589,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up
590,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
591,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
592,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
593,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
594,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
595,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
596,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
597,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
598,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water
599,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
600,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
601,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
602,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
603,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
604,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
605,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland
606,Cropland,Cropland,Shrubland,Water,Non_Wetland,Wetland
607,Cropland,Cropland,Shrubland,Water,Non_Wetland,Water
608,Cropland,Cropland,Shrubland,Water,Non_Wetland,Forest
609,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
610,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
611,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
612,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland
613,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
614,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
615,Cropland,Cropland,Grassland,NULL,Non_Wetland,Water
616,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
617,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
618,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
619,Cropland,Cropland,Grassland,Water,Non_Wetland,Grassland
620,Cropland,Cropland,Grassland,Water,Non_Wetland,Wetland
621,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
622,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
623,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
624,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
625,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
626,Cropland,Cropland,Wetland,NULL,Wetland,Grassland
627,Cropland,Cropland,Wetland,NULL,Wetland,Cropland
628,Cropland,Cropland,Wetland,NULL,Wetland,Forest
629,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
630,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
631,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
632,Cropland,Cropland,Bareland,NULL,Non_Wetland,Wetland
633,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
634,Cropland,Cropland,Bareland,NULL,Non_Wetland,Water
635,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
636,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Water
637,Cropland,Cropland,Bareland,Water,Non_Wetland,Grassland
638,Cropland,Cropland,Bareland,Water,Non_Wetland,Wetland
639,Cropland,Cropland,Bareland,Water,Non_Wetland,Water
640,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
641,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
642,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
643,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
644,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
645,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
646,Cropland,Cropland,Water,NULL,Water,Grassland
647,Cropland,Cropland,Water,NULL,Water,Cropland
648,Cropland,Cropland,Water,NULL,Water,Water
649,Cropland,Cropland,Water,Water,Water,Water
650,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
651,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
652,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
653,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
654,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
655,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
656,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
657,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
658,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
659,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland
660,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland
661,Cropland,Cropland,Forest,Water,Non_Wetland,Wetland
662,Cropland,Wetland,NULL,NULL,Non_Wetland,Grassland
663,Cropland,Wetland,NULL,NULL,Non_Wetland,Wetland
664,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL
665,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
666,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
667,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
668,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Forest
669,Cropland,Wetland,Shrubland,Water,Non_Wetland,Water
670,Cropland,Wetland,Grassland,NULL,Non_Wetland,Grassland
671,Cropland,Wetland,Grassland,NULL,Non_Wetland,Forest
672,Cropland,Wetland,Wetland,NULL,Wetland,Wetland
673,Cropland,Wetland,Wetland,NULL,Wetland,Forest
674,Cropland,Wetland,Wetland,Water,Wetland,Water
675,Cropland,Wetland,Bareland,NULL,Non_Wetland,Grassland
676,Cropland,Wetland,Bareland,Water,Non_Wetland,Water
677,Cropland,Wetland,Water,NULL,Water,Grassland
678,Cropland,Wetland,Water,Water,Water,Water
679,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL
680,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland
681,Cropland,Wetland,Forest,NULL,Non_Wetland,Cropland
682,Cropland,Wetland,Forest,NULL,Non_Wetland,Wetland
683,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest
684,Cropland,Wetland,Forest,Water,Non_Wetland,Water
685,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
686,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
687,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
688,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
689,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
690,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
691,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
692,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
693,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
694,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
695,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
696,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
697,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
698,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
699,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
700,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
701,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
702,Cropland,Water,NULL,NULL,Non_Wetland,Grassland
703,Cropland,Water,NULL,NULL,Non_Wetland,Cropland
704,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
705,Cropland,Water,Shrubland,NULL,Non_Wetland,Cropland
706,Cropland,Water,Shrubland,NULL,Non_Wetland,Wetland
707,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland
708,Cropland,Water,Shrubland,NULL,Non_Wetland,Water
709,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
710,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Cropland
711,Cropland,Water,Shrubland,Water,Non_Wetland,Grassland
712,Cropland,Water,Shrubland,Water,Non_Wetland,Cropland
713,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
714,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
715,Cropland,Water,Bareland,NULL,Non_Wetland,Cropland
716,Cropland,Water,Water,Water,Water,Water
717,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
718,Cropland,Water,Forest,NULL,Non_Wetland,Cropland
719,Cropland,Water,Forest,NULL,Non_Wetland,Forest
720,Cropland,Water,Forest,Water,Non_Wetland,Forest
721,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
722,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
723,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
724,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland
725,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
726,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
727,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
728,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
729,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland
730,Cropland,Forest,Shrubland,NULL,Non_Wetland,Water
731,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
732,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
733,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
734,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
735,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
736,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
737,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
738,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
739,Cropland,Forest,Wetland,NULL,Wetland,Grassland
740,Cropland,Forest,Wetland,NULL,Wetland,Wetland
741,Cropland,Forest,Wetland,NULL,Wetland,Forest
742,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
743,Cropland,Forest,Bareland,NULL,Non_Wetland,Cropland
744,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland
745,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
746,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
747,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
748,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
749,Cropland,Forest,Forest,NULL,Non_Wetland,Built-up
750,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
751,Wetland,NULL,NULL,NULL,Non_Wetland,NULL
752,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
753,Wetland,NULL,NULL,NULL,Non_Wetland,Cropland
754,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland
755,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
756,Wetland,NULL,NULL,Non_Water,Non_Wetland,Water
757,Wetland,NULL,NULL,Water,Non_Wetland,Grassland
758,Wetland,NULL,NULL,Water,Non_Wetland,Cropland
759,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
760,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
761,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
762,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
763,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland
764,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water
765,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
766,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
767,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
768,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
769,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water
770,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
771,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
772,Wetland,NULL,Shrubland,Water,Non_Wetland,Cropland
773,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
774,Wetland,NULL,Shrubland,Water,Non_Wetland,Water
775,Wetland,NULL,Shrubland,Water,Non_Wetland,Forest
776,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL
777,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
778,Wetland,NULL,Grassland,NULL,Non_Wetland,Cropland
779,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
780,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
781,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
782,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
783,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
784,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
785,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
786,Wetland,NULL,Wetland,NULL,Wetland,Grassland
787,Wetland,NULL,Wetland,NULL,Wetland,Cropland
788,Wetland,NULL,Wetland,NULL,Wetland,Wetland
789,Wetland,NULL,Wetland,NULL,Wetland,Bareland
790,Wetland,NULL,Wetland,NULL,Wetland,Forest
791,Wetland,NULL,Wetland,Water,Wetland,Grassland
792,Wetland,NULL,Wetland,Water,Wetland,Cropland
793,Wetland,NULL,Wetland,Water,Wetland,Wetland
794,Wetland,NULL,Wetland,Water,Wetland,Forest
795,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL
796,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
797,Wetland,NULL,Bareland,NULL,Non_Wetland,Cropland
798,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
799,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
800,Wetland,NULL,Bareland,NULL,Non_Wetland,Water
801,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
802,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
803,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland
804,Wetland,NULL,Bareland,Water,Non_Wetland,Cropland
805,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland
806,Wetland,NULL,Bareland,Water,Non_Wetland,Water
807,Wetland,NULL,Bareland,Water,Non_Wetland,Forest
808,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland
809,Wetland,NULL,Built-up,NULL,Non_Wetland,Cropland
810,Wetland,NULL,Water,NULL,Water,Grassland
811,Wetland,NULL,Water,NULL,Water,Cropland
812,Wetland,NULL,Water,NULL,Water,Wetland
813,Wetland,NULL,Water,NULL,Water,Forest
814,Wetland,NULL,Water,Non_Water,Water,Cropland
815,Wetland,NULL,Water,Non_Water,Water,Bareland
816,Wetland,NULL,Water,Non_Water,Water,Water
817,Wetland,NULL,Water,Non_Water,Water,Forest
818,Wetland,NULL,Water,Water,Water,Grassland
819,Wetland,NULL,Water,Water,Water,Cropland
820,Wetland,NULL,Water,Water,Water,Bareland
821,Wetland,NULL,Water,Water,Water,Water
822,Wetland,NULL,Water,Water,Water,Forest
823,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
824,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
825,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
826,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
827,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
828,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
829,Wetland,NULL,Forest,Non_Water,Non_Wetland,Cropland
830,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water
831,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
832,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
833,Wetland,NULL,Forest,Water,Non_Wetland,Cropland
834,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
835,Wetland,NULL,Forest,Water,Non_Wetland,Bareland
836,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL
837,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland
838,Wetland,Cropland,NULL,NULL,Non_Wetland,Cropland
839,Wetland,Cropland,NULL,NULL,Non_Wetland,Forest
840,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Water
841,Wetland,Cropland,NULL,Water,Non_Wetland,Cropland
842,Wetland,Cropland,NULL,Water,Non_Wetland,Water
843,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL
844,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
845,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
846,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
847,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Water
848,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest
849,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
850,Wetland,Cropland,Shrubland,Water,Non_Wetland,Cropland
851,Wetland,Cropland,Shrubland,Water,Non_Wetland,Water
852,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
853,Wetland,Cropland,Bareland,NULL,Non_Wetland,Grassland
854,Wetland,Cropland,Bareland,NULL,Non_Wetland,Cropland
