Value,AFRICA_2024_DynamicWorld_2024_37PET_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PET_M_R,AFRICA_2024_GLC_FCS30D_2022_37PET_M_R,AFRICA_2024_GSW_Yearly_2021_37PET_M_R,AFRICA_2024_GWL_FCS30D_2022_37PET_M_R,AFRICA_2024_WorldCover_2021_37PET_M_R
414,Cropland,Cropland,Bareland,Water,Non_Wetland,Bareland
415,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
416,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
417,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
418,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
419,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
420,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
421,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
422,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
423,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
424,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL
425,Cropland,Bareland,Grassland,NULL,Non_Wetland,Cropland
426,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
427,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland
428,Cropland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
429,Cropland,Bareland,Bareland,NULL,Non_Wetland,Cropland
430,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
431,Cropland,Bareland,Bareland,Water,Non_Wetland,Bareland
432,Cropland,Bareland,Built-up,NULL,Non_Wetland,Bareland
433,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL
434,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
435,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
436,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
437,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
438,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
439,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
440,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
441,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
442,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
443,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
444,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
445,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
446,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
447,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
448,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
449,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
450,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL
451,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
452,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
453,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
454,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
455,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
456,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
457,Cropland,Water,Grassland,NULL,Non_Wetland,NULL
458,Cropland,Water,Grassland,NULL,Non_Wetland,Cropland
459,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
460,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
461,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
462,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland
463,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
464,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
465,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
466,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland
467,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
468,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
469,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
470,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland
471,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
472,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL
473,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Cropland
474,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
475,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
476,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland
477,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
478,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
479,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
480,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL
481,Cropland,Forest,Bareland,NULL,Non_Wetland,Cropland
482,Cropland,Forest,Bareland,NULL,Non_Wetland,Bareland
483,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
484,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL
485,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
486,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
487,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
488,Wetland,NULL,NULL,NULL,Non_Wetland,NULL
489,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water
490,Wetland,NULL,Shrubland,Water,Non_Wetland,Bareland
491,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL
492,Wetland,NULL,Grassland,NULL,Non_Wetland,Cropland
493,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland
494,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
495,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
496,Wetland,NULL,Grassland,Water,Non_Wetland,Bareland
497,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
498,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
499,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
500,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland
501,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland
502,Wetland,NULL,Cropland,NULL,Non_Wetland,Water
503,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
504,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
505,Wetland,NULL,Cropland,Water,Non_Wetland,Wetland
506,Wetland,NULL,Cropland,Water,Non_Wetland,Bareland
507,Wetland,NULL,Wetland,NULL,NULL,NULL
508,Wetland,NULL,Wetland,NULL,Wetland,NULL
509,Wetland,NULL,Wetland,NULL,Wetland,Grassland
510,Wetland,NULL,Wetland,NULL,Wetland,Cropland
511,Wetland,NULL,Wetland,NULL,Wetland,Wetland
512,Wetland,NULL,Wetland,NULL,Wetland,Bareland
513,Wetland,NULL,Wetland,NULL,Wetland,Water
514,Wetland,NULL,Wetland,NULL,Wetland,Forest
515,Wetland,NULL,Wetland,Non_Water,NULL,Grassland
516,Wetland,NULL,Wetland,Non_Water,NULL,Wetland
517,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
518,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland
519,Wetland,NULL,Wetland,Water,NULL,NULL
520,Wetland,NULL,Wetland,Water,Wetland,NULL
521,Wetland,NULL,Wetland,Water,Wetland,Cropland
522,Wetland,NULL,Wetland,Water,Wetland,Wetland
523,Wetland,NULL,Wetland,Water,Wetland,Bareland
524,Wetland,NULL,Wetland,Water,Wetland,Water
525,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL
526,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
527,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
528,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
529,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
530,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
531,Wetland,NULL,Bareland,Water,Non_Wetland,NULL
532,Wetland,NULL,Bareland,Water,Non_Wetland,Cropland
533,Wetland,NULL,Bareland,Water,Non_Wetland,Bareland
534,Wetland,NULL,Bareland,Water,Non_Wetland,Water
535,Wetland,NULL,Built-up,NULL,Non_Wetland,Wetland
536,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland
537,Wetland,Cropland,NULL,Water,Non_Wetland,NULL
538,Wetland,Cropland,Grassland,Water,Non_Wetland,Bareland
539,Wetland,Cropland,Wetland,NULL,Wetland,NULL
540,Wetland,Cropland,Wetland,Non_Water,Wetland,Bareland
541,Wetland,Cropland,Wetland,Water,Wetland,NULL
542,Wetland,Cropland,Wetland,Water,Wetland,Cropland
543,Wetland,Cropland,Wetland,Water,Wetland,Bareland
544,Wetland,Cropland,Lichens_and_Mosses,Water,Non_Wetland,NULL
545,Wetland,Cropland,Bareland,Water,Non_Wetland,Bareland
546,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland
547,Wetland,Wetland,Wetland,NULL,Wetland,Cropland
548,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
549,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
550,Wetland,Wetland,Wetland,Water,Wetland,Wetland
551,Wetland,Bareland,Wetland,NULL,Wetland,Wetland
552,Wetland,Bareland,Wetland,NULL,Wetland,Bareland
553,Wetland,Bareland,Wetland,Water,Wetland,Wetland
554,Wetland,Bareland,Bareland,NULL,Non_Wetland,Bareland
555,Wetland,Bareland,Bareland,Water,Non_Wetland,Bareland
556,Wetland,Bareland,Bareland,Water,Non_Wetland,Water
557,Wetland,Built-up,Cropland,NULL,Non_Wetland,Grassland
558,Wetland,Built-up,Cropland,NULL,Non_Wetland,Wetland
559,Wetland,Built-up,Cropland,Non_Water,Non_Wetland,Wetland
560,Wetland,Built-up,Wetland,Non_Water,NULL,Bareland
561,Wetland,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
562,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland
563,Wetland,Water,Grassland,NULL,Non_Wetland,NULL
564,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland
565,Wetland,Water,Cropland,NULL,Non_Wetland,NULL
566,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland
567,Wetland,Water,Cropland,NULL,Non_Wetland,Water
568,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL
569,Wetland,Water,Cropland,Non_Water,Non_Wetland,Wetland
570,Wetland,Water,Wetland,NULL,Wetland,NULL
571,Wetland,Water,Wetland,NULL,Wetland,Grassland
572,Wetland,Water,Wetland,NULL,Wetland,Cropland
573,Wetland,Water,Wetland,NULL,Wetland,Wetland
574,Wetland,Water,Wetland,NULL,Wetland,Bareland
575,Wetland,Water,Wetland,NULL,Wetland,Water
576,Wetland,Water,Wetland,NULL,Wetland,Forest
577,Wetland,Water,Wetland,Non_Water,NULL,Wetland
578,Wetland,Water,Wetland,Non_Water,Wetland,NULL
579,Wetland,Water,Wetland,Non_Water,Wetland,Grassland
580,Wetland,Water,Wetland,Non_Water,Wetland,Cropland
581,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
582,Wetland,Water,Wetland,Non_Water,Wetland,Bareland
583,Wetland,Water,Wetland,Non_Water,Wetland,Water
584,Wetland,Water,Wetland,Non_Water,Wetland,Forest
585,Wetland,Water,Wetland,Water,NULL,Wetland
586,Wetland,Water,Wetland,Water,Wetland,NULL
587,Wetland,Water,Wetland,Water,Wetland,Grassland
588,Wetland,Water,Wetland,Water,Wetland,Cropland
589,Wetland,Water,Wetland,Water,Wetland,Wetland
590,Wetland,Water,Wetland,Water,Wetland,Bareland
591,Wetland,Water,Wetland,Water,Wetland,Water
592,Wetland,Water,Wetland,Water,Wetland,Forest
593,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
594,Wetland,Water,Bareland,NULL,Non_Wetland,NULL
595,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
596,Wetland,Water,Bareland,NULL,Non_Wetland,Cropland
597,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland
598,Wetland,Water,Bareland,NULL,Non_Wetland,Bareland
599,Wetland,Water,Bareland,Non_Water,Non_Wetland,Water
600,Wetland,Water,Bareland,Water,Non_Wetland,NULL
601,Wetland,Water,Bareland,Water,Non_Wetland,Grassland
602,Wetland,Water,Bareland,Water,Non_Wetland,Wetland
603,Wetland,Water,Bareland,Water,Non_Wetland,Bareland
604,Wetland,Water,Built-up,NULL,Non_Wetland,Bareland
605,Wetland,Water,Built-up,Water,Non_Wetland,NULL
606,Wetland,Forest,NULL,NULL,Non_Wetland,NULL
607,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
608,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL
609,Wetland,Forest,Grassland,NULL,Non_Wetland,Cropland
610,Wetland,Forest,Grassland,NULL,Non_Wetland,Wetland
611,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL
612,Wetland,Forest,Cropland,NULL,Non_Wetland,Cropland
613,Wetland,Forest,Cropland,NULL,Non_Wetland,Wetland
614,Wetland,Forest,Cropland,NULL,Non_Wetland,Water
615,Wetland,Forest,Cropland,NULL,Non_Wetland,Forest
616,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Wetland
617,Wetland,Forest,Wetland,NULL,NULL,Wetland
618,Wetland,Forest,Wetland,NULL,Wetland,NULL
619,Wetland,Forest,Wetland,NULL,Wetland,Wetland
620,Wetland,Forest,Wetland,NULL,Wetland,Bareland
621,Wetland,Forest,Wetland,NULL,Wetland,Water
622,Wetland,Forest,Wetland,NULL,Wetland,Forest
623,Wetland,Forest,Wetland,Non_Water,NULL,Wetland
624,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland
625,Wetland,Forest,Wetland,Non_Water,Wetland,Water
626,Wetland,Forest,Wetland,Water,NULL,Wetland
627,Wetland,Forest,Wetland,Water,Wetland,Wetland
628,Wetland,Forest,Wetland,Water,Wetland,Water
629,Wetland,Forest,Wetland,Water,Wetland,Forest
630,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland
631,Wetland,Forest,Built-up,NULL,Non_Wetland,Wetland
632,Wetland,Forest,Built-up,Water,Non_Wetland,Wetland
633,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
634,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
635,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
636,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
637,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up
638,Bareland,NULL,NULL,Non_Water,Non_Wetland,Cropland
639,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland
640,Bareland,NULL,NULL,Water,Non_Wetland,Grassland
641,Bareland,NULL,NULL,Water,Non_Wetland,Cropland
642,Bareland,NULL,NULL,Water,Non_Wetland,Bareland
643,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
644,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
645,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
646,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
647,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
648,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
649,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
650,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
651,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
652,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland
653,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
654,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
655,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
656,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
657,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
658,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
659,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
660,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
661,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
662,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL
663,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
664,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
665,Bareland,NULL,Grassland,Water,Non_Wetland,NULL
666,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
667,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland
668,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
669,Bareland,NULL,Grassland,Water,Non_Wetland,Water
670,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
671,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
672,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
673,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland
674,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
675,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
676,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
677,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
678,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL
679,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
680,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
681,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
682,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
683,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland
684,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
685,Bareland,NULL,Cropland,Water,Non_Wetland,Water
686,Bareland,NULL,Wetland,NULL,NULL,Bareland
687,Bareland,NULL,Wetland,NULL,NULL,Water
688,Bareland,NULL,Wetland,NULL,Wetland,NULL
689,Bareland,NULL,Wetland,NULL,Wetland,Grassland
690,Bareland,NULL,Wetland,NULL,Wetland,Cropland
691,Bareland,NULL,Wetland,NULL,Wetland,Wetland
692,Bareland,NULL,Wetland,NULL,Wetland,Bareland
693,Bareland,NULL,Wetland,NULL,Wetland,Water
694,Bareland,NULL,Wetland,Non_Water,NULL,Bareland
695,Bareland,NULL,Wetland,Non_Water,Wetland,Cropland
696,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland
697,Bareland,NULL,Wetland,Water,NULL,Bareland
698,Bareland,NULL,Wetland,Water,NULL,Water
699,Bareland,NULL,Wetland,Water,Wetland,NULL
700,Bareland,NULL,Wetland,Water,Wetland,Grassland
701,Bareland,NULL,Wetland,Water,Wetland,Cropland
702,Bareland,NULL,Wetland,Water,Wetland,Wetland
703,Bareland,NULL,Wetland,Water,Wetland,Bareland
704,Bareland,NULL,Wetland,Water,Wetland,Built-up
705,Bareland,NULL,Wetland,Water,Wetland,Water
706,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
707,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
708,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
709,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
710,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
711,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
712,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
713,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL
714,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
715,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
716,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
717,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
718,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland
719,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
720,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
721,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
722,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
723,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL
724,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
725,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
726,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
727,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Built-up
728,Bareland,NULL,Bareland,Water,Non_Wetland,NULL
729,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
730,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
731,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland
732,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
733,Bareland,NULL,Bareland,Water,Non_Wetland,Built-up
734,Bareland,NULL,Bareland,Water,Non_Wetland,Water
735,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
736,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
737,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
738,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland
739,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
740,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
741,Bareland,NULL,Built-up,NULL,Non_Wetland,Water
742,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest
743,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Cropland
744,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Wetland
745,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
746,Bareland,NULL,Built-up,Water,Non_Wetland,Cropland
747,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
748,Bareland,NULL,Built-up,Water,Non_Wetland,Water
749,Bareland,NULL,Water,NULL,NULL,Bareland
750,Bareland,NULL,Water,NULL,Water,Bareland
751,Bareland,NULL,Water,Non_Water,Water,Bareland
752,Bareland,NULL,Water,Water,NULL,Bareland
753,Bareland,NULL,Water,Water,Water,Bareland
754,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
755,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
756,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
757,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
758,Bareland,NULL,Forest,NULL,Non_Wetland,Water
759,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL
760,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
761,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
762,Bareland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
763,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
764,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
765,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
766,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
767,Bareland,Cropland,Shrubland,Water,Non_Wetland,Bareland
768,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
769,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
770,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
771,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
772,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
773,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL
774,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
775,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
776,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL
777,Bareland,Cropland,Grassland,Water,Non_Wetland,Cropland
778,Bareland,Cropland,Grassland,Water,Non_Wetland,Bareland
779,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
780,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
781,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
782,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
783,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
784,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
785,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
786,Bareland,Cropland,Wetland,NULL,Wetland,Bareland
787,Bareland,Cropland,Wetland,Non_Water,Wetland,Bareland
788,Bareland,Cropland,Wetland,Water,Wetland,Bareland
789,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
790,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
791,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
792,Bareland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
793,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL
794,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
795,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
796,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
797,Bareland,Cropland,Bareland,NULL,Non_Wetland,Built-up
798,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
799,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
800,Bareland,Cropland,Bareland,Water,Non_Wetland,Grassland
801,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland
802,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL
803,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
804,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
805,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
806,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
807,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland
808,Bareland,Cropland,Built-up,Water,Non_Wetland,Bareland
809,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL
810,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
811,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
812,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland
813,Bareland,Wetland,Grassland,Water,Non_Wetland,Bareland
814,Bareland,Wetland,Wetland,Water,Wetland,Bareland
815,Bareland,Wetland,Bareland,Water,Non_Wetland,Bareland
816,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL
817,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland
818,Bareland,Bareland,NULL,NULL,Non_Wetland,Cropland
819,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
820,Bareland,Bareland,NULL,NULL,Non_Wetland,Water
821,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL
822,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland
823,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland
824,Bareland,Bareland,NULL,Water,Non_Wetland,Water
825,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL
826,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
827,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
828,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
829,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Built-up
830,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water
831,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
832,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water
833,Bareland,Bareland,Shrubland,Water,Non_Wetland,Grassland
834,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
835,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water
836,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL
837,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
838,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
