Value,AFRICA_2024_DynamicWorld_2024_38NLJ_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_38NLJ_M_R,AFRICA_2024_GLC_FCS30D_2022_38NLJ_M_R,AFRICA_2024_GSW_Yearly_2021_38NLJ_M_R,AFRICA_2024_GWL_FCS30D_2022_38NLJ_M_R,AFRICA_2024_WorldCover_2021_38NLJ_M_R
443,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up
444,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
445,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL
446,NULL,Forest,Shrubland,Water,Non_Wetland,NULL
447,NULL,Forest,Shrubland,Water,Non_Wetland,Grassland
448,NULL,Forest,Grassland,NULL,Non_Wetland,NULL
449,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
450,NULL,Forest,Grassland,NULL,Non_Wetland,Cropland
451,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland
452,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
453,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL
454,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland
455,NULL,Forest,Grassland,Water,Non_Wetland,NULL
456,NULL,Forest,Grassland,Water,Non_Wetland,Grassland
457,NULL,Forest,Cropland,NULL,Non_Wetland,NULL
458,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland
459,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland
460,NULL,Forest,Cropland,NULL,Non_Wetland,Forest
461,NULL,Forest,Wetland,NULL,Wetland,NULL
462,NULL,Forest,Wetland,NULL,Wetland,Forest
463,NULL,Forest,Wetland,Water,Wetland,NULL
464,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
465,NULL,Forest,Bareland,NULL,Non_Wetland,NULL
466,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
467,NULL,Forest,Bareland,NULL,Non_Wetland,Cropland
468,NULL,Forest,Bareland,NULL,Non_Wetland,Forest
469,NULL,Forest,Built-up,NULL,Non_Wetland,NULL
470,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland
471,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up
472,NULL,Forest,Water,NULL,Water,NULL
473,NULL,Forest,Water,NULL,Water,Grassland
474,NULL,Forest,Forest,NULL,Non_Wetland,NULL
475,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
476,NULL,Forest,Forest,NULL,Non_Wetland,Cropland
477,NULL,Forest,Forest,NULL,Non_Wetland,Wetland
478,NULL,Forest,Forest,NULL,Non_Wetland,Forest
479,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL
480,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
481,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
482,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
483,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
484,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
485,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
486,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
487,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
488,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
489,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
490,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
491,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
492,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
493,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
494,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
495,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
496,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
497,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
498,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
499,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
500,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
501,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
502,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
503,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
504,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
505,Water,NULL,NULL,NULL,Non_Wetland,NULL
506,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
507,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
508,Water,NULL,Grassland,NULL,Non_Wetland,NULL
509,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
510,Water,Forest,NULL,NULL,Non_Wetland,NULL
511,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
512,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
513,Water,Forest,Grassland,NULL,Non_Wetland,NULL
514,Water,Forest,Cropland,NULL,Non_Wetland,NULL
515,Water,Forest,Built-up,NULL,Non_Wetland,NULL
516,Forest,NULL,NULL,NULL,Non_Wetland,NULL
517,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
518,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
519,Forest,NULL,Forest,NULL,Non_Wetland,NULL
520,Forest,Forest,NULL,NULL,Non_Wetland,NULL
521,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
522,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
523,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
524,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
525,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
526,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
527,Forest,Forest,Forest,NULL,Non_Wetland,NULL
