Value,AFRICA_2024_DynamicWorld_2024_37PFL_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PFL_M_R,AFRICA_2024_GLC_FCS30D_2022_37PFL_M_R,AFRICA_2024_GSW_Yearly_2021_37PFL_M_R,AFRICA_2024_GWL_FCS30D_2022_37PFL_M_R,AFRICA_2024_WorldCover_2021_37PFL_M_R
426,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland
427,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland
428,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland
429,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest
430,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL
431,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland
432,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland
433,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland
434,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest
435,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL
436,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
437,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
438,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland
439,Grassland,NULL,Wetland,NULL,Wetland,NULL
440,Grassland,NULL,Wetland,NULL,Wetland,Grassland
441,Grassland,NULL,Wetland,NULL,Wetland,Cropland
442,Grassland,NULL,Wetland,NULL,Wetland,Wetland
443,Grassland,NULL,Wetland,NULL,Wetland,Forest
444,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland
445,Grassland,NULL,Wetland,Water,Wetland,Cropland
446,Grassland,NULL,Wetland,Water,Wetland,Wetland
447,Grassland,NULL,Wetland,Water,Wetland,Water
448,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
449,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
450,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
451,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL
452,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland
453,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland
454,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland
455,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland
456,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland
457,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL
458,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland
459,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland
460,Grassland,NULL,Water,NULL,Water,Wetland
461,Grassland,NULL,Water,Water,Water,Wetland
462,Grassland,NULL,Water,Water,Water,Water
463,Grassland,NULL,Forest,NULL,Non_Wetland,NULL
464,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
465,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland
466,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland
467,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
468,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland
469,Grassland,NULL,Forest,Water,Non_Wetland,Wetland
470,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL
471,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland
472,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland
473,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland
474,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest
475,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL
476,Grassland,Cropland,NULL,Water,Non_Wetland,Wetland
477,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL
478,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
479,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
480,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
481,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest
482,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL
483,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
484,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland
485,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland
486,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL
487,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
488,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
489,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland
490,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up
491,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest
492,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
493,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
494,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
495,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
496,Grassland,Cropland,Cropland,Water,Non_Wetland,Cropland
497,Grassland,Cropland,Cropland,Water,Non_Wetland,Wetland
498,Grassland,Cropland,Wetland,NULL,Wetland,NULL
499,Grassland,Cropland,Wetland,NULL,Wetland,Grassland
500,Grassland,Cropland,Wetland,NULL,Wetland,Cropland
501,Grassland,Cropland,Wetland,NULL,Wetland,Wetland
502,Grassland,Cropland,Wetland,NULL,Wetland,Forest
503,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland
504,Grassland,Cropland,Wetland,Water,Wetland,Wetland
505,Grassland,Cropland,Wetland,Water,Wetland,Water
506,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL
507,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland
508,Grassland,Cropland,Bareland,NULL,Non_Wetland,Cropland
509,Grassland,Cropland,Bareland,NULL,Non_Wetland,Wetland
510,Grassland,Cropland,Bareland,Water,Non_Wetland,Cropland
511,Grassland,Cropland,Bareland,Water,Non_Wetland,Wetland
512,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL
513,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland
514,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland
515,Grassland,Cropland,Water,NULL,Water,Wetland
516,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL
517,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
518,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland
519,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland
520,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
521,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL
522,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland
523,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
524,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL
525,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland
526,Grassland,Wetland,Grassland,NULL,Non_Wetland,Forest
527,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL
528,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland
529,Grassland,Wetland,Cropland,NULL,Non_Wetland,Cropland
530,Grassland,Wetland,Cropland,NULL,Non_Wetland,Wetland
531,Grassland,Wetland,Cropland,NULL,Non_Wetland,Forest
532,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
533,Grassland,Wetland,Cropland,Water,Non_Wetland,Wetland
534,Grassland,Wetland,Wetland,NULL,Wetland,NULL
535,Grassland,Wetland,Wetland,NULL,Wetland,Cropland
536,Grassland,Wetland,Wetland,NULL,Wetland,Wetland
537,Grassland,Wetland,Wetland,NULL,Wetland,Forest
538,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland
539,Grassland,Wetland,Wetland,Water,Wetland,Wetland
540,Grassland,Wetland,Wetland,Water,Wetland,Water
541,Grassland,Wetland,Bareland,NULL,Non_Wetland,NULL
542,Grassland,Wetland,Water,NULL,Water,Wetland
543,Grassland,Wetland,Water,Water,Water,Wetland
544,Grassland,Wetland,Water,Water,Water,Water
545,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL
546,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland
547,Grassland,Wetland,Forest,NULL,Non_Wetland,Cropland
548,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland
549,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest
550,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland
551,Grassland,Bareland,Grassland,NULL,Non_Wetland,Grassland
552,Grassland,Bareland,Grassland,NULL,Non_Wetland,Cropland
553,Grassland,Built-up,NULL,NULL,Non_Wetland,Cropland
554,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL
555,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland
556,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL
557,Grassland,Water,Cropland,NULL,Non_Wetland,Wetland
558,Grassland,Water,Wetland,NULL,Wetland,NULL
559,Grassland,Water,Wetland,NULL,Wetland,Wetland
560,Grassland,Water,Wetland,Water,Wetland,Wetland
561,Grassland,Water,Wetland,Water,Wetland,Water
562,Grassland,Water,Forest,NULL,Non_Wetland,Wetland
563,Grassland,Forest,NULL,NULL,Non_Wetland,NULL
564,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
565,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland
566,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland
567,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
568,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
569,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
570,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL
571,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
572,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland
573,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland
574,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest
575,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL
576,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
577,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland
578,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland
579,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
580,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL
581,Grassland,Forest,Cropland,Water,Non_Wetland,NULL
582,Grassland,Forest,Wetland,NULL,Wetland,NULL
583,Grassland,Forest,Wetland,NULL,Wetland,Grassland
584,Grassland,Forest,Wetland,NULL,Wetland,Cropland
585,Grassland,Forest,Wetland,NULL,Wetland,Wetland
586,Grassland,Forest,Wetland,NULL,Wetland,Forest
587,Grassland,Forest,Wetland,Non_Water,Wetland,NULL
588,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland
589,Grassland,Forest,Wetland,Water,Wetland,NULL
590,Grassland,Forest,Wetland,Water,Wetland,Wetland
591,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL
592,Grassland,Forest,Bareland,NULL,Non_Wetland,Cropland
593,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland
594,Grassland,Forest,Water,NULL,Water,Wetland
595,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
596,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
597,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
598,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland
599,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
600,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
601,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
602,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
603,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland
604,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
605,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up
606,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
607,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL
608,Cropland,NULL,NULL,Non_Water,Non_Wetland,Wetland
609,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
610,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
611,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
612,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
613,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
614,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
615,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
616,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
617,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
618,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
619,Cropland,NULL,Shrubland,Water,Non_Wetland,Cropland
620,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
621,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
622,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
623,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland
624,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
625,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
626,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
627,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL
628,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
629,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
630,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
631,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
632,Cropland,NULL,Grassland,Water,Non_Wetland,NULL
633,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland
634,Cropland,NULL,Grassland,Water,Non_Wetland,Cropland
635,Cropland,NULL,Grassland,Water,Non_Wetland,Wetland
636,Cropland,NULL,Grassland,Water,Non_Wetland,Bareland
637,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
638,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
639,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
640,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland
641,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
642,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
643,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
644,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL
645,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
646,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
647,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
648,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest
649,Cropland,NULL,Cropland,Water,Non_Wetland,NULL
650,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland
651,Cropland,NULL,Cropland,Water,Non_Wetland,Cropland
652,Cropland,NULL,Cropland,Water,Non_Wetland,Wetland
653,Cropland,NULL,Wetland,NULL,Wetland,NULL
654,Cropland,NULL,Wetland,NULL,Wetland,Grassland
655,Cropland,NULL,Wetland,NULL,Wetland,Cropland
656,Cropland,NULL,Wetland,NULL,Wetland,Wetland
657,Cropland,NULL,Wetland,NULL,Wetland,Bareland
658,Cropland,NULL,Wetland,NULL,Wetland,Water
659,Cropland,NULL,Wetland,NULL,Wetland,Forest
660,Cropland,NULL,Wetland,Non_Water,Wetland,NULL
661,Cropland,NULL,Wetland,Non_Water,Wetland,Cropland
662,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland
663,Cropland,NULL,Wetland,Non_Water,Wetland,Forest
664,Cropland,NULL,Wetland,Water,Wetland,NULL
665,Cropland,NULL,Wetland,Water,Wetland,Grassland
666,Cropland,NULL,Wetland,Water,Wetland,Wetland
667,Cropland,NULL,Wetland,Water,Wetland,Bareland
668,Cropland,NULL,Wetland,Water,Wetland,Water
669,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
670,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
671,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
672,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
673,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
674,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
675,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
676,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland
677,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
678,Cropland,NULL,Bareland,NULL,Non_Wetland,Built-up
679,Cropland,NULL,Bareland,NULL,Non_Wetland,Water
680,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
681,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL
682,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
683,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
684,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
685,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
686,Cropland,NULL,Bareland,Water,Non_Wetland,NULL
687,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
688,Cropland,NULL,Bareland,Water,Non_Wetland,Cropland
689,Cropland,NULL,Bareland,Water,Non_Wetland,Wetland
690,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland
691,Cropland,NULL,Bareland,Water,Non_Wetland,Water
692,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
693,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
694,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
695,Cropland,NULL,Built-up,NULL,Non_Wetland,Wetland
696,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
697,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
698,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
699,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL
700,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Wetland
701,Cropland,NULL,Water,NULL,Water,NULL
702,Cropland,NULL,Water,NULL,Water,Grassland
703,Cropland,NULL,Water,NULL,Water,Cropland
704,Cropland,NULL,Water,NULL,Water,Wetland
705,Cropland,NULL,Water,NULL,Water,Bareland
706,Cropland,NULL,Water,NULL,Water,Forest
707,Cropland,NULL,Water,Non_Water,Water,Cropland
708,Cropland,NULL,Water,Non_Water,Water,Wetland
709,Cropland,NULL,Water,Water,Water,Grassland
710,Cropland,NULL,Water,Water,Water,Cropland
711,Cropland,NULL,Water,Water,Water,Wetland
712,Cropland,NULL,Water,Water,Water,Bareland
713,Cropland,NULL,Water,Water,Water,Water
714,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
715,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
716,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
717,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
718,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
719,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
720,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL
721,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
722,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland
723,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland
724,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
725,Cropland,NULL,Forest,Water,Non_Wetland,NULL
726,Cropland,NULL,Forest,Water,Non_Wetland,Grassland
727,Cropland,NULL,Forest,Water,Non_Wetland,Wetland
728,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
729,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
730,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
731,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland
732,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
733,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up
734,Cropland,Cropland,NULL,NULL,Non_Wetland,Water
735,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
736,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
737,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
738,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Wetland
739,Cropland,Cropland,NULL,Water,Non_Wetland,NULL
740,Cropland,Cropland,NULL,Water,Non_Wetland,Cropland
741,Cropland,Cropland,NULL,Water,Non_Wetland,Wetland
742,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
743,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
744,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
745,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
746,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
747,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
748,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water
749,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
750,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
751,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
752,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
753,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
754,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
755,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
756,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
757,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland
758,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
759,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
760,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
761,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL
762,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
763,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
764,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
765,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
766,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL
767,Cropland,Cropland,Grassland,Water,Non_Wetland,Grassland
768,Cropland,Cropland,Grassland,Water,Non_Wetland,Cropland
769,Cropland,Cropland,Grassland,Water,Non_Wetland,Wetland
770,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
771,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
772,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
773,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
774,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
775,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
776,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water
777,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
778,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
779,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
780,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
781,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
782,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
783,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL
784,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland
785,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
786,Cropland,Cropland,Cropland,Water,Non_Wetland,Wetland
787,Cropland,Cropland,Cropland,Water,Non_Wetland,Water
788,Cropland,Cropland,Wetland,NULL,Wetland,NULL
789,Cropland,Cropland,Wetland,NULL,Wetland,Grassland
790,Cropland,Cropland,Wetland,NULL,Wetland,Cropland
791,Cropland,Cropland,Wetland,NULL,Wetland,Wetland
792,Cropland,Cropland,Wetland,NULL,Wetland,Bareland
793,Cropland,Cropland,Wetland,NULL,Wetland,Water
794,Cropland,Cropland,Wetland,NULL,Wetland,Forest
795,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL
796,Cropland,Cropland,Wetland,Non_Water,Wetland,Cropland
797,Cropland,Cropland,Wetland,Non_Water,Wetland,Wetland
798,Cropland,Cropland,Wetland,Water,Wetland,NULL
799,Cropland,Cropland,Wetland,Water,Wetland,Cropland
800,Cropland,Cropland,Wetland,Water,Wetland,Wetland
801,Cropland,Cropland,Wetland,Water,Wetland,Water
802,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
803,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
804,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
805,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
806,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
807,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
808,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
809,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
810,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
811,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
812,Cropland,Cropland,Bareland,NULL,Non_Wetland,Wetland
813,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
814,Cropland,Cropland,Bareland,NULL,Non_Wetland,Built-up
815,Cropland,Cropland,Bareland,NULL,Non_Wetland,Water
816,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
817,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL
818,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
819,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
820,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
821,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
822,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Water
823,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL
824,Cropland,Cropland,Bareland,Water,Non_Wetland,Grassland
825,Cropland,Cropland,Bareland,Water,Non_Wetland,Cropland
826,Cropland,Cropland,Bareland,Water,Non_Wetland,Wetland
827,Cropland,Cropland,Bareland,Water,Non_Wetland,Bareland
828,Cropland,Cropland,Bareland,Water,Non_Wetland,Water
829,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
830,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
831,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
832,Cropland,Cropland,Built-up,NULL,Non_Wetland,Wetland
833,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
834,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
835,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
836,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
837,Cropland,Cropland,Water,NULL,Water,Cropland
838,Cropland,Cropland,Water,NULL,Water,Wetland
839,Cropland,Cropland,Water,Non_Water,Water,Cropland
840,Cropland,Cropland,Water,Non_Water,Water,Wetland
841,Cropland,Cropland,Water,Non_Water,Water,Forest
842,Cropland,Cropland,Water,Water,Water,Cropland
843,Cropland,Cropland,Water,Water,Water,Wetland
844,Cropland,Cropland,Water,Water,Water,Bareland
845,Cropland,Cropland,Water,Water,Water,Water
846,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
847,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
848,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
849,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
850,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
