Value,AFRICA_2024_DynamicWorld_2024_37PBK_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PBK_M_R,AFRICA_2024_GLC_FCS30D_2022_37PBK_M_R,AFRICA_2024_GSW_Yearly_2021_37PBK_M_R,AFRICA_2024_GWL_FCS30D_2022_37PBK_M_R,AFRICA_2024_WorldCover_2021_37PBK_M_R
424,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL
425,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
426,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
427,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
428,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
429,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
430,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest
431,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
432,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
433,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
434,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
435,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
436,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland
437,Grassland,Cropland,Shrubland,Water,Non_Wetland,Cropland
438,Grassland,Cropland,Shrubland,Water,Non_Wetland,Wetland
439,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
440,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland
441,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL
442,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
443,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
444,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland
445,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland
446,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up
447,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest
448,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
449,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
450,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland
451,Grassland,Cropland,Cropland,Water,Non_Wetland,Cropland
452,Grassland,Cropland,Wetland,NULL,Wetland,Grassland
453,Grassland,Cropland,Wetland,NULL,Wetland,Cropland
454,Grassland,Cropland,Wetland,NULL,Wetland,Wetland
455,Grassland,Cropland,Wetland,NULL,Wetland,Water
456,Grassland,Cropland,Wetland,NULL,Wetland,Forest
457,Grassland,Cropland,Wetland,Non_Water,Wetland,Cropland
458,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland
459,Grassland,Cropland,Wetland,Water,Wetland,Cropland
460,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
461,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL
462,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland
463,Grassland,Cropland,Bareland,NULL,Non_Wetland,Cropland
464,Grassland,Cropland,Bareland,NULL,Non_Wetland,Wetland
465,Grassland,Cropland,Bareland,NULL,Non_Wetland,Forest
466,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
467,Grassland,Cropland,Bareland,Water,Non_Wetland,Grassland
468,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland
469,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland
470,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up
471,Grassland,Cropland,Built-up,NULL,Non_Wetland,Forest
472,Grassland,Cropland,Water,Water,Water,Cropland
473,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL
474,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
475,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland
476,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland
477,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland
478,Grassland,Cropland,Forest,NULL,Non_Wetland,Built-up
479,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
480,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL
481,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
482,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
483,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
484,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Forest
485,Grassland,Cropland,Forest,Water,Non_Wetland,Grassland
486,Grassland,Cropland,Forest,Water,Non_Wetland,Cropland
487,Grassland,Cropland,Forest,Water,Non_Wetland,Wetland
488,Grassland,Cropland,Forest,Water,Non_Wetland,Forest
489,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland
490,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
491,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
492,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Forest
493,Grassland,Wetland,Cropland,NULL,Non_Wetland,Forest
494,Grassland,Wetland,Wetland,NULL,Wetland,Wetland
495,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland
496,Grassland,Wetland,Wetland,Water,Wetland,Wetland
497,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland
498,Grassland,Wetland,Forest,NULL,Non_Wetland,Cropland
499,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland
500,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest
501,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL
502,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland
503,Grassland,Built-up,NULL,NULL,Non_Wetland,Cropland
504,Grassland,Built-up,NULL,NULL,Non_Wetland,Forest
505,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
506,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
507,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
508,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland
509,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL
510,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland
511,Grassland,Built-up,Cropland,NULL,Non_Wetland,Cropland
512,Grassland,Built-up,Built-up,NULL,Non_Wetland,Cropland
513,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL
514,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland
515,Grassland,Built-up,Forest,NULL,Non_Wetland,Cropland
516,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up
517,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest
518,Grassland,Water,NULL,NULL,Non_Wetland,NULL
519,Grassland,Water,NULL,NULL,Non_Wetland,Grassland
520,Grassland,Water,NULL,NULL,Non_Wetland,Cropland
521,Grassland,Water,NULL,NULL,Non_Wetland,Forest
522,Grassland,Water,NULL,Water,Non_Wetland,Grassland
523,Grassland,Water,NULL,Water,Non_Wetland,Cropland
524,Grassland,Water,NULL,Water,Non_Wetland,Forest
525,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL
526,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland
527,Grassland,Water,Shrubland,NULL,Non_Wetland,Cropland
528,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland
529,Grassland,Water,Shrubland,NULL,Non_Wetland,Forest
530,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Cropland
531,Grassland,Water,Shrubland,Water,Non_Wetland,Grassland
532,Grassland,Water,Shrubland,Water,Non_Wetland,Cropland
533,Grassland,Water,Shrubland,Water,Non_Wetland,Wetland
534,Grassland,Water,Cropland,NULL,Non_Wetland,NULL
535,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland
536,Grassland,Water,Cropland,NULL,Non_Wetland,Cropland
537,Grassland,Water,Cropland,NULL,Non_Wetland,Wetland
538,Grassland,Water,Cropland,NULL,Non_Wetland,Forest
539,Grassland,Water,Cropland,Non_Water,Non_Wetland,Cropland
540,Grassland,Water,Cropland,Water,Non_Wetland,Grassland
541,Grassland,Water,Cropland,Water,Non_Wetland,Cropland
542,Grassland,Water,Wetland,NULL,Wetland,Cropland
543,Grassland,Water,Wetland,NULL,Wetland,Wetland
544,Grassland,Water,Wetland,NULL,Wetland,Forest
545,Grassland,Water,Wetland,Non_Water,Wetland,Cropland
546,Grassland,Water,Wetland,Water,Wetland,Cropland
547,Grassland,Water,Wetland,Water,Wetland,Wetland
548,Grassland,Water,Wetland,Water,Wetland,Water
549,Grassland,Water,Bareland,NULL,Non_Wetland,NULL
550,Grassland,Water,Bareland,NULL,Non_Wetland,Grassland
551,Grassland,Water,Bareland,NULL,Non_Wetland,Cropland
552,Grassland,Water,Bareland,NULL,Non_Wetland,Forest
553,Grassland,Water,Bareland,Water,Non_Wetland,Cropland
554,Grassland,Water,Built-up,NULL,Non_Wetland,Grassland
555,Grassland,Water,Built-up,NULL,Non_Wetland,Cropland
556,Grassland,Water,Built-up,NULL,Non_Wetland,Forest
557,Grassland,Water,Water,Water,Water,Cropland
558,Grassland,Water,Water,Water,Water,Water
559,Grassland,Water,Forest,NULL,Non_Wetland,NULL
560,Grassland,Water,Forest,NULL,Non_Wetland,Grassland
561,Grassland,Water,Forest,NULL,Non_Wetland,Cropland
562,Grassland,Water,Forest,NULL,Non_Wetland,Wetland
563,Grassland,Water,Forest,NULL,Non_Wetland,Forest
564,Grassland,Water,Forest,Non_Water,Non_Wetland,Cropland
565,Grassland,Water,Forest,Non_Water,Non_Wetland,Wetland
566,Grassland,Water,Forest,Water,Non_Wetland,Grassland
567,Grassland,Water,Forest,Water,Non_Wetland,Cropland
568,Grassland,Water,Forest,Water,Non_Wetland,Wetland
569,Grassland,Water,Forest,Water,Non_Wetland,Water
570,Grassland,Water,Forest,Water,Non_Wetland,Forest
571,Grassland,Forest,NULL,NULL,Non_Wetland,NULL
572,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
573,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland
574,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland
575,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
576,Grassland,Forest,NULL,Water,Non_Wetland,Cropland
577,Grassland,Forest,NULL,Water,Non_Wetland,Wetland
578,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
579,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
580,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland
581,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland
582,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
583,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL
584,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
585,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
586,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
587,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL
588,Grassland,Forest,Shrubland,Water,Non_Wetland,Grassland
589,Grassland,Forest,Shrubland,Water,Non_Wetland,Cropland
590,Grassland,Forest,Shrubland,Water,Non_Wetland,Wetland
591,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL
592,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
593,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland
594,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
595,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Forest
596,Grassland,Forest,Cropland,Water,Non_Wetland,Cropland
597,Grassland,Forest,Wetland,NULL,Wetland,NULL
598,Grassland,Forest,Wetland,NULL,Wetland,Grassland
599,Grassland,Forest,Wetland,NULL,Wetland,Wetland
600,Grassland,Forest,Wetland,NULL,Wetland,Forest
601,Grassland,Forest,Wetland,Non_Water,Wetland,Forest
602,Grassland,Forest,Wetland,Water,Wetland,Cropland
603,Grassland,Forest,Bareland,NULL,Non_Wetland,Cropland
604,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland
605,Grassland,Forest,Bareland,NULL,Non_Wetland,Forest
606,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
607,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
608,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
609,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland
610,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
611,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL
612,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland
613,Grassland,Forest,Forest,Non_Water,Non_Wetland,Cropland
614,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland
615,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest
616,Grassland,Forest,Forest,Water,Non_Wetland,NULL
617,Grassland,Forest,Forest,Water,Non_Wetland,Grassland
618,Grassland,Forest,Forest,Water,Non_Wetland,Cropland
619,Grassland,Forest,Forest,Water,Non_Wetland,Wetland
620,Grassland,Forest,Forest,Water,Non_Wetland,Forest
621,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
622,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
623,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
624,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland
625,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
626,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up
627,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
628,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland
629,Cropland,NULL,NULL,Non_Water,Non_Wetland,Cropland
630,Cropland,NULL,NULL,Non_Water,Non_Wetland,Wetland
631,Cropland,NULL,NULL,Water,Non_Wetland,Grassland
632,Cropland,NULL,NULL,Water,Non_Wetland,Cropland
633,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
634,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
635,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
636,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
637,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
638,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
639,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
640,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
641,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
642,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
643,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
644,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
645,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
646,Cropland,NULL,Shrubland,Water,Non_Wetland,Cropland
647,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
648,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
649,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
650,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
651,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
652,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland
653,Cropland,NULL,Grassland,Water,Non_Wetland,Cropland
654,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
655,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
656,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
657,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland
658,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
659,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
660,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
661,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
662,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland
663,Cropland,NULL,Cropland,Water,Non_Wetland,Cropland
664,Cropland,NULL,Wetland,NULL,Wetland,Cropland
665,Cropland,NULL,Wetland,NULL,Wetland,Wetland
666,Cropland,NULL,Wetland,NULL,Wetland,Bareland
667,Cropland,NULL,Wetland,NULL,Wetland,Forest
668,Cropland,NULL,Wetland,Non_Water,Wetland,Cropland
669,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland
670,Cropland,NULL,Wetland,Water,Wetland,Cropland
671,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
672,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
673,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
674,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
675,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
676,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
677,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
678,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
679,Cropland,NULL,Bareland,Water,Non_Wetland,Cropland
680,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland
681,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
682,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
683,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
684,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
685,Cropland,NULL,Water,Water,Water,Grassland
686,Cropland,NULL,Water,Water,Water,Cropland
687,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
688,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
689,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
690,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
691,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
692,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
693,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
694,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL
695,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
696,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland
697,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland
698,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
699,Cropland,NULL,Forest,Water,Non_Wetland,Grassland
700,Cropland,NULL,Forest,Water,Non_Wetland,Cropland
701,Cropland,NULL,Forest,Water,Non_Wetland,Wetland
702,Cropland,NULL,Forest,Water,Non_Wetland,Forest
703,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
704,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
705,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
706,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland
707,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
708,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up
709,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
710,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL
711,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
712,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
713,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Forest
714,Cropland,Cropland,NULL,Water,Non_Wetland,NULL
715,Cropland,Cropland,NULL,Water,Non_Wetland,Grassland
716,Cropland,Cropland,NULL,Water,Non_Wetland,Cropland
717,Cropland,Cropland,NULL,Water,Non_Wetland,Wetland
718,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
719,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
720,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
721,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
722,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
723,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
724,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
725,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
726,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
727,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
728,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
729,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
730,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
731,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland
732,Cropland,Cropland,Shrubland,Water,Non_Wetland,Wetland
733,Cropland,Cropland,Shrubland,Water,Non_Wetland,Bareland
734,Cropland,Cropland,Shrubland,Water,Non_Wetland,Forest
735,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
736,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
737,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
738,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
739,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
740,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
741,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
742,Cropland,Cropland,Grassland,Water,Non_Wetland,Grassland
743,Cropland,Cropland,Grassland,Water,Non_Wetland,Cropland
744,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
745,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
746,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
747,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
748,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
749,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
750,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
751,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
752,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
753,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
754,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
755,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland
756,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
757,Cropland,Cropland,Cropland,Water,Non_Wetland,Wetland
758,Cropland,Cropland,Wetland,NULL,Wetland,Grassland
759,Cropland,Cropland,Wetland,NULL,Wetland,Cropland
760,Cropland,Cropland,Wetland,NULL,Wetland,Wetland
761,Cropland,Cropland,Wetland,NULL,Wetland,Forest
762,Cropland,Cropland,Wetland,Non_Water,Wetland,Cropland
763,Cropland,Cropland,Wetland,Water,Wetland,Grassland
764,Cropland,Cropland,Wetland,Water,Wetland,Cropland
765,Cropland,Cropland,Wetland,Water,Wetland,Wetland
766,Cropland,Cropland,Wetland,Water,Wetland,Bareland
767,Cropland,Cropland,Wetland,Water,Wetland,Water
768,Cropland,Cropland,Wetland,Water,Wetland,Forest
769,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
770,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
771,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
772,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
773,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
774,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
775,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
776,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
777,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
778,Cropland,Cropland,Bareland,NULL,Non_Wetland,Wetland
779,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
780,Cropland,Cropland,Bareland,NULL,Non_Wetland,Built-up
781,Cropland,Cropland,Bareland,NULL,Non_Wetland,Water
782,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
783,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
784,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
785,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
786,Cropland,Cropland,Bareland,Water,Non_Wetland,Grassland
787,Cropland,Cropland,Bareland,Water,Non_Wetland,Cropland
788,Cropland,Cropland,Bareland,Water,Non_Wetland,Wetland
789,Cropland,Cropland,Bareland,Water,Non_Wetland,Bareland
790,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
791,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
792,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
793,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
794,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
795,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
796,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
797,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Built-up
798,Cropland,Cropland,Built-up,Water,Non_Wetland,Grassland
799,Cropland,Cropland,Built-up,Water,Non_Wetland,Cropland
800,Cropland,Cropland,Water,NULL,Water,Cropland
801,Cropland,Cropland,Water,Water,Water,Grassland
802,Cropland,Cropland,Water,Water,Water,Cropland
803,Cropland,Cropland,Water,Water,Water,Wetland
804,Cropland,Cropland,Water,Water,Water,Water
805,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
806,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
807,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
808,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
809,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
810,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
811,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
812,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL
813,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
814,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
815,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
816,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Built-up
817,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
818,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland
819,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland
820,Cropland,Cropland,Forest,Water,Non_Wetland,Wetland
821,Cropland,Cropland,Forest,Water,Non_Wetland,Forest
822,Cropland,Wetland,NULL,Non_Water,Non_Wetland,Cropland
823,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
824,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
825,Cropland,Wetland,Shrubland,Water,Non_Wetland,Cropland
826,Cropland,Wetland,Wetland,NULL,Wetland,Wetland
827,Cropland,Wetland,Wetland,NULL,Wetland,Forest
828,Cropland,Wetland,Forest,NULL,Non_Wetland,Wetland
829,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest
830,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Cropland
831,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Forest
832,Cropland,Wetland,Forest,Water,Non_Wetland,Cropland
833,Cropland,Bareland,NULL,NULL,Non_Wetland,Cropland
834,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
835,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland
836,Cropland,Bareland,Cropland,NULL,Non_Wetland,Forest
837,Cropland,Bareland,Forest,NULL,Non_Wetland,Forest
838,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL
839,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
840,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
841,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up
842,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
843,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
844,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
