Value,AFRICA_2024_DynamicWorld_2024_37NDE_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NDE_M_R,AFRICA_2024_GLC_FCS30D_2022_37NDE_M_R,AFRICA_2024_GSW_Yearly_2021_37NDE_M_R,AFRICA_2024_GWL_FCS30D_2022_37NDE_M_R,AFRICA_2024_WorldCover_2021_37NDE_M_R
419,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
420,Cropland,Cropland,Bareland,Water,Non_Wetland,Grassland
421,Cropland,Cropland,Bareland,Water,Non_Wetland,Cropland
422,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
423,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
424,Cropland,Cropland,Water,NULL,Water,Grassland
425,Cropland,Cropland,Water,Non_Water,Water,Grassland
426,Cropland,Cropland,Water,Water,Water,Grassland
427,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
428,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
429,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
430,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
431,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
432,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland
433,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL
434,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
435,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL
436,Cropland,Wetland,Cropland,NULL,Non_Wetland,Grassland
437,Cropland,Wetland,Cropland,NULL,Non_Wetland,Cropland
438,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
439,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
440,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
441,Cropland,Bareland,Bareland,Water,Non_Wetland,Water
442,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL
443,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
444,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
445,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
446,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
447,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
448,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
449,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
450,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
451,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
452,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
453,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
454,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
455,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
456,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
457,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
458,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
459,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
460,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
461,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
462,Cropland,Water,Cropland,NULL,Non_Wetland,NULL
463,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
464,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
465,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
466,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
467,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland
468,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
469,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
470,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
471,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
472,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland
473,Cropland,Forest,Shrubland,NULL,Non_Wetland,Built-up
474,Cropland,Forest,Shrubland,NULL,Non_Wetland,Water
475,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
476,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
477,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
478,Cropland,Forest,Shrubland,Water,Non_Wetland,Grassland
479,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
480,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
481,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
482,Cropland,Forest,Grassland,NULL,Non_Wetland,Water
483,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
484,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
485,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
486,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland
487,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
488,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL
489,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
490,Cropland,Forest,Bareland,NULL,Non_Wetland,Cropland
491,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Grassland
492,Cropland,Forest,Bareland,Water,Non_Wetland,Grassland
493,Cropland,Forest,Bareland,Water,Non_Wetland,Water
494,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL
495,Cropland,Forest,Water,NULL,Water,Grassland
496,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
497,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
498,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
499,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
500,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
501,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland
502,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
503,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
504,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL
505,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
506,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
507,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL
508,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland
509,Wetland,Wetland,Cropland,NULL,Non_Wetland,Cropland
510,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL
511,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland
512,Wetland,Wetland,Bareland,NULL,Non_Wetland,Forest
513,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL
514,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
515,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
516,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
517,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
518,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL
519,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland
520,Wetland,Forest,Bareland,NULL,Non_Wetland,NULL
521,Wetland,Forest,Bareland,NULL,Non_Wetland,Grassland
522,Wetland,Forest,Bareland,NULL,Non_Wetland,Forest
523,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
524,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
525,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
526,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
527,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
528,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
529,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
530,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
531,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
532,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
533,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
534,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
535,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
536,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
537,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
538,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland
539,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
540,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
541,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
542,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
543,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
544,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
545,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
546,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
547,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
548,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
549,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland
550,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
551,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
552,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
553,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
554,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
555,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
556,Bareland,NULL,Cropland,Water,Non_Wetland,Water
557,Bareland,NULL,Wetland,Water,Wetland,Bareland
558,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
559,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
560,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
561,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
562,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
563,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
564,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
565,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
566,Bareland,NULL,Bareland,Water,Non_Wetland,Water
567,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
568,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
569,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
570,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
571,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
572,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
573,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
574,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
575,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
576,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
577,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
578,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
579,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
580,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
581,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
582,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
583,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL
584,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
585,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
586,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
587,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL
588,Bareland,Wetland,Bareland,NULL,Non_Wetland,Grassland
589,Bareland,Wetland,Bareland,NULL,Non_Wetland,Forest
590,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland
591,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL
592,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
593,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
594,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water
595,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
596,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
597,Bareland,Bareland,Wetland,Water,Wetland,Water
598,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
599,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
600,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL
601,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
602,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
603,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
604,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
605,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
606,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
607,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland
608,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland
609,Bareland,Water,NULL,NULL,Non_Wetland,NULL
610,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL
611,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
612,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland
613,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
614,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
615,Bareland,Water,Shrubland,Water,Non_Wetland,Cropland
616,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
617,Bareland,Water,Grassland,NULL,Non_Wetland,Cropland
618,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
619,Bareland,Water,Grassland,NULL,Non_Wetland,Water
620,Bareland,Water,Grassland,Water,Non_Wetland,Cropland
621,Bareland,Water,Cropland,NULL,Non_Wetland,NULL
622,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
623,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
624,Bareland,Water,Wetland,Water,Wetland,Water
625,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
626,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
627,Bareland,Water,Bareland,NULL,Non_Wetland,Water
628,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
629,Bareland,Water,Bareland,Water,Non_Wetland,Water
630,Bareland,Water,Forest,NULL,Non_Wetland,NULL
631,Bareland,Water,Forest,NULL,Non_Wetland,Forest
632,Bareland,Forest,NULL,NULL,Non_Wetland,NULL
633,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland
634,Bareland,Forest,NULL,NULL,Non_Wetland,Forest
635,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
636,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
637,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest
638,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL
639,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
640,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest
641,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL
642,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
643,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland
644,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
645,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL
646,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland
647,Bareland,Forest,Bareland,Water,Non_Wetland,Water
648,Bareland,Forest,Forest,NULL,Non_Wetland,NULL
649,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
650,Bareland,Forest,Forest,NULL,Non_Wetland,Cropland
651,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
652,Water,NULL,NULL,NULL,Non_Wetland,NULL
653,Water,NULL,NULL,NULL,Non_Wetland,Grassland
654,Water,NULL,NULL,NULL,Non_Wetland,Forest
655,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
656,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
657,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
658,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
659,Water,NULL,Shrubland,NULL,Non_Wetland,Water
660,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
661,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
662,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
663,Water,NULL,Shrubland,Water,Non_Wetland,NULL
664,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
665,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
666,Water,NULL,Shrubland,Water,Non_Wetland,Water
667,Water,NULL,Grassland,NULL,Non_Wetland,NULL
668,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
669,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
670,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
671,Water,NULL,Grassland,NULL,Non_Wetland,Water
672,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
673,Water,NULL,Grassland,Water,Non_Wetland,NULL
674,Water,NULL,Grassland,Water,Non_Wetland,Grassland
675,Water,NULL,Grassland,Water,Non_Wetland,Cropland
676,Water,NULL,Grassland,Water,Non_Wetland,Bareland
677,Water,NULL,Grassland,Water,Non_Wetland,Water
678,Water,NULL,Cropland,NULL,Non_Wetland,NULL
679,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
680,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
681,Water,NULL,Cropland,NULL,Non_Wetland,Forest
682,Water,NULL,Cropland,Water,Non_Wetland,Grassland
683,Water,NULL,Cropland,Water,Non_Wetland,Cropland
684,Water,NULL,Cropland,Water,Non_Wetland,Bareland
685,Water,NULL,Wetland,NULL,Wetland,NULL
686,Water,NULL,Wetland,Water,Wetland,Grassland
687,Water,NULL,Wetland,Water,Wetland,Bareland
688,Water,NULL,Wetland,Water,Wetland,Water
689,Water,NULL,Bareland,NULL,Non_Wetland,NULL
690,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
691,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
692,Water,NULL,Bareland,NULL,Non_Wetland,Water
693,Water,NULL,Bareland,NULL,Non_Wetland,Forest
694,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
695,Water,NULL,Bareland,Water,Non_Wetland,Grassland
696,Water,NULL,Bareland,Water,Non_Wetland,Bareland
697,Water,NULL,Bareland,Water,Non_Wetland,Water
698,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
699,Water,NULL,Built-up,NULL,Non_Wetland,Cropland
700,Water,NULL,Water,NULL,Water,Grassland
701,Water,NULL,Water,NULL,Water,Bareland
702,Water,NULL,Water,Water,Water,Water
703,Water,NULL,Forest,NULL,Non_Wetland,NULL
704,Water,NULL,Forest,NULL,Non_Wetland,Grassland
705,Water,NULL,Forest,NULL,Non_Wetland,Forest
706,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL
707,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
708,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
709,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water
710,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland
711,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
712,Water,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
713,Water,Cropland,Grassland,Water,Non_Wetland,Grassland
714,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
715,Water,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
716,Water,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
717,Water,Cropland,Bareland,Water,Non_Wetland,Grassland
718,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland
719,Water,Cropland,Water,NULL,Water,Grassland
720,Water,Cropland,Water,NULL,Water,Cropland
721,Water,Cropland,Water,Non_Water,Water,Grassland
722,Water,Cropland,Water,Non_Water,Water,Cropland
723,Water,Cropland,Water,Water,Water,Grassland
724,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
725,Water,Cropland,Forest,Non_Water,Non_Wetland,Grassland
726,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland
727,Water,Wetland,Bareland,NULL,Non_Wetland,NULL
728,Water,Wetland,Bareland,NULL,Non_Wetland,Grassland
729,Water,Wetland,Bareland,NULL,Non_Wetland,Forest
730,Water,Wetland,Forest,NULL,Non_Wetland,Grassland
731,Water,Bareland,Shrubland,NULL,Non_Wetland,Forest
732,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
733,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
734,Water,Bareland,Wetland,Water,Wetland,Cropland
735,Water,Bareland,Wetland,Water,Wetland,Water
736,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
737,Water,Bareland,Water,Water,Water,Bareland
738,Water,Water,NULL,NULL,Non_Wetland,NULL
739,Water,Water,NULL,NULL,Non_Wetland,Grassland
740,Water,Water,NULL,NULL,Non_Wetland,Forest
741,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
742,Water,Water,NULL,Water,Non_Wetland,Cropland
743,Water,Water,Shrubland,NULL,Non_Wetland,NULL
744,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
745,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
746,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
747,Water,Water,Shrubland,NULL,Non_Wetland,Water
748,Water,Water,Shrubland,NULL,Non_Wetland,Forest
749,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
750,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
751,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
752,Water,Water,Shrubland,Water,Non_Wetland,Grassland
753,Water,Water,Shrubland,Water,Non_Wetland,Cropland
754,Water,Water,Shrubland,Water,Non_Wetland,Bareland
755,Water,Water,Shrubland,Water,Non_Wetland,Water
756,Water,Water,Shrubland,Water,Non_Wetland,Forest
757,Water,Water,Grassland,NULL,Non_Wetland,NULL
758,Water,Water,Grassland,NULL,Non_Wetland,Grassland
759,Water,Water,Grassland,NULL,Non_Wetland,Cropland
760,Water,Water,Grassland,NULL,Non_Wetland,Bareland
761,Water,Water,Grassland,NULL,Non_Wetland,Water
762,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
763,Water,Water,Grassland,Water,Non_Wetland,Grassland
764,Water,Water,Grassland,Water,Non_Wetland,Cropland
765,Water,Water,Grassland,Water,Non_Wetland,Bareland
766,Water,Water,Grassland,Water,Non_Wetland,Water
767,Water,Water,Cropland,NULL,Non_Wetland,NULL
768,Water,Water,Cropland,NULL,Non_Wetland,Grassland
769,Water,Water,Cropland,NULL,Non_Wetland,Cropland
770,Water,Water,Cropland,NULL,Non_Wetland,Water
771,Water,Water,Cropland,NULL,Non_Wetland,Forest
772,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
773,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
774,Water,Water,Cropland,Water,Non_Wetland,Grassland
775,Water,Water,Cropland,Water,Non_Wetland,Cropland
776,Water,Water,Cropland,Water,Non_Wetland,Water
777,Water,Water,Wetland,NULL,Wetland,Cropland
778,Water,Water,Wetland,NULL,Wetland,Water
779,Water,Water,Wetland,NULL,Wetland,Forest
780,Water,Water,Wetland,Non_Water,Wetland,Grassland
781,Water,Water,Wetland,Non_Water,Wetland,Cropland
782,Water,Water,Wetland,Water,Wetland,Grassland
783,Water,Water,Wetland,Water,Wetland,Cropland
784,Water,Water,Wetland,Water,Wetland,Bareland
785,Water,Water,Wetland,Water,Wetland,Water
786,Water,Water,Bareland,NULL,Non_Wetland,Grassland
787,Water,Water,Bareland,NULL,Non_Wetland,Cropland
788,Water,Water,Bareland,NULL,Non_Wetland,Bareland
789,Water,Water,Bareland,NULL,Non_Wetland,Water
790,Water,Water,Bareland,NULL,Non_Wetland,Forest
791,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
792,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
793,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
794,Water,Water,Bareland,Non_Water,Non_Wetland,Water
795,Water,Water,Bareland,Water,Non_Wetland,Grassland
796,Water,Water,Bareland,Water,Non_Wetland,Cropland
797,Water,Water,Bareland,Water,Non_Wetland,Bareland
798,Water,Water,Bareland,Water,Non_Wetland,Water
799,Water,Water,Bareland,Water,Non_Wetland,Forest
800,Water,Water,Built-up,NULL,Non_Wetland,Grassland
801,Water,Water,Built-up,NULL,Non_Wetland,Water
802,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland
803,Water,Water,Built-up,Water,Non_Wetland,Grassland
804,Water,Water,Built-up,Water,Non_Wetland,Cropland
805,Water,Water,Built-up,Water,Non_Wetland,Water
806,Water,Water,Water,NULL,Water,Grassland
807,Water,Water,Water,NULL,Water,Water
808,Water,Water,Water,Non_Water,Water,Grassland
809,Water,Water,Water,Non_Water,Water,Cropland
810,Water,Water,Water,Water,Water,Grassland
811,Water,Water,Water,Water,Water,Cropland
812,Water,Water,Water,Water,Water,Bareland
813,Water,Water,Water,Water,Water,Water
814,Water,Water,Forest,NULL,Non_Wetland,NULL
815,Water,Water,Forest,NULL,Non_Wetland,Grassland
816,Water,Water,Forest,NULL,Non_Wetland,Forest
817,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
818,Water,Water,Forest,Water,Non_Wetland,Grassland
819,Water,Water,Forest,Water,Non_Wetland,Cropland
820,Water,Water,Forest,Water,Non_Wetland,Water
821,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
822,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
823,Water,Forest,Shrubland,NULL,Non_Wetland,Cropland
824,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
825,Water,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
826,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
827,Water,Forest,Cropland,NULL,Non_Wetland,NULL
828,Water,Forest,Cropland,Non_Water,Non_Wetland,Grassland
829,Water,Forest,Bareland,NULL,Non_Wetland,Grassland
830,Water,Forest,Forest,NULL,Non_Wetland,NULL
831,Water,Forest,Forest,NULL,Non_Wetland,Grassland
832,Forest,NULL,NULL,NULL,Non_Wetland,NULL
833,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
834,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
835,Forest,NULL,NULL,NULL,Non_Wetland,Built-up
836,Forest,NULL,NULL,NULL,Non_Wetland,Forest
837,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL
838,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
839,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
840,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
841,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
842,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
843,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
844,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
845,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
846,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
847,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
848,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
849,Forest,NULL,Shrubland,Water,Non_Wetland,NULL
850,Forest,NULL,Shrubland,Water,Non_Wetland,Cropland
851,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
852,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
853,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
854,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
855,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
856,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
857,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
858,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
859,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
