Value,AFRICA_2024_DynamicWorld_2024_37NFF_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NFF_M_R,AFRICA_2024_GLC_FCS30D_2022_37NFF_M_R,AFRICA_2024_GSW_Yearly_2021_37NFF_M_R,AFRICA_2024_GWL_FCS30D_2022_37NFF_M_R,AFRICA_2024_WorldCover_2021_37NFF_M_R
431,Cropland,NULL,Water,Non_Water,Water,NULL
432,Cropland,NULL,Water,Non_Water,Water,Grassland
433,Cropland,NULL,Water,Non_Water,Water,Bareland
434,Cropland,NULL,Water,Water,Water,Grassland
435,Cropland,NULL,Water,Water,Water,Cropland
436,Cropland,NULL,Water,Water,Water,Wetland
437,Cropland,NULL,Water,Water,Water,Bareland
438,Cropland,NULL,Water,Water,Water,Water
439,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
440,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
441,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
442,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
443,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL
444,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
445,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
446,Cropland,NULL,Forest,Water,Non_Wetland,Grassland
447,Cropland,NULL,Forest,Water,Non_Wetland,Forest
448,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
449,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
450,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
451,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
452,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
453,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
454,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
455,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
456,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water
457,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
458,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
459,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
460,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
461,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
462,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
463,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
464,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
465,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
466,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
467,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
468,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
469,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest
470,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
471,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
472,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
473,Cropland,Bareland,Cropland,Water,Non_Wetland,Grassland
474,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
475,Cropland,Bareland,Water,Non_Water,Water,Grassland
476,Cropland,Bareland,Water,Water,Water,Bareland
477,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL
478,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
479,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
480,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
481,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
482,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
483,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
484,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
485,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
486,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
487,Cropland,Water,NULL,NULL,Non_Wetland,Grassland
488,Cropland,Water,NULL,NULL,Non_Wetland,Cropland
489,Cropland,Water,NULL,NULL,Non_Wetland,Forest
490,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL
491,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
492,Cropland,Water,Shrubland,NULL,Non_Wetland,Cropland
493,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland
494,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
495,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
496,Cropland,Water,Shrubland,Water,Non_Wetland,NULL
497,Cropland,Water,Shrubland,Water,Non_Wetland,Forest
498,Cropland,Water,Grassland,NULL,Non_Wetland,NULL
499,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
500,Cropland,Water,Grassland,NULL,Non_Wetland,Forest
501,Cropland,Water,Grassland,Water,Non_Wetland,Forest
502,Cropland,Water,Cropland,NULL,Non_Wetland,NULL
503,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
504,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
505,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
506,Cropland,Water,Cropland,NULL,Non_Wetland,Built-up
507,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
508,Cropland,Water,Cropland,Non_Water,Non_Wetland,Grassland
509,Cropland,Water,Cropland,Non_Water,Non_Wetland,Cropland
510,Cropland,Water,Cropland,Water,Non_Wetland,Forest
511,Cropland,Water,Wetland,NULL,Wetland,Forest
512,Cropland,Water,Wetland,Water,Wetland,Forest
513,Cropland,Water,Bareland,NULL,Non_Wetland,NULL
514,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
515,Cropland,Water,Bareland,NULL,Non_Wetland,Cropland
516,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
517,Cropland,Water,Bareland,NULL,Non_Wetland,Forest
518,Cropland,Water,Bareland,Water,Non_Wetland,NULL
519,Cropland,Water,Bareland,Water,Non_Wetland,Forest
520,Cropland,Water,Built-up,NULL,Non_Wetland,NULL
521,Cropland,Water,Built-up,NULL,Non_Wetland,Grassland
522,Cropland,Water,Built-up,Water,Non_Wetland,Forest
523,Cropland,Water,Water,NULL,Water,Cropland
524,Cropland,Water,Water,NULL,Water,Bareland
525,Cropland,Water,Water,NULL,Water,Forest
526,Cropland,Water,Water,Water,Water,Forest
527,Cropland,Water,Forest,NULL,Non_Wetland,NULL
528,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
529,Cropland,Water,Forest,NULL,Non_Wetland,Cropland
530,Cropland,Water,Forest,NULL,Non_Wetland,Forest
531,Cropland,Water,Forest,Water,Non_Wetland,NULL
532,Cropland,Water,Forest,Water,Non_Wetland,Grassland
533,Cropland,Water,Forest,Water,Non_Wetland,Forest
534,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
535,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
536,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
537,Cropland,Forest,NULL,NULL,Non_Wetland,Built-up
538,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
539,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
540,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
541,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
542,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland
543,Cropland,Forest,Shrubland,NULL,Non_Wetland,Built-up
544,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
545,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL
546,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
547,Cropland,Forest,Shrubland,Water,Non_Wetland,Grassland
548,Cropland,Forest,Shrubland,Water,Non_Wetland,Forest
549,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
550,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
551,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland
552,Cropland,Forest,Grassland,NULL,Non_Wetland,Built-up
553,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
554,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
555,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
556,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland
557,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
558,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Forest
559,Cropland,Forest,Cropland,Water,Non_Wetland,Cropland
560,Cropland,Forest,Cropland,Water,Non_Wetland,Water
561,Cropland,Forest,Cropland,Water,Non_Wetland,Forest
562,Cropland,Forest,Wetland,NULL,Wetland,Forest
563,Cropland,Forest,Wetland,Non_Water,Wetland,Cropland
564,Cropland,Forest,Wetland,Non_Water,Wetland,Forest
565,Cropland,Forest,Wetland,Water,Wetland,Bareland
566,Cropland,Forest,Wetland,Water,Wetland,Water
567,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
568,Cropland,Forest,Water,Non_Water,Water,NULL
569,Cropland,Forest,Water,Water,Water,Bareland
570,Cropland,Forest,Water,Water,Water,Water
571,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
572,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
573,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
574,Cropland,Forest,Forest,Non_Water,Non_Wetland,Grassland
575,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest
576,Wetland,NULL,NULL,NULL,Non_Wetland,NULL
577,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
578,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
579,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest
580,Wetland,NULL,NULL,Water,Non_Wetland,Forest
581,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
582,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
583,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
584,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
585,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
586,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
587,Wetland,NULL,Shrubland,Water,Non_Wetland,Forest
588,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL
589,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
590,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
591,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
592,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
593,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
594,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
595,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Forest
596,Wetland,NULL,Wetland,NULL,Wetland,NULL
597,Wetland,NULL,Wetland,NULL,Wetland,Grassland
598,Wetland,NULL,Wetland,NULL,Wetland,Forest
599,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL
600,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
601,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
602,Wetland,NULL,Bareland,Water,Non_Wetland,NULL
603,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL
604,Wetland,NULL,Built-up,NULL,Non_Wetland,Forest
605,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Forest
606,Wetland,NULL,Water,NULL,Water,Forest
607,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
608,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
609,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
610,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
611,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
612,Wetland,NULL,Forest,Water,Non_Wetland,Forest
613,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
614,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest
615,Wetland,Wetland,Grassland,NULL,Non_Wetland,Forest
616,Wetland,Wetland,Cropland,NULL,Non_Wetland,Forest
617,Wetland,Wetland,Wetland,NULL,Wetland,Forest
618,Wetland,Wetland,Built-up,NULL,Non_Wetland,Forest
619,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
620,Wetland,Built-up,Grassland,NULL,Non_Wetland,Forest
621,Wetland,Built-up,Cropland,NULL,Non_Wetland,Forest
622,Wetland,Built-up,Forest,NULL,Non_Wetland,Forest
623,Wetland,Water,NULL,NULL,Non_Wetland,NULL
624,Wetland,Water,NULL,NULL,Non_Wetland,Grassland
625,Wetland,Water,NULL,NULL,Non_Wetland,Forest
626,Wetland,Water,NULL,Non_Water,Non_Wetland,Grassland
627,Wetland,Water,NULL,Non_Water,Non_Wetland,Forest
628,Wetland,Water,NULL,Water,Non_Wetland,Forest
629,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL
630,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
631,Wetland,Water,Shrubland,NULL,Non_Wetland,Cropland
632,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
633,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL
634,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Forest
635,Wetland,Water,Shrubland,Water,Non_Wetland,NULL
636,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland
637,Wetland,Water,Shrubland,Water,Non_Wetland,Forest
638,Wetland,Water,Grassland,NULL,Non_Wetland,NULL
639,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland
640,Wetland,Water,Grassland,NULL,Non_Wetland,Bareland
641,Wetland,Water,Grassland,NULL,Non_Wetland,Forest
642,Wetland,Water,Grassland,Water,Non_Wetland,Grassland
643,Wetland,Water,Cropland,NULL,Non_Wetland,NULL
644,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland
645,Wetland,Water,Cropland,NULL,Non_Wetland,Cropland
646,Wetland,Water,Cropland,NULL,Non_Wetland,Bareland
647,Wetland,Water,Cropland,NULL,Non_Wetland,Forest
648,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL
649,Wetland,Water,Cropland,Non_Water,Non_Wetland,Grassland
650,Wetland,Water,Cropland,Non_Water,Non_Wetland,Forest
651,Wetland,Water,Cropland,Water,Non_Wetland,Grassland
652,Wetland,Water,Cropland,Water,Non_Wetland,Bareland
653,Wetland,Water,Cropland,Water,Non_Wetland,Forest
654,Wetland,Water,Wetland,NULL,Wetland,NULL
655,Wetland,Water,Wetland,NULL,Wetland,Grassland
656,Wetland,Water,Wetland,NULL,Wetland,Cropland
657,Wetland,Water,Wetland,NULL,Wetland,Bareland
658,Wetland,Water,Wetland,NULL,Wetland,Water
659,Wetland,Water,Wetland,NULL,Wetland,Forest
660,Wetland,Water,Wetland,Non_Water,Wetland,NULL
661,Wetland,Water,Wetland,Non_Water,Wetland,Grassland
662,Wetland,Water,Wetland,Non_Water,Wetland,Forest
663,Wetland,Water,Wetland,Water,Wetland,NULL
664,Wetland,Water,Wetland,Water,Wetland,Grassland
665,Wetland,Water,Wetland,Water,Wetland,Bareland
666,Wetland,Water,Wetland,Water,Wetland,Water
667,Wetland,Water,Wetland,Water,Wetland,Forest
668,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
669,Wetland,Water,Bareland,NULL,Non_Wetland,NULL
670,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
671,Wetland,Water,Bareland,NULL,Non_Wetland,Bareland
672,Wetland,Water,Bareland,NULL,Non_Wetland,Water
673,Wetland,Water,Bareland,NULL,Non_Wetland,Forest
674,Wetland,Water,Bareland,Non_Water,Non_Wetland,NULL
675,Wetland,Water,Bareland,Non_Water,Non_Wetland,Grassland
676,Wetland,Water,Bareland,Non_Water,Non_Wetland,Forest
677,Wetland,Water,Bareland,Water,Non_Wetland,NULL
678,Wetland,Water,Bareland,Water,Non_Wetland,Grassland
679,Wetland,Water,Bareland,Water,Non_Wetland,Bareland
680,Wetland,Water,Bareland,Water,Non_Wetland,Forest
681,Wetland,Water,Built-up,NULL,Non_Wetland,Forest
682,Wetland,Water,Built-up,Water,Non_Wetland,Forest
683,Wetland,Water,Water,NULL,Water,NULL
684,Wetland,Water,Water,NULL,Water,Grassland
685,Wetland,Water,Water,NULL,Water,Bareland
686,Wetland,Water,Water,NULL,Water,Forest
687,Wetland,Water,Water,Non_Water,Water,Forest
688,Wetland,Water,Water,Water,Water,Grassland
689,Wetland,Water,Water,Water,Water,Bareland
690,Wetland,Water,Water,Water,Water,Water
691,Wetland,Water,Water,Water,Water,Forest
692,Wetland,Water,Forest,NULL,Non_Wetland,NULL
693,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
694,Wetland,Water,Forest,NULL,Non_Wetland,Forest
695,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest
696,Wetland,Water,Forest,Water,Non_Wetland,NULL
697,Wetland,Water,Forest,Water,Non_Wetland,Grassland
698,Wetland,Water,Forest,Water,Non_Wetland,Forest
699,Wetland,Forest,NULL,NULL,Non_Wetland,Forest
700,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
701,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
702,Wetland,Forest,Shrubland,NULL,Non_Wetland,Cropland
703,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
704,Wetland,Forest,Grassland,NULL,Non_Wetland,Forest
705,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL
706,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland
707,Wetland,Forest,Cropland,NULL,Non_Wetland,Cropland
708,Wetland,Forest,Cropland,NULL,Non_Wetland,Forest
709,Wetland,Forest,Wetland,NULL,Wetland,Forest
710,Wetland,Forest,Wetland,Non_Water,Wetland,Forest
711,Wetland,Forest,Bareland,NULL,Non_Wetland,Forest
712,Wetland,Forest,Bareland,Water,Non_Wetland,Forest
713,Wetland,Forest,Built-up,NULL,Non_Wetland,Forest
714,Wetland,Forest,Forest,NULL,Non_Wetland,NULL
715,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
716,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest
717,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
718,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
719,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
720,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
721,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland
722,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
723,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
724,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
725,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
726,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
727,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
728,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
729,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
730,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
731,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
732,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
733,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
734,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
735,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
736,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
737,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
738,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
739,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
740,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
741,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
742,Bareland,NULL,Grassland,Water,Non_Wetland,NULL
743,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
744,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland
745,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
746,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
747,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
748,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
749,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
750,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
751,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
752,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
753,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
754,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Forest
755,Bareland,NULL,Cropland,Water,Non_Wetland,NULL
756,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
757,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland
758,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
759,Bareland,NULL,Wetland,NULL,Wetland,Cropland
760,Bareland,NULL,Wetland,Water,Wetland,Grassland
761,Bareland,NULL,Wetland,Water,Wetland,Cropland
762,Bareland,NULL,Wetland,Water,Wetland,Bareland
763,Bareland,NULL,Wetland,Water,Wetland,Forest
764,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
765,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
766,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
767,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
768,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
769,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
770,Bareland,NULL,Bareland,Water,Non_Wetland,NULL
771,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
772,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
773,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
774,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
775,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
776,Bareland,NULL,Water,NULL,Water,Grassland
777,Bareland,NULL,Water,NULL,Water,Cropland
778,Bareland,NULL,Water,NULL,Water,Bareland
779,Bareland,NULL,Water,Non_Water,Water,Grassland
780,Bareland,NULL,Water,Non_Water,Water,Bareland
781,Bareland,NULL,Water,Water,Water,NULL
782,Bareland,NULL,Water,Water,Water,Grassland
783,Bareland,NULL,Water,Water,Water,Cropland
784,Bareland,NULL,Water,Water,Water,Bareland
785,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
786,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
787,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
788,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
789,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
790,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
791,Bareland,Bareland,NULL,NULL,Non_Wetland,Forest
792,Bareland,Bareland,NULL,Water,Non_Wetland,Cropland
793,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland
794,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
795,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
796,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Forest
797,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
798,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
799,Bareland,Bareland,Shrubland,Water,Non_Wetland,Grassland
800,Bareland,Bareland,Shrubland,Water,Non_Wetland,Cropland
801,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
802,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
803,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
804,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
805,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
806,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
807,Bareland,Bareland,Grassland,Water,Non_Wetland,Grassland
808,Bareland,Bareland,Grassland,Water,Non_Wetland,Cropland
809,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
810,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL
811,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
812,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
813,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
814,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest
815,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
816,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Cropland
817,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
818,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland
819,Bareland,Bareland,Cropland,Water,Non_Wetland,Cropland
820,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
821,Bareland,Bareland,Cropland,Water,Non_Wetland,Forest
822,Bareland,Bareland,Wetland,NULL,Wetland,Cropland
823,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
824,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
825,Bareland,Bareland,Wetland,Water,Wetland,Grassland
826,Bareland,Bareland,Wetland,Water,Wetland,Cropland
827,Bareland,Bareland,Wetland,Water,Wetland,Bareland
828,Bareland,Bareland,Wetland,Water,Wetland,Forest
829,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
830,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
831,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
832,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
833,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
834,Bareland,Bareland,Bareland,Water,Non_Wetland,Cropland
835,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
836,Bareland,Bareland,Built-up,Water,Non_Wetland,Forest
837,Bareland,Bareland,Water,NULL,Water,Grassland
838,Bareland,Bareland,Water,NULL,Water,Cropland
839,Bareland,Bareland,Water,NULL,Water,Bareland
840,Bareland,Bareland,Water,Non_Water,Water,Grassland
841,Bareland,Bareland,Water,Non_Water,Water,Bareland
842,Bareland,Bareland,Water,Water,Water,Grassland
843,Bareland,Bareland,Water,Water,Water,Cropland
844,Bareland,Bareland,Water,Water,Water,Bareland
845,Bareland,Bareland,Water,Water,Water,Water
846,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland
847,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
848,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Grassland
849,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland
850,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
851,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
852,Bareland,Water,NULL,NULL,Non_Wetland,NULL
853,Bareland,Water,NULL,NULL,Non_Wetland,Grassland
854,Bareland,Water,NULL,NULL,Non_Wetland,Bareland
855,Bareland,Water,NULL,NULL,Non_Wetland,Forest
856,Bareland,Water,NULL,Water,Non_Wetland,Cropland
857,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL
858,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
859,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland
860,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
861,Bareland,Water,Shrubland,NULL,Non_Wetland,Water
862,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
863,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
864,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
865,Bareland,Water,Shrubland,Water,Non_Wetland,NULL
866,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland
867,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
