Value,AFRICA_2024_DynamicWorld_2024_37PFT_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PFT_M_R,AFRICA_2024_GLC_FCS30D_2022_37PFT_M_R,AFRICA_2024_GSW_Yearly_2021_37PFT_M_R,AFRICA_2024_GWL_FCS30D_2022_37PFT_M_R,AFRICA_2024_WorldCover_2021_37PFT_M_R
428,Bareland,Water,Grassland,Water,Non_Wetland,NULL
429,Bareland,Water,Grassland,Water,Non_Wetland,Wetland
430,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
431,Bareland,Water,Grassland,Water,Non_Wetland,Water
432,Bareland,Water,Cropland,NULL,Non_Wetland,NULL
433,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
434,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
435,Bareland,Water,Cropland,NULL,Non_Wetland,Wetland
436,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
437,Bareland,Water,Cropland,NULL,Non_Wetland,Water
438,Bareland,Water,Cropland,Non_Water,Non_Wetland,Grassland
439,Bareland,Water,Cropland,Non_Water,Non_Wetland,Wetland
440,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland
441,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water
442,Bareland,Water,Cropland,Water,Non_Wetland,Grassland
443,Bareland,Water,Cropland,Water,Non_Wetland,Cropland
444,Bareland,Water,Cropland,Water,Non_Wetland,Wetland
445,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
446,Bareland,Water,Cropland,Water,Non_Wetland,Water
447,Bareland,Water,Wetland,NULL,NULL,Grassland
448,Bareland,Water,Wetland,NULL,NULL,Wetland
449,Bareland,Water,Wetland,NULL,NULL,Bareland
450,Bareland,Water,Wetland,NULL,NULL,Water
451,Bareland,Water,Wetland,NULL,Wetland,NULL
452,Bareland,Water,Wetland,NULL,Wetland,Grassland
453,Bareland,Water,Wetland,NULL,Wetland,Cropland
454,Bareland,Water,Wetland,NULL,Wetland,Wetland
455,Bareland,Water,Wetland,NULL,Wetland,Bareland
456,Bareland,Water,Wetland,NULL,Wetland,Water
457,Bareland,Water,Wetland,NULL,Wetland,Forest
458,Bareland,Water,Wetland,Non_Water,NULL,Bareland
459,Bareland,Water,Wetland,Non_Water,NULL,Water
460,Bareland,Water,Wetland,Non_Water,Wetland,NULL
461,Bareland,Water,Wetland,Non_Water,Wetland,Grassland
462,Bareland,Water,Wetland,Non_Water,Wetland,Cropland
463,Bareland,Water,Wetland,Non_Water,Wetland,Wetland
464,Bareland,Water,Wetland,Non_Water,Wetland,Bareland
465,Bareland,Water,Wetland,Non_Water,Wetland,Water
466,Bareland,Water,Wetland,Water,NULL,Grassland
467,Bareland,Water,Wetland,Water,NULL,Wetland
468,Bareland,Water,Wetland,Water,NULL,Bareland
469,Bareland,Water,Wetland,Water,NULL,Water
470,Bareland,Water,Wetland,Water,Wetland,NULL
471,Bareland,Water,Wetland,Water,Wetland,Grassland
472,Bareland,Water,Wetland,Water,Wetland,Cropland
473,Bareland,Water,Wetland,Water,Wetland,Wetland
474,Bareland,Water,Wetland,Water,Wetland,Bareland
475,Bareland,Water,Wetland,Water,Wetland,Water
476,Bareland,Water,Bareland,NULL,Non_Wetland,NULL
477,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
478,Bareland,Water,Bareland,NULL,Non_Wetland,Cropland
479,Bareland,Water,Bareland,NULL,Non_Wetland,Wetland
480,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
481,Bareland,Water,Bareland,NULL,Non_Wetland,Built-up
482,Bareland,Water,Bareland,NULL,Non_Wetland,Water
483,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
484,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water
485,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
486,Bareland,Water,Bareland,Water,Non_Wetland,Wetland
487,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
488,Bareland,Water,Bareland,Water,Non_Wetland,Water
489,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
490,Bareland,Water,Built-up,NULL,Non_Wetland,Wetland
491,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
492,Bareland,Water,Built-up,NULL,Non_Wetland,Water
493,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland
494,Bareland,Water,Built-up,Non_Water,Non_Wetland,Water
495,Bareland,Water,Built-up,Water,Non_Wetland,Grassland
496,Bareland,Water,Built-up,Water,Non_Wetland,Bareland
497,Bareland,Water,Built-up,Water,Non_Wetland,Water
498,Bareland,Water,Water,NULL,NULL,Bareland
499,Bareland,Water,Water,NULL,NULL,Water
500,Bareland,Water,Water,NULL,Water,Wetland
501,Bareland,Water,Water,NULL,Water,Bareland
502,Bareland,Water,Water,NULL,Water,Water
503,Bareland,Water,Water,Non_Water,NULL,Bareland
504,Bareland,Water,Water,Non_Water,NULL,Water
505,Bareland,Water,Water,Non_Water,Water,Bareland
506,Bareland,Water,Water,Non_Water,Water,Water
507,Bareland,Water,Water,Water,NULL,Bareland
508,Bareland,Water,Water,Water,NULL,Water
509,Bareland,Water,Water,Water,Water,Bareland
510,Bareland,Water,Water,Water,Water,Water
511,Bareland,Forest,NULL,NULL,Non_Wetland,NULL
512,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL
513,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
514,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL
515,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
516,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
517,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
518,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL
519,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Cropland
520,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Bareland
521,Bareland,Forest,Wetland,NULL,Wetland,NULL
522,Bareland,Forest,Wetland,NULL,Wetland,Grassland
523,Bareland,Forest,Wetland,NULL,Wetland,Cropland
524,Bareland,Forest,Wetland,NULL,Wetland,Wetland
525,Bareland,Forest,Wetland,NULL,Wetland,Bareland
526,Bareland,Forest,Wetland,NULL,Wetland,Water
527,Bareland,Forest,Wetland,NULL,Wetland,Forest
528,Bareland,Forest,Wetland,Water,Wetland,Wetland
529,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
530,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL
531,Bareland,Forest,Bareland,NULL,Non_Wetland,Forest
532,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL
533,Water,NULL,NULL,NULL,Non_Wetland,Grassland
534,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
535,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
536,Water,NULL,Grassland,NULL,Non_Wetland,Water
537,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
538,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
539,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
540,Water,NULL,Cropland,NULL,Non_Wetland,Water
541,Water,NULL,Cropland,Water,Non_Wetland,Grassland
542,Water,NULL,Cropland,Water,Non_Wetland,Water
543,Water,NULL,Wetland,NULL,NULL,Grassland
544,Water,NULL,Wetland,NULL,Wetland,Grassland
545,Water,NULL,Wetland,NULL,Wetland,Wetland
546,Water,NULL,Wetland,NULL,Wetland,Bareland
547,Water,NULL,Wetland,NULL,Wetland,Water
548,Water,NULL,Wetland,Water,NULL,Bareland
549,Water,NULL,Wetland,Water,NULL,Water
550,Water,NULL,Wetland,Water,Wetland,Grassland
551,Water,NULL,Wetland,Water,Wetland,Bareland
552,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
553,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
554,Water,NULL,Bareland,NULL,Non_Wetland,Water
555,Water,NULL,Bareland,Water,Non_Wetland,Bareland
556,Water,NULL,Bareland,Water,Non_Wetland,Water
557,Water,NULL,Water,NULL,NULL,NULL
558,Water,NULL,Water,NULL,NULL,Water
559,Water,NULL,Water,Water,NULL,Water
560,Water,Wetland,Wetland,NULL,Wetland,Wetland
561,Water,Wetland,Wetland,Water,Wetland,Wetland
562,Water,Bareland,NULL,NULL,Non_Wetland,Bareland
563,Water,Bareland,NULL,NULL,Non_Wetland,Water
564,Water,Bareland,NULL,Non_Water,Non_Wetland,Water
565,Water,Bareland,NULL,Water,Non_Wetland,Bareland
566,Water,Bareland,NULL,Water,Non_Wetland,Water
567,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
568,Water,Bareland,Shrubland,NULL,Non_Wetland,Water
569,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Water
570,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland
571,Water,Bareland,Shrubland,Water,Non_Wetland,Water
572,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
573,Water,Bareland,Grassland,NULL,Non_Wetland,Water
574,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
575,Water,Bareland,Grassland,Water,Non_Wetland,Water
576,Water,Bareland,Cropland,NULL,Non_Wetland,Grassland
577,Water,Bareland,Cropland,NULL,Non_Wetland,Cropland
578,Water,Bareland,Cropland,NULL,Non_Wetland,Wetland
579,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
580,Water,Bareland,Cropland,NULL,Non_Wetland,Water
581,Water,Bareland,Cropland,Water,Non_Wetland,Grassland
582,Water,Bareland,Cropland,Water,Non_Wetland,Bareland
583,Water,Bareland,Cropland,Water,Non_Wetland,Water
584,Water,Bareland,Wetland,NULL,NULL,Bareland
585,Water,Bareland,Wetland,NULL,NULL,Water
586,Water,Bareland,Wetland,NULL,Wetland,NULL
587,Water,Bareland,Wetland,NULL,Wetland,Grassland
588,Water,Bareland,Wetland,NULL,Wetland,Cropland
589,Water,Bareland,Wetland,NULL,Wetland,Wetland
590,Water,Bareland,Wetland,NULL,Wetland,Bareland
591,Water,Bareland,Wetland,NULL,Wetland,Water
592,Water,Bareland,Wetland,Non_Water,Wetland,Water
593,Water,Bareland,Wetland,Water,NULL,Bareland
594,Water,Bareland,Wetland,Water,NULL,Water
595,Water,Bareland,Wetland,Water,Wetland,Grassland
596,Water,Bareland,Wetland,Water,Wetland,Wetland
597,Water,Bareland,Wetland,Water,Wetland,Bareland
598,Water,Bareland,Wetland,Water,Wetland,Water
599,Water,Bareland,Bareland,NULL,Non_Wetland,Wetland
600,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
601,Water,Bareland,Bareland,NULL,Non_Wetland,Water
602,Water,Bareland,Bareland,Non_Water,Non_Wetland,Water
603,Water,Bareland,Bareland,Water,Non_Wetland,Grassland
604,Water,Bareland,Bareland,Water,Non_Wetland,Wetland
605,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
606,Water,Bareland,Bareland,Water,Non_Wetland,Water
607,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland
608,Water,Bareland,Built-up,NULL,Non_Wetland,Water
609,Water,Bareland,Built-up,Water,Non_Wetland,Bareland
610,Water,Bareland,Built-up,Water,Non_Wetland,Water
611,Water,Bareland,Water,NULL,NULL,Bareland
612,Water,Bareland,Water,NULL,Water,Bareland
613,Water,Bareland,Water,NULL,Water,Water
614,Water,Bareland,Water,Water,NULL,Bareland
615,Water,Bareland,Water,Water,NULL,Water
616,Water,Bareland,Water,Water,Water,Wetland
617,Water,Bareland,Water,Water,Water,Bareland
618,Water,Bareland,Water,Water,Water,Water
619,Water,Water,NULL,NULL,Non_Wetland,Bareland
620,Water,Water,NULL,NULL,Non_Wetland,Water
621,Water,Water,NULL,Non_Water,Non_Wetland,Bareland
622,Water,Water,NULL,Non_Water,Non_Wetland,Water
623,Water,Water,NULL,Water,Non_Wetland,Bareland
624,Water,Water,NULL,Water,Non_Wetland,Water
625,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
626,Water,Water,Shrubland,NULL,Non_Wetland,Water
627,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
628,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
629,Water,Water,Shrubland,Water,Non_Wetland,Bareland
630,Water,Water,Shrubland,Water,Non_Wetland,Water
631,Water,Water,Grassland,NULL,Non_Wetland,Grassland
632,Water,Water,Grassland,NULL,Non_Wetland,Bareland
633,Water,Water,Grassland,NULL,Non_Wetland,Water
634,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
635,Water,Water,Grassland,Water,Non_Wetland,NULL
636,Water,Water,Grassland,Water,Non_Wetland,Bareland
637,Water,Water,Grassland,Water,Non_Wetland,Water
638,Water,Water,Cropland,NULL,Non_Wetland,NULL
639,Water,Water,Cropland,NULL,Non_Wetland,Grassland
640,Water,Water,Cropland,NULL,Non_Wetland,Wetland
641,Water,Water,Cropland,NULL,Non_Wetland,Bareland
642,Water,Water,Cropland,NULL,Non_Wetland,Water
643,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
644,Water,Water,Cropland,Non_Water,Non_Wetland,Water
645,Water,Water,Cropland,Water,Non_Wetland,Grassland
646,Water,Water,Cropland,Water,Non_Wetland,Wetland
647,Water,Water,Cropland,Water,Non_Wetland,Bareland
648,Water,Water,Cropland,Water,Non_Wetland,Water
649,Water,Water,Wetland,NULL,NULL,Grassland
650,Water,Water,Wetland,NULL,NULL,Wetland
651,Water,Water,Wetland,NULL,NULL,Bareland
652,Water,Water,Wetland,NULL,NULL,Water
653,Water,Water,Wetland,NULL,Wetland,NULL
654,Water,Water,Wetland,NULL,Wetland,Grassland
655,Water,Water,Wetland,NULL,Wetland,Cropland
656,Water,Water,Wetland,NULL,Wetland,Wetland
657,Water,Water,Wetland,NULL,Wetland,Bareland
658,Water,Water,Wetland,NULL,Wetland,Water
659,Water,Water,Wetland,NULL,Wetland,Forest
660,Water,Water,Wetland,Non_Water,NULL,Water
661,Water,Water,Wetland,Non_Water,Wetland,Wetland
662,Water,Water,Wetland,Non_Water,Wetland,Bareland
663,Water,Water,Wetland,Non_Water,Wetland,Water
664,Water,Water,Wetland,Water,NULL,Grassland
665,Water,Water,Wetland,Water,NULL,Bareland
666,Water,Water,Wetland,Water,NULL,Water
667,Water,Water,Wetland,Water,Wetland,NULL
668,Water,Water,Wetland,Water,Wetland,Grassland
669,Water,Water,Wetland,Water,Wetland,Wetland
670,Water,Water,Wetland,Water,Wetland,Bareland
671,Water,Water,Wetland,Water,Wetland,Water
672,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
673,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
674,Water,Water,Bareland,NULL,Non_Wetland,Grassland
675,Water,Water,Bareland,NULL,Non_Wetland,Wetland
676,Water,Water,Bareland,NULL,Non_Wetland,Bareland
677,Water,Water,Bareland,NULL,Non_Wetland,Water
678,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
679,Water,Water,Bareland,Non_Water,Non_Wetland,Water
680,Water,Water,Bareland,Water,Non_Wetland,Grassland
681,Water,Water,Bareland,Water,Non_Wetland,Bareland
682,Water,Water,Bareland,Water,Non_Wetland,Water
683,Water,Water,Built-up,NULL,Non_Wetland,Bareland
684,Water,Water,Built-up,NULL,Non_Wetland,Water
685,Water,Water,Built-up,Non_Water,Non_Wetland,Water
686,Water,Water,Built-up,Water,Non_Wetland,Bareland
687,Water,Water,Built-up,Water,Non_Wetland,Water
688,Water,Water,Water,NULL,NULL,Grassland
689,Water,Water,Water,NULL,NULL,Bareland
690,Water,Water,Water,NULL,NULL,Water
691,Water,Water,Water,NULL,Water,Bareland
692,Water,Water,Water,NULL,Water,Water
693,Water,Water,Water,Non_Water,NULL,Water
694,Water,Water,Water,Non_Water,Water,Bareland
695,Water,Water,Water,Non_Water,Water,Water
696,Water,Water,Water,Water,NULL,Wetland
697,Water,Water,Water,Water,NULL,Bareland
698,Water,Water,Water,Water,NULL,Water
699,Water,Water,Water,Water,Water,Bareland
700,Water,Water,Water,Water,Water,Water
701,Water,Forest,Wetland,NULL,Wetland,Wetland
702,Water,Forest,Wetland,NULL,Wetland,Forest
703,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Bareland
704,Permanent_ice_and_snow,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
705,Permanent_ice_and_snow,Bareland,Shrubland,Water,Non_Wetland,Bareland
706,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,Water
707,Permanent_ice_and_snow,Bareland,Wetland,Water,NULL,Bareland
708,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,Wetland
709,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,Bareland
710,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,Water
711,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Bareland
712,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Water
713,Permanent_ice_and_snow,Bareland,Bareland,Non_Water,Non_Wetland,Water
714,Permanent_ice_and_snow,Bareland,Bareland,Water,Non_Wetland,Bareland
715,Permanent_ice_and_snow,Bareland,Bareland,Water,Non_Wetland,Water
716,Permanent_ice_and_snow,Bareland,Water,NULL,Water,Bareland
717,Permanent_ice_and_snow,Bareland,Water,Water,NULL,Water
718,Permanent_ice_and_snow,Bareland,Water,Water,Water,Wetland
719,Permanent_ice_and_snow,Bareland,Water,Water,Water,Bareland
720,Permanent_ice_and_snow,Water,NULL,Water,Non_Wetland,Bareland
721,Permanent_ice_and_snow,Water,NULL,Water,Non_Wetland,Water
722,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Water
723,Permanent_ice_and_snow,Water,Shrubland,Non_Water,Non_Wetland,Water
724,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,Bareland
725,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,Water
726,Permanent_ice_and_snow,Water,Wetland,NULL,NULL,Bareland
727,Permanent_ice_and_snow,Water,Wetland,NULL,NULL,Water
728,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Bareland
729,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Water
730,Permanent_ice_and_snow,Water,Wetland,Non_Water,NULL,Water
731,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,Bareland
732,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,Water
733,Permanent_ice_and_snow,Water,Wetland,Water,NULL,Bareland
734,Permanent_ice_and_snow,Water,Wetland,Water,NULL,Water
735,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Bareland
736,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Water
737,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Bareland
738,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Water
739,Permanent_ice_and_snow,Water,Bareland,Non_Water,Non_Wetland,Water
740,Permanent_ice_and_snow,Water,Bareland,Water,Non_Wetland,Bareland
741,Permanent_ice_and_snow,Water,Bareland,Water,Non_Wetland,Water
742,Permanent_ice_and_snow,Water,Built-up,Non_Water,Non_Wetland,Bareland
743,Permanent_ice_and_snow,Water,Water,NULL,NULL,Bareland
744,Permanent_ice_and_snow,Water,Water,Non_Water,NULL,Bareland
745,Permanent_ice_and_snow,Water,Water,Non_Water,NULL,Water
746,Permanent_ice_and_snow,Water,Water,Water,NULL,Bareland
747,Permanent_ice_and_snow,Water,Water,Water,NULL,Water
748,Permanent_ice_and_snow,Water,Water,Water,Water,Water
749,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
750,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
751,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
752,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
753,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
754,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
755,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
756,Forest,NULL,Wetland,NULL,Wetland,Wetland
757,Forest,NULL,Wetland,NULL,Wetland,Bareland
758,Forest,NULL,Wetland,NULL,Wetland,Water
759,Forest,NULL,Wetland,NULL,Wetland,Forest
760,Forest,NULL,Wetland,Non_Water,Wetland,Forest
761,Forest,NULL,Wetland,Water,NULL,Wetland
762,Forest,NULL,Wetland,Water,Wetland,Forest
763,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
764,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
765,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
766,Forest,Cropland,Wetland,NULL,Wetland,NULL
767,Forest,Cropland,Wetland,NULL,Wetland,Wetland
768,Forest,Cropland,Wetland,NULL,Wetland,Forest
769,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
770,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland
771,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland
772,Forest,Wetland,Wetland,NULL,Wetland,Wetland
773,Forest,Wetland,Wetland,NULL,Wetland,Water
774,Forest,Wetland,Wetland,Water,Wetland,Water
775,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL
776,Forest,Bareland,Cropland,NULL,Non_Wetland,Grassland
777,Forest,Water,Cropland,NULL,Non_Wetland,NULL
778,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
779,Forest,Water,Cropland,NULL,Non_Wetland,Wetland
780,Forest,Water,Cropland,NULL,Non_Wetland,Water
781,Forest,Water,Cropland,NULL,Non_Wetland,Forest
782,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL
783,Forest,Water,Wetland,NULL,Wetland,NULL
784,Forest,Water,Wetland,NULL,Wetland,Grassland
785,Forest,Water,Wetland,NULL,Wetland,Cropland
786,Forest,Water,Wetland,NULL,Wetland,Wetland
787,Forest,Water,Wetland,NULL,Wetland,Water
788,Forest,Water,Wetland,NULL,Wetland,Forest
789,Forest,Water,Wetland,Non_Water,Wetland,Wetland
790,Forest,Water,Wetland,Non_Water,Wetland,Water
791,Forest,Water,Wetland,Water,Wetland,Wetland
792,Forest,Water,Wetland,Water,Wetland,Water
793,Forest,Water,Wetland,Water,Wetland,Forest
794,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
795,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
796,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
797,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
798,Forest,Forest,Wetland,NULL,NULL,Forest
799,Forest,Forest,Wetland,NULL,Wetland,NULL
800,Forest,Forest,Wetland,NULL,Wetland,Grassland
801,Forest,Forest,Wetland,NULL,Wetland,Wetland
802,Forest,Forest,Wetland,NULL,Wetland,Water
803,Forest,Forest,Wetland,NULL,Wetland,Forest
804,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
805,Forest,Forest,Forest,NULL,Non_Wetland,Forest
