Value,AFRICA_2024_DynamicWorld_2024_36NWL_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36NWL_M_R,AFRICA_2024_GLC_FCS30D_2022_36NWL_M_R,AFRICA_2024_GSW_Yearly_2021_36NWL_M_R,AFRICA_2024_GWL_FCS30D_2022_36NWL_M_R,AFRICA_2024_WorldCover_2021_36NWL_M_R
417,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
418,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
419,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
420,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
421,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
422,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
423,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
424,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland
425,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland
426,Cropland,Forest,Shrubland,NULL,Non_Wetland,Built-up
427,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
428,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
429,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
430,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
431,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland
432,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
433,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
434,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
435,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
436,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland
437,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
438,Cropland,Forest,Wetland,NULL,Wetland,Forest
439,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
440,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL
441,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
442,Cropland,Forest,Bareland,NULL,Non_Wetland,Cropland
443,Cropland,Forest,Bareland,NULL,Non_Wetland,Bareland
444,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
445,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL
446,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland
447,Cropland,Forest,Built-up,NULL,Non_Wetland,Cropland
448,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland
449,Cropland,Forest,Built-up,NULL,Non_Wetland,Forest
450,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
451,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
452,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
453,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
454,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland
455,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
456,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
457,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
458,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
459,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
460,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
461,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
462,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland
463,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
464,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
465,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland
466,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
467,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
468,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
469,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
470,Wetland,Bareland,Grassland,NULL,Non_Wetland,Grassland
471,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland
472,Wetland,Forest,NULL,NULL,Non_Wetland,Forest
473,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
474,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
475,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
476,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland
477,Wetland,Forest,Cropland,NULL,Non_Wetland,Forest
478,Wetland,Forest,Forest,NULL,Non_Wetland,NULL
479,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
480,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
481,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
482,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
483,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
484,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland
485,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
486,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
487,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
488,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
489,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
490,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
491,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
492,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
493,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
494,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
495,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
496,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
497,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
498,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
499,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
500,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
501,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
502,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
503,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
504,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
505,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
506,Bareland,NULL,Wetland,NULL,Wetland,Grassland
507,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
508,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland
509,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
510,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
511,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
512,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
513,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
514,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
515,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
516,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
517,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
518,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
519,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
520,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
521,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
522,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
523,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
524,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
525,Bareland,Cropland,Grassland,NULL,Non_Wetland,Wetland
526,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
527,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest
528,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
529,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
530,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
531,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
532,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
533,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
534,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland
535,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
536,Bareland,Bareland,NULL,NULL,Non_Wetland,Forest
537,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL
538,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
539,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
540,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Wetland
541,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
542,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Forest
543,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
544,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
545,Bareland,Bareland,Grassland,NULL,Non_Wetland,Wetland
546,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
547,Bareland,Bareland,Grassland,NULL,Non_Wetland,Forest
548,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
549,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
550,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
551,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest
552,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
553,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland
554,Bareland,Bareland,Bareland,NULL,Non_Wetland,Wetland
555,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
556,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
557,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
558,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland
559,Bareland,Bareland,Forest,NULL,Non_Wetland,Cropland
560,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
561,Bareland,Bareland,Forest,NULL,Non_Wetland,Forest
562,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL
563,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
564,Bareland,Water,NULL,NULL,Non_Wetland,Grassland
565,Bareland,Water,NULL,NULL,Non_Wetland,Cropland
566,Bareland,Water,NULL,NULL,Non_Wetland,Bareland
567,Bareland,Water,NULL,NULL,Non_Wetland,Forest
568,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
569,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland
570,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland
571,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
572,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
573,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
574,Bareland,Water,Grassland,NULL,Non_Wetland,Cropland
575,Bareland,Water,Grassland,NULL,Non_Wetland,Wetland
576,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
577,Bareland,Water,Grassland,NULL,Non_Wetland,Forest
578,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
579,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
580,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
581,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
582,Bareland,Water,Wetland,NULL,Wetland,Grassland
583,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
584,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
585,Bareland,Water,Bareland,NULL,Non_Wetland,Forest
586,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
587,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
588,Bareland,Water,Built-up,NULL,Non_Wetland,Forest
589,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
590,Bareland,Water,Forest,NULL,Non_Wetland,Cropland
591,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
592,Bareland,Water,Forest,NULL,Non_Wetland,Forest
593,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland
594,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland
595,Bareland,Forest,NULL,NULL,Non_Wetland,Forest
596,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
597,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
598,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland
599,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland
600,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest
601,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
602,Bareland,Forest,Grassland,NULL,Non_Wetland,Cropland
603,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
604,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest
605,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
606,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland
607,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
608,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
609,Bareland,Forest,Wetland,NULL,Wetland,Forest
610,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland
611,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland
612,Bareland,Forest,Built-up,NULL,Non_Wetland,Grassland
613,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland
614,Bareland,Forest,Built-up,NULL,Non_Wetland,Forest
615,Bareland,Forest,Forest,NULL,Non_Wetland,NULL
616,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
617,Bareland,Forest,Forest,NULL,Non_Wetland,Cropland
618,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland
619,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
620,Water,NULL,NULL,NULL,Non_Wetland,NULL
621,Water,NULL,NULL,NULL,Non_Wetland,Grassland
622,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
623,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
624,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
625,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
626,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
627,Water,NULL,Shrubland,NULL,Non_Wetland,Water
628,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
629,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
630,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
631,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
632,Water,NULL,Grassland,NULL,Non_Wetland,Wetland
633,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
634,Water,NULL,Grassland,NULL,Non_Wetland,Water
635,Water,NULL,Grassland,Water,Non_Wetland,Grassland
636,Water,NULL,Cropland,NULL,Non_Wetland,NULL
637,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
638,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
639,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
640,Water,NULL,Cropland,NULL,Non_Wetland,Forest
641,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
642,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
643,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
644,Water,NULL,Bareland,NULL,Non_Wetland,Forest
645,Water,NULL,Bareland,Water,Non_Wetland,Grassland
646,Water,NULL,Bareland,Water,Non_Wetland,Wetland
647,Water,NULL,Bareland,Water,Non_Wetland,Bareland
648,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
649,Water,NULL,Water,NULL,Water,Grassland
650,Water,NULL,Water,NULL,Water,Forest
651,Water,NULL,Forest,NULL,Non_Wetland,NULL
652,Water,NULL,Forest,NULL,Non_Wetland,Grassland
653,Water,NULL,Forest,NULL,Non_Wetland,Cropland
654,Water,NULL,Forest,NULL,Non_Wetland,Bareland
655,Water,NULL,Forest,NULL,Non_Wetland,Forest
656,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
657,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL
658,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
659,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland
660,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
661,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland
662,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
663,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
664,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
665,Water,Cropland,Bareland,NULL,Non_Wetland,Water
666,Water,Cropland,Bareland,Water,Non_Wetland,Water
667,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland
668,Water,Cropland,Water,Water,Water,Water
669,Water,Bareland,NULL,NULL,Non_Wetland,Bareland
670,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
671,Water,Bareland,Shrubland,NULL,Non_Wetland,Cropland
672,Water,Bareland,Shrubland,NULL,Non_Wetland,Wetland
673,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
674,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland
675,Water,Bareland,Grassland,NULL,Non_Wetland,Cropland
676,Water,Bareland,Grassland,NULL,Non_Wetland,Wetland
677,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
678,Water,Bareland,Grassland,NULL,Non_Wetland,Water
679,Water,Bareland,Grassland,NULL,Non_Wetland,Forest
680,Water,Bareland,Cropland,NULL,Non_Wetland,Grassland
681,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
682,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
683,Water,Bareland,Bareland,NULL,Non_Wetland,Wetland
684,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
685,Water,Bareland,Forest,NULL,Non_Wetland,Grassland
686,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL
687,Water,Water,NULL,NULL,Non_Wetland,Grassland
688,Water,Water,NULL,NULL,Non_Wetland,Forest
689,Water,Water,Shrubland,NULL,Non_Wetland,NULL
690,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
691,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
692,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
693,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
694,Water,Water,Shrubland,NULL,Non_Wetland,Forest
695,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
696,Water,Water,Grassland,NULL,Non_Wetland,NULL
697,Water,Water,Grassland,NULL,Non_Wetland,Grassland
698,Water,Water,Grassland,NULL,Non_Wetland,Cropland
699,Water,Water,Grassland,NULL,Non_Wetland,Wetland
700,Water,Water,Grassland,NULL,Non_Wetland,Bareland
701,Water,Water,Grassland,NULL,Non_Wetland,Water
702,Water,Water,Grassland,NULL,Non_Wetland,Forest
703,Water,Water,Grassland,Water,Non_Wetland,Bareland
704,Water,Water,Cropland,NULL,Non_Wetland,Grassland
705,Water,Water,Cropland,NULL,Non_Wetland,Wetland
706,Water,Water,Cropland,NULL,Non_Wetland,Bareland
707,Water,Water,Cropland,NULL,Non_Wetland,Forest
708,Water,Water,Wetland,NULL,Wetland,Wetland
709,Water,Water,Wetland,NULL,Wetland,Forest
710,Water,Water,Wetland,Water,Wetland,Grassland
711,Water,Water,Wetland,Water,Wetland,Water
712,Water,Water,Bareland,NULL,Non_Wetland,Grassland
713,Water,Water,Bareland,NULL,Non_Wetland,Wetland
714,Water,Water,Bareland,NULL,Non_Wetland,Bareland
715,Water,Water,Bareland,NULL,Non_Wetland,Water
716,Water,Water,Bareland,NULL,Non_Wetland,Forest
717,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
718,Water,Water,Bareland,Water,Non_Wetland,Water
719,Water,Water,Built-up,NULL,Non_Wetland,Grassland
720,Water,Water,Built-up,NULL,Non_Wetland,Bareland
721,Water,Water,Forest,NULL,Non_Wetland,Grassland
722,Water,Water,Forest,NULL,Non_Wetland,Wetland
723,Water,Water,Forest,NULL,Non_Wetland,Bareland
724,Water,Water,Forest,NULL,Non_Wetland,Forest
725,Water,Forest,NULL,NULL,Non_Wetland,Grassland
726,Water,Forest,NULL,NULL,Non_Wetland,Forest
727,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
728,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
729,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland
730,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
731,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
732,Water,Forest,Grassland,NULL,Non_Wetland,Forest
733,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
734,Water,Forest,Cropland,NULL,Non_Wetland,Forest
735,Water,Forest,Wetland,NULL,Wetland,Forest
736,Water,Forest,Bareland,NULL,Non_Wetland,Grassland
737,Water,Forest,Bareland,NULL,Non_Wetland,Bareland
738,Water,Forest,Bareland,NULL,Non_Wetland,Forest
739,Water,Forest,Water,NULL,Water,Grassland
740,Water,Forest,Water,NULL,Water,Forest
741,Water,Forest,Forest,NULL,Non_Wetland,Grassland
742,Water,Forest,Forest,NULL,Non_Wetland,Forest
743,Forest,NULL,NULL,NULL,Non_Wetland,NULL
744,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
745,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
746,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
747,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
748,Forest,NULL,NULL,NULL,Non_Wetland,Built-up
749,Forest,NULL,NULL,NULL,Non_Wetland,Forest
750,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
751,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
752,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
753,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
754,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
755,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
756,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
757,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
758,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
759,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
760,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
761,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
762,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
763,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
764,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
765,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
766,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
767,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
768,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
769,Forest,NULL,Wetland,NULL,Wetland,NULL
770,Forest,NULL,Wetland,NULL,Wetland,Grassland
771,Forest,NULL,Wetland,NULL,Wetland,Forest
772,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
773,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
774,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
775,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
776,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
777,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
778,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
779,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
780,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
781,Forest,NULL,Water,NULL,Water,Grassland
782,Forest,NULL,Forest,NULL,Non_Wetland,NULL
783,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
784,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
785,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
786,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
787,Forest,NULL,Forest,NULL,Non_Wetland,Forest
788,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
789,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
790,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
791,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
792,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
793,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
794,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
795,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
796,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
797,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
798,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
799,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
800,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
801,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
802,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
803,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up
804,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
805,Forest,Cropland,Wetland,NULL,Wetland,NULL
806,Forest,Cropland,Wetland,NULL,Wetland,Forest
807,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL
808,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
809,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
810,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL
811,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
812,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up
813,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
814,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
815,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
816,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
817,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
818,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
819,Forest,Wetland,Forest,NULL,Non_Wetland,NULL
820,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
821,Forest,Bareland,Shrubland,NULL,Non_Wetland,Grassland
822,Forest,Bareland,Grassland,NULL,Non_Wetland,Grassland
823,Forest,Bareland,Grassland,NULL,Non_Wetland,Bareland
824,Forest,Bareland,Grassland,NULL,Non_Wetland,Forest
825,Forest,Bareland,Cropland,NULL,Non_Wetland,Bareland
826,Forest,Bareland,Bareland,NULL,Non_Wetland,Grassland
827,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
828,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
829,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
830,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
831,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
832,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
833,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
834,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
835,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
836,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
837,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up
838,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
839,Forest,Built-up,Wetland,NULL,Wetland,Forest
840,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL
841,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
842,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
843,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
844,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
845,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
846,Forest,Water,NULL,NULL,Non_Wetland,Grassland
847,Forest,Water,NULL,NULL,Non_Wetland,Forest
848,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
849,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
850,Forest,Water,Shrubland,NULL,Non_Wetland,Water
851,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
