Value,AFRICA_2024_DynamicWorld_2024_36PVC_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PVC_M_R,AFRICA_2024_GLC_FCS30D_2022_36PVC_M_R,AFRICA_2024_GSW_Yearly_2021_36PVC_M_R,AFRICA_2024_GWL_FCS30D_2022_36PVC_M_R,AFRICA_2024_WorldCover_2021_36PVC_M_R
423,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
424,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
425,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
426,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
427,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
428,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
429,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
430,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
431,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
432,Cropland,NULL,Shrubland,Water,Non_Wetland,Cropland
433,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland
434,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
435,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
436,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
437,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
438,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
439,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
440,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL
441,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
442,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
443,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
444,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Water
445,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Forest
446,Cropland,NULL,Grassland,Water,Non_Wetland,NULL
447,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland
448,Cropland,NULL,Grassland,Water,Non_Wetland,Cropland
449,Cropland,NULL,Grassland,Water,Non_Wetland,Wetland
450,Cropland,NULL,Grassland,Water,Non_Wetland,Bareland
451,Cropland,NULL,Grassland,Water,Non_Wetland,Built-up
452,Cropland,NULL,Grassland,Water,Non_Wetland,Water
453,Cropland,NULL,Grassland,Water,Non_Wetland,Forest
454,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
455,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
456,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
457,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland
458,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
459,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
460,Cropland,NULL,Cropland,NULL,Non_Wetland,Water
461,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
462,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL
463,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
464,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
465,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
466,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
467,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Built-up
468,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water
469,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest
470,Cropland,NULL,Cropland,Water,Non_Wetland,NULL
471,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland
472,Cropland,NULL,Cropland,Water,Non_Wetland,Cropland
473,Cropland,NULL,Cropland,Water,Non_Wetland,Wetland
474,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland
475,Cropland,NULL,Cropland,Water,Non_Wetland,Built-up
476,Cropland,NULL,Cropland,Water,Non_Wetland,Water
477,Cropland,NULL,Cropland,Water,Non_Wetland,Forest
478,Cropland,NULL,Wetland,NULL,Wetland,Water
479,Cropland,NULL,Wetland,NULL,Wetland,Forest
480,Cropland,NULL,Wetland,Non_Water,Wetland,Cropland
481,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland
482,Cropland,NULL,Wetland,Non_Water,Wetland,Water
483,Cropland,NULL,Wetland,Non_Water,Wetland,Forest
484,Cropland,NULL,Wetland,Water,Wetland,Grassland
485,Cropland,NULL,Wetland,Water,Wetland,Cropland
486,Cropland,NULL,Wetland,Water,Wetland,Bareland
487,Cropland,NULL,Wetland,Water,Wetland,Water
488,Cropland,NULL,Wetland,Water,Wetland,Forest
489,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
490,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
491,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
492,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
493,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
494,Cropland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Bareland
495,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
496,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
497,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
498,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland
499,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
500,Cropland,NULL,Bareland,NULL,Non_Wetland,Built-up
501,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
502,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
503,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
504,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
505,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Forest
506,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
507,Cropland,NULL,Bareland,Water,Non_Wetland,Cropland
508,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland
509,Cropland,NULL,Bareland,Water,Non_Wetland,Water
510,Cropland,NULL,Bareland,Water,Non_Wetland,Forest
511,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
512,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
513,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
514,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
515,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
516,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
517,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL
518,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
519,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Cropland
520,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
521,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Forest
522,Cropland,NULL,Built-up,Water,Non_Wetland,NULL
523,Cropland,NULL,Built-up,Water,Non_Wetland,Grassland
524,Cropland,NULL,Built-up,Water,Non_Wetland,Cropland
525,Cropland,NULL,Built-up,Water,Non_Wetland,Bareland
526,Cropland,NULL,Built-up,Water,Non_Wetland,Forest
527,Cropland,NULL,Water,NULL,Water,Forest
528,Cropland,NULL,Water,Non_Water,Water,Cropland
529,Cropland,NULL,Water,Non_Water,Water,Water
530,Cropland,NULL,Water,Non_Water,Water,Forest
531,Cropland,NULL,Water,Water,Water,Cropland
532,Cropland,NULL,Water,Water,Water,Bareland
533,Cropland,NULL,Water,Water,Water,Water
534,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
535,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
536,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
537,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
538,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
539,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
540,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL
541,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland
542,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
543,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
544,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
545,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
546,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland
547,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
548,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up
549,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
550,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
551,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
552,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Forest
553,Cropland,Cropland,NULL,Water,Non_Wetland,Grassland
554,Cropland,Cropland,NULL,Water,Non_Wetland,Cropland
555,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
556,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
557,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
558,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
559,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
560,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
561,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
562,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
563,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland
564,Cropland,Cropland,Shrubland,Water,Non_Wetland,Water
565,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
566,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
567,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
568,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland
569,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
570,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
571,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
572,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL
573,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
574,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
575,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
576,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Built-up
577,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Water
578,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
579,Cropland,Cropland,Grassland,Water,Non_Wetland,Grassland
580,Cropland,Cropland,Grassland,Water,Non_Wetland,Cropland
581,Cropland,Cropland,Grassland,Water,Non_Wetland,Bareland
582,Cropland,Cropland,Grassland,Water,Non_Wetland,Built-up
583,Cropland,Cropland,Grassland,Water,Non_Wetland,Water
584,Cropland,Cropland,Grassland,Water,Non_Wetland,Forest
585,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
586,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
587,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
588,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
589,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
590,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
591,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water
592,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
593,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
594,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
595,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
596,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
597,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
598,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Built-up
599,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Water
600,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
601,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL
602,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland
603,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
604,Cropland,Cropland,Cropland,Water,Non_Wetland,Wetland
605,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland
606,Cropland,Cropland,Cropland,Water,Non_Wetland,Built-up
607,Cropland,Cropland,Cropland,Water,Non_Wetland,Water
608,Cropland,Cropland,Cropland,Water,Non_Wetland,Forest
609,Cropland,Cropland,Wetland,NULL,Wetland,Cropland
610,Cropland,Cropland,Wetland,NULL,Wetland,Bareland
611,Cropland,Cropland,Wetland,NULL,Wetland,Water
612,Cropland,Cropland,Wetland,NULL,Wetland,Forest
613,Cropland,Cropland,Wetland,Non_Water,Wetland,Cropland
614,Cropland,Cropland,Wetland,Non_Water,Wetland,Wetland
615,Cropland,Cropland,Wetland,Non_Water,Wetland,Water
616,Cropland,Cropland,Wetland,Non_Water,Wetland,Forest
617,Cropland,Cropland,Wetland,Water,Wetland,Cropland
618,Cropland,Cropland,Wetland,Water,Wetland,Bareland
619,Cropland,Cropland,Wetland,Water,Wetland,Water
620,Cropland,Cropland,Wetland,Water,Wetland,Forest
621,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
622,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
623,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
624,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
625,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
626,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
627,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
628,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
629,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
630,Cropland,Cropland,Bareland,NULL,Non_Wetland,Built-up
631,Cropland,Cropland,Bareland,NULL,Non_Wetland,Water
632,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
633,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
634,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
635,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
636,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Water
637,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Forest
638,Cropland,Cropland,Bareland,Water,Non_Wetland,Grassland
639,Cropland,Cropland,Bareland,Water,Non_Wetland,Cropland
640,Cropland,Cropland,Bareland,Water,Non_Wetland,Bareland
641,Cropland,Cropland,Bareland,Water,Non_Wetland,Water
642,Cropland,Cropland,Bareland,Water,Non_Wetland,Forest
643,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
644,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
645,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
646,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
647,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
648,Cropland,Cropland,Built-up,NULL,Non_Wetland,Water
649,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
650,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL
651,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Grassland
652,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
653,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland
654,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Built-up
655,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Water
656,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Forest
657,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL
658,Cropland,Cropland,Built-up,Water,Non_Wetland,Grassland
659,Cropland,Cropland,Built-up,Water,Non_Wetland,Cropland
660,Cropland,Cropland,Built-up,Water,Non_Wetland,Bareland
661,Cropland,Cropland,Built-up,Water,Non_Wetland,Water
662,Cropland,Cropland,Built-up,Water,Non_Wetland,Forest
663,Cropland,Cropland,Water,NULL,Water,Cropland
664,Cropland,Cropland,Water,NULL,Water,Water
665,Cropland,Cropland,Water,NULL,Water,Forest
666,Cropland,Cropland,Water,Non_Water,Water,Cropland
667,Cropland,Cropland,Water,Non_Water,Water,Water
668,Cropland,Cropland,Water,Non_Water,Water,Forest
669,Cropland,Cropland,Water,Water,Water,Cropland
670,Cropland,Cropland,Water,Water,Water,Water
671,Cropland,Cropland,Water,Water,Water,Forest
672,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
673,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
674,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
675,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
676,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
677,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
678,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
679,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
680,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland
681,Cropland,Wetland,Grassland,Water,Non_Wetland,Cropland
682,Cropland,Wetland,Cropland,NULL,Non_Wetland,Cropland
683,Cropland,Wetland,Cropland,NULL,Non_Wetland,Forest
684,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
685,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Forest
686,Cropland,Wetland,Cropland,Water,Non_Wetland,Cropland
687,Cropland,Wetland,Cropland,Water,Non_Wetland,Forest
688,Cropland,Wetland,Wetland,Water,Wetland,Cropland
689,Cropland,Wetland,Wetland,Water,Wetland,Forest
690,Cropland,Wetland,Bareland,Water,Non_Wetland,Cropland
691,Cropland,Wetland,Built-up,NULL,Non_Wetland,Cropland
692,Cropland,Wetland,Built-up,NULL,Non_Wetland,Forest
693,Cropland,Wetland,Water,Non_Water,Water,Forest
694,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
695,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
696,Cropland,Bareland,Shrubland,Water,Non_Wetland,Cropland
697,Cropland,Bareland,Shrubland,Water,Non_Wetland,Bareland
698,Cropland,Bareland,Shrubland,Water,Non_Wetland,Water
699,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL
700,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
701,Cropland,Bareland,Grassland,NULL,Non_Wetland,Cropland
702,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
703,Cropland,Bareland,Grassland,NULL,Non_Wetland,Built-up
704,Cropland,Bareland,Grassland,NULL,Non_Wetland,Forest
705,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
706,Cropland,Bareland,Grassland,Water,Non_Wetland,Grassland
707,Cropland,Bareland,Grassland,Water,Non_Wetland,Cropland
708,Cropland,Bareland,Grassland,Water,Non_Wetland,Bareland
709,Cropland,Bareland,Grassland,Water,Non_Wetland,Water
710,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
711,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland
712,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland
713,Cropland,Bareland,Cropland,NULL,Non_Wetland,Built-up
714,Cropland,Bareland,Cropland,NULL,Non_Wetland,Water
715,Cropland,Bareland,Cropland,NULL,Non_Wetland,Forest
716,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,Cropland
717,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,Forest
718,Cropland,Bareland,Cropland,Water,Non_Wetland,Cropland
719,Cropland,Bareland,Cropland,Water,Non_Wetland,Bareland
720,Cropland,Bareland,Cropland,Water,Non_Wetland,Water
721,Cropland,Bareland,Cropland,Water,Non_Wetland,Forest
722,Cropland,Bareland,Wetland,Water,Wetland,Cropland
723,Cropland,Bareland,Wetland,Water,Wetland,Water
724,Cropland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
725,Cropland,Bareland,Bareland,NULL,Non_Wetland,Grassland
726,Cropland,Bareland,Bareland,NULL,Non_Wetland,Cropland
727,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
728,Cropland,Bareland,Bareland,NULL,Non_Wetland,Built-up
729,Cropland,Bareland,Bareland,NULL,Non_Wetland,Forest
730,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,Cropland
731,Cropland,Bareland,Bareland,Water,Non_Wetland,Cropland
732,Cropland,Bareland,Bareland,Water,Non_Wetland,Bareland
733,Cropland,Bareland,Bareland,Water,Non_Wetland,Water
734,Cropland,Bareland,Built-up,NULL,Non_Wetland,Grassland
735,Cropland,Bareland,Built-up,NULL,Non_Wetland,Cropland
736,Cropland,Bareland,Built-up,NULL,Non_Wetland,Bareland
737,Cropland,Bareland,Built-up,NULL,Non_Wetland,Built-up
738,Cropland,Bareland,Built-up,NULL,Non_Wetland,Forest
739,Cropland,Bareland,Built-up,Water,Non_Wetland,Cropland
740,Cropland,Bareland,Built-up,Water,Non_Wetland,Bareland
741,Cropland,Bareland,Water,Water,Water,Cropland
742,Cropland,Bareland,Water,Water,Water,Water
743,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL
744,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
745,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
746,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland
747,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up
748,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
749,Cropland,Built-up,NULL,Non_Water,Non_Wetland,Bareland
750,Cropland,Built-up,NULL,Water,Non_Wetland,Bareland
751,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
752,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
753,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
754,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
755,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
756,Cropland,Built-up,Shrubland,Water,Non_Wetland,Water
757,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
758,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
759,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
760,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
761,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
762,Cropland,Built-up,Grassland,NULL,Non_Wetland,Water
763,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
764,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,NULL
765,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
766,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Cropland
767,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Bareland
768,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Built-up
769,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Forest
770,Cropland,Built-up,Grassland,Water,Non_Wetland,NULL
771,Cropland,Built-up,Grassland,Water,Non_Wetland,Grassland
772,Cropland,Built-up,Grassland,Water,Non_Wetland,Cropland
773,Cropland,Built-up,Grassland,Water,Non_Wetland,Bareland
774,Cropland,Built-up,Grassland,Water,Non_Wetland,Built-up
775,Cropland,Built-up,Grassland,Water,Non_Wetland,Forest
776,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
777,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
778,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
779,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
780,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
781,Cropland,Built-up,Cropland,NULL,Non_Wetland,Water
782,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
783,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
784,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Cropland
785,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Bareland
786,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Built-up
787,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Water
788,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Forest
789,Cropland,Built-up,Cropland,Water,Non_Wetland,Grassland
790,Cropland,Built-up,Cropland,Water,Non_Wetland,Cropland
791,Cropland,Built-up,Cropland,Water,Non_Wetland,Bareland
792,Cropland,Built-up,Cropland,Water,Non_Wetland,Water
793,Cropland,Built-up,Cropland,Water,Non_Wetland,Forest
794,Cropland,Built-up,Wetland,NULL,Wetland,Water
795,Cropland,Built-up,Wetland,NULL,Wetland,Forest
796,Cropland,Built-up,Wetland,Water,Wetland,Cropland
797,Cropland,Built-up,Wetland,Water,Wetland,Forest
798,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
799,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
800,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
801,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
802,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL
803,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
804,Cropland,Built-up,Bareland,NULL,Non_Wetland,Cropland
805,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
806,Cropland,Built-up,Bareland,NULL,Non_Wetland,Built-up
807,Cropland,Built-up,Bareland,NULL,Non_Wetland,Water
808,Cropland,Built-up,Bareland,NULL,Non_Wetland,Forest
809,Cropland,Built-up,Bareland,Non_Water,Non_Wetland,Cropland
810,Cropland,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
811,Cropland,Built-up,Bareland,Water,Non_Wetland,Grassland
812,Cropland,Built-up,Bareland,Water,Non_Wetland,Cropland
813,Cropland,Built-up,Bareland,Water,Non_Wetland,Bareland
814,Cropland,Built-up,Bareland,Water,Non_Wetland,Forest
815,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL
816,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
817,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
818,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
819,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
820,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
821,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
822,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
823,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
824,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,Forest
825,Cropland,Built-up,Built-up,Water,Non_Wetland,Cropland
826,Cropland,Built-up,Built-up,Water,Non_Wetland,Forest
827,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
828,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
829,Cropland,Water,Grassland,NULL,Non_Wetland,Cropland
830,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland
831,Cropland,Water,Grassland,NULL,Non_Wetland,Forest
832,Cropland,Water,Grassland,Non_Water,Non_Wetland,Cropland
833,Cropland,Water,Grassland,Water,Non_Wetland,Cropland
834,Cropland,Water,Grassland,Water,Non_Wetland,Bareland
835,Cropland,Water,Grassland,Water,Non_Wetland,Forest
836,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
837,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
838,Cropland,Water,Cropland,NULL,Non_Wetland,Water
839,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
