Value,AFRICA_2024_DynamicWorld_2024_36PYS_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PYS_M_R,AFRICA_2024_GLC_FCS30D_2022_36PYS_M_R,AFRICA_2024_GSW_Yearly_2021_36PYS_M_R,AFRICA_2024_GWL_FCS30D_2022_36PYS_M_R,AFRICA_2024_WorldCover_2021_36PYS_M_R
425,Cropland,Water,Bareland,Water,Non_Wetland,Water
426,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
427,Cropland,Water,Forest,NULL,Non_Wetland,Forest
428,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
429,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
430,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
431,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland
432,Cropland,Forest,NULL,NULL,Non_Wetland,Built-up
433,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
434,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
435,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
436,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
437,Cropland,Forest,Shrubland,NULL,Non_Wetland,Built-up
438,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
439,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
440,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
441,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
442,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
443,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
444,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
445,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
446,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland
447,Cropland,Forest,Cropland,NULL,Non_Wetland,Built-up
448,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
449,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
450,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
451,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
452,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
453,Cropland,Forest,Forest,NULL,Non_Wetland,Built-up
454,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
455,Wetland,NULL,NULL,NULL,Non_Wetland,NULL
456,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
457,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
458,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
459,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
460,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
461,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
462,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
463,Wetland,NULL,Grassland,NULL,Non_Wetland,Cropland
464,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
465,Wetland,NULL,Grassland,Water,Non_Wetland,NULL
466,Wetland,NULL,Grassland,Water,Non_Wetland,Forest
467,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
468,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
469,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
470,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland
471,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
472,Wetland,NULL,Cropland,Water,Non_Wetland,NULL
473,Wetland,NULL,Wetland,NULL,Wetland,Forest
474,Wetland,NULL,Wetland,Water,Wetland,Forest
475,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL
476,Wetland,NULL,Bareland,NULL,Non_Wetland,Cropland
477,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
478,Wetland,NULL,Bareland,Water,Non_Wetland,Forest
479,Wetland,NULL,Built-up,NULL,Non_Wetland,Forest
480,Wetland,NULL,Water,NULL,Water,Forest
481,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
482,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
483,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
484,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland
485,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
486,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest
487,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL
488,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
489,Wetland,Wetland,Bareland,NULL,Non_Wetland,Forest
490,Wetland,Wetland,Water,NULL,Water,Forest
491,Wetland,Wetland,Water,Water,Water,Forest
492,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL
493,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
494,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
495,Wetland,Water,NULL,NULL,Non_Wetland,NULL
496,Wetland,Water,NULL,NULL,Non_Wetland,Grassland
497,Wetland,Water,NULL,NULL,Non_Wetland,Cropland
498,Wetland,Water,NULL,NULL,Non_Wetland,Forest
499,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
500,Wetland,Water,Shrubland,NULL,Non_Wetland,Cropland
501,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
502,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Forest
503,Wetland,Water,Shrubland,Water,Non_Wetland,Bareland
504,Wetland,Water,Shrubland,Water,Non_Wetland,Forest
505,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland
506,Wetland,Water,Grassland,NULL,Non_Wetland,Cropland
507,Wetland,Water,Grassland,NULL,Non_Wetland,Water
508,Wetland,Water,Grassland,NULL,Non_Wetland,Forest
509,Wetland,Water,Cropland,NULL,Non_Wetland,NULL
510,Wetland,Water,Cropland,NULL,Non_Wetland,Cropland
511,Wetland,Water,Cropland,NULL,Non_Wetland,Forest
512,Wetland,Water,Cropland,Water,Non_Wetland,Bareland
513,Wetland,Water,Wetland,NULL,Wetland,Forest
514,Wetland,Water,Wetland,Water,Wetland,Cropland
515,Wetland,Water,Wetland,Water,Wetland,Forest
516,Wetland,Water,Bareland,NULL,Non_Wetland,NULL
517,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
518,Wetland,Water,Bareland,NULL,Non_Wetland,Cropland
519,Wetland,Water,Bareland,NULL,Non_Wetland,Forest
520,Wetland,Water,Bareland,Non_Water,Non_Wetland,Forest
521,Wetland,Water,Bareland,Water,Non_Wetland,Cropland
522,Wetland,Water,Built-up,NULL,Non_Wetland,Cropland
523,Wetland,Water,Built-up,NULL,Non_Wetland,Forest
524,Wetland,Water,Built-up,Water,Non_Wetland,Cropland
525,Wetland,Water,Water,NULL,Water,Cropland
526,Wetland,Water,Water,NULL,Water,Forest
527,Wetland,Water,Water,Water,Water,Forest
528,Wetland,Water,Forest,NULL,Non_Wetland,NULL
529,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
530,Wetland,Water,Forest,NULL,Non_Wetland,Cropland
531,Wetland,Water,Forest,NULL,Non_Wetland,Forest
532,Wetland,Water,Forest,Water,Non_Wetland,Water
533,Wetland,Water,Forest,Water,Non_Wetland,Forest
534,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
535,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
536,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
537,Wetland,Forest,Grassland,NULL,Non_Wetland,Forest
538,Wetland,Forest,Wetland,NULL,Wetland,Forest
539,Wetland,Forest,Forest,NULL,Non_Wetland,NULL
540,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
541,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
542,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
543,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
544,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
545,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
546,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
547,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
548,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
549,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
550,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
551,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
552,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
553,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
554,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
555,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
556,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
557,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
558,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
559,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
560,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
561,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
562,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland
563,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
564,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
565,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
566,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
567,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
568,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
569,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
570,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
571,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
572,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
573,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
574,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
575,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
576,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
577,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
578,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
579,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
580,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
581,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
582,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
583,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
584,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
585,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
586,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
587,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
588,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water
589,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
590,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water
591,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
592,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
593,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water
594,Bareland,Bareland,Grassland,Water,Non_Wetland,Cropland
595,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
596,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
597,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
598,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
599,Bareland,Bareland,Wetland,Water,Wetland,Cropland
600,Bareland,Bareland,Wetland,Water,Wetland,Water
601,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
602,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland
603,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
604,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
605,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
606,Bareland,Bareland,Bareland,Water,Non_Wetland,Cropland
607,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
608,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
609,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
610,Bareland,Bareland,Built-up,Water,Non_Wetland,Cropland
611,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
612,Bareland,Bareland,Water,Water,Water,Grassland
613,Bareland,Bareland,Water,Water,Water,Cropland
614,Bareland,Bareland,Water,Water,Water,Water
615,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
616,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
617,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
618,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
619,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland
620,Bareland,Water,NULL,NULL,Non_Wetland,Grassland
621,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
622,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
623,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
624,Bareland,Water,Shrubland,Water,Non_Wetland,Water
625,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
626,Bareland,Water,Grassland,Water,Non_Wetland,Cropland
627,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
628,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
629,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
630,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
631,Bareland,Water,Cropland,NULL,Non_Wetland,Water
632,Bareland,Water,Cropland,Water,Non_Wetland,Cropland
633,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
634,Bareland,Water,Wetland,Water,Wetland,Cropland
635,Bareland,Water,Bareland,NULL,Non_Wetland,Cropland
636,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
637,Bareland,Water,Bareland,NULL,Non_Wetland,Water
638,Bareland,Water,Bareland,Water,Non_Wetland,Cropland
639,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
640,Bareland,Water,Bareland,Water,Non_Wetland,Water
641,Bareland,Water,Built-up,Water,Non_Wetland,Bareland
642,Bareland,Water,Water,Water,Water,Water
643,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
644,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
645,Bareland,Water,Forest,NULL,Non_Wetland,Forest
646,Bareland,Water,Forest,Water,Non_Wetland,Forest
647,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
648,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland
649,Bareland,Forest,Built-up,NULL,Non_Wetland,Grassland
650,Bareland,Forest,Forest,NULL,Non_Wetland,NULL
651,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
652,Water,NULL,NULL,NULL,Non_Wetland,NULL
653,Water,NULL,NULL,NULL,Non_Wetland,Grassland
654,Water,NULL,NULL,NULL,Non_Wetland,Cropland
655,Water,NULL,NULL,NULL,Non_Wetland,Bareland
656,Water,NULL,NULL,NULL,Non_Wetland,Forest
657,Water,NULL,NULL,Water,Non_Wetland,Forest
658,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
659,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
660,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
661,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
662,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up
663,Water,NULL,Shrubland,NULL,Non_Wetland,Water
664,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
665,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
666,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
667,Water,NULL,Shrubland,Water,Non_Wetland,NULL
668,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
669,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
670,Water,NULL,Shrubland,Water,Non_Wetland,Forest
671,Water,NULL,Grassland,NULL,Non_Wetland,NULL
672,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
673,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
674,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
675,Water,NULL,Grassland,NULL,Non_Wetland,Forest
676,Water,NULL,Grassland,Water,Non_Wetland,Cropland
677,Water,NULL,Grassland,Water,Non_Wetland,Forest
678,Water,NULL,Cropland,NULL,Non_Wetland,NULL
679,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
680,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
681,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
682,Water,NULL,Cropland,NULL,Non_Wetland,Forest
683,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest
684,Water,NULL,Cropland,Water,Non_Wetland,NULL
685,Water,NULL,Cropland,Water,Non_Wetland,Grassland
686,Water,NULL,Cropland,Water,Non_Wetland,Cropland
687,Water,NULL,Cropland,Water,Non_Wetland,Bareland
688,Water,NULL,Cropland,Water,Non_Wetland,Forest
689,Water,NULL,Wetland,NULL,Wetland,Grassland
690,Water,NULL,Wetland,NULL,Wetland,Cropland
691,Water,NULL,Wetland,NULL,Wetland,Forest
692,Water,NULL,Wetland,Water,Wetland,Grassland
693,Water,NULL,Wetland,Water,Wetland,Forest
694,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
695,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
696,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
697,Water,NULL,Bareland,NULL,Non_Wetland,NULL
698,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
699,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
700,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
701,Water,NULL,Bareland,NULL,Non_Wetland,Water
702,Water,NULL,Bareland,NULL,Non_Wetland,Forest
703,Water,NULL,Bareland,Non_Water,Non_Wetland,Water
704,Water,NULL,Bareland,Non_Water,Non_Wetland,Forest
705,Water,NULL,Bareland,Water,Non_Wetland,Grassland
706,Water,NULL,Bareland,Water,Non_Wetland,Cropland
707,Water,NULL,Bareland,Water,Non_Wetland,Bareland
708,Water,NULL,Bareland,Water,Non_Wetland,Forest
709,Water,NULL,Built-up,NULL,Non_Wetland,NULL
710,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
711,Water,NULL,Built-up,NULL,Non_Wetland,Wetland
712,Water,NULL,Built-up,NULL,Non_Wetland,Forest
713,Water,NULL,Built-up,Water,Non_Wetland,Grassland
714,Water,NULL,Built-up,Water,Non_Wetland,Water
715,Water,NULL,Water,NULL,Water,Grassland
716,Water,NULL,Water,NULL,Water,Cropland
717,Water,NULL,Water,NULL,Water,Forest
718,Water,NULL,Water,Water,Water,Grassland
719,Water,NULL,Water,Water,Water,Forest
720,Water,NULL,Forest,NULL,Non_Wetland,NULL
721,Water,NULL,Forest,NULL,Non_Wetland,Grassland
722,Water,NULL,Forest,NULL,Non_Wetland,Cropland
723,Water,NULL,Forest,NULL,Non_Wetland,Bareland
724,Water,NULL,Forest,NULL,Non_Wetland,Built-up
725,Water,NULL,Forest,NULL,Non_Wetland,Water
726,Water,NULL,Forest,NULL,Non_Wetland,Forest
727,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
728,Water,NULL,Forest,Water,Non_Wetland,NULL
729,Water,NULL,Forest,Water,Non_Wetland,Grassland
730,Water,NULL,Forest,Water,Non_Wetland,Cropland
731,Water,NULL,Forest,Water,Non_Wetland,Bareland
732,Water,NULL,Forest,Water,Non_Wetland,Forest
733,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
734,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
735,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
736,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
737,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
738,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL
739,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland
740,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest
741,Water,Wetland,Forest,NULL,Non_Wetland,NULL
742,Water,Wetland,Forest,NULL,Non_Wetland,Grassland
743,Water,Wetland,Forest,NULL,Non_Wetland,Forest
744,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
745,Water,Bareland,Shrubland,NULL,Non_Wetland,Cropland
746,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
747,Water,Bareland,Shrubland,Water,Non_Wetland,Grassland
748,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland
749,Water,Bareland,Grassland,NULL,Non_Wetland,Cropland
750,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
751,Water,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
752,Water,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
753,Water,Bareland,Grassland,Water,Non_Wetland,Grassland
754,Water,Bareland,Grassland,Water,Non_Wetland,Cropland
755,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
756,Water,Bareland,Cropland,NULL,Non_Wetland,Grassland
757,Water,Bareland,Cropland,NULL,Non_Wetland,Cropland
758,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
759,Water,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
760,Water,Bareland,Cropland,Water,Non_Wetland,Cropland
761,Water,Bareland,Cropland,Water,Non_Wetland,Bareland
762,Water,Bareland,Wetland,Water,Wetland,Cropland
763,Water,Bareland,Wetland,Water,Wetland,Bareland
764,Water,Bareland,Wetland,Water,Wetland,Water
765,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
766,Water,Bareland,Bareland,NULL,Non_Wetland,Cropland
767,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
768,Water,Bareland,Bareland,NULL,Non_Wetland,Water
769,Water,Bareland,Bareland,Non_Water,Non_Wetland,Cropland
770,Water,Bareland,Bareland,Water,Non_Wetland,Cropland
771,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
772,Water,Bareland,Bareland,Water,Non_Wetland,Water
773,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland
774,Water,Bareland,Built-up,Water,Non_Wetland,Bareland
775,Water,Bareland,Water,NULL,Water,Cropland
776,Water,Bareland,Forest,NULL,Non_Wetland,NULL
777,Water,Bareland,Forest,NULL,Non_Wetland,Grassland
778,Water,Bareland,Forest,NULL,Non_Wetland,Forest
779,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland
780,Water,Water,NULL,NULL,Non_Wetland,NULL
781,Water,Water,NULL,NULL,Non_Wetland,Grassland
782,Water,Water,NULL,NULL,Non_Wetland,Cropland
783,Water,Water,NULL,NULL,Non_Wetland,Wetland
784,Water,Water,NULL,NULL,Non_Wetland,Bareland
785,Water,Water,NULL,NULL,Non_Wetland,Water
786,Water,Water,NULL,NULL,Non_Wetland,Forest
787,Water,Water,NULL,Non_Water,Non_Wetland,Cropland
788,Water,Water,NULL,Non_Water,Non_Wetland,Wetland
789,Water,Water,NULL,Non_Water,Non_Wetland,Bareland
790,Water,Water,NULL,Non_Water,Non_Wetland,Water
791,Water,Water,NULL,Non_Water,Non_Wetland,Forest
792,Water,Water,NULL,Water,Non_Wetland,Grassland
793,Water,Water,NULL,Water,Non_Wetland,Cropland
794,Water,Water,NULL,Water,Non_Wetland,Wetland
795,Water,Water,NULL,Water,Non_Wetland,Bareland
796,Water,Water,NULL,Water,Non_Wetland,Water
797,Water,Water,NULL,Water,Non_Wetland,Forest
798,Water,Water,Shrubland,NULL,Non_Wetland,NULL
799,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
800,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
801,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
802,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
803,Water,Water,Shrubland,NULL,Non_Wetland,Water
804,Water,Water,Shrubland,NULL,Non_Wetland,Forest
805,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
806,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
807,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
808,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
809,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
810,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
811,Water,Water,Shrubland,Water,Non_Wetland,NULL
812,Water,Water,Shrubland,Water,Non_Wetland,Grassland
813,Water,Water,Shrubland,Water,Non_Wetland,Cropland
814,Water,Water,Shrubland,Water,Non_Wetland,Wetland
815,Water,Water,Shrubland,Water,Non_Wetland,Bareland
816,Water,Water,Shrubland,Water,Non_Wetland,Water
817,Water,Water,Shrubland,Water,Non_Wetland,Forest
818,Water,Water,Grassland,NULL,Non_Wetland,NULL
819,Water,Water,Grassland,NULL,Non_Wetland,Grassland
820,Water,Water,Grassland,NULL,Non_Wetland,Cropland
821,Water,Water,Grassland,NULL,Non_Wetland,Wetland
822,Water,Water,Grassland,NULL,Non_Wetland,Bareland
823,Water,Water,Grassland,NULL,Non_Wetland,Water
824,Water,Water,Grassland,NULL,Non_Wetland,Forest
825,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
826,Water,Water,Grassland,Non_Water,Non_Wetland,Cropland
827,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
828,Water,Water,Grassland,Non_Water,Non_Wetland,Water
829,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
830,Water,Water,Grassland,Water,Non_Wetland,Grassland
831,Water,Water,Grassland,Water,Non_Wetland,Cropland
832,Water,Water,Grassland,Water,Non_Wetland,Wetland
833,Water,Water,Grassland,Water,Non_Wetland,Bareland
834,Water,Water,Grassland,Water,Non_Wetland,Water
835,Water,Water,Grassland,Water,Non_Wetland,Forest
836,Water,Water,Cropland,NULL,Non_Wetland,NULL
837,Water,Water,Cropland,NULL,Non_Wetland,Grassland
838,Water,Water,Cropland,NULL,Non_Wetland,Cropland
839,Water,Water,Cropland,NULL,Non_Wetland,Wetland
840,Water,Water,Cropland,NULL,Non_Wetland,Bareland
841,Water,Water,Cropland,NULL,Non_Wetland,Built-up
842,Water,Water,Cropland,NULL,Non_Wetland,Water
843,Water,Water,Cropland,NULL,Non_Wetland,Forest
844,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
845,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
846,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
847,Water,Water,Cropland,Non_Water,Non_Wetland,Water
848,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
849,Water,Water,Cropland,Water,Non_Wetland,NULL
850,Water,Water,Cropland,Water,Non_Wetland,Grassland
851,Water,Water,Cropland,Water,Non_Wetland,Cropland
852,Water,Water,Cropland,Water,Non_Wetland,Wetland
853,Water,Water,Cropland,Water,Non_Wetland,Bareland
854,Water,Water,Cropland,Water,Non_Wetland,Water
855,Water,Water,Cropland,Water,Non_Wetland,Forest
856,Water,Water,Wetland,NULL,Wetland,NULL
857,Water,Water,Wetland,NULL,Wetland,Grassland
858,Water,Water,Wetland,NULL,Wetland,Cropland
859,Water,Water,Wetland,NULL,Wetland,Wetland
860,Water,Water,Wetland,NULL,Wetland,Bareland
861,Water,Water,Wetland,NULL,Wetland,Water
862,Water,Water,Wetland,NULL,Wetland,Forest
863,Water,Water,Wetland,Non_Water,Wetland,Grassland
864,Water,Water,Wetland,Non_Water,Wetland,Cropland
865,Water,Water,Wetland,Non_Water,Wetland,Wetland
866,Water,Water,Wetland,Non_Water,Wetland,Bareland
867,Water,Water,Wetland,Non_Water,Wetland,Water
868,Water,Water,Wetland,Non_Water,Wetland,Forest
869,Water,Water,Wetland,Water,Wetland,NULL
870,Water,Water,Wetland,Water,Wetland,Grassland
871,Water,Water,Wetland,Water,Wetland,Cropland
