Value,AFRICA_2024_DynamicWorld_2024_37NBE_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NBE_M_R,AFRICA_2024_GLC_FCS30D_2022_37NBE_M_R,AFRICA_2024_GSW_Yearly_2021_37NBE_M_R,AFRICA_2024_GWL_FCS30D_2022_37NBE_M_R,AFRICA_2024_WorldCover_2021_37NBE_M_R
415,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
416,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
417,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
418,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL
419,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
420,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
421,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
422,Bareland,Bareland,Grassland,NULL,Non_Wetland,Forest
423,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
424,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
425,Bareland,Bareland,Grassland,Water,Non_Wetland,Grassland
426,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
427,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
428,Bareland,Bareland,Wetland,Water,Wetland,Bareland
429,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL
430,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
431,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
432,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
433,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
434,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
435,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
436,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
437,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
438,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
439,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
440,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL
441,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
442,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
443,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
444,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
445,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
446,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL
447,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
448,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
449,Bareland,Built-up,Bareland,NULL,Non_Wetland,Forest
450,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
451,Bareland,Built-up,Bareland,Water,Non_Wetland,Bareland
452,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
453,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
454,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
455,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
456,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
457,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
458,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
459,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL
460,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
461,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
462,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest
463,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
464,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
465,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
466,Water,NULL,Grassland,NULL,Non_Wetland,NULL
467,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
468,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
469,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
470,Water,NULL,Grassland,NULL,Non_Wetland,Forest
471,Water,NULL,Grassland,Water,Non_Wetland,Bareland
472,Water,NULL,Bareland,NULL,Non_Wetland,NULL
473,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
474,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
475,Water,NULL,Bareland,NULL,Non_Wetland,Water
476,Water,NULL,Bareland,NULL,Non_Wetland,Forest
477,Water,NULL,Bareland,Water,Non_Wetland,Grassland
478,Water,NULL,Bareland,Water,Non_Wetland,Bareland
479,Water,NULL,Built-up,NULL,Non_Wetland,NULL
480,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
481,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
482,Water,Cropland,Grassland,NULL,Non_Wetland,NULL
483,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
484,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
485,Water,Cropland,Grassland,Water,Non_Wetland,Bareland
486,Water,Cropland,Bareland,NULL,Non_Wetland,NULL
487,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
488,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
489,Water,Cropland,Bareland,Water,Non_Wetland,Bareland
490,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland
491,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland
492,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland
493,Water,Wetland,Grassland,NULL,Non_Wetland,Bareland
494,Water,Wetland,Grassland,Water,Non_Wetland,Bareland
495,Water,Wetland,Bareland,NULL,Non_Wetland,Grassland
496,Water,Wetland,Bareland,NULL,Non_Wetland,Bareland
497,Water,Wetland,Bareland,NULL,Non_Wetland,Water
498,Water,Wetland,Bareland,Water,Non_Wetland,Grassland
499,Water,Wetland,Bareland,Water,Non_Wetland,Cropland
500,Water,Wetland,Bareland,Water,Non_Wetland,Wetland
501,Water,Wetland,Bareland,Water,Non_Wetland,Bareland
502,Water,Wetland,Bareland,Water,Non_Wetland,Water
503,Water,Wetland,Built-up,NULL,Non_Wetland,Grassland
504,Water,Wetland,Built-up,NULL,Non_Wetland,Bareland
505,Water,Wetland,Water,Water,Water,Wetland
506,Water,Wetland,Water,Water,Water,Water
507,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
508,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
509,Water,Bareland,Grassland,NULL,Non_Wetland,NULL
510,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland
511,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
512,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
513,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
514,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
515,Water,Bareland,Bareland,NULL,Non_Wetland,Water
516,Water,Bareland,Bareland,Water,Non_Wetland,Grassland
517,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
518,Water,Bareland,Bareland,Water,Non_Wetland,Water
519,Water,Bareland,Built-up,NULL,Non_Wetland,Grassland
520,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland
521,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
522,Water,Water,Grassland,NULL,Non_Wetland,Grassland
523,Water,Water,Grassland,NULL,Non_Wetland,Cropland
524,Water,Water,Grassland,NULL,Non_Wetland,Wetland
525,Water,Water,Grassland,NULL,Non_Wetland,Bareland
526,Water,Water,Grassland,Water,Non_Wetland,Cropland
527,Water,Water,Grassland,Water,Non_Wetland,Wetland
528,Water,Water,Bareland,NULL,Non_Wetland,NULL
529,Water,Water,Bareland,NULL,Non_Wetland,Grassland
530,Water,Water,Bareland,NULL,Non_Wetland,Cropland
531,Water,Water,Bareland,NULL,Non_Wetland,Wetland
532,Water,Water,Bareland,NULL,Non_Wetland,Bareland
533,Water,Water,Bareland,NULL,Non_Wetland,Water
534,Water,Water,Bareland,NULL,Non_Wetland,Forest
535,Water,Water,Bareland,Water,Non_Wetland,Grassland
536,Water,Water,Bareland,Water,Non_Wetland,Cropland
537,Water,Water,Bareland,Water,Non_Wetland,Wetland
538,Water,Water,Bareland,Water,Non_Wetland,Bareland
539,Water,Water,Bareland,Water,Non_Wetland,Water
540,Water,Water,Water,NULL,Water,Water
541,Water,Water,Water,Water,Water,Wetland
542,Water,Water,Water,Water,Water,Bareland
543,Water,Water,Water,Water,Water,Water
544,Water,Forest,Bareland,NULL,Non_Wetland,Grassland
545,Water,Forest,Bareland,NULL,Non_Wetland,Water
546,Forest,NULL,NULL,NULL,Non_Wetland,NULL
547,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
548,Forest,NULL,NULL,NULL,Non_Wetland,Forest
549,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
550,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
551,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
552,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
553,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
554,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
555,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
556,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
557,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
558,Forest,NULL,Grassland,NULL,Non_Wetland,Water
559,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
560,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL
561,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
562,Forest,NULL,Grassland,Water,Non_Wetland,Grassland
563,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
564,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
565,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
566,Forest,NULL,Wetland,NULL,Wetland,Forest
567,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
568,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
569,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
570,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
571,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
572,Forest,NULL,Bareland,NULL,Non_Wetland,Water
573,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
574,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL
575,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
576,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
577,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
578,Forest,NULL,Water,NULL,Water,NULL
579,Forest,NULL,Water,NULL,Water,Grassland
580,Forest,NULL,Forest,NULL,Non_Wetland,NULL
581,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
582,Forest,NULL,Forest,NULL,Non_Wetland,Forest
583,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
584,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
585,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
586,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
587,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
588,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
589,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
590,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
591,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL
592,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
593,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
594,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL
595,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
596,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
597,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
598,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL
599,Forest,Bareland,Shrubland,NULL,Non_Wetland,Forest
600,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL
601,Forest,Bareland,Grassland,NULL,Non_Wetland,Grassland
602,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL
603,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
604,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
605,Forest,Water,Grassland,NULL,Non_Wetland,NULL
606,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
607,Forest,Water,Bareland,NULL,Non_Wetland,NULL
608,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
609,Forest,Water,Bareland,NULL,Non_Wetland,Bareland
610,Forest,Forest,NULL,NULL,Non_Wetland,NULL
611,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
612,Forest,Forest,NULL,NULL,Non_Wetland,Forest
613,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
614,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
615,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
616,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
617,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
618,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
619,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
620,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
621,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL
622,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
623,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
624,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
625,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
626,Forest,Forest,Wetland,NULL,Wetland,NULL
627,Forest,Forest,Wetland,NULL,Wetland,Forest
628,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
629,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
630,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
631,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
632,Forest,Forest,Bareland,NULL,Non_Wetland,Water
633,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
634,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
635,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
636,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
637,Forest,Forest,Water,NULL,Water,NULL
638,Forest,Forest,Water,NULL,Water,Grassland
639,Forest,Forest,Water,NULL,Water,Forest
640,Forest,Forest,Forest,NULL,Non_Wetland,NULL
641,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
642,Forest,Forest,Forest,NULL,Non_Wetland,Forest
