Value,AFRICA_2024_DynamicWorld_2024_37PHL_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PHL_M_R,AFRICA_2024_GLC_FCS30D_2022_37PHL_M_R,AFRICA_2024_GSW_Yearly_2021_37PHL_M_R,AFRICA_2024_GWL_FCS30D_2022_37PHL_M_R,AFRICA_2024_WorldCover_2021_37PHL_M_R
422,Grassland,Water,Forest,NULL,Non_Wetland,Wetland
423,Grassland,Water,Forest,Non_Water,Non_Wetland,Wetland
424,Grassland,Water,Forest,Water,Non_Wetland,Wetland
425,Grassland,Forest,NULL,NULL,Non_Wetland,NULL
426,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
427,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland
428,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland
429,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
430,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
431,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
432,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland
433,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL
434,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL
435,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
436,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland
437,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland
438,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
439,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Cropland
440,Grassland,Forest,Bareland,NULL,Non_Wetland,Cropland
441,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland
442,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
443,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
444,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
445,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland
446,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
447,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland
448,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
449,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
450,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
451,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland
452,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
453,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up
454,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
455,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
456,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
457,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
458,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
459,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
460,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water
461,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
462,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
463,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL
464,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
465,Cropland,NULL,Shrubland,Water,Non_Wetland,Cropland
466,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
467,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
468,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
469,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland
470,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
471,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
472,Cropland,NULL,Grassland,NULL,Non_Wetland,Water
473,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
474,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland
475,Cropland,NULL,Grassland,Water,Non_Wetland,Water
476,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
477,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
478,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
479,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland
480,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
481,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
482,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
483,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
484,Cropland,NULL,Cropland,Water,Non_Wetland,NULL
485,Cropland,NULL,Cropland,Water,Non_Wetland,Cropland
486,Cropland,NULL,Wetland,NULL,Wetland,Wetland
487,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
488,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
489,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
490,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
491,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
492,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
493,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
494,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
495,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
496,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
497,Cropland,NULL,Bareland,Water,Non_Wetland,Cropland
498,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
499,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
500,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
501,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
502,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
503,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
504,Cropland,NULL,Water,NULL,Water,Grassland
505,Cropland,NULL,Water,NULL,Water,Cropland
506,Cropland,NULL,Water,NULL,Water,Forest
507,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
508,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
509,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
510,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
511,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
512,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
513,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
514,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland
515,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
516,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
517,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
518,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland
519,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
520,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up
521,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
522,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL
523,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
524,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Wetland
525,Cropland,Cropland,NULL,Water,Non_Wetland,Grassland
526,Cropland,Cropland,NULL,Water,Non_Wetland,Cropland
527,Cropland,Cropland,NULL,Water,Non_Wetland,Wetland
528,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
529,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
530,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
531,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
532,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
533,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
534,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water
535,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
536,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
537,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
538,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
539,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland
540,Cropland,Cropland,Shrubland,Water,Non_Wetland,Wetland
541,Cropland,Cropland,Shrubland,Water,Non_Wetland,Water
542,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
543,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
544,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
545,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland
546,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
547,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
548,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
549,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL
550,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
551,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
552,Cropland,Cropland,Grassland,Water,Non_Wetland,Cropland
553,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
554,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
555,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
556,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
557,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
558,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
559,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
560,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
561,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
562,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
563,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
564,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland
565,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
566,Cropland,Cropland,Cropland,Water,Non_Wetland,Wetland
567,Cropland,Cropland,Cropland,Water,Non_Wetland,Water
568,Cropland,Cropland,Wetland,NULL,Wetland,Water
569,Cropland,Cropland,Wetland,Water,Wetland,Wetland
570,Cropland,Cropland,Wetland,Water,Wetland,Water
571,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
572,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
573,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
574,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
575,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
576,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
577,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
578,Cropland,Cropland,Bareland,NULL,Non_Wetland,Built-up
579,Cropland,Cropland,Bareland,NULL,Non_Wetland,Water
580,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
581,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL
582,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
583,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
584,Cropland,Cropland,Bareland,Water,Non_Wetland,Cropland
585,Cropland,Cropland,Bareland,Water,Non_Wetland,Wetland
586,Cropland,Cropland,Bareland,Water,Non_Wetland,Water
587,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
588,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
589,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
590,Cropland,Cropland,Built-up,NULL,Non_Wetland,Wetland
591,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
592,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
593,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
594,Cropland,Cropland,Built-up,Water,Non_Wetland,Cropland
595,Cropland,Cropland,Water,NULL,Water,NULL
596,Cropland,Cropland,Water,NULL,Water,Cropland
597,Cropland,Cropland,Water,NULL,Water,Wetland
598,Cropland,Cropland,Water,NULL,Water,Water
599,Cropland,Cropland,Water,Non_Water,Water,NULL
600,Cropland,Cropland,Water,Non_Water,Water,Grassland
601,Cropland,Cropland,Water,Non_Water,Water,Cropland
602,Cropland,Cropland,Water,Non_Water,Water,Wetland
603,Cropland,Cropland,Water,Water,Water,Cropland
604,Cropland,Cropland,Water,Water,Water,Wetland
605,Cropland,Cropland,Water,Water,Water,Bareland
606,Cropland,Cropland,Water,Water,Water,Water
607,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
608,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
609,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
610,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
611,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
612,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
613,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
614,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL
615,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
616,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
617,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
618,Cropland,Cropland,Forest,Water,Non_Wetland,NULL
619,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland
620,Cropland,Cropland,Forest,Water,Non_Wetland,Wetland
621,Cropland,Wetland,NULL,NULL,Non_Wetland,Cropland
622,Cropland,Wetland,NULL,NULL,Non_Wetland,Wetland
623,Cropland,Wetland,Cropland,NULL,Non_Wetland,Cropland
624,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
625,Cropland,Wetland,Bareland,NULL,Non_Wetland,NULL
626,Cropland,Wetland,Bareland,NULL,Non_Wetland,Grassland
627,Cropland,Wetland,Bareland,NULL,Non_Wetland,Cropland
628,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL
629,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland
630,Cropland,Wetland,Forest,NULL,Non_Wetland,Cropland
631,Cropland,Wetland,Forest,NULL,Non_Wetland,Wetland
632,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
633,Cropland,Wetland,Forest,Water,Non_Wetland,Cropland
634,Cropland,Bareland,NULL,NULL,Non_Wetland,Grassland
635,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL
636,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
637,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
638,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
639,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL
640,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
641,Cropland,Bareland,Grassland,NULL,Non_Wetland,Cropland
642,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
643,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL
644,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
645,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland
646,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland
647,Cropland,Bareland,Bareland,NULL,Non_Wetland,Grassland
648,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
649,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL
650,Cropland,Bareland,Built-up,NULL,Non_Wetland,Grassland
651,Cropland,Bareland,Built-up,NULL,Non_Wetland,Bareland
652,Cropland,Bareland,Built-up,NULL,Non_Wetland,Built-up
653,Cropland,Bareland,Water,NULL,Water,Cropland
654,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL
655,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
656,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
657,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up
658,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
659,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
660,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
661,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
662,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
663,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
664,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
665,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
666,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
667,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
668,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
669,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
670,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
671,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
672,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
673,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
674,Cropland,Built-up,Cropland,NULL,Non_Wetland,Wetland
675,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
676,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
677,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
678,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Forest
679,Cropland,Built-up,Cropland,Water,Non_Wetland,Cropland
680,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL
681,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
682,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
683,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL
684,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
685,Cropland,Built-up,Bareland,NULL,Non_Wetland,Cropland
686,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
687,Cropland,Built-up,Bareland,NULL,Non_Wetland,Built-up
688,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL
689,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
690,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
691,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
692,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
693,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
694,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
695,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
696,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
697,Cropland,Built-up,Forest,NULL,Non_Wetland,Wetland
698,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
699,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
700,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Wetland
701,Cropland,Water,NULL,NULL,Non_Wetland,NULL
702,Cropland,Water,NULL,NULL,Non_Wetland,Cropland
703,Cropland,Water,NULL,NULL,Non_Wetland,Wetland
704,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL
705,Cropland,Water,NULL,Non_Water,Non_Wetland,Cropland
706,Cropland,Water,NULL,Non_Water,Non_Wetland,Wetland
707,Cropland,Water,Shrubland,NULL,Non_Wetland,Cropland
708,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland
709,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Cropland
710,Cropland,Water,Shrubland,Water,Non_Wetland,Cropland
711,Cropland,Water,Grassland,NULL,Non_Wetland,NULL
712,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
713,Cropland,Water,Grassland,NULL,Non_Wetland,Cropland
714,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland
715,Cropland,Water,Cropland,NULL,Non_Wetland,NULL
716,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
717,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
718,Cropland,Water,Cropland,NULL,Non_Wetland,Wetland
719,Cropland,Water,Cropland,NULL,Non_Wetland,Built-up
720,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
721,Cropland,Water,Cropland,Non_Water,Non_Wetland,NULL
722,Cropland,Water,Cropland,Non_Water,Non_Wetland,Cropland
723,Cropland,Water,Cropland,Water,Non_Wetland,Cropland
724,Cropland,Water,Cropland,Water,Non_Wetland,Wetland
725,Cropland,Water,Wetland,Water,Wetland,Wetland
726,Cropland,Water,Wetland,Water,Wetland,Water
727,Cropland,Water,Bareland,Water,Non_Wetland,Cropland
728,Cropland,Water,Built-up,NULL,Non_Wetland,Cropland
729,Cropland,Water,Built-up,NULL,Non_Wetland,Bareland
730,Cropland,Water,Built-up,NULL,Non_Wetland,Built-up
731,Cropland,Water,Water,NULL,Water,Cropland
732,Cropland,Water,Water,NULL,Water,Wetland
733,Cropland,Water,Water,Non_Water,Water,Cropland
734,Cropland,Water,Water,Water,Water,Cropland
735,Cropland,Water,Water,Water,Water,Wetland
736,Cropland,Water,Water,Water,Water,Water
737,Cropland,Water,Forest,NULL,Non_Wetland,NULL
738,Cropland,Water,Forest,NULL,Non_Wetland,Cropland
739,Cropland,Water,Forest,NULL,Non_Wetland,Wetland
740,Cropland,Water,Forest,NULL,Non_Wetland,Built-up
741,Cropland,Water,Forest,NULL,Non_Wetland,Forest
742,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL
743,Cropland,Water,Forest,Non_Water,Non_Wetland,Cropland
744,Cropland,Water,Forest,Non_Water,Non_Wetland,Wetland
745,Cropland,Water,Forest,Water,Non_Wetland,Cropland
746,Cropland,Water,Forest,Water,Non_Wetland,Wetland
747,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
748,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
749,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
750,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland
751,Cropland,Forest,NULL,NULL,Non_Wetland,Built-up
752,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
753,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
754,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
755,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
756,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland
757,Cropland,Forest,Shrubland,NULL,Non_Wetland,Built-up
758,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
759,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
760,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
761,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
762,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
763,Cropland,Forest,Grassland,NULL,Non_Wetland,Wetland
764,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland
765,Cropland,Forest,Grassland,NULL,Non_Wetland,Built-up
766,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
767,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
768,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
769,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
770,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland
771,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland
772,Cropland,Forest,Cropland,NULL,Non_Wetland,Built-up
773,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
774,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Cropland
775,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Wetland
776,Cropland,Forest,Wetland,NULL,Wetland,Forest
777,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL
778,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
779,Cropland,Forest,Bareland,NULL,Non_Wetland,Cropland
780,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL
781,Cropland,Forest,Built-up,NULL,Non_Wetland,Cropland
782,Cropland,Forest,Built-up,NULL,Non_Wetland,Built-up
783,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
784,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
785,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
786,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
787,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
788,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
789,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL
790,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
791,Wetland,Cropland,NULL,NULL,Non_Wetland,Cropland
792,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland
793,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Wetland
794,Wetland,Cropland,NULL,Water,Non_Wetland,Cropland
795,Wetland,Cropland,NULL,Water,Non_Wetland,Wetland
796,Wetland,Cropland,NULL,Water,Non_Wetland,Water
797,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
798,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
799,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
800,Wetland,Cropland,Shrubland,Water,Non_Wetland,Cropland
801,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
802,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland
803,Wetland,Cropland,Cropland,NULL,Non_Wetland,Wetland
804,Wetland,Cropland,Cropland,NULL,Non_Wetland,Built-up
805,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
806,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
807,Wetland,Cropland,Cropland,Water,Non_Wetland,Cropland
808,Wetland,Cropland,Cropland,Water,Non_Wetland,Wetland
809,Wetland,Cropland,Cropland,Water,Non_Wetland,Water
810,Wetland,Cropland,Wetland,Water,Wetland,Wetland
811,Wetland,Cropland,Wetland,Water,Wetland,Water
812,Wetland,Cropland,Bareland,NULL,Non_Wetland,Cropland
813,Wetland,Cropland,Bareland,Water,Non_Wetland,Cropland
814,Wetland,Cropland,Bareland,Water,Non_Wetland,Wetland
815,Wetland,Cropland,Bareland,Water,Non_Wetland,Water
816,Wetland,Cropland,Built-up,NULL,Non_Wetland,Grassland
817,Wetland,Cropland,Built-up,NULL,Non_Wetland,Cropland
818,Wetland,Cropland,Built-up,Water,Non_Wetland,Wetland
819,Wetland,Cropland,Water,NULL,Water,Wetland
820,Wetland,Cropland,Water,Non_Water,Water,Cropland
821,Wetland,Cropland,Water,Non_Water,Water,Wetland
822,Wetland,Cropland,Water,Water,Water,Cropland
823,Wetland,Cropland,Water,Water,Water,Wetland
824,Wetland,Cropland,Water,Water,Water,Water
825,Wetland,Cropland,Forest,NULL,Non_Wetland,Cropland
826,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland
827,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
828,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
829,Wetland,Cropland,Forest,Water,Non_Wetland,Cropland
830,Wetland,Cropland,Forest,Water,Non_Wetland,Wetland
831,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
832,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland
833,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
834,Wetland,Wetland,Wetland,Non_Water,Wetland,Water
835,Wetland,Wetland,Wetland,Water,Wetland,Wetland
836,Wetland,Wetland,Wetland,Water,Wetland,Water
837,Wetland,Wetland,Water,NULL,Water,Wetland
838,Wetland,Wetland,Water,Non_Water,Water,Wetland
839,Wetland,Wetland,Water,Water,Water,Wetland
840,Wetland,Wetland,Water,Water,Water,Water
841,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
842,Wetland,Wetland,Forest,NULL,Non_Wetland,Water
843,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
844,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
