Value,AFRICA_2024_DynamicWorld_2024_37PCS_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PCS_M_R,AFRICA_2024_GLC_FCS30D_2022_37PCS_M_R,AFRICA_2024_GSW_Yearly_2021_37PCS_M_R,AFRICA_2024_GWL_FCS30D_2022_37PCS_M_R,AFRICA_2024_WorldCover_2021_37PCS_M_R
420,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
421,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
422,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
423,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
424,Wetland,NULL,NULL,NULL,Non_Wetland,Cropland
425,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest
426,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
427,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
428,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
429,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
430,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
431,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL
432,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
433,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
434,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
435,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Forest
436,Wetland,NULL,Wetland,Non_Water,Wetland,Cropland
437,Wetland,NULL,Wetland,Non_Water,Wetland,Forest
438,Wetland,NULL,Wetland,Water,Wetland,Cropland
439,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL
440,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
441,Wetland,NULL,Forest,Non_Water,Non_Wetland,Cropland
442,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
443,Wetland,NULL,Forest,Water,Non_Wetland,Forest
444,Wetland,Water,NULL,NULL,Non_Wetland,Cropland
445,Wetland,Water,Grassland,NULL,Non_Wetland,Forest
446,Wetland,Water,Cropland,NULL,Non_Wetland,NULL
447,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
448,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
449,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
450,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
451,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
452,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
453,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
454,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
455,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
456,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
457,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
458,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
459,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
460,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
461,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
462,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
463,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
464,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
465,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
466,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
467,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
468,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
469,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
470,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
471,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
472,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
473,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
474,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
475,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland
476,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
477,Bareland,NULL,Grassland,Water,Non_Wetland,Water
478,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
479,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
480,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
481,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
482,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
483,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
484,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
485,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
486,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
487,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
488,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Forest
489,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
490,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland
491,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
492,Bareland,NULL,Cropland,Water,Non_Wetland,Water
493,Bareland,NULL,Wetland,NULL,Wetland,Grassland
494,Bareland,NULL,Wetland,NULL,Wetland,Bareland
495,Bareland,NULL,Wetland,Non_Water,Wetland,Cropland
496,Bareland,NULL,Wetland,Non_Water,Wetland,Water
497,Bareland,NULL,Wetland,Water,Wetland,Grassland
498,Bareland,NULL,Wetland,Water,Wetland,Cropland
499,Bareland,NULL,Wetland,Water,Wetland,Bareland
500,Bareland,NULL,Wetland,Water,Wetland,Water
501,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
502,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
503,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
504,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
505,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
506,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
507,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
508,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
509,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
510,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
511,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
512,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
513,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
514,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
515,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water
516,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Forest
517,Bareland,NULL,Bareland,Water,Non_Wetland,NULL
518,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
519,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
520,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
521,Bareland,NULL,Bareland,Water,Non_Wetland,Water
522,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
523,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
524,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
525,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
526,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
527,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Cropland
528,Bareland,NULL,Built-up,Water,Non_Wetland,Water
529,Bareland,NULL,Water,Water,Water,Water
530,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
531,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
532,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
533,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
534,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
535,Bareland,NULL,Forest,Non_Water,Non_Wetland,Cropland
536,Bareland,NULL,Forest,Water,Non_Wetland,Water
537,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
538,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
539,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
540,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest
541,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
542,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
543,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
544,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
545,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
546,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
547,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
548,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
549,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
550,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest
551,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
552,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
553,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
554,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
555,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
556,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
557,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL
558,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
559,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
560,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
561,Bareland,Cropland,Bareland,NULL,Non_Wetland,Built-up
562,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
563,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
564,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
565,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
566,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
567,Bareland,Wetland,Cropland,NULL,Non_Wetland,Bareland
568,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland
569,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
570,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
571,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
572,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
573,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Forest
574,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
575,Bareland,Bareland,Shrubland,Water,Non_Wetland,Cropland
576,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
577,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL
578,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
579,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
580,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
581,Bareland,Bareland,Grassland,NULL,Non_Wetland,Built-up
582,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water
583,Bareland,Bareland,Grassland,NULL,Non_Wetland,Forest
584,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
585,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
586,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL
587,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
588,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
589,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
590,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest
591,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Cropland
592,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
593,Bareland,Bareland,Cropland,Water,Non_Wetland,Water
594,Bareland,Bareland,Wetland,NULL,Wetland,Water
595,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
596,Bareland,Bareland,Wetland,Non_Water,Wetland,Water
597,Bareland,Bareland,Wetland,Water,Wetland,Bareland
598,Bareland,Bareland,Wetland,Water,Wetland,Water
599,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
600,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
601,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
602,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland
603,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
604,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
605,Bareland,Bareland,Bareland,NULL,Non_Wetland,Forest
606,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
607,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Cropland
608,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
609,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water
610,Bareland,Bareland,Bareland,Water,Non_Wetland,Cropland
611,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
612,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
613,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
614,Bareland,Bareland,Built-up,NULL,Non_Wetland,Cropland
615,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
616,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
617,Bareland,Bareland,Built-up,Water,Non_Wetland,Water
618,Bareland,Bareland,Water,NULL,Water,Bareland
619,Bareland,Bareland,Water,Non_Water,Water,Water
620,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland
621,Bareland,Bareland,Forest,NULL,Non_Wetland,Cropland
622,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
623,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland
624,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland
625,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
626,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
627,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
628,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
629,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
630,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
631,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
632,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL
633,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
634,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
635,Bareland,Built-up,Cropland,NULL,Non_Wetland,Forest
636,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
637,Bareland,Built-up,Bareland,NULL,Non_Wetland,Cropland
638,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
639,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
640,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland
641,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
642,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
643,Bareland,Water,NULL,NULL,Non_Wetland,Grassland
644,Bareland,Water,NULL,NULL,Non_Wetland,Bareland
645,Bareland,Water,NULL,NULL,Non_Wetland,Forest
646,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL
647,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
648,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
649,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
650,Bareland,Water,Grassland,NULL,Non_Wetland,NULL
651,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
652,Bareland,Water,Grassland,NULL,Non_Wetland,Cropland
653,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
654,Bareland,Water,Grassland,NULL,Non_Wetland,Water
655,Bareland,Water,Grassland,NULL,Non_Wetland,Forest
656,Bareland,Water,Grassland,Non_Water,Non_Wetland,Grassland
657,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland
658,Bareland,Water,Grassland,Water,Non_Wetland,Grassland
659,Bareland,Water,Grassland,Water,Non_Wetland,Cropland
660,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
661,Bareland,Water,Grassland,Water,Non_Wetland,Water
662,Bareland,Water,Cropland,NULL,Non_Wetland,NULL
663,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
664,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
665,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
666,Bareland,Water,Cropland,NULL,Non_Wetland,Water
667,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
668,Bareland,Water,Cropland,Non_Water,Non_Wetland,Grassland
669,Bareland,Water,Cropland,Non_Water,Non_Wetland,Cropland
670,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland
671,Bareland,Water,Cropland,Water,Non_Wetland,Grassland
672,Bareland,Water,Cropland,Water,Non_Wetland,Cropland
673,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
674,Bareland,Water,Cropland,Water,Non_Wetland,Water
675,Bareland,Water,Wetland,NULL,Wetland,Bareland
676,Bareland,Water,Wetland,NULL,Wetland,Water
677,Bareland,Water,Wetland,Non_Water,Wetland,Bareland
678,Bareland,Water,Wetland,Non_Water,Wetland,Water
679,Bareland,Water,Wetland,Water,Wetland,Grassland
680,Bareland,Water,Wetland,Water,Wetland,Cropland
681,Bareland,Water,Wetland,Water,Wetland,Bareland
682,Bareland,Water,Wetland,Water,Wetland,Water
683,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
684,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
685,Bareland,Water,Bareland,NULL,Non_Wetland,Cropland
686,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
687,Bareland,Water,Bareland,NULL,Non_Wetland,Water
688,Bareland,Water,Bareland,NULL,Non_Wetland,Forest
689,Bareland,Water,Bareland,Non_Water,Non_Wetland,Grassland
690,Bareland,Water,Bareland,Non_Water,Non_Wetland,Cropland
691,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
692,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water
693,Bareland,Water,Bareland,Non_Water,Non_Wetland,Forest
694,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
695,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
696,Bareland,Water,Bareland,Water,Non_Wetland,Water
697,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
698,Bareland,Water,Built-up,NULL,Non_Wetland,Cropland
699,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
700,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland
701,Bareland,Water,Built-up,Water,Non_Wetland,Water
702,Bareland,Water,Water,Water,Water,Forest
703,Bareland,Water,Forest,NULL,Non_Wetland,Cropland
704,Bareland,Forest,NULL,NULL,Non_Wetland,NULL
705,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland
706,Bareland,Forest,NULL,NULL,Non_Wetland,Cropland
707,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland
708,Bareland,Forest,NULL,NULL,Non_Wetland,Forest
709,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
710,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
711,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland
712,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland
713,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest
714,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL
715,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
716,Bareland,Forest,Grassland,NULL,Non_Wetland,Cropland
717,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
718,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest
719,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL
720,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
721,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland
722,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
723,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
724,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
725,Bareland,Forest,Bareland,NULL,Non_Wetland,Cropland
726,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland
727,Bareland,Forest,Bareland,NULL,Non_Wetland,Forest
728,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
729,Bareland,Forest,Forest,NULL,Non_Wetland,Cropland
730,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland
731,Water,NULL,NULL,NULL,Non_Wetland,NULL
732,Water,NULL,NULL,NULL,Non_Wetland,Grassland
733,Water,NULL,NULL,NULL,Non_Wetland,Cropland
734,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
735,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
736,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
737,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
738,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
739,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
740,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water
741,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
742,Water,NULL,Grassland,NULL,Non_Wetland,NULL
743,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
744,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
745,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
746,Water,NULL,Grassland,NULL,Non_Wetland,Water
747,Water,NULL,Grassland,NULL,Non_Wetland,Forest
748,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
749,Water,NULL,Grassland,Non_Water,Non_Wetland,Cropland
750,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland
751,Water,NULL,Grassland,Water,Non_Wetland,NULL
752,Water,NULL,Grassland,Water,Non_Wetland,Grassland
753,Water,NULL,Grassland,Water,Non_Wetland,Cropland
754,Water,NULL,Grassland,Water,Non_Wetland,Bareland
755,Water,NULL,Grassland,Water,Non_Wetland,Water
756,Water,NULL,Cropland,NULL,Non_Wetland,NULL
757,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
758,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
759,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
760,Water,NULL,Cropland,NULL,Non_Wetland,Water
761,Water,NULL,Cropland,NULL,Non_Wetland,Forest
762,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
763,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland
764,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland
765,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest
766,Water,NULL,Cropland,Water,Non_Wetland,Grassland
767,Water,NULL,Cropland,Water,Non_Wetland,Cropland
768,Water,NULL,Cropland,Water,Non_Wetland,Bareland
769,Water,NULL,Cropland,Water,Non_Wetland,Water
770,Water,NULL,Wetland,NULL,Wetland,Forest
771,Water,NULL,Wetland,Non_Water,Wetland,Forest
772,Water,NULL,Wetland,Water,Wetland,Grassland
773,Water,NULL,Wetland,Water,Wetland,Cropland
774,Water,NULL,Wetland,Water,Wetland,Bareland
775,Water,NULL,Wetland,Water,Wetland,Water
776,Water,NULL,Wetland,Water,Wetland,Forest
777,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
778,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
779,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
780,Water,NULL,Bareland,NULL,Non_Wetland,NULL
781,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
782,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
783,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
784,Water,NULL,Bareland,NULL,Non_Wetland,Water
785,Water,NULL,Bareland,NULL,Non_Wetland,Forest
786,Water,NULL,Bareland,Non_Water,Non_Wetland,Cropland
787,Water,NULL,Bareland,Water,Non_Wetland,Grassland
788,Water,NULL,Bareland,Water,Non_Wetland,Cropland
789,Water,NULL,Bareland,Water,Non_Wetland,Bareland
790,Water,NULL,Bareland,Water,Non_Wetland,Water
791,Water,NULL,Bareland,Water,Non_Wetland,Forest
792,Water,NULL,Built-up,NULL,Non_Wetland,NULL
793,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
794,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
795,Water,NULL,Built-up,Water,Non_Wetland,Water
796,Water,NULL,Water,Water,Water,Cropland
797,Water,NULL,Water,Water,Water,Water
798,Water,NULL,Forest,NULL,Non_Wetland,NULL
799,Water,NULL,Forest,NULL,Non_Wetland,Forest
800,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
801,Water,NULL,Forest,Non_Water,Non_Wetland,Cropland
802,Water,NULL,Forest,Water,Non_Wetland,Cropland
803,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
804,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
805,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
806,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
807,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
808,Water,Bareland,NULL,NULL,Non_Wetland,Cropland
809,Water,Bareland,NULL,NULL,Non_Wetland,Bareland
810,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
811,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland
812,Water,Bareland,Grassland,NULL,Non_Wetland,Cropland
813,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
814,Water,Bareland,Grassland,NULL,Non_Wetland,Water
815,Water,Bareland,Grassland,NULL,Non_Wetland,Forest
816,Water,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
817,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
818,Water,Bareland,Cropland,NULL,Non_Wetland,NULL
819,Water,Bareland,Cropland,NULL,Non_Wetland,Grassland
820,Water,Bareland,Cropland,NULL,Non_Wetland,Cropland
821,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
822,Water,Bareland,Cropland,NULL,Non_Wetland,Water
823,Water,Bareland,Cropland,NULL,Non_Wetland,Forest
824,Water,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
825,Water,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
826,Water,Bareland,Wetland,Water,Wetland,Bareland
827,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
828,Water,Bareland,Bareland,NULL,Non_Wetland,Cropland
829,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
830,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
831,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
832,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland
833,Water,Built-up,NULL,NULL,Non_Wetland,Grassland
834,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
835,Water,Water,NULL,NULL,Non_Wetland,NULL
836,Water,Water,NULL,NULL,Non_Wetland,Bareland
837,Water,Water,NULL,NULL,Non_Wetland,Water
838,Water,Water,NULL,NULL,Non_Wetland,Forest
839,Water,Water,NULL,Non_Water,Non_Wetland,Water
840,Water,Water,NULL,Water,Non_Wetland,Water
841,Water,Water,Shrubland,NULL,Non_Wetland,NULL
842,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
843,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
844,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
845,Water,Water,Shrubland,NULL,Non_Wetland,Water
846,Water,Water,Shrubland,NULL,Non_Wetland,Forest
847,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
848,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
