Value,AFRICA_2024_DynamicWorld_2024_37NBG_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NBG_M_R,AFRICA_2024_GLC_FCS30D_2022_37NBG_M_R,AFRICA_2024_GSW_Yearly_2021_37NBG_M_R,AFRICA_2024_GWL_FCS30D_2022_37NBG_M_R,AFRICA_2024_WorldCover_2021_37NBG_M_R
418,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland
419,Grassland,Built-up,Cropland,NULL,Non_Wetland,Cropland
420,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland
421,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up
422,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest
423,Grassland,Built-up,Bareland,NULL,Non_Wetland,Bareland
424,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland
425,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland
426,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up
427,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL
428,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland
429,Grassland,Built-up,Forest,NULL,Non_Wetland,Cropland
430,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest
431,Grassland,Water,NULL,NULL,Non_Wetland,NULL
432,Grassland,Water,NULL,NULL,Non_Wetland,Grassland
433,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL
434,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland
435,Grassland,Water,Shrubland,NULL,Non_Wetland,Cropland
436,Grassland,Water,Shrubland,NULL,Non_Wetland,Forest
437,Grassland,Water,Wetland,NULL,Wetland,NULL
438,Grassland,Water,Wetland,NULL,Wetland,Grassland
439,Grassland,Water,Wetland,NULL,Wetland,Cropland
440,Grassland,Water,Wetland,NULL,Wetland,Forest
441,Grassland,Water,Wetland,Non_Water,Wetland,NULL
442,Grassland,Water,Bareland,NULL,Non_Wetland,NULL
443,Grassland,Water,Bareland,NULL,Non_Wetland,Grassland
444,Grassland,Water,Bareland,NULL,Non_Wetland,Cropland
445,Grassland,Water,Forest,NULL,Non_Wetland,NULL
446,Grassland,Water,Forest,NULL,Non_Wetland,Grassland
447,Grassland,Water,Forest,NULL,Non_Wetland,Cropland
448,Grassland,Water,Forest,NULL,Non_Wetland,Bareland
449,Grassland,Water,Forest,NULL,Non_Wetland,Forest
450,Grassland,Forest,NULL,NULL,Non_Wetland,NULL
451,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
452,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland
453,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland
454,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
455,Grassland,Forest,NULL,Non_Water,Non_Wetland,Grassland
456,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
457,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
458,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland
459,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland
460,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
461,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
462,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL
463,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
464,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland
465,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland
466,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest
467,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
468,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL
469,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
470,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland
471,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland
472,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland
473,Grassland,Forest,Cropland,NULL,Non_Wetland,Built-up
474,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
475,Grassland,Forest,Wetland,NULL,Wetland,NULL
476,Grassland,Forest,Wetland,NULL,Wetland,Grassland
477,Grassland,Forest,Wetland,NULL,Wetland,Cropland
478,Grassland,Forest,Wetland,NULL,Wetland,Forest
479,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland
480,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL
481,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland
482,Grassland,Forest,Bareland,NULL,Non_Wetland,Cropland
483,Grassland,Forest,Bareland,NULL,Non_Wetland,Bareland
484,Grassland,Forest,Bareland,NULL,Non_Wetland,Water
485,Grassland,Forest,Bareland,NULL,Non_Wetland,Forest
486,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Grassland
487,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL
488,Grassland,Forest,Built-up,NULL,Non_Wetland,Forest
489,Grassland,Forest,Built-up,Non_Water,Non_Wetland,Grassland
490,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
491,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
492,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
493,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland
494,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland
495,Grassland,Forest,Forest,NULL,Non_Wetland,Built-up
496,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
497,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
498,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
499,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
500,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland
501,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
502,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up
503,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
504,Cropland,NULL,NULL,Water,Non_Wetland,Bareland
505,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
506,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
507,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
508,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
509,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
510,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
511,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water
512,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
513,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
514,Cropland,NULL,Shrubland,Water,Non_Wetland,Water
515,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
516,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
517,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
518,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
519,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
520,Cropland,NULL,Grassland,NULL,Non_Wetland,Water
521,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
522,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
523,Cropland,NULL,Grassland,Water,Non_Wetland,Bareland
524,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
525,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
526,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
527,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland
528,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
529,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
530,Cropland,NULL,Cropland,NULL,Non_Wetland,Water
531,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
532,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
533,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
534,Cropland,NULL,Wetland,NULL,Wetland,NULL
535,Cropland,NULL,Wetland,NULL,Wetland,Grassland
536,Cropland,NULL,Wetland,NULL,Wetland,Cropland
537,Cropland,NULL,Wetland,NULL,Wetland,Wetland
538,Cropland,NULL,Wetland,NULL,Wetland,Bareland
539,Cropland,NULL,Wetland,NULL,Wetland,Water
540,Cropland,NULL,Wetland,NULL,Wetland,Forest
541,Cropland,NULL,Wetland,Water,Wetland,Bareland
542,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
543,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
544,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
545,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
546,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
547,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
548,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
549,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
550,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland
551,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
552,Cropland,NULL,Bareland,NULL,Non_Wetland,Built-up
553,Cropland,NULL,Bareland,NULL,Non_Wetland,Water
554,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
555,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
556,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
557,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Water
558,Cropland,NULL,Bareland,Water,Non_Wetland,Cropland
559,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland
560,Cropland,NULL,Bareland,Water,Non_Wetland,Water
561,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
562,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
563,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
564,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
565,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
566,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
567,Cropland,NULL,Water,NULL,Water,Grassland
568,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
569,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
570,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
571,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
572,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
573,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
574,Cropland,NULL,Forest,NULL,Non_Wetland,Water
575,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
576,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
577,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland
578,Cropland,NULL,Forest,Water,Non_Wetland,Cropland
579,Cropland,NULL,Forest,Water,Non_Wetland,Water
580,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
581,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
582,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
583,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland
584,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
585,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up
586,Cropland,Cropland,NULL,NULL,Non_Wetland,Water
587,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
588,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
589,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
590,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
591,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
592,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
593,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
594,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water
595,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
596,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
597,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
598,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
599,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland
600,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
601,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
602,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
603,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
604,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
605,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
606,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
607,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
608,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
609,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
610,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
611,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water
612,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
613,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
614,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
615,Cropland,Cropland,Wetland,NULL,Wetland,NULL
616,Cropland,Cropland,Wetland,NULL,Wetland,Grassland
617,Cropland,Cropland,Wetland,NULL,Wetland,Cropland
618,Cropland,Cropland,Wetland,NULL,Wetland,Wetland
619,Cropland,Cropland,Wetland,NULL,Wetland,Bareland
620,Cropland,Cropland,Wetland,NULL,Wetland,Water
621,Cropland,Cropland,Wetland,NULL,Wetland,Forest
622,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
623,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
624,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
625,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
626,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
627,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
628,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
629,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
630,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
631,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
632,Cropland,Cropland,Bareland,NULL,Non_Wetland,Built-up
633,Cropland,Cropland,Bareland,NULL,Non_Wetland,Water
634,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
635,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
636,Cropland,Cropland,Bareland,Water,Non_Wetland,Grassland
637,Cropland,Cropland,Bareland,Water,Non_Wetland,Wetland
638,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
639,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
640,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
641,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
642,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
643,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
644,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
645,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
646,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
647,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
648,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
649,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
650,Cropland,Cropland,Forest,NULL,Non_Wetland,Water
651,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
652,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
653,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
654,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland
655,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland
656,Cropland,Wetland,NULL,NULL,Non_Wetland,Grassland
657,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL
658,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
659,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Forest
660,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL
661,Cropland,Wetland,Grassland,NULL,Non_Wetland,Grassland
662,Cropland,Wetland,Cropland,NULL,Non_Wetland,Grassland
663,Cropland,Wetland,Cropland,NULL,Non_Wetland,Forest
664,Cropland,Wetland,Wetland,NULL,Wetland,NULL
665,Cropland,Wetland,Wetland,NULL,Wetland,Grassland
666,Cropland,Wetland,Bareland,NULL,Non_Wetland,Forest
667,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL
668,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland
669,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest
670,Cropland,Bareland,NULL,NULL,Non_Wetland,Grassland
671,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
672,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
673,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
674,Cropland,Bareland,Shrubland,Water,Non_Wetland,Cropland
675,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
676,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
677,Cropland,Bareland,Grassland,Water,Non_Wetland,Bareland
678,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
679,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland
680,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland
681,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
682,Cropland,Bareland,Cropland,Water,Non_Wetland,Bareland
683,Cropland,Bareland,Cropland,Water,Non_Wetland,Water
684,Cropland,Bareland,Wetland,NULL,Wetland,Grassland
685,Cropland,Bareland,Wetland,NULL,Wetland,Bareland
686,Cropland,Bareland,Bareland,NULL,Non_Wetland,Grassland
687,Cropland,Bareland,Bareland,NULL,Non_Wetland,Cropland
688,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
689,Cropland,Bareland,Bareland,NULL,Non_Wetland,Water
690,Cropland,Bareland,Built-up,NULL,Non_Wetland,Bareland
691,Cropland,Bareland,Water,NULL,Water,Bareland
692,Cropland,Bareland,Forest,NULL,Non_Wetland,Grassland
693,Cropland,Bareland,Forest,NULL,Non_Wetland,Cropland
694,Cropland,Bareland,Forest,NULL,Non_Wetland,Bareland
695,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL
696,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
697,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
698,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland
699,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up
700,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
701,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
702,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
703,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
704,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
705,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
706,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
707,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
708,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
709,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
710,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
711,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
712,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
713,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
714,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
715,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
716,Cropland,Built-up,Cropland,NULL,Non_Wetland,Wetland
717,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
718,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
719,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
720,Cropland,Built-up,Wetland,NULL,Wetland,Forest
721,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL
722,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
723,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL
724,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
725,Cropland,Built-up,Bareland,NULL,Non_Wetland,Cropland
726,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
727,Cropland,Built-up,Bareland,NULL,Non_Wetland,Built-up
728,Cropland,Built-up,Bareland,NULL,Non_Wetland,Forest
729,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL
730,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
731,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
732,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
733,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
734,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
735,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
736,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
737,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
738,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland
739,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
740,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
741,Cropland,Water,NULL,NULL,Non_Wetland,NULL
742,Cropland,Water,NULL,NULL,Non_Wetland,Grassland
743,Cropland,Water,NULL,NULL,Non_Wetland,Cropland
744,Cropland,Water,NULL,NULL,Non_Wetland,Bareland
745,Cropland,Water,NULL,NULL,Non_Wetland,Water
746,Cropland,Water,NULL,NULL,Non_Wetland,Forest
747,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL
748,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
749,Cropland,Water,Shrubland,NULL,Non_Wetland,Cropland
750,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland
751,Cropland,Water,Shrubland,NULL,Non_Wetland,Water
752,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
753,Cropland,Water,Shrubland,Water,Non_Wetland,Forest
754,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
755,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland
756,Cropland,Water,Grassland,NULL,Non_Wetland,Forest
757,Cropland,Water,Cropland,NULL,Non_Wetland,NULL
758,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
759,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
760,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
761,Cropland,Water,Cropland,NULL,Non_Wetland,Water
762,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
763,Cropland,Water,Wetland,NULL,Wetland,Grassland
764,Cropland,Water,Wetland,NULL,Wetland,Cropland
765,Cropland,Water,Wetland,NULL,Wetland,Bareland
766,Cropland,Water,Wetland,NULL,Wetland,Water
767,Cropland,Water,Wetland,NULL,Wetland,Forest
768,Cropland,Water,Wetland,Non_Water,Wetland,Cropland
769,Cropland,Water,Bareland,NULL,Non_Wetland,NULL
770,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
771,Cropland,Water,Bareland,NULL,Non_Wetland,Cropland
772,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
773,Cropland,Water,Bareland,NULL,Non_Wetland,Water
774,Cropland,Water,Bareland,NULL,Non_Wetland,Forest
775,Cropland,Water,Bareland,Non_Water,Non_Wetland,Grassland
776,Cropland,Water,Bareland,Non_Water,Non_Wetland,Water
777,Cropland,Water,Bareland,Water,Non_Wetland,Bareland
778,Cropland,Water,Built-up,NULL,Non_Wetland,Grassland
779,Cropland,Water,Built-up,NULL,Non_Wetland,Cropland
780,Cropland,Water,Built-up,NULL,Non_Wetland,Bareland
781,Cropland,Water,Built-up,NULL,Non_Wetland,Forest
782,Cropland,Water,Water,NULL,Water,Water
783,Cropland,Water,Forest,NULL,Non_Wetland,NULL
784,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
785,Cropland,Water,Forest,NULL,Non_Wetland,Cropland
786,Cropland,Water,Forest,NULL,Non_Wetland,Bareland
787,Cropland,Water,Forest,NULL,Non_Wetland,Forest
788,Cropland,Water,Forest,Water,Non_Wetland,Water
789,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
790,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
791,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
792,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland
793,Cropland,Forest,NULL,NULL,Non_Wetland,Built-up
794,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
795,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
796,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
797,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
798,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland
799,Cropland,Forest,Shrubland,NULL,Non_Wetland,Built-up
800,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
801,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
802,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
803,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
804,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland
805,Cropland,Forest,Grassland,NULL,Non_Wetland,Built-up
806,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
807,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
808,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
809,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
810,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
811,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland
812,Cropland,Forest,Cropland,NULL,Non_Wetland,Built-up
813,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
814,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
815,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Cropland
816,Cropland,Forest,Cropland,Water,Non_Wetland,Grassland
817,Cropland,Forest,Wetland,NULL,Wetland,NULL
818,Cropland,Forest,Wetland,NULL,Wetland,Grassland
819,Cropland,Forest,Wetland,NULL,Wetland,Cropland
820,Cropland,Forest,Wetland,NULL,Wetland,Wetland
821,Cropland,Forest,Wetland,NULL,Wetland,Bareland
822,Cropland,Forest,Wetland,NULL,Wetland,Water
823,Cropland,Forest,Wetland,NULL,Wetland,Forest
824,Cropland,Forest,Wetland,Non_Water,Wetland,Grassland
825,Cropland,Forest,Wetland,Non_Water,Wetland,Water
826,Cropland,Forest,Wetland,Water,Wetland,Grassland
827,Cropland,Forest,Wetland,Water,Wetland,Cropland
828,Cropland,Forest,Wetland,Water,Wetland,Bareland
829,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
830,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
831,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL
832,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
833,Cropland,Forest,Bareland,NULL,Non_Wetland,Cropland
834,Cropland,Forest,Bareland,NULL,Non_Wetland,Bareland
835,Cropland,Forest,Bareland,NULL,Non_Wetland,Water
836,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
837,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Grassland
838,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL
839,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland
