Value,AFRICA_2024_DynamicWorld_2024_37QCU_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37QCU_M_R,AFRICA_2024_GLC_FCS30D_2022_37QCU_M_R,AFRICA_2024_GSW_Yearly_2021_37QCU_M_R,AFRICA_2024_GWL_FCS30D_2022_37QCU_M_R,AFRICA_2024_WorldCover_2021_37QCU_M_R
416,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
417,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
418,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
419,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
420,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
421,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
422,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
423,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
424,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
425,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
426,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
427,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
428,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
429,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
430,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
431,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
432,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
433,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
434,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
435,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
436,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
437,Bareland,NULL,Bareland,Water,Non_Wetland,NULL
438,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
439,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
440,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
441,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
442,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
443,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
444,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
445,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest
446,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
447,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
448,Bareland,NULL,Water,NULL,Water,Grassland
449,Bareland,NULL,Water,NULL,Water,Bareland
450,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
451,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
452,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
453,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
454,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
455,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
456,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
457,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest
458,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
459,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
460,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
461,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
462,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
463,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
464,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
465,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest
466,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
467,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
468,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
469,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
470,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
471,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
472,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
473,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL
474,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
475,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
476,Bareland,Cropland,Bareland,NULL,Non_Wetland,Forest
477,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL
478,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
479,Bareland,Cropland,Built-up,NULL,Non_Wetland,Forest
480,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland
481,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
482,Bareland,Bareland,NULL,NULL,Non_Wetland,Forest
483,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
484,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
485,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Forest
486,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
487,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL
488,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
489,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
490,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
491,Bareland,Bareland,Grassland,NULL,Non_Wetland,Built-up
492,Bareland,Bareland,Grassland,NULL,Non_Wetland,Forest
493,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
494,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
495,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
496,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest
497,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
498,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
499,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
500,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL
501,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
502,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland
503,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
504,Bareland,Bareland,Bareland,NULL,Non_Wetland,Forest
505,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
506,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
507,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
508,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
509,Bareland,Bareland,Built-up,NULL,Non_Wetland,Forest
510,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
511,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
512,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
513,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland
514,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
515,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
516,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
517,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
518,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
519,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
520,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL
521,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
522,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
523,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
524,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL
525,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
526,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
527,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
528,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
529,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL
530,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
531,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
532,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
533,Bareland,Water,Grassland,NULL,Non_Wetland,Forest
534,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
535,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
536,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
537,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
538,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
539,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland
540,Bareland,Forest,NULL,NULL,Non_Wetland,Cropland
541,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland
542,Bareland,Forest,NULL,NULL,Non_Wetland,Forest
543,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
544,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
545,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland
546,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland
547,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest
548,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL
549,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
550,Bareland,Forest,Grassland,NULL,Non_Wetland,Cropland
551,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
552,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest
553,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Forest
554,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL
555,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
556,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland
557,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
558,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
559,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
560,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
561,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland
562,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland
563,Bareland,Forest,Bareland,NULL,Non_Wetland,Forest
564,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Bareland
565,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland
566,Bareland,Forest,Built-up,NULL,Non_Wetland,Forest
567,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
568,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
569,Water,NULL,NULL,NULL,Non_Wetland,NULL
570,Water,NULL,NULL,NULL,Non_Wetland,Grassland
571,Water,NULL,NULL,NULL,Non_Wetland,Cropland
572,Water,NULL,NULL,NULL,Non_Wetland,Bareland
573,Water,NULL,NULL,NULL,Non_Wetland,Forest
574,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
575,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
576,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
577,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
578,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
579,Water,NULL,Grassland,NULL,Non_Wetland,NULL
580,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
581,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
582,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
583,Water,NULL,Grassland,NULL,Non_Wetland,Forest
584,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland
585,Water,NULL,Cropland,NULL,Non_Wetland,NULL
586,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
587,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
588,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
589,Water,NULL,Cropland,NULL,Non_Wetland,Forest
590,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
591,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
592,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
593,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
594,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
595,Water,NULL,Bareland,NULL,Non_Wetland,NULL
596,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
597,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
598,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
599,Water,NULL,Bareland,NULL,Non_Wetland,Built-up
600,Water,NULL,Bareland,NULL,Non_Wetland,Forest
601,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
602,Water,NULL,Bareland,Water,Non_Wetland,NULL
603,Water,NULL,Bareland,Water,Non_Wetland,Bareland
604,Water,NULL,Built-up,NULL,Non_Wetland,NULL
605,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
606,Water,NULL,Built-up,NULL,Non_Wetland,Cropland
607,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
608,Water,NULL,Built-up,NULL,Non_Wetland,Forest
609,Water,NULL,Water,NULL,Water,Grassland
610,Water,NULL,Water,NULL,Water,Bareland
611,Water,NULL,Forest,NULL,Non_Wetland,NULL
612,Water,NULL,Forest,NULL,Non_Wetland,Grassland
613,Water,NULL,Forest,NULL,Non_Wetland,Cropland
614,Water,NULL,Forest,NULL,Non_Wetland,Bareland
615,Water,NULL,Forest,NULL,Non_Wetland,Forest
616,Water,Cropland,NULL,NULL,Non_Wetland,NULL
617,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
618,Water,Cropland,NULL,NULL,Non_Wetland,Cropland
619,Water,Cropland,NULL,NULL,Non_Wetland,Forest
620,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL
621,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
622,Water,Cropland,Grassland,NULL,Non_Wetland,NULL
623,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
624,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
625,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
626,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
627,Water,Cropland,Cropland,NULL,Non_Wetland,NULL
628,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
629,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
630,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
631,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
632,Water,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
633,Water,Cropland,Bareland,NULL,Non_Wetland,NULL
634,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
635,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
636,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
637,Water,Cropland,Bareland,NULL,Non_Wetland,Forest
638,Water,Cropland,Built-up,NULL,Non_Wetland,Cropland
639,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland
640,Water,Cropland,Forest,NULL,Non_Wetland,NULL
641,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
642,Water,Cropland,Forest,NULL,Non_Wetland,Bareland
643,Water,Cropland,Forest,NULL,Non_Wetland,Forest
644,Water,Bareland,NULL,NULL,Non_Wetland,Bareland
645,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
646,Water,Bareland,Grassland,NULL,Non_Wetland,NULL
647,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland
648,Water,Bareland,Grassland,NULL,Non_Wetland,Cropland
649,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
650,Water,Bareland,Grassland,NULL,Non_Wetland,Forest
651,Water,Bareland,Cropland,NULL,Non_Wetland,Grassland
652,Water,Bareland,Cropland,NULL,Non_Wetland,Cropland
653,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
654,Water,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
655,Water,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
656,Water,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
657,Water,Bareland,Bareland,NULL,Non_Wetland,NULL
658,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
659,Water,Bareland,Bareland,NULL,Non_Wetland,Cropland
660,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
661,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland
662,Water,Built-up,Grassland,NULL,Non_Wetland,NULL
663,Water,Built-up,Cropland,NULL,Non_Wetland,NULL
664,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
665,Water,Water,Grassland,NULL,Non_Wetland,Cropland
666,Water,Water,Grassland,NULL,Non_Wetland,Bareland
667,Water,Water,Cropland,NULL,Non_Wetland,Cropland
668,Water,Water,Bareland,NULL,Non_Wetland,Cropland
669,Water,Water,Bareland,NULL,Non_Wetland,Bareland
670,Water,Forest,NULL,NULL,Non_Wetland,NULL
671,Water,Forest,NULL,NULL,Non_Wetland,Grassland
672,Water,Forest,NULL,NULL,Non_Wetland,Cropland
673,Water,Forest,NULL,NULL,Non_Wetland,Bareland
674,Water,Forest,NULL,NULL,Non_Wetland,Forest
675,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
676,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland
677,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
678,Water,Forest,Grassland,NULL,Non_Wetland,NULL
679,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
680,Water,Forest,Grassland,NULL,Non_Wetland,Cropland
681,Water,Forest,Grassland,NULL,Non_Wetland,Bareland
682,Water,Forest,Grassland,NULL,Non_Wetland,Forest
683,Water,Forest,Cropland,NULL,Non_Wetland,NULL
684,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
685,Water,Forest,Cropland,NULL,Non_Wetland,Cropland
686,Water,Forest,Cropland,NULL,Non_Wetland,Bareland
687,Water,Forest,Cropland,NULL,Non_Wetland,Forest
688,Water,Forest,Bareland,NULL,Non_Wetland,NULL
689,Water,Forest,Bareland,NULL,Non_Wetland,Cropland
690,Water,Forest,Bareland,NULL,Non_Wetland,Bareland
691,Water,Forest,Bareland,NULL,Non_Wetland,Forest
692,Water,Forest,Built-up,NULL,Non_Wetland,NULL
693,Water,Forest,Built-up,NULL,Non_Wetland,Bareland
694,Water,Forest,Forest,NULL,Non_Wetland,NULL
695,Water,Forest,Forest,NULL,Non_Wetland,Cropland
696,Water,Forest,Forest,NULL,Non_Wetland,Bareland
697,Water,Forest,Forest,NULL,Non_Wetland,Forest
698,Forest,NULL,NULL,NULL,Non_Wetland,NULL
699,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
700,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
701,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
702,Forest,NULL,NULL,NULL,Non_Wetland,Forest
703,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
704,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
705,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
706,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
707,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
708,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
709,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
710,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
711,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
712,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
713,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
714,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
715,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
716,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
717,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
718,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
719,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
720,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
721,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
722,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
723,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
724,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
725,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
726,Forest,NULL,Bareland,Water,Non_Wetland,NULL
727,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
728,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
729,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
730,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
731,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
732,Forest,NULL,Water,NULL,Water,NULL
733,Forest,NULL,Water,NULL,Water,Grassland
734,Forest,NULL,Water,NULL,Water,Bareland
735,Forest,NULL,Forest,NULL,Non_Wetland,NULL
736,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
737,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
738,Forest,NULL,Forest,NULL,Non_Wetland,Forest
739,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
740,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
741,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
742,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
743,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
744,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
745,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland
746,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
747,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
748,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
749,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland
750,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
751,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
752,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
753,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
754,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
755,Forest,Bareland,Grassland,NULL,Non_Wetland,Grassland
756,Forest,Bareland,Grassland,NULL,Non_Wetland,Bareland
757,Forest,Bareland,Grassland,NULL,Non_Wetland,Forest
758,Forest,Bareland,Cropland,NULL,Non_Wetland,Forest
759,Forest,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
760,Forest,Bareland,Built-up,NULL,Non_Wetland,Cropland
761,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
762,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL
763,Forest,Water,Grassland,NULL,Non_Wetland,Forest
764,Forest,Forest,NULL,NULL,Non_Wetland,NULL
765,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
766,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
767,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
768,Forest,Forest,NULL,NULL,Non_Wetland,Forest
769,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
770,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
771,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
772,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
773,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
774,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
775,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
776,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
777,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
778,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
779,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
780,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
781,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
782,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
783,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
784,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
785,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
786,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
787,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
788,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
789,Forest,Forest,Forest,NULL,Non_Wetland,NULL
790,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
791,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
792,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
793,Forest,Forest,Forest,NULL,Non_Wetland,Forest
