Value,AFRICA_2024_DynamicWorld_2024_36PZT_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PZT_M_R,AFRICA_2024_GLC_FCS30D_2022_36PZT_M_R,AFRICA_2024_GSW_Yearly_2021_36PZT_M_R,AFRICA_2024_GWL_FCS30D_2022_36PZT_M_R,AFRICA_2024_WorldCover_2021_36PZT_M_R
422,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
423,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland
424,Cropland,Cropland,Shrubland,Water,Non_Wetland,Wetland
425,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
426,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
427,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
428,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland
429,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
430,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
431,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
432,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
433,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
434,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
435,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
436,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
437,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
438,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water
439,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
440,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
441,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
442,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
443,Cropland,Cropland,Wetland,NULL,Wetland,NULL
444,Cropland,Cropland,Wetland,NULL,Wetland,Cropland
445,Cropland,Cropland,Wetland,NULL,Wetland,Wetland
446,Cropland,Cropland,Wetland,NULL,Wetland,Forest
447,Cropland,Cropland,Wetland,Non_Water,Wetland,Cropland
448,Cropland,Cropland,Wetland,Non_Water,Wetland,Forest
449,Cropland,Cropland,Wetland,Water,Wetland,Cropland
450,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
451,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
452,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
453,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
454,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
455,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
456,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
457,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
458,Cropland,Cropland,Bareland,NULL,Non_Wetland,Water
459,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
460,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
461,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Forest
462,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
463,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
464,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
465,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
466,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
467,Cropland,Cropland,Water,NULL,Water,Cropland
468,Cropland,Cropland,Water,Non_Water,Water,Cropland
469,Cropland,Cropland,Water,Water,Water,Cropland
470,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
471,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
472,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
473,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
474,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
475,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
476,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
477,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
478,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
479,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
480,Cropland,Cropland,Forest,Water,Non_Wetland,NULL
481,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland
482,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
483,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
484,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland
485,Cropland,Bareland,Forest,NULL,Non_Wetland,Cropland
486,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL
487,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
488,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
489,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up
490,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
491,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
492,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
493,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
494,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
495,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
496,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
497,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
498,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
499,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
500,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
501,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
502,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
503,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
504,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
505,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
506,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
507,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
508,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
509,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
510,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
511,Cropland,Built-up,Forest,NULL,Non_Wetland,Wetland
512,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
513,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
514,Cropland,Water,NULL,NULL,Non_Wetland,Forest
515,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL
516,Cropland,Water,Shrubland,NULL,Non_Wetland,Cropland
517,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland
518,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
519,Cropland,Water,Shrubland,Water,Non_Wetland,Forest
520,Cropland,Water,Grassland,NULL,Non_Wetland,Cropland
521,Cropland,Water,Grassland,NULL,Non_Wetland,Forest
522,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
523,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
524,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
525,Cropland,Water,Wetland,Water,Wetland,Forest
526,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
527,Cropland,Water,Bareland,NULL,Non_Wetland,Cropland
528,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
529,Cropland,Water,Bareland,NULL,Non_Wetland,Forest
530,Cropland,Water,Bareland,Non_Water,Non_Wetland,Cropland
531,Cropland,Water,Bareland,Non_Water,Non_Wetland,Bareland
532,Cropland,Water,Built-up,NULL,Non_Wetland,NULL
533,Cropland,Water,Forest,NULL,Non_Wetland,NULL
534,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
535,Cropland,Water,Forest,NULL,Non_Wetland,Cropland
536,Cropland,Water,Forest,NULL,Non_Wetland,Bareland
537,Cropland,Water,Forest,NULL,Non_Wetland,Forest
538,Cropland,Water,Forest,Water,Non_Wetland,NULL
539,Cropland,Water,Forest,Water,Non_Wetland,Forest
540,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
541,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
542,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
543,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
544,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
545,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
546,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
547,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland
548,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
549,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
550,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
551,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
552,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
553,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
554,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
555,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
556,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
557,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
558,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
559,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
560,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest
561,Wetland,NULL,NULL,NULL,Non_Wetland,NULL
562,Wetland,NULL,NULL,NULL,Non_Wetland,Cropland
563,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
564,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
565,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
566,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
567,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
568,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
569,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
570,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
571,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland
572,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
573,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
574,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL
575,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
576,Wetland,NULL,Bareland,NULL,Non_Wetland,Cropland
577,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
578,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
579,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
580,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland
581,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
582,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
583,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
584,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
585,Wetland,Cropland,NULL,NULL,Non_Wetland,Cropland
586,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland
587,Wetland,Cropland,NULL,NULL,Non_Wetland,Forest
588,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
589,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
590,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
591,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
592,Wetland,Cropland,Grassland,NULL,Non_Wetland,Wetland
593,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
594,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland
595,Wetland,Cropland,Cropland,NULL,Non_Wetland,Bareland
596,Wetland,Cropland,Wetland,NULL,Wetland,Wetland
597,Wetland,Cropland,Wetland,NULL,Wetland,Forest
598,Wetland,Cropland,Wetland,Non_Water,Wetland,Cropland
599,Wetland,Cropland,Wetland,Water,Wetland,Cropland
600,Wetland,Cropland,Wetland,Water,Wetland,Water
601,Wetland,Cropland,Bareland,NULL,Non_Wetland,Grassland
602,Wetland,Cropland,Bareland,NULL,Non_Wetland,Wetland
603,Wetland,Cropland,Bareland,NULL,Non_Wetland,Bareland
604,Wetland,Cropland,Bareland,NULL,Non_Wetland,Water
605,Wetland,Cropland,Bareland,NULL,Non_Wetland,Forest
606,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
607,Wetland,Cropland,Bareland,Water,Non_Wetland,Cropland
608,Wetland,Cropland,Water,Water,Water,Cropland
609,Wetland,Cropland,Water,Water,Water,Water
610,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL
611,Wetland,Cropland,Forest,NULL,Non_Wetland,Cropland
612,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland
613,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
614,Wetland,Cropland,Forest,Water,Non_Wetland,Cropland
615,Wetland,Water,NULL,NULL,Non_Wetland,Grassland
616,Wetland,Water,Shrubland,NULL,Non_Wetland,Cropland
617,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
618,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Forest
619,Wetland,Water,Grassland,NULL,Non_Wetland,Forest
620,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland
621,Wetland,Water,Cropland,NULL,Non_Wetland,Cropland
622,Wetland,Water,Cropland,Non_Water,Non_Wetland,Bareland
623,Wetland,Water,Wetland,NULL,Wetland,Cropland
624,Wetland,Water,Wetland,Non_Water,Wetland,Cropland
625,Wetland,Water,Wetland,Water,Wetland,Cropland
626,Wetland,Water,Bareland,NULL,Non_Wetland,Cropland
627,Wetland,Water,Bareland,NULL,Non_Wetland,Forest
628,Wetland,Water,Bareland,Non_Water,Non_Wetland,Grassland
629,Wetland,Water,Bareland,Non_Water,Non_Wetland,Forest
630,Wetland,Water,Water,Non_Water,Water,Water
631,Wetland,Water,Water,Water,Water,Cropland
632,Wetland,Water,Water,Water,Water,Water
633,Wetland,Water,Forest,NULL,Non_Wetland,Bareland
634,Wetland,Water,Forest,NULL,Non_Wetland,Forest
635,Wetland,Water,Forest,Water,Non_Wetland,Water
636,Wetland,Water,Forest,Water,Non_Wetland,Forest
637,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
638,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
639,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
640,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
641,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
642,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
643,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
644,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
645,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
646,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
647,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
648,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
649,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
650,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
651,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
652,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
653,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
654,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
655,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
656,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
657,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
658,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
659,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
660,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
661,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
662,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
663,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
664,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
665,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
666,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
667,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
668,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
669,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
670,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
671,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
672,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
673,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
674,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
675,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
676,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
677,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
678,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
679,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
680,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
681,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
682,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
683,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
684,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
685,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL
686,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
687,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
688,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
689,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
690,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
691,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
692,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
693,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL
694,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
695,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
696,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
697,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
698,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up
699,Bareland,Water,NULL,NULL,Non_Wetland,Cropland
700,Bareland,Water,NULL,NULL,Non_Wetland,Bareland
701,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL
702,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
703,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland
704,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
705,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
706,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
707,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
708,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
709,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
710,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
711,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
712,Bareland,Water,Bareland,NULL,Non_Wetland,Cropland
713,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
714,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
715,Bareland,Water,Built-up,NULL,Non_Wetland,Cropland
716,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
717,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
718,Bareland,Water,Forest,NULL,Non_Wetland,Cropland
719,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
720,Bareland,Water,Forest,NULL,Non_Wetland,Forest
721,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
722,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
723,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
724,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland
725,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
726,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland
727,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
728,Water,NULL,NULL,NULL,Non_Wetland,NULL
729,Water,NULL,NULL,NULL,Non_Wetland,Grassland
730,Water,NULL,NULL,NULL,Non_Wetland,Cropland
731,Water,NULL,NULL,NULL,Non_Wetland,Bareland
732,Water,NULL,NULL,NULL,Non_Wetland,Water
733,Water,NULL,NULL,NULL,Non_Wetland,Forest
734,Water,NULL,NULL,Water,Non_Wetland,Grassland
735,Water,NULL,NULL,Water,Non_Wetland,Forest
736,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
737,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
738,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
739,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
740,Water,NULL,Shrubland,NULL,Non_Wetland,Water
741,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
742,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
743,Water,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
744,Water,NULL,Shrubland,Water,Non_Wetland,Forest
745,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
746,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
747,Water,NULL,Grassland,NULL,Non_Wetland,Forest
748,Water,NULL,Cropland,NULL,Non_Wetland,NULL
749,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
750,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
751,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
752,Water,NULL,Cropland,NULL,Non_Wetland,Forest
753,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland
754,Water,NULL,Cropland,Water,Non_Wetland,Forest
755,Water,NULL,Wetland,NULL,Wetland,Cropland
756,Water,NULL,Wetland,NULL,Wetland,Forest
757,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
758,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
759,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
760,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
761,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
762,Water,NULL,Bareland,NULL,Non_Wetland,NULL
763,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
764,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
765,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
766,Water,NULL,Bareland,NULL,Non_Wetland,Water
767,Water,NULL,Bareland,NULL,Non_Wetland,Forest
768,Water,NULL,Bareland,Water,Non_Wetland,Bareland
769,Water,NULL,Bareland,Water,Non_Wetland,Forest
770,Water,NULL,Built-up,NULL,Non_Wetland,NULL
771,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
772,Water,NULL,Built-up,NULL,Non_Wetland,Cropland
773,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
774,Water,NULL,Built-up,NULL,Non_Wetland,Forest
775,Water,NULL,Water,NULL,Water,NULL
776,Water,NULL,Water,NULL,Water,Grassland
777,Water,NULL,Water,NULL,Water,Cropland
778,Water,NULL,Water,NULL,Water,Forest
779,Water,NULL,Water,Water,Water,Grassland
780,Water,NULL,Water,Water,Water,Forest
781,Water,NULL,Forest,NULL,Non_Wetland,NULL
782,Water,NULL,Forest,NULL,Non_Wetland,Grassland
783,Water,NULL,Forest,NULL,Non_Wetland,Cropland
784,Water,NULL,Forest,NULL,Non_Wetland,Bareland
785,Water,NULL,Forest,NULL,Non_Wetland,Forest
786,Water,NULL,Forest,Non_Water,Non_Wetland,Cropland
787,Water,NULL,Forest,Water,Non_Wetland,NULL
788,Water,NULL,Forest,Water,Non_Wetland,Grassland
789,Water,NULL,Forest,Water,Non_Wetland,Forest
790,Water,Cropland,NULL,NULL,Non_Wetland,NULL
791,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
792,Water,Cropland,NULL,NULL,Non_Wetland,Cropland
793,Water,Cropland,NULL,NULL,Non_Wetland,Wetland
794,Water,Cropland,NULL,NULL,Non_Wetland,Bareland
795,Water,Cropland,NULL,NULL,Non_Wetland,Water
796,Water,Cropland,NULL,NULL,Non_Wetland,Forest
797,Water,Cropland,NULL,Non_Water,Non_Wetland,Cropland
798,Water,Cropland,NULL,Water,Non_Wetland,Cropland
799,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL
800,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
801,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
802,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland
803,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
804,Water,Cropland,Shrubland,NULL,Non_Wetland,Water
805,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
806,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
807,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
808,Water,Cropland,Shrubland,Water,Non_Wetland,Cropland
809,Water,Cropland,Shrubland,Water,Non_Wetland,Water
810,Water,Cropland,Shrubland,Water,Non_Wetland,Forest
811,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
812,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
813,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
814,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
815,Water,Cropland,Grassland,Water,Non_Wetland,Cropland
816,Water,Cropland,Grassland,Water,Non_Wetland,Forest
817,Water,Cropland,Cropland,NULL,Non_Wetland,NULL
818,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
819,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
820,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
821,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
822,Water,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
823,Water,Cropland,Cropland,Water,Non_Wetland,Cropland
824,Water,Cropland,Wetland,NULL,Wetland,Grassland
825,Water,Cropland,Wetland,NULL,Wetland,Cropland
826,Water,Cropland,Wetland,NULL,Wetland,Forest
827,Water,Cropland,Wetland,Non_Water,Wetland,Cropland
828,Water,Cropland,Wetland,Water,Wetland,Cropland
829,Water,Cropland,Wetland,Water,Wetland,Water
830,Water,Cropland,Wetland,Water,Wetland,Forest
831,Water,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
832,Water,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
833,Water,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
834,Water,Cropland,Bareland,NULL,Non_Wetland,NULL
835,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
836,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
837,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland
838,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
839,Water,Cropland,Bareland,NULL,Non_Wetland,Water
840,Water,Cropland,Bareland,NULL,Non_Wetland,Forest
841,Water,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
842,Water,Cropland,Bareland,Water,Non_Wetland,Cropland
843,Water,Cropland,Bareland,Water,Non_Wetland,Bareland
844,Water,Cropland,Bareland,Water,Non_Wetland,Water
845,Water,Cropland,Bareland,Water,Non_Wetland,Forest
846,Water,Cropland,Built-up,NULL,Non_Wetland,NULL
847,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland
848,Water,Cropland,Built-up,NULL,Non_Wetland,Cropland
849,Water,Cropland,Built-up,Water,Non_Wetland,Cropland
850,Water,Cropland,Water,NULL,Water,NULL
851,Water,Cropland,Water,NULL,Water,Grassland
