Value,AFRICA_2024_DynamicWorld_2024_37NBF_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NBF_M_R,AFRICA_2024_GLC_FCS30D_2022_37NBF_M_R,AFRICA_2024_GSW_Yearly_2021_37NBF_M_R,AFRICA_2024_GWL_FCS30D_2022_37NBF_M_R,AFRICA_2024_WorldCover_2021_37NBF_M_R
422,Grassland,NULL,Built-up,Water,Non_Wetland,Water
423,Grassland,NULL,Built-up,Water,Non_Wetland,Forest
424,Grassland,NULL,Water,NULL,Water,NULL
425,Grassland,NULL,Water,NULL,Water,Grassland
426,Grassland,NULL,Water,NULL,Water,Wetland
427,Grassland,NULL,Water,Non_Water,Water,Grassland
428,Grassland,NULL,Water,Non_Water,Water,Wetland
429,Grassland,NULL,Water,Water,Water,Wetland
430,Grassland,NULL,Water,Water,Water,Bareland
431,Grassland,NULL,Water,Water,Water,Water
432,Grassland,NULL,Forest,NULL,Non_Wetland,NULL
433,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
434,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland
435,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland
436,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland
437,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
438,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland
439,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland
440,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest
441,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL
442,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland
443,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland
444,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland
445,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest
446,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL
447,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
448,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
449,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
450,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
451,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water
452,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest
453,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
454,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
455,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
456,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland
457,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL
458,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
459,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland
460,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland
461,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland
462,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest
463,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
464,Grassland,Cropland,Grassland,Water,Non_Wetland,Cropland
465,Grassland,Cropland,Grassland,Water,Non_Wetland,Wetland
466,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL
467,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
468,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
469,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland
470,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland
471,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water
472,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest
473,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
474,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
475,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
476,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
477,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland
478,Grassland,Cropland,Cropland,Water,Non_Wetland,Cropland
479,Grassland,Cropland,Cropland,Water,Non_Wetland,Bareland
480,Grassland,Cropland,Cropland,Water,Non_Wetland,Water
481,Grassland,Cropland,Wetland,NULL,Wetland,NULL
482,Grassland,Cropland,Wetland,NULL,Wetland,Grassland
483,Grassland,Cropland,Wetland,NULL,Wetland,Cropland
484,Grassland,Cropland,Wetland,NULL,Wetland,Wetland
485,Grassland,Cropland,Wetland,NULL,Wetland,Bareland
486,Grassland,Cropland,Wetland,NULL,Wetland,Forest
487,Grassland,Cropland,Wetland,Non_Water,Wetland,Forest
488,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL
489,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland
490,Grassland,Cropland,Bareland,NULL,Non_Wetland,Cropland
491,Grassland,Cropland,Bareland,NULL,Non_Wetland,Wetland
492,Grassland,Cropland,Bareland,NULL,Non_Wetland,Bareland
493,Grassland,Cropland,Bareland,NULL,Non_Wetland,Water
494,Grassland,Cropland,Bareland,NULL,Non_Wetland,Forest
495,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
496,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
497,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL
498,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland
499,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland
500,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL
501,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
502,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland
503,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland
504,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland
505,Grassland,Cropland,Forest,NULL,Non_Wetland,Water
506,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
507,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
508,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
509,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Forest
510,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL
511,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland
512,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland
513,Grassland,Wetland,NULL,NULL,Non_Wetland,Forest
514,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Grassland
515,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Forest
516,Grassland,Wetland,NULL,Water,Non_Wetland,Wetland
517,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL
518,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
519,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
520,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
521,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Forest
522,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
523,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
524,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
525,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
526,Grassland,Wetland,Shrubland,Water,Non_Wetland,Grassland
527,Grassland,Wetland,Shrubland,Water,Non_Wetland,Wetland
528,Grassland,Wetland,Shrubland,Water,Non_Wetland,Bareland
529,Grassland,Wetland,Shrubland,Water,Non_Wetland,Water
530,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL
531,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland
532,Grassland,Wetland,Grassland,NULL,Non_Wetland,Cropland
533,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland
534,Grassland,Wetland,Grassland,NULL,Non_Wetland,Bareland
535,Grassland,Wetland,Grassland,NULL,Non_Wetland,Water
536,Grassland,Wetland,Grassland,NULL,Non_Wetland,Forest
537,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL
538,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
539,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
540,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Water
541,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Forest
542,Grassland,Wetland,Grassland,Water,Non_Wetland,Grassland
543,Grassland,Wetland,Grassland,Water,Non_Wetland,Wetland
544,Grassland,Wetland,Grassland,Water,Non_Wetland,Bareland
545,Grassland,Wetland,Grassland,Water,Non_Wetland,Water
546,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL
547,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland
548,Grassland,Wetland,Cropland,NULL,Non_Wetland,Cropland
549,Grassland,Wetland,Cropland,NULL,Non_Wetland,Wetland
550,Grassland,Wetland,Cropland,NULL,Non_Wetland,Forest
551,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL
552,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
553,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
554,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Forest
555,Grassland,Wetland,Cropland,Water,Non_Wetland,Wetland
556,Grassland,Wetland,Cropland,Water,Non_Wetland,Bareland
557,Grassland,Wetland,Wetland,NULL,Wetland,NULL
558,Grassland,Wetland,Wetland,NULL,Wetland,Grassland
559,Grassland,Wetland,Wetland,NULL,Wetland,Cropland
560,Grassland,Wetland,Wetland,NULL,Wetland,Wetland
561,Grassland,Wetland,Wetland,NULL,Wetland,Bareland
562,Grassland,Wetland,Wetland,NULL,Wetland,Forest
563,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL
564,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland
565,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland
566,Grassland,Wetland,Wetland,Non_Water,Wetland,Forest
567,Grassland,Wetland,Wetland,Water,Wetland,NULL
568,Grassland,Wetland,Wetland,Water,Wetland,Grassland
569,Grassland,Wetland,Wetland,Water,Wetland,Wetland
570,Grassland,Wetland,Wetland,Water,Wetland,Bareland
571,Grassland,Wetland,Wetland,Water,Wetland,Water
572,Grassland,Wetland,Bareland,NULL,Non_Wetland,NULL
573,Grassland,Wetland,Bareland,NULL,Non_Wetland,Grassland
574,Grassland,Wetland,Bareland,NULL,Non_Wetland,Cropland
575,Grassland,Wetland,Bareland,NULL,Non_Wetland,Wetland
576,Grassland,Wetland,Bareland,NULL,Non_Wetland,Bareland
577,Grassland,Wetland,Bareland,NULL,Non_Wetland,Water
578,Grassland,Wetland,Bareland,NULL,Non_Wetland,Forest
579,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,NULL
580,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
581,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
582,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Forest
583,Grassland,Wetland,Bareland,Water,Non_Wetland,NULL
584,Grassland,Wetland,Bareland,Water,Non_Wetland,Grassland
585,Grassland,Wetland,Bareland,Water,Non_Wetland,Wetland
586,Grassland,Wetland,Bareland,Water,Non_Wetland,Bareland
587,Grassland,Wetland,Bareland,Water,Non_Wetland,Water
588,Grassland,Wetland,Bareland,Water,Non_Wetland,Forest
589,Grassland,Wetland,Built-up,NULL,Non_Wetland,Grassland
590,Grassland,Wetland,Built-up,NULL,Non_Wetland,Wetland
591,Grassland,Wetland,Built-up,Non_Water,Non_Wetland,NULL
592,Grassland,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
593,Grassland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
594,Grassland,Wetland,Built-up,Water,Non_Wetland,Wetland
595,Grassland,Wetland,Water,NULL,Water,Grassland
596,Grassland,Wetland,Water,NULL,Water,Wetland
597,Grassland,Wetland,Water,Non_Water,Water,Grassland
598,Grassland,Wetland,Water,Non_Water,Water,Wetland
599,Grassland,Wetland,Water,Water,Water,Wetland
600,Grassland,Wetland,Water,Water,Water,Bareland
601,Grassland,Wetland,Water,Water,Water,Water
602,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL
603,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland
604,Grassland,Wetland,Forest,NULL,Non_Wetland,Cropland
605,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland
606,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest
607,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Forest
608,Grassland,Wetland,Forest,Water,Non_Wetland,Grassland
609,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland
610,Grassland,Bareland,Grassland,NULL,Non_Wetland,Grassland
611,Grassland,Bareland,Grassland,NULL,Non_Wetland,Wetland
612,Grassland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
613,Grassland,Bareland,Grassland,Non_Water,Non_Wetland,Wetland
614,Grassland,Bareland,Grassland,Water,Non_Wetland,Wetland
615,Grassland,Bareland,Wetland,NULL,Wetland,Wetland
616,Grassland,Bareland,Wetland,Non_Water,Wetland,Wetland
617,Grassland,Bareland,Wetland,Water,Wetland,Wetland
618,Grassland,Bareland,Wetland,Water,Wetland,Water
619,Grassland,Bareland,Wetland,Water,Wetland,Forest
620,Grassland,Bareland,Bareland,NULL,Non_Wetland,Grassland
621,Grassland,Bareland,Bareland,NULL,Non_Wetland,Wetland
622,Grassland,Bareland,Bareland,Non_Water,Non_Wetland,Wetland
623,Grassland,Bareland,Bareland,Water,Non_Wetland,Grassland
624,Grassland,Bareland,Bareland,Water,Non_Wetland,Wetland
625,Grassland,Bareland,Bareland,Water,Non_Wetland,Bareland
626,Grassland,Bareland,Bareland,Water,Non_Wetland,Water
627,Grassland,Bareland,Water,Water,Water,Wetland
628,Grassland,Bareland,Water,Water,Water,Bareland
629,Grassland,Bareland,Water,Water,Water,Water
630,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland
631,Grassland,Water,Shrubland,NULL,Non_Wetland,Forest
632,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland
633,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland
634,Grassland,Water,Cropland,NULL,Non_Wetland,Forest
635,Grassland,Water,Bareland,NULL,Non_Wetland,Bareland
636,Grassland,Water,Forest,NULL,Non_Wetland,Cropland
637,Grassland,Water,Forest,NULL,Non_Wetland,Forest
638,Grassland,Forest,NULL,NULL,Non_Wetland,NULL
639,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
640,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland
641,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland
642,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
643,Grassland,Forest,NULL,Non_Water,Non_Wetland,Grassland
644,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
645,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
646,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland
647,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland
648,Grassland,Forest,Shrubland,NULL,Non_Wetland,Water
649,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
650,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
651,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
652,Grassland,Forest,Shrubland,Water,Non_Wetland,Wetland
653,Grassland,Forest,Shrubland,Water,Non_Wetland,Water
654,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL
655,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
656,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland
657,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland
658,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland
659,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest
660,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL
661,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
662,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Wetland
663,Grassland,Forest,Grassland,Water,Non_Wetland,Grassland
664,Grassland,Forest,Grassland,Water,Non_Wetland,Wetland
665,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL
666,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
667,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland
668,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland
669,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland
670,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
671,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL
672,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Wetland
673,Grassland,Forest,Cropland,Water,Non_Wetland,Grassland
674,Grassland,Forest,Cropland,Water,Non_Wetland,Bareland
675,Grassland,Forest,Wetland,NULL,Wetland,NULL
676,Grassland,Forest,Wetland,NULL,Wetland,Grassland
677,Grassland,Forest,Wetland,NULL,Wetland,Cropland
678,Grassland,Forest,Wetland,NULL,Wetland,Wetland
679,Grassland,Forest,Wetland,NULL,Wetland,Forest
680,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland
681,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland
682,Grassland,Forest,Wetland,Non_Water,Wetland,Forest
683,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL
684,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland
685,Grassland,Forest,Bareland,NULL,Non_Wetland,Cropland
686,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland
687,Grassland,Forest,Bareland,NULL,Non_Wetland,Forest
688,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Grassland
689,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Wetland
690,Grassland,Forest,Bareland,Water,Non_Wetland,Grassland
691,Grassland,Forest,Bareland,Water,Non_Wetland,Wetland
692,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL
693,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland
694,Grassland,Forest,Built-up,NULL,Non_Wetland,Wetland
695,Grassland,Forest,Built-up,NULL,Non_Wetland,Forest
696,Grassland,Forest,Built-up,Water,Non_Wetland,Grassland
697,Grassland,Forest,Water,NULL,Water,Wetland
698,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
699,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
700,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
701,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland
702,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland
703,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
704,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland
705,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest
706,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
707,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
708,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
709,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland
710,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
711,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up
712,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
713,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland
714,Cropland,NULL,NULL,Non_Water,Non_Wetland,Wetland
715,Cropland,NULL,NULL,Non_Water,Non_Wetland,Bareland
716,Cropland,NULL,NULL,Water,Non_Wetland,Grassland
717,Cropland,NULL,NULL,Water,Non_Wetland,Cropland
718,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
719,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
720,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
721,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
722,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
723,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
724,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
725,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
726,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
727,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
728,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
729,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland
730,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland
731,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
732,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
733,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
734,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland
735,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
736,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
737,Cropland,NULL,Grassland,NULL,Non_Wetland,Water
738,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
739,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL
740,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
741,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
742,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
743,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
744,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Forest
745,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland
746,Cropland,NULL,Grassland,Water,Non_Wetland,Cropland
747,Cropland,NULL,Grassland,Water,Non_Wetland,Wetland
748,Cropland,NULL,Grassland,Water,Non_Wetland,Bareland
749,Cropland,NULL,Grassland,Water,Non_Wetland,Forest
750,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
751,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
752,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
753,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland
754,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
755,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
756,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
757,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
758,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
759,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
760,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
761,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest
762,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland
763,Cropland,NULL,Cropland,Water,Non_Wetland,Cropland
764,Cropland,NULL,Cropland,Water,Non_Wetland,Wetland
765,Cropland,NULL,Wetland,NULL,Wetland,NULL
766,Cropland,NULL,Wetland,NULL,Wetland,Grassland
767,Cropland,NULL,Wetland,NULL,Wetland,Cropland
768,Cropland,NULL,Wetland,NULL,Wetland,Wetland
769,Cropland,NULL,Wetland,NULL,Wetland,Bareland
770,Cropland,NULL,Wetland,NULL,Wetland,Water
771,Cropland,NULL,Wetland,NULL,Wetland,Forest
772,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland
773,Cropland,NULL,Wetland,Non_Water,Wetland,Water
774,Cropland,NULL,Wetland,Non_Water,Wetland,Forest
775,Cropland,NULL,Wetland,Water,Wetland,Wetland
776,Cropland,NULL,Wetland,Water,Wetland,Bareland
777,Cropland,NULL,Wetland,Water,Wetland,Water
778,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
779,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
780,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
781,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
782,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
783,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
784,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
785,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
786,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland
787,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
788,Cropland,NULL,Bareland,NULL,Non_Wetland,Water
789,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
790,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
791,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
792,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
793,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
794,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Water
795,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
796,Cropland,NULL,Bareland,Water,Non_Wetland,Cropland
797,Cropland,NULL,Bareland,Water,Non_Wetland,Wetland
798,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland
799,Cropland,NULL,Bareland,Water,Non_Wetland,Water
800,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
801,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
802,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
803,Cropland,NULL,Built-up,NULL,Non_Wetland,Wetland
804,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
805,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
806,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
807,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
808,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Cropland
809,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
810,Cropland,NULL,Water,NULL,Water,Grassland
811,Cropland,NULL,Water,Non_Water,Water,Grassland
812,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
813,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
814,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
815,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
816,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
817,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
818,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
819,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL
820,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
821,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland
822,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
823,Cropland,NULL,Forest,Water,Non_Wetland,Grassland
824,Cropland,NULL,Forest,Water,Non_Wetland,Cropland
825,Cropland,NULL,Forest,Water,Non_Wetland,Wetland
826,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
827,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
828,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
829,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland
830,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
831,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up
832,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
833,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
834,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
835,Cropland,Cropland,NULL,Water,Non_Wetland,Grassland
836,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
837,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
838,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
839,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
840,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
841,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
842,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water
843,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
