Value,AFRICA_2024_DynamicWorld_2024_36NVK_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36NVK_M_R,AFRICA_2024_GLC_FCS30D_2022_36NVK_M_R,AFRICA_2024_GSW_Yearly_2021_36NVK_M_R,AFRICA_2024_GWL_FCS30D_2022_36NVK_M_R,AFRICA_2024_WorldCover_2021_36NVK_M_R
422,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
423,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
424,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
425,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
426,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
427,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
428,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
429,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
430,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
431,Cropland,Forest,Wetland,NULL,Wetland,Grassland
432,Cropland,Forest,Wetland,NULL,Wetland,Wetland
433,Cropland,Forest,Wetland,NULL,Wetland,Forest
434,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
435,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
436,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
437,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
438,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
439,Cropland,Forest,Forest,NULL,Non_Wetland,Built-up
440,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
441,Wetland,NULL,NULL,NULL,Non_Wetland,NULL
442,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
443,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
444,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
445,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
446,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
447,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
448,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland
449,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
450,Wetland,NULL,Wetland,NULL,Wetland,NULL
451,Wetland,NULL,Wetland,NULL,Wetland,Grassland
452,Wetland,NULL,Wetland,NULL,Wetland,Forest
453,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
454,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
455,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
456,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
457,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
458,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland
459,Wetland,Water,Wetland,NULL,Wetland,Grassland
460,Wetland,Water,Wetland,NULL,Wetland,Forest
461,Wetland,Water,Wetland,Non_Water,Wetland,NULL
462,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
463,Wetland,Water,Bareland,NULL,Non_Wetland,Forest
464,Wetland,Water,Bareland,Non_Water,Non_Wetland,Forest
465,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
466,Wetland,Water,Forest,NULL,Non_Wetland,Forest
467,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland
468,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
469,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland
470,Wetland,Forest,Cropland,NULL,Non_Wetland,Wetland
471,Wetland,Forest,Cropland,NULL,Non_Wetland,Forest
472,Wetland,Forest,Wetland,NULL,Wetland,Grassland
473,Wetland,Forest,Wetland,NULL,Wetland,Wetland
474,Wetland,Forest,Wetland,NULL,Wetland,Forest
475,Wetland,Forest,Forest,NULL,Non_Wetland,NULL
476,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
477,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland
478,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
479,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
480,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
481,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
482,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
483,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
484,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
485,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
486,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
487,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
488,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
489,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
490,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
491,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
492,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
493,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up
494,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
495,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
496,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
497,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
498,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
499,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
500,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
501,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland
502,Bareland,Forest,Shrubland,Water,Non_Wetland,Grassland
503,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
504,Bareland,Forest,Grassland,NULL,Non_Wetland,Cropland
505,Bareland,Forest,Grassland,Water,Non_Wetland,Grassland
506,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland
507,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
508,Bareland,Forest,Forest,Water,Non_Wetland,Grassland
509,Water,NULL,NULL,NULL,Non_Wetland,NULL
510,Water,NULL,NULL,NULL,Non_Wetland,Grassland
511,Water,NULL,NULL,NULL,Non_Wetland,Cropland
512,Water,NULL,NULL,NULL,Non_Wetland,Built-up
513,Water,NULL,NULL,NULL,Non_Wetland,Forest
514,Water,NULL,NULL,Water,Non_Wetland,Grassland
515,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
516,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
517,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
518,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
519,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up
520,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
521,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
522,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
523,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
524,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
525,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
526,Water,NULL,Grassland,NULL,Non_Wetland,Wetland
527,Water,NULL,Grassland,NULL,Non_Wetland,Built-up
528,Water,NULL,Cropland,NULL,Non_Wetland,NULL
529,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
530,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
531,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
532,Water,NULL,Cropland,NULL,Non_Wetland,Forest
533,Water,NULL,Wetland,NULL,Wetland,NULL
534,Water,NULL,Wetland,NULL,Wetland,Grassland
535,Water,NULL,Wetland,NULL,Wetland,Wetland
536,Water,NULL,Wetland,NULL,Wetland,Forest
537,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
538,Water,NULL,Bareland,Water,Non_Wetland,Water
539,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
540,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
541,Water,NULL,Built-up,NULL,Non_Wetland,Built-up
542,Water,NULL,Water,NULL,Water,Grassland
543,Water,NULL,Water,NULL,Water,Forest
544,Water,NULL,Forest,NULL,Non_Wetland,NULL
545,Water,NULL,Forest,NULL,Non_Wetland,Grassland
546,Water,NULL,Forest,NULL,Non_Wetland,Cropland
547,Water,NULL,Forest,NULL,Non_Wetland,Wetland
548,Water,NULL,Forest,NULL,Non_Wetland,Built-up
549,Water,NULL,Forest,NULL,Non_Wetland,Forest
550,Water,NULL,Forest,Water,Non_Wetland,Grassland
551,Water,Cropland,NULL,NULL,Non_Wetland,NULL
552,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
553,Water,Cropland,NULL,NULL,Non_Wetland,Cropland
554,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL
555,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
556,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
557,Water,Cropland,Shrubland,NULL,Non_Wetland,Built-up
558,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
559,Water,Cropland,Cropland,NULL,Non_Wetland,NULL
560,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
561,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
562,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
563,Water,Cropland,Wetland,NULL,Wetland,Forest
564,Water,Cropland,Forest,NULL,Non_Wetland,NULL
565,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
566,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
567,Water,Cropland,Forest,NULL,Non_Wetland,Forest
568,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
569,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland
570,Water,Bareland,Forest,NULL,Non_Wetland,Wetland
571,Water,Built-up,NULL,NULL,Non_Wetland,Grassland
572,Water,Built-up,NULL,NULL,Non_Wetland,Cropland
573,Water,Built-up,NULL,NULL,Non_Wetland,Built-up
574,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL
575,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
576,Water,Built-up,Shrubland,NULL,Non_Wetland,Cropland
577,Water,Built-up,Cropland,NULL,Non_Wetland,NULL
578,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland
579,Water,Built-up,Cropland,NULL,Non_Wetland,Cropland
580,Water,Built-up,Cropland,NULL,Non_Wetland,Forest
581,Water,Built-up,Built-up,NULL,Non_Wetland,NULL
582,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up
583,Water,Built-up,Built-up,NULL,Non_Wetland,Forest
584,Water,Built-up,Forest,NULL,Non_Wetland,NULL
585,Water,Built-up,Forest,NULL,Non_Wetland,Grassland
586,Water,Built-up,Forest,NULL,Non_Wetland,Cropland
587,Water,Built-up,Forest,NULL,Non_Wetland,Built-up
588,Water,Built-up,Forest,NULL,Non_Wetland,Forest
589,Water,Water,NULL,NULL,Non_Wetland,Grassland
590,Water,Water,NULL,NULL,Non_Wetland,Water
591,Water,Water,NULL,NULL,Non_Wetland,Forest
592,Water,Water,NULL,Non_Water,Non_Wetland,NULL
593,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
594,Water,Water,NULL,Non_Water,Non_Wetland,Water
595,Water,Water,NULL,Non_Water,Non_Wetland,Forest
596,Water,Water,NULL,Water,Non_Wetland,Bareland
597,Water,Water,NULL,Water,Non_Wetland,Water
598,Water,Water,NULL,Water,Non_Wetland,Forest
599,Water,Water,Shrubland,NULL,Non_Wetland,NULL
600,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
601,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
602,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
603,Water,Water,Shrubland,NULL,Non_Wetland,Water
604,Water,Water,Shrubland,NULL,Non_Wetland,Forest
605,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL
606,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
607,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
608,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
609,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
610,Water,Water,Shrubland,Water,Non_Wetland,Grassland
611,Water,Water,Shrubland,Water,Non_Wetland,Cropland
612,Water,Water,Shrubland,Water,Non_Wetland,Wetland
613,Water,Water,Shrubland,Water,Non_Wetland,Bareland
614,Water,Water,Shrubland,Water,Non_Wetland,Water
615,Water,Water,Shrubland,Water,Non_Wetland,Forest
616,Water,Water,Grassland,NULL,Non_Wetland,Grassland
617,Water,Water,Grassland,NULL,Non_Wetland,Bareland
618,Water,Water,Grassland,NULL,Non_Wetland,Water
619,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
620,Water,Water,Grassland,Non_Water,Non_Wetland,Water
621,Water,Water,Grassland,Water,Non_Wetland,Grassland
622,Water,Water,Grassland,Water,Non_Wetland,Bareland
623,Water,Water,Grassland,Water,Non_Wetland,Water
624,Water,Water,Grassland,Water,Non_Wetland,Forest
625,Water,Water,Cropland,NULL,Non_Wetland,Grassland
626,Water,Water,Cropland,NULL,Non_Wetland,Bareland
627,Water,Water,Cropland,NULL,Non_Wetland,Water
628,Water,Water,Cropland,NULL,Non_Wetland,Forest
629,Water,Water,Cropland,Water,Non_Wetland,Grassland
630,Water,Water,Cropland,Water,Non_Wetland,Bareland
631,Water,Water,Cropland,Water,Non_Wetland,Water
632,Water,Water,Wetland,NULL,Wetland,NULL
633,Water,Water,Wetland,NULL,Wetland,Grassland
634,Water,Water,Wetland,NULL,Wetland,Wetland
635,Water,Water,Wetland,NULL,Wetland,Bareland
636,Water,Water,Wetland,NULL,Wetland,Water
637,Water,Water,Wetland,NULL,Wetland,Forest
638,Water,Water,Wetland,Non_Water,Wetland,NULL
639,Water,Water,Wetland,Non_Water,Wetland,Grassland
640,Water,Water,Wetland,Non_Water,Wetland,Water
641,Water,Water,Wetland,Non_Water,Wetland,Forest
642,Water,Water,Wetland,Water,Wetland,NULL
643,Water,Water,Wetland,Water,Wetland,Grassland
644,Water,Water,Wetland,Water,Wetland,Bareland
645,Water,Water,Wetland,Water,Wetland,Water
646,Water,Water,Wetland,Water,Wetland,Forest
647,Water,Water,Bareland,NULL,Non_Wetland,NULL
648,Water,Water,Bareland,NULL,Non_Wetland,Grassland
649,Water,Water,Bareland,NULL,Non_Wetland,Bareland
650,Water,Water,Bareland,NULL,Non_Wetland,Water
651,Water,Water,Bareland,NULL,Non_Wetland,Forest
652,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
653,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
654,Water,Water,Bareland,Non_Water,Non_Wetland,Water
655,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
656,Water,Water,Bareland,Water,Non_Wetland,NULL
657,Water,Water,Bareland,Water,Non_Wetland,Grassland
658,Water,Water,Bareland,Water,Non_Wetland,Wetland
659,Water,Water,Bareland,Water,Non_Wetland,Bareland
660,Water,Water,Bareland,Water,Non_Wetland,Water
661,Water,Water,Bareland,Water,Non_Wetland,Forest
662,Water,Water,Built-up,Water,Non_Wetland,Water
663,Water,Water,Water,NULL,Water,Grassland
664,Water,Water,Water,NULL,Water,Bareland
665,Water,Water,Water,NULL,Water,Water
666,Water,Water,Water,NULL,Water,Forest
667,Water,Water,Water,Non_Water,Water,Water
668,Water,Water,Water,Non_Water,Water,Forest
669,Water,Water,Water,Water,Water,Grassland
670,Water,Water,Water,Water,Water,Bareland
671,Water,Water,Water,Water,Water,Water
672,Water,Water,Water,Water,Water,Forest
673,Water,Water,Forest,NULL,Non_Wetland,NULL
674,Water,Water,Forest,NULL,Non_Wetland,Grassland
675,Water,Water,Forest,NULL,Non_Wetland,Cropland
676,Water,Water,Forest,NULL,Non_Wetland,Wetland
677,Water,Water,Forest,NULL,Non_Wetland,Bareland
678,Water,Water,Forest,NULL,Non_Wetland,Water
679,Water,Water,Forest,NULL,Non_Wetland,Forest
680,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
681,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
682,Water,Water,Forest,Non_Water,Non_Wetland,Water
683,Water,Water,Forest,Non_Water,Non_Wetland,Forest
684,Water,Water,Forest,Water,Non_Wetland,NULL
685,Water,Water,Forest,Water,Non_Wetland,Grassland
686,Water,Water,Forest,Water,Non_Wetland,Bareland
687,Water,Water,Forest,Water,Non_Wetland,Water
688,Water,Water,Forest,Water,Non_Wetland,Forest
689,Water,Forest,NULL,NULL,Non_Wetland,NULL
690,Water,Forest,NULL,NULL,Non_Wetland,Grassland
691,Water,Forest,NULL,NULL,Non_Wetland,Cropland
692,Water,Forest,NULL,NULL,Non_Wetland,Forest
693,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
694,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
695,Water,Forest,Shrubland,NULL,Non_Wetland,Cropland
696,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
697,Water,Forest,Shrubland,Water,Non_Wetland,Grassland
698,Water,Forest,Shrubland,Water,Non_Wetland,Wetland
699,Water,Forest,Shrubland,Water,Non_Wetland,Water
700,Water,Forest,Grassland,Water,Non_Wetland,Grassland
701,Water,Forest,Cropland,NULL,Non_Wetland,NULL
702,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
703,Water,Forest,Cropland,NULL,Non_Wetland,Cropland
704,Water,Forest,Cropland,NULL,Non_Wetland,Wetland
705,Water,Forest,Cropland,NULL,Non_Wetland,Forest
706,Water,Forest,Wetland,NULL,Wetland,NULL
707,Water,Forest,Wetland,NULL,Wetland,Grassland
708,Water,Forest,Wetland,NULL,Wetland,Wetland
709,Water,Forest,Wetland,NULL,Wetland,Forest
710,Water,Forest,Wetland,Water,Wetland,Grassland
711,Water,Forest,Bareland,NULL,Non_Wetland,Forest
712,Water,Forest,Water,NULL,Water,Grassland
713,Water,Forest,Water,NULL,Water,Forest
714,Water,Forest,Forest,NULL,Non_Wetland,NULL
715,Water,Forest,Forest,NULL,Non_Wetland,Grassland
716,Water,Forest,Forest,NULL,Non_Wetland,Cropland
717,Water,Forest,Forest,NULL,Non_Wetland,Wetland
718,Water,Forest,Forest,NULL,Non_Wetland,Forest
719,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
720,Water,Forest,Forest,Water,Non_Wetland,Grassland
721,Forest,NULL,NULL,NULL,Non_Wetland,NULL
722,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
723,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
724,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
725,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
726,Forest,NULL,NULL,NULL,Non_Wetland,Built-up
727,Forest,NULL,NULL,NULL,Non_Wetland,Forest
728,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
729,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
730,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
731,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
732,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
733,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
734,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
735,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
736,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
737,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland
738,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
739,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
740,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
741,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
742,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
743,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
744,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
745,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
746,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
747,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
748,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
749,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
750,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
751,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
752,Forest,NULL,Wetland,NULL,Wetland,NULL
753,Forest,NULL,Wetland,NULL,Wetland,Grassland
754,Forest,NULL,Wetland,NULL,Wetland,Wetland
755,Forest,NULL,Wetland,NULL,Wetland,Forest
756,Forest,NULL,Wetland,Water,Wetland,Water
757,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
758,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
759,Forest,NULL,Bareland,NULL,Non_Wetland,Water
760,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
761,Forest,NULL,Bareland,Water,Non_Wetland,Water
762,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
763,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
764,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
765,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
766,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
767,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
768,Forest,NULL,Built-up,Water,Non_Wetland,Water
769,Forest,NULL,Water,NULL,Water,Grassland
770,Forest,NULL,Water,NULL,Water,Forest
771,Forest,NULL,Forest,NULL,Non_Wetland,NULL
772,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
773,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
774,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
775,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
776,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
777,Forest,NULL,Forest,NULL,Non_Wetland,Forest
778,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
779,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
780,Forest,NULL,Forest,Non_Water,Non_Wetland,Cropland
781,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland
782,Forest,NULL,Forest,Water,Non_Wetland,Water
783,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
784,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
785,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
786,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up
787,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
788,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
789,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
790,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
791,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
792,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
793,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
794,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
795,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
796,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland
797,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up
798,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
799,Forest,Cropland,Wetland,NULL,Wetland,NULL
800,Forest,Cropland,Wetland,NULL,Wetland,Grassland
801,Forest,Cropland,Wetland,NULL,Wetland,Wetland
802,Forest,Cropland,Wetland,NULL,Wetland,Forest
803,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
804,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
805,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL
806,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
807,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland
808,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up
809,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
810,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
811,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
812,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
813,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up
814,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
815,Forest,Cropland,Forest,Water,Non_Wetland,Grassland
816,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
817,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
818,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland
819,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up
820,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
821,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
822,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
823,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
824,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
825,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
826,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland
827,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up
828,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
829,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
830,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
831,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up
832,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
833,Forest,Built-up,Wetland,NULL,Wetland,Grassland
834,Forest,Built-up,Wetland,NULL,Wetland,Forest
835,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland
836,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL
837,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
838,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland
839,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
840,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
841,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
842,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
843,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
844,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
845,Forest,Built-up,Forest,Water,Non_Wetland,Grassland
846,Forest,Water,NULL,NULL,Non_Wetland,Forest
847,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
848,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
849,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
850,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
851,Forest,Water,Shrubland,Water,Non_Wetland,Forest
852,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
853,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
854,Forest,Water,Cropland,NULL,Non_Wetland,Forest
855,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland
856,Forest,Water,Cropland,Water,Non_Wetland,Forest
857,Forest,Water,Wetland,NULL,Wetland,Grassland
858,Forest,Water,Wetland,NULL,Wetland,Forest
859,Forest,Water,Wetland,Non_Water,Wetland,Forest
860,Forest,Water,Wetland,Water,Wetland,Forest
861,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
862,Forest,Water,Bareland,NULL,Non_Wetland,Forest
863,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland
864,Forest,Water,Bareland,Water,Non_Wetland,Grassland
865,Forest,Water,Bareland,Water,Non_Wetland,Forest
866,Forest,Water,Built-up,NULL,Non_Wetland,Forest
867,Forest,Water,Water,NULL,Water,Forest
868,Forest,Water,Forest,NULL,Non_Wetland,NULL
869,Forest,Water,Forest,NULL,Non_Wetland,Grassland
870,Forest,Water,Forest,NULL,Non_Wetland,Water
871,Forest,Water,Forest,NULL,Non_Wetland,Forest
872,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
873,Forest,Water,Forest,Water,Non_Wetland,Forest
874,Forest,Forest,NULL,NULL,Non_Wetland,NULL
