Value,AFRICA_2024_DynamicWorld_2024_35NPJ_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_35NPJ_M_R,AFRICA_2024_GLC_FCS30D_2022_35NPJ_M_R,AFRICA_2024_GSW_Yearly_2021_35NPJ_M_R,AFRICA_2024_GWL_FCS30D_2022_35NPJ_M_R,AFRICA_2024_WorldCover_2021_35NPJ_M_R
844,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
845,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
846,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
847,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
848,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
849,Wetland,Cropland,Shrubland,Water,Non_Wetland,Grassland
850,Wetland,Cropland,Shrubland,Water,Non_Wetland,Cropland
851,Wetland,Cropland,Shrubland,Water,Non_Wetland,Wetland
852,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
853,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
854,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
855,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
856,Wetland,Cropland,Cropland,Water,Non_Wetland,Grassland
857,Wetland,Cropland,Wetland,NULL,Wetland,Grassland
858,Wetland,Cropland,Wetland,NULL,Wetland,Cropland
859,Wetland,Cropland,Wetland,NULL,Wetland,Wetland
860,Wetland,Cropland,Wetland,NULL,Wetland,Forest
861,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL
862,Wetland,Cropland,Wetland,Non_Water,Wetland,Grassland
863,Wetland,Cropland,Wetland,Non_Water,Wetland,Cropland
864,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland
865,Wetland,Cropland,Built-up,NULL,Non_Wetland,Grassland
866,Wetland,Cropland,Built-up,Non_Water,Non_Wetland,Grassland
867,Wetland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland
868,Wetland,Cropland,Built-up,Water,Non_Wetland,Grassland
869,Wetland,Cropland,Built-up,Water,Non_Wetland,Bareland
870,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
871,Wetland,Cropland,Forest,NULL,Non_Wetland,Cropland
872,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland
873,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
874,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
875,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
876,Wetland,Cropland,Forest,Water,Non_Wetland,Grassland
877,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL
878,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland
879,Wetland,Wetland,NULL,NULL,Non_Wetland,Cropland
880,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland
881,Wetland,Wetland,NULL,NULL,Non_Wetland,Bareland
882,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest
883,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Grassland
884,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Cropland
885,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
886,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland
887,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL
888,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
889,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
890,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
891,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
892,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Built-up
893,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
894,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
895,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
896,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
897,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
898,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland
899,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Built-up
900,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
901,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL
902,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
903,Wetland,Wetland,Shrubland,Water,Non_Wetland,Cropland
904,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
905,Wetland,Wetland,Shrubland,Water,Non_Wetland,Bareland
906,Wetland,Wetland,Shrubland,Water,Non_Wetland,Forest
907,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
908,Wetland,Wetland,Grassland,NULL,Non_Wetland,Cropland
909,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
910,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Cropland
911,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
912,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Bareland
913,Wetland,Wetland,Grassland,Water,Non_Wetland,Cropland
914,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland
915,Wetland,Wetland,Cropland,NULL,Non_Wetland,Cropland
916,Wetland,Wetland,Cropland,NULL,Non_Wetland,Bareland
917,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
918,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Bareland
919,Wetland,Wetland,Wetland,NULL,Wetland,NULL
920,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
921,Wetland,Wetland,Wetland,NULL,Wetland,Cropland
922,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
923,Wetland,Wetland,Wetland,NULL,Wetland,Forest
924,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL
925,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland
926,Wetland,Wetland,Wetland,Non_Water,Wetland,Cropland
927,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
928,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest
929,Wetland,Wetland,Wetland,Water,Wetland,Grassland
930,Wetland,Wetland,Wetland,Water,Wetland,Wetland
931,Wetland,Wetland,Wetland,Water,Wetland,Forest
932,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland
933,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
934,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
935,Wetland,Wetland,Bareland,Water,Non_Wetland,Grassland
936,Wetland,Wetland,Built-up,NULL,Non_Wetland,NULL
937,Wetland,Wetland,Built-up,NULL,Non_Wetland,Grassland
938,Wetland,Wetland,Built-up,NULL,Non_Wetland,Cropland
939,Wetland,Wetland,Built-up,NULL,Non_Wetland,Bareland
940,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
941,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Cropland
942,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
943,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Bareland
944,Wetland,Wetland,Built-up,Water,Non_Wetland,Wetland
945,Wetland,Wetland,Water,NULL,Water,Wetland
946,Wetland,Wetland,Water,Non_Water,Water,Grassland
947,Wetland,Wetland,Water,Non_Water,Water,Wetland
948,Wetland,Wetland,Water,Water,Water,Grassland
949,Wetland,Wetland,Water,Water,Water,Wetland
950,Wetland,Wetland,Water,Water,Water,Bareland
951,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL
952,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
953,Wetland,Wetland,Forest,NULL,Non_Wetland,Cropland
954,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
955,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
956,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL
957,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
958,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Cropland
959,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
960,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest
961,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland
962,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
963,Wetland,Wetland,Forest,Water,Non_Wetland,Forest
964,Wetland,Bareland,Shrubland,Non_Water,Non_Wetland,Wetland
965,Wetland,Bareland,Shrubland,Water,Non_Wetland,Wetland
966,Wetland,Built-up,Shrubland,NULL,Non_Wetland,NULL
967,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
968,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
969,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Forest
970,Wetland,Built-up,Forest,NULL,Non_Wetland,Grassland
971,Wetland,Built-up,Forest,NULL,Non_Wetland,Cropland
972,Wetland,Water,NULL,NULL,Non_Wetland,Grassland
973,Wetland,Water,NULL,NULL,Non_Wetland,Wetland
974,Wetland,Water,NULL,NULL,Non_Wetland,Forest
975,Wetland,Water,NULL,Non_Water,Non_Wetland,Cropland
976,Wetland,Water,NULL,Water,Non_Wetland,Wetland
977,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL
978,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
979,Wetland,Water,Shrubland,NULL,Non_Wetland,Cropland
980,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
981,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland
982,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
983,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL
984,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
985,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Cropland
986,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
987,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
988,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Forest
989,Wetland,Water,Shrubland,Water,Non_Wetland,NULL
990,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland
991,Wetland,Water,Shrubland,Water,Non_Wetland,Cropland
992,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland
993,Wetland,Water,Shrubland,Water,Non_Wetland,Water
994,Wetland,Water,Shrubland,Water,Non_Wetland,Forest
995,Wetland,Water,Grassland,Water,Non_Wetland,Grassland
996,Wetland,Water,Cropland,Water,Non_Wetland,Bareland
997,Wetland,Water,Wetland,NULL,Wetland,NULL
998,Wetland,Water,Wetland,NULL,Wetland,Grassland
999,Wetland,Water,Wetland,NULL,Wetland,Cropland
1000,Wetland,Water,Wetland,NULL,Wetland,Wetland
1001,Wetland,Water,Wetland,NULL,Wetland,Forest
1002,Wetland,Water,Wetland,Non_Water,Wetland,NULL
1003,Wetland,Water,Wetland,Non_Water,Wetland,Grassland
1004,Wetland,Water,Wetland,Non_Water,Wetland,Cropland
1005,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
1006,Wetland,Water,Wetland,Non_Water,Wetland,Forest
1007,Wetland,Water,Wetland,Water,Wetland,NULL
1008,Wetland,Water,Wetland,Water,Wetland,Grassland
1009,Wetland,Water,Wetland,Water,Wetland,Wetland
1010,Wetland,Water,Wetland,Water,Wetland,Bareland
1011,Wetland,Water,Wetland,Water,Wetland,Forest
1012,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
1013,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland
1014,Wetland,Water,Bareland,Water,Non_Wetland,Grassland
1015,Wetland,Water,Bareland,Water,Non_Wetland,Wetland
1016,Wetland,Water,Built-up,Water,Non_Wetland,Cropland
1017,Wetland,Water,Water,Non_Water,Water,NULL
1018,Wetland,Water,Water,Non_Water,Water,Wetland
1019,Wetland,Water,Water,Water,Water,Wetland
1020,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
1021,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
1022,Wetland,Water,Forest,NULL,Non_Wetland,Forest
1023,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL
1024,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland
1025,Wetland,Water,Forest,Non_Water,Non_Wetland,Cropland
1026,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland
1027,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest
1028,Wetland,Water,Forest,Water,Non_Wetland,Forest
1029,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland
1030,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland
1031,Wetland,Forest,NULL,NULL,Non_Wetland,Forest
1032,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
1033,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1034,Wetland,Forest,Shrubland,NULL,Non_Wetland,Cropland
1035,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1036,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
1037,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1038,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1039,Wetland,Forest,Shrubland,Water,Non_Wetland,Wetland
1040,Wetland,Forest,Wetland,NULL,Wetland,NULL
1041,Wetland,Forest,Wetland,NULL,Wetland,Grassland
1042,Wetland,Forest,Wetland,NULL,Wetland,Wetland
1043,Wetland,Forest,Wetland,NULL,Wetland,Forest
1044,Wetland,Forest,Wetland,Non_Water,Wetland,Grassland
1045,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland
1046,Wetland,Forest,Bareland,NULL,Non_Wetland,Grassland
1047,Wetland,Forest,Forest,NULL,Non_Wetland,NULL
1048,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
1049,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland
1050,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
1051,Wetland,Forest,Forest,Non_Water,Non_Wetland,Grassland
1052,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland
1053,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
1054,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
1055,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
1056,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland
1057,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
1058,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up
1059,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
1060,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland
1061,Bareland,NULL,NULL,Non_Water,Non_Wetland,Cropland
1062,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland
1063,Bareland,NULL,NULL,Water,Non_Wetland,Grassland
1064,Bareland,NULL,NULL,Water,Non_Wetland,Wetland
1065,Bareland,NULL,NULL,Water,Non_Wetland,Bareland
1066,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
1067,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1068,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1069,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1070,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1071,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
1072,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
1073,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1074,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1075,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1076,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1077,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1078,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water
1079,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
1080,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland
1081,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland
1082,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
1083,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
1084,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
1085,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1086,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
1087,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
1088,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
1089,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
1090,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1091,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1092,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1093,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1094,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Built-up
1095,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Water
1096,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
1097,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland
1098,Bareland,NULL,Grassland,Water,Non_Wetland,Wetland
1099,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
1100,Bareland,NULL,Grassland,Water,Non_Wetland,Water
1101,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
1102,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
1103,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
1104,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1105,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1106,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Built-up
1107,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
1108,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
1109,Bareland,NULL,Wetland,NULL,Wetland,Grassland
1110,Bareland,NULL,Wetland,NULL,Wetland,Wetland
1111,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland
1112,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland
1113,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland
1114,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1115,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1116,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland
1117,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
1118,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
1119,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
1120,Bareland,NULL,Bareland,Water,Non_Wetland,Water
1121,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
1122,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
1123,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
1124,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
1125,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
1126,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1127,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Cropland
1128,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
1129,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland
1130,Bareland,NULL,Water,Water,Water,Grassland
1131,Bareland,NULL,Water,Water,Water,Wetland
1132,Bareland,NULL,Water,Water,Water,Bareland
1133,Bareland,NULL,Water,Water,Water,Water
1134,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
1135,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
1136,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland
1137,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up
1138,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
1139,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland
1140,Bareland,NULL,Forest,Water,Non_Wetland,Grassland
1141,Bareland,NULL,Forest,Water,Non_Wetland,Bareland
1142,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
1143,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
1144,Bareland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
1145,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1146,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1147,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1148,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1149,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
1150,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1151,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1152,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1153,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1154,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
1155,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1156,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1157,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1158,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
1159,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1160,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1161,Bareland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1162,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
1163,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
1164,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1165,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
1166,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,Grassland
1167,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland
1168,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
1169,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1170,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland
1171,Bareland,Wetland,Shrubland,Water,Non_Wetland,Bareland
1172,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,Cropland
1173,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland
1174,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland
1175,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1176,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1177,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
1178,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
1179,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1180,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1181,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
1182,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
1183,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up
1184,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
1185,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1186,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up
1187,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland
1188,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1189,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1190,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1191,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1192,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1193,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1194,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1195,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1196,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1197,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1198,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1199,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1200,Bareland,Water,NULL,NULL,Non_Wetland,Grassland
1201,Bareland,Water,NULL,NULL,Non_Wetland,Bareland
1202,Bareland,Water,NULL,Non_Water,Non_Wetland,Grassland
1203,Bareland,Water,NULL,Water,Non_Wetland,Grassland
1204,Bareland,Water,NULL,Water,Non_Wetland,Bareland
1205,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL
1206,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
1207,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland
1208,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
1209,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1210,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1211,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1212,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water
1213,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland
1214,Bareland,Water,Shrubland,Water,Non_Wetland,Cropland
1215,Bareland,Water,Shrubland,Water,Non_Wetland,Wetland
1216,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
1217,Bareland,Water,Shrubland,Water,Non_Wetland,Water
1218,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland
1219,Bareland,Water,Grassland,Water,Non_Wetland,Grassland
1220,Bareland,Water,Grassland,Water,Non_Wetland,Wetland
1221,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
1222,Bareland,Water,Grassland,Water,Non_Wetland,Water
1223,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
1224,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
1225,Bareland,Water,Cropland,Non_Water,Non_Wetland,Grassland
1226,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland
1227,Bareland,Water,Cropland,Water,Non_Wetland,Grassland
1228,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
1229,Bareland,Water,Cropland,Water,Non_Wetland,Water
1230,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1231,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1232,Bareland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1233,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
1234,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
1235,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
1236,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
1237,Bareland,Water,Built-up,Non_Water,Non_Wetland,Grassland
1238,Bareland,Water,Built-up,Non_Water,Non_Wetland,Cropland
1239,Bareland,Water,Built-up,Water,Non_Wetland,Grassland
1240,Bareland,Water,Built-up,Water,Non_Wetland,Bareland
1241,Bareland,Water,Water,Water,Water,Wetland
1242,Bareland,Water,Water,Water,Water,Bareland
1243,Bareland,Water,Water,Water,Water,Water
1244,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland
1245,Bareland,Forest,NULL,NULL,Non_Wetland,Forest
1246,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
1247,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1248,Bareland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1249,Bareland,Forest,Wetland,NULL,Wetland,Grassland
1250,Bareland,Forest,Wetland,NULL,Wetland,Wetland
1251,Bareland,Forest,Forest,NULL,Non_Wetland,NULL
1252,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
1253,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland
1254,Bareland,Forest,Forest,NULL,Non_Wetland,Built-up
1255,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
