Value,AFRICA_2024_DynamicWorld_2024_38NKM_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_38NKM_M_R,AFRICA_2024_GLC_FCS30D_2022_38NKM_M_R,AFRICA_2024_GSW_Yearly_2021_38NKM_M_R,AFRICA_2024_GWL_FCS30D_2022_38NKM_M_R,AFRICA_2024_WorldCover_2021_38NKM_M_R
421,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
422,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
423,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
424,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
425,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
426,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
427,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland
428,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
429,Cropland,Cropland,Cropland,Water,Non_Wetland,Wetland
430,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland
431,Cropland,Cropland,Cropland,Water,Non_Wetland,Forest
432,Cropland,Cropland,Wetland,NULL,Wetland,NULL
433,Cropland,Cropland,Wetland,NULL,Wetland,Grassland
434,Cropland,Cropland,Wetland,NULL,Wetland,Cropland
435,Cropland,Cropland,Wetland,NULL,Wetland,Wetland
436,Cropland,Cropland,Wetland,NULL,Wetland,Bareland
437,Cropland,Cropland,Wetland,NULL,Wetland,Forest
438,Cropland,Cropland,Wetland,Non_Water,Wetland,Grassland
439,Cropland,Cropland,Wetland,Non_Water,Wetland,Cropland
440,Cropland,Cropland,Wetland,Non_Water,Wetland,Wetland
441,Cropland,Cropland,Wetland,Non_Water,Wetland,Bareland
442,Cropland,Cropland,Wetland,Non_Water,Wetland,Forest
443,Cropland,Cropland,Wetland,Water,Wetland,Grassland
444,Cropland,Cropland,Wetland,Water,Wetland,Cropland
445,Cropland,Cropland,Wetland,Water,Wetland,Wetland
446,Cropland,Cropland,Wetland,Water,Wetland,Bareland
447,Cropland,Cropland,Wetland,Water,Wetland,Forest
448,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
449,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
450,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
451,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
452,Cropland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
453,Cropland,Cropland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
454,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
455,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
456,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
457,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
458,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
459,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
460,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
461,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
462,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Forest
463,Cropland,Cropland,Bareland,Water,Non_Wetland,Grassland
464,Cropland,Cropland,Bareland,Water,Non_Wetland,Cropland
465,Cropland,Cropland,Bareland,Water,Non_Wetland,Bareland
466,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
467,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
468,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
469,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland
470,Cropland,Cropland,Built-up,Water,Non_Wetland,Grassland
471,Cropland,Cropland,Built-up,Water,Non_Wetland,Cropland
472,Cropland,Cropland,Built-up,Water,Non_Wetland,Bareland
473,Cropland,Cropland,Water,NULL,Water,Grassland
474,Cropland,Cropland,Water,NULL,Water,Cropland
475,Cropland,Cropland,Water,NULL,Water,Wetland
476,Cropland,Cropland,Water,NULL,Water,Bareland
477,Cropland,Cropland,Water,NULL,Water,Forest
478,Cropland,Cropland,Water,Non_Water,Water,Grassland
479,Cropland,Cropland,Water,Non_Water,Water,Cropland
480,Cropland,Cropland,Water,Non_Water,Water,Bareland
481,Cropland,Cropland,Water,Non_Water,Water,Forest
482,Cropland,Cropland,Water,Water,Water,Grassland
483,Cropland,Cropland,Water,Water,Water,Cropland
484,Cropland,Cropland,Water,Water,Water,Wetland
485,Cropland,Cropland,Water,Water,Water,Bareland
486,Cropland,Cropland,Water,Water,Water,Forest
487,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
488,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
489,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
490,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Bareland
491,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
492,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland
493,Cropland,Cropland,Forest,Water,Non_Wetland,Bareland
494,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL
495,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL
496,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL
497,Cropland,Wetland,Grassland,NULL,Non_Wetland,Grassland
498,Cropland,Wetland,Grassland,NULL,Non_Wetland,Wetland
499,Cropland,Wetland,Grassland,NULL,Non_Wetland,Forest
500,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL
501,Cropland,Wetland,Cropland,NULL,Non_Wetland,Grassland
502,Cropland,Wetland,Cropland,NULL,Non_Wetland,Cropland
503,Cropland,Wetland,Cropland,NULL,Non_Wetland,Wetland
504,Cropland,Wetland,Cropland,NULL,Non_Wetland,Forest
505,Cropland,Wetland,Wetland,NULL,Wetland,Cropland
506,Cropland,Wetland,Wetland,Water,Wetland,Cropland
507,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL
508,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
509,Cropland,Bareland,Grassland,NULL,Non_Wetland,Cropland
510,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
511,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
512,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,Cropland
513,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
514,Cropland,Bareland,Grassland,Water,Non_Wetland,Bareland
515,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
516,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland
517,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland
518,Cropland,Bareland,Cropland,Water,Non_Wetland,Bareland
519,Cropland,Bareland,Wetland,NULL,Wetland,Grassland
520,Cropland,Bareland,Wetland,NULL,Wetland,Cropland
521,Cropland,Bareland,Wetland,NULL,Wetland,Bareland
522,Cropland,Bareland,Wetland,Water,Wetland,Bareland
523,Cropland,Bareland,Water,NULL,Water,Bareland
524,Cropland,Bareland,Water,Non_Water,Water,Bareland
525,Cropland,Bareland,Water,Water,Water,Bareland
526,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
527,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
528,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
529,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
530,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
531,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
532,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
533,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
534,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
535,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
536,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
537,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
538,Cropland,Water,NULL,NULL,Non_Wetland,Grassland
539,Cropland,Water,NULL,NULL,Non_Wetland,Forest
540,Cropland,Water,NULL,Non_Water,Non_Wetland,Grassland
541,Cropland,Water,NULL,Non_Water,Non_Wetland,Wetland
542,Cropland,Water,NULL,Non_Water,Non_Wetland,Forest
543,Cropland,Water,NULL,Water,Non_Wetland,Grassland
544,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
545,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland
546,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
547,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
548,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
549,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Forest
550,Cropland,Water,Grassland,NULL,Non_Wetland,NULL
551,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
552,Cropland,Water,Grassland,NULL,Non_Wetland,Cropland
553,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland
554,Cropland,Water,Grassland,NULL,Non_Wetland,Forest
555,Cropland,Water,Grassland,Non_Water,Non_Wetland,Grassland
556,Cropland,Water,Grassland,Non_Water,Non_Wetland,Cropland
557,Cropland,Water,Grassland,Non_Water,Non_Wetland,Bareland
558,Cropland,Water,Grassland,Non_Water,Non_Wetland,Forest
559,Cropland,Water,Grassland,Water,Non_Wetland,Grassland
560,Cropland,Water,Grassland,Water,Non_Wetland,Bareland
561,Cropland,Water,Grassland,Water,Non_Wetland,Forest
562,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
563,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
564,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
565,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
566,Cropland,Water,Cropland,Non_Water,Non_Wetland,Grassland
567,Cropland,Water,Cropland,Non_Water,Non_Wetland,Cropland
568,Cropland,Water,Cropland,Non_Water,Non_Wetland,Bareland
569,Cropland,Water,Cropland,Non_Water,Non_Wetland,Forest
570,Cropland,Water,Cropland,Water,Non_Wetland,Grassland
571,Cropland,Water,Cropland,Water,Non_Wetland,Cropland
572,Cropland,Water,Cropland,Water,Non_Wetland,Bareland
573,Cropland,Water,Cropland,Water,Non_Wetland,Forest
574,Cropland,Water,Wetland,NULL,Wetland,Grassland
575,Cropland,Water,Wetland,NULL,Wetland,Cropland
576,Cropland,Water,Wetland,NULL,Wetland,Bareland
577,Cropland,Water,Wetland,NULL,Wetland,Forest
578,Cropland,Water,Wetland,Non_Water,Wetland,Grassland
579,Cropland,Water,Wetland,Non_Water,Wetland,Cropland
580,Cropland,Water,Wetland,Non_Water,Wetland,Bareland
581,Cropland,Water,Wetland,Non_Water,Wetland,Forest
582,Cropland,Water,Wetland,Water,Wetland,Grassland
583,Cropland,Water,Wetland,Water,Wetland,Bareland
584,Cropland,Water,Wetland,Water,Wetland,Forest
585,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
586,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
587,Cropland,Water,Bareland,NULL,Non_Wetland,Forest
588,Cropland,Water,Bareland,Non_Water,Non_Wetland,Forest
589,Cropland,Water,Bareland,Water,Non_Wetland,Grassland
590,Cropland,Water,Bareland,Water,Non_Wetland,Cropland
591,Cropland,Water,Built-up,NULL,Non_Wetland,Forest
592,Cropland,Water,Water,NULL,Water,Grassland
593,Cropland,Water,Water,NULL,Water,Cropland
594,Cropland,Water,Water,NULL,Water,Bareland
595,Cropland,Water,Water,NULL,Water,Forest
596,Cropland,Water,Water,Non_Water,Water,Grassland
597,Cropland,Water,Water,Non_Water,Water,Cropland
598,Cropland,Water,Water,Non_Water,Water,Bareland
599,Cropland,Water,Water,Non_Water,Water,Forest
600,Cropland,Water,Water,Water,Water,Grassland
601,Cropland,Water,Water,Water,Water,Bareland
602,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
603,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
604,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
605,Cropland,Forest,NULL,Non_Water,Non_Wetland,Bareland
606,Cropland,Forest,NULL,Non_Water,Non_Wetland,Forest
607,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
608,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
609,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
610,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
611,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
612,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
613,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
614,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
615,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
616,Cropland,Forest,Grassland,NULL,Non_Wetland,Wetland
617,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland
618,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
619,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
620,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Cropland
621,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Bareland
622,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Forest
623,Cropland,Forest,Grassland,Water,Non_Wetland,Grassland
624,Cropland,Forest,Grassland,Water,Non_Wetland,Bareland
625,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
626,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
627,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
628,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland
629,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
630,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
631,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Cropland
632,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Wetland
633,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Bareland
634,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Forest
635,Cropland,Forest,Cropland,Water,Non_Wetland,Grassland
636,Cropland,Forest,Cropland,Water,Non_Wetland,Cropland
637,Cropland,Forest,Cropland,Water,Non_Wetland,Bareland
638,Cropland,Forest,Wetland,NULL,Wetland,NULL
639,Cropland,Forest,Wetland,NULL,Wetland,Grassland
640,Cropland,Forest,Wetland,NULL,Wetland,Cropland
641,Cropland,Forest,Wetland,NULL,Wetland,Forest
642,Cropland,Forest,Wetland,Non_Water,Wetland,Grassland
643,Cropland,Forest,Wetland,Non_Water,Wetland,Forest
644,Cropland,Forest,Wetland,Water,Wetland,Grassland
645,Cropland,Forest,Wetland,Water,Wetland,Bareland
646,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
647,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL
648,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
649,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Forest
650,Cropland,Forest,Built-up,Non_Water,Non_Wetland,Grassland
651,Cropland,Forest,Water,NULL,Water,Cropland
652,Cropland,Forest,Water,NULL,Water,Forest
653,Cropland,Forest,Water,Non_Water,Water,Grassland
654,Cropland,Forest,Water,Non_Water,Water,Forest
655,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
656,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest
657,Wetland,NULL,NULL,NULL,Non_Wetland,NULL
658,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
659,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
660,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
661,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
662,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
663,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL
664,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
665,Wetland,NULL,Grassland,NULL,Non_Wetland,Cropland
666,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland
667,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
668,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
669,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Forest
670,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland
671,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
672,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
673,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
674,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland
675,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
676,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
677,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
678,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Forest
679,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland
680,Wetland,NULL,Cropland,Water,Non_Wetland,Water
681,Wetland,NULL,Cropland,Water,Non_Wetland,Forest
682,Wetland,NULL,Wetland,NULL,Wetland,NULL
683,Wetland,NULL,Wetland,NULL,Wetland,Grassland
684,Wetland,NULL,Wetland,NULL,Wetland,Forest
685,Wetland,NULL,Wetland,Water,Wetland,Grassland
686,Wetland,NULL,Wetland,Water,Wetland,Cropland
687,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
688,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
689,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL
690,Wetland,NULL,Bareland,Water,Non_Wetland,Forest
691,Wetland,NULL,Water,NULL,Water,Forest
692,Wetland,NULL,Water,Water,Water,Bareland
693,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
694,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
695,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland
696,Wetland,Cropland,NULL,NULL,Non_Wetland,Bareland
697,Wetland,Cropland,NULL,NULL,Non_Wetland,Forest
698,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Forest
699,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
700,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest
701,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
702,Wetland,Cropland,Shrubland,Water,Non_Wetland,Grassland
703,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland
704,Wetland,Cropland,Grassland,NULL,Non_Wetland,Cropland
705,Wetland,Cropland,Grassland,NULL,Non_Wetland,Bareland
706,Wetland,Cropland,Grassland,NULL,Non_Wetland,Forest
707,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
708,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
709,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
710,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
711,Wetland,Cropland,Grassland,Water,Non_Wetland,Grassland
712,Wetland,Cropland,Grassland,Water,Non_Wetland,Cropland
713,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL
714,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
715,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland
716,Wetland,Cropland,Cropland,NULL,Non_Wetland,Forest
717,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
718,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
719,Wetland,Cropland,Cropland,Water,Non_Wetland,Grassland
720,Wetland,Cropland,Cropland,Water,Non_Wetland,Cropland
721,Wetland,Cropland,Cropland,Water,Non_Wetland,Bareland
722,Wetland,Cropland,Cropland,Water,Non_Wetland,Forest
723,Wetland,Cropland,Wetland,NULL,Wetland,Grassland
724,Wetland,Cropland,Wetland,NULL,Wetland,Cropland
725,Wetland,Cropland,Wetland,NULL,Wetland,Bareland
726,Wetland,Cropland,Wetland,NULL,Wetland,Forest
727,Wetland,Cropland,Wetland,Non_Water,Wetland,Grassland
728,Wetland,Cropland,Wetland,Non_Water,Wetland,Forest
729,Wetland,Cropland,Wetland,Water,Wetland,Grassland
730,Wetland,Cropland,Wetland,Water,Wetland,Cropland
731,Wetland,Cropland,Wetland,Water,Wetland,Wetland
732,Wetland,Cropland,Wetland,Water,Wetland,Bareland
733,Wetland,Cropland,Bareland,NULL,Non_Wetland,Forest
734,Wetland,Cropland,Bareland,Water,Non_Wetland,Grassland
735,Wetland,Cropland,Bareland,Water,Non_Wetland,Cropland
736,Wetland,Cropland,Bareland,Water,Non_Wetland,Forest
737,Wetland,Cropland,Water,NULL,Water,Cropland
738,Wetland,Cropland,Water,NULL,Water,Bareland
739,Wetland,Cropland,Water,NULL,Water,Forest
740,Wetland,Cropland,Water,Non_Water,Water,Cropland
741,Wetland,Cropland,Water,Non_Water,Water,Bareland
742,Wetland,Cropland,Water,Non_Water,Water,Forest
743,Wetland,Cropland,Water,Water,Water,Grassland
744,Wetland,Cropland,Water,Water,Water,Bareland
745,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
746,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Forest
747,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest
748,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL
749,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL
750,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
751,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
752,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL
753,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
754,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL
755,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland
756,Wetland,Wetland,Cropland,NULL,Non_Wetland,Cropland
757,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland
758,Wetland,Wetland,Cropland,NULL,Non_Wetland,Forest
759,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL
760,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
761,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Forest
762,Wetland,Wetland,Wetland,NULL,Wetland,Forest
763,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
764,Wetland,Water,NULL,NULL,Non_Wetland,Grassland
765,Wetland,Water,NULL,Non_Water,Non_Wetland,Cropland
766,Wetland,Water,NULL,Non_Water,Non_Wetland,Forest
767,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL
768,Wetland,Water,Grassland,NULL,Non_Wetland,NULL
769,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland
770,Wetland,Water,Grassland,NULL,Non_Wetland,Bareland
771,Wetland,Water,Grassland,NULL,Non_Wetland,Forest
772,Wetland,Water,Cropland,NULL,Non_Wetland,NULL
773,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland
774,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland
775,Wetland,Water,Cropland,NULL,Non_Wetland,Forest
776,Wetland,Water,Cropland,Non_Water,Non_Wetland,Grassland
777,Wetland,Water,Cropland,Non_Water,Non_Wetland,Cropland
778,Wetland,Water,Cropland,Non_Water,Non_Wetland,Forest
779,Wetland,Water,Cropland,Water,Non_Wetland,Grassland
780,Wetland,Water,Cropland,Water,Non_Wetland,Cropland
781,Wetland,Water,Cropland,Water,Non_Wetland,Wetland
782,Wetland,Water,Cropland,Water,Non_Wetland,Water
783,Wetland,Water,Cropland,Water,Non_Wetland,Forest
784,Wetland,Water,Wetland,NULL,Wetland,Grassland
785,Wetland,Water,Wetland,Water,Wetland,Grassland
786,Wetland,Water,Wetland,Water,Wetland,Wetland
787,Wetland,Water,Wetland,Water,Wetland,Bareland
788,Wetland,Water,Wetland,Water,Wetland,Water
789,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
790,Wetland,Water,Bareland,NULL,Non_Wetland,Cropland
791,Wetland,Water,Bareland,Non_Water,Non_Wetland,Cropland
792,Wetland,Water,Bareland,Water,Non_Wetland,Grassland
793,Wetland,Water,Bareland,Water,Non_Wetland,Cropland
794,Wetland,Water,Built-up,Non_Water,Non_Wetland,Cropland
795,Wetland,Water,Water,NULL,Water,Grassland
796,Wetland,Water,Water,NULL,Water,Forest
797,Wetland,Water,Water,Water,Water,Grassland
798,Wetland,Water,Water,Water,Water,Wetland
799,Wetland,Water,Water,Water,Water,Water
800,Wetland,Water,Forest,NULL,Non_Wetland,Forest
801,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest
802,Wetland,Forest,NULL,NULL,Non_Wetland,NULL
803,Wetland,Forest,NULL,NULL,Non_Wetland,Forest
804,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
805,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL
806,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland
807,Wetland,Forest,Grassland,NULL,Non_Wetland,Cropland
808,Wetland,Forest,Grassland,NULL,Non_Wetland,Wetland
809,Wetland,Forest,Grassland,NULL,Non_Wetland,Forest
810,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
811,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Forest
812,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL
813,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland
814,Wetland,Forest,Cropland,NULL,Non_Wetland,Forest
815,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
816,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Forest
817,Wetland,Forest,Cropland,Water,Non_Wetland,Grassland
818,Wetland,Forest,Cropland,Water,Non_Wetland,Forest
819,Wetland,Forest,Wetland,NULL,Wetland,Grassland
820,Wetland,Forest,Wetland,NULL,Wetland,Forest
821,Wetland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
822,Wetland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
823,Wetland,Forest,Bareland,NULL,Non_Wetland,NULL
824,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Forest
825,Wetland,Forest,Forest,NULL,Non_Wetland,NULL
826,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
827,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
828,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
829,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
830,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
831,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland
832,Bareland,NULL,NULL,Non_Water,Non_Wetland,Forest
833,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
834,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
835,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
836,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
837,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
838,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
839,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
840,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
841,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland
842,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
843,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
844,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
845,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
846,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
847,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
848,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
849,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
850,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL
