Value,AFRICA_2024_DynamicWorld_2024_36PZA_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PZA_M_R,AFRICA_2024_GLC_FCS30D_2022_36PZA_M_R,AFRICA_2024_GSW_Yearly_2021_36PZA_M_R,AFRICA_2024_GWL_FCS30D_2022_36PZA_M_R,AFRICA_2024_WorldCover_2021_36PZA_M_R
431,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest
432,Grassland,NULL,NULL,NULL,Non_Wetland,NULL
433,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland
434,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland
435,Grassland,NULL,NULL,NULL,Non_Wetland,Forest
436,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest
437,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL
438,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland
439,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland
440,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest
441,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
442,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland
443,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland
444,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland
445,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest
446,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
447,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL
448,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland
449,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland
450,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland
451,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest
452,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
453,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
454,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest
455,Grassland,NULL,Cropland,Water,Non_Wetland,Forest
456,Grassland,NULL,Wetland,Water,Wetland,Water
457,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
458,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
459,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland
460,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland
461,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest
462,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland
463,Grassland,NULL,Forest,NULL,Non_Wetland,NULL
464,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
465,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland
466,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
467,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL
468,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland
469,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland
470,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest
471,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
472,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
473,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL
474,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
475,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
476,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest
477,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
478,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
479,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
480,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
481,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland
482,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest
483,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL
484,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
485,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
486,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest
487,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
488,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
489,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
490,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
491,Grassland,Cropland,Wetland,Water,Wetland,Bareland
492,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
493,Grassland,Cropland,Bareland,NULL,Non_Wetland,Cropland
494,Grassland,Cropland,Bareland,NULL,Non_Wetland,Forest
495,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland
496,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL
497,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
498,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland
499,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
500,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
501,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
502,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland
503,Grassland,Water,Shrubland,NULL,Non_Wetland,Cropland
504,Grassland,Water,Shrubland,NULL,Non_Wetland,Forest
505,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland
506,Grassland,Water,Cropland,NULL,Non_Wetland,Cropland
507,Grassland,Water,Cropland,NULL,Non_Wetland,Forest
508,Grassland,Water,Forest,NULL,Non_Wetland,Forest
509,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
510,Grassland,Forest,NULL,Non_Water,Non_Wetland,Grassland
511,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
512,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland
513,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
514,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland
515,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
516,Grassland,Forest,Bareland,NULL,Non_Wetland,Cropland
517,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
518,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
519,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
520,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
521,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
522,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
523,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
524,Cropland,NULL,NULL,Non_Water,Non_Wetland,Cropland
525,Cropland,NULL,NULL,Non_Water,Non_Wetland,Forest
526,Cropland,NULL,NULL,Water,Non_Wetland,Grassland
527,Cropland,NULL,NULL,Water,Non_Wetland,Cropland
528,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
529,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
530,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
531,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
532,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
533,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
534,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
535,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
536,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
537,Cropland,NULL,Shrubland,Water,Non_Wetland,Cropland
538,Cropland,NULL,Shrubland,Water,Non_Wetland,Water
539,Cropland,NULL,Shrubland,Water,Non_Wetland,Forest
540,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
541,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
542,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
543,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland
544,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
545,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
546,Cropland,NULL,Grassland,NULL,Non_Wetland,Water
547,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
548,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
549,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
550,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
551,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Forest
552,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland
553,Cropland,NULL,Grassland,Water,Non_Wetland,Cropland
554,Cropland,NULL,Grassland,Water,Non_Wetland,Wetland
555,Cropland,NULL,Grassland,Water,Non_Wetland,Bareland
556,Cropland,NULL,Grassland,Water,Non_Wetland,Water
557,Cropland,NULL,Grassland,Water,Non_Wetland,Forest
558,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
559,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
560,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
561,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
562,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
563,Cropland,NULL,Cropland,NULL,Non_Wetland,Water
564,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
565,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
566,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
567,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
568,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water
569,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest
570,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland
571,Cropland,NULL,Cropland,Water,Non_Wetland,Cropland
572,Cropland,NULL,Cropland,Water,Non_Wetland,Wetland
573,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland
574,Cropland,NULL,Cropland,Water,Non_Wetland,Water
575,Cropland,NULL,Cropland,Water,Non_Wetland,Forest
576,Cropland,NULL,Wetland,NULL,Wetland,Grassland
577,Cropland,NULL,Wetland,NULL,Wetland,Cropland
578,Cropland,NULL,Wetland,NULL,Wetland,Bareland
579,Cropland,NULL,Wetland,NULL,Wetland,Water
580,Cropland,NULL,Wetland,NULL,Wetland,Forest
581,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland
582,Cropland,NULL,Wetland,Non_Water,Wetland,Cropland
583,Cropland,NULL,Wetland,Non_Water,Wetland,Bareland
584,Cropland,NULL,Wetland,Non_Water,Wetland,Water
585,Cropland,NULL,Wetland,Non_Water,Wetland,Forest
586,Cropland,NULL,Wetland,Water,Wetland,Grassland
587,Cropland,NULL,Wetland,Water,Wetland,Cropland
588,Cropland,NULL,Wetland,Water,Wetland,Wetland
589,Cropland,NULL,Wetland,Water,Wetland,Bareland
590,Cropland,NULL,Wetland,Water,Wetland,Water
591,Cropland,NULL,Wetland,Water,Wetland,Forest
592,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
593,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
594,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
595,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
596,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
597,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
598,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
599,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
600,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland
601,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
602,Cropland,NULL,Bareland,NULL,Non_Wetland,Water
603,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
604,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
605,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
606,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
607,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Water
608,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Forest
609,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
610,Cropland,NULL,Bareland,Water,Non_Wetland,Cropland
611,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland
612,Cropland,NULL,Bareland,Water,Non_Wetland,Water
613,Cropland,NULL,Bareland,Water,Non_Wetland,Forest
614,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
615,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
616,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
617,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
618,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
619,Cropland,NULL,Built-up,NULL,Non_Wetland,Water
620,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
621,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Cropland
622,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
623,Cropland,NULL,Built-up,Water,Non_Wetland,Grassland
624,Cropland,NULL,Built-up,Water,Non_Wetland,Cropland
625,Cropland,NULL,Built-up,Water,Non_Wetland,Bareland
626,Cropland,NULL,Built-up,Water,Non_Wetland,Water
627,Cropland,NULL,Built-up,Water,Non_Wetland,Forest
628,Cropland,NULL,Water,NULL,Water,Cropland
629,Cropland,NULL,Water,NULL,Water,Bareland
630,Cropland,NULL,Water,NULL,Water,Water
631,Cropland,NULL,Water,Non_Water,Water,Grassland
632,Cropland,NULL,Water,Non_Water,Water,Cropland
633,Cropland,NULL,Water,Non_Water,Water,Forest
634,Cropland,NULL,Water,Water,Water,Grassland
635,Cropland,NULL,Water,Water,Water,Cropland
636,Cropland,NULL,Water,Water,Water,Water
637,Cropland,NULL,Water,Water,Water,Forest
638,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
639,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
640,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
641,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
642,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
643,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland
644,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
645,Cropland,NULL,Forest,Water,Non_Wetland,Grassland
646,Cropland,NULL,Forest,Water,Non_Wetland,Cropland
647,Cropland,NULL,Forest,Water,Non_Wetland,Wetland
648,Cropland,NULL,Forest,Water,Non_Wetland,Bareland
649,Cropland,NULL,Forest,Water,Non_Wetland,Water
650,Cropland,NULL,Forest,Water,Non_Wetland,Forest
651,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
652,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
653,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
654,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
655,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
656,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
657,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
658,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Forest
659,Cropland,Cropland,NULL,Water,Non_Wetland,Cropland
660,Cropland,Cropland,NULL,Water,Non_Wetland,Forest
661,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
662,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
663,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
664,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
665,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water
666,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
667,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
668,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
669,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
670,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
671,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
672,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland
673,Cropland,Cropland,Shrubland,Water,Non_Wetland,Bareland
674,Cropland,Cropland,Shrubland,Water,Non_Wetland,Water
675,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
676,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
677,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
678,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland
679,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
680,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
681,Cropland,Cropland,Grassland,NULL,Non_Wetland,Water
682,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
683,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
684,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
685,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
686,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Water
687,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
688,Cropland,Cropland,Grassland,Water,Non_Wetland,Grassland
689,Cropland,Cropland,Grassland,Water,Non_Wetland,Cropland
690,Cropland,Cropland,Grassland,Water,Non_Wetland,Wetland
691,Cropland,Cropland,Grassland,Water,Non_Wetland,Bareland
692,Cropland,Cropland,Grassland,Water,Non_Wetland,Water
693,Cropland,Cropland,Grassland,Water,Non_Wetland,Forest
694,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
695,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
696,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
697,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
698,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
699,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
700,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water
701,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
702,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
703,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
704,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
705,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
706,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
707,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Water
708,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
709,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland
710,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
711,Cropland,Cropland,Cropland,Water,Non_Wetland,Wetland
712,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland
713,Cropland,Cropland,Cropland,Water,Non_Wetland,Water
714,Cropland,Cropland,Cropland,Water,Non_Wetland,Forest
715,Cropland,Cropland,Wetland,NULL,Wetland,Grassland
716,Cropland,Cropland,Wetland,NULL,Wetland,Cropland
717,Cropland,Cropland,Wetland,NULL,Wetland,Wetland
718,Cropland,Cropland,Wetland,NULL,Wetland,Bareland
719,Cropland,Cropland,Wetland,NULL,Wetland,Water
720,Cropland,Cropland,Wetland,NULL,Wetland,Forest
721,Cropland,Cropland,Wetland,Non_Water,Wetland,Grassland
722,Cropland,Cropland,Wetland,Non_Water,Wetland,Cropland
723,Cropland,Cropland,Wetland,Non_Water,Wetland,Bareland
724,Cropland,Cropland,Wetland,Non_Water,Wetland,Water
725,Cropland,Cropland,Wetland,Non_Water,Wetland,Forest
726,Cropland,Cropland,Wetland,Water,Wetland,Grassland
727,Cropland,Cropland,Wetland,Water,Wetland,Cropland
728,Cropland,Cropland,Wetland,Water,Wetland,Wetland
729,Cropland,Cropland,Wetland,Water,Wetland,Bareland
730,Cropland,Cropland,Wetland,Water,Wetland,Water
731,Cropland,Cropland,Wetland,Water,Wetland,Forest
732,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
733,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
734,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
735,Cropland,Cropland,Lichens_and_Mosses,Water,Non_Wetland,Cropland
736,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
737,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
738,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
739,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
740,Cropland,Cropland,Bareland,NULL,Non_Wetland,Water
741,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
742,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
743,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
744,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
745,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Water
746,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Forest
747,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL
748,Cropland,Cropland,Bareland,Water,Non_Wetland,Grassland
749,Cropland,Cropland,Bareland,Water,Non_Wetland,Cropland
750,Cropland,Cropland,Bareland,Water,Non_Wetland,Wetland
751,Cropland,Cropland,Bareland,Water,Non_Wetland,Bareland
752,Cropland,Cropland,Bareland,Water,Non_Wetland,Water
753,Cropland,Cropland,Bareland,Water,Non_Wetland,Forest
754,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
755,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
756,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
757,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
758,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
759,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
760,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Grassland
761,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
762,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland
763,Cropland,Cropland,Built-up,Water,Non_Wetland,Grassland
764,Cropland,Cropland,Built-up,Water,Non_Wetland,Cropland
765,Cropland,Cropland,Built-up,Water,Non_Wetland,Bareland
766,Cropland,Cropland,Built-up,Water,Non_Wetland,Water
767,Cropland,Cropland,Water,NULL,Water,Grassland
768,Cropland,Cropland,Water,NULL,Water,Cropland
769,Cropland,Cropland,Water,Non_Water,Water,Cropland
770,Cropland,Cropland,Water,Water,Water,Grassland
771,Cropland,Cropland,Water,Water,Water,Cropland
772,Cropland,Cropland,Water,Water,Water,Wetland
773,Cropland,Cropland,Water,Water,Water,Bareland
774,Cropland,Cropland,Water,Water,Water,Water
775,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
776,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
777,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
778,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
779,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
780,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
781,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Water
782,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
783,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland
784,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland
785,Cropland,Cropland,Forest,Water,Non_Wetland,Wetland
786,Cropland,Cropland,Forest,Water,Non_Wetland,Water
787,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL
788,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
789,Cropland,Wetland,Cropland,NULL,Non_Wetland,Grassland
790,Cropland,Wetland,Wetland,Water,Wetland,Bareland
791,Cropland,Wetland,Wetland,Water,Wetland,Water
792,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
793,Cropland,Bareland,Grassland,NULL,Non_Wetland,Cropland
794,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
795,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
796,Cropland,Bareland,Grassland,Water,Non_Wetland,Bareland
797,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland
798,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
799,Cropland,Bareland,Wetland,Water,Wetland,Cropland
800,Cropland,Bareland,Wetland,Water,Wetland,Water
801,Cropland,Bareland,Bareland,NULL,Non_Wetland,Grassland
802,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
803,Cropland,Bareland,Built-up,NULL,Non_Wetland,Grassland
804,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
805,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
806,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
807,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
808,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
809,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
810,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Cropland
811,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
812,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
813,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
814,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
815,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
816,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
817,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
818,Cropland,Built-up,Grassland,Water,Non_Wetland,Cropland
819,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
820,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
821,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
822,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
823,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
824,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
825,Cropland,Built-up,Cropland,Water,Non_Wetland,Grassland
826,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
827,Cropland,Built-up,Bareland,NULL,Non_Wetland,Cropland
828,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
829,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
830,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
831,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
832,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
833,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
834,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
835,Cropland,Water,NULL,NULL,Non_Wetland,Cropland
836,Cropland,Water,NULL,NULL,Non_Wetland,Forest
837,Cropland,Water,NULL,Non_Water,Non_Wetland,Forest
838,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
839,Cropland,Water,Shrubland,NULL,Non_Wetland,Cropland
840,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
841,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Forest
842,Cropland,Water,Shrubland,Water,Non_Wetland,Bareland
843,Cropland,Water,Shrubland,Water,Non_Wetland,Water
844,Cropland,Water,Shrubland,Water,Non_Wetland,Forest
845,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
846,Cropland,Water,Grassland,NULL,Non_Wetland,Cropland
847,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland
848,Cropland,Water,Grassland,NULL,Non_Wetland,Water
849,Cropland,Water,Grassland,NULL,Non_Wetland,Forest
850,Cropland,Water,Grassland,Non_Water,Non_Wetland,Cropland
851,Cropland,Water,Grassland,Non_Water,Non_Wetland,Bareland
