Value,AFRICA_2024_DynamicWorld_2024_36PYQ_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PYQ_M_R,AFRICA_2024_GLC_FCS30D_2022_36PYQ_M_R,AFRICA_2024_GSW_Yearly_2021_36PYQ_M_R,AFRICA_2024_GWL_FCS30D_2022_36PYQ_M_R,AFRICA_2024_WorldCover_2021_36PYQ_M_R
420,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
421,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
422,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
423,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
424,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
425,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
426,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
427,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
428,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
429,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
430,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
431,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
432,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
433,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
434,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
435,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
436,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
437,Cropland,Water,NULL,NULL,Non_Wetland,Cropland
438,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
439,Cropland,Water,Wetland,NULL,Wetland,Grassland
440,Cropland,Water,Wetland,NULL,Wetland,Cropland
441,Cropland,Water,Bareland,NULL,Non_Wetland,Cropland
442,Cropland,Water,Forest,NULL,Non_Wetland,Cropland
443,Cropland,Water,Forest,NULL,Non_Wetland,Bareland
444,Cropland,Water,Forest,NULL,Non_Wetland,Forest
445,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
446,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
447,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
448,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
449,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
450,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
451,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
452,Cropland,Forest,Shrubland,NULL,Non_Wetland,Built-up
453,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
454,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
455,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
456,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
457,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
458,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
459,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland
460,Cropland,Forest,Built-up,NULL,Non_Wetland,Cropland
461,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
462,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
463,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
464,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
465,Cropland,Forest,Forest,NULL,Non_Wetland,Built-up
466,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
467,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
468,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
469,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
470,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
471,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
472,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
473,Wetland,NULL,Shrubland,Water,Non_Wetland,Cropland
474,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
475,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
476,Wetland,NULL,Wetland,NULL,Wetland,Cropland
477,Wetland,NULL,Wetland,NULL,Wetland,Forest
478,Wetland,NULL,Wetland,Water,Wetland,Water
479,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
480,Wetland,NULL,Bareland,NULL,Non_Wetland,Cropland
481,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
482,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
483,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland
484,Wetland,NULL,Bareland,Water,Non_Wetland,Cropland
485,Wetland,NULL,Bareland,Water,Non_Wetland,Water
486,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland
487,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
488,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
489,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
490,Wetland,NULL,Forest,Water,Non_Wetland,Cropland
491,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
492,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
493,Wetland,Wetland,Wetland,NULL,Wetland,Cropland
494,Wetland,Wetland,Wetland,NULL,Wetland,Forest
495,Wetland,Wetland,Water,NULL,Water,Forest
496,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
497,Wetland,Water,NULL,NULL,Non_Wetland,Water
498,Wetland,Water,NULL,NULL,Non_Wetland,Forest
499,Wetland,Water,NULL,Water,Non_Wetland,Cropland
500,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
501,Wetland,Water,Shrubland,NULL,Non_Wetland,Cropland
502,Wetland,Water,Shrubland,NULL,Non_Wetland,Water
503,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
504,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Cropland
505,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water
506,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Forest
507,Wetland,Water,Shrubland,Water,Non_Wetland,Cropland
508,Wetland,Water,Shrubland,Water,Non_Wetland,Water
509,Wetland,Water,Shrubland,Water,Non_Wetland,Forest
510,Wetland,Water,Grassland,NULL,Non_Wetland,Cropland
511,Wetland,Water,Cropland,NULL,Non_Wetland,Water
512,Wetland,Water,Cropland,NULL,Non_Wetland,Forest
513,Wetland,Water,Cropland,Water,Non_Wetland,Cropland
514,Wetland,Water,Wetland,NULL,Wetland,Grassland
515,Wetland,Water,Wetland,NULL,Wetland,Cropland
516,Wetland,Water,Wetland,NULL,Wetland,Water
517,Wetland,Water,Wetland,NULL,Wetland,Forest
518,Wetland,Water,Wetland,Non_Water,Wetland,Cropland
519,Wetland,Water,Wetland,Non_Water,Wetland,Water
520,Wetland,Water,Wetland,Non_Water,Wetland,Forest
521,Wetland,Water,Wetland,Water,Wetland,Cropland
522,Wetland,Water,Wetland,Water,Wetland,Bareland
523,Wetland,Water,Wetland,Water,Wetland,Water
524,Wetland,Water,Wetland,Water,Wetland,Forest
525,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
526,Wetland,Water,Bareland,NULL,Non_Wetland,Cropland
527,Wetland,Water,Bareland,NULL,Non_Wetland,Bareland
528,Wetland,Water,Bareland,NULL,Non_Wetland,Water
529,Wetland,Water,Bareland,NULL,Non_Wetland,Forest
530,Wetland,Water,Bareland,Non_Water,Non_Wetland,Cropland
531,Wetland,Water,Bareland,Non_Water,Non_Wetland,Forest
532,Wetland,Water,Bareland,Water,Non_Wetland,Cropland
533,Wetland,Water,Bareland,Water,Non_Wetland,Water
534,Wetland,Water,Bareland,Water,Non_Wetland,Forest
535,Wetland,Water,Built-up,NULL,Non_Wetland,Cropland
536,Wetland,Water,Built-up,NULL,Non_Wetland,Water
537,Wetland,Water,Built-up,NULL,Non_Wetland,Forest
538,Wetland,Water,Built-up,Non_Water,Non_Wetland,Water
539,Wetland,Water,Built-up,Water,Non_Wetland,Forest
540,Wetland,Water,Water,NULL,Water,Cropland
541,Wetland,Water,Water,NULL,Water,Bareland
542,Wetland,Water,Water,NULL,Water,Water
543,Wetland,Water,Water,NULL,Water,Forest
544,Wetland,Water,Water,Non_Water,Water,Cropland
545,Wetland,Water,Water,Water,Water,Grassland
546,Wetland,Water,Water,Water,Water,Cropland
547,Wetland,Water,Water,Water,Water,Water
548,Wetland,Water,Water,Water,Water,Forest
549,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
550,Wetland,Water,Forest,NULL,Non_Wetland,Cropland
551,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
552,Wetland,Water,Forest,NULL,Non_Wetland,Water
553,Wetland,Water,Forest,NULL,Non_Wetland,Forest
554,Wetland,Water,Forest,Non_Water,Non_Wetland,Cropland
555,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest
556,Wetland,Water,Forest,Water,Non_Wetland,Grassland
557,Wetland,Water,Forest,Water,Non_Wetland,Cropland
558,Wetland,Water,Forest,Water,Non_Wetland,Water
559,Wetland,Water,Forest,Water,Non_Wetland,Forest
560,Wetland,Forest,NULL,NULL,Non_Wetland,Forest
561,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
562,Wetland,Forest,Shrubland,Water,Non_Wetland,Cropland
563,Wetland,Forest,Cropland,NULL,Non_Wetland,Forest
564,Wetland,Forest,Wetland,NULL,Wetland,Cropland
565,Wetland,Forest,Wetland,NULL,Wetland,Forest
566,Wetland,Forest,Wetland,Water,Wetland,Forest
567,Wetland,Forest,Bareland,NULL,Non_Wetland,Cropland
568,Wetland,Forest,Bareland,NULL,Non_Wetland,Forest
569,Wetland,Forest,Built-up,NULL,Non_Wetland,Forest
570,Wetland,Forest,Water,Water,Water,Forest
571,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
572,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
573,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
574,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
575,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
576,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
577,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
578,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
579,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
580,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
581,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
582,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
583,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
584,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
585,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
586,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
587,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
588,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
589,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
590,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
591,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
592,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
593,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
594,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
595,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL
596,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
597,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
598,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
599,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
600,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
601,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
602,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
603,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
604,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
605,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
606,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
607,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL
608,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
609,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
610,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
611,Bareland,Bareland,Forest,NULL,Non_Wetland,Cropland
612,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
613,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland
614,Bareland,Built-up,Forest,NULL,Non_Wetland,Cropland
615,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
616,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
617,Water,NULL,NULL,NULL,Non_Wetland,Grassland
618,Water,NULL,NULL,NULL,Non_Wetland,Cropland
619,Water,NULL,NULL,NULL,Non_Wetland,Bareland
620,Water,NULL,NULL,NULL,Non_Wetland,Forest
621,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
622,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
623,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
624,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
625,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water
626,Water,NULL,Shrubland,Water,Non_Wetland,Water
627,Water,NULL,Shrubland,Water,Non_Wetland,Forest
628,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
629,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
630,Water,NULL,Cropland,NULL,Non_Wetland,Forest
631,Water,NULL,Wetland,NULL,Wetland,Cropland
632,Water,NULL,Wetland,NULL,Wetland,Bareland
633,Water,NULL,Wetland,NULL,Wetland,Forest
634,Water,NULL,Wetland,Water,Wetland,Cropland
635,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
636,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
637,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
638,Water,NULL,Bareland,NULL,Non_Wetland,Forest
639,Water,NULL,Bareland,Non_Water,Non_Wetland,Cropland
640,Water,NULL,Bareland,Non_Water,Non_Wetland,Water
641,Water,NULL,Bareland,Water,Non_Wetland,Grassland
642,Water,NULL,Bareland,Water,Non_Wetland,Cropland
643,Water,NULL,Bareland,Water,Non_Wetland,Forest
644,Water,NULL,Built-up,NULL,Non_Wetland,Cropland
645,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
646,Water,NULL,Built-up,NULL,Non_Wetland,Forest
647,Water,NULL,Water,NULL,Water,Cropland
648,Water,NULL,Water,NULL,Water,Bareland
649,Water,NULL,Forest,NULL,Non_Wetland,Grassland
650,Water,NULL,Forest,NULL,Non_Wetland,Cropland
651,Water,NULL,Forest,NULL,Non_Wetland,Bareland
652,Water,NULL,Forest,NULL,Non_Wetland,Forest
653,Water,NULL,Forest,Water,Non_Wetland,Cropland
654,Water,NULL,Forest,Water,Non_Wetland,Bareland
655,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
656,Water,Cropland,NULL,NULL,Non_Wetland,Cropland
657,Water,Cropland,NULL,NULL,Non_Wetland,Forest
658,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
659,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
660,Water,Cropland,Shrubland,Water,Non_Wetland,Cropland
661,Water,Cropland,Shrubland,Water,Non_Wetland,Forest
662,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
663,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
664,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
665,Water,Cropland,Wetland,NULL,Wetland,Cropland
666,Water,Cropland,Wetland,NULL,Wetland,Bareland
667,Water,Cropland,Wetland,NULL,Wetland,Forest
668,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
669,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
670,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
671,Water,Cropland,Bareland,NULL,Non_Wetland,Water
672,Water,Cropland,Bareland,NULL,Non_Wetland,Forest
673,Water,Cropland,Bareland,Water,Non_Wetland,Water
674,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
675,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
676,Water,Cropland,Forest,NULL,Non_Wetland,Wetland
677,Water,Cropland,Forest,NULL,Non_Wetland,Bareland
678,Water,Cropland,Forest,NULL,Non_Wetland,Forest
679,Water,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
680,Water,Wetland,Water,NULL,Water,Water
681,Water,Wetland,Water,Water,Water,Cropland
682,Water,Wetland,Forest,NULL,Non_Wetland,Grassland
683,Water,Wetland,Forest,NULL,Non_Wetland,Forest
684,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
685,Water,Built-up,Shrubland,NULL,Non_Wetland,Cropland
686,Water,Water,NULL,NULL,Non_Wetland,Grassland
687,Water,Water,NULL,NULL,Non_Wetland,Cropland
688,Water,Water,NULL,NULL,Non_Wetland,Bareland
689,Water,Water,NULL,NULL,Non_Wetland,Water
690,Water,Water,NULL,NULL,Non_Wetland,Forest
691,Water,Water,NULL,Non_Water,Non_Wetland,Water
692,Water,Water,NULL,Non_Water,Non_Wetland,Forest
693,Water,Water,NULL,Water,Non_Wetland,Grassland
694,Water,Water,NULL,Water,Non_Wetland,Cropland
695,Water,Water,NULL,Water,Non_Wetland,Bareland
696,Water,Water,NULL,Water,Non_Wetland,Water
697,Water,Water,NULL,Water,Non_Wetland,Forest
698,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
699,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
700,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
701,Water,Water,Shrubland,NULL,Non_Wetland,Water
702,Water,Water,Shrubland,NULL,Non_Wetland,Forest
703,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
704,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
705,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
706,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
707,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
708,Water,Water,Shrubland,Water,Non_Wetland,Grassland
709,Water,Water,Shrubland,Water,Non_Wetland,Cropland
710,Water,Water,Shrubland,Water,Non_Wetland,Bareland
711,Water,Water,Shrubland,Water,Non_Wetland,Water
712,Water,Water,Shrubland,Water,Non_Wetland,Forest
713,Water,Water,Grassland,NULL,Non_Wetland,Bareland
714,Water,Water,Grassland,NULL,Non_Wetland,Water
715,Water,Water,Cropland,NULL,Non_Wetland,Grassland
716,Water,Water,Cropland,NULL,Non_Wetland,Cropland
717,Water,Water,Cropland,NULL,Non_Wetland,Bareland
718,Water,Water,Cropland,NULL,Non_Wetland,Water
719,Water,Water,Cropland,NULL,Non_Wetland,Forest
720,Water,Water,Cropland,Non_Water,Non_Wetland,Water
721,Water,Water,Cropland,Water,Non_Wetland,Cropland
722,Water,Water,Cropland,Water,Non_Wetland,Water
723,Water,Water,Cropland,Water,Non_Wetland,Forest
724,Water,Water,Wetland,NULL,Wetland,Grassland
725,Water,Water,Wetland,NULL,Wetland,Cropland
726,Water,Water,Wetland,NULL,Wetland,Bareland
727,Water,Water,Wetland,NULL,Wetland,Water
728,Water,Water,Wetland,NULL,Wetland,Forest
729,Water,Water,Wetland,Non_Water,Wetland,Cropland
730,Water,Water,Wetland,Non_Water,Wetland,Bareland
731,Water,Water,Wetland,Non_Water,Wetland,Water
732,Water,Water,Wetland,Non_Water,Wetland,Forest
733,Water,Water,Wetland,Water,Wetland,Grassland
734,Water,Water,Wetland,Water,Wetland,Cropland
735,Water,Water,Wetland,Water,Wetland,Bareland
736,Water,Water,Wetland,Water,Wetland,Water
737,Water,Water,Wetland,Water,Wetland,Forest
738,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
739,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
740,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
741,Water,Water,Bareland,NULL,Non_Wetland,Grassland
742,Water,Water,Bareland,NULL,Non_Wetland,Cropland
743,Water,Water,Bareland,NULL,Non_Wetland,Wetland
744,Water,Water,Bareland,NULL,Non_Wetland,Bareland
745,Water,Water,Bareland,NULL,Non_Wetland,Water
746,Water,Water,Bareland,NULL,Non_Wetland,Forest
747,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
748,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
749,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
750,Water,Water,Bareland,Non_Water,Non_Wetland,Water
751,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
752,Water,Water,Bareland,Water,Non_Wetland,Grassland
753,Water,Water,Bareland,Water,Non_Wetland,Cropland
754,Water,Water,Bareland,Water,Non_Wetland,Bareland
755,Water,Water,Bareland,Water,Non_Wetland,Water
756,Water,Water,Bareland,Water,Non_Wetland,Forest
757,Water,Water,Built-up,NULL,Non_Wetland,Grassland
758,Water,Water,Built-up,NULL,Non_Wetland,Cropland
759,Water,Water,Built-up,NULL,Non_Wetland,Bareland
760,Water,Water,Built-up,NULL,Non_Wetland,Water
761,Water,Water,Built-up,NULL,Non_Wetland,Forest
762,Water,Water,Built-up,Non_Water,Non_Wetland,Cropland
763,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
764,Water,Water,Built-up,Non_Water,Non_Wetland,Water
765,Water,Water,Built-up,Non_Water,Non_Wetland,Forest
766,Water,Water,Built-up,Water,Non_Wetland,Grassland
767,Water,Water,Built-up,Water,Non_Wetland,Cropland
768,Water,Water,Built-up,Water,Non_Wetland,Bareland
769,Water,Water,Built-up,Water,Non_Wetland,Water
770,Water,Water,Built-up,Water,Non_Wetland,Forest
771,Water,Water,Water,NULL,Water,Grassland
772,Water,Water,Water,NULL,Water,Cropland
773,Water,Water,Water,NULL,Water,Bareland
774,Water,Water,Water,NULL,Water,Water
775,Water,Water,Water,NULL,Water,Forest
776,Water,Water,Water,Non_Water,Water,Cropland
777,Water,Water,Water,Non_Water,Water,Bareland
778,Water,Water,Water,Non_Water,Water,Water
779,Water,Water,Water,Non_Water,Water,Forest
780,Water,Water,Water,Water,Water,Grassland
781,Water,Water,Water,Water,Water,Cropland
782,Water,Water,Water,Water,Water,Bareland
783,Water,Water,Water,Water,Water,Water
784,Water,Water,Water,Water,Water,Forest
785,Water,Water,Forest,NULL,Non_Wetland,NULL
786,Water,Water,Forest,NULL,Non_Wetland,Grassland
787,Water,Water,Forest,NULL,Non_Wetland,Cropland
788,Water,Water,Forest,NULL,Non_Wetland,Wetland
789,Water,Water,Forest,NULL,Non_Wetland,Bareland
790,Water,Water,Forest,NULL,Non_Wetland,Water
791,Water,Water,Forest,NULL,Non_Wetland,Forest
792,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
793,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
794,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
795,Water,Water,Forest,Non_Water,Non_Wetland,Water
796,Water,Water,Forest,Non_Water,Non_Wetland,Forest
797,Water,Water,Forest,Water,Non_Wetland,Grassland
798,Water,Water,Forest,Water,Non_Wetland,Cropland
799,Water,Water,Forest,Water,Non_Wetland,Bareland
800,Water,Water,Forest,Water,Non_Wetland,Water
801,Water,Water,Forest,Water,Non_Wetland,Forest
802,Water,Forest,NULL,NULL,Non_Wetland,Forest
803,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
804,Water,Forest,Shrubland,NULL,Non_Wetland,Cropland
805,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland
806,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
807,Water,Forest,Shrubland,Water,Non_Wetland,Cropland
808,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
809,Water,Forest,Cropland,NULL,Non_Wetland,Cropland
810,Water,Forest,Cropland,NULL,Non_Wetland,Forest
811,Water,Forest,Wetland,NULL,Wetland,Bareland
812,Water,Forest,Wetland,NULL,Wetland,Forest
813,Water,Forest,Bareland,NULL,Non_Wetland,Grassland
814,Water,Forest,Bareland,NULL,Non_Wetland,Cropland
815,Water,Forest,Bareland,NULL,Non_Wetland,Bareland
816,Water,Forest,Bareland,NULL,Non_Wetland,Water
817,Water,Forest,Bareland,NULL,Non_Wetland,Forest
818,Water,Forest,Bareland,Water,Non_Wetland,Forest
819,Water,Forest,Built-up,NULL,Non_Wetland,Forest
820,Water,Forest,Water,NULL,Water,Forest
821,Water,Forest,Forest,NULL,Non_Wetland,Grassland
822,Water,Forest,Forest,NULL,Non_Wetland,Cropland
823,Water,Forest,Forest,NULL,Non_Wetland,Bareland
824,Water,Forest,Forest,NULL,Non_Wetland,Water
825,Water,Forest,Forest,NULL,Non_Wetland,Forest
826,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
827,Water,Forest,Forest,Water,Non_Wetland,Cropland
828,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Forest
829,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,Cropland
830,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Forest
831,Forest,NULL,NULL,NULL,Non_Wetland,NULL
832,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
833,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
834,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
835,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
836,Forest,NULL,NULL,NULL,Non_Wetland,Forest
837,Forest,NULL,NULL,Water,Non_Wetland,Forest
838,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
839,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
840,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
841,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
842,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
843,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
844,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
845,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
846,Forest,NULL,Shrubland,Water,Non_Wetland,Cropland
847,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
848,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
849,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
850,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
851,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
852,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
853,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
854,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
855,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
856,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
857,Forest,NULL,Wetland,NULL,Wetland,NULL
858,Forest,NULL,Wetland,NULL,Wetland,Grassland
859,Forest,NULL,Wetland,NULL,Wetland,Cropland
860,Forest,NULL,Wetland,NULL,Wetland,Forest
861,Forest,NULL,Wetland,Water,Wetland,Grassland
862,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
863,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
864,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
865,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
866,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
867,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
868,Forest,NULL,Bareland,NULL,Non_Wetland,Built-up
869,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
870,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
871,Forest,NULL,Bareland,Water,Non_Wetland,Forest
872,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
