Value,AFRICA_2024_DynamicWorld_2024_37PBQ_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PBQ_M_R,AFRICA_2024_GLC_FCS30D_2022_37PBQ_M_R,AFRICA_2024_GSW_Yearly_2021_37PBQ_M_R,AFRICA_2024_GWL_FCS30D_2022_37PBQ_M_R,AFRICA_2024_WorldCover_2021_37PBQ_M_R
417,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
418,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
419,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
420,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
421,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
422,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
423,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
424,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
425,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
426,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
427,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
428,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
429,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
430,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
431,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
432,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
433,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
434,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
435,Cropland,Water,NULL,NULL,Non_Wetland,Grassland
436,Cropland,Water,NULL,NULL,Non_Wetland,Cropland
437,Cropland,Water,NULL,NULL,Non_Wetland,Forest
438,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL
439,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
440,Cropland,Water,Shrubland,NULL,Non_Wetland,Cropland
441,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland
442,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
443,Cropland,Water,Grassland,Non_Water,Non_Wetland,Forest
444,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
445,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
446,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
447,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
448,Cropland,Water,Cropland,Non_Water,Non_Wetland,NULL
449,Cropland,Water,Cropland,Non_Water,Non_Wetland,Bareland
450,Cropland,Water,Cropland,Water,Non_Wetland,Bareland
451,Cropland,Water,Wetland,NULL,Wetland,Forest
452,Cropland,Water,Bareland,NULL,Non_Wetland,NULL
453,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
454,Cropland,Water,Bareland,NULL,Non_Wetland,Cropland
455,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
456,Cropland,Water,Bareland,NULL,Non_Wetland,Forest
457,Cropland,Water,Bareland,Water,Non_Wetland,Cropland
458,Cropland,Water,Bareland,Water,Non_Wetland,Bareland
459,Cropland,Water,Forest,NULL,Non_Wetland,NULL
460,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
461,Cropland,Water,Forest,NULL,Non_Wetland,Cropland
462,Cropland,Water,Forest,NULL,Non_Wetland,Forest
463,Cropland,Water,Forest,Water,Non_Wetland,Forest
464,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
465,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
466,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
467,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
468,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
469,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
470,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
471,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
472,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
473,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
474,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
475,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
476,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
477,Cropland,Forest,Bareland,NULL,Non_Wetland,Cropland
478,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
479,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
480,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
481,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
482,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
483,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
484,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
485,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
486,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
487,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
488,Wetland,NULL,Bareland,NULL,Non_Wetland,Cropland
489,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
490,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
491,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
492,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
493,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest
494,Wetland,Cropland,Cropland,NULL,Non_Wetland,Forest
495,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
496,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Forest
497,Wetland,Water,Grassland,NULL,Non_Wetland,Forest
498,Wetland,Water,Bareland,NULL,Non_Wetland,Forest
499,Wetland,Water,Bareland,Non_Water,Non_Wetland,Bareland
500,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
501,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
502,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
503,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
504,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
505,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
506,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
507,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
508,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
509,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
510,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
511,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
512,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
513,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
514,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
515,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
516,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
517,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
518,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
519,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
520,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
521,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
522,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
523,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
524,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Forest
525,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
526,Bareland,NULL,Cropland,Water,Non_Wetland,Water
527,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
528,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
529,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
530,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
531,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
532,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
533,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
534,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
535,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
536,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
537,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Forest
538,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
539,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
540,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
541,Bareland,NULL,Bareland,Water,Non_Wetland,Water
542,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
543,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
544,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
545,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
546,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland
547,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
548,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
549,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
550,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
551,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
552,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland
553,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
554,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
555,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
556,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
557,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
558,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
559,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
560,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
561,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
562,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
563,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
564,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
565,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
566,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
567,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
568,Bareland,Cropland,Cropland,NULL,Non_Wetland,Water
569,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
570,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
571,Bareland,Cropland,Cropland,Water,Non_Wetland,Bareland
572,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
573,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
574,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL
575,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
576,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
577,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
578,Bareland,Cropland,Bareland,NULL,Non_Wetland,Forest
579,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
580,Bareland,Cropland,Bareland,Water,Non_Wetland,Grassland
581,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland
582,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
583,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
584,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
585,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL
586,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
587,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
588,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland
589,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
590,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
591,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
592,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
593,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
594,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
595,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland
596,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
597,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
598,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
599,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
600,Bareland,Bareland,Forest,NULL,Non_Wetland,Cropland
601,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
602,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
603,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland
604,Bareland,Water,NULL,NULL,Non_Wetland,Cropland
605,Bareland,Water,NULL,NULL,Non_Wetland,Bareland
606,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland
607,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
608,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
609,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
610,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
611,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
612,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
613,Bareland,Water,Wetland,Non_Water,Wetland,Cropland
614,Bareland,Water,Wetland,Water,Wetland,Bareland
615,Bareland,Water,Bareland,NULL,Non_Wetland,NULL
616,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
617,Bareland,Water,Bareland,NULL,Non_Wetland,Cropland
618,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
619,Bareland,Water,Bareland,NULL,Non_Wetland,Water
620,Bareland,Water,Bareland,NULL,Non_Wetland,Forest
621,Bareland,Water,Bareland,Non_Water,Non_Wetland,Grassland
622,Bareland,Water,Bareland,Non_Water,Non_Wetland,Cropland
623,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
624,Bareland,Water,Bareland,Water,Non_Wetland,Cropland
625,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
626,Bareland,Water,Bareland,Water,Non_Wetland,Forest
627,Bareland,Water,Built-up,NULL,Non_Wetland,Cropland
628,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
629,Bareland,Water,Forest,NULL,Non_Wetland,NULL
630,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
631,Bareland,Water,Forest,NULL,Non_Wetland,Cropland
632,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
633,Bareland,Water,Forest,NULL,Non_Wetland,Forest
634,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland
635,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland
636,Water,NULL,NULL,NULL,Non_Wetland,NULL
637,Water,NULL,NULL,NULL,Non_Wetland,Grassland
638,Water,NULL,NULL,NULL,Non_Wetland,Cropland
639,Water,NULL,NULL,NULL,Non_Wetland,Bareland
640,Water,NULL,NULL,NULL,Non_Wetland,Forest
641,Water,NULL,NULL,Non_Water,Non_Wetland,Forest
642,Water,NULL,NULL,Water,Non_Wetland,Grassland
643,Water,NULL,NULL,Water,Non_Wetland,Forest
644,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
645,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
646,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
647,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
648,Water,NULL,Shrubland,NULL,Non_Wetland,Water
649,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
650,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
651,Water,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
652,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
653,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
654,Water,NULL,Shrubland,Water,Non_Wetland,NULL
655,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
656,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
657,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
658,Water,NULL,Shrubland,Water,Non_Wetland,Water
659,Water,NULL,Shrubland,Water,Non_Wetland,Forest
660,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
661,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
662,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
663,Water,NULL,Grassland,NULL,Non_Wetland,Forest
664,Water,NULL,Cropland,NULL,Non_Wetland,NULL
665,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
666,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
667,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
668,Water,NULL,Cropland,NULL,Non_Wetland,Water
669,Water,NULL,Cropland,NULL,Non_Wetland,Forest
670,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
671,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland
672,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland
673,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest
674,Water,NULL,Cropland,Water,Non_Wetland,NULL
675,Water,NULL,Cropland,Water,Non_Wetland,Grassland
676,Water,NULL,Cropland,Water,Non_Wetland,Cropland
677,Water,NULL,Cropland,Water,Non_Wetland,Bareland
678,Water,NULL,Cropland,Water,Non_Wetland,Forest
679,Water,NULL,Wetland,NULL,Wetland,Grassland
680,Water,NULL,Wetland,NULL,Wetland,Cropland
681,Water,NULL,Wetland,NULL,Wetland,Bareland
682,Water,NULL,Wetland,NULL,Wetland,Water
683,Water,NULL,Wetland,NULL,Wetland,Forest
684,Water,NULL,Wetland,Non_Water,Wetland,Grassland
685,Water,NULL,Wetland,Non_Water,Wetland,Cropland
686,Water,NULL,Wetland,Non_Water,Wetland,Forest
687,Water,NULL,Wetland,Water,Wetland,Grassland
688,Water,NULL,Wetland,Water,Wetland,Cropland
689,Water,NULL,Wetland,Water,Wetland,Bareland
690,Water,NULL,Wetland,Water,Wetland,Forest
691,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
692,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
693,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
694,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
695,Water,NULL,Bareland,NULL,Non_Wetland,NULL
696,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
697,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
698,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
699,Water,NULL,Bareland,NULL,Non_Wetland,Water
700,Water,NULL,Bareland,NULL,Non_Wetland,Forest
701,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL
702,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
703,Water,NULL,Bareland,Non_Water,Non_Wetland,Cropland
704,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
705,Water,NULL,Bareland,Non_Water,Non_Wetland,Forest
706,Water,NULL,Bareland,Water,Non_Wetland,NULL
707,Water,NULL,Bareland,Water,Non_Wetland,Grassland
708,Water,NULL,Bareland,Water,Non_Wetland,Cropland
709,Water,NULL,Bareland,Water,Non_Wetland,Bareland
710,Water,NULL,Bareland,Water,Non_Wetland,Water
711,Water,NULL,Bareland,Water,Non_Wetland,Forest
712,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
713,Water,NULL,Built-up,NULL,Non_Wetland,Cropland
714,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
715,Water,NULL,Built-up,NULL,Non_Wetland,Forest
716,Water,NULL,Built-up,Non_Water,Non_Wetland,Cropland
717,Water,NULL,Built-up,Water,Non_Wetland,Forest
718,Water,NULL,Water,NULL,Water,Grassland
719,Water,NULL,Water,NULL,Water,Cropland
720,Water,NULL,Water,NULL,Water,Water
721,Water,NULL,Water,NULL,Water,Forest
722,Water,NULL,Water,Water,Water,Grassland
723,Water,NULL,Water,Water,Water,Water
724,Water,NULL,Water,Water,Water,Forest
725,Water,NULL,Forest,NULL,Non_Wetland,NULL
726,Water,NULL,Forest,NULL,Non_Wetland,Grassland
727,Water,NULL,Forest,NULL,Non_Wetland,Cropland
728,Water,NULL,Forest,NULL,Non_Wetland,Bareland
729,Water,NULL,Forest,NULL,Non_Wetland,Water
730,Water,NULL,Forest,NULL,Non_Wetland,Forest
731,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
732,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
733,Water,NULL,Forest,Water,Non_Wetland,Grassland
734,Water,NULL,Forest,Water,Non_Wetland,Forest
735,Water,Cropland,NULL,NULL,Non_Wetland,NULL
736,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
737,Water,Cropland,NULL,NULL,Non_Wetland,Cropland
738,Water,Cropland,NULL,NULL,Non_Wetland,Bareland
739,Water,Cropland,NULL,NULL,Non_Wetland,Forest
740,Water,Cropland,NULL,Water,Non_Wetland,Bareland
741,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL
742,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
743,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
744,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
745,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
746,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
747,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
748,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
749,Water,Cropland,Shrubland,Water,Non_Wetland,Forest
750,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
751,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
752,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
753,Water,Cropland,Cropland,NULL,Non_Wetland,NULL
754,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
755,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
756,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
757,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
758,Water,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
759,Water,Cropland,Cropland,Non_Water,Non_Wetland,Forest
760,Water,Cropland,Cropland,Water,Non_Wetland,Grassland
761,Water,Cropland,Cropland,Water,Non_Wetland,Cropland
762,Water,Cropland,Cropland,Water,Non_Wetland,Bareland
763,Water,Cropland,Cropland,Water,Non_Wetland,Forest
764,Water,Cropland,Wetland,NULL,Wetland,Grassland
765,Water,Cropland,Wetland,NULL,Wetland,Bareland
766,Water,Cropland,Wetland,NULL,Wetland,Forest
767,Water,Cropland,Wetland,Non_Water,Wetland,Forest
768,Water,Cropland,Wetland,Water,Wetland,Cropland
769,Water,Cropland,Wetland,Water,Wetland,Bareland
770,Water,Cropland,Wetland,Water,Wetland,Forest
771,Water,Cropland,Bareland,NULL,Non_Wetland,NULL
772,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
773,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
774,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
775,Water,Cropland,Bareland,NULL,Non_Wetland,Forest
776,Water,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
777,Water,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
778,Water,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
779,Water,Cropland,Bareland,Non_Water,Non_Wetland,Forest
780,Water,Cropland,Bareland,Water,Non_Wetland,Grassland
781,Water,Cropland,Bareland,Water,Non_Wetland,Cropland
782,Water,Cropland,Bareland,Water,Non_Wetland,Bareland
783,Water,Cropland,Bareland,Water,Non_Wetland,Water
784,Water,Cropland,Bareland,Water,Non_Wetland,Forest
785,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland
786,Water,Cropland,Built-up,NULL,Non_Wetland,Cropland
787,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland
788,Water,Cropland,Water,NULL,Water,Forest
789,Water,Cropland,Forest,NULL,Non_Wetland,NULL
790,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
791,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
792,Water,Cropland,Forest,NULL,Non_Wetland,Bareland
793,Water,Cropland,Forest,NULL,Non_Wetland,Forest
794,Water,Cropland,Forest,Non_Water,Non_Wetland,Cropland
795,Water,Cropland,Forest,Non_Water,Non_Wetland,Forest
796,Water,Cropland,Forest,Water,Non_Wetland,Cropland
797,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
798,Water,Bareland,Cropland,NULL,Non_Wetland,Cropland
799,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
800,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
801,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
802,Water,Bareland,Water,Water,Water,Grassland
803,Water,Bareland,Forest,NULL,Non_Wetland,Grassland
804,Water,Water,NULL,NULL,Non_Wetland,NULL
805,Water,Water,NULL,NULL,Non_Wetland,Grassland
806,Water,Water,NULL,NULL,Non_Wetland,Cropland
807,Water,Water,NULL,NULL,Non_Wetland,Bareland
808,Water,Water,NULL,NULL,Non_Wetland,Water
809,Water,Water,NULL,NULL,Non_Wetland,Forest
810,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
811,Water,Water,NULL,Non_Water,Non_Wetland,Cropland
812,Water,Water,NULL,Non_Water,Non_Wetland,Bareland
813,Water,Water,NULL,Non_Water,Non_Wetland,Water
814,Water,Water,NULL,Non_Water,Non_Wetland,Forest
815,Water,Water,NULL,Water,Non_Wetland,NULL
816,Water,Water,NULL,Water,Non_Wetland,Grassland
817,Water,Water,NULL,Water,Non_Wetland,Cropland
818,Water,Water,NULL,Water,Non_Wetland,Bareland
819,Water,Water,NULL,Water,Non_Wetland,Water
820,Water,Water,NULL,Water,Non_Wetland,Forest
821,Water,Water,Shrubland,NULL,Non_Wetland,NULL
822,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
823,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
824,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
825,Water,Water,Shrubland,NULL,Non_Wetland,Water
826,Water,Water,Shrubland,NULL,Non_Wetland,Forest
827,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
828,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
829,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
830,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
831,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
832,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
833,Water,Water,Shrubland,Water,Non_Wetland,NULL
834,Water,Water,Shrubland,Water,Non_Wetland,Grassland
835,Water,Water,Shrubland,Water,Non_Wetland,Cropland
836,Water,Water,Shrubland,Water,Non_Wetland,Bareland
837,Water,Water,Shrubland,Water,Non_Wetland,Water
838,Water,Water,Shrubland,Water,Non_Wetland,Forest
839,Water,Water,Grassland,NULL,Non_Wetland,Grassland
840,Water,Water,Grassland,NULL,Non_Wetland,Cropland
841,Water,Water,Grassland,NULL,Non_Wetland,Bareland
842,Water,Water,Grassland,NULL,Non_Wetland,Water
843,Water,Water,Grassland,NULL,Non_Wetland,Forest
844,Water,Water,Grassland,Non_Water,Non_Wetland,Cropland
845,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
846,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
847,Water,Water,Grassland,Water,Non_Wetland,Cropland
848,Water,Water,Grassland,Water,Non_Wetland,Bareland
849,Water,Water,Grassland,Water,Non_Wetland,Water
850,Water,Water,Grassland,Water,Non_Wetland,Forest
851,Water,Water,Cropland,NULL,Non_Wetland,NULL
852,Water,Water,Cropland,NULL,Non_Wetland,Grassland
853,Water,Water,Cropland,NULL,Non_Wetland,Cropland
