Value,AFRICA_2024_DynamicWorld_2024_36PZV_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PZV_M_R,AFRICA_2024_GLC_FCS30D_2022_36PZV_M_R,AFRICA_2024_GSW_Yearly_2021_36PZV_M_R,AFRICA_2024_GWL_FCS30D_2022_36PZV_M_R,AFRICA_2024_WorldCover_2021_36PZV_M_R
417,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
418,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
419,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
420,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
421,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
422,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
423,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
424,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
425,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
426,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
427,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
428,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
429,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
430,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland
431,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
432,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
433,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
434,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
435,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
436,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
437,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
438,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
439,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
440,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
441,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
442,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
443,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
444,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
445,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland
446,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
447,Cropland,Cropland,Cropland,Water,Non_Wetland,Forest
448,Cropland,Cropland,Wetland,NULL,Wetland,Forest
449,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
450,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
451,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
452,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
453,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
454,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
455,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
456,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
457,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
458,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
459,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Forest
460,Cropland,Cropland,Bareland,Water,Non_Wetland,Grassland
461,Cropland,Cropland,Bareland,Water,Non_Wetland,Cropland
462,Cropland,Cropland,Bareland,Water,Non_Wetland,Bareland
463,Cropland,Cropland,Bareland,Water,Non_Wetland,Water
464,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
465,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
466,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
467,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
468,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
469,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
470,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
471,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
472,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
473,Cropland,Cropland,Forest,Water,Non_Wetland,Wetland
474,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
475,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
476,Cropland,Wetland,Cropland,NULL,Non_Wetland,Grassland
477,Cropland,Wetland,Cropland,NULL,Non_Wetland,Cropland
478,Cropland,Wetland,Forest,NULL,Non_Wetland,Cropland
479,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
480,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
481,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
482,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
483,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
484,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
485,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
486,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
487,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
488,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
489,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
490,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
491,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
492,Cropland,Built-up,Bareland,NULL,Non_Wetland,Cropland
493,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
494,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL
495,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
496,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
497,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
498,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
499,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
500,Cropland,Water,NULL,NULL,Non_Wetland,Grassland
501,Cropland,Water,NULL,NULL,Non_Wetland,Cropland
502,Cropland,Water,NULL,Non_Water,Non_Wetland,Forest
503,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
504,Cropland,Water,Shrubland,NULL,Non_Wetland,Cropland
505,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
506,Cropland,Water,Grassland,NULL,Non_Wetland,Forest
507,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
508,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
509,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
510,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
511,Cropland,Water,Cropland,Water,Non_Wetland,Cropland
512,Cropland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
513,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
514,Cropland,Water,Bareland,NULL,Non_Wetland,Cropland
515,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
516,Cropland,Water,Bareland,NULL,Non_Wetland,Forest
517,Cropland,Water,Bareland,Water,Non_Wetland,Cropland
518,Cropland,Water,Bareland,Water,Non_Wetland,Bareland
519,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
520,Cropland,Water,Forest,NULL,Non_Wetland,Cropland
521,Cropland,Water,Forest,NULL,Non_Wetland,Bareland
522,Cropland,Water,Forest,NULL,Non_Wetland,Forest
523,Cropland,Water,Forest,Water,Non_Wetland,Grassland
524,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
525,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
526,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
527,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
528,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
529,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
530,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
531,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
532,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
533,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
534,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
535,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
536,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Cropland
537,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
538,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
539,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
540,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
541,Cropland,Forest,Bareland,NULL,Non_Wetland,Cropland
542,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland
543,Cropland,Forest,Built-up,NULL,Non_Wetland,Cropland
544,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
545,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
546,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
547,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
548,Cropland,Forest,Forest,Water,Non_Wetland,Grassland
549,Wetland,NULL,NULL,NULL,Non_Wetland,NULL
550,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
551,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
552,Wetland,NULL,NULL,Water,Non_Wetland,Grassland
553,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
554,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
555,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
556,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
557,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
558,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
559,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
560,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
561,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
562,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland
563,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
564,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
565,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
566,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
567,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
568,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
569,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
570,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
571,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
572,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
573,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest
574,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
575,Wetland,Cropland,Grassland,NULL,Non_Wetland,Forest
576,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
577,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
578,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland
579,Wetland,Cropland,Cropland,NULL,Non_Wetland,Forest
580,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
581,Wetland,Cropland,Wetland,Non_Water,Wetland,Cropland
582,Wetland,Cropland,Wetland,Non_Water,Wetland,Forest
583,Wetland,Cropland,Wetland,Water,Wetland,Forest
584,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
585,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
586,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland
587,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest
588,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL
589,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
590,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
591,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
592,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
593,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL
594,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
595,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
596,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
597,Wetland,Water,NULL,Non_Water,Non_Wetland,Cropland
598,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
599,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Forest
600,Wetland,Water,Grassland,NULL,Non_Wetland,Forest
601,Wetland,Water,Grassland,Non_Water,Non_Wetland,Forest
602,Wetland,Water,Grassland,Water,Non_Wetland,Forest
603,Wetland,Water,Cropland,NULL,Non_Wetland,Forest
604,Wetland,Water,Bareland,Non_Water,Non_Wetland,Bareland
605,Wetland,Water,Bareland,Water,Non_Wetland,Forest
606,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
607,Wetland,Forest,Grassland,NULL,Non_Wetland,Forest
608,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland
609,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
610,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
611,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
612,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
613,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
614,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
615,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
616,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
617,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
618,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
619,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
620,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
621,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
622,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
623,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
624,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
625,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
626,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
627,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
628,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
629,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
630,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
631,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
632,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
633,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
634,Bareland,NULL,Wetland,Water,Wetland,Bareland
635,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
636,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
637,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
638,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
639,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
640,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
641,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
642,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
643,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
644,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
645,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
646,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
647,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
648,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
649,Bareland,NULL,Water,Water,Water,Bareland
650,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
651,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
652,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
653,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
654,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
655,Bareland,NULL,Forest,Non_Water,Non_Wetland,Cropland
656,Bareland,NULL,Forest,Non_Water,Non_Wetland,Bareland
657,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
658,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
659,Bareland,Cropland,NULL,Water,Non_Wetland,Cropland
660,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
661,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
662,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
663,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
664,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
665,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
666,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
667,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
668,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
669,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
670,Bareland,Cropland,Cropland,NULL,Non_Wetland,Wetland
671,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
672,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
673,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
674,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
675,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
676,Bareland,Cropland,Cropland,Water,Non_Wetland,Cropland
677,Bareland,Cropland,Cropland,Water,Non_Wetland,Wetland
678,Bareland,Cropland,Cropland,Water,Non_Wetland,Bareland
679,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
680,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
681,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
682,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
683,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
684,Bareland,Cropland,Bareland,NULL,Non_Wetland,Forest
685,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
686,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
687,Bareland,Cropland,Bareland,Water,Non_Wetland,Grassland
688,Bareland,Cropland,Bareland,Water,Non_Wetland,Cropland
689,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland
690,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
691,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
692,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
693,Bareland,Cropland,Water,Water,Water,Grassland
694,Bareland,Cropland,Water,Water,Water,Cropland
695,Bareland,Cropland,Water,Water,Water,Wetland
696,Bareland,Cropland,Water,Water,Water,Bareland
697,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL
698,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
699,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
700,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland
701,Bareland,Cropland,Forest,Water,Non_Wetland,Wetland
702,Bareland,Wetland,NULL,NULL,Non_Wetland,Grassland
703,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
704,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
705,Bareland,Wetland,Cropland,NULL,Non_Wetland,Grassland
706,Bareland,Wetland,Cropland,NULL,Non_Wetland,Cropland
707,Bareland,Wetland,Forest,NULL,Non_Wetland,Grassland
708,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
709,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
710,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
711,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
712,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
713,Bareland,Bareland,Wetland,Water,Wetland,Bareland
714,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
715,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
716,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
717,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
718,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
719,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
720,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
721,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
722,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
723,Bareland,Built-up,Forest,NULL,Non_Wetland,Cropland
724,Bareland,Water,NULL,NULL,Non_Wetland,Grassland
725,Bareland,Water,NULL,NULL,Non_Wetland,Cropland
726,Bareland,Water,NULL,NULL,Non_Wetland,Bareland
727,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
728,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland
729,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
730,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
731,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
732,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
733,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
734,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
735,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
736,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
737,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
738,Bareland,Water,Wetland,NULL,Wetland,Bareland
739,Bareland,Water,Wetland,Water,Wetland,Cropland
740,Bareland,Water,Wetland,Water,Wetland,Bareland
741,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
742,Bareland,Water,Bareland,NULL,Non_Wetland,Cropland
743,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
744,Bareland,Water,Bareland,Non_Water,Non_Wetland,Grassland
745,Bareland,Water,Bareland,Non_Water,Non_Wetland,Cropland
746,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
747,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
748,Bareland,Water,Bareland,Water,Non_Wetland,Cropland
749,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
750,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
751,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland
752,Bareland,Water,Forest,NULL,Non_Wetland,NULL
753,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
754,Bareland,Water,Forest,NULL,Non_Wetland,Cropland
755,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
756,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland
757,Bareland,Forest,NULL,NULL,Non_Wetland,Cropland
758,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
759,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland
760,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
761,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland
762,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland
763,Bareland,Forest,Bareland,NULL,Non_Wetland,Cropland
764,Bareland,Forest,Built-up,NULL,Non_Wetland,Grassland
765,Bareland,Forest,Built-up,NULL,Non_Wetland,Cropland
766,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
767,Bareland,Forest,Forest,NULL,Non_Wetland,Cropland
768,Water,NULL,NULL,NULL,Non_Wetland,NULL
769,Water,NULL,NULL,NULL,Non_Wetland,Grassland
770,Water,NULL,NULL,NULL,Non_Wetland,Cropland
771,Water,NULL,NULL,NULL,Non_Wetland,Bareland
772,Water,NULL,NULL,NULL,Non_Wetland,Forest
773,Water,NULL,NULL,Non_Water,Non_Wetland,Forest
774,Water,NULL,NULL,Water,Non_Wetland,Grassland
775,Water,NULL,NULL,Water,Non_Wetland,Forest
776,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
777,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
778,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
779,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
780,Water,NULL,Shrubland,NULL,Non_Wetland,Water
781,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
782,Water,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
783,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
784,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
785,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
786,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
787,Water,NULL,Shrubland,Water,Non_Wetland,Water
788,Water,NULL,Shrubland,Water,Non_Wetland,Forest
789,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
790,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
791,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
792,Water,NULL,Grassland,NULL,Non_Wetland,Forest
793,Water,NULL,Grassland,Non_Water,Non_Wetland,Forest
794,Water,NULL,Grassland,Water,Non_Wetland,Cropland
795,Water,NULL,Cropland,NULL,Non_Wetland,NULL
796,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
797,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
798,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
799,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
800,Water,NULL,Cropland,NULL,Non_Wetland,Water
801,Water,NULL,Cropland,NULL,Non_Wetland,Forest
802,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
803,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland
804,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland
805,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest
806,Water,NULL,Cropland,Water,Non_Wetland,Grassland
807,Water,NULL,Cropland,Water,Non_Wetland,Cropland
808,Water,NULL,Cropland,Water,Non_Wetland,Bareland
809,Water,NULL,Cropland,Water,Non_Wetland,Water
810,Water,NULL,Cropland,Water,Non_Wetland,Forest
811,Water,NULL,Wetland,NULL,Wetland,Grassland
812,Water,NULL,Wetland,NULL,Wetland,Cropland
813,Water,NULL,Wetland,NULL,Wetland,Bareland
814,Water,NULL,Wetland,NULL,Wetland,Forest
815,Water,NULL,Wetland,Non_Water,Wetland,Cropland
816,Water,NULL,Wetland,Non_Water,Wetland,Bareland
817,Water,NULL,Wetland,Non_Water,Wetland,Forest
818,Water,NULL,Wetland,Water,Wetland,Grassland
819,Water,NULL,Wetland,Water,Wetland,Cropland
820,Water,NULL,Wetland,Water,Wetland,Bareland
821,Water,NULL,Wetland,Water,Wetland,Water
822,Water,NULL,Wetland,Water,Wetland,Forest
823,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
824,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
825,Water,NULL,Bareland,NULL,Non_Wetland,NULL
826,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
827,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
828,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
829,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
830,Water,NULL,Bareland,NULL,Non_Wetland,Water
831,Water,NULL,Bareland,NULL,Non_Wetland,Forest
832,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
833,Water,NULL,Bareland,Non_Water,Non_Wetland,Cropland
834,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
835,Water,NULL,Bareland,Non_Water,Non_Wetland,Forest
836,Water,NULL,Bareland,Water,Non_Wetland,NULL
837,Water,NULL,Bareland,Water,Non_Wetland,Grassland
838,Water,NULL,Bareland,Water,Non_Wetland,Cropland
