Value,AFRICA_2024_DynamicWorld_2024_35PQK_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_35PQK_M_R,AFRICA_2024_GLC_FCS30D_2022_35PQK_M_R,AFRICA_2024_GSW_Yearly_2021_35PQK_M_R,AFRICA_2024_GWL_FCS30D_2022_35PQK_M_R,AFRICA_2024_WorldCover_2021_35PQK_M_R
424,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland
425,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland
426,Grassland,Forest,Wetland,Water,Wetland,Grassland
427,Grassland,Forest,Wetland,Water,Wetland,Wetland
428,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland
429,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland
430,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Wetland
431,Grassland,Forest,Water,NULL,Water,Wetland
432,Grassland,Forest,Water,Non_Water,Water,Wetland
433,Grassland,Forest,Water,Water,Water,Grassland
434,Grassland,Forest,Water,Water,Water,Wetland
435,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
436,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
437,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland
438,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
439,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland
440,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland
441,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest
442,Grassland,Forest,Forest,Water,Non_Wetland,Wetland
443,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
444,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
445,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland
446,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
447,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
448,Cropland,NULL,NULL,Non_Water,Non_Wetland,Wetland
449,Cropland,NULL,NULL,Water,Non_Wetland,Wetland
450,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
451,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
452,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
453,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
454,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
455,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
456,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
457,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
458,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
459,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Built-up
460,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
461,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland
462,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
463,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland
464,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
465,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
466,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
467,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland
468,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
469,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
470,Cropland,NULL,Wetland,NULL,Wetland,NULL
471,Cropland,NULL,Wetland,NULL,Wetland,Grassland
472,Cropland,NULL,Wetland,NULL,Wetland,Wetland
473,Cropland,NULL,Wetland,NULL,Wetland,Forest
474,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland
475,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland
476,Cropland,NULL,Wetland,Water,Wetland,Grassland
477,Cropland,NULL,Wetland,Water,Wetland,Wetland
478,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland
479,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
480,Cropland,NULL,Bareland,Water,Non_Wetland,Wetland
481,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
482,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
483,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
484,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
485,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
486,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
487,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland
488,Cropland,NULL,Forest,Water,Non_Wetland,Wetland
489,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
490,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
491,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland
492,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Wetland
493,Cropland,Cropland,NULL,Water,Non_Wetland,Wetland
494,Cropland,Cropland,NULL,Water,Non_Wetland,Bareland
495,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
496,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
497,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
498,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
499,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
500,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
501,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
502,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Built-up
503,Cropland,Cropland,Shrubland,Water,Non_Wetland,Wetland
504,Cropland,Cropland,Shrubland,Water,Non_Wetland,Bareland
505,Cropland,Cropland,Shrubland,Water,Non_Wetland,Built-up
506,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
507,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland
508,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
509,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
510,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
511,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
512,Cropland,Cropland,Wetland,NULL,Wetland,Grassland
513,Cropland,Cropland,Wetland,NULL,Wetland,Wetland
514,Cropland,Cropland,Wetland,NULL,Wetland,Built-up
515,Cropland,Cropland,Wetland,Non_Water,Wetland,Grassland
516,Cropland,Cropland,Wetland,Non_Water,Wetland,Wetland
517,Cropland,Cropland,Wetland,Water,Wetland,Wetland
518,Cropland,Cropland,Bareland,NULL,Non_Wetland,Wetland
519,Cropland,Cropland,Bareland,NULL,Non_Wetland,Water
520,Cropland,Cropland,Bareland,Water,Non_Wetland,Wetland
521,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
522,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
523,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
524,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
525,Cropland,Cropland,Forest,Water,Non_Wetland,Wetland
526,Cropland,Wetland,NULL,NULL,Non_Wetland,Grassland
527,Cropland,Wetland,NULL,NULL,Non_Wetland,Wetland
528,Cropland,Wetland,NULL,NULL,Non_Wetland,Bareland
529,Cropland,Wetland,NULL,NULL,Non_Wetland,Forest
530,Cropland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
531,Cropland,Wetland,NULL,Non_Water,Non_Wetland,Forest
532,Cropland,Wetland,NULL,Water,Non_Wetland,Wetland
533,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL
534,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
535,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
536,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Forest
537,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
538,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
539,Cropland,Wetland,Shrubland,Water,Non_Wetland,Wetland
540,Cropland,Wetland,Grassland,NULL,Non_Wetland,Grassland
541,Cropland,Wetland,Grassland,NULL,Non_Wetland,Bareland
542,Cropland,Wetland,Grassland,NULL,Non_Wetland,Built-up
543,Cropland,Wetland,Cropland,NULL,Non_Wetland,Wetland
544,Cropland,Wetland,Cropland,NULL,Non_Wetland,Forest
545,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
546,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
547,Cropland,Wetland,Wetland,NULL,Wetland,NULL
548,Cropland,Wetland,Wetland,NULL,Wetland,Grassland
549,Cropland,Wetland,Wetland,NULL,Wetland,Wetland
550,Cropland,Wetland,Wetland,NULL,Wetland,Forest
551,Cropland,Wetland,Wetland,Non_Water,Wetland,Grassland
552,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland
553,Cropland,Wetland,Wetland,Water,Wetland,Wetland
554,Cropland,Wetland,Bareland,NULL,Non_Wetland,Wetland
555,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland
556,Cropland,Wetland,Forest,NULL,Non_Wetland,Wetland
557,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest
558,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
559,Cropland,Wetland,Forest,Water,Non_Wetland,Wetland
560,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
561,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
562,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
563,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
564,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland
565,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
566,Cropland,Forest,NULL,Water,Non_Wetland,Wetland
567,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
568,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
569,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland
570,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
571,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
572,Cropland,Forest,Shrubland,Water,Non_Wetland,Wetland
573,Cropland,Forest,Grassland,NULL,Non_Wetland,Wetland
574,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland
575,Cropland,Forest,Wetland,NULL,Wetland,Grassland
576,Cropland,Forest,Wetland,NULL,Wetland,Wetland
577,Cropland,Forest,Wetland,Non_Water,Wetland,Wetland
578,Cropland,Forest,Wetland,Water,Wetland,Wetland
579,Cropland,Forest,Bareland,NULL,Non_Wetland,Wetland
580,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Wetland
581,Cropland,Forest,Bareland,Water,Non_Wetland,Wetland
582,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
583,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
584,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
585,Cropland,Forest,Forest,Non_Water,Non_Wetland,Wetland
586,Cropland,Forest,Forest,Water,Non_Wetland,Wetland
587,Wetland,NULL,NULL,NULL,Non_Wetland,NULL
588,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
589,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland
590,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland
591,Wetland,NULL,NULL,NULL,Non_Wetland,Built-up
592,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
593,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland
594,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland
595,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest
596,Wetland,NULL,NULL,Water,Non_Wetland,Grassland
597,Wetland,NULL,NULL,Water,Non_Wetland,Wetland
598,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
599,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
600,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
601,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
602,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland
603,Wetland,NULL,Shrubland,NULL,Non_Wetland,Built-up
604,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water
605,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
606,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
607,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
608,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
609,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
610,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Built-up
611,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
612,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
613,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
614,Wetland,NULL,Shrubland,Water,Non_Wetland,Bareland
615,Wetland,NULL,Shrubland,Water,Non_Wetland,Built-up
616,Wetland,NULL,Shrubland,Water,Non_Wetland,Water
617,Wetland,NULL,Shrubland,Water,Non_Wetland,Forest
618,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
619,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
620,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland
621,Wetland,NULL,Grassland,NULL,Non_Wetland,Built-up
622,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
623,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
624,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
625,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland
626,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
627,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
628,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland
629,Wetland,NULL,Cropland,Water,Non_Wetland,Wetland
630,Wetland,NULL,Cropland,Water,Non_Wetland,Bareland
631,Wetland,NULL,Wetland,NULL,Wetland,NULL
632,Wetland,NULL,Wetland,NULL,Wetland,Grassland
633,Wetland,NULL,Wetland,NULL,Wetland,Wetland
634,Wetland,NULL,Wetland,NULL,Wetland,Bareland
635,Wetland,NULL,Wetland,NULL,Wetland,Built-up
636,Wetland,NULL,Wetland,NULL,Wetland,Water
637,Wetland,NULL,Wetland,NULL,Wetland,Forest
638,Wetland,NULL,Wetland,Non_Water,Wetland,NULL
639,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland
640,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
641,Wetland,NULL,Wetland,Non_Water,Wetland,Forest
642,Wetland,NULL,Wetland,Water,Wetland,Grassland
643,Wetland,NULL,Wetland,Water,Wetland,Wetland
644,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
645,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
646,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
647,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
648,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
649,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
650,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland
651,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland
652,Wetland,NULL,Bareland,Water,Non_Wetland,Bareland
653,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland
654,Wetland,NULL,Water,NULL,Water,Grassland
655,Wetland,NULL,Water,NULL,Water,Wetland
656,Wetland,NULL,Water,Non_Water,Water,Wetland
657,Wetland,NULL,Water,Water,Water,Grassland
658,Wetland,NULL,Water,Water,Water,Wetland
659,Wetland,NULL,Water,Water,Water,Water
660,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
661,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
662,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
663,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
664,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL
665,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
666,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
667,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
668,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
669,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL
670,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland
671,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland
672,Wetland,Cropland,NULL,NULL,Non_Wetland,Forest
673,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Wetland
674,Wetland,Cropland,NULL,Water,Non_Wetland,Grassland
675,Wetland,Cropland,NULL,Water,Non_Wetland,Wetland
676,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL
677,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
678,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
679,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
680,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
681,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest
682,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
683,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
684,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Built-up
685,Wetland,Cropland,Shrubland,Water,Non_Wetland,Grassland
686,Wetland,Cropland,Shrubland,Water,Non_Wetland,Wetland
687,Wetland,Cropland,Shrubland,Water,Non_Wetland,Water
688,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland
689,Wetland,Cropland,Grassland,Water,Non_Wetland,Wetland
690,Wetland,Cropland,Cropland,NULL,Non_Wetland,Wetland
691,Wetland,Cropland,Wetland,NULL,Wetland,Grassland
692,Wetland,Cropland,Wetland,NULL,Wetland,Wetland
693,Wetland,Cropland,Wetland,NULL,Wetland,Built-up
694,Wetland,Cropland,Wetland,NULL,Wetland,Forest
695,Wetland,Cropland,Wetland,Non_Water,Wetland,Grassland
696,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland
697,Wetland,Cropland,Wetland,Water,Wetland,Grassland
698,Wetland,Cropland,Wetland,Water,Wetland,Wetland
699,Wetland,Cropland,Bareland,NULL,Non_Wetland,Wetland
700,Wetland,Cropland,Bareland,Water,Non_Wetland,Wetland
701,Wetland,Cropland,Water,Water,Water,Wetland
702,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL
703,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
704,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland
705,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
706,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
707,Wetland,Cropland,Forest,Water,Non_Wetland,Grassland
708,Wetland,Cropland,Forest,Water,Non_Wetland,Wetland
709,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL
710,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland
711,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland
712,Wetland,Wetland,NULL,NULL,Non_Wetland,Built-up
713,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest
714,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL
715,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Grassland
716,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
717,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Forest
718,Wetland,Wetland,NULL,Water,Non_Wetland,Grassland
719,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland
720,Wetland,Wetland,NULL,Water,Non_Wetland,Bareland
721,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL
722,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
723,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
724,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
725,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Built-up
726,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water
727,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
728,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
729,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
730,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
731,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
732,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
733,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL
734,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
735,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
736,Wetland,Wetland,Shrubland,Water,Non_Wetland,Bareland
737,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water
738,Wetland,Wetland,Shrubland,Water,Non_Wetland,Forest
739,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL
740,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
741,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
742,Wetland,Wetland,Grassland,NULL,Non_Wetland,Bareland
743,Wetland,Wetland,Grassland,NULL,Non_Wetland,Forest
744,Wetland,Wetland,Grassland,Water,Non_Wetland,Grassland
745,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland
746,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland
747,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland
748,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
749,Wetland,Wetland,Cropland,Water,Non_Wetland,Wetland
750,Wetland,Wetland,Wetland,NULL,Wetland,NULL
751,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
752,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
753,Wetland,Wetland,Wetland,NULL,Wetland,Bareland
754,Wetland,Wetland,Wetland,NULL,Wetland,Built-up
755,Wetland,Wetland,Wetland,NULL,Wetland,Water
756,Wetland,Wetland,Wetland,NULL,Wetland,Forest
757,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL
758,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland
759,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
760,Wetland,Wetland,Wetland,Non_Water,Wetland,Water
761,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest
762,Wetland,Wetland,Wetland,Water,Wetland,Grassland
763,Wetland,Wetland,Wetland,Water,Wetland,Wetland
764,Wetland,Wetland,Wetland,Water,Wetland,Bareland
765,Wetland,Wetland,Wetland,Water,Wetland,Built-up
766,Wetland,Wetland,Wetland,Water,Wetland,Water
767,Wetland,Wetland,Wetland,Water,Wetland,Forest
768,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland
769,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
770,Wetland,Wetland,Bareland,NULL,Non_Wetland,Bareland
771,Wetland,Wetland,Bareland,NULL,Non_Wetland,Forest
772,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
773,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
774,Wetland,Wetland,Bareland,Water,Non_Wetland,Bareland
775,Wetland,Wetland,Built-up,NULL,Non_Wetland,Grassland
776,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland
777,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
778,Wetland,Wetland,Water,NULL,Water,NULL
779,Wetland,Wetland,Water,NULL,Water,Grassland
780,Wetland,Wetland,Water,NULL,Water,Wetland
781,Wetland,Wetland,Water,NULL,Water,Water
782,Wetland,Wetland,Water,NULL,Water,Forest
783,Wetland,Wetland,Water,Non_Water,Water,NULL
784,Wetland,Wetland,Water,Non_Water,Water,Grassland
785,Wetland,Wetland,Water,Non_Water,Water,Wetland
786,Wetland,Wetland,Water,Non_Water,Water,Water
787,Wetland,Wetland,Water,Non_Water,Water,Forest
788,Wetland,Wetland,Water,Water,Water,NULL
789,Wetland,Wetland,Water,Water,Water,Grassland
790,Wetland,Wetland,Water,Water,Water,Wetland
791,Wetland,Wetland,Water,Water,Water,Bareland
792,Wetland,Wetland,Water,Water,Water,Water
793,Wetland,Wetland,Water,Water,Water,Forest
794,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL
795,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
796,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
797,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
798,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL
799,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
800,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
801,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest
802,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland
803,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
804,Wetland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
805,Wetland,Bareland,Shrubland,NULL,Non_Wetland,Wetland
806,Wetland,Bareland,Wetland,NULL,Wetland,Wetland
807,Wetland,Bareland,Water,Water,Water,Wetland
808,Wetland,Bareland,Forest,NULL,Non_Wetland,Wetland
809,Wetland,Water,NULL,NULL,Non_Wetland,Grassland
810,Wetland,Water,NULL,NULL,Non_Wetland,Wetland
811,Wetland,Water,NULL,NULL,Non_Wetland,Forest
812,Wetland,Water,NULL,Non_Water,Non_Wetland,Grassland
813,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland
814,Wetland,Water,NULL,Water,Non_Wetland,Wetland
815,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL
816,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
817,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
818,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
819,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
820,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
821,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland
822,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland
823,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland
824,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland
825,Wetland,Water,Wetland,NULL,Wetland,NULL
826,Wetland,Water,Wetland,NULL,Wetland,Grassland
827,Wetland,Water,Wetland,NULL,Wetland,Wetland
828,Wetland,Water,Wetland,NULL,Wetland,Forest
829,Wetland,Water,Wetland,Non_Water,Wetland,Grassland
830,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
831,Wetland,Water,Wetland,Water,Wetland,Grassland
832,Wetland,Water,Wetland,Water,Wetland,Wetland
833,Wetland,Water,Wetland,Water,Wetland,Water
834,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland
835,Wetland,Water,Bareland,Non_Water,Non_Wetland,Wetland
836,Wetland,Water,Bareland,Water,Non_Wetland,Wetland
837,Wetland,Water,Built-up,Non_Water,Non_Wetland,Wetland
838,Wetland,Water,Water,NULL,Water,NULL
839,Wetland,Water,Water,NULL,Water,Wetland
840,Wetland,Water,Water,Non_Water,Water,Wetland
841,Wetland,Water,Water,Water,Water,Grassland
842,Wetland,Water,Water,Water,Water,Wetland
843,Wetland,Water,Water,Water,Water,Water
844,Wetland,Water,Forest,NULL,Non_Wetland,NULL
845,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
846,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
847,Wetland,Water,Forest,NULL,Non_Wetland,Forest
848,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland
849,Wetland,Water,Forest,Water,Non_Wetland,Wetland
850,Wetland,Forest,NULL,NULL,Non_Wetland,NULL
851,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland
852,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland
