Value,AFRICA_2024_DynamicWorld_2024_38PLU_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_38PLU_M_R,AFRICA_2024_GLC_FCS30D_2022_38PLU_M_R,AFRICA_2024_GSW_Yearly_2021_38PLU_M_R,AFRICA_2024_GWL_FCS30D_2022_38PLU_M_R,AFRICA_2024_WorldCover_2021_38PLU_M_R
440,Wetland,Wetland,Wetland,NULL,NULL,Forest
441,Wetland,Wetland,Wetland,NULL,Wetland,NULL
442,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
443,Wetland,Wetland,Wetland,Water,NULL,NULL
444,Wetland,Wetland,Wetland,Water,NULL,Wetland
445,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL
446,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
447,Wetland,Wetland,Bareland,NULL,Non_Wetland,Forest
448,Wetland,Wetland,Built-up,NULL,Non_Wetland,NULL
449,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
450,Wetland,Water,Grassland,NULL,Non_Wetland,NULL
451,Wetland,Water,Wetland,NULL,Wetland,NULL
452,Wetland,Water,Wetland,NULL,Wetland,Cropland
453,Wetland,Water,Wetland,NULL,Wetland,Wetland
454,Wetland,Water,Wetland,NULL,Wetland,Bareland
455,Wetland,Water,Wetland,Water,Wetland,Wetland
456,Wetland,Water,Bareland,Non_Water,Non_Wetland,Bareland
457,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL
458,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL
459,Wetland,Forest,Cropland,NULL,Non_Wetland,Wetland
460,Wetland,Forest,Wetland,NULL,NULL,NULL
461,Wetland,Forest,Wetland,NULL,NULL,Bareland
462,Wetland,Forest,Wetland,NULL,Wetland,NULL
463,Wetland,Forest,Wetland,NULL,Wetland,Grassland
464,Wetland,Forest,Wetland,NULL,Wetland,Cropland
465,Wetland,Forest,Wetland,NULL,Wetland,Wetland
466,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland
467,Wetland,Forest,Wetland,Water,NULL,Cropland
468,Wetland,Forest,Wetland,Water,Wetland,Wetland
469,Wetland,Forest,Bareland,NULL,Non_Wetland,NULL
470,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
471,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
472,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
473,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
474,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
475,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
476,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
477,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
478,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
479,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
480,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
481,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
482,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
483,Bareland,NULL,Grassland,Water,Non_Wetland,NULL
484,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
485,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
486,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
487,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
488,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
489,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland
490,Bareland,NULL,Wetland,NULL,Wetland,NULL
491,Bareland,NULL,Wetland,NULL,Wetland,Cropland
492,Bareland,NULL,Wetland,NULL,Wetland,Wetland
493,Bareland,NULL,Wetland,NULL,Wetland,Bareland
494,Bareland,NULL,Wetland,Water,Wetland,Bareland
495,Bareland,NULL,Wetland,Water,Wetland,Water
496,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
497,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
498,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
499,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
500,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
501,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
502,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL
503,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
504,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
505,Bareland,NULL,Bareland,Water,Non_Wetland,NULL
506,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
507,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
508,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland
509,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
510,Bareland,NULL,Bareland,Water,Non_Wetland,Water
511,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
512,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
513,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
514,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
515,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
516,Bareland,NULL,Built-up,Water,Non_Wetland,NULL
517,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
518,Bareland,NULL,Water,NULL,Water,Bareland
519,Bareland,NULL,Water,Water,Water,Bareland
520,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL
521,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
522,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
523,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
524,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
525,Bareland,Cropland,Grassland,Water,Non_Wetland,Bareland
526,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
527,Bareland,Cropland,Wetland,NULL,NULL,NULL
528,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL
529,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
530,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL
531,Bareland,Wetland,Wetland,NULL,Wetland,NULL
532,Bareland,Wetland,Wetland,NULL,Wetland,Bareland
533,Bareland,Wetland,Bareland,NULL,Non_Wetland,Bareland
534,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL
535,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland
536,Bareland,Bareland,NULL,NULL,Non_Wetland,Cropland
537,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
538,Bareland,Bareland,NULL,NULL,Non_Wetland,Built-up
539,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland
540,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL
541,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
542,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
543,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Built-up
544,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
545,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL
546,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
547,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL
548,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
549,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
550,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
551,Bareland,Bareland,Grassland,NULL,Non_Wetland,Built-up
552,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water
553,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
554,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL
555,Bareland,Bareland,Grassland,Water,Non_Wetland,Cropland
556,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
557,Bareland,Bareland,Grassland,Water,Non_Wetland,Water
558,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL
559,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
560,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
561,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
562,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up
563,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
564,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
565,Bareland,Bareland,Wetland,NULL,Wetland,NULL
566,Bareland,Bareland,Wetland,NULL,Wetland,Grassland
567,Bareland,Bareland,Wetland,NULL,Wetland,Cropland
568,Bareland,Bareland,Wetland,NULL,Wetland,Wetland
569,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
570,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
571,Bareland,Bareland,Wetland,Water,NULL,Bareland
572,Bareland,Bareland,Wetland,Water,Wetland,NULL
573,Bareland,Bareland,Wetland,Water,Wetland,Bareland
574,Bareland,Bareland,Wetland,Water,Wetland,Water
575,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
576,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
577,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL
578,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
579,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland
580,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
581,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up
582,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
583,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
584,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
585,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL
586,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
587,Bareland,Bareland,Bareland,Water,Non_Wetland,Cropland
588,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
589,Bareland,Bareland,Bareland,Water,Non_Wetland,Built-up
590,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
591,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL
592,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
593,Bareland,Bareland,Built-up,NULL,Non_Wetland,Cropland
594,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
595,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up
596,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
597,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL
598,Bareland,Bareland,Built-up,Water,Non_Wetland,Cropland
599,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
600,Bareland,Bareland,Water,NULL,NULL,Bareland
601,Bareland,Bareland,Water,NULL,Water,Bareland
602,Bareland,Bareland,Water,NULL,Water,Water
603,Bareland,Bareland,Water,Water,NULL,Bareland
604,Bareland,Bareland,Water,Water,Water,Bareland
605,Bareland,Bareland,Water,Water,Water,Built-up
606,Bareland,Bareland,Water,Water,Water,Water
607,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland
608,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL
609,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
610,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
611,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
612,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
613,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL
614,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
615,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up
616,Bareland,Built-up,Wetland,NULL,Wetland,Bareland
617,Bareland,Built-up,Wetland,Water,Wetland,Bareland
618,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL
619,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
620,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
621,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
622,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
623,Bareland,Built-up,Bareland,Water,Non_Wetland,Bareland
624,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL
625,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
626,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
627,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
628,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
629,Bareland,Water,Grassland,NULL,Non_Wetland,NULL
630,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
631,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland
632,Bareland,Water,Grassland,Water,Non_Wetland,Cropland
633,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
634,Bareland,Water,Grassland,Water,Non_Wetland,Water
635,Bareland,Water,Cropland,NULL,Non_Wetland,NULL
636,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
637,Bareland,Water,Cropland,NULL,Non_Wetland,Water
638,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
639,Bareland,Water,Wetland,NULL,Wetland,NULL
640,Bareland,Water,Wetland,NULL,Wetland,Grassland
641,Bareland,Water,Wetland,NULL,Wetland,Cropland
642,Bareland,Water,Wetland,NULL,Wetland,Wetland
643,Bareland,Water,Wetland,NULL,Wetland,Bareland
644,Bareland,Water,Wetland,NULL,Wetland,Water
645,Bareland,Water,Wetland,Non_Water,Wetland,NULL
646,Bareland,Water,Wetland,Water,NULL,Bareland
647,Bareland,Water,Wetland,Water,NULL,Water
648,Bareland,Water,Wetland,Water,Wetland,Bareland
649,Bareland,Water,Wetland,Water,Wetland,Water
650,Bareland,Water,Bareland,NULL,Non_Wetland,NULL
651,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
652,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
653,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
654,Bareland,Water,Bareland,Water,Non_Wetland,Water
655,Bareland,Water,Water,Water,NULL,Bareland
656,Bareland,Water,Water,Water,Water,Bareland
657,Bareland,Water,Water,Water,Water,Water
658,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL
659,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL
660,Bareland,Forest,Wetland,NULL,NULL,NULL
661,Bareland,Forest,Wetland,NULL,Wetland,NULL
662,Bareland,Forest,Wetland,NULL,Wetland,Bareland
663,Water,NULL,Grassland,NULL,Non_Wetland,NULL
664,Water,NULL,Cropland,NULL,Non_Wetland,Forest
665,Water,NULL,Wetland,NULL,Wetland,NULL
666,Water,NULL,Wetland,NULL,Wetland,Wetland
667,Water,NULL,Wetland,NULL,Wetland,Forest
668,Water,NULL,Wetland,Water,Wetland,Bareland
669,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
670,Water,NULL,Bareland,Water,Non_Wetland,Bareland
671,Water,NULL,Bareland,Water,Non_Wetland,Water
672,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland
673,Water,Wetland,Wetland,NULL,NULL,NULL
674,Water,Wetland,Wetland,NULL,Wetland,NULL
675,Water,Wetland,Wetland,NULL,Wetland,Wetland
676,Water,Wetland,Wetland,Water,NULL,Wetland
677,Water,Wetland,Wetland,Water,Wetland,Wetland
678,Water,Wetland,Bareland,Water,Non_Wetland,NULL
679,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
680,Water,Bareland,Grassland,NULL,Non_Wetland,NULL
681,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
682,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
683,Water,Bareland,Cropland,NULL,Non_Wetland,Water
684,Water,Bareland,Wetland,NULL,Wetland,Bareland
685,Water,Bareland,Wetland,Water,NULL,Bareland
686,Water,Bareland,Wetland,Water,Wetland,Bareland
687,Water,Bareland,Wetland,Water,Wetland,Water
688,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
689,Water,Bareland,Bareland,Non_Water,Non_Wetland,Water
690,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
691,Water,Bareland,Bareland,Water,Non_Wetland,Water
692,Water,Bareland,Built-up,Water,Non_Wetland,Bareland
693,Water,Bareland,Water,NULL,NULL,Bareland
694,Water,Bareland,Water,Water,NULL,Bareland
695,Water,Bareland,Water,Water,NULL,Water
696,Water,Bareland,Water,Water,Water,Bareland
697,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland
698,Water,Built-up,Wetland,NULL,Wetland,Water
699,Water,Built-up,Wetland,Water,Wetland,Water
700,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland
701,Water,Built-up,Bareland,NULL,Non_Wetland,Water
702,Water,Built-up,Bareland,Water,Non_Wetland,Bareland
703,Water,Built-up,Bareland,Water,Non_Wetland,Water
704,Water,Built-up,Water,Water,Water,Bareland
705,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
706,Water,Water,Shrubland,NULL,Non_Wetland,Water
707,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
708,Water,Water,Grassland,NULL,Non_Wetland,NULL
709,Water,Water,Grassland,NULL,Non_Wetland,Bareland
710,Water,Water,Grassland,NULL,Non_Wetland,Water
711,Water,Water,Grassland,NULL,Non_Wetland,Forest
712,Water,Water,Grassland,Water,Non_Wetland,Bareland
713,Water,Water,Grassland,Water,Non_Wetland,Water
714,Water,Water,Cropland,NULL,Non_Wetland,NULL
715,Water,Water,Cropland,NULL,Non_Wetland,Bareland
716,Water,Water,Cropland,NULL,Non_Wetland,Water
717,Water,Water,Wetland,NULL,NULL,NULL
718,Water,Water,Wetland,NULL,NULL,Bareland
719,Water,Water,Wetland,NULL,NULL,Water
720,Water,Water,Wetland,NULL,Wetland,NULL
721,Water,Water,Wetland,NULL,Wetland,Grassland
722,Water,Water,Wetland,NULL,Wetland,Cropland
723,Water,Water,Wetland,NULL,Wetland,Wetland
724,Water,Water,Wetland,NULL,Wetland,Bareland
725,Water,Water,Wetland,NULL,Wetland,Water
726,Water,Water,Wetland,NULL,Wetland,Forest
727,Water,Water,Wetland,Non_Water,Wetland,Wetland
728,Water,Water,Wetland,Non_Water,Wetland,Water
729,Water,Water,Wetland,Water,NULL,NULL
730,Water,Water,Wetland,Water,NULL,Bareland
731,Water,Water,Wetland,Water,NULL,Water
732,Water,Water,Wetland,Water,NULL,Forest
733,Water,Water,Wetland,Water,Wetland,NULL
734,Water,Water,Wetland,Water,Wetland,Wetland
735,Water,Water,Wetland,Water,Wetland,Bareland
736,Water,Water,Wetland,Water,Wetland,Water
737,Water,Water,Bareland,NULL,Non_Wetland,NULL
738,Water,Water,Bareland,NULL,Non_Wetland,Grassland
739,Water,Water,Bareland,NULL,Non_Wetland,Bareland
740,Water,Water,Bareland,NULL,Non_Wetland,Water
741,Water,Water,Bareland,Water,Non_Wetland,NULL
742,Water,Water,Bareland,Water,Non_Wetland,Cropland
743,Water,Water,Bareland,Water,Non_Wetland,Wetland
744,Water,Water,Bareland,Water,Non_Wetland,Bareland
745,Water,Water,Bareland,Water,Non_Wetland,Built-up
746,Water,Water,Bareland,Water,Non_Wetland,Water
747,Water,Water,Built-up,NULL,Non_Wetland,NULL
748,Water,Water,Built-up,NULL,Non_Wetland,Bareland
749,Water,Water,Built-up,NULL,Non_Wetland,Water
750,Water,Water,Built-up,Water,Non_Wetland,Bareland
751,Water,Water,Built-up,Water,Non_Wetland,Water
752,Water,Water,Water,NULL,NULL,Bareland
753,Water,Water,Water,NULL,NULL,Water
754,Water,Water,Water,NULL,Water,Bareland
755,Water,Water,Water,NULL,Water,Water
756,Water,Water,Water,Non_Water,NULL,Bareland
757,Water,Water,Water,Water,NULL,Bareland
758,Water,Water,Water,Water,NULL,Water
759,Water,Water,Water,Water,Water,Bareland
760,Water,Water,Water,Water,Water,Water
761,Water,Forest,Wetland,NULL,Wetland,NULL
762,Water,Forest,Wetland,NULL,Wetland,Wetland
763,Water,Forest,Wetland,NULL,Wetland,Bareland
764,Water,Forest,Wetland,NULL,Wetland,Forest
765,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,Bareland
766,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
767,Forest,NULL,Wetland,NULL,Wetland,NULL
768,Forest,NULL,Wetland,NULL,Wetland,Wetland
769,Forest,NULL,Wetland,NULL,Wetland,Forest
770,Forest,Wetland,Wetland,NULL,Wetland,Wetland
771,Forest,Water,Wetland,NULL,Wetland,Cropland
772,Forest,Water,Wetland,NULL,Wetland,Wetland
773,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
774,Forest,Forest,Wetland,NULL,Wetland,NULL
775,Forest,Forest,Wetland,NULL,Wetland,Wetland
776,Forest,Forest,Wetland,NULL,Wetland,Forest
777,Forest,Forest,Wetland,Non_Water,Wetland,NULL
