Value,AFRICA_2024_DynamicWorld_2024_36NZK_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36NZK_M_R,AFRICA_2024_GLC_FCS30D_2022_36NZK_M_R,AFRICA_2024_GSW_Yearly_2021_36NZK_M_R,AFRICA_2024_GWL_FCS30D_2022_36NZK_M_R,AFRICA_2024_WorldCover_2021_36NZK_M_R
417,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
418,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL
419,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland
420,Wetland,Cropland,Grassland,NULL,Non_Wetland,Bareland
421,Wetland,Cropland,Bareland,NULL,Non_Wetland,Grassland
422,Wetland,Cropland,Bareland,NULL,Non_Wetland,Bareland
423,Wetland,Cropland,Built-up,NULL,Non_Wetland,NULL
424,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
425,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL
426,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland
427,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland
428,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest
429,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL
430,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Forest
431,Wetland,Wetland,NULL,Water,Non_Wetland,NULL
432,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland
433,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL
434,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
435,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
436,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
437,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
438,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
439,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
440,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
441,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
442,Wetland,Wetland,Shrubland,Water,Non_Wetland,Bareland
443,Wetland,Wetland,Shrubland,Water,Non_Wetland,Forest
444,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL
445,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
446,Wetland,Wetland,Grassland,NULL,Non_Wetland,Cropland
447,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
448,Wetland,Wetland,Grassland,NULL,Non_Wetland,Bareland
449,Wetland,Wetland,Grassland,NULL,Non_Wetland,Built-up
450,Wetland,Wetland,Grassland,NULL,Non_Wetland,Water
451,Wetland,Wetland,Grassland,NULL,Non_Wetland,Forest
452,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Forest
453,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL
454,Wetland,Wetland,Grassland,Water,Non_Wetland,Grassland
455,Wetland,Wetland,Grassland,Water,Non_Wetland,Cropland
456,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland
457,Wetland,Wetland,Grassland,Water,Non_Wetland,Bareland
458,Wetland,Wetland,Grassland,Water,Non_Wetland,Water
459,Wetland,Wetland,Grassland,Water,Non_Wetland,Forest
460,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL
461,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland
462,Wetland,Wetland,Cropland,NULL,Non_Wetland,Cropland
463,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland
464,Wetland,Wetland,Cropland,NULL,Non_Wetland,Bareland
465,Wetland,Wetland,Cropland,NULL,Non_Wetland,Forest
466,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL
467,Wetland,Wetland,Cropland,Water,Non_Wetland,Grassland
468,Wetland,Wetland,Cropland,Water,Non_Wetland,Cropland
469,Wetland,Wetland,Cropland,Water,Non_Wetland,Wetland
470,Wetland,Wetland,Cropland,Water,Non_Wetland,Bareland
471,Wetland,Wetland,Wetland,NULL,Wetland,NULL
472,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
473,Wetland,Wetland,Wetland,NULL,Wetland,Cropland
474,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
475,Wetland,Wetland,Wetland,NULL,Wetland,Bareland
476,Wetland,Wetland,Wetland,NULL,Wetland,Forest
477,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
478,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest
479,Wetland,Wetland,Wetland,Water,Wetland,Grassland
480,Wetland,Wetland,Wetland,Water,Wetland,Cropland
481,Wetland,Wetland,Wetland,Water,Wetland,Wetland
482,Wetland,Wetland,Wetland,Water,Wetland,Bareland
483,Wetland,Wetland,Wetland,Water,Wetland,Water
484,Wetland,Wetland,Wetland,Water,Wetland,Forest
485,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL
486,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland
487,Wetland,Wetland,Bareland,NULL,Non_Wetland,Cropland
488,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
489,Wetland,Wetland,Bareland,NULL,Non_Wetland,Bareland
490,Wetland,Wetland,Bareland,NULL,Non_Wetland,Built-up
491,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water
492,Wetland,Wetland,Bareland,NULL,Non_Wetland,Forest
493,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL
494,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Cropland
495,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
496,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
497,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Forest
498,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL
499,Wetland,Wetland,Bareland,Water,Non_Wetland,Grassland
500,Wetland,Wetland,Bareland,Water,Non_Wetland,Cropland
501,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
502,Wetland,Wetland,Bareland,Water,Non_Wetland,Bareland
503,Wetland,Wetland,Bareland,Water,Non_Wetland,Water
504,Wetland,Wetland,Bareland,Water,Non_Wetland,Forest
505,Wetland,Wetland,Built-up,NULL,Non_Wetland,NULL
506,Wetland,Wetland,Built-up,NULL,Non_Wetland,Grassland
507,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland
508,Wetland,Wetland,Built-up,NULL,Non_Wetland,Bareland
509,Wetland,Wetland,Built-up,NULL,Non_Wetland,Forest
510,Wetland,Wetland,Built-up,Water,Non_Wetland,Wetland
511,Wetland,Wetland,Built-up,Water,Non_Wetland,Bareland
512,Wetland,Wetland,Built-up,Water,Non_Wetland,Forest
513,Wetland,Wetland,Water,NULL,Water,Wetland
514,Wetland,Wetland,Water,NULL,Water,Water
515,Wetland,Wetland,Water,NULL,Water,Forest
516,Wetland,Wetland,Water,Water,Water,Cropland
517,Wetland,Wetland,Water,Water,Water,Wetland
518,Wetland,Wetland,Water,Water,Water,Bareland
519,Wetland,Wetland,Water,Water,Water,Water
520,Wetland,Wetland,Water,Water,Water,Forest
521,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL
522,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
523,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
524,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
525,Wetland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
526,Wetland,Bareland,Grassland,NULL,Non_Wetland,NULL
527,Wetland,Bareland,Grassland,NULL,Non_Wetland,Grassland
528,Wetland,Bareland,Grassland,NULL,Non_Wetland,Cropland
529,Wetland,Bareland,Grassland,NULL,Non_Wetland,Bareland
530,Wetland,Bareland,Grassland,Water,Non_Wetland,Grassland
531,Wetland,Bareland,Bareland,NULL,Non_Wetland,Grassland
532,Wetland,Bareland,Bareland,NULL,Non_Wetland,Cropland
533,Wetland,Bareland,Bareland,NULL,Non_Wetland,Bareland
534,Wetland,Bareland,Bareland,NULL,Non_Wetland,Water
535,Wetland,Bareland,Bareland,Water,Non_Wetland,Grassland
536,Wetland,Bareland,Bareland,Water,Non_Wetland,Cropland
537,Wetland,Bareland,Bareland,Water,Non_Wetland,Wetland
538,Wetland,Bareland,Bareland,Water,Non_Wetland,Bareland
539,Wetland,Bareland,Bareland,Water,Non_Wetland,Water
540,Wetland,Bareland,Built-up,NULL,Non_Wetland,Bareland
541,Wetland,Bareland,Water,Water,Water,Water
542,Wetland,Built-up,NULL,NULL,Non_Wetland,Wetland
543,Wetland,Built-up,Shrubland,NULL,Non_Wetland,NULL
544,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
545,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Forest
546,Wetland,Built-up,Grassland,NULL,Non_Wetland,NULL
547,Wetland,Built-up,Grassland,NULL,Non_Wetland,Grassland
548,Wetland,Built-up,Grassland,NULL,Non_Wetland,Wetland
549,Wetland,Built-up,Grassland,NULL,Non_Wetland,Bareland
550,Wetland,Built-up,Grassland,NULL,Non_Wetland,Forest
551,Wetland,Built-up,Bareland,NULL,Non_Wetland,NULL
552,Wetland,Built-up,Bareland,NULL,Non_Wetland,Grassland
553,Wetland,Built-up,Bareland,NULL,Non_Wetland,Bareland
554,Wetland,Water,NULL,NULL,Non_Wetland,Wetland
555,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL
556,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
557,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
558,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland
559,Wetland,Water,Grassland,NULL,Non_Wetland,NULL
560,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland
561,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland
562,Wetland,Water,Grassland,NULL,Non_Wetland,Bareland
563,Wetland,Water,Grassland,NULL,Non_Wetland,Forest
564,Wetland,Water,Grassland,Water,Non_Wetland,Grassland
565,Wetland,Water,Grassland,Water,Non_Wetland,Wetland
566,Wetland,Water,Grassland,Water,Non_Wetland,Bareland
567,Wetland,Water,Cropland,NULL,Non_Wetland,Cropland
568,Wetland,Water,Cropland,Water,Non_Wetland,Grassland
569,Wetland,Water,Wetland,NULL,Wetland,Wetland
570,Wetland,Water,Wetland,NULL,Wetland,Bareland
571,Wetland,Water,Wetland,Water,Wetland,Cropland
572,Wetland,Water,Wetland,Water,Wetland,Wetland
573,Wetland,Water,Wetland,Water,Wetland,Bareland
574,Wetland,Water,Bareland,NULL,Non_Wetland,NULL
575,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
576,Wetland,Water,Bareland,NULL,Non_Wetland,Cropland
577,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland
578,Wetland,Water,Bareland,NULL,Non_Wetland,Bareland
579,Wetland,Water,Bareland,NULL,Non_Wetland,Water
580,Wetland,Water,Bareland,NULL,Non_Wetland,Forest
581,Wetland,Water,Bareland,Water,Non_Wetland,Grassland
582,Wetland,Water,Bareland,Water,Non_Wetland,Cropland
583,Wetland,Water,Bareland,Water,Non_Wetland,Wetland
584,Wetland,Water,Bareland,Water,Non_Wetland,Bareland
585,Wetland,Water,Bareland,Water,Non_Wetland,Water
586,Wetland,Water,Built-up,NULL,Non_Wetland,Grassland
587,Wetland,Water,Built-up,NULL,Non_Wetland,Wetland
588,Wetland,Water,Built-up,NULL,Non_Wetland,Bareland
589,Wetland,Water,Built-up,Water,Non_Wetland,Grassland
590,Wetland,Water,Built-up,Water,Non_Wetland,Bareland
591,Wetland,Water,Water,NULL,Water,Wetland
592,Wetland,Water,Water,Water,Water,Wetland
593,Wetland,Water,Water,Water,Water,Water
594,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
595,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
596,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
597,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
598,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
599,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
600,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
601,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
602,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
603,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
604,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
605,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
606,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
607,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
608,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL
609,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
610,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
611,Bareland,NULL,Grassland,Water,Non_Wetland,NULL
612,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
613,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
614,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
615,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
616,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
617,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
618,Bareland,NULL,Wetland,NULL,Wetland,Grassland
619,Bareland,NULL,Wetland,NULL,Wetland,Bareland
620,Bareland,NULL,Wetland,NULL,Wetland,Forest
621,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
622,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
623,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
624,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland
625,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
626,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
627,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
628,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL
629,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
630,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
631,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Forest
632,Bareland,NULL,Bareland,Water,Non_Wetland,NULL
633,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
634,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
635,Bareland,NULL,Bareland,Water,Non_Wetland,Forest
636,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
637,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
638,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
639,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
640,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest
641,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
642,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland
643,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
644,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
645,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
646,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
647,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
648,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
649,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
650,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
651,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
652,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest
653,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
654,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
655,Bareland,Cropland,Wetland,NULL,Wetland,Bareland
656,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL
657,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
658,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
659,Bareland,Cropland,Bareland,NULL,Non_Wetland,Built-up
660,Bareland,Cropland,Bareland,NULL,Non_Wetland,Forest
661,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
662,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
663,Bareland,Cropland,Bareland,Water,Non_Wetland,Grassland
664,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland
665,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL
666,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
667,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
668,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
669,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
670,Bareland,Wetland,Grassland,NULL,Non_Wetland,Grassland
671,Bareland,Wetland,Grassland,NULL,Non_Wetland,Bareland
672,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL
673,Bareland,Wetland,Bareland,NULL,Non_Wetland,Grassland
674,Bareland,Wetland,Bareland,NULL,Non_Wetland,Bareland
675,Bareland,Wetland,Bareland,Water,Non_Wetland,Bareland
676,Bareland,Bareland,NULL,NULL,Non_Wetland,Forest
677,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
678,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
679,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
680,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL
681,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
682,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
683,Bareland,Bareland,Grassland,NULL,Non_Wetland,Forest
684,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
685,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
686,Bareland,Bareland,Grassland,Water,Non_Wetland,Grassland
687,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
688,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
689,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
690,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
691,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
692,Bareland,Bareland,Wetland,Water,Wetland,Bareland
693,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL
694,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
695,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
696,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up
697,Bareland,Bareland,Bareland,NULL,Non_Wetland,Forest
698,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
699,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
700,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
701,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
702,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
703,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
704,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up
705,Bareland,Bareland,Built-up,Water,Non_Wetland,Grassland
706,Bareland,Bareland,Water,Water,Water,Bareland
707,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
708,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL
709,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL
710,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
711,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
712,Bareland,Built-up,Shrubland,Water,Non_Wetland,Bareland
713,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
714,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
715,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
716,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
717,Bareland,Built-up,Grassland,NULL,Non_Wetland,Forest
718,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,NULL
719,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
720,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,Bareland
721,Bareland,Built-up,Grassland,Water,Non_Wetland,Bareland
722,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL
723,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
724,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
725,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
726,Bareland,Built-up,Bareland,NULL,Non_Wetland,Forest
727,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL
728,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
729,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
730,Bareland,Built-up,Bareland,Water,Non_Wetland,Grassland
731,Bareland,Built-up,Bareland,Water,Non_Wetland,Bareland
732,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL
733,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
734,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
735,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
736,Bareland,Built-up,Built-up,NULL,Non_Wetland,Forest
737,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
738,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland
739,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
740,Bareland,Water,Grassland,NULL,Non_Wetland,NULL
741,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
742,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
743,Bareland,Water,Grassland,NULL,Non_Wetland,Forest
744,Bareland,Water,Grassland,Water,Non_Wetland,Grassland
745,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
746,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
747,Bareland,Water,Wetland,NULL,Wetland,Bareland
748,Bareland,Water,Wetland,NULL,Wetland,Forest
749,Bareland,Water,Bareland,NULL,Non_Wetland,NULL
750,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
751,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
752,Bareland,Water,Bareland,NULL,Non_Wetland,Forest
753,Bareland,Water,Bareland,Non_Water,Non_Wetland,Grassland
754,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
755,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
756,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
757,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
758,Bareland,Water,Built-up,NULL,Non_Wetland,Forest
759,Bareland,Water,Forest,NULL,Non_Wetland,Forest
760,Bareland,Forest,NULL,NULL,Non_Wetland,Forest
761,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
762,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
763,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland
764,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest
765,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL
766,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
767,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
768,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest
769,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
770,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
771,Bareland,Forest,Wetland,NULL,Wetland,Forest
772,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland
773,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland
774,Bareland,Forest,Bareland,NULL,Non_Wetland,Forest
775,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland
776,Bareland,Forest,Built-up,NULL,Non_Wetland,Forest
777,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
778,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
779,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
780,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
781,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
782,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up
783,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
784,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL
785,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
786,Water,NULL,Shrubland,Water,Non_Wetland,NULL
787,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
788,Water,NULL,Grassland,NULL,Non_Wetland,NULL
789,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
790,Water,NULL,Grassland,NULL,Non_Wetland,Wetland
791,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
792,Water,NULL,Grassland,NULL,Non_Wetland,Forest
793,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL
794,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
795,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland
796,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland
797,Water,NULL,Grassland,Non_Water,Non_Wetland,Forest
798,Water,NULL,Grassland,Water,Non_Wetland,NULL
799,Water,NULL,Grassland,Water,Non_Wetland,Grassland
800,Water,NULL,Grassland,Water,Non_Wetland,Wetland
801,Water,NULL,Grassland,Water,Non_Wetland,Bareland
802,Water,NULL,Cropland,NULL,Non_Wetland,Forest
803,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
804,Water,NULL,Wetland,NULL,Wetland,Forest
805,Water,NULL,Wetland,Non_Water,Wetland,Wetland
806,Water,NULL,Wetland,Water,Wetland,NULL
807,Water,NULL,Wetland,Water,Wetland,Grassland
808,Water,NULL,Wetland,Water,Wetland,Wetland
809,Water,NULL,Wetland,Water,Wetland,Bareland
810,Water,NULL,Wetland,Water,Wetland,Water
811,Water,NULL,Bareland,NULL,Non_Wetland,NULL
812,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
813,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
814,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
815,Water,NULL,Bareland,NULL,Non_Wetland,Built-up
816,Water,NULL,Bareland,NULL,Non_Wetland,Forest
817,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL
818,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
819,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland
820,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
821,Water,NULL,Bareland,Non_Water,Non_Wetland,Forest
822,Water,NULL,Bareland,Water,Non_Wetland,NULL
823,Water,NULL,Bareland,Water,Non_Wetland,Grassland
824,Water,NULL,Bareland,Water,Non_Wetland,Cropland
825,Water,NULL,Bareland,Water,Non_Wetland,Bareland
826,Water,NULL,Bareland,Water,Non_Wetland,Water
827,Water,NULL,Bareland,Water,Non_Wetland,Forest
828,Water,NULL,Built-up,NULL,Non_Wetland,NULL
829,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
830,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
831,Water,NULL,Built-up,NULL,Non_Wetland,Forest
832,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland
833,Water,NULL,Built-up,Water,Non_Wetland,Grassland
834,Water,NULL,Built-up,Water,Non_Wetland,Bareland
835,Water,NULL,Water,Water,Water,Bareland
836,Water,NULL,Forest,Water,Non_Wetland,Grassland
837,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
838,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
839,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
840,Water,Cropland,Grassland,NULL,Non_Wetland,NULL
841,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
842,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
843,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
