Value,AFRICA_2024_DynamicWorld_2024_36QZD_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36QZD_M_R,AFRICA_2024_GLC_FCS30D_2022_36QZD_M_R,AFRICA_2024_GSW_Yearly_2021_36QZD_M_R,AFRICA_2024_GWL_FCS30D_2022_36QZD_M_R,AFRICA_2024_WorldCover_2021_36QZD_M_R
408,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
409,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
410,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
411,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
412,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
413,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
414,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
415,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
416,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL
417,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
418,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
419,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland
420,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
421,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
422,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
423,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
424,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL
425,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
426,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
427,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
428,Bareland,Bareland,Grassland,NULL,Non_Wetland,Forest
429,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
430,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
431,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
432,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
433,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
434,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
435,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
436,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
437,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
438,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland
439,Bareland,Forest,NULL,NULL,Non_Wetland,Cropland
440,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL
441,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
442,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland
443,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
444,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
445,Water,NULL,NULL,NULL,Non_Wetland,NULL
446,Water,NULL,NULL,NULL,Non_Wetland,Grassland
447,Water,NULL,NULL,NULL,Non_Wetland,Cropland
448,Water,NULL,NULL,NULL,Non_Wetland,Bareland
449,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
450,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
451,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
452,Water,NULL,Grassland,NULL,Non_Wetland,NULL
453,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
454,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
455,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
456,Water,NULL,Grassland,NULL,Non_Wetland,Forest
457,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
458,Water,NULL,Grassland,Water,Non_Wetland,Water
459,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
460,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
461,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
462,Water,NULL,Wetland,Non_Water,Wetland,Grassland
463,Water,NULL,Wetland,Water,Wetland,Water
464,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
465,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
466,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
467,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
468,Water,NULL,Bareland,NULL,Non_Wetland,NULL
469,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
470,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
471,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
472,Water,NULL,Bareland,NULL,Non_Wetland,Forest
473,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
474,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
475,Water,NULL,Built-up,Water,Non_Wetland,Water
476,Water,NULL,Forest,NULL,Non_Wetland,Cropland
477,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
478,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
479,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland
480,Water,Bareland,Grassland,NULL,Non_Wetland,Cropland
481,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
482,Water,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
483,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
484,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
485,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland
486,Forest,NULL,NULL,NULL,Non_Wetland,NULL
487,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
488,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
489,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
490,Forest,NULL,NULL,NULL,Non_Wetland,Forest
491,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
492,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
493,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
494,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
495,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
496,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
497,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
498,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
499,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
500,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
501,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
502,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
503,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
504,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
505,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
506,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
507,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
508,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
509,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
510,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
511,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
512,Forest,NULL,Forest,NULL,Non_Wetland,NULL
513,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
514,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
515,Forest,NULL,Forest,NULL,Non_Wetland,Forest
516,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
517,Forest,Bareland,Grassland,NULL,Non_Wetland,Grassland
518,Forest,Forest,NULL,NULL,Non_Wetland,NULL
519,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
520,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
521,Forest,Forest,NULL,NULL,Non_Wetland,Forest
522,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
523,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
524,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
525,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
526,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
527,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
528,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
529,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
530,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
531,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
532,Forest,Forest,Forest,NULL,Non_Wetland,NULL
533,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
534,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
535,Forest,Forest,Forest,NULL,Non_Wetland,Forest
